gid	gname	chr	start	end	logCPM	logFC.M46.F46	PV.M46.F46	FDR.M46.F46
TRINITY_DN132253_c2_g15_i1	dhdds	Chr02	51700887	51700887	2.94890371270249	-3.13046967858462	2.52733206415806e-10	4.52990783117857e-09
TRINITY_DN129633_c3_g2_i1	arid1a	Chr02	51910250	51910250	2.359327495797	-5.54666046741521	8.53298918372103e-37	8.22865671777691e-35
TRINITY_DN118297_c0_g1_i1	pigv-like	Chr02	51959792	51959792	2.60256580973048	-2.37706161218423	6.07951712656798e-11	1.16721206180180e-09
TRINITY_DN129105_c3_g1_i3	ahdc1	Chr02	52307907	52307907	2.37760016993791	-2.28011217439803	4.40446492127191e-09	6.81134386178648e-08
TRINITY_DN128042_c2_g1_i1	eya3	Chr02	53585329	53585329	6.05604518836882	-3.22697167868866	3.9524513555903e-27	2.43897983650806e-25
TRINITY_DN108162_c0_g1_i1	mycbp	Chr02	54679253	54679253	3.73600081491782	2.07120116802063	0.00112823076779501	0.00692502147454429
TRINITY_DN124749_c0_g1_i1	pnrc2	Chr02	54849501	54849501	5.05671882463205	-2.34120849316293	7.09868173878109e-18	2.46625707204063e-16
TRINITY_DN121638_c0_g1_i3	grhl3	Chr02	55205102	55205102	6.19297187150387	-2.72802237353935	6.90263573836776e-17	2.23296744383269e-15
TRINITY_DN102412_c0_g1_i1	psma5	Chr02	63117655	63117655	0.729919796148589	-2.44674870641236	1.41847945679345e-07	1.80599779032106e-06
TRINITY_DN125155_c0_g3_i1	dstyk	Chr02	64180245	64180245	2.07532702078689	-2.2148206905684	1.39246876372957e-08	2.03431986092795e-07
TRINITY_DN121209_c1_g1_i1	tspan2	Chr02	66403265	66403265	5.09730471102645	-2.98228954661531	3.78535768789625e-29	2.60881091522893e-27
TRINITY_DN126630_c4_g2_i1	med14-like	Chr02	70152404	70152404	3.84408134630891	-3.5611160650662	7.65170359582441e-28	4.90056834841663e-26
TRINITY_DN125285_c2_g1_i3	ppp1r12b	Chr02	76740527	76740527	5.06703605449471	-10.0520723574113	5.6074766365907e-96	2.49503197293357e-93
TRINITY_DN128742_c10_g2_i3	tbc1d22b	Chr02	78440676	78440676	2.59273698246333	-2.08536721657705	6.34236162769165e-10	1.08980335773385e-08
TRINITY_DN120619_c0_g1_i2	csmd2	Chr02	83971527	83971527	4.10948262148857	-3.97484362175728	1.30812044543579e-39	1.43621431762522e-37
TRINITY_DN112760_c0_g1_i2	eef1a1o	Chr02	86678917	86678917	1.47352415634577	2.1850911052069	4.52929587143829e-05	0.000378990438440838
TRINITY_DN23385_c0_g2_i1	tubd1	Chr02	87400017	87400017	3.03543049323673	-2.78093464406655	7.23590412261688e-09	1.09301370076122e-07
TRINITY_DN126838_c0_g1_i1	tyw1	Chr02	94372374	94372374	6.05004365333756	-2.579298709452	2.4328705804952e-17	8.12944185276932e-16
TRINITY_DN117820_c0_g3_i1	txnl4b	Chr02	101546333	101546333	0.473625061803964	3.34925149852075	7.66458649352324e-06	7.33821225552044e-05
TRINITY_DN135567_c0_g1_i3	eif5b-like	Chr02	109082024	109082024	2.32737386979074	-2.96789184870487	6.31469703518872e-16	1.88194296364814e-14
TRINITY_DN131756_c6_g1_i1	cd63	Chr02	133876202	133876202	0.825080969675629	2.40888024249616	0.000766875103187268	0.00491272704395946
TRINITY_DN123052_c0_g1_i2	cs	Chr02	134044635	134044635	4.37182734721359	-9.38651062377923	3.2435398031094e-75	8.65922699857481e-73
TRINITY_DN121990_c1_g1_i1	nabp2	Chr02	134183476	134183476	1.21673674666351	-3.20898673428083	9.10657461726855e-08	1.19174894449518e-06
TRINITY_DN132455_c0_g1_i2	smarcc2	Chr02	134219166	134219166	4.05147609065376	-2.04924156644584	6.50542883569882e-09	9.8737693675041e-08
TRINITY_DN109646_c1_g1_i3	timeless	Chr02	135230911	135230911	5.67750926925012	-4.49183056419122	1.90741957088632e-50	2.68755417537883e-48
TRINITY_DN125578_c3_g4_i3	slc11a2	Chr02	138877851	138877851	5.53792914679752	-2.27010384542596	4.38461839693624e-16	1.33017573903226e-14
TRINITY_DN129463_c4_g4_i2	copz1	Chr02	142395009	142395009	0.6832173812605	-2.42973922699559	6.64601039034604e-05	0.000538174059769975
TRINITY_DN52336_c0_g1_i1	hoxc4	Chr02	142841915	142841915	0.441898251104359	8.5434564826212	3.67277261785818e-12	7.92726727521744e-11
TRINITY_DN131496_c5_g1_i2	mre11a	Chr02	162106321	162106321	7.01642357146315	-2.26049067353357	1.54666424787717e-13	3.80101731149815e-12
TRINITY_DN113820_c0_g1_i1	aqp11	Chr02	167342468	167342468	5.00711452291943	-4.75182001985002	2.14371907316228e-39	2.32346167237358e-37
TRINITY_DN125592_c5_g2_i2	ankrd42-like	Chr02	168374536	168374536	0.839565705148135	-3.01306889232586	1.12531176096351e-08	1.66414908930359e-07
TRINITY_DN131473_c0_g2_i4	slc6a7	Chr03	7409802	7409802	3.06365873250764	-6.30450016444725	1.39430211804205e-48	1.91147515231257e-46
TRINITY_DN136338_c11_g2_i1	ckap4	Chr03	11775639	11775639	1.03497187147742	2.24164820165088	0.0115829452041627	0.0494889919588906
TRINITY_DN132102_c3_g1_i4	camlg-like	Chr03	17159051	17159051	0.950682906603971	-2.08804905273767	5.40961668855108e-06	5.30749317040744e-05
TRINITY_DN133473_c0_g8_i4	LOC100492943	Chr03	19205778	19205778	3.44367657266903	-3.1714345013915	1.73100581111673e-19	6.85965146586603e-18
TRINITY_DN128435_c1_g4_i3	arap3	Chr03	19220593	19220593	0.447057661840429	-2.53792572235372	1.39764321864168e-06	1.51289062361034e-05
TRINITY_DN133864_c7_g2_i2	matr3	Chr03	21858680	21858680	5.37884745265705	-2.22451143447156	5.38609525177008e-15	1.4929196478185e-13
TRINITY_DN136128_c0_g4_i1	irf1	Chr03	27040487	27040487	4.13572065606634	-2.06632841732006	1.27416615235747e-12	2.87248017387469e-11
TRINITY_DN103834_c0_g12_i1	kctd16	Chr03	29511750	29511750	1.30512084835595	-3.54878943159837	5.77547224658063e-07	6.67627744383674e-06
TRINITY_DN33369_c0_g1_i1	cdhr2	Chr03	37945525	37945525	5.46846864211109	-4.5618708769153	4.64833545057134e-52	6.97580376907636e-50
TRINITY_DN119032_c0_g1_i2	lta4h	Chr03	40900814	40900814	2.55862309990806	-2.52492672123955	3.43974636735583e-05	0.000294228827551024
TRINITY_DN128335_c3_g2_i1	srgap1	Chr03	47804252	47804252	5.13364632813712	-2.12300777060663	5.75701928736064e-12	1.2177608270729e-10
TRINITY_DN133690_c2_g1_i1	amigo2-like	Chr03	54006187	54006187	3.10427428411944	-2.24315747971871	4.31112430537983e-11	8.39130733945075e-10
TRINITY_DN125466_c2_g2_i1	cpne8	Chr03	65325755	65325755	0.809851129541886	-2.13902810236492	0.00724229556563554	0.0337893856025844
TRINITY_DN133117_c1_g2_i4	fgl2	Chr03	68520190	68520190	4.70664720342125	-4.49467808096806	4.73666604879626e-11	9.18435201296413e-10
TRINITY_DN74421_c0_g3_i1	rsbn1l	Chr03	68752572	68752572	0.798514049256072	-2.73231173983123	1.38446309555762e-06	1.49926357939933e-05
TRINITY_DN112955_c0_g1_i2	tmem60	Chr03	68783257	68783257	0.415229828386593	-2.95699964668882	5.00192459201818e-07	5.84602817985093e-06
TRINITY_DN123953_c1_g2_i2	cpa1	Chr03	77126839	77126839	4.94576569379092	-2.65284429049386	8.69887568575292e-20	3.53559110804592e-18
TRINITY_DN105980_c0_g1_i1	zc3hc1	Chr03	77311568	77311568	0.340686856193694	8.39345045841226	0.000391677755677218	0.00269791722962672
TRINITY_DN121820_c0_g1_i2	ube2h	Chr03	77340995	77340995	3.15221513960841	-2.00846349352855	3.17682350156439e-09	5.00749519245967e-08
TRINITY_DN122940_c0_g4_i1	LOC101733204	Chr03	79379822	79379822	2.49423370363265	-2.29513567589808	1.06808546993012e-09	1.78921953027527e-08
TRINITY_DN134499_c2_g2_i15	LOC101731285	Chr03	80615558	80615558	4.70028047315298	-2.35200315948464	1.11105256871063e-14	3.00731219291772e-13
TRINITY_DN130305_c0_g2_i1	cib2	Chr03	81482528	81482528	1.77712170949576	-2.30393236470457	7.07453532833115e-09	1.0699127310503e-07
TRINITY_DN120772_c0_g1_i1	nr2e3	Chr03	82335009	82335009	2.92816217322739	-2.94186111168619	4.98459356031277e-16	1.50320168699943e-14
TRINITY_DN126559_c1_g4_i2	LOC101734605	Chr03	82842692	82842692	6.96089002993303	-2.66473012543231	2.22470359041978e-19	8.7072426636152e-18
TRINITY_DN45107_c0_g2_i1	LOC100494761	Chr03	85691741	85691741	3.02829218532949	-12.232338355987	1.25860978514711e-62	2.45545087468469e-60
TRINITY_DN121452_c0_g1_i3	pdia3	Chr03	97524834	97524834	4.86240870118026	-2.45564090177036	3.47207702846644e-21	1.50527893326437e-19
TRINITY_DN132030_c0_g1_i2	hapln3	Chr03	99845585	99845585	2.92742722043998	-3.12555357757811	1.42003420060278e-11	2.88119259165502e-10
TRINITY_DN128402_c0_g1_i2	klhl25	Chr03	101602293	101602293	8.14950700280219	-12.6609709909508	1.656343334503e-134	1.40027265498883e-130
TRINITY_DN134955_c0_g1_i2	LOC100498095-like	Chr03	106897192	106897192	4.9103733048335	-3.15367715536553	3.45033409980785e-31	2.56619863458436e-29
TRINITY_DN127961_c0_g2_i2	il1b	Chr03	108367897	108367897	2.71269605712259	-2.04090866352825	7.4813982735696e-10	1.27344444976022e-08
TRINITY_DN129466_c1_g3_i1	gpat2	Chr03	109286340	109286340	4.63813821900137	-3.76093324947967	3.07142267210695e-31	2.29785905044178e-29
TRINITY_DN124238_c0_g1_i1	aagab-like	Chr03	116739985	116739985	5.04627246711366	-2.86532741850176	2.03477027572187e-24	1.08873088044005e-22
TRINITY_DN134366_c2_g2_i4	bmp1	Chr03	119335522	119335522	5.28528124548682	-2.17915551445307	4.07851279299634e-13	9.65819247954931e-12
TRINITY_DN102702_c0_g1_i1	pin1	Chr03	126320129	126320129	3.95049322185712	-2.10039368747691	6.58359716775643e-11	1.26017502919727e-09
TRINITY_DN130857_c2_g1_i1	ddb1-like	Chr04	14691079	14691079	4.01034752012579	-2.06746473574536	1.64850315622426e-12	3.68364203067487e-11
TRINITY_DN121956_c0_g1_i6	znf507	Chr04	21520780	21520780	3.62880214840236	-2.62893439379183	3.19228783171231e-16	9.82558300823879e-15
TRINITY_DN132891_c7_g2_i3	LOC101731749	Chr04	23281296	23281296	3.55880122050543	-2.30026457036264	5.47646376892738e-10	9.4937849697564e-09
TRINITY_DN165190_c0_g1_i1	vac14	Chr04	27232761	27232761	4.4138862347294	-11.3273340355476	4.11258898977662e-96	1.86256217783419e-93
TRINITY_DN135352_c3_g3_i2	c1orf52	Chr04	29187197	29187197	3.01664539783731	2.16677238705585	7.86040908609064e-05	0.000627101903873642
TRINITY_DN117075_c0_g1_i1	lpar3	Chr04	29443833	29443833	5.78265272780741	-3.51010345997179	1.10491440309833e-22	5.20870615081411e-21
TRINITY_DN132659_c0_g1_i2	brms1	Chr04	37368877	37368877	6.51696824976037	-4.63949550003894	9.43892325812617e-37	9.03976831112917e-35
TRINITY_DN130296_c2_g1_i3	efemp2	Chr04	37822660	37822660	0.389471157712252	-6.77433684501159	1.8282933573146e-20	7.62650923161395e-19
TRINITY_DN120758_c3_g1_i1	LOC100496229	Chr04	39739544	39739544	3.07963154100958	2.27495046105559	2.28415782236949e-07	2.82589320443586e-06
TRINITY_DN114147_c0_g2_i4	chka	Chr04	42129159	42129159	1.28636145004542	-2.70228218648026	1.87629628619991e-08	2.69612614224375e-07
TRINITY_DN6466_c0_g1_i1	LOC100498042	Chr04	60490172	60490172	0.205909022383981	2.52811397054689	0.00308402753286407	0.0164287137762022
TRINITY_DN118139_c0_g1_i2	rnf166	Chr04	60722355	60722355	7.14621249929645	-2.37622896262941	5.67262405528436e-14	1.44883274209589e-12
TRINITY_DN133002_c6_g5_i3	gas8	Chr04	61830409	61830409	3.59561730293815	-2.67357652503351	9.05664800343666e-16	2.67086868212977e-14
TRINITY_DN113177_c0_g1_i2	ap1g1-like	Chr04	61940876	61940876	1.24840077560043	-2.74878323570681	3.74235564832306e-08	5.14995246623817e-07
TRINITY_DN132703_c8_g1_i1	wwp2	Chr04	62451845	62451845	2.99286656194699	-2.57826174641688	8.72935347046364e-15	2.3882833087152e-13
TRINITY_DN115634_c1_g1_i5	foxc2	Chr04	63959102	63959102	3.13372633607343	-4.34087429044248	6.64447572130685e-34	5.75144004244997e-32
TRINITY_DN129270_c0_g2_i5	kcng4	Chr04	64926255	64926255	4.32944750190106	-3.70421046332254	8.19364527206432e-35	7.42168683536055e-33
TRINITY_DN121021_c0_g3_i1	frem1	Chr04	77277148	77277148	3.23811315283435	-2.20375315383139	3.52230099892654e-11	6.93037997942396e-10
TRINITY_DN117339_c0_g3_i1	lrrc41	Chr04	81114219	81114219	0.52429315853192	-3.23380304071198	1.82337692357941e-10	3.31739494518084e-09
TRINITY_DN46536_c0_g1_i1	zcchc11	Chr04	86567588	86567588	1.87548167004786	-2.39539616143598	0.000161841278520469	0.00120866269312018
TRINITY_DN130516_c2_g2_i1	mrps14	Chr04	87973514	87973514	1.65307962844839	-5.15084431935694	1.71311250844312e-23	8.65497199982759e-22
TRINITY_DN79346_c0_g2_i1	acbd6	Chr04	90825827	90825827	0.281912767610985	2.71974760308659	0.000148229971683215	0.00111787348850125
TRINITY_DN130933_c7_g1_i2	vamp4	Chr04	97463792	97463792	6.0207084931183	-6.45701568246022	4.83355512775428e-51	7.00506429429166e-49
TRINITY_DN121596_c6_g1_i1	gprc5a	Chr04	106090661	106090661	5.89686713796644	-2.70814923865845	2.91590196474359e-23	1.43319972150827e-21
TRINITY_DN123184_c1_g4_i1	sec22b	Chr04	107751288	107751288	0.797669975127785	-2.73801854780364	1.28919646281738e-08	1.88779449711168e-07
TRINITY_DN115294_c0_g1_i4	mgst3	Chr04	108870716	108870716	2.19876806891364	-7.35557827376234	5.21502408596859e-39	5.51097670284731e-37
TRINITY_DN125710_c0_g2_i2	polr2f	Chr04	111796972	111796972	4.46740863360201	-2.31531557463842	6.11149016861462e-14	1.55778506187341e-12
TRINITY_DN123456_c0_g6_i3	sh3bp1	Chr04	112382439	112382439	6.69550374649286	2.28339581627582	0.00112348826145427	0.00690259430402208
TRINITY_DN122194_c3_g1_i2	nicn1	Chr04	115518373	115518373	2.60322080117944	-5.77400182214129	1.07930135455122e-44	1.33528004654283e-42
TRINITY_DN45789_c0_g2_i1	Xetrov90012580m	Chr04	116811648	116811648	0.0571947554005802	2.12759606967999	0.000790370334241849	0.00504286098541932
TRINITY_DN105601_c0_g1_i1	bglap2	Chr04	117957392	117957392	6.47223782860813	-5.01911670398616	3.24796994219796e-57	5.6037424268044e-55
TRINITY_DN121123_c0_g1_i2	mgp-like	Chr04	117966634	117966634	1.21706237001792	-2.11440278359353	9.47207743588921e-07	1.05503218238481e-05
TRINITY_DN132491_c0_g1_i2	ppp4r2	Chr04	129403439	129403439	0.755428944429409	-2.09490414181185	1.69051479181835e-05	0.000151984530840471
TRINITY_DN132433_c1_g3_i2	lmod3	Chr04	131342974	131342974	5.0818114038431	-2.99647578205248	9.23394681329307e-26	5.28648666091961e-24
TRINITY_DN123010_c0_g2_i1	dtl	Chr05	10944941	10944941	2.7993632021038	-3.11858120588593	2.51307693654232e-20	1.04315314671991e-18
TRINITY_DN109275_c0_g1_i1	haao	Chr05	13379087	13379087	6.01223451435247	-2.92799744749286	2.94247777574564e-27	1.82909611148189e-25
TRINITY_DN128589_c4_g2_i2	ppm1b	Chr05	14775298	14775298	4.92313538678316	-7.68710945898758	9.20923921550729e-77	2.56664532949116e-74
TRINITY_DN94938_c0_g2_i1	six3	Chr05	15240965	15240965	0.326314998668291	-3.9080791049434	4.65305663758001e-12	9.94193954863557e-11
TRINITY_DN134408_c0_g2_i2	efemp1	Chr05	25985534	25985534	4.56058417814086	-2.56355641595537	1.63878709265039e-19	6.52479093309251e-18
TRINITY_DN136525_c2_g5_i1	commd1	Chr05	27990909	27990909	2.91409199295724	-2.32864233610984	1.75936962970199e-09	2.86400080542374e-08
TRINITY_DN131418_c2_g2_i2	shprh	Chr05	38429512	38429512	0.545067238580093	2.12924990625356	0.00512344725632807	0.0253642141938303
TRINITY_DN126783_c1_g5_i3	srd5a2	Chr05	40636572	40636572	4.03440265829152	-10.1157567918314	9.00932587044625e-82	2.75294605694286e-79
TRINITY_DN109528_c0_g2_i1	tmem181	Chr05	42110260	42110260	2.00366169404438	2.1138048491865	0.0018214213648802	0.0104631684385258
TRINITY_DN110644_c0_g3_i1	ctgf	Chr05	44460345	44460345	3.88991078748692	-7.87521118712908	1.32378568511913e-73	3.39129823696883e-71
TRINITY_DN109669_c1_g2_i1	LOC100487326	Chr05	46163937	46163937	7.09140584717452	-5.50636208546039	3.45080930618313e-59	6.25138754452975e-57
TRINITY_DN131285_c6_g1_i2	LOC100216148	Chr05	51768766	51768766	0.789315370932762	-3.00925664566707	2.68031444396219e-09	4.26195203308898e-08
TRINITY_DN127070_c0_g1_i3	rdh13	Chr05	53138669	53138669	5.04350046696549	-7.52744972950316	6.13136152432302e-91	2.32094911910269e-88
TRINITY_DN136173_c2_g3_i1	birc6-like.2	Chr05	56236763	56236763	0.107746130338241	2.11131275930115	0.00664332910983239	0.031475455423794
TRINITY_DN133064_c1_g5_i1	ttc27	Chr05	56423508	56423508	0.374099140124253	8.52388674782921	9.59979733645196e-06	9.04084886918287e-05
TRINITY_DN133927_c1_g1_i1	LOC100491219-like	Chr05	60993378	60993378	3.04282660556404	-3.07680035952942	1.18627507312944e-18	4.42445711833954e-17
TRINITY_DN114642_c0_g1_i2	mrps36	Chr05	63122423	63122423	3.42416736853486	-2.62941465874249	1.23159041395455e-16	3.90444950983941e-15
TRINITY_DN130593_c0_g2_i5	gopc	Chr05	70073588	70073588	3.31428946634409	-2.0216816972881	8.21650273395022e-08	1.08309221589629e-06
TRINITY_DN128374_c0_g17_i2	lama4	Chr05	73627831	73627831	5.69934725670355	-2.91317912091749	1.92765856342705e-19	7.59150255988149e-18
TRINITY_DN128185_c0_g1_i9	phip	Chr05	79298454	79298454	4.69468660691952	-2.57748071092868	1.74473262907688e-14	4.66771191335947e-13
TRINITY_DN125619_c0_g1_i4	ndufaf4	Chr05	80717375	80717375	5.06681349819467	-2.0753851716768	1.02838034236182e-15	3.01523494138501e-14
TRINITY_DN136699_c6_g5_i2	nt5e	Chr05	87495640	87495640	1.31299014944456	-10.521543072229	1.27770618114885e-26	7.69719338866917e-25
TRINITY_DN133387_c1_g4_i1	ndufb5	Chr05	95226544	95226544	3.35441304422077	-4.42729068022333	9.17709685027228e-10	1.54753677072211e-08
TRINITY_DN99366_c0_g2_i1	acap2-like	Chr05	97630113	97630113	5.30735142839827	-5.74049707464744	1.87587645202999e-12	4.16967384543249e-11
TRINITY_DN117798_c2_g1_i1	LOC100497276-like	Chr05	97714889	97714889	0.245045150022828	-4.94715834346248	2.67331131129253e-13	6.41442965723757e-12
TRINITY_DN121615_c0_g1_i1	Xetrov90014462m	Chr05	101421268	101421268	4.44387119062206	-2.97438920473522	3.17483261406332e-26	1.86821588765369e-24
TRINITY_DN128019_c0_g3_i3	ppm1l-like	Chr05	103242943	103242943	3.30657700720221	-2.46985970139359	8.30472399988216e-11	1.57182395585829e-09
TRINITY_DN126794_c4_g2_i1	dhx36	Chr05	105593851	105593851	0.846639830453127	-5.42868952358911	3.6963783742525e-17	1.21908385341732e-15
TRINITY_DN122749_c0_g1_i3	igsf10	Chr05	106577328	106577328	6.03265803620221	-3.5823139645867	6.12998144179697e-38	6.29427487153258e-36
TRINITY_DN131471_c2_g2_i1	rpl22l1	Chr05	107539735	107539735	3.71026984976194	-2.11468006652083	1.1419992467387e-08	1.68685992404117e-07
TRINITY_DN122930_c0_g3_i10	kiaa0226-like	Chr05	109048885	109048885	3.20945995197504	-2.2677193451363	9.85477929867419e-07	1.09238161089587e-05
TRINITY_DN125960_c1_g1_i3	klhl31-like	Chr05	114446569	114446569	3.17938525148185	-2.58456613477572	5.83089798887772e-15	1.61268522130771e-13
