gid	gname	chr	start	end	logCPM	logFC.M46.F46	PV.M46.F46	FDR.M46.F46
TRINITY_DN112501_c0_g1_i7	zcchc8	Chr01	153110233	153110233	3.37641627696975	-2.37997952573191	6.99288708721307e-12	1.4718141270199e-10
TRINITY_DN210686_c0_g1_i1	vps29	Chr01	154178855	154178855	6.37419191948381	1.37951822403172	0.00014523101175132	0.00109721445339201
TRINITY_DN125256_c0_g1_i1	mzt2b	Chr01	158080084	158080084	1.2037288754816	-1.44876974562935	0.00118199901281696	0.00721229944772446
TRINITY_DN120569_c0_g1_i1	csnk1g3	Chr01	160600427	160600427	1.57725046026671	-6.57485526568452	9.39725518356163e-19	3.52043110731891e-17
TRINITY_DN135835_c0_g1_i3	LOC101732630	Chr01	163694682	163694682	7.25473123216881	-7.41057053397671	2.86482357632478e-89	1.02334726116548e-86
TRINITY_DN110156_c0_g1_i1	LOC100494836	Chr01	164238376	164238376	6.17888716650443	-2.85786517733056	1.13624837247719e-24	6.14446294728494e-23
TRINITY_DN118664_c0_g1_i1	f2r	Chr01	165004711	165004711	2.92929063218476	-1.88460686523985	1.63543708111823e-06	1.75308348484026e-05
TRINITY_DN92997_c0_g1_i1	ankra2	Chr01	166503856	166503856	6.93646424601593	-1.54316162834379	1.43336808131603e-07	1.82403819760849e-06
TRINITY_DN132864_c0_g3_i1	mccc2	Chr01	167109246	167109246	4.55284209218207	-1.24679900791261	5.75861173496675e-06	5.6237932546102e-05
TRINITY_DN129036_c2_g2_i4	msh3	Chr01	167676128	167676128	7.39333510678378	-1.63061039470744	2.23494042357183e-07	2.77176327739016e-06
TRINITY_DN136023_c4_g1_i1	acot12	Chr01	167928424	167928424	0.725753259693021	-1.35769593423547	0.00625566161058328	0.0299464118096665
TRINITY_DN131189_c6_g3_i1	atp6ap1l	Chr01	168256163	168256163	3.61887782669551	-1.0575823837592	0.00139317523343518	0.00828263250595008
TRINITY_DN130898_c0_g2_i1	tmem161b-like	Chr01	170004600	170004600	2.90118492251497	1.25405053564821	0.000926354518245137	0.00578960159973711
TRINITY_DN131869_c0_g1_i1	slc30a5	Chr01	173689269	173689269	2.94254353809433	-2.86120903166061	1.5374337700634e-15	4.44104729798952e-14
TRINITY_DN130923_c0_g2_i2	setd9	Chr01	178036770	178036770	0.907619889826717	2.11448974714066	0.00153775909737723	0.00902583805315469
TRINITY_DN131094_c4_g2_i3	mrps30	Chr01	181453885	181453885	2.93315426990598	-4.62605349369044	5.11741837403501e-32	3.98122591418024e-30
TRINITY_DN121675_c2_g1_i3	prlr	Chr01	185915221	185915221	3.47404689268064	1.59959838127765	6.37671492957755e-05	0.000517855408402004
TRINITY_DN132340_c5_g3_i1	pdzd2	Chr01	187673939	187673939	4.77239225091358	-1.45218438270675	4.28694573636233e-07	5.07351926111159e-06
TRINITY_DN99075_c0_g2_i1	ccbe1	Chr01	187998240	187998240	1.32594058210087	-1.14544292756751	0.0105094773288115	0.045773890436771
TRINITY_DN131052_c1_g4_i2	atp5a1	Chr01	193286350	193286350	6.97000237261258	-2.97558929913932	2.42484558844287e-18	8.67403861975854e-17
TRINITY_DN125991_c0_g2_i2	LOC101734499	Chr01	194545810	194545810	0.911326249597304	-1.62626303550588	0.000288241076414882	0.00204543094013269
TRINITY_DN94143_c0_g2_i1	gpa33	Chr02	1711393	1711393	1.64488922480486	-1.79200698857059	4.18322593193524e-05	0.00035212404940505
TRINITY_DN130699_c6_g2_i2	tmem39a	Chr02	2077667	2077667	5.23200200464533	-1.0006564971126	0.00102219449086938	0.00632468813794323
TRINITY_DN106700_c0_g5_i1	ttc3-like	Chr02	8541395	8541395	0.759502599960567	-1.69958918769	0.000562447068208506	0.00373325897511231
TRINITY_DN134686_c2_g1_i1	tmem97	Chr02	12567874	12567874	0.885233663722138	-1.29848458619282	0.00511235296746511	0.0253191751534564
TRINITY_DN124370_c0_g1_i1	nsun3-like	Chr02	17600060	17600060	7.68326005377038	-2.78318226710174	2.28874008656187e-15	6.50751413401146e-14
TRINITY_DN121882_c0_g1_i1	robo1	Chr02	21179714	21179714	4.78146696130501	-1.2912876568425	1.91957104914076e-05	0.000171242212269813
TRINITY_DN135961_c4_g1_i1	LOC100493567-like	Chr02	23901069	23901069	6.72598577039038	-1.76231535099495	6.19549065555776e-10	1.0674594701512e-08
TRINITY_DN133738_c1_g7_i2	blmh	Chr02	24132124	24132124	2.09411433844421	1.96951323323208	0.00015482757902386	0.00116244436329282
TRINITY_DN117547_c0_g1_i2	smg6	Chr02	27419260	27419260	3.882313902928	-1.11794248871186	0.000164804947884743	0.00122826420459972
TRINITY_DN121562_c0_g1_i6	LOC100493838-like	Chr02	30395779	30395779	3.4606391554921	-10.3836600029101	7.51711168519375e-74	1.94539782203963e-71
TRINITY_DN126593_c2_g1_i4	filip1l	Chr02	30551451	30551451	2.89096943004182	1.49164949505618	0.000308483374504579	0.00217749939999586
TRINITY_DN130224_c3_g3_i1	LOC100497907	Chr02	30800836	30800836	3.20293021018976	1.16232151885535	0.00396212384873792	0.0204367266731119
TRINITY_DN121039_c3_g3_i4	pcyt1b-like	Chr02	36567738	36567738	4.01946614868951	-1.01472328281085	0.0014258581855887	0.00845513567989261
TRINITY_DN214148_c0_g1_i1	dnajc30	Chr02	37221903	37221903	2.01674107936066	-1.56414523602358	0.000294466390664124	0.0020861051955373
TRINITY_DN115837_c0_g3_i2	LOC100487773	Chr02	37561839	37561839	2.39478044192553	-1.92305483474767	1.43152252633513e-06	1.54824197496425e-05
TRINITY_DN117605_c0_g1_i1	mpo	Chr02	38551658	38551658	2.7792707478055	-1.04089395951035	0.00125211227418851	0.00756887844495847
TRINITY_DN127483_c0_g1_i2	map7d2	Chr02	39317646	39317646	4.62714223106189	-1.09951130617387	5.09839800333562e-05	0.000420916569533197
TRINITY_DN128975_c2_g1_i4	pitpna	Chr02	39723239	39723239	6.24282394488062	-1.00047753458898	0.000555579526799755	0.00369541252522827
TRINITY_DN129361_c4_g3_i2	ptchd1	Chr02	40685252	40685252	6.94885449400507	-2.0238234577482	2.27211781491094e-12	5.00220937688986e-11
TRINITY_DN113308_c0_g1_i2	hip1	Chr02	44481656	44481656	1.58221906556869	-8.00866798083981	4.13421569239211e-18	1.45830289833726e-16
TRINITY_DN115331_c0_g1_i2	LOC100145338	Chr02	46369017	46369017	2.01806136556181	-7.34331926633194	1.32463314944805e-24	7.11765803735201e-23
TRINITY_DN101457_c0_g1_i1	parl	Chr02	48794290	48794290	5.20822337370131	-1.65833897165033	8.5471208834487e-10	1.4480432855446e-08
TRINITY_DN127560_c0_g2_i3	ddx52	Chr02	49069907	49069907	3.54523356376942	-1.04838382756261	0.00220134751450524	0.0123001929197801
TRINITY_DN125065_c0_g1_i1	LOC101732853	Chr02	50935698	50935698	1.27411147414456	-1.85104424196814	0.000357795542523268	0.00249224716304621
TRINITY_DN120396_c0_g1_i4	cisd3	Chr02	51509213	51509213	3.45681017931137	-4.05692676957334	9.19655002757924e-19	3.4554503970291e-17
TRINITY_DN132253_c2_g15_i1	dhdds	Chr02	51700887	51700887	2.94890371270249	-3.13046967858462	2.52733206415806e-10	4.52990783117857e-09
TRINITY_DN129633_c3_g2_i1	arid1a	Chr02	51910250	51910250	2.359327495797	-5.54666046741521	8.53298918372103e-37	8.22865671777691e-35
TRINITY_DN118297_c0_g1_i1	pigv-like	Chr02	51959792	51959792	2.60256580973048	-2.37706161218423	6.07951712656798e-11	1.16721206180180e-09
TRINITY_DN129105_c3_g1_i3	ahdc1	Chr02	52307907	52307907	2.37760016993791	-2.28011217439803	4.40446492127191e-09	6.81134386178648e-08
TRINITY_DN122523_c0_g1_i1	Xetrov90004847m	Chr02	53354833	53354833	3.09066131127069	-1.19448696174108	0.000487409672302936	0.00329381404448363
TRINITY_DN128042_c2_g1_i1	eya3	Chr02	53585329	53585329	6.05604518836882	-3.22697167868866	3.9524513555903e-27	2.43897983650806e-25
TRINITY_DN120707_c0_g1_i4	manea	Chr02	53762094	53762094	4.77427739716445	-1.46661546920147	5.47374697884531e-08	7.37832425998065e-07
TRINITY_DN108162_c0_g1_i1	mycbp	Chr02	54679253	54679253	3.73600081491782	2.07120116802063	0.00112823076779501	0.00692502147454429
TRINITY_DN124749_c0_g1_i1	pnrc2	Chr02	54849501	54849501	5.05671882463205	-2.34120849316293	7.09868173878109e-18	2.46625707204063e-16
TRINITY_DN121638_c0_g1_i3	grhl3	Chr02	55205102	55205102	6.19297187150387	-2.72802237353935	6.90263573836776e-17	2.23296744383269e-15
TRINITY_DN127403_c1_g4_i1	LOC548945	Chr02	62242740	62242740	1.51537987247757	1.18112806087379	0.00796442386745856	0.0365004911685009
TRINITY_DN132832_c1_g5_i6	med20	Chr02	62402684	62402684	4.96345773142471	-1.21863489540739	3.82844748771252e-06	3.85305893584782e-05
TRINITY_DN102412_c0_g1_i1	psma5	Chr02	63117655	63117655	0.729919796148589	-2.44674870641236	1.41847945679345e-07	1.80599779032106e-06
TRINITY_DN125155_c0_g3_i1	dstyk	Chr02	64180245	64180245	2.07532702078689	-2.2148206905684	1.39246876372957e-08	2.03431986092795e-07
TRINITY_DN130554_c2_g1_i3	dyrk3	Chr02	65700950	65700950	3.64339460910986	-1.00278160053365	0.00122902364472316	0.00744636829370971
TRINITY_DN121209_c1_g1_i1	tspan2	Chr02	66403265	66403265	5.09730471102645	-2.98228954661531	3.78535768789625e-29	2.60881091522893e-27
TRINITY_DN125002_c0_g1_i1	adora1	Chr02	68009727	68009727	1.80569596965238	-1.28841120775732	0.00131340666944819	0.00787671315926814
TRINITY_DN126630_c4_g2_i1	med14-like	Chr02	70152404	70152404	3.84408134630891	-3.5611160650662	7.65170359582441e-28	4.90056834841663e-26
TRINITY_DN127810_c6_g3_i2	atp6ap2	Chr02	70208297	70208297	1.80041100590255	-1.26188015162045	0.00388502465048001	0.0200880724129407
TRINITY_DN123716_c2_g2_i19	dynlt3	Chr02	71534734	71534734	2.80460389248998	-1.15289963041468	0.00117991391269317	0.00720562885955313
TRINITY_DN125285_c2_g1_i3	ppp1r12b	Chr02	76740527	76740527	5.06703605449471	-10.0520723574113	5.6074766365907e-96	2.49503197293357e-93
TRINITY_DN110252_c0_g2_i2	ppard	Chr02	77328531	77328531	5.85543140951993	-1.06637598744052	7.7841427731196e-05	0.000621408338092097
TRINITY_DN128742_c10_g2_i3	tbc1d22b	Chr02	78440676	78440676	2.59273698246333	-2.08536721657705	6.34236162769165e-10	1.08980335773385e-08
TRINITY_DN120619_c0_g1_i2	csmd2	Chr02	83971527	83971527	4.10948262148857	-3.97484362175728	1.30812044543579e-39	1.43621431762522e-37
TRINITY_DN112760_c0_g1_i2	eef1a1o	Chr02	86678917	86678917	1.47352415634577	2.1850911052069	4.52929587143829e-05	0.000378990438440838
TRINITY_DN119820_c0_g1_i1	cap1	Chr02	86708138	86708138	3.74203431098834	-1.09525738182805	0.000391565393319551	0.00269787598624571
TRINITY_DN106065_c0_g1_i2	trit1	Chr02	86808248	86808248	4.79521188954093	-1.34104629561421	1.19121690766175e-06	1.30110435883364e-05
TRINITY_DN129329_c6_g2_i1	LOC100495335	Chr02	86897619	86897619	3.38352778708266	1.03687913430689	0.00477838038887139	0.0238984980127305
TRINITY_DN23385_c0_g2_i1	tubd1	Chr02	87400017	87400017	3.03543049323673	-2.78093464406655	7.23590412261688e-09	1.09301370076122e-07
TRINITY_DN84774_c0_g1_i1	acy3	Chr02	89816169	89816169	3.28810929985874	-1.55516348403039	1.07052741156948e-05	9.97088366222002e-05
TRINITY_DN125428_c5_g1_i2	txlng-like	Chr02	90841200	90841200	2.26891748864881	-1.06062806178502	0.00307440929038228	0.0163843598282571
TRINITY_DN132569_c4_g2_i1	ppm1e	Chr02	91497038	91497038	3.87659573008463	-1.67037621454152	2.39474585600385e-08	3.38359578829914e-07
TRINITY_DN115752_c0_g1_i1	fam101b	Chr02	92367032	92367032	4.47352312146061	-1.53455459134402	2.26464681837311e-08	3.20871355349602e-07
TRINITY_DN132283_c0_g1_i1	fam57a	Chr02	92704574	92704574	2.27327860406952	-1.9742571340609	3.59641175386668e-06	3.64702898446888e-05
TRINITY_DN133945_c1_g4_i1	crcp	Chr02	94027551	94027551	3.76303136424551	-1.57044281001771	1.5550986056378e-07	1.96710278484718e-06
TRINITY_DN133210_c0_g1_i4	sumf2	Chr02	94210484	94210484	4.00083410789628	1.61072827550015	6.35152221060108e-06	6.16012643614779e-05
TRINITY_DN126838_c0_g1_i1	tyw1	Chr02	94372374	94372374	6.05004365333756	-2.579298709452	2.4328705804952e-17	8.12944185276932e-16
TRINITY_DN119608_c0_g2_i1	wsb1	Chr02	101222122	101222122	1.75046161693448	-1.96814533874196	1.96761742723317e-05	0.000175220200805785
TRINITY_DN117820_c0_g3_i1	txnl4b	Chr02	101546333	101546333	0.473625061803964	3.34925149852075	7.66458649352324e-06	7.33821225552044e-05
TRINITY_DN134913_c0_g3_i1	msl3-like.1	Chr02	102954885	102954885	0.261631327589045	-1.3480014163035	0.0116665531009303	0.0497683352373858
TRINITY_DN129158_c3_g1_i1	LOC100495307	Chr02	104989464	104989464	2.03023535093907	-1.38171980545134	0.000156632804774024	0.00117287310146997
TRINITY_DN135822_c0_g4_i7	sh3rf3	Chr02	105296340	105296340	5.06399057160973	-1.38635519592355	2.44631283258199e-06	2.55217548580603e-05
