gid	gname	chr	start	end	logCPM	logFC.XY31.XX31	PV.XY31.XX31	FDR.XY31.XX31	Am2_314	Am2_315	Am2_316	Am2_318	Am4_314	Am4_317	Am5_311	Am5_312	Am5_313	average	ward.D
TRINITY_DN124321_c3_g2_i1	NA	NA	NA	NA	1.90857766713829	-1.61945901114408	4.43052257076967e-06	0.00553978551125132	2.0402160403327	0.843705353277415	1.05259631788205	2.2037251904289	3.26477466389079	1.10253245654542	2.49254692188517	0.822379801275265	1.15760708857624	0	0
TRINITY_DN126159_c0_g1_i2	NA	NA	NA	NA	4.18473485194036	1.37859550051122	4.71413990070431e-05	0.0386185591796663	4.06959032003034	4.95707584835443	4.58369897191726	2.85824531795327	2.6536592688073	5.12169210244232	3.0227946559202	4.29299663587525	3.96392755918202	0	0
TRINITY_DN127055_c1_g5_i1	NA	NA	NA	NA	0.527175119758913	8.86910882525998	1.81395516550186e-22	8.61882657336554e-19	-3.59213138312052	0.843705353277415	0.656656177715266	-3.59213138312052	-3.59213138312052	1.86552201719841	-3.59213138312052	1.40979068870977	1.50527184866244	0	0
TRINITY_DN127464_c0_g12_i1	ephx1	Chr05	4579485	4579485	0.930148462092233	-2.23785071810503	1.10190468056518e-05	0.0118990679528122	1.95340065907742	-2.44527983248827	-1.08888339056922	1.29230524182943	1.28588809175989	-0.222519230447745	2.18171587712239	0.0888427991204939	0.33137739158006	0	0
TRINITY_DN127464_c0_g2_i1	NA	NA	NA	NA	1.10921469128063	9.48174045705437	2.23835409474133e-29	2.65882891143849e-25	-3.59213138312052	2.34592614000865	1.94273541460368	-3.59213138312052	-3.59213138312052	1.64519413809645	-3.59213138312052	1.58210610418405	1.94559492447944	0	0
TRINITY_DN127464_c0_g7_i1	NA	NA	NA	NA	1.35096313438126	6.92848836828659	4.69249829058537e-28	3.71598939631455e-24	-2.61714912944245	2.14162849314081	2.02346775268535	-3.59213138312052	-3.59213138312052	1.82406638723403	-3.59213138312052	2.35289335394132	2.37555917027364	0	0
TRINITY_DN128124_c11_g2_i3	LOC100487364	Chr08	53092821	53092821	4.69998699295943	1.86084508713974	1.49995922126264e-05	0.0148477213414735	3.60565706188645	6.40708182990559	4.24797625474314	4.07515637204963	2.42829571534976	4.51040748951162	2.9983863581966	5.16858683860867	4.83661408432459	0	0
TRINITY_DN129733_c3_g5_i1	NA	NA	NA	NA	0.963226930963991	3.21445078652158	2.35000644832949e-10	6.97863789912047e-07	-1.40924978923302	2.01556934527326	2.22467725517311	-0.644555536036293	-1.1277051032636	1.32687189825756	-2.18923639507579	0.718741657635371	1.56577442799571	0	0
TRINITY_DN131032_c0_g4_i1	aldh1a1	Chr01	118420715	118420715	0.0545187179435539	2.28314708281632	3.58336895858186e-06	0.00472944979716829	-1.75419673070013	0.577811120021288	0.656656177715266	-1.2145708176073	-0.69376429918286	0.0170624040799057	-2.18923639507579	0.797159842681045	0.900045351955573	0	0
TRINITY_DN131077_c0_g9_i1	NA	NA	NA	NA	1.52757717993432	3.57411606981151	1.66125627515809e-06	0.00246665408305818	-1.5153248845476	-1.37710395226132	1.29951676876854	-0.644555536036293	-2.0379128505138	2.79639547365772	-0.569697432646935	3.35848193889942	1.91491315307102	0	0
TRINITY_DN131565_c0_g8_i1	ap3s2	Chr03	98624121	98624121	4.56795750110027	1.82715036496585	1.61847512770448e-05	0.0153800454435501	3.23639000705776	4.77981927473563	3.97609398637656	3.67236060467418	1.78886355092421	4.73950173218358	3.78748857251651	5.1587197388631	6.09104191479363	0	0
TRINITY_DN133320_c3_g1_i1	NA	NA	NA	NA	0.0138389021924642	-3.93034185639997	1.26176937660307e-05	0.0130329804695475	1.166580039244	-0.61374521926578	-3.59213138312052	0.0803397709053024	0.507126001710824	-3.59213138312052	1.72674564546179	-3.59213138312052	-3.59213138312052	0	0
TRINITY_DN134864_c1_g1_i1	NA	NA	NA	NA	3.51065381909988	-1.38485803639939	2.10952606384581e-05	0.017898575249566	3.98700766804323	3.20354015048593	2.99873019070361	4.02052332956229	3.88270596588806	2.39064070714232	4.48824883741715	3.01451786839518	1.50527184866244	0	0
TRINITY_DN135426_c4_g1_i1	NA	NA	NA	NA	0.57788932076076	3.49915562648774	3.89472570439481e-07	0.000660907132566481	-1.75419673070013	-1.25651349138894	2.13667976095918	-3.59213138312052	-2.0379128505138	1.46813009996801	-1.02338171473554	1.37612300391986	1.13115721829123	0	0
TRINITY_DN135864_c0_g11_i1	NA	NA	NA	NA	2.25045378530501	7.35123226677795	5.64823304644096e-39	1.34185072484298e-34	-3.59213138312052	2.82050717983191	3.30358656666125	-1.46871066563406	-3.59213138312052	2.98688642845297	-3.59213138312052	3.30133036086889	2.87525318411764	0	0
TRINITY_DN136267_c1_g13_i1	NA	NA	NA	NA	8.16926723603599	-1.07726985637464	6.44782489160334e-07	0.00102120650633214	8.79818353701448	7.73726972656207	7.74584041753432	8.8225280582459	8.58481113941666	7.53701202706407	8.4306252527621	7.36718693523312	7.53271770472388	0	0
TRINITY_DN142384_c0_g1_i1	NA	NA	NA	NA	1.32122299682296	1.87476271228071	8.93637505572583e-06	0.0101095934380418	-0.315552362000334	1.60240900721663	1.19882055771699	-0.0178978166698336	-0.360611979557675	1.86552201719841	0.703267628204881	2.30001110232136	2.0761185682522	0	0
TRINITY_DN209985_c0_g1_i1	NA	NA	NA	NA	0.677697968867792	2.82554097875493	1.37741956970109e-08	2.97485061067172e-05	-1.89031338413126	1.55375813395107	1.61820526731049	-2.71296309417453	-0.264710110619279	1.20297706661042	-1.16322667087419	1.05294233024437	1.15760708857624	0	0
TRINITY_DN79823_c0_g1_i1	NA	NA	NA	NA	0.972966801860143	9.33139845194093	3.35060748591028e-10	8.84448689364116e-07	-3.59213138312052	-3.59213138312052	0.181299527590968	-3.59213138312052	-3.59213138312052	2.36195985596433	-3.59213138312052	2.90072922129455	1.69779841209032	0	0
