gid	gname	chr	start	end	logCPM	logFC.XY43.XX43	PV.XY43.XX43	FDR.XY43.XX43	Am1_434	Am2_433	Am2_434	Am4_434	Am4_435	Am5_433	average	ward.D
TRINITY_DN107978_c0_g1_i1	NA	NA	NA	NA	1.1324430084009	-3.03481039077608	2.57886699588798e-05	0.00471085318234566	-0.956745814526936	2.7581468509643	-1.34952451655681	-0.555979298548041	1.46854129319901	0.99843288606833	1	1
TRINITY_DN108208_c0_g1_i3	NA	NA	NA	NA	2.80537027726466	-4.339788345257	1.96342608639105e-07	6.87844640183078e-05	-1.59982743884462	4.75193337220482	0.441697666399938	-1.14701848616483	3.10892653158126	2.06046436951226	1	1
TRINITY_DN108709_c0_g1_i2	NA	NA	NA	NA	3.39197762510831	-3.27815430782111	5.5458697440113e-06	0.00119184935154071	0.527795285468546	4.85359422951329	1.95204660885318	-0.477338621687459	4.41140209732004	2.74709650166659	1	1
TRINITY_DN109666_c0_g1_i1	NA	NA	NA	NA	4.10869401122419	-5.91556120512814	1.53637339221494e-07	5.69437871485579e-05	-2.78970960137731	5.9191927036329	0.720659958330848	-3.82634330580618	4.60936542272326	4.05990669517003	1	1
TRINITY_DN109929_c0_g1_i1	steap1	Chr06	20814169	20814169	2.47806409498392	-5.04115327323702	2.34691266059164e-10	3.46432765090742e-07	-1.59982743884462	3.97677706775199	-0.551827573663944	-2.76898862435396	3.52240805577554	2.3194293792814	1	1
TRINITY_DN110103_c0_g1_i1	NA	NA	NA	NA	1.51845597334289	-4.56397304886637	7.64425272696003e-07	0.000210208730364813	-2.78970960137731	3.45331550533959	-1.34952451655681	-1.56815837588026	2.12617896915076	-0.102149500975868	1	1
TRINITY_DN110679_c0_g1_i1	NA	NA	NA	NA	1.29925965929945	-6.00904083091855	1.03464431600078e-08	6.29999850890572e-06	-3.21685527078948	3.10526506342939	-2.11117776506325	-3.82634330580618	2.26256449618702	-0.167090914813163	1	1
TRINITY_DN111028_c0_g1_i1	fam172a	Chr01	171646628	171646628	2.51979107957106	-6.45516535865888	1.77451555962403e-08	9.30816269382282e-06	-3.21685527078948	4.55764233810525	-1.34952451655681	-3.82634330580618	3.13649999928651	0.509674746372142	1	1
TRINITY_DN111232_c1_g1_i1	galns-like	Chr04	60915790	60915790	0.28391666560016	-4.03119947388266	5.49179890431924e-05	0.00930114338934174	-1.96693487655332	1.88267253660308	-1.92330048794856	-3.82634330580618	1.34161681055144	-1.18587264339323	1	1
TRINITY_DN111236_c0_g1_i1	NA	NA	NA	NA	2.31703283571221	-3.74342716980613	5.81024578867846e-07	0.00017689431642817	0.0991223610506273	4.16715925040399	-1.2357760285095	-0.402763933126287	2.4500483537839	2.06046436951226	1	1
TRINITY_DN112124_c0_g2_i1	arl2bp	Chr04	53778260	53778260	0.0659927432600194	-6.8806416065054	6.36275372859972e-09	4.52002955153359e-06	-3.82634330580618	1.87020553234494	-3.82634330580618	-3.20289213099189	0.679947558732319	-0.460750169931408	1	1
TRINITY_DN112272_c0_g1_i1	NA	NA	NA	NA	0.0443417206261268	-5.16311173514876	4.30443126560332e-06	0.000957230653795994	-2.46056508409019	2.07962203223375	-3.28367058073961	-3.82634330580618	0.0967417312603482	-1.05719444419089	1	1
TRINITY_DN113348_c0_g3_i1	NA	NA	NA	NA	0.632990371410067	7.53776316214089	1.52708365447858e-12	4.3392930421817e-09	2.18738334926923	-3.29020282151094	1.25602468803341	1.0896568272398	-3.82634330580618	-3.82634330580618	2	2
TRINITY_DN113538_c0_g1_i1	NA	NA	NA	NA	2.19134589849426	-4.23879473206768	2.25130784806319e-05	0.00420255086907795	-0.115784056145425	4.13625541399969	-0.940112978244828	-3.20289213099189	2.82018341897332	0.184825429547859	1	1
TRINITY_DN114033_c0_g3_i2	NA	NA	NA	NA	1.42873395594813	-2.84302991264561	0.000121451358471886	0.0192919070904349	-0.762832148699771	2.82426983524512	0.0514067293666068	-1.03013668290038	2.47618212596475	0.424078216740378	1	1
TRINITY_DN116044_c0_g1_i1	NA	NA	NA	NA	1.04003397358718	3.21245717463338	0.000351007134216025	0.0482615938195733	-0.856533421956707	-1.93861210262537	2.64419969678964	2.05236971665064	-1.71993603322806	-0.306461646598561	2	2
TRINITY_DN116044_c0_g2_i1	nxnl1	Chr03	124621269	124621269	1.27548135910031	3.02278227197974	0.000284698924522066	0.0404493905318184	0.148194744046362	-1.4898335977513	2.65160993822582	2.42418803269213	-1.88754372784822	0.184825429547859	2	2
TRINITY_DN116137_c0_g2_i2	wars2	scaffold_1854	17	17	1.64234766823312	-2.48801089246308	9.85620560763152e-05	0.0159533292537702	-0.591921238418876	2.91809735384549	0.475494076221733	-0.137913027161586	2.43235907667705	1.47350834803341	1	1
TRINITY_DN116966_c0_g1_i1	NA	NA	NA	NA	3.44531335862555	-5.32536956897222	4.80170577764896e-11	1.11635294143268e-07	-1.59982743884462	5.41449127443808	-0.192131578495248	-0.821441308575933	3.95910619317525	2.41126473981008	1	1
TRINITY_DN117125_c0_g1_i1	NA	NA	NA	NA	3.42343457808046	-3.84114720946	8.97254167759961e-09	5.73659452157331e-06	-0.174913940414587	5.11101782752674	1.17606519824984	0.279391885680796	4.1361797356332	2.96732321514197	1	1
TRINITY_DN117446_c0_g1_i2	NA	NA	NA	NA	4.73912485832029	-3.24211103854719	3.61161592946466e-08	1.62041168035315e-05	2.0902789982399	6.0555114487925	3.05516433216214	1.53124908859007	5.82965657492986	4.4163792914756	1	1
TRINITY_DN117638_c0_g1_i1	NA	NA	NA	NA	1.26220237426655	-3.91045197481429	4.88708124983621e-06	0.00106822406737873	-1.30744082411406	3.27091546568714	-1.60807389657857	-1.56815837588026	1.28360518058664	0.235955583756546	1	1
TRINITY_DN117740_c0_g1_i2	NA	NA	NA	NA	2.23341750181231	-4.42671863246359	3.44629125399205e-07	0.000114461626661809	-2.46056508409019	4.0112502121777	-0.0897326886680902	-1.74114427950036	2.9625527069463	1.49465669568101	1	1
TRINITY_DN118245_c0_g1_i2	NA	NA	NA	NA	4.26003492939777	-5.45416117159915	4.49630477145149e-10	5.74942491125503e-07	-0.174913940414587	6.01644607428522	0.802824955486069	-3.20289213099189	4.62891132967886	4.50502825561443	1	1
TRINITY_DN118281_c0_g1_i1	NA	NA	NA	NA	1.08258110305252	-5.18476609826544	1.13450576568656e-07	4.40002553618884e-05	-2.78970960137731	3.08382962769902	-2.11117776506325	-2.76898862435396	1.50284491146451	-0.306461646598561	1	1
TRINITY_DN118674_c0_g1_i2	NA	NA	NA	NA	2.81462286516919	-2.77024897750104	5.16623213649875e-05	0.00880808137725461	0.828035724050681	4.09934381287845	1.23644643245953	0.489763458795037	4.05180684334654	1.53604547861403	1	1
TRINITY_DN118738_c0_g2_i1	NA	NA	NA	NA	0.898260213513678	-4.12808526700921	7.35990315454217e-05	0.0123021021747883	-0.956745814526936	1.11409644973987	-2.32723753028405	-3.82634330580618	-0.316541231151757	2.90550132620544	1	1
TRINITY_DN119011_c0_g1_i1	NA	NA	NA	NA	3.85560359537414	-5.12292010833085	8.7034920454131e-10	9.67752632910411e-07	-0.67484727178511	5.69278833451985	0.802824955486069	-2.1654036443673	4.46458545561827	3.37910604466075	1	1
TRINITY_DN119116_c0_g1_i1	NA	NA	NA	NA	1.06795115865506	-5.99263973346088	1.77690559285211e-07	6.32243413501546e-05	-2.78970960137731	3.19297138426185	-2.58145265837655	-3.82634330580618	1.32253761799599	-1.05719444419089	1	1
TRINITY_DN119288_c0_g1_i2	Xetrov90006124m	Chr02	129202544	129202544	3.24572832173195	-4.84539321349754	5.24565471715288e-07	0.00016360045577618	-0.956745814526936	5.22310623017491	0.508516863421425	-2.76898862435396	3.82995363554435	1.67221479042741	1	1
TRINITY_DN119494_c0_g1_i1	NA	NA	NA	NA	1.73245965133048	-4.67664648912881	8.22277787004412e-07	0.000221357180261588	-1.96693487655332	3.76751529691325	-0.940112978244828	-2.76898862435396	2.08148128716534	0.131816392919381	1	1
TRINITY_DN119751_c0_g1_i3	NA	NA	NA	NA	1.78254341320674	-4.70658305170123	1.06919176164941e-06	0.000268073628553158	-2.78970960137731	3.32672875917158	-0.485300793050374	-3.82634330580618	2.78576918415806	1.45204537065226	1	1
TRINITY_DN119774_c0_g1_i2	NA	NA	NA	NA	1.83006602968558	-5.72424763484006	1.26146605568897e-08	7.21225677331097e-06	-3.21685527078948	3.83000476522051	-1.47301502191454	-3.20289213099189	2.31176862757134	0.590475933640642	1	1
TRINITY_DN119926_c0_g1_i1	stk16	Chr09	78602996	78602996	2.69032459695563	2.931996685084	0.000159172758914806	0.0248212447346783	1.6706393995112	1.41805738862902	4.33563451567401	3.41982854295089	0.554736230923717	-1.05719444419089	2	2
TRINITY_DN120071_c0_g1_i2	NA	NA	NA	NA	2.78997694752045	-4.91995898057384	5.17138397367328e-07	0.000163275276225581	-1.96693487655332	4.62040110501062	0.179960539318049	-3.20289213099189	3.58378817782342	1.74461892713171	1	1
TRINITY_DN120412_c0_g1_i2	NA	NA	NA	NA	2.80180107016549	-2.73564499786393	2.35632878116768e-05	0.00436672117750597	0.371261354489224	3.71270831072791	1.55367640105156	0.450071900427685	4.18453219784155	2.29552714261474	1	1
TRINITY_DN120456_c0_g1_i1	NA	NA	NA	NA	2.31170125938692	-5.432757596067	1.58378945260185e-09	1.4465654093157e-06	-1.77173577887466	3.97968150150988	-1.03209543394565	-3.82634330580618	3.26197750903175	1.81356232883763	1	1
TRINITY_DN120463_c0_g1_i1	NA	NA	NA	NA	1.97944824036799	-6.47866176764562	1.76768955751159e-09	1.55885837047591e-06	-2.46056508409019	4.01974131010954	-2.32723753028405	-3.82634330580618	2.55185769113916	0.0767851018501688	1	1
TRINITY_DN120818_c0_g1_i2	NA	NA	NA	NA	0.567110868198304	-4.60724376810561	2.57835963787807e-05	0.00471085318234566	-3.82634330580618	2.63090605962832	-2.32723753028405	-1.93773436973843	0.767203591845827	-1.32716203332982	1	1
TRINITY_DN120912_c0_g1_i3	NA	NA	NA	NA	1.10634432430515	-2.89164838361095	0.000263589880101448	0.037871053897272	-0.956745814526936	2.45005965483153	-0.0411357687382565	-2.43585822116468	2.08148128716534	0.590475933640642	1	1
TRINITY_DN121071_c0_g1_i4	nkx2-4	Chr05	25188671	25188671	2.63904037710819	-4.42046237474193	3.75425423321764e-07	0.00012309140738501	-1.44623963533523	4.6185388942605	-0.140023822046966	-0.821441308575933	3.17423837803757	0.906742373803325	1	1
TRINITY_DN121347_c0_g1_i2	hook2-like	scaffold_185	94113	94113	1.47404949821434	-3.85145433613619	6.16671382714514e-08	2.67300914263406e-05	-1.77173577887466	2.91202850679975	-0.621571020913147	-1.74114427950036	2.2012149825993	1.70887102691545	1	1
TRINITY_DN121355_c0_g1_i4	NA	NA	NA	NA	1.07456152332049	-5.09479078387275	2.24916036458517e-06	0.000522909337853648	-3.82634330580618	2.90593402263324	-1.34952451655681	-3.82634330580618	1.73701203573264	0.285335501114151	1	1
TRINITY_DN121465_c5_g2_i1	NA	NA	NA	NA	2.31827560298191	7.91085993247873	4.16897328451511e-17	3.55391075927298e-13	3.90744640413677	-3.82634330580618	3.16280186020156	2.49416273818179	-3.82634330580618	-2.36947575078894	2	2
TRINITY_DN121490_c3_g1_i3	NA	NA	NA	NA	1.10476953203697	2.7467494738064	7.14536658382364e-05	0.0120220792772833	1.7522595656762	-0.379830766927612	1.64560887943709	2.20324585209421	-0.316541231151757	-2.09219843243765	2	2
TRINITY_DN121548_c0_g1_i1	NA	NA	NA	NA	1.81405536978824	-5.0984982267327	9.55796491552913e-07	0.000251995252319322	-2.46056508409019	3.68093907198152	-0.940112978244828	-3.82634330580618	2.65460243105823	0.184825429547859	1	1
TRINITY_DN121788_c0_g1_i1	NA	NA	NA	NA	3.72336570639857	-3.32556837974441	9.82731452907512e-07	0.000255153924007069	1.07642842319614	5.07751892659468	2.04501363629141	0.13666958201964	4.91820005141573	2.97486795549552	1	1
TRINITY_DN122293_c0_g1_i1	NA	NA	NA	NA	1.54354239145105	-4.440674067619	3.37836525973781e-06	0.000764586842057829	-3.21685527078948	3.24700721448941	-0.551827573663944	-2.76898862435396	2.45881231673568	0.590475933640642	1	1
TRINITY_DN123052_c0_g1_i2	NA	NA	NA	NA	0.602622223563814	-4.34502702374712	0.000184453469181674	0.0284169459087478	-2.78970960137731	2.64561092547118	-2.32723753028405	-1.93773436973843	1.0483873304263	-3.16486219548819	1	1
TRINITY_DN123125_c7_g2_i1	morn1	Chr07	81541217	81541217	4.08784492561133	-2.03025193581105	0.000154735038291248	0.0242772630015974	2.24491370582304	4.65351629169753	2.56792543205394	3.25109092427297	3.84674429428324	5.40285231467356	1	1
TRINITY_DN123296_c1_g1_i2	NA	NA	NA	NA	1.69306931153	-2.75297506540163	2.23882326429105e-05	0.00420255086907795	-0.300981773662035	3.09993598853621	0.00587737706384054	-0.264269307601877	2.51871316356905	1.26777534742797	1	1
TRINITY_DN123396_c0_g1_i4	NA	NA	NA	NA	4.48719685950918	-3.98297427016008	1.5132470178255e-09	1.4465654093157e-06	1.94509872792692	6.23335069045356	1.11304601512902	1.1152599197704	5.262788780753	3.66683428782752	1	1
TRINITY_DN123456_c0_g3_i1	NA	NA	NA	NA	2.00589633350794	-4.49217845125925	1.13553486114203e-07	4.40002553618884e-05	-2.46056508409019	3.90219823248585	-1.13034424314039	-0.821441308575933	2.52707095561124	1.08464260374854	1	1
TRINITY_DN123462_c3_g1_i1	NA	NA	NA	NA	1.18583817418407	-4.40936813939497	2.18937543727616e-06	0.00051367970121927	-1.96693487655332	2.83071845814616	-1.13034424314039	-3.82634330580618	2.13714031338617	0.379296964247546	1	1
TRINITY_DN123821_c0_g1_i1	NA	NA	NA	NA	1.23841366638919	-3.15109905004728	7.93504428923757e-05	0.0131773261462962	-1.30744082411406	2.88749455824925	-0.192131578495248	-1.74114427950036	1.95090377752673	0.333081050984005	1	1
TRINITY_DN124147_c1_g3_i2	NA	NA	NA	NA	1.32308894426096	-3.76522255098389	1.24576493848115e-05	0.00241357519217552	-1.77173577887466	2.88749455824925	-0.421707000251824	-2.76898862435396	2.33098982146346	0.424078216740378	1	1
TRINITY_DN124226_c0_g1_i1	NA	NA	NA	NA	0.137599669265795	-3.63900588120853	0.000290202088370981	0.041003470762428	-2.19273970609795	1.931490363691	-1.47301502191454	-3.82634330580618	0.679947558732319	-1.05719444419089	1	1
TRINITY_DN124256_c0_g1_i2	NA	NA	NA	NA	0.603203200880033	-3.29998281291911	0.000215885535401086	0.0317302108180884	-3.21685527078948	0.52088191397839	-0.853645235063031	-1.56815837588026	0.453137142798743	2.42234377755218	1	1
TRINITY_DN124263_c0_g1_i1	NA	NA	NA	NA	3.52229816412363	-3.6637513647262	2.19277007223045e-07	7.57809484151643e-05	1.24380969810488	5.44528473410975	0.633531352349334	0.367254489076323	3.79922903515753	2.62773610256075	1	1
TRINITY_DN124325_c0_g1_i1	NA	NA	NA	NA	4.47494718397721	-5.35887303440085	1.94073372574141e-08	9.73182829453152e-06	-0.368402888507456	6.42666321725606	1.25602468803341	-2.43585822116468	5.08031645034422	3.34457902219745	1	1
TRINITY_DN124339_c4_g2_i1	NA	NA	NA	NA	0.0312907916511689	-3.07266080112346	9.34890826822892e-05	0.0152285974555214	-1.96693487655332	1.43508620532213	-1.47301502191454	-2.43585822116468	0.58707250106323	0.131816392919381	1	1
TRINITY_DN124339_c4_g3_i4	NA	NA	NA	NA	0.865018541818228	-3.05613969183071	4.06040012521651e-05	0.00706399134709435	-1.18083142345374	2.12230155249232	-0.694858070530089	-1.93773436973843	1.93842550080886	0.467511204356841	1	1
TRINITY_DN124389_c0_g1_i1	NA	NA	NA	NA	0.818403021613098	-5.46944536275965	2.82941734014521e-07	9.52098934958865e-05	-2.46056508409019	2.86881635960872	-2.58145265837655	-3.82634330580618	1.0483873304263	-0.460750169931408	1	1
TRINITY_DN124411_c0_g2_i4	NA	NA	NA	NA	3.24476561690677	-3.37592680463821	4.45772427657927e-06	0.000982774488355503	1.45356152751851	5.0666328881983	0.179960539318049	0.367254489076323	3.812965257041	2.03181552935213	1	1
TRINITY_DN124438_c0_g1_i1	NA	NA	NA	NA	1.36260209236922	-4.59169882139183	4.45740547764809e-07	0.000144295807196674	-2.78970960137731	2.98899940170014	-2.58145265837655	-1.03013668290038	2.45881231673568	0.184825429547859	1	1
TRINITY_DN124448_c4_g1_i1	lhx6	Chr08	16228747	16228747	0.773135862755946	-5.03344418139922	1.20226899558242e-07	4.58907870045145e-05	-2.46056508409019	2.64561092547118	-2.11117776506325	-3.82634330580618	1.00117238496674	0.550640946262382	1	1
TRINITY_DN124649_c0_g1_i1	NA	NA	NA	NA	3.50737239546091	-3.37245946947279	5.90742634272741e-07	0.000177737083869307	0.490225093791368	5.34411384824846	1.19647436167052	1.30520631132204	3.89919773348495	2.69323123779503	1	1
TRINITY_DN124874_c1_g1_i1	rnf26	Chr07	86057804	86057804	4.63477770489189	2.16427580184468	5.38349839932629e-06	0.0011667592208845	5.84862495919745	3.51066684213236	4.96945364130603	5.03579079889355	2.95637723297894	3.02660443227389	2	2
TRINITY_DN125119_c3_g4_i1	NA	NA	NA	NA	1.92789199394541	-3.96874924970423	9.9622250217375e-07	0.000255153924007069	-0.762832148699771	3.55027967497486	-0.621571020913147	-1.74114427950036	3.01697373054027	0.509674746372142	1	1
TRINITY_DN125119_c3_g6_i1	NA	NA	NA	NA	2.63942344731831	-3.39838551852143	1.49805248831848e-06	0.000364868517488161	-0.513503808387269	4.41901523578521	0.371632767574125	0.489763458795037	3.02289571294705	2.14314786206598	1	1
TRINITY_DN125285_c2_g1_i3	NA	NA	NA	NA	2.17776278797624	-4.56036996927525	9.85383888522664e-09	6.14639208904356e-06	-2.19273970609795	3.94443631906322	-0.551827573663944	-1.41371122792215	2.84713569867548	1.69065932651211	1	1
TRINITY_DN125309_c0_g1_i1	NA	NA	NA	NA	3.75507809763958	-3.99006111981579	2.32958194511761e-08	1.14570632046996e-05	-0.300981773662035	5.58820088296617	1.45548461119011	0.489763458795037	4.22619255883364	3.19756233330241	1	1
TRINITY_DN125519_c4_g4_i2	eral1	Chr03	40298751	40298751	1.28795685868403	-4.37757518284935	9.35881198514651e-07	0.000249314851779309	-2.78970960137731	2.89366727007317	-0.772068183066232	-3.20289213099189	1.0483873304263	2.10239837751966	1	1
TRINITY_DN125925_c5_g1_i1	fut8	Chr08	99166881	99166881	0.944798779220534	4.06826636194978	0.000213234077978336	0.0317302108180884	2.65457726671349	-0.570589923162566	0.930152278803939	1.34902733249662	-3.82634330580618	-3.82634330580618	2	2
TRINITY_DN125971_c0_g1_i2	NA	NA	NA	NA	0.532432754641759	-4.29973053377504	1.08053368931202e-05	0.00210943271530271	-2.78970960137731	2.29079858230217	-1.92330048794856	-2.43585822116468	1.45107868508046	-1.32716203332982	1	1
TRINITY_DN126078_c0_g1_i1	NA	NA	NA	NA	1.53912121261928	-5.17777657582983	8.20564224202049e-09	5.38079729993416e-06	-2.46056508409019	3.22269607118286	-1.34952451655681	-3.82634330580618	2.36868060025494	1.16598996181653	1	1
TRINITY_DN126089_c1_g1_i2	skiv2l2-like	Chr01	178712368	178712368	2.63105006747384	-3.19676855982849	6.20582115678719e-06	0.00130088254314488	-0.174913940414587	3.83321988799342	0.802824955486069	0.233368924627378	4.01067797136491	1.55630295303913	1	1
TRINITY_DN126159_c0_g1_i2	prkcd	Chr04	113363332	113363332	3.57109401095551	2.36354672620559	0.000341786440241364	0.0472478185012575	2.27836198008747	1.02692671440673	4.766007791966	4.78172798372174	2.46752336239543	2.06046436951226	2	2
TRINITY_DN126410_c3_g1_i3	NA	NA	NA	NA	5.17011363952953	-2.43796994731927	1.32477337097912e-05	0.00254734993905414	3.64220274414936	6.74441112330473	3.86366084305477	2.75255479870633	5.49779493558587	4.89727180378311	1	1
TRINITY_DN126729_c2_g1_i2	NA	NA	NA	NA	0.869195173509955	-4.63694759239796	1.43531954040301e-06	0.000355690667693302	-3.21685527078948	2.74455064357197	-2.32723753028405	-1.74114427950036	1.51969562142777	-0.460750169931408	1	1
TRINITY_DN126783_c1_g5_i3	LOC101734633	Chr10	16918626	16918626	0.979087459493076	-6.20689871532926	4.90817097662112e-09	3.58633041588881e-06	-3.21685527078948	2.924140778558	-2.58145265837655	-3.82634330580618	1.536351784848	-0.102149500975868	1	1
TRINITY_DN127055_c1_g5_i1	NA	NA	NA	NA	1.1245558948791	9.90443509138595	2.0986023848041e-16	1.0733931477796e-12	1.60184649307477	-3.82634330580618	2.65160993822582	1.82300200315099	-3.82634330580618	-3.82634330580618	2	2
TRINITY_DN127070_c0_g1_i3	NA	NA	NA	NA	2.1149337210956	-3.04935019041616	9.07418059740725e-06	0.0018129929265476	-0.300981773662035	3.70921274594295	0.29799068076398	-0.137913027161586	2.82696884067609	1.49465669568101	1	1
TRINITY_DN127093_c0_g4_i1	NA	NA	NA	NA	0.916920731992855	9.68734611956198	9.3087642517755e-08	3.71972401523292e-05	2.3110523097067	-3.82634330580618	2.59892070146452	-3.82634330580618	-3.82634330580618	-3.82634330580618	2	2
TRINITY_DN127129_c2_g3_i1	NA	NA	NA	NA	2.48611337376738	-6.43400854010792	2.7708959352839e-08	1.28841622998092e-05	-3.82634330580618	4.3974570332146	-1.2357760285095	-3.82634330580618	3.32084771363078	0.937957864096425	1	1
TRINITY_DN127436_c2_g1_i1	NA	NA	NA	NA	2.15560502184481	2.55593669596771	0.000236705651003243	0.0343949449929372	3.15832039803996	0.728515734898581	2.94488818125723	2.60674727772932	1.02497299896457	-1.65955277928708	2	2
TRINITY_DN127464_c0_g11_i1	NA	NA	NA	NA	0.287693187139791	-5.79839539150944	2.59024045414375e-08	1.22671869211615e-05	-3.82634330580618	1.38338462987667	-3.82634330580618	-2.43585822116468	-0.0951511410157973	1.79663288590334	1	1
TRINITY_DN127464_c0_g12_i1	xkrx	Chr08	17474508	17474508	0.474683989196132	-6.06762388574289	1.2689990854015e-09	1.29813530440232e-06	-3.82634330580618	0.70062149434752	-2.58145265837655	-3.82634330580618	1.07142771804688	2.1161098247656	1	1
TRINITY_DN127464_c0_g13_i1	NA	NA	NA	NA	2.62921010254582	-2.5336795750886	4.16699526472233e-05	0.00720045519594655	1.39377457615179	2.88749455824925	0.692197769845123	0.450071900427685	2.75051392495922	4.12238294420218	1	1
TRINITY_DN127464_c0_g2_i1	b3galt1	Chr09	64355431	64355431	1.08522113341461	9.86490973897967	3.95862844310512e-15	1.68729939673284e-11	2.74508270603965	-3.82634330580618	1.92783767088394	1.01000294029713	-3.82634330580618	-3.82634330580618	2	2
TRINITY_DN127464_c0_g3_i1	NA	NA	NA	NA	0.462045150707826	-5.08416810469857	8.17085423739301e-09	5.38079729993416e-06	-3.82634330580618	0.728515734898581	-2.58145265837655	-2.43585822116468	1.36044697644602	1.86319036642231	1	1
TRINITY_DN127464_c0_g7_i1	NA	NA	NA	NA	1.10800047546199	9.88868964711185	1.56986560982365e-16	1.00369357764075e-12	2.59387880678756	-3.82634330580618	1.85267363461692	1.62334774426137	-3.82634330580618	-3.82634330580618	2	2
TRINITY_DN127614_c0_g1_i2	NA	NA	NA	NA	1.48058008206356	3.78188060566357	0.000248984567764808	0.0359747533108316	-1.96693487655332	-0.871901208483669	3.63230187803557	1.45308800858713	-1.19514136449857	-1.65955277928708	2	2
TRINITY_DN127708_c1_g3_i1	gorasp1	Chr06	5780457	5780457	0.165514860674976	-4.31119678787265	6.70766968217576e-06	0.00139464995489401	-2.46056508409019	1.32976114701327	-3.28367058073961	-2.1654036443673	-0.990410933207048	1.69065932651211	1	1
TRINITY_DN128130_c4_g11_i1	NA	NA	NA	NA	0.418464668571231	9.1678468086193	6.39297484660595e-13	2.04367423408876e-09	0.668995303483657	-3.82634330580618	1.99927884050698	1.14041655327338	-3.82634330580618	-3.82634330580618	2	2
TRINITY_DN128402_c0_g1_i2	NA	NA	NA	NA	4.99386697810043	-5.40824852251768	2.11717547223519e-09	1.80482151756476e-06	-0.115784056145425	6.82252099803287	1.75972691119381	-1.93773436973843	5.70444179234053	4.40804350932016	1	1
TRINITY_DN128595_c0_g6_i1	NA	NA	NA	NA	4.75234053084189	-2.02643986282621	0.000214373602185955	0.0317302108180884	2.76094518466141	5.92974415630953	4.15450696544438	2.88496935273519	5.53245613861803	4.48931015877964	1	1
TRINITY_DN128638_c0_g1_i2	NA	NA	NA	NA	4.87609613617984	-5.02128100505595	5.28065630840708e-10	6.43083354434299e-07	0.241599144939414	6.87220929831214	1.67499574733249	0.0857754953927757	5.39766057891805	3.5095003247266	1	1
TRINITY_DN128648_c7_g2_i1	NA	NA	NA	NA	2.74212660827031	-2.48733784625195	0.000301134759416849	0.0420831712422213	1.15055302883203	4.54984630412864	1.36822261820752	0.489763458795037	2.28244797496641	2.48708863541843	1	1
TRINITY_DN128648_c7_g8_i1	NA	NA	NA	NA	0.702159670266869	-3.96816962396387	0.000101095257354614	0.0162604409533767	-1.96693487655332	2.71696768476251	-1.2357760285095	-3.82634330580618	0.649648705331821	-0.306461646598561	1	1
