gid	gname	chr	start	end	logCPM	logFC.MB.FB	PV.MB.FB	FDR.MB.FB	A17MB	A16MB	A15MB	A15FB	A10FB	A8MB	average	ward.D
TRINITY_DN106190_c0_g4_i1	NA	NA	NA	NA	1.14550761263596	-7.26593214970649	2.42763465522385e-19	6.10437725295502e-17	-2.80095690039957	-2.80095690039957	-2.09164617812348	2.27228071787954	3.01478273163925	-2.80095690039957	1	1
TRINITY_DN106674_c0_g1_i1	NA	NA	NA	NA	2.62045750902901	-6.15180863461593	3.68054128740345e-29	5.55291443011197e-26	-0.900337903430422	-2.11299845615924	-1.83560912172104	3.90293507376436	4.37399750920803	-0.959606511394352	1	1
TRINITY_DN107602_c0_g1_i1	NA	NA	NA	NA	1.56823453728399	-5.38227665983784	8.88594689109033e-06	0.000597315989409258	-2.80095690039957	-0.243174960304945	-2.09164617812348	-1.3415327346022	4.03140261293512	-2.80095690039957	1	1
TRINITY_DN108146_c0_g2_i1	NA	NA	NA	NA	2.4947481850991	9.82104039054005	0.000178564820361687	0.0107285062534565	-2.80095690039957	-2.80095690039957	3.67911695199354	-2.80095690039957	-2.80095690039957	4.31215694562551	2	2
TRINITY_DN108383_c0_g2_i2	NA	NA	NA	NA	1.32517740186994	-1.85732786027268	0.000638031147322301	0.0361554364852341	-0.374967621974814	0.923698124377951	0.457985170309703	2.54480651281114	1.88731419101035	0.701604316509141	1	1
TRINITY_DN10853_c0_g1_i1	NA	NA	NA	NA	0.209996254819692	-6.26642545628335	1.62792727706683e-11	1.35197617930593e-09	-2.80095690039957	-2.80095690039957	-2.09164617812348	0.98910916522984	2.17837290214147	-2.80095690039957	1	1
TRINITY_DN109173_c0_g3_i2	NA	NA	NA	NA	0.392885252039551	-5.88180865495701	2.15794602028773e-12	1.88435177083453e-10	-2.80095690039957	-1.64909525580169	-2.40314147493158	1.53888196921614	2.15177141337652	-2.80095690039957	1	1
TRINITY_DN110547_c0_g1_i3	ezh1	Chr10	11719501	11719501	1.49506131547084	-7.12549953951589	1.01496403502997e-22	4.11393705959832e-20	-2.17171992517065	-2.80095690039957	-2.09164617812348	2.77394046973413	3.27107233075137	-2.80095690039957	1	1
TRINITY_DN110624_c0_g2_i1	NA	NA	NA	NA	0.592488199442171	-8.88645681351727	6.13078227008801e-17	9.73647100051345e-15	-2.80095690039957	-2.80095690039957	-2.80095690039957	1.57985373407854	2.52779128783008	-2.80095690039957	1	1
TRINITY_DN110624_c0_g3_i4	NA	NA	NA	NA	0.364944180074005	-8.63882185792114	1.03729865757169e-13	1.04333035717312e-11	-2.80095690039957	-2.80095690039957	-2.80095690039957	0.722594362440318	2.52779128783008	-2.80095690039957	1	1
TRINITY_DN110766_c0_g2_i1	NA	NA	NA	NA	0.152844470492587	7.31734592718344	8.16334887166149e-05	0.00513176077101183	-2.80095690039957	1.05124652808976	0.67935530582182	-2.80095690039957	-2.80095690039957	1.28798249880729	2	2
TRINITY_DN110815_c0_g1_i2	aloxe3	scaffold_440	14897	14897	0.496998846793599	-3.58589729693863	1.66399276052904e-07	1.20183647334274e-05	-1.4002877341572	-0.578766553090454	-1.26238482142761	1.40848538666962	2.12467019773049	-2.20003011048788	1	1
TRINITY_DN110989_c1_g2_i1	NA	NA	NA	NA	1.71542352746176	4.40881083314647	3.96162660001665e-05	0.00255548440799649	2.18170892780641	3.25165968532027	2.14605788242004	-1.6854859892263	-1.3526107646278	-0.959606511394352	2	2
TRINITY_DN111466_c0_g1_i1	NA	NA	NA	NA	2.68638887348232	7.53312124915564	1.74898028122068e-05	0.00115564616781289	1.90780140347412	4.1581459919532	4.01620593209786	-2.80095690039957	-2.14439941265538	-2.80095690039957	2	2
TRINITY_DN111790_c1_g2_i1	NA	NA	NA	NA	1.54498867949223	-5.75767951200239	4.01081754916852e-07	2.85135529274265e-05	-2.17171992517065	-1.01686810869425	-2.09164617812348	4.04138183345383	-2.14439941265538	-2.20003011048788	1	1
TRINITY_DN112540_c0_g2_i2	NA	NA	NA	NA	2.69138436547462	-7.92660053026617	2.10001273633065e-33	5.18454962550286e-30	-1.4002877341572	-2.80095690039957	-2.80095690039957	3.75872725424024	4.6267002434433	-2.20003011048788	1	1
TRINITY_DN112540_c0_g3_i1	NA	NA	NA	NA	1.11199159454075	-7.18831984643736	6.89756404879755e-19	1.56097622394329e-16	-2.17171992517065	-2.80095690039957	-2.40314147493158	2.14154627418406	3.02946899616737	-2.80095690039957	1	1
TRINITY_DN11276_c0_g2_i1	NA	NA	NA	NA	0.960777187161376	-6.48181537159361	1.00443023068122e-16	1.52387216617933e-14	-2.80095690039957	-2.11299845615924	-2.80095690039957	2.16865811271069	2.73910216117134	-1.77707622703155	1	1
TRINITY_DN113192_c0_g1_i1	NA	NA	NA	NA	1.23825506732384	-8.02474737657422	1.45815015983033e-20	4.35153669126507e-18	-2.17171992517065	-2.80095690039957	-2.80095690039957	2.22139956136504	3.19494654138886	-2.80095690039957	1	1
TRINITY_DN113348_c0_g3_i1	NA	NA	NA	NA	0.794039487693087	5.53833554050725	5.71276433742946e-08	4.21580274759706e-06	1.53075800449364	1.68350842502229	1.07216622057499	-2.80095690039957	-2.14439941265538	0.827489249243601	2	2
TRINITY_DN113556_c0_g1_i2	npff	Chr02	143948394	143948394	0.315304995302286	-5.87835569768763	1.09394844760963e-07	7.98611773971364e-06	-2.80095690039957	-2.11299845615924	-2.09164617812348	2.70153198685237	-1.07619003669121	-2.80095690039957	1	1
TRINITY_DN114072_c0_g2_i2	NA	NA	NA	NA	1.50728675353574	-6.76204926701779	2.02704305682456e-19	5.1932460654891e-17	-1.73504450210317	-2.80095690039957	-2.09164617812348	2.32142835555743	3.5305282544012	-2.80095690039957	1	1
TRINITY_DN114651_c0_g1_i3	NA	NA	NA	NA	4.01736804862094	-1.10252781641495	0.000904056955956447	0.0499013714490025	3.13313822537551	3.99320409314429	3.37142159250773	4.56462485531958	4.7292157123192	3.59457180482675	1	1
TRINITY_DN114756_c0_g1_i1	ube2c	Chr10	16577842	16577842	2.1372024962604	-3.79285775822567	3.60316584985047e-05	0.00233229934303273	0.218337118185253	0.359806542676778	-0.633398190305771	-1.3415327346022	4.49003444347599	-0.441007194222071	1	1
TRINITY_DN114774_c0_g1_i1	NA	NA	NA	NA	1.42921031534939	-6.11674308665411	6.296893632088e-20	1.71004740366614e-17	-1.4002877341572	-2.80095690039957	-2.09164617812348	2.79148866797452	3.10073813157402	-2.20003011048788	1	1
TRINITY_DN115010_c0_g1_i1	NA	NA	NA	NA	1.15512323711354	3.52286574356521	9.77440676032643e-06	0.000655416208370827	2.07829939807491	1.22363356393457	1.40561803261276	-0.631041007989067	-2.80095690039957	1.70372731827497	2	2
TRINITY_DN115709_c1_g2_i1	cttn-like.1	Chr03	80279098	80279098	3.25580284764813	-1.30140390815089	0.00039322737550082	0.0232149474705995	2.61022359068129	2.63063765511672	3.06080121515865	3.89483977036129	4.06029573889299	2.3743664650839	1	1
TRINITY_DN115864_c0_g1_i1	NA	NA	NA	NA	3.35002125718351	5.85711674185544	6.70793581010726e-05	0.00424632663858002	2.84886560388854	5.03764077987315	4.31590623180765	-2.80095690039957	-0.644592432981552	-1.77707622703155	2	2
TRINITY_DN115904_c0_g3_i2	NA	NA	NA	NA	7.31380920779824	1.3388519041842	0.000522695617492902	0.030137674913492	7.03433604111767	7.0962115021617	8.07801933468804	6.39255676848161	6.20282974885684	8.01415950075377	2	2
TRINITY_DN116447_c1_g2_i1	NA	NA	NA	NA	0.112972749513901	7.21932191729687	0.000158324427277999	0.00955470327019692	-2.80095690039957	0.855429791008232	1.54728928181515	-2.80095690039957	-2.80095690039957	-0.0603322920013325	2	2
TRINITY_DN117036_c0_g1_i1	NA	NA	NA	NA	3.27107187873782	3.11162096803792	0.000584637360151652	0.0333550352723496	1.71441928548832	1.16842867827399	4.47510253847327	0.926952726440124	0.55251720560021	4.71375781323855	2	2
TRINITY_DN117360_c0_g1_i1	NA	NA	NA	NA	3.64981567320899	2.15241995316923	0.000610055951845748	0.0346596014315376	2.8952440910564	2.74825522114321	4.25179831980361	2.08574449753583	1.82132853373759	5.08856284711966	2	2
TRINITY_DN117634_c0_g2_i1	NA	NA	NA	NA	1.11581335003298	-9.44194623424296	2.1321730738903e-21	7.42351591892805e-19	-2.80095690039957	-2.80095690039957	-2.80095690039957	2.14154627418406	3.05840048702792	-2.80095690039957	1	1
TRINITY_DN117646_c0_g2_i1	asah1	Chr01	33488227	33488227	2.35663895378836	2.54472430429056	0.000492810491661119	0.0285966976966688	2.25467505969681	1.11102703362847	2.68500345546773	0.300570778905414	0.46878718875837	3.8606498051395	2	2
TRINITY_DN117648_c0_g1_i2	NA	NA	NA	NA	0.452011565230702	-4.95336895157072	1.88109364215184e-10	1.46795574827349e-08	-1.73504450210317	-2.11299845615924	-2.80095690039957	1.53888196921614	2.17837290214147	-1.450419068777	1	1
TRINITY_DN117838_c2_g1_i2	NA	NA	NA	NA	1.77961586005356	-7.45699987033627	2.19851626025064e-24	1.17068835450248e-21	-2.80095690039957	-2.80095690039957	-1.83560912172104	2.89251857178932	3.67763423511414	-2.80095690039957	1	1
TRINITY_DN117967_c0_g1_i1	NA	NA	NA	NA	2.25811419904836	9.5949990018038	1.01263867281766e-06	7.10600218028662e-05	3.37051163373372	3.32921714000035	2.95458236051917	-2.80095690039957	-2.80095690039957	-2.80095690039957	2	2
TRINITY_DN118022_c0_g1_i1	NA	NA	NA	NA	5.43808639784798	4.35061939983191	0.000424079737234927	0.024874154263691	2.25467505969681	1.83300228683499	6.49968181525775	2.22139956136504	0.845935622860868	7.26943204172524	2	2
TRINITY_DN118329_c0_g1_i1	NA	NA	NA	NA	5.95213415946111	-0.93228818216469	0.000451895473553608	0.0263916674737534	5.50995734470462	5.758907092458	5.50124231542577	6.18416178455578	6.76233718930606	5.50129159646282	1	1
TRINITY_DN118778_c0_g1_i1	NA	NA	NA	NA	5.80118808152136	-7.47787535669846	2.87910012806327e-25	1.88165310469222e-22	-1.73504450210317	0.708363592001462	1.00824829314962	6.54517573828061	7.89118154526719	-2.20003011048788	1	1
TRINITY_DN118778_c0_g2_i1	NA	NA	NA	NA	4.74673589947638	-6.295893120248	2.31013312119927e-10	1.79246529064024e-08	1.36488658651772	-2.80095690039957	-2.80095690039957	6.37811112476712	6.20444850814968	0.765919386847771	1	1
TRINITY_DN118778_c1_g1_i12	mamdc2	Chr01	117467899	117467899	3.2626788712526	-6.18402378031513	7.70541534784693e-34	2.30980755827542e-30	-0.703184206064212	-1.01686810869425	-0.534879040155523	4.31450868985664	5.17128473160096	-2.20003011048788	1	1
TRINITY_DN119072_c0_g2_i2	NA	NA	NA	NA	3.55859270632432	-3.33042995593497	4.92591002874065e-06	0.000335270522933609	1.27420387649835	2.23343989952287	0.637715586153059	1.45327328906518	5.80855482305871	1.82943497623451	1	1
TRINITY_DN119582_c0_g1_i1	NA	NA	NA	NA	1.50440946861555	-1.80458395047918	0.000469982215366846	0.0273304218901872	0.312485918915205	1.16842867827399	0.505060109663164	1.93599742133132	2.77440562389041	0.701604316509141	1	1
TRINITY_DN120739_c0_g8_i5	NA	NA	NA	NA	1.02348087280745	3.65370934878169	1.82983108932659e-05	0.00120321362936664	1.64373503611687	1.93576114918226	0.358960368154412	-1.0639995043594	-2.14439941265538	1.73619593831883	2	2
TRINITY_DN120751_c0_g1_i2	tspan12-like	Chr03	59737526	59737526	2.73514467819945	-1.42948094829118	0.000870214333884851	0.0483280381703699	1.60705033124257	2.23343989952287	2.61162111108563	3.46269198011526	3.56117393754246	1.73619593831883	1	1
TRINITY_DN120758_c3_g5_i1	NA	NA	NA	NA	1.7542501347958	-8.5619417722655	8.22479728130433e-20	2.21149326503348e-17	-2.80095690039957	-2.80095690039957	-2.80095690039957	1.80389392743785	4.03868032352503	-2.20003011048788	1	1
TRINITY_DN120835_c1_g3_i1	NA	NA	NA	NA	0.394627390989029	-4.1869267120541	8.00664262173061e-09	5.98998329692391e-07	-1.4002877341572	-1.2986229717185	-1.83560912172104	1.16096409869487	2.20449276005786	-2.20003011048788	1	1
TRINITY_DN120963_c0_g1_i2	NA	NA	NA	NA	2.63947377729033	3.99447522044481	0.000518859957524168	0.029980169928689	-0.107756066659562	0.455152580206613	3.52205883142625	-0.298466204729387	-0.844311435463953	4.44577086357031	2	2
TRINITY_DN120979_c0_g1_i3	NA	NA	NA	NA	8.43673652569016	1.97791207310465	0.000130913850049262	0.00808006233133594	8.0473033245752	8.33403214838447	9.11023302501138	7.31223093284171	6.2364480187865	9.46057308785002	2	2
TRINITY_DN121041_c1_g3_i1	NA	NA	NA	NA	0.438940123326361	2.97353633151535	0.000438528897423196	0.0256662268692279	1.36488658651772	0.359806542676778	0.306776687553282	-1.3415327346022	-1.69485415288303	1.19760209928591	2	2
TRINITY_DN12124_c0_g1_i1	NA	NA	NA	NA	0.788085055433864	-6.79546128203486	7.69757372317496e-16	1.05046738492594e-13	-1.73504450210317	-2.80095690039957	-2.80095690039957	1.93599742133132	2.60825777524153	-2.80095690039957	1	1
TRINITY_DN121487_c0_g2_i1	rab19	Chr03	208445	208445	1.0773843107325	8.2627327588383	0.000197350473380346	0.0118310084008611	-2.80095690039957	-1.2986229717185	3.18163131442629	-2.80095690039957	-2.80095690039957	0.886538693061772	2	2
TRINITY_DN121800_c0_g1_i2	hapln4	Chr01	101891688	101891688	1.13579663890169	2.62105921140498	0.000864359957972185	0.0481012774152677	1.64373503611687	2.17861617871654	0.0768320315001435	-1.0639995043594	-0.469189370521231	1.7679498892888	2	2
TRINITY_DN122048_c0_g1_i1	NA	NA	NA	NA	2.11746507040158	-6.45202116377947	2.92181067253749e-24	1.46940023026112e-21	-1.73504450210317	-2.11299845615924	-1.83560912172104	3.00208638236277	4.1095068224862	-1.77707622703155	1	1
TRINITY_DN122073_c0_g1_i1	NA	NA	NA	NA	1.86019987448794	-3.26049096138272	8.40034368089118e-05	0.00525640860234935	-0.374967621974814	-0.401234749284379	0.906726079021431	-0.298466204729387	4.08862155970081	-0.441007194222071	1	1
TRINITY_DN122389_c1_g2_i1	ubtd2	Chr03	30816240	30816240	1.10700580892191	-7.89172357208039	7.56785629636932e-21	2.41788556988825e-18	-2.80095690039957	-2.80095690039957	-2.80095690039957	2.45955924372257	2.82579203842176	-2.20003011048788	1	1
TRINITY_DN122611_c2_g2_i1	NA	NA	NA	NA	0.367307724131701	-6.32877874461215	1.60287071793527e-13	1.59447472846037e-11	-2.80095690039957	-2.11299845615924	-2.80095690039957	1.87145718923016	1.8546985841163	-2.20003011048788	1	1
TRINITY_DN122979_c0_g1_i1	NA	NA	NA	NA	3.69527454964256	2.24167530587767	3.12794901729529e-06	0.000215052434082755	3.96337205499376	3.37869854733773	3.87550983072655	1.96721614254047	1.88731419101035	4.87188844027295	2	2
TRINITY_DN123012_c0_g3_i1	NA	NA	NA	NA	0.396215029998152	-7.12385760454011	1.26189411569416e-14	1.43988481092043e-12	-2.80095690039957	-2.80095690039957	-2.80095690039957	1.6584635389634	2.12467019773049	-2.20003011048788	1	1
TRINITY_DN123024_c0_g1_i1	NA	NA	NA	NA	1.03146261916073	-7.06567921304756	2.7966085116394e-19	6.84211687843163e-17	-2.17171992517065	-2.80095690039957	-2.80095690039957	2.52396226320944	2.60825777524153	-2.20003011048788	1	1
TRINITY_DN123106_c0_g5_i1	NA	NA	NA	NA	0.370588718038694	7.52085685371468	7.30471735976259e-05	0.00460264986865598	-2.80095690039957	0.988881433776349	1.79468584862316	-2.80095690039957	-2.80095690039957	0.563675817255349	2	2
TRINITY_DN123131_c0_g1_i1	NA	NA	NA	NA	2.63683796302521	6.56896324530081	0.00088276947120574	0.0489252459786414	-1.73504450210317	-0.100734801614172	5.07948932722202	-1.6854859892263	-2.80095690039957	-0.959606511394352	2	2
TRINITY_DN123166_c4_g3_i1	Xetrov90007911m	Chr03	45629579	45629579	0.716960526828671	-6.72257708873052	1.63498684914166e-15	2.12446592641818e-13	-2.17171992517065	-2.80095690039957	-2.80095690039957	1.80389392743785	2.56858546232163	-2.20003011048788	1	1
TRINITY_DN123286_c3_g2_i1	NA	NA	NA	NA	1.95382127500233	-5.15507545232232	6.80113875007127e-19	1.55208844567803e-16	-1.12876381926177	-1.2986229717185	-1.61823566771774	2.89251857178932	3.84472293697121	-0.765282507635688	1	1
TRINITY_DN123340_c0_g1_i1	NA	NA	NA	NA	0.74560072517852	-7.60569975925517	1.69049512418536e-07	1.21773941876662e-05	-2.80095690039957	-2.80095690039957	-2.40314147493158	-2.80095690039957	3.25866038948792	-2.80095690039957	1	1
TRINITY_DN123398_c4_g3_i2	NA	NA	NA	NA	0.381416409407889	-8.65752019835973	1.82828564946296e-15	2.34201666898422e-13	-2.80095690039957	-2.80095690039957	-2.80095690039957	1.36226239052033	2.30448538922902	-2.80095690039957	1	1
TRINITY_DN123447_c0_g2_i1	rassf7	Chr04	39550251	39550251	1.37634172390935	-6.62318563603569	1.96615255618173e-19	5.08521952078354e-17	-1.73504450210317	-2.80095690039957	-2.09164617812348	2.41496910228886	3.28337839854852	-2.80095690039957	1	1
TRINITY_DN123448_c1_g1_i1	map2k5	Chr03	116591915	116591915	2.30290021208564	-7.31429622875009	7.56148298402494e-28	7.89796897681404e-25	-2.17171992517065	-2.80095690039957	-1.83560912172104	3.21212156875996	4.30927470511117	-2.20003011048788	1	1
TRINITY_DN123593_c1_g1_i1	NA	NA	NA	NA	1.88955192797706	-6.82155296461212	1.88580634901027e-24	1.02425686040144e-21	-1.73504450210317	-2.11299845615924	-2.40314147493158	3.01708111842375	3.75919733859565	-2.20003011048788	1	1
TRINITY_DN123680_c0_g1_i1	top1.2	Chr04	65111976	65111976	0.220427763828557	-2.90949012868081	2.65506733485863e-05	0.00174163438678154	-0.900337903430422	-0.401234749284379	-1.83560912172104	1.40848538666962	1.39198708931414	-1.450419068777	1	1
TRINITY_DN124381_c2_g1_i1	NA	NA	NA	NA	0.579043499078334	-5.66481193144351	1.91874660166528e-12	1.68632367189075e-10	-2.80095690039957	-1.64909525580169	-2.80095690039957	1.76888748943137	2.30448538922902	-1.77707622703155	1	1
TRINITY_DN124667_c1_g1_i1	NA	NA	NA	NA	0.184790166241716	-5.61760091939029	9.35243606841147e-11	7.44821426128594e-09	-2.17171992517065	-2.80095690039957	-2.80095690039957	1.16096409869487	2.01086800385563	-1.77707622703155	1	1
TRINITY_DN124855_c0_g5_i2	NA	NA	NA	NA	0.516846699572833	-3.04650846342102	0.000506067980182947	0.0293033862213823	-2.80095690039957	-2.80095690039957	-0.123405023810748	1.40848538666962	2.01086800385563	-0.302651082398609	1	1
TRINITY_DN124875_c1_g1_i1	NA	NA	NA	NA	2.28770199248918	-2.02188374420835	6.03158000497407e-05	0.0038360566322033	1.17743657896618	0.028897078239516	1.52462257009524	3.13173846712285	3.42340269883999	1.91701219033371	1	1
TRINITY_DN124901_c3_g3_i1	NA	NA	NA	NA	0.391932534745104	7.59631737439806	3.25686631044752e-07	2.32143617828933e-05	0.96194194555124	0.147835288612491	0.409322219985286	-2.80095690039957	-2.80095690039957	1.6365120979043	2	2
TRINITY_DN124934_c0_g2_i1	NA	NA	NA	NA	2.55052996513282	5.00719980464689	9.08033906200144e-05	0.00565584330061406	-0.374967621974814	0.147835288612491	3.84838641242184	-1.0639995043594	-1.69485415288303	4.128663635128	2	2
TRINITY_DN125093_c0_g3_i1	NA	NA	NA	NA	2.63056508750129	-5.9496854447068	7.55051120765175e-29	1.07920648876947e-25	-2.17171992517065	-1.2986229717185	-0.977170431255171	3.87027769069795	4.40811408075532	-0.959606511394352	1	1
TRINITY_DN125191_c6_g2_i1	NA	NA	NA	NA	2.50824373418444	-2.74306366944871	3.08788445276667e-08	2.29119339026734e-06	-0.374967621974814	1.16842867827399	1.38059211942438	3.47360382492003	3.90967074863012	1.37303310015604	1	1
TRINITY_DN125719_c4_g1_i2	NA	NA	NA	NA	5.93045648765872	-1.33888368337851	0.000708577380822331	0.0400058959064284	5.54674220143958	4.72016963832034	5.0138692938852	5.6495553720264	7.26718387305413	5.81804574144525	1	1
TRINITY_DN125863_c4_g1_i1	NA	NA	NA	NA	1.02503500966621	-2.36246755112704	2.92054640610296e-05	0.00191116334338646	-0.5297622160373	0.147835288612491	-0.534879040155523	1.83807103148801	2.3284369858261	0.411153139243373	1	1
TRINITY_DN126027_c5_g2_i1	NA	NA	NA	NA	0.210751965507292	-6.2624433393006	3.62362622016558e-12	3.12402594479481e-10	-2.80095690039957	-2.80095690039957	-2.09164617812348	1.31450928107061	2.01086800385563	-2.80095690039957	1	1
TRINITY_DN126126_c1_g3_i1	NA	NA	NA	NA	0.519288967760765	-6.55589018230321	1.05635406452025e-13	1.05857591624267e-11	-2.80095690039957	-2.80095690039957	-2.40314147493158	1.36226239052033	2.48580995228784	-2.20003011048788	1	1
TRINITY_DN126695_c0_g1_i4	NA	NA	NA	NA	1.67205096478106	3.20330602944093	3.32693145547114e-05	0.00216665413755946	2.20644328580653	1.64358256298607	1.85043152606172	0.0898038973235479	-2.80095690039957	2.68828734269607	2	2
TRINITY_DN126719_c0_g1_i3	NA	NA	NA	NA	4.51593771519274	4.94205590199211	0.000550908155804961	0.0314968690256744	5.37464515161817	-0.100734801614172	0.594838232353736	0.568266331030276	-0.0432577593251571	6.50608281883815	2	2
