Tissue_specific_index	Tissue_name
TRINITY_DN132347_c2_g2_i1	0.528701566865055	G43_M_mean
TRINITY_DN136118_c3_g2_i3	0.464761017036922	Brain_fmean
TRINITY_DN116326_c0_g1_i1	0.839412343108335	G23_fmean
TRINITY_DN135554_c4_g1_i1	0.917473197600079	Brain_fmean
TRINITY_DN125414_c1_g3_i6	0.904941554923157	Brain_mmean
TRINITY_DN125956_c0_g1_i1	0.476987352726293	Brain_mmean
TRINITY_DN95726_c0_g1_i1	0.677862645792434	Testis_mean
TRINITY_DN97518_c0_g1_i1	0.584489633173844	Brain_mmean
TRINITY_DN136377_c0_g1_i5	0.710653495440729	Brain_mmean
TRINITY_DN73297_c0_g2_i1	0.854125324036829	Brain_mmean
TRINITY_DN130368_c4_g4_i1	0.884560083822398	Ovary_mean
TRINITY_DN127797_c4_g1_i1	0.589739866908651	G43_F_mean
TRINITY_DN133690_c1_g1_i2	0.774479221927498	Brain_fmean
TRINITY_DN112840_c0_g1_i1	0.735354736424891	G43_M_mean
TRINITY_DN128515_c0_g1_i7	0.559125688446421	Brain_fmean
TRINITY_DN153726_c0_g1_i1	0.846451612903226	Liver_mmean
TRINITY_DN83402_c0_g1_i1	0.590786749482402	G31_fmean
TRINITY_DN134984_c0_g1_i1	0.6765625	G46_M_mean
TRINITY_DN69587_c0_g2_i1	0.941718152397764	Brain_mmean
TRINITY_DN133028_c0_g1_i1	0.831165168341266	Brain_mmean
TRINITY_DN119379_c0_g1_i1	0.702783128865457	Testis_mean
TRINITY_DN128976_c1_g1_i1	0.527018164057958	Brain_fmean
TRINITY_DN135551_c0_g2_i1	0.688541802247386	Brain_mmean
TRINITY_DN123426_c1_g4_i1	0.463323206506888	G23_mmean
TRINITY_DN128847_c0_g1_i11	0.749012979557994	Brain_fmean
TRINITY_DN135460_c2_g3_i2	0.98840345984851	Liver_fmean
TRINITY_DN130494_c1_g1_i1	0.967618590512759	Brain_fmean
TRINITY_DN98835_c0_g3_i1	0.916455389461887	Ovary_mean
TRINITY_DN96847_c0_g1_i1	0.861296073450105	Brain_fmean
TRINITY_DN133003_c3_g1_i1	0.799431309157481	G43_F_mean
TRINITY_DN114720_c1_g3_i1	0.846709338585262	Ovary_mean
TRINITY_DN135455_c2_g9_i1	0.993118853826996	Brain_mmean
TRINITY_DN134318_c0_g3_i1	0.684552161350949	G43_M_mean
TRINITY_DN130367_c5_g5_i2	0.782240261479934	Ovary_mean
TRINITY_DN116635_c0_g1_i1	0.821705607095311	G27_fmean
TRINITY_DN121157_c4_g3_i1	0.963392650797319	Ovary_mean
TRINITY_DN127727_c1_g2_i3	0.935449421536636	Ovary_mean
TRINITY_DN130895_c0_g1_i1	0.853645250044935	Ovary_mean
TRINITY_DN122149_c0_g2_i1	0.48896911351785	Liver_fmean
TRINITY_DN128113_c3_g1_i1	0.569316612240791	G43_F_mean
TRINITY_DN132947_c0_g1_i4	0.747013328945203	Ovary_mean
TRINITY_DN134257_c1_g9_i5	0.261461407745282	G43_M_mean
TRINITY_DN110298_c0_g2_i1	0.501362060425953	G46_F_mean
TRINITY_DN46982_c0_g1_i1	0.937423687423687	G27_fmean
TRINITY_DN129504_c3_g4_i1	0.602811808348141	G43_M_mean
TRINITY_DN125638_c0_g1_i3	0.687415974213195	Brain_fmean
TRINITY_DN119027_c0_g1_i5	0.746830985915493	G46_F_mean
TRINITY_DN117235_c0_g3_i1	0.978690045159742	Ovary_mean
TRINITY_DN132821_c9_g1_i1	0.695432884146202	Ovary_mean
TRINITY_DN133256_c3_g3_i1	0.819444887541873	Ovary_mean
TRINITY_DN34093_c0_g1_i1	0.93518667741069	Brain_fmean
TRINITY_DN97690_c0_g5_i1	0.926994984040128	Ovary_mean
TRINITY_DN131085_c9_g2_i1	0.593819033394184	Brain_fmean
TRINITY_DN133682_c1_g1_i3	0.972418857537471	Ovary_mean
TRINITY_DN102940_c0_g1_i1	0.682945067587	G31_fmean
TRINITY_DN109562_c0_g2_i1	0.871179977814753	Brain_mmean
TRINITY_DN123602_c3_g8_i2	0.801101812691842	Ovary_mean
TRINITY_DN22029_c0_g1_i1	0.80503909643788	Brain_fmean
TRINITY_DN120342_c3_g4_i1	0.734571521668296	Testis_mean
TRINITY_DN129842_c2_g2_i1	0.774092409240924	G46_M_mean
TRINITY_DN116764_c0_g1_i2	0.614143372650401	Ovary_mean
TRINITY_DN134311_c3_g2_i1	0.750864235523414	Brain_mmean
TRINITY_DN126007_c1_g4_i4	0.755708923598499	Brain_mmean
TRINITY_DN119788_c0_g1_i2	0.597614495335463	Liver_fmean
TRINITY_DN205139_c0_g1_i1	1.02950160771704	Liver_fmean
TRINITY_DN22340_c0_g1_i1	0.775796178343949	Brain_fmean
TRINITY_DN135454_c0_g10_i2	0.683754934932008	Ovary_mean
TRINITY_DN119400_c0_g1_i4	0.97649033096989	Brain_fmean
TRINITY_DN131118_c1_g1_i1	0.904084397986837	Brain_mmean
TRINITY_DN118108_c0_g2_i1	0.91173094298659	Ovary_mean
TRINITY_DN215485_c0_g1_i1	0.649522154648132	Brain_mmean
TRINITY_DN129374_c0_g1_i1	0.882901214309156	Brain_fmean
TRINITY_DN128414_c0_g1_i5	0.89049371023362	Liver_fmean
TRINITY_DN115491_c0_g3_i1	0.556974705735036	Ovary_mean
TRINITY_DN23600_c0_g2_i1	0.853160539539804	Brain_fmean
TRINITY_DN129757_c0_g1_i1	0.872933828446228	Ovary_mean
TRINITY_DN115664_c0_g1_i1	0.588327044025157	Brain_fmean
TRINITY_DN124580_c0_g5_i1	0.735770750988142	Ovary_mean
TRINITY_DN376_c0_g1_i1	0.908446163765313	Liver_mmean
TRINITY_DN127046_c1_g11_i1	0.62644256353103	G46_M_mean
TRINITY_DN122996_c0_g2_i1	0.594154488517745	G46_F_mean
TRINITY_DN114451_c0_g1_i2	0.771342723004695	G43_F_mean
TRINITY_DN120501_c0_g1_i2	0.721581795855252	Ovary_mean
TRINITY_DN181434_c0_g1_i1	0.887200361827228	G43_F_mean
TRINITY_DN124655_c3_g4_i1	0.820438789658266	Liver_mmean
TRINITY_DN106408_c0_g1_i1	0.493714017154271	G46_F_mean
TRINITY_DN134539_c1_g2_i10	0.855864273055562	G46_M_mean
TRINITY_DN134750_c8_g2_i1	0.652646878978338	Ovary_mean
TRINITY_DN82541_c0_g1_i1	0.875027387055782	G46_F_mean
TRINITY_DN217062_c0_g1_i1	0.827991326631185	Brain_mmean
TRINITY_DN114610_c0_g1_i1	0.904110813226095	G46_M_mean
TRINITY_DN117721_c0_g1_i1	0.984626300851466	Brain_mmean
TRINITY_DN158720_c0_g1_i1	0.907726864330638	Liver_mmean
TRINITY_DN135049_c7_g1_i1	0.753010625737898	Brain_mmean
TRINITY_DN122139_c2_g2_i3	0.678150987789542	Testis_mean
TRINITY_DN132176_c6_g7_i1	0.999048664471277	Brain_fmean
TRINITY_DN133278_c0_g1_i1	0.857296337027324	Brain_fmean
TRINITY_DN131962_c1_g8_i4	0.747247694013904	G46_M_mean
TRINITY_DN175490_c0_g1_i1	0.761563517915309	Testis_mean
TRINITY_DN127692_c0_g1_i1	0.584715102233221	G43_M_mean
TRINITY_DN75750_c0_g1_i1	0.97920054200542	Brain_mmean
TRINITY_DN133900_c0_g3_i1	0.62	G46_M_mean
TRINITY_DN183163_c0_g1_i1	1.05240661488878	Ovary_mean
TRINITY_DN114327_c0_g1_i1	0.7706419279164	Brain_mmean
TRINITY_DN111302_c0_g1_i1	0.725931821196445	G43_M_mean
TRINITY_DN96955_c0_g1_i1	0.845976523829727	Ovary_mean
TRINITY_DN132388_c0_g6_i3	0.712824678988107	Brain_fmean
TRINITY_DN71975_c0_g2_i1	0.831481481481481	G43_M_mean
TRINITY_DN130648_c3_g1_i1	0.461873551804038	G23_fmean
TRINITY_DN65712_c0_g2_i1	0.752261446656628	Brain_mmean
TRINITY_DN138517_c0_g1_i1	0.852579710144928	Brain_fmean
TRINITY_DN85648_c0_g3_i1	1.02801650886137	Ovary_mean
TRINITY_DN128435_c3_g1_i1	0.478803418803419	Brain_mmean
TRINITY_DN175919_c0_g1_i1	0.858896797153025	Brain_fmean
TRINITY_DN127386_c0_g1_i14	0.568269671155079	Brain_mmean
TRINITY_DN118485_c0_g1_i3	0.908229565515836	Liver_fmean
TRINITY_DN131521_c0_g1_i1	0.932462939494857	Brain_fmean
TRINITY_DN107791_c0_g1_i1	1.0016159016159	Brain_fmean
TRINITY_DN124410_c0_g1_i1	0.642318189115428	G46_M_mean
TRINITY_DN104645_c0_g2_i1	0.886910029498525	Brain_mmean
TRINITY_DN109468_c0_g1_i1	0.73869587676658	G43_F_mean
TRINITY_DN85725_c0_g1_i1	0.915608308605341	G23_fmean
TRINITY_DN136319_c7_g1_i1	0.719987072348677	G43_F_mean
TRINITY_DN123560_c0_g1_i1	0.925611857980007	G23_mmean
TRINITY_DN136717_c7_g2_i2	0.576678462242122	G23_fmean
TRINITY_DN128830_c1_g2_i5	0.888921165173889	Brain_fmean
TRINITY_DN66703_c0_g1_i1	0.976610201933199	G46_M_mean
TRINITY_DN130996_c0_g6_i1	0.849131313131313	Ovary_mean
TRINITY_DN127557_c7_g3_i3	0.934625249358792	G46_F_mean
TRINITY_DN154039_c0_g1_i1	0.677704194260486	Brain_mmean
TRINITY_DN92427_c0_g1_i2	0.799158632387074	G46_M_mean
TRINITY_DN128674_c1_g3_i6	0.761569537562317	Brain_mmean
TRINITY_DN110698_c0_g1_i1	0.664440639269406	Brain_mmean
TRINITY_DN136252_c11_g2_i1	0.680532141336739	Brain_fmean
TRINITY_DN123519_c5_g9_i1	0.850784636078314	Brain_mmean
TRINITY_DN117322_c0_g1_i1	0.638025062734768	Brain_mmean
TRINITY_DN121960_c3_g2_i1	0.867096585718926	Brain_fmean
TRINITY_DN128891_c1_g1_i1	0.887852054655614	Ovary_mean
TRINITY_DN92982_c0_g1_i1	0.66334659058159	Brain_fmean
TRINITY_DN135829_c0_g1_i5	0.940056048944148	Ovary_mean
TRINITY_DN109907_c0_g1_i1	0.591350186777865	Testis_mean
TRINITY_DN122119_c0_g2_i1	0.805698005698006	G43_M_mean
TRINITY_DN134342_c3_g1_i5	0.948381267881343	G31_mmean
TRINITY_DN108742_c0_g1_i1	0.721568147846175	Testis_mean
TRINITY_DN134205_c3_g1_i1	0.958730158730159	G46_F_mean
TRINITY_DN125397_c2_g2_i1	0.853356684179802	G43_M_mean
TRINITY_DN68581_c0_g2_i1	1.02459923801308	G43_M_mean
TRINITY_DN128184_c1_g1_i1	0.74887737478411	Brain_fmean
TRINITY_DN121057_c0_g2_i4	0.665271992158785	Brain_mmean
TRINITY_DN147824_c0_g1_i1	0.802829354553492	Testis_mean
TRINITY_DN136457_c10_g1_i5	0.966566729399565	Brain_fmean
TRINITY_DN114914_c0_g1_i1	0.729339563428412	Brain_fmean
TRINITY_DN127184_c4_g1_i1	0.5034516765286	Brain_mmean
TRINITY_DN42968_c0_g1_i1	0.805889263498034	Brain_fmean
TRINITY_DN135791_c2_g4_i3	0.771072993700356	Ovary_mean
TRINITY_DN181977_c0_g1_i1	0.990417122704609	Ovary_mean
TRINITY_DN132193_c0_g1_i6	0.868656716417911	Brain_mmean
TRINITY_DN127561_c5_g1_i1	0.843421581873124	Brain_mmean
TRINITY_DN165261_c0_g1_i1	1.02213656387665	Ovary_mean
TRINITY_DN132077_c1_g3_i1	0.864957264957265	Testis_mean
TRINITY_DN107071_c0_g1_i1	0.683536844413381	G23_mmean
TRINITY_DN131931_c3_g4_i1	0.63238287250384	Brain_mmean
TRINITY_DN105644_c1_g1_i1	0.804430512016719	G46_M_mean
TRINITY_DN127913_c0_g1_i1	0.772146446518306	G23_mmean
TRINITY_DN188190_c0_g1_i1	0.543014328529786	Brain_mmean
TRINITY_DN126796_c0_g13_i2	0.832338057288474	Ovary_mean
TRINITY_DN129107_c0_g2_i2	0.721750841750842	Brain_fmean
TRINITY_DN79653_c0_g2_i1	0.572886762360447	G27_fmean
TRINITY_DN120263_c0_g1_i1	0.908669732583887	G43_M_mean
TRINITY_DN129434_c2_g2_i1	0.794699286442406	G46_M_mean
TRINITY_DN126902_c0_g6_i1	0.842048177575987	Testis_mean
TRINITY_DN124520_c5_g1_i1	0.862926453287899	Brain_fmean
TRINITY_DN152712_c0_g1_i1	1.04949778526421	Ovary_mean
TRINITY_DN132547_c1_g8_i2	0.797356896484905	Brain_fmean
TRINITY_DN122956_c3_g1_i1	0.772368698586796	Ovary_mean
TRINITY_DN121239_c1_g1_i1	0.776891615541922	G27_mmean
TRINITY_DN117539_c0_g1_i1	0.72235594046414	G43_M_mean
TRINITY_DN151435_c0_g1_i1	0.964315852923448	Ovary_mean
TRINITY_DN135869_c1_g3_i2	0.669184003910427	G46_M_mean
TRINITY_DN155323_c0_g1_i1	0.893016912165848	Ovary_mean
TRINITY_DN180681_c0_g1_i1	0.844620462046205	G23_mmean
TRINITY_DN124921_c5_g1_i1	1.01503342161685	Ovary_mean
TRINITY_DN98734_c0_g1_i1	1.00110335315921	Brain_fmean
TRINITY_DN175895_c0_g1_i1	0.449765630157787	G43_M_mean
TRINITY_DN82397_c0_g2_i1	1.01259461095973	Brain_mmean
TRINITY_DN135734_c2_g3_i1	0.971514063435069	Brain_fmean
TRINITY_DN129930_c1_g3_i2	0.694981749235057	Ovary_mean
TRINITY_DN124502_c0_g2_i8	0.767325187931838	Ovary_mean
TRINITY_DN102549_c0_g1_i1	0.846497890295359	Ovary_mean
TRINITY_DN134421_c3_g3_i2	0.963939460407984	Brain_mmean
TRINITY_DN133692_c2_g4_i1	0.988331151668347	Ovary_mean
TRINITY_DN121327_c0_g1_i1	0.854076712297937	G46_F_mean
TRINITY_DN128653_c3_g3_i1	0.554349167180753	G43_F_mean
TRINITY_DN115109_c2_g1_i1	0.800160849638639	G43_F_mean
TRINITY_DN127877_c4_g5_i1	0.679294403892944	Brain_fmean
TRINITY_DN123553_c0_g1_i1	0.415625114406004	G43_M_mean
TRINITY_DN133113_c0_g3_i1	0.806524870773663	Brain_mmean
TRINITY_DN113233_c0_g1_i1	0.896821126058794	G46_F_mean
TRINITY_DN133890_c0_g2_i4	0.496794279320913	G23_mmean
TRINITY_DN128521_c1_g1_i4	0.581676687228339	Ovary_mean
TRINITY_DN124585_c0_g1_i1	0.598725408700471	G46_M_mean
TRINITY_DN128334_c1_g2_i2	0.822368915153072	G46_M_mean
TRINITY_DN123379_c0_g1_i2	0.982386890409294	Ovary_mean
TRINITY_DN119521_c1_g1_i5	0.946863766435637	Brain_fmean
TRINITY_DN131211_c4_g3_i2	0.555883450357858	Brain_fmean
TRINITY_DN113560_c0_g1_i1	0.925770183573652	G23_fmean
TRINITY_DN134756_c0_g1_i1	0.499846656829558	Liver_fmean
TRINITY_DN170004_c0_g1_i1	0.746236559139785	Brain_fmean
TRINITY_DN92316_c0_g1_i1	0.834968135217512	G46_M_mean
TRINITY_DN117897_c2_g4_i3	0.722176367505623	Liver_mmean
TRINITY_DN117073_c0_g1_i1	0.674291691873362	Brain_mmean
TRINITY_DN151045_c0_g1_i1	0.925394665215025	Brain_fmean
TRINITY_DN134124_c0_g2_i1	0.754935138183869	Ovary_mean
TRINITY_DN109892_c0_g1_i1	0.807484334295571	G43_F_mean
TRINITY_DN134606_c0_g3_i1	0.791004113561265	Ovary_mean
TRINITY_DN127392_c3_g3_i5	0.786295448766845	Brain_mmean
TRINITY_DN133865_c5_g1_i1	0.680358744394619	G43_F_mean
TRINITY_DN4687_c0_g1_i1	0.927040874789242	G46_M_mean
TRINITY_DN133633_c2_g2_i1	1.04117067159581	Ovary_mean
TRINITY_DN125281_c1_g3_i5	0.743917969073017	Brain_fmean
TRINITY_DN52781_c0_g2_i1	0.788043010752688	G43_M_mean
TRINITY_DN67882_c0_g1_i1	0.710903083700441	G23_fmean
TRINITY_DN126582_c1_g1_i4	0.699313186716147	Liver_mmean
TRINITY_DN44076_c0_g2_i1	0.821998503085852	Ovary_mean
TRINITY_DN86910_c0_g3_i1	0.951508820798514	G23_fmean
TRINITY_DN98183_c0_g1_i2	0.977441635585026	Ovary_mean
TRINITY_DN125645_c0_g1_i6	0.721230574056454	Brain_fmean
TRINITY_DN130672_c2_g3_i5	0.583663563300708	Brain_fmean
TRINITY_DN121229_c0_g1_i4	0.947728306441081	Liver_fmean
TRINITY_DN136418_c2_g4_i1	0.925763986835919	G46_M_mean
TRINITY_DN123530_c0_g2_i3	0.745382019024241	Ovary_mean
TRINITY_DN123398_c4_g2_i4	0.452526724975705	G23_fmean
TRINITY_DN128921_c0_g2_i1	0.835107913669065	Brain_fmean
TRINITY_DN129701_c1_g3_i2	0.525115225373018	G43_M_mean
TRINITY_DN86323_c0_g1_i1	0.696223811316021	Brain_mmean
TRINITY_DN102279_c0_g2_i1	0.304646038892614	G23_fmean
TRINITY_DN130964_c0_g1_i5	0.641546423135464	Brain_mmean
TRINITY_DN93884_c0_g1_i1	1.03726832526298	Ovary_mean
