gid	gname	chr	start	end	logCPM	logFC.XY23.XX23	PV.XY23.XX23	FDR.XY23.XX23	stage	sexbias	tissue
TRINITY_DN128490_c0_g1_i4	NA	NA	NA	NA	2.637229586	1.030842341	0.008832177	0.043448387	G46	male	larva
TRINITY_DN121941_c0_g10_i1	NA	NA	NA	NA	3.638899273	1.03335564	0.010313179	0.049475091	G46	male	larva
TRINITY_DN131755_c8_g12_i2	NA	NA	NA	NA	2.686125836	1.033412854	0.010388093	0.049729258	G46	male	larva
TRINITY_DN134776_c2_g1_i1	NA	NA	NA	NA	3.179105327	1.034231709	0.010303383	0.049447117	G46	male	larva
TRINITY_DN132349_c0_g3_i1	NA	NA	NA	NA	2.722234744	1.035583149	0.008658786	0.042772584	G46	male	larva
TRINITY_DN128448_c2_g1_i2	NA	NA	NA	NA	4.505979059	1.038478089	0.005617405	0.029943085	G46	male	larva
TRINITY_DN134301_c2_g2_i2	NA	NA	NA	NA	3.882514741	1.039485896	0.006108467	0.032053708	G46	male	larva
TRINITY_DN105039_c0_g1_i1	nphp1	Chr05	50712580	50712580	5.248607505	1.040594215	0.00169779	0.010832589	G46	male	larva
TRINITY_DN114439_c1_g1_i1	NA	NA	NA	NA	2.900435356	1.041153135	0.008811748	0.043382115	G46	male	larva
TRINITY_DN133061_c1_g1_i3	zbtb48	Chr07	91410418	91410418	4.539566541	1.041763967	0.003285565	0.019141621	G46	male	larva
TRINITY_DN79738_c0_g2_i1	NA	NA	NA	NA	5.931305031	1.043045572	0.00299344	0.017645799	G46	male	larva
TRINITY_DN132022_c5_g3_i1	acvrl1	Chr02	131803931	131803931	6.604533469	1.044516417	0.004332599	0.024050604	G46	male	larva
TRINITY_DN135092_c0_g1_i1	NA	NA	NA	NA	5.964944007	1.046533979	0.001962101	0.01229567	G46	male	larva
TRINITY_DN123733_c4_g1_i2	NA	NA	NA	NA	4.060807556	1.050066675	0.006038292	0.031765669	G46	male	larva
TRINITY_DN132533_c4_g2_i1	Xetrov90024992m	Chr10	14200518	14200518	3.841516583	1.050829645	0.004875818	0.026586744	G46	male	larva
TRINITY_DN135017_c0_g2_i3	tmem184a	Chr09	23940801	23940801	3.649310214	1.052437083	0.00509658	0.027585463	G46	male	larva
TRINITY_DN126900_c0_g7_i1	NA	NA	NA	NA	4.586941055	1.052652346	0.00385937	0.021886437	G46	male	larva
TRINITY_DN130413_c0_g1_i1	NA	NA	NA	NA	2.809176846	1.052689918	0.010345342	0.049562653	G46	male	larva
TRINITY_DN115650_c0_g1_i2	NA	NA	NA	NA	5.192211188	1.053354993	0.001397747	0.009095018	G46	male	larva
TRINITY_DN125335_c7_g1_i2	NA	NA	NA	NA	6.489004566	1.054167192	0.004293955	0.023878605	G46	male	larva
TRINITY_DN126981_c2_g1_i2	NA	NA	NA	NA	3.27164363	1.054809745	0.009144919	0.044757346	G46	male	larva
TRINITY_DN131584_c0_g2_i3	NA	NA	NA	NA	4.546803274	1.055117481	0.002600478	0.015704245	G46	male	larva
TRINITY_DN122991_c3_g1_i1	NA	NA	NA	NA	2.685472059	1.058205544	0.006923078	0.035521189	G46	male	larva
TRINITY_DN136357_c0_g1_i1	plk1	Chr09	15428870	15428870	3.872758609	1.06006979	0.003427111	0.019836521	G46	male	larva
TRINITY_DN136247_c3_g2_i9	NA	NA	NA	NA	5.281406788	1.060361909	0.001912772	0.01202127	G46	male	larva
TRINITY_DN134777_c1_g3_i3	NA	NA	NA	NA	4.635396902	1.061604972	0.000893144	0.006151863	G46	male	larva
TRINITY_DN130380_c0_g1_i1	NA	NA	NA	NA	3.915751231	1.062090466	0.004315353	0.023967066	G46	male	larva
TRINITY_DN131091_c8_g1_i2	cthrc1	Chr06	118388864	118388864	2.771726176	1.062616638	0.007750884	0.039069282	G46	male	larva
TRINITY_DN135728_c6_g1_i1	NA	NA	NA	NA	5.863147928	1.063890096	0.008556567	0.042343121	G46	male	larva
TRINITY_DN128071_c0_g1_i3	NA	NA	NA	NA	2.753432386	1.065011235	0.009625963	0.046735672	G46	male	larva
TRINITY_DN106183_c0_g1_i1	NA	NA	NA	NA	3.212140663	1.066216331	0.006513735	0.033782299	G46	male	larva
TRINITY_DN134995_c0_g1_i1	LOC100492311-like	Chr01	145104510	145104510	3.629109431	1.068791094	0.007053434	0.036115726	G46	male	larva
TRINITY_DN125283_c5_g3_i3	LOC100492997-like	Chr02	146585783	146585783	5.513847391	1.069246312	0.008047609	0.040280038	G46	male	larva
TRINITY_DN130408_c2_g6_i1	LOC100492505	Chr01	82525693	82525693	4.449843994	1.069337341	0.004681196	0.025677087	G46	male	larva
TRINITY_DN129128_c4_g1_i5	NA	NA	NA	NA	5.641579667	1.07061262	0.000682973	0.004861868	G46	male	larva
TRINITY_DN128540_c3_g8_i1	NA	NA	NA	NA	4.362809668	1.07067616	0.007258566	0.037021654	G46	male	larva
TRINITY_DN128313_c5_g2_i1	kdm6a	Chr02	69021431	69021431	8.053422607	1.071280101	0.004199304	0.023441103	G46	male	larva
TRINITY_DN129004_c0_g3_i2	NA	NA	NA	NA	3.951751555	1.071614413	0.005745327	0.030481643	G46	male	larva
TRINITY_DN129671_c1_g5_i2	NA	NA	NA	NA	4.411880492	1.072057129	0.005848537	0.030956328	G46	male	larva
TRINITY_DN136373_c4_g8_i1	NA	NA	NA	NA	4.922876837	1.073677231	0.006136085	0.032158036	G46	male	larva
TRINITY_DN127528_c0_g1_i2	cnih4	Chr05	5090669	5090669	7.078710341	1.074281562	0.002629491	0.015844921	G46	male	larva
TRINITY_DN131972_c3_g4_i3	NA	NA	NA	NA	4.133089196	1.076697567	0.001656511	0.010609924	G46	male	larva
TRINITY_DN130034_c2_g2_i1	NA	NA	NA	NA	4.514025021	1.076841787	0.001100357	0.007391328	G46	male	larva
TRINITY_DN134026_c0_g2_i6	NA	NA	NA	NA	7.051351491	1.077837616	0.008472356	0.042016934	G46	male	larva
TRINITY_DN134836_c4_g1_i1	NA	NA	NA	NA	2.77940375	1.079774896	0.005447386	0.029173985	G46	male	larva
TRINITY_DN132814_c0_g1_i5	fancl	Chr05	26554559	26554559	5.299591598	1.081688162	0.004513592	0.024910123	G46	male	larva
TRINITY_DN136339_c3_g3_i1	NA	NA	NA	NA	4.557306059	1.082827235	0.001862042	0.011739431	G46	male	larva
TRINITY_DN133949_c2_g3_i2	NA	NA	NA	NA	3.305513847	1.083374713	0.007498812	0.038060208	G46	male	larva
TRINITY_DN126419_c5_g1_i1	NA	NA	NA	NA	6.735201868	1.085183844	0.006690549	0.034521614	G46	male	larva
TRINITY_DN125398_c5_g2_i1	NA	NA	NA	NA	3.03573295	1.087250539	0.008916447	0.043819723	G46	male	larva
TRINITY_DN129034_c7_g7_i3	mrps35	Chr03	1899229	1899229	2.948523266	1.090029311	0.005206676	0.028096001	G46	male	larva
TRINITY_DN124099_c3_g1_i1	NA	NA	NA	NA	3.235080503	1.091243469	0.006552835	0.033942731	G46	male	larva
TRINITY_DN122177_c1_g1_i1	NA	NA	NA	NA	2.576130227	1.0912689	0.006326014	0.03295938	G46	male	larva
TRINITY_DN131510_c9_g1_i1	ythdf1	scaffold_1290	1913	1913	6.644790755	1.093037426	0.002473286	0.015056439	G46	male	larva
TRINITY_DN135719_c0_g2_i1	NA	NA	NA	NA	2.608094329	1.095979369	0.005996841	0.031600933	G46	male	larva
TRINITY_DN125867_c6_g4_i1	LOC100498468-like	Chr01	131443944	131443944	3.855599615	1.096952287	0.006110409	0.032057157	G46	male	larva
TRINITY_DN134409_c0_g6_i1	NA	NA	NA	NA	5.057393151	1.098810021	0.001083462	0.007287653	G46	male	larva
TRINITY_DN76422_c0_g1_i1	arrdc3	Chr01	171087831	171087831	4.465890073	1.100374797	0.003674068	0.021007548	G46	male	larva
TRINITY_DN119634_c0_g1_i1	NA	NA	NA	NA	2.194111187	1.100691265	0.009345755	0.045596011	G46	male	larva
TRINITY_DN119592_c2_g1_i2	NA	NA	NA	NA	2.602027595	1.100983937	0.006899381	0.035428754	G46	male	larva
TRINITY_DN121093_c3_g5_i3	rfc3	Chr02	149888952	149888952	3.211812443	1.103171993	0.005696784	0.030261808	G46	male	larva
TRINITY_DN129329_c6_g2_i1	ninj1	scaffold_192	75309	75309	3.361139198	1.106349869	0.006035201	0.031756108	G46	male	larva
TRINITY_DN135396_c1_g2_i2	NA	NA	NA	NA	3.42707961	1.107956008	0.010376481	0.049683204	G46	male	larva
TRINITY_DN61744_c0_g2_i1	NA	NA	NA	NA	2.603571079	1.108517056	0.008574647	0.042415763	G46	male	larva
TRINITY_DN101728_c0_g2_i1	NA	NA	NA	NA	6.181812278	1.109236347	0.001741089	0.011065918	G46	male	larva
TRINITY_DN118227_c0_g1_i2	NA	NA	NA	NA	1.979879587	1.113197189	0.010119071	0.048750195	G46	male	larva
TRINITY_DN108376_c0_g1_i4	cpne3	Chr06	110644971	110644971	2.466900695	1.115140645	0.008220982	0.041016105	G46	male	larva
TRINITY_DN125138_c7_g3_i10	NA	NA	NA	NA	4.550227078	1.115408614	0.0015651	0.010073587	G46	male	larva
TRINITY_DN128644_c0_g2_i5	c11orf54	Chr02	96455516	96455516	3.206845676	1.115482708	0.004075663	0.022940896	G46	male	larva
TRINITY_DN125260_c4_g1_i9	wrap73	Chr07	93279117	93279117	3.827972697	1.11627392	0.001903398	0.011972926	G46	male	larva
TRINITY_DN131314_c0_g2_i2	NA	NA	NA	NA	4.179474586	1.11813443	0.001505854	0.009737492	G46	male	larva
TRINITY_DN126986_c0_g1_i1	NA	NA	NA	NA	2.789430775	1.119935674	0.005588331	0.029813598	G46	male	larva
TRINITY_DN132993_c1_g1_i1	NA	NA	NA	NA	4.44402302	1.121383948	0.008462476	0.041977449	G46	male	larva
TRINITY_DN126900_c0_g6_i1	NA	NA	NA	NA	4.365498114	1.121427757	0.00057789	0.004200858	G46	male	larva
TRINITY_DN95761_c0_g1_i1	NA	NA	NA	NA	2.533492697	1.123914032	0.005593094	0.029832628	G46	male	larva
TRINITY_DN128194_c3_g1_i3	ick-like	Chr05	114229935	114229935	3.462839062	1.124243409	0.004895367	0.026681673	G46	male	larva
TRINITY_DN127372_c3_g2_i2	NA	NA	NA	NA	3.944367276	1.12460105	0.004691176	0.025714863	G46	male	larva
TRINITY_DN119733_c1_g1_i9	NA	NA	NA	NA	3.463864417	1.125845809	0.003240275	0.018913104	G46	male	larva
TRINITY_DN133143_c0_g1_i1	nek9	Chr08	61144882	61144882	3.136384827	1.125915683	0.004936895	0.0268905	G46	male	larva
TRINITY_DN125745_c5_g1_i4	NA	NA	NA	NA	6.942660069	1.127466125	0.00206731	0.012864464	G46	male	larva
TRINITY_DN131220_c7_g1_i1	NA	NA	NA	NA	2.92321107	1.128045557	0.00555199	0.029642651	G46	male	larva
TRINITY_DN125124_c5_g1_i1	NA	NA	NA	NA	4.48481797	1.131485213	0.000475354	0.003527461	G46	male	larva
TRINITY_DN130898_c0_g1_i1	NA	NA	NA	NA	2.560103264	1.132098643	0.010224511	0.049163202	G46	male	larva
TRINITY_DN105307_c0_g1_i1	NA	NA	NA	NA	5.830405609	1.133882547	0.00627976	0.032773279	G46	male	larva
TRINITY_DN100684_c0_g3_i1	NA	NA	NA	NA	6.034701246	1.134274441	0.004156044	0.023288228	G46	male	larva
TRINITY_DN134530_c9_g1_i1	NA	NA	NA	NA	6.137634353	1.134839258	0.005555841	0.02965295	G46	male	larva
TRINITY_DN126268_c0_g1_i2	NA	NA	NA	NA	4.753996295	1.136551586	0.002453998	0.014949965	G46	male	larva
TRINITY_DN128174_c4_g1_i1	LOC100485992	Chr02	32812457	32812457	4.567808806	1.137383798	0.004005092	0.022599772	G46	male	larva
TRINITY_DN136741_c9_g1_i1	ptdss1	Chr06	114987607	114987607	2.540547786	1.137542016	0.005426216	0.029079341	G46	male	larva
TRINITY_DN122038_c0_g1_i2	NA	NA	NA	NA	2.229405475	1.138242624	0.00795725	0.039956062	G46	male	larva
TRINITY_DN134495_c3_g5_i1	NA	NA	NA	NA	3.336976299	1.138415592	0.010219868	0.049150351	G46	male	larva
TRINITY_DN128286_c2_g1_i2	NA	NA	NA	NA	5.457845121	1.139790511	0.000833156	0.005788231	G46	male	larva
TRINITY_DN128513_c1_g2_i6	arhgap42	Chr02	159502011	159502011	6.656038654	1.142107741	0.002923405	0.017323032	G46	male	larva
TRINITY_DN122657_c3_g1_i1	cep44	Chr01	39130121	39130121	6.562060186	1.143472039	0.000834409	0.005795323	G46	male	larva
TRINITY_DN115612_c0_g2_i2	NA	NA	NA	NA	3.629233841	1.146866467	0.002901444	0.017221539	G46	male	larva
TRINITY_DN128854_c0_g1_i2	NA	NA	NA	NA	2.667164278	1.14849366	0.00500607	0.027178141	G46	male	larva
TRINITY_DN123534_c0_g1_i2	NA	NA	NA	NA	3.377208132	1.149870797	0.008365463	0.041563403	G46	male	larva
TRINITY_DN127632_c0_g1_i2	NA	NA	NA	NA	2.088803688	1.152390963	0.01032925	0.049523612	G46	male	larva
TRINITY_DN128813_c2_g3_i1	NA	NA	NA	NA	6.834710024	1.152491035	0.001233633	0.008167784	G46	male	larva
TRINITY_DN134219_c1_g1_i3	arid5b-like.1	Chr07	9814709	9814709	4.123437739	1.153040459	0.00247947	0.015086718	G46	male	larva
TRINITY_DN134053_c4_g1_i1	NA	NA	NA	NA	3.355327074	1.155833977	0.003515741	0.020250832	G46	male	larva
TRINITY_DN125884_c1_g1_i5	NA	NA	NA	NA	3.398166894	1.156028771	0.002069753	0.012876453	G46	male	larva
TRINITY_DN134074_c0_g5_i2	NA	NA	NA	NA	2.298300802	1.156477521	0.005864072	0.031019261	G46	male	larva
TRINITY_DN115114_c1_g1_i1	NA	NA	NA	NA	3.971503728	1.157123098	0.002184198	0.013507584	G46	male	larva
TRINITY_DN128205_c1_g3_i4	NA	NA	NA	NA	2.547485009	1.157903786	0.007961283	0.039968269	G46	male	larva
TRINITY_DN132602_c3_g2_i2	NA	NA	NA	NA	2.896100225	1.158846469	0.004508711	0.02488972	G46	male	larva
TRINITY_DN131978_c0_g1_i1	NA	NA	NA	NA	2.717938125	1.159299352	0.00313057	0.018363015	G46	male	larva
TRINITY_DN131925_c1_g2_i3	prps1	Chr08	16910402	16910402	5.199682082	1.159375868	0.00411582	0.023099162	G46	male	larva
TRINITY_DN136079_c1_g2_i5	Xetrov90012204m	Chr04	101936590	101936590	3.083579893	1.160840585	0.004980281	0.027073491	G46	male	larva
TRINITY_DN134342_c3_g2_i1	NA	NA	NA	NA	3.360023682	1.160909584	0.00306888	0.018052108	G46	male	larva
TRINITY_DN129661_c1_g6_i1	stil	Chr04	83796568	83796568	3.361254745	1.161308721	0.00495807	0.026982157	G46	male	larva
TRINITY_DN131503_c1_g3_i4	NA	NA	NA	NA	6.208630328	1.162115247	0.002626316	0.015837267	G46	male	larva
TRINITY_DN130068_c0_g10_i1	NA	NA	NA	NA	5.533863517	1.162427898	0.007989726	0.040062675	G46	male	larva
TRINITY_DN134068_c1_g9_i6	NA	NA	NA	NA	6.67246785	1.16571957	0.001445362	0.00938037	G46	male	larva
TRINITY_DN207170_c0_g1_i1	NA	NA	NA	NA	4.75545817	1.167030991	0.004375179	0.024238413	G46	male	larva
TRINITY_DN128660_c0_g1_i3	NA	NA	NA	NA	6.004043707	1.167209698	0.001286855	0.008461759	G46	male	larva
TRINITY_DN135623_c1_g2_i3	rnf219-like	Chr02	122246529	122246529	4.772753631	1.168993682	0.000438351	0.003284142	G46	male	larva
TRINITY_DN112641_c0_g1_i2	NA	NA	NA	NA	6.338940462	1.169454395	0.003437227	0.019867412	G46	male	larva
TRINITY_DN125938_c4_g5_i1	znf609	Chr03	84805375	84805375	2.859537752	1.16946871	0.004689646	0.025714863	G46	male	larva
TRINITY_DN120135_c0_g1_i1	NA	NA	NA	NA	3.662311418	1.170060416	0.003685992	0.021056418	G46	male	larva
TRINITY_DN136441_c1_g1_i2	NA	NA	NA	NA	2.654747788	1.172328108	0.004026467	0.022702515	G46	male	larva
TRINITY_DN131321_c3_g2_i1	NA	NA	NA	NA	6.508420472	1.172586978	0.006734479	0.03470344	G46	male	larva
TRINITY_DN124536_c0_g2_i2	med10	Chr06	60243067	60243067	3.071222204	1.174887372	0.00529043	0.028431072	G46	male	larva
