gid	gname	chr	start	end	logCPM	logFC.XY23.XX23	PV.XY23.XX23	FDR.XY23.XX23	stage	sexbias	tissue
TRINITY_DN208554_c0_g1_i1	il17c	Chr04	69300183	69300183	2.792027373	-6.059424038	8.51E-11	1.45E-07	G43	female	larva
TRINITY_DN136663_c13_g1_i1	sbds	Chr02	94363061	94363061	3.668830995	-6.019328872	3.40E-10	4.57E-07	G43	female	larva
TRINITY_DN110679_c0_g1_i1	NA	NA	NA	NA	1.299259659	-6.009040831	1.03E-08	6.30E-06	G43	female	larva
TRINITY_DN119116_c0_g1_i1	NA	NA	NA	NA	1.067951159	-5.992639733	1.78E-07	6.32E-05	G43	female	larva
TRINITY_DN102894_c0_g2_i1	NA	NA	NA	NA	2.271986773	-5.985659622	6.14E-07	0.000181055	G43	female	larva
TRINITY_DN101072_c0_g2_i2	NA	NA	NA	NA	3.495097931	-5.96559315	2.47E-09	2.04E-06	G43	female	larva
TRINITY_DN102894_c0_g1_i2	morc2	Chr01	131453682	131453682	2.825293294	-5.962388638	7.48E-11	1.45E-07	G43	female	larva
TRINITY_DN109666_c0_g1_i1	NA	NA	NA	NA	4.108694011	-5.915561205	1.54E-07	5.69E-05	G43	female	larva
TRINITY_DN127464_c0_g11_i1	NA	NA	NA	NA	0.287693187	-5.798395392	2.59E-08	1.23E-05	G43	female	larva
TRINITY_DN69456_c0_g1_i2	NA	NA	NA	NA	3.872721444	-5.771727582	3.53E-08	1.61E-05	G43	female	larva
TRINITY_DN103798_c0_g1_i1	kctd9	Chr03	106568067	106568067	3.335117009	-5.756070448	4.78E-09	3.59E-06	G43	female	larva
TRINITY_DN119774_c0_g1_i2	NA	NA	NA	NA	1.83006603	-5.724247635	1.26E-08	7.21E-06	G43	female	larva
TRINITY_DN45542_c0_g1_i1	NA	NA	NA	NA	2.985273429	-5.698186325	7.62E-10	8.86E-07	G43	female	larva
TRINITY_DN75302_c0_g2_i1	NA	NA	NA	NA	3.037799024	-5.601548147	4.39E-08	1.93E-05	G43	female	larva
TRINITY_DN74428_c0_g1_i1	NA	NA	NA	NA	5.434680731	-5.589055751	4.73E-07	0.000151311	G43	female	larva
TRINITY_DN131394_c0_g1_i2	NA	NA	NA	NA	0.030788712	-5.562057728	7.74E-07	0.000210488	G43	female	larva
TRINITY_DN98815_c0_g2_i1	NA	NA	NA	NA	3.667516981	-5.535404677	3.12E-09	2.49E-06	G43	female	larva
TRINITY_DN131553_c0_g2_i1	NA	NA	NA	NA	0.564638089	-5.493481233	1.78E-07	6.32E-05	G43	female	larva
TRINITY_DN151548_c0_g1_i1	map2k6	Chr10	21091508	21091508	3.118497524	-5.480688799	4.15E-09	3.22E-06	G43	female	larva
TRINITY_DN124389_c0_g1_i1	NA	NA	NA	NA	0.818403022	-5.469445363	2.83E-07	9.52E-05	G43	female	larva
TRINITY_DN118245_c0_g1_i2	NA	NA	NA	NA	4.260034929	-5.454161172	4.50E-10	5.75E-07	G43	female	larva
TRINITY_DN120456_c0_g1_i1	NA	NA	NA	NA	2.311701259	-5.432757596	1.58E-09	1.45E-06	G43	female	larva
TRINITY_DN151741_c0_g1_i1	NA	NA	NA	NA	1.271459779	-5.417222294	5.76E-07	0.000176894	G43	female	larva
TRINITY_DN128402_c0_g1_i2	NA	NA	NA	NA	4.993866978	-5.408248523	2.12E-09	1.80E-06	G43	female	larva
TRINITY_DN105624_c0_g1_i1	usp13	Chr05	95267617	95267617	1.101761252	-5.361443016	1.54E-08	8.58E-06	G43	female	larva
TRINITY_DN124325_c0_g1_i1	NA	NA	NA	NA	4.474947184	-5.358873034	1.94E-08	9.73E-06	G43	female	larva
TRINITY_DN69434_c0_g2_i1	NA	NA	NA	NA	0.685866594	-5.358249149	1.89E-08	9.69E-06	G43	female	larva
TRINITY_DN133291_c0_g1_i1	NA	NA	NA	NA	3.590552419	-5.351762909	2.44E-10	3.46E-07	G43	female	larva
TRINITY_DN116966_c0_g1_i1	NA	NA	NA	NA	3.445313359	-5.325369569	4.80E-11	1.12E-07	G43	female	larva
TRINITY_DN135315_c3_g4_i2	NA	NA	NA	NA	0.657562987	-5.313107317	8.05E-06	0.001634352	G43	female	larva
TRINITY_DN83270_c0_g1_i1	dnm2	Chr03	127992323	127992323	4.911158444	-5.216743009	6.79E-09	4.69E-06	G43	female	larva
TRINITY_DN118281_c0_g1_i1	NA	NA	NA	NA	1.082581103	-5.184766098	1.13E-07	4.40E-05	G43	female	larva
TRINITY_DN133291_c0_g2_i1	ect2	Chr05	93110394	93110394	3.836537191	-5.18053194	1.15E-09	1.23E-06	G43	female	larva
TRINITY_DN126078_c0_g1_i1	NA	NA	NA	NA	1.539121213	-5.177776576	8.21E-09	5.38E-06	G43	female	larva
TRINITY_DN112272_c0_g1_i1	NA	NA	NA	NA	0.044341721	-5.163111735	4.30E-06	0.000957231	G43	female	larva
TRINITY_DN135535_c0_g1_i2	ctdspl2	Chr03	115925040	115925040	5.367215135	-5.149671868	1.78E-08	9.31E-06	G43	female	larva
TRINITY_DN119011_c0_g1_i1	NA	NA	NA	NA	3.855603595	-5.122920108	8.70E-10	9.68E-07	G43	female	larva
TRINITY_DN131690_c0_g1_i2	NA	NA	NA	NA	0.852826756	-5.114549179	1.27E-08	7.21E-06	G43	female	larva
TRINITY_DN121548_c0_g1_i1	NA	NA	NA	NA	1.81405537	-5.098498227	9.56E-07	0.000251995	G43	female	larva
TRINITY_DN121355_c0_g1_i4	NA	NA	NA	NA	1.074561523	-5.094790784	2.25E-06	0.000522909	G43	female	larva
TRINITY_DN135526_c5_g1_i1	postn	Chr02	148527377	148527377	0.827765279	-5.088309739	6.07E-06	0.001283217	G43	female	larva
TRINITY_DN127464_c0_g3_i1	NA	NA	NA	NA	0.462045151	-5.084168105	8.17E-09	5.38E-06	G43	female	larva
TRINITY_DN109929_c0_g1_i1	steap1	Chr06	20814169	20814169	2.478064095	-5.041153273	2.35E-10	3.46E-07	G43	female	larva
TRINITY_DN124448_c4_g1_i1	lhx6	Chr08	16228747	16228747	0.773135863	-5.033444181	1.20E-07	4.59E-05	G43	female	larva
TRINITY_DN135947_c1_g1_i1	rhof	Chr01	153580211	153580211	1.885221194	-5.021640784	7.56E-08	3.12E-05	G43	female	larva
TRINITY_DN128638_c0_g1_i2	NA	NA	NA	NA	4.876096136	-5.021281005	5.28E-10	6.43E-07	G43	female	larva
TRINITY_DN133823_c0_g1_i1	NA	NA	NA	NA	0.734365058	-4.974799251	1.74E-07	6.32E-05	G43	female	larva
TRINITY_DN120071_c0_g1_i2	NA	NA	NA	NA	2.789976948	-4.919958981	5.17E-07	0.000163275	G43	female	larva
TRINITY_DN133823_c0_g2_i1	NA	NA	NA	NA	3.539398312	-4.91699593	7.17E-07	0.000201945	G43	female	larva
TRINITY_DN130577_c0_g2_i5	NA	NA	NA	NA	0.831797899	-4.916211612	1.13E-08	6.70E-06	G43	female	larva
TRINITY_DN135585_c3_g1_i1	tmco1	Chr04	108906135	108906135	1.751987037	-4.886519956	8.73E-08	3.54E-05	G43	female	larva
TRINITY_DN119288_c0_g1_i2	Xetrov90006124m	Chr02	129202544	129202544	3.245728322	-4.845393213	5.25E-07	0.0001636	G43	female	larva
TRINITY_DN129651_c0_g4_i5	NA	NA	NA	NA	4.082265061	-4.798089305	2.28E-06	0.00052515	G43	female	larva
TRINITY_DN98655_c0_g1_i1	NA	NA	NA	NA	1.549517755	-4.745057841	6.68E-07	0.000194095	G43	female	larva
TRINITY_DN131553_c0_g1_i1	NA	NA	NA	NA	3.192425478	-4.723511883	8.22E-06	0.001654338	G43	female	larva
TRINITY_DN119751_c0_g1_i3	NA	NA	NA	NA	1.782543413	-4.706583052	1.07E-06	0.000268074	G43	female	larva
TRINITY_DN129116_c0_g1_i3	pigb	Chr03	90802306	90802306	0.882771449	-4.686855018	6.98E-07	0.000200438	G43	female	larva
TRINITY_DN119494_c0_g1_i1	NA	NA	NA	NA	1.732459651	-4.676646489	8.22E-07	0.000221357	G43	female	larva
TRINITY_DN132305_c3_g4_i3	NA	NA	NA	NA	1.354687295	-4.669217864	1.90E-06	0.000452935	G43	female	larva
TRINITY_DN129649_c3_g2_i1	NA	NA	NA	NA	2.179306327	-4.642688302	8.40E-05	0.013773024	G43	female	larva
TRINITY_DN126729_c2_g1_i2	NA	NA	NA	NA	0.869195174	-4.636947592	1.44E-06	0.000355691	G43	female	larva
TRINITY_DN131147_c0_g2_i1	ptrh2	Chr02	87231843	87231843	1.209557637	-4.634383143	5.78E-06	0.001232249	G43	female	larva
TRINITY_DN120818_c0_g1_i2	NA	NA	NA	NA	0.567110868	-4.607243768	2.58E-05	0.004710853	G43	female	larva
TRINITY_DN124438_c0_g1_i1	NA	NA	NA	NA	1.362602092	-4.591698821	4.46E-07	0.000144296	G43	female	larva
TRINITY_DN110103_c0_g1_i1	NA	NA	NA	NA	1.518455973	-4.563973049	7.64E-07	0.000210209	G43	female	larva
TRINITY_DN125285_c2_g1_i3	NA	NA	NA	NA	2.177762788	-4.560369969	9.85E-09	6.15E-06	G43	female	larva
TRINITY_DN123456_c0_g3_i1	NA	NA	NA	NA	2.005896334	-4.492178451	1.14E-07	4.40E-05	G43	female	larva
TRINITY_DN129711_c1_g5_i1	NA	NA	NA	NA	3.200031713	-4.459147268	8.10E-05	0.01336685	G43	female	larva
TRINITY_DN122293_c0_g1_i1	NA	NA	NA	NA	1.543542391	-4.440674068	3.38E-06	0.000764587	G43	female	larva
TRINITY_DN117740_c0_g1_i2	NA	NA	NA	NA	2.233417502	-4.426718632	3.45E-07	0.000114462	G43	female	larva
TRINITY_DN121071_c0_g1_i4	nkx2-4	Chr05	25188671	25188671	2.639040377	-4.420462375	3.75E-07	0.000123091	G43	female	larva
TRINITY_DN123462_c3_g1_i1	NA	NA	NA	NA	1.185838174	-4.409368139	2.19E-06	0.00051368	G43	female	larva
TRINITY_DN129466_c1_g5_i1	NA	NA	NA	NA	0.203156439	-4.386264843	4.33E-05	0.007424389	G43	female	larva
TRINITY_DN165190_c0_g1_i1	Xetrov90000956m	Chr01	49857945	49857945	1.408564816	-4.381459828	1.70E-08	9.23E-06	G43	female	larva
TRINITY_DN125519_c4_g4_i2	eral1	Chr03	40298751	40298751	1.287956859	-4.377575183	9.36E-07	0.000249315	G43	female	larva
TRINITY_DN123052_c0_g1_i2	NA	NA	NA	NA	0.602622224	-4.345027024	0.000184453	0.028416946	G43	female	larva
TRINITY_DN108208_c0_g1_i3	NA	NA	NA	NA	2.805370277	-4.339788345	1.96E-07	6.88E-05	G43	female	larva
TRINITY_DN127708_c1_g3_i1	gorasp1	Chr06	5780457	5780457	0.165514861	-4.311196788	6.71E-06	0.00139465	G43	female	larva
TRINITY_DN125971_c0_g1_i2	NA	NA	NA	NA	0.532432755	-4.299730534	1.08E-05	0.002109433	G43	female	larva
TRINITY_DN164909_c0_g1_i1	NA	NA	NA	NA	3.463540115	-4.25989216	1.82E-06	0.000439415	G43	female	larva
TRINITY_DN113538_c0_g1_i1	NA	NA	NA	NA	2.191345898	-4.238794732	2.25E-05	0.004202551	G43	female	larva
TRINITY_DN103838_c0_g1_i1	cpox-like	Chr02	16477067	16477067	3.032561977	-4.180733467	6.71E-08	2.81E-05	G43	female	larva
TRINITY_DN118738_c0_g2_i1	NA	NA	NA	NA	0.898260214	-4.128085267	7.36E-05	0.012302102	G43	female	larva
TRINITY_DN111232_c1_g1_i1	galns-like	Chr04	60915790	60915790	0.283916666	-4.031199474	5.49E-05	0.009301143	G43	female	larva
TRINITY_DN125309_c0_g1_i1	NA	NA	NA	NA	3.755078098	-3.99006112	2.33E-08	1.15E-05	G43	female	larva
TRINITY_DN123396_c0_g1_i4	NA	NA	NA	NA	4.48719686	-3.98297427	1.51E-09	1.45E-06	G43	female	larva
TRINITY_DN125119_c3_g4_i1	NA	NA	NA	NA	1.927891994	-3.96874925	9.96E-07	0.000255154	G43	female	larva
TRINITY_DN128648_c7_g8_i1	NA	NA	NA	NA	0.70215967	-3.968169624	0.000101095	0.016260441	G43	female	larva
TRINITY_DN130878_c0_g1_i3	NA	NA	NA	NA	0.47805999	-3.924127854	2.71E-05	0.004918674	G43	female	larva
TRINITY_DN117638_c0_g1_i1	NA	NA	NA	NA	1.262202374	-3.910451975	4.89E-06	0.001068224	G43	female	larva
TRINITY_DN121347_c0_g1_i2	hook2-like	scaffold_185	94113	94113	1.474049498	-3.851454336	6.17E-08	2.67E-05	G43	female	larva
TRINITY_DN117125_c0_g1_i1	NA	NA	NA	NA	3.423434578	-3.841147209	8.97E-09	5.74E-06	G43	female	larva
TRINITY_DN124147_c1_g3_i2	NA	NA	NA	NA	1.323088944	-3.765222551	1.25E-05	0.002413575	G43	female	larva
TRINITY_DN111236_c0_g1_i1	NA	NA	NA	NA	2.317032836	-3.74342717	5.81E-07	0.000176894	G43	female	larva
TRINITY_DN132704_c0_g2_i5	dgat2	Chr02	169548535	169548535	3.104588503	-3.739291124	7.29E-07	0.000202768	G43	female	larva
TRINITY_DN124263_c0_g1_i1	NA	NA	NA	NA	3.522298164	-3.663751365	2.19E-07	7.58E-05	G43	female	larva
TRINITY_DN124226_c0_g1_i1	NA	NA	NA	NA	0.137599669	-3.639005881	0.000290202	0.041003471	G43	female	larva
TRINITY_DN129237_c5_g4_i2	NA	NA	NA	NA	1.081000937	-3.609627966	6.93E-06	0.001418617	G43	female	larva
TRINITY_DN135315_c3_g6_i1	kiaa0232-like	Chr01	20451126	20451126	0.642895946	-3.595223947	3.93E-05	0.006880595	G43	female	larva
TRINITY_DN130577_c0_g1_i1	NA	NA	NA	NA	1.168566932	-3.580196965	1.03E-05	0.00202356	G43	female	larva
TRINITY_DN133404_c0_g2_i3	NA	NA	NA	NA	0.856371947	-3.430884136	2.75E-05	0.004921967	G43	female	larva
TRINITY_DN125119_c3_g6_i1	NA	NA	NA	NA	2.639423447	-3.398385519	1.50E-06	0.000364869	G43	female	larva
TRINITY_DN124411_c0_g2_i4	NA	NA	NA	NA	3.244765617	-3.375926805	4.46E-06	0.000982774	G43	female	larva
TRINITY_DN93558_c0_g2_i1	NA	NA	NA	NA	2.205605053	-3.373741823	2.00E-06	0.000473228	G43	female	larva
TRINITY_DN124649_c0_g1_i1	NA	NA	NA	NA	3.507372395	-3.372459469	5.91E-07	0.000177737	G43	female	larva
TRINITY_DN121788_c0_g1_i1	NA	NA	NA	NA	3.723365706	-3.32556838	9.83E-07	0.000255154	G43	female	larva
TRINITY_DN124256_c0_g1_i2	NA	NA	NA	NA	0.603203201	-3.299982813	0.000215886	0.031730211	G43	female	larva
TRINITY_DN108709_c0_g1_i2	NA	NA	NA	NA	3.391977625	-3.278154308	5.55E-06	0.001191849	G43	female	larva
TRINITY_DN133440_c0_g2_i2	NA	NA	NA	NA	1.582165965	-3.271855458	2.75E-05	0.004921967	G43	female	larva
TRINITY_DN117446_c0_g1_i2	NA	NA	NA	NA	4.739124858	-3.242111039	3.61E-08	1.62E-05	G43	female	larva
TRINITY_DN126089_c1_g1_i2	skiv2l2-like	Chr01	178712368	178712368	2.631050067	-3.19676856	6.21E-06	0.001300883	G43	female	larva
TRINITY_DN103834_c0_g4_i1	Xetrov90022714m	Chr09	3340566	3340566	0.029004578	-3.181136933	0.000230246	0.033647433	G43	female	larva
TRINITY_DN123821_c0_g1_i1	NA	NA	NA	NA	1.238413666	-3.15109905	7.94E-05	0.013177326	G43	female	larva
TRINITY_DN130933_c7_g1_i2	NA	NA	NA	NA	3.615282883	-3.145996763	3.50E-06	0.000784762	G43	female	larva
TRINITY_DN130816_c3_g1_i1	NA	NA	NA	NA	2.366803635	-3.103292145	1.02E-05	0.002014888	G43	female	larva
TRINITY_DN124339_c4_g2_i1	NA	NA	NA	NA	0.031290792	-3.072660801	9.35E-05	0.015228597	G43	female	larva
TRINITY_DN124339_c4_g3_i4	NA	NA	NA	NA	0.865018542	-3.056139692	4.06E-05	0.007063991	G43	female	larva
TRINITY_DN127070_c0_g1_i3	NA	NA	NA	NA	2.114933721	-3.04935019	9.07E-06	0.001812993	G43	female	larva
TRINITY_DN107978_c0_g1_i1	NA	NA	NA	NA	1.132443008	-3.034810391	2.58E-05	0.004710853	G43	female	larva
TRINITY_DN129649_c3_g1_i3	NA	NA	NA	NA	3.822007826	-2.971718924	9.98E-07	0.000255154	G43	female	larva
TRINITY_DN135835_c0_g1_i3	NA	NA	NA	NA	3.653994714	-2.94054968	0.000300153	0.042083171	G43	female	larva
TRINITY_DN120912_c0_g1_i3	NA	NA	NA	NA	1.106344324	-2.891648384	0.00026359	0.037871054	G43	female	larva
TRINITY_DN131183_c0_g2_i1	LOC101734118	Chr02	159127977	159127977	0.719384349	-2.850236277	0.000209192	0.031656057	G43	female	larva
TRINITY_DN114033_c0_g3_i2	NA	NA	NA	NA	1.428733956	-2.843029913	0.000121451	0.019291907	G43	female	larva
TRINITY_DN129730_c0_g1_i2	NA	NA	NA	NA	1.608809454	-2.791106937	0.000214847	0.031730211	G43	female	larva
TRINITY_DN129466_c1_g2_i3	NA	NA	NA	NA	1.096189806	-2.780453971	0.000210464	0.031661247	G43	female	larva
TRINITY_DN131450_c1_g5_i5	eml3	Chr04	41585277	41585277	2.351005355	-2.773944731	0.000126928	0.020037326	G43	female	larva
TRINITY_DN118674_c0_g1_i2	NA	NA	NA	NA	2.814622865	-2.770248978	5.17E-05	0.008808081	G43	female	larva
TRINITY_DN123296_c1_g1_i2	NA	NA	NA	NA	1.693069312	-2.752975065	2.24E-05	0.004202551	G43	female	larva
TRINITY_DN120412_c0_g1_i2	NA	NA	NA	NA	2.80180107	-2.735644998	2.36E-05	0.004366721	G43	female	larva
TRINITY_DN127464_c0_g13_i1	NA	NA	NA	NA	2.629210103	-2.533679575	4.17E-05	0.007200455	G43	female	larva
TRINITY_DN97559_c0_g1_i1	NA	NA	NA	NA	4.443810234	-2.510709265	0.000192739	0.029515681	G43	female	larva
TRINITY_DN116137_c0_g2_i2	wars2	scaffold_1854	17	17	1.642347668	-2.488010892	9.86E-05	0.015953329	G43	female	larva
TRINITY_DN128648_c7_g2_i1	NA	NA	NA	NA	2.742126608	-2.487337846	0.000301135	0.042083171	G43	female	larva
TRINITY_DN131370_c0_g1_i1	mafg	Chr10	20016369	20016369	3.364701789	-2.471113071	1.52E-05	0.002896473	G43	female	larva
TRINITY_DN126410_c3_g1_i3	NA	NA	NA	NA	5.17011364	-2.437969947	1.32E-05	0.00254735	G43	female	larva
TRINITY_DN132480_c0_g2_i5	NA	NA	NA	NA	3.019893279	-2.339225403	1.92E-05	0.003644163	G43	female	larva
TRINITY_DN123125_c7_g2_i1	morn1	Chr07	81541217	81541217	4.087844926	-2.030251936	0.000154735	0.024277263	G43	female	larva
TRINITY_DN128595_c0_g6_i1	NA	NA	NA	NA	4.752340531	-2.026439863	0.000214374	0.031730211	G43	female	larva
TRINITY_DN102894_c0_g1_i2	NA	NA	NA	NA	5.998675446	-14.88551524	7.32E-94	1.14E-90	G46	female	larva
TRINITY_DN119116_c0_g1_i1	ccdc28b	Chr02	82466852	82466852	5.359601764	-14.24629998	1.42E-69	5.12E-67	G46	female	larva
TRINITY_DN103637_c0_g2_i1	NA	NA	NA	NA	5.157001326	-14.0437609	2.27E-62	6.51E-60	G46	female	larva
TRINITY_DN119774_c0_g1_i2	NA	NA	NA	NA	5.129158272	-14.01438195	9.01E-100	2.25E-95	G46	female	larva
TRINITY_DN151741_c0_g1_i1	NA	NA	NA	NA	4.738147567	-13.6230719	3.81E-83	2.44E-80	G46	female	larva
TRINITY_DN126078_c0_g1_i1	NA	NA	NA	NA	4.73024097	-13.61463927	2.11E-93	3.10E-90	G46	female	larva
TRINITY_DN127129_c2_g3_i1	NA	NA	NA	NA	6.378606543	-13.41195137	1.12E-83	7.36E-81	G46	female	larva
TRINITY_DN83270_c0_g2_i1	NA	NA	NA	NA	4.286241384	-13.16881241	1.62E-78	8.07E-76	G46	female	larva
TRINITY_DN124389_c0_g1_i1	apbb3	Chr03	14114667	14114667	4.262423971	-13.14677515	1.83E-64	5.62E-62	G46	female	larva
TRINITY_DN103798_c0_g1_i1	ercc3	scaffold_33	1195941	1195941	6.865112502	-13.09839422	2.44E-96	7.04E-93	G46	female	larva
TRINITY_DN111028_c0_g1_i1	NA	NA	NA	NA	6.024976258	-13.05645752	4.88E-98	5.41E-94	G46	female	larva
TRINITY_DN132173_c9_g2_i1	zbtb10	Chr06	108817196	108817196	4.170596829	-13.05525095	1.20E-57	2.86E-55	G46	female	larva
TRINITY_DN124448_c4_g1_i1	rcn2	Chr07	76254321	76254321	3.79915727	-12.68027028	7.31E-64	2.22E-61	G46	female	larva
TRINITY_DN128402_c0_g1_i2	NA	NA	NA	NA	8.398604446	-12.67847167	8.67E-98	5.41E-94	G46	female	larva
TRINITY_DN123147_c0_g1_i1	ddx20	Chr02	72871752	72871752	3.739182	-12.62014153	1.96E-62	5.70E-60	G46	female	larva
TRINITY_DN74428_c0_g1_i1	NA	NA	NA	NA	8.863830545	-12.55346993	7.58E-90	7.27E-87	G46	female	larva
TRINITY_DN124226_c0_g1_i1	NA	NA	NA	NA	3.607120603	-12.48998889	1.31E-48	2.40E-46	G46	female	larva
TRINITY_DN135526_c5_g2_i2	NA	NA	NA	NA	3.555623373	-12.43637533	3.70E-56	8.39E-54	G46	female	larva
TRINITY_DN97753_c0_g2_i1	NA	NA	NA	NA	3.555074338	-12.43522336	3.55E-58	8.85E-56	G46	female	larva
TRINITY_DN123696_c0_g1_i1	NA	NA	NA	NA	3.444261482	-12.32770841	5.82E-42	8.65E-40	G46	female	larva
TRINITY_DN129649_c3_g2_i1	NA	NA	NA	NA	6.076777602	-12.3093902	2.45E-86	1.80E-83	G46	female	larva
TRINITY_DN136663_c13_g1_i1	fmo3	Chr04	97624423	97624423	6.936171715	-12.28218665	4.00E-97	1.66E-93	G46	female	larva
TRINITY_DN120071_c0_g1_i2	scn1b	Chr07	115930063	115930063	6.518917188	-12.25113043	2.82E-96	7.04E-93	G46	female	larva
