gid	gname	chr	start	end	logCPM	logFC.XY46.XX46	logFC.XY46.SR46	logFC.SR46.XX46	PV.XY46.XX46	PV.XY46.SR46	PV.SR46.XX46	FDR.XY46.XX46	FDR.XY46.SR46	FDR.SR46.XX46
TRINITY_DN127676_c1_g3_i5	NA	NA	NA	NA	1.45632264646075	-0.79220546876509	3.84247890130068	-4.63468437006577	0.353213852297476	0.00827387826953954	0.00256482787416396	0.557985441955125	0.634498324439157	0.0240470484077133
TRINITY_DN83270_c0_g1_i1	NA	NA	NA	NA	7.84399990851999	-12.2267307220046	4.81573679739662	-17.0424675194012	1.40140683982915e-98	0.0129766738996608	1.30557572693682e-40	2.94645788074079e-95	0.797671420611464	1.09798918635386e-36
TRINITY_DN125594_c3_g4_i2	NA	NA	NA	NA	3.11916155891342	0.0418950496180269	-1.47336407341331	1.51525912303134	0.923551163459648	0.00371265357495999	0.00639054808675491	0.96020092529307	0.373188245801755	0.0487404861634905
TRINITY_DN103880_c0_g1_i1	NA	NA	NA	NA	0.129611532681475	-0.267048268746687	3.97418914776498	-4.24123741651167	0.740820332251454	0.00574891087722775	0.00407870288347309	0.852998219364009	0.49885572220416	0.0345352139527994
TRINITY_DN121052_c0_g1_i2	NA	NA	NA	NA	2.20810804003455	0.858603330342078	-0.725553089723913	1.58415642006599	0.0441140508477433	0.138249058581664	0.00271796423533108	0.151675865752053	1	0.0252389538672812
TRINITY_DN124340_c1_g1_i4	NA	NA	NA	NA	3.46771403270633	-1.89458508704443	-0.990985933119487	-0.903599153924942	8.07211954854095e-06	0.0550563804837564	0.127298496449821	9.00350492986907e-05	1	0.375070681135437
TRINITY_DN124818_c1_g1_i2	NA	NA	NA	NA	3.33484999420625	-1.14259363540839	0.446723005343744	-1.58931664075214	0.00369128029195235	0.391309090885834	0.00576966754420324	0.0214242010043612	1	0.0450677127369188
TRINITY_DN84260_c0_g2_i1	xkr5	scaffold_13	875624	875624	0.788114981466886	-1.65909248630556	-0.0107800697583962	-1.64831241654716	0.00224918311913365	0.988018698644354	0.0353513621488355	0.0140081190066013	1	0.166246946321551
TRINITY_DN119040_c0_g1_i1	NA	NA	NA	NA	3.4749263152326	-1.69190384920769	-0.307798622367726	-1.38410522683996	9.06249542968287e-06	0.523336208602471	0.0115109161555736	0.000100415792573956	1	0.0758913438074174
TRINITY_DN117573_c0_g1_i2	NA	NA	NA	NA	6.5890851793308	-1.21025288922076	0.0928526631292382	-1.30310555235	0.000153289620541086	0.821872616050425	0.00479497155558153	0.00130394373777869	1	0.0391638499020142
TRINITY_DN124664_c0_g1_i1	NA	NA	NA	NA	2.41273207304725	1.23178340527509	-0.554949947390661	1.78673335266575	0.0168360143923675	0.351461252989737	0.0048433618787816	0.0737836795413293	1	0.0393825154531025
TRINITY_DN125330_c7_g1_i1	NA	NA	NA	NA	6.48405946693504	-1.41426781256513	0.228620929427392	-1.64288874199252	9.00360837409841e-06	0.58105902097231	0.000458650862143354	9.98949161295087e-05	1	0.00597098103812013
TRINITY_DN133320_c3_g4_i2	NA	NA	NA	NA	5.0233669666931	-1.25475095819023	-0.215607061079325	-1.0391438971109	2.28817315041064e-05	0.566241147100291	0.0135292891436897	0.000233916566389224	1	0.0852507405332896
TRINITY_DN130378_c8_g3_i1	NA	NA	NA	NA	3.62887929187145	-3.41244480470104	-0.637220900462628	-2.77522390423841	6.26299688423151e-14	0.249189827146037	4.49316663806689e-05	2.09756578366437e-12	1	0.000844099734016586
TRINITY_DN132540_c1_g2_i1	NA	NA	NA	NA	3.50285306144426	-1.773519421924	0.518830526475317	-2.29234994839931	7.28571878775676e-05	0.383034174312444	0.000741591534441324	0.000667460729902335	1	0.00894376406020774
TRINITY_DN129115_c3_g1_i1	glrx	Chr01	172667785	172667785	5.0971338654293	-1.14422500690083	0.476741592535914	-1.62096659943674	0.0050831647392164	0.377014088665533	0.00694291825363011	0.0278497820565537	1	0.0518464236671315
TRINITY_DN109892_c0_g1_i1	NA	NA	NA	NA	4.6031244379767	1.01885361053714	0.3213321695582	0.697521440978942	0.00332071126880738	0.455584961115671	0.113464435418566	0.0196209707990656	1	0.351007780868326
TRINITY_DN135360_c8_g1_i2	NA	NA	NA	NA	2.39749415790759	-1.72192808619611	0.123536283180238	-1.84546436937635	2.29161688917153e-05	0.816705743480236	0.00199481450711334	0.00023417373071607	1	0.0196447002622359
TRINITY_DN96290_c0_g1_i1	NA	NA	NA	NA	4.80804147061605	-1.77510767565431	1.75815561931104	-3.53326329496535	0.0152684416133889	0.0941694716293552	0.00332746843073061	0.0686304617683594	1	0.0295918323959581
TRINITY_DN109288_c0_g1_i1	NA	NA	NA	NA	0.0904279464838783	-4.12325940328033	0.199389993195838	-4.32264939647617	3.07176783859722e-09	0.851606752680489	6.61843606629074e-05	6.00315279378838e-08	1	0.00118511811179926
TRINITY_DN125629_c0_g2_i2	NA	NA	NA	NA	2.18959017073209	-1.99561633308107	-0.382902199164303	-1.61271413391677	4.18088186155659e-06	0.486990222945496	0.0095667872530863	4.95228400784379e-05	1	0.0660992155650986
TRINITY_DN114850_c0_g1_i1	NA	NA	NA	NA	5.71899173881987	-1.33406679439207	0.0566362843329988	-1.39070307872507	1.63605085682961e-05	0.887058677260752	0.00194995388529486	0.000172999007199544	1	0.0192704020861689
TRINITY_DN126089_c1_g1_i2	NA	NA	NA	NA	4.70610200017703	-6.72505210346656	-3.23637687611095	-3.48867522735561	2.58815824184715e-55	1.05054695474417e-12	7.70207630530394e-10	6.04622522609292e-53	2.20877497234963e-09	4.62674726625758e-08
TRINITY_DN126472_c2_g9_i2	NA	NA	NA	NA	6.51167669900414	-1.55787902076703	0.19750257345916	-1.75538159422619	4.54229306730366e-06	0.654031950996807	0.000482431860021162	5.34275310433899e-05	1	0.00622596206052885
TRINITY_DN121480_c0_g1_i2	NA	NA	NA	NA	5.61409795836053	-1.24252829687601	1.09361627248695	-2.33614456936296	0.0094185409288569	0.0966770974254185	0.00147339971344941	0.0464756087688362	1	0.0155539224980454
TRINITY_DN118525_c2_g1_i1	NA	NA	NA	NA	2.0772109634495	-1.66930559569922	0.0753581813617024	-1.74466377706092	3.37229500444396e-05	0.886514064462144	0.00291001302790426	0.000331320104992683	1	0.026659269678295
TRINITY_DN130422_c0_g2_i1	NA	NA	NA	NA	2.87561841314314	-1.10483787749245	-0.11915611086895	-0.985681766623498	0.00731554390594061	0.820581772014296	0.0893358099520371	0.0377290567014659	1	0.304400135106162
TRINITY_DN123549_c0_g1_i2	lasp1	Chr10	3688057	3688057	2.09005870657786	1.22565368940891	-0.439719686261143	1.66537337567005	0.00731553470228415	0.401691218343726	0.00299578011553447	0.0377290567014659	1	0.0272963280299512
TRINITY_DN127202_c3_g6_i1	gabra6	Chr03	15262639	15262639	2.33620208895385	-3.22159177341413	-0.289435126308761	-2.93215664710537	2.90645316169321e-12	0.624903319697263	2.40681108689586e-05	8.17500705345816e-11	1	0.000495571846313547
TRINITY_DN120594_c0_g1_i5	NA	NA	NA	NA	4.91765582518987	-2.20103284150856	-0.0995727754087184	-2.10146006609984	9.96806428389908e-14	0.791580965475476	1.88425251289905e-06	3.27466486826528e-12	1	5.29985405802041e-05
TRINITY_DN121704_c7_g2_i1	NA	NA	NA	NA	1.61897124650252	-1.84814555465993	0.057243911867759	-1.90538946652768	0.000750965012206026	0.936128537411499	0.0180303957339796	0.00538415665187782	1	0.105354247359761
TRINITY_DN109791_c0_g2_i1	NA	NA	NA	NA	2.15692912242775	-5.28101199580823	-2.58299190047766	-2.69802009533057	9.44832810419621e-14	0.0010405705977742	0.00426158575965136	3.12017432027317e-12	0.153529802233	0.0356616280981771
TRINITY_DN108436_c0_g1_i2	enpp6	Chr01	35674507	35674507	3.83809807893634	-1.38773912232695	0.160917521182833	-1.54865664350978	6.07730734984533e-05	0.72091093765787	0.00214561253853914	0.00057008570472787	1	0.0207966977899895
TRINITY_DN117189_c0_g2_i1	NA	NA	NA	NA	5.02530417835401	-1.28316269100779	0.080444474346948	-1.36360716535474	0.000290862159865814	0.860241532732156	0.00780078309579339	0.00233188824067826	1	0.0565800084121875
TRINITY_DN129219_c5_g2_i5	NA	NA	NA	NA	5.70750226835921	-2.13636956992758	0.0544637142625134	-2.19083328419009	6.24606237074512e-10	0.901979113077495	2.53254503392815e-05	1.32427019843613e-08	1	0.000518216635896246
TRINITY_DN122597_c0_g1_i2	NA	NA	NA	NA	2.08352332715577	-3.80454847548968	0.879030379567093	-4.68357885505677	6.11443809510297e-12	0.263733993009994	3.7556184067781e-07	1.6534541601227e-10	1	1.25668769765267e-05
TRINITY_DN130932_c0_g4_i5	NA	NA	NA	NA	4.90082483735725	1.21775578674351	1.00368797601666	0.214067810726856	0.000632033372390082	0.028753196554803	0.639174752491556	0.00462208753200051	1	0.829674281286307
TRINITY_DN130605_c0_g1_i4	NA	NA	NA	NA	3.50656420049292	-3.01745105938749	0.0329230654998204	-3.05037412488731	6.26858739945672e-14	0.949195732457596	8.70122458663295e-07	2.09756578366437e-12	1	2.66099268267575e-05
TRINITY_DN98334_c0_g1_i1	anxa9	Chr08	106137096	106137096	2.4387693920306	-6.81044064796526	4.79712457284925	-11.6075652208145	7.41649675710785e-26	0.0173481368294704	4.0928187321377e-14	6.11497428698795e-24	0.925449664813611	4.50924963370455e-12
TRINITY_DN125276_c0_g1_i7	NA	NA	NA	NA	1.85378797423903	-2.02777748114126	-0.0336917256741992	-1.99408575546706	1.54526172317685e-05	0.956096199744342	0.00388648528965402	0.000164363209425598	1	0.0333183907094702
TRINITY_DN122337_c0_g1_i2	NA	NA	NA	NA	2.34433730700941	-4.02763557939989	-0.0779304377529308	-3.94970514164696	4.92415384588976e-20	0.895408083015377	6.27520821204797e-09	2.71852082126474e-18	1	3.14133934900735e-07
TRINITY_DN124133_c0_g2_i4	NA	NA	NA	NA	2.60602549844128	-1.93449273415354	-0.228566533727379	-1.70592620042616	5.6127049057282e-06	0.674108290451759	0.0058135952680732	6.49282644527843e-05	1	0.0453126378169561
TRINITY_DN131832_c0_g1_i2	NA	NA	NA	NA	4.29874379525109	-1.12932604200973	0.396107875211972	-1.52543391722171	0.000765556475851136	0.370469768484352	0.00185035462328471	0.0054778757475111	1	0.0185108830870235
TRINITY_DN131925_c1_g2_i3	znhit1	Chr03	136889253	136889253	5.09739409211741	1.15302074207284	1.31102102992405	-0.158000287851205	0.00443881820908135	0.0142761452438522	0.764735152791332	0.0249593963045851	0.839597073432147	0.898403925596118
TRINITY_DN109308_c0_g1_i1	NA	NA	NA	NA	2.14069643313337	-2.70779912954104	-0.0981467014123717	-2.60965242812867	1.18368996876451e-10	0.858655756800517	3.30610229876214e-05	2.80417820769282e-09	1	0.000651155042917789
TRINITY_DN119624_c1_g1_i2	NA	NA	NA	NA	3.15949667382828	0.734778794794001	-0.68019659687347	1.41497539166747	0.0705624071771827	0.153778751787167	0.00552093794913015	0.208980936076165	1	0.0436656001431203
TRINITY_DN121548_c0_g1_i1	cln3-like	scaffold_318	151386	151386	4.35560364629183	-10.8574853883946	-1.1150243991416	-9.74246098925298	1.85937074621454e-69	0.414950373652098	4.21437813642961e-26	6.79882955463663e-67	1	1.41771680509492e-23
TRINITY_DN132525_c0_g1_i2	NA	NA	NA	NA	1.68949767441106	-1.46934484039632	-0.232826204213652	-1.23651863618267	0.00219866442173708	0.703490599983093	0.0680467544535686	0.0137307681585214	1	0.256227752447661
TRINITY_DN129702_c4_g2_i1	NA	NA	NA	NA	4.15560362211095	-2.00446927890838	0.058852048184598	-2.06332132709297	2.34962684734182e-08	0.898841969554755	0.000117416942993313	4.02178326719364e-07	1	0.00192615700371996
TRINITY_DN136182_c0_g2_i3	NA	NA	NA	NA	4.33428097391885	-1.19458195858713	-0.596318070188753	-0.598263888398374	0.00120941074813193	0.193145833733682	0.242824431013521	0.0081608540185527	1	0.529604114321503
TRINITY_DN128883_c0_g1_i2	NA	NA	NA	NA	2.73183396058556	1.37738579843537	0.797415322772254	0.579970475663119	0.000497829484336887	0.105023058940176	0.246351463306422	0.00374262154047069	1	0.533057240070415
TRINITY_DN123099_c0_g1_i6	NA	NA	NA	NA	3.19036189388137	-1.53723778809089	0.247603625964836	-1.78484141405572	0.00060758940557741	0.673166673075346	0.00706374536525781	0.00445883673726529	1	0.0525557643929975
TRINITY_DN104654_c0_g1_i1	NA	NA	NA	NA	1.7402150269134	-2.10649347699441	-0.412429536707844	-1.69406394028656	1.56549030497225e-05	0.505222930953004	0.0156856810181714	0.000166229063488263	1	0.0953564125930378
TRINITY_DN118275_c1_g1_i1	NA	NA	NA	NA	4.87658569711183	-1.09294545792175	-0.10354856887781	-0.989396889043938	0.000182239901369626	0.781179581572884	0.0167730657312194	0.00152097674877793	1	0.099905566834748
TRINITY_DN129467_c0_g1_i1	NA	NA	NA	NA	1.67245137417355	-2.1041079071448	-0.814155633516393	-1.28995227362841	3.15249115048897e-06	0.146962212146678	0.0401215723964382	3.83497356445693e-05	1	0.181020613655604
TRINITY_DN131611_c1_g2_i2	NA	NA	NA	NA	0.112156969144178	-3.04822953075761	-0.679780463153061	-2.36844906760454	1.41101401680236e-05	0.452669347294112	0.0185829984156741	0.000150910909893699	1	0.107357022765882
TRINITY_DN120766_c0_g2_i1	NA	NA	NA	NA	6.4359211526756	-1.6289275240857	0.214171001522769	-1.84309852560847	8.67101435502731e-07	0.618234919126586	0.000180708707569428	1.17365714687414e-05	1	0.00276991536572093
TRINITY_DN106277_c0_g1_i2	NA	NA	NA	NA	5.9371617841927	1.55200785899972	1.8714379509763	-0.319430091976576	0.00177334581641565	0.00525717825858136	0.617600686687301	0.0114049235146997	0.473709312371456	0.818299828018097
TRINITY_DN135269_c8_g2_i2	NA	NA	NA	NA	2.97858361230575	-1.07847940070814	0.387500848813746	-1.46598024952188	0.00428758498384448	0.437252062854986	0.00742814664113359	0.024243785105871	1	0.0544737014187029
TRINITY_DN116233_c0_g1_i1	NA	NA	NA	NA	2.14629359927544	1.35803277224682	0.684561289713009	0.673471482533815	0.00151576260315408	0.193275569274379	0.21295146775442	0.00992543225475664	1	0.495103319446363
TRINITY_DN120868_c0_g2_i1	NA	NA	NA	NA	1.70908698242937	-2.6435220394464	-0.382271291727688	-2.26125074771871	0.000493205233703179	0.687246341776362	0.0452749948989919	0.00371449792427797	1	0.196202013277493
TRINITY_DN111713_c0_g2_i1	NA	NA	NA	NA	3.3232074276541	-1.94090083603684	0.241312814468172	-2.18221365050502	2.32531863929979e-06	0.653907164490925	0.000413159226506376	2.8971747787424e-05	1	0.00551243113947956
TRINITY_DN129053_c3_g4_i1	NA	NA	NA	NA	0.414145149358927	2.73596590291897	0.774636812375151	1.96132909054382	2.98909910643047e-05	0.272938446314286	0.0123424854035627	0.000298082887174864	1	0.079907853921449
