gid	gname	chr	start	end	logCPM	logFC.XY46.XX46	logFC.XY46.SR46	logFC.SR46.XX46	PV.XY46.XX46	PV.XY46.SR46	PV.SR46.XX46	FDR.XY46.XX46	FDR.XY46.SR46	FDR.SR46.XX46
TRINITY_DN121931_c0_g1_i1	NA	NA	NA	NA	3.01918564564309	-3.03647146148973	0.0262471487509322	-3.06271861024067	1.89597647826099e-14	0.959415446924993	4.98526072793023e-07	6.73739247134152e-13	1	1.62294358923458e-05
TRINITY_DN117943_c0_g1_i3	NA	NA	NA	NA	2.11730827058566	-2.80138224501132	0.599204863935462	-3.40058710894678	1.20215844557262e-09	0.346035104317142	3.21798083190693e-06	2.44797882016119e-08	1	8.35284530751151e-05
TRINITY_DN119281_c1_g1_i1	sgsm3	Chr04	111398444	111398444	1.07424051813527	0.889730946934375	3.62634622754672	-2.73661528061234	0.101559633379405	4.47158681065458e-05	0.00214504199321299	0.266208989553281	0.0125353483592017	0.0207966977899895
TRINITY_DN101751_c0_g1_i1	NA	NA	NA	NA	3.3927078656155	-3.011108620704	0.316642564233437	-3.32775118493744	1.25716525494028e-14	0.5385105278894	5.74014882445087e-08	4.57695229179555e-13	1	2.29879293398247e-06
TRINITY_DN131079_c3_g2_i1	ninj2	scaffold_98	487503	487503	3.60122027235456	-3.83284608081731	-0.206240780393172	-3.62660530042414	3.16543608577942e-23	0.673076019796507	1.23349765053252e-09	2.15498744220801e-21	1	7.07298766430349e-08
TRINITY_DN126783_c1_g5_i3	NA	NA	NA	NA	4.04454968074238	-9.66824812577202	3.57052822629109	-13.2387763520631	9.44867434476142e-62	0.103156033522675	1.15257262801794e-26	2.7719773688178e-59	1	4.09569118378771e-24
TRINITY_DN122373_c0_g2_i1	NA	NA	NA	NA	0.736213192339971	-4.72139676388509	-0.464420168235386	-4.2569765956497	4.02935723846796e-10	0.649198748210572	0.000166006983804802	8.74876791106254e-09	1	0.00259340941262858
TRINITY_DN37225_c0_g1_i1	NA	NA	NA	NA	0.300788254364828	0	-10.3175600358066	10.3175600358066	1	4.58434401481217e-19	7.62644810535135e-14	1	1.92771665822852e-15	8.11878842607656e-12
TRINITY_DN131630_c1_g1_i1	NA	NA	NA	NA	0.978181568971316	-3.18176937053256	0.808812576249273	-3.99058194678184	4.10929426955185e-07	0.372074805702729	9.99506180909195e-05	5.83441161625172e-06	1	0.00167336038117711
TRINITY_DN135315_c2_g1_i1	NA	NA	NA	NA	2.63322676522358	-11.8242357902574	0	-11.8242357902574	4.22240246260668e-45	1	1.25823670790572e-18	6.91761130724458e-43	1	2.1743364479768e-16
TRINITY_DN118842_c0_g1_i2	NA	NA	NA	NA	4.00711598871921	-4.32044469849226	-0.271387386754341	-4.04905731173792	4.02486040518767e-29	0.572369517288609	1.47801324088371e-11	3.92074239470598e-27	1	1.17439413585066e-09
TRINITY_DN107052_c0_g1_i1	NA	NA	NA	NA	2.43811039854598	4.31656893516833	5.89511324247799	-1.57854430730966	0.000869087556300758	0.00269942026842911	0.329597190623017	0.00612659375397265	0.306026510128528	0.616945331980886
TRINITY_DN123427_c1_g1_i1	NA	NA	NA	NA	3.61185599721965	-4.02873611419419	0.12796461920715	-4.15670073340134	6.62415171443504e-22	0.812625189813467	4.36476765575746e-10	4.1781836938799e-20	1	2.71239132893499e-08
TRINITY_DN116815_c0_g2_i2	NA	NA	NA	NA	0.219645791461934	-5.15039213301906	-0.673283990579988	-4.47710814243907	2.72124088347546e-11	0.557654490395303	7.85206708652637e-05	6.85883191709149e-10	1	0.00137003909123831
TRINITY_DN117125_c0_g1_i1	egr2	Chr07	9525749	9525749	5.93003353453696	-8.3705607408369	0.704807565285943	-9.07536830612284	2.58377566645e-63	0.308048557669619	5.69033648881863e-26	7.85405542946188e-61	1	1.88904196859071e-23
TRINITY_DN103897_c0_g3_i1	LOC100486041-like	Chr01	65671663	65671663	3.25393175121166	-7.52326830150545	4.89422593931663	-12.4174942408221	3.2290500776212e-06	0.0771032271152032	0.000288914396057986	3.91677564703764e-05	1	0.00412992080030764
TRINITY_DN69456_c0_g1_i2	NA	NA	NA	NA	7.23523286559062	-12.0872868054299	0.537577484833064	-12.6248642902629	1.28446899901054e-99	0.637896286168348	4.89528960380614e-38	3.24071528450359e-96	1	9.50062743877146e-35
TRINITY_DN115118_c0_g1_i1	hddc2-like	Chr05	48536852	48536852	1.19598524834815	-2.4125452592433	1.36104292869957	-3.77358818794287	5.9300053956527e-05	0.125121556640778	0.000153696404848659	0.000557637108208415	1	0.00243426755173098
TRINITY_DN126078_c0_g1_i1	NA	NA	NA	NA	4.49010054440077	-13.6863323973152	0	-13.6863323973152	8.63374497345311e-89	1	6.90321661199135e-35	6.80716830250693e-86	1	5.46776203552008e-32
TRINITY_DN135230_c0_g1_i5	NA	NA	NA	NA	5.29610816697131	-7.05320553432154	0.184170298880794	-7.23737583320234	1.00865346644946e-71	0.728310315263544	1.05833180133762e-28	4.24138782641997e-69	1	4.45028522462467e-26
TRINITY_DN136529_c1_g2_i1	NA	NA	NA	NA	6.57215220741102	-5.44930715379958	-0.209611829039682	-5.2396953247599	3.98086535004821e-38	0.665921139809657	1.25390138333802e-14	5.28617014640612e-36	1	1.45118953677148e-12
TRINITY_DN134800_c12_g7_i1	NA	NA	NA	NA	0.910606422235541	-3.39888826034402	2.65044076918808	-6.0493290295321	1.25629478219269e-09	0.0133566399540322	2.44924449241321e-08	2.55409487145218e-08	0.806191449857016	1.06726146016555e-06
TRINITY_DN121488_c3_g6_i1	NA	NA	NA	NA	0.76237037030534	-3.64334092339424	0.173423965795659	-3.8167648891899	5.77614271387227e-09	0.844483653001733	8.23818093953459e-05	1.08917848035125e-07	1	0.00142362537742779
TRINITY_DN130057_c11_g2_i3	NA	NA	NA	NA	1.40970290294159	-3.8731097994753	-0.734540873056187	-3.13856892641911	2.82670824574613e-13	0.284648510822678	4.84575206493226e-05	8.81555612363102e-12	1	0.00090516315044658
TRINITY_DN130794_c4_g14_i1	hoxd9	Chr09	59933654	59933654	1.38506826991081	-4.2606569663578	-2.47799579477149	-1.7826611715863	1.69184229517711e-05	0.0240103898137124	0.184095037889462	0.000178388537382685	1	0.458001120388755
TRINITY_DN129466_c1_g3_i1	NA	NA	NA	NA	4.64880810445251	-3.76001719709613	-0.017051626450262	-3.74296557064587	1.65491029517818e-23	0.971062299605342	2.49241132235962e-10	1.13769446178053e-21	1	1.64186782410269e-08
TRINITY_DN129466_c1_g2_i3	NA	NA	NA	NA	4.22021538970024	-7.31693479527815	-0.337862550300933	-6.97907224497722	8.27881669829274e-50	0.620053072430552	6.56941087366584e-19	1.57048530299192e-47	1	1.15906458980832e-16
TRINITY_DN109646_c1_g1_i3	NA	NA	NA	NA	5.68741257184907	-4.42493557375675	0.285953719052317	-4.71088929280907	6.48432455315813e-38	0.504370461155417	3.87429074313432e-17	8.52080773313435e-36	1	5.7839263579455e-15
TRINITY_DN130955_c0_g1_i1	NA	NA	NA	NA	5.64290834807323	-5.62957436209166	-0.0421923679490611	-5.5873819941426	7.5952160970148e-56	0.922392235381809	5.16502767226748e-22	1.82502192502556e-53	1	1.17399683037215e-19
TRINITY_DN121209_c1_g1_i1	NA	NA	NA	NA	5.10702404100993	-3.03274766244669	-0.186684462356671	-2.84606320009002	3.1688479629773e-23	0.625281254169684	1.0525908145536e-09	2.15498744220801e-21	1	6.13322546216797e-08
TRINITY_DN124092_c5_g1_i1	NA	NA	NA	NA	1.29743378645024	-3.38761652878894	0.76098960381816	-4.1486061326071	0.000206644326896795	0.53697735533368	0.00558047755345377	0.00170380273451181	1	0.043998577710512
TRINITY_DN82182_c0_g1_i1	LOC733553	Chr03	107441880	107441880	1.60730566450505	-4.75661494011072	-0.111176287336063	-4.64543865277465	1.54591048347053e-14	0.896433220405177	1.69391118466828e-06	5.55602870341332e-13	1	4.84550784457831e-05
TRINITY_DN130941_c3_g2_i1	sord	Chr03	85902632	85902632	4.48038713590967	-3.24615124046967	-0.282239453458125	-2.96391178701155	6.58233951951774e-21	0.512216604047431	1.97043280401573e-08	3.88928398307805e-19	1	8.83019887128186e-07
TRINITY_DN135315_c3_g4_i2	NA	NA	NA	NA	4.72884917372392	-10.7267038251272	0.290891850904672	-11.0175956760319	4.62106943270744e-65	0.846194066363183	1.30083678232157e-25	1.49473822804114e-62	1	4.05186568123125e-23
TRINITY_DN126312_c0_g1_i4	psmc5	Chr10	8623474	8623474	6.48228394099103	-5.33758622444341	0.0716609961824571	-5.40924722062587	3.82962731410753e-47	0.870189683757992	3.30304206336231e-19	6.61791076266664e-45	1	5.99537778839072e-17
TRINITY_DN132268_c0_g1_i1	NA	NA	NA	NA	4.92387021122175	-3.15795006571417	0.057807063169463	-3.21575712888363	2.28404807367793e-23	0.885865390941034	7.06615064502298e-11	1.56169465850662e-21	1	5.05039605591869e-09
TRINITY_DN105833_c0_g3_i1	NA	NA	NA	NA	0.161968327442535	-1.53534137452588	7.14817353608011	-8.68351491060599	0.0903960338091023	0.00163185177923987	0.000174656922765451	0.2460293347361	0.216692738895905	0.00270177447049193
TRINITY_DN135954_c9_g5_i1	NA	NA	NA	NA	1.21362994007149	-2.34180081951755	0.984922980298578	-3.32672379981613	0.000101162887269044	0.249049572337297	0.000548993910359015	0.000896816460224168	1	0.00695337166584234
TRINITY_DN85639_c0_g1_i2	NA	NA	NA	NA	2.80751296419268	-3.18653131951275	-0.56920897800406	-2.61732234150869	4.76209260849115e-12	0.319561500901248	0.000127133048526873	1.30595213600252e-10	1	0.00206939794473097
TRINITY_DN129794_c1_g1_i1	opn1sw	Chr03	79523990	79523990	2.74901322095834	-3.04458522754751	0.0936841054142405	-3.13826933296176	1.84177937592699e-13	0.86322417783225	8.20893341841876e-07	5.88949222492243e-12	1	2.52267223077595e-05
TRINITY_DN104496_c0_g2_i1	NA	NA	NA	NA	0.927456746803593	-3.10496263154772	0.525679500290183	-3.6306421318379	2.4838620139906e-08	0.510966671123355	3.9221148912235e-05	4.23431341979614e-07	1	0.000751937376182135
TRINITY_DN123057_c1_g2_i1	tns3	Chr06	67686642	67686642	1.2990749657385	-3.30268802079105	2.61661100979763	-5.91929903058868	3.25851262852079e-06	0.0271156063710643	8.24553814466623e-06	3.95061382112348e-05	1	0.000193701049711293
TRINITY_DN134963_c2_g10_i1	NA	NA	NA	NA	0.35128137062878	1.82204212469341	8.63491005458961	-6.8128679298962	0.058005231420485	0.000111444585154299	0.00263915868237149	0.182409571075513	0.0263531107822211	0.0246249902205003
TRINITY_DN127832_c2_g2_i2	lctl-like	Chr03	116978631	116978631	1.63786262331535	-3.01434572424177	-0.657453762289801	-2.35689196195197	1.54135123053122e-09	0.297113151349768	0.00111026277549083	3.10361464854769e-08	1	0.0124276529838659
TRINITY_DN133291_c0_g2_i1	NA	NA	NA	NA	6.92556347831648	-10.6361649413693	0.163086950996617	-10.7992518923659	4.69528600812063e-97	0.837818807815359	9.92295290654268e-37	6.96835682264021e-94	1	1.21348849869701e-33
TRINITY_DN105993_c0_g1_i1	fam63a	Chr08	115105693	115105693	0.178520339524348	3.26343838011242	-1.58632920871337	4.84976758882579	0.0125330311284889	0.20617646229618	0.00140198837381363	0.0587638683091942	1	0.0149628454616404
TRINITY_DN127328_c1_g5_i1	NA	NA	NA	NA	2.93030068568271	-3.77648178499289	-0.321038574138969	-3.45544321085392	6.38937912762337e-17	0.573939720627075	5.85021875941501e-07	2.78899715207504e-15	1	1.87310938198021e-05
TRINITY_DN135256_c1_g1_i2	NA	NA	NA	NA	2.03624437943638	-3.30975204208362	-0.241685659789476	-3.06806638229415	2.63347397656144e-11	0.706362012617991	4.2426268613648e-05	6.65756998283017e-10	1	0.0008024098629103
TRINITY_DN129009_c1_g1_i3	NA	NA	NA	NA	4.67763014876118	-3.90443516659356	0.0422247001502164	-3.94665986674378	9.46825767970343e-33	0.918851404408097	2.50975727665914e-14	1.06170729448408e-30	1	2.82683821830849e-12
TRINITY_DN127491_c0_g1_i1	dnali1	Chr02	58958061	58958061	3.85492581403056	-3.91215929603692	-0.013965893422107	-3.89819340261481	7.77679712386155e-25	0.977020681576008	6.71632264941898e-11	5.83954141175675e-23	1	4.84150915556688e-09
TRINITY_DN117838_c2_g1_i2	Xetrov90001975m	Chr01	100592693	100592693	2.35111964735333	-5.48476315772531	1.24451192383421	-6.72927508155952	1.04836326760685e-27	0.157790331671485	2.84543500792842e-14	9.41288442765862e-26	1	3.16256939427463e-12
TRINITY_DN118637_c0_g1_i1	NA	NA	NA	NA	6.54919582625688	-2.79619863355215	0.335202718975629	-3.13140135252778	4.76410563389427e-13	0.499116352577191	2.55405668888894e-07	1.45342666436702e-11	1	8.94984031398165e-06
TRINITY_DN126304_c1_g1_i1	NA	NA	NA	NA	-0.0525271798293163	-7.5334524249053	-9.25866526007087	1.72521283516557	1.61092377152074e-06	1.70288885260004e-08	0.176552891906824	2.069430079199e-05	1.38593179842255e-05	0.447016997648479
TRINITY_DN49526_c0_g2_i1	NA	NA	NA	NA	2.86562112219352	-2.21777990354173	0.992933496997486	-3.21071340053922	5.63932092140683e-05	0.190601505632062	0.000274554566901163	0.000531888100362969	1	0.00396508970974033
TRINITY_DN112124_c0_g2_i1	NA	NA	NA	NA	3.51111992596989	-10.7814386638432	1.92289102384895	-12.7043296876922	2.32530291985038e-55	0.402293147762965	4.02673169184903e-23	5.48293389418926e-53	1	1.0262064705591e-20
TRINITY_DN118157_c1_g1_i1	NA	NA	NA	NA	6.81385416251497	-4.79754748064664	0.0469087547364261	-4.84445623538307	4.18060545673694e-40	0.913377581982545	1.33029166970324e-16	6.06187791226857e-38	1	1.90700334242119e-14
TRINITY_DN125133_c0_g2_i7	NA	NA	NA	NA	1.82990227749067	-3.32330095375153	0.260878994293534	-3.58417994804507	6.13264117930995e-11	0.705525694713347	6.23879756197459e-06	1.49638817170203e-09	1	0.000150052299798493
TRINITY_DN118702_c0_g1_i1	NA	NA	NA	NA	2.86513444727809	-2.81169997281459	0.236502432466211	-3.0482024052808	2.11250230338e-08	0.717647404026965	8.94979555291791e-05	3.63811830131586e-07	1	0.00152743592971245
TRINITY_DN122293_c0_g1_i1	NA	NA	NA	NA	4.4886522850186	-9.26956479980284	4.41149498883966	-13.6810597886425	1.76779291578546e-65	0.029822989042132	2.26334730542096e-29	5.86860727174566e-63	1	1.03825913665038e-26
TRINITY_DN128981_c1_g4_i1	NA	NA	NA	NA	2.92495299304947	-3.06190149521994	0.243514670789374	-3.30541616600931	4.17761947721031e-13	0.662148383536533	5.49907495930542e-07	1.28069671215087e-11	1	1.77419004121836e-05
TRINITY_DN122658_c0_g1_i4	NA	NA	NA	NA	1.63140883442815	-8.93074417527567	1.89490031865549	-10.8256444939312	4.78426089611004e-22	0.410163277000275	3.78208726401679e-10	3.06362696469178e-20	1	2.38555154177859e-08
TRINITY_DN130876_c2_g5_i1	NA	NA	NA	NA	0.382845475696287	-2.15141140861931	2.56346349202256	-4.71487490064188	0.00053198939924214	0.0173088144623114	3.23612930840198e-05	0.00396516766407067	0.925449664813611	0.000639369948715599
TRINITY_DN135835_c0_g1_i3	NA	NA	NA	NA	7.26468396215304	-7.35210497206563	0.239833033475121	-7.59193800554076	8.35937539501563e-65	0.62802254887065	1.13690602578515e-25	2.66970938248411e-62	1	3.58551737881991e-23
TRINITY_DN126739_c1_g1_i1	cdk11b	Chr07	70938877	70938877	3.36238886190066	0.325987454344029	11.351264876325	-11.025277421981	0.671155868674651	8.48491046355962e-08	2.09277785550023e-07	0.806639541841602	6.11640831416026e-05	7.45773803591396e-06
TRINITY_DN133220_c3_g3_i1	NA	NA	NA	NA	3.91949151509794	4.70533732934599	5.51188686618986	-0.806549536843871	0.0026852539173567	0.0148539702593473	0.648264814246776	0.0163568339129407	0.845667649562167	0.834944165779068
TRINITY_DN131144_c0_g1_i1	Xetrov90010349m	Chr04	7968188	7968188	1.94057805434534	2.53452114579954	4.62558861812264	-2.0910674723231	1.10909054436755e-07	1.15801887756691e-09	0.00548765157526795	1.70936801676196e-06	1.08210430670419e-06	0.0434704707202544
TRINITY_DN108450_c0_g1_i2	NA	NA	NA	NA	5.13028933241277	-2.87923772867539	0.143840645862085	-3.02307837453747	6.5683427370244e-20	0.721300430525862	6.50686445746384e-10	3.59477846540403e-18	1	3.9594939658795e-08
TRINITY_DN102581_c0_g1_i2	NA	NA	NA	NA	1.17373141278794	-5.21146844465651	1.26206970636461	-6.47353815102112	9.92291847746099e-18	0.267204061965995	1.3395738080728e-09	4.6708065892974e-16	1	7.61203765262987e-08
