ID	Am2_274	Am2_275	Am4_271	Am4_272	Am5_273	Am5_274
TRINITY_DN102272_c0_g1_i1	371	386	300	273	266	254
TRINITY_DN102276_c0_g1_i1	75	62	45	66	70	57
TRINITY_DN102279_c0_g1_i1	3136	3220	1930	1956	1392	1163
TRINITY_DN102288_c0_g1_i1	163	161	115	107	145	125
TRINITY_DN102312_c0_g1_i1	11573	14180	9212	10016	14516	12143
TRINITY_DN102326_c0_g6_i1	126	107	81	150	129	78
TRINITY_DN102393_c0_g1_i1	4365	3818	3220	3481	4523	3478
TRINITY_DN102400_c0_g1_i1	1937	1642	1797	1868	1381	1004
TRINITY_DN102455_c0_g1_i1	511	508	525	311	582	517
TRINITY_DN102459_c0_g1_i1	63	43	43	49	74	67
TRINITY_DN102469_c0_g1_i1	141	86	89	81	71	78
TRINITY_DN10248_c0_g1_i1	32	7	28	24	30	30
TRINITY_DN102493_c0_g1_i1	2042	2273	1346	1495	1161	804
TRINITY_DN102496_c0_g1_i1	9186.98	8924	8285.98	8044.98	7621	5663.97
TRINITY_DN102500_c0_g1_i1	523	484	381	340	405	353
TRINITY_DN102539_c0_g1_i1	892	999	618	603	708	767
TRINITY_DN102559_c0_g2_i1	284	370	166	172	97	60
TRINITY_DN102581_c0_g1_i2	25.0925	37.8708	22.7475	42.3971	26.9091	22.0197
TRINITY_DN102595_c0_g1_i2	64	57	37	40	52	60
TRINITY_DN102921_c0_g1_i1	2	4	2	2	4	0
TRINITY_DN103107_c0_g1_i1	2476	2164	2220	2349	2340	1959
TRINITY_DN103150_c0_g1_i1	169	160	119	139	92	76
TRINITY_DN103157_c0_g1_i2	119.058	131.994	72.2607	96.8144	72.0232	92.064
TRINITY_DN103196_c0_g1_i2	1463	1114	1251	1237	926	726
TRINITY_DN103209_c0_g3_i2	3147	2617	2733	2582	2472	1804
TRINITY_DN103509_c0_g1_i1	1750	1739	2134	1919	1395	1115
TRINITY_DN103526_c0_g1_i1	165	179	148	170	248	214
TRINITY_DN103537_c0_g2_i1	520.871	520.252	317	445.67	314.312	237.219
TRINITY_DN103544_c0_g1_i2	63	83	34	32	24	31
TRINITY_DN103549_c0_g1_i1	4694	4452	4145	4231	2937	2178
TRINITY_DN103557_c0_g2_i2	1194	1156	837	935	1102	945
TRINITY_DN103565_c0_g4_i1	387	353	371	375	311	227
TRINITY_DN103567_c0_g1_i1	3397	3600	2843	2855.47	2286.46	2429.94
TRINITY_DN103584_c0_g2_i1	15	13	18	18	22	29
TRINITY_DN103614_c0_g2_i2	29	26	15	28	33	19
TRINITY_DN103615_c0_g1_i1	6550	6010	6781	7073	4138	2483
TRINITY_DN103621_c0_g1_i2	279.023	325.091	394.667	405.781	294.722	250.492
TRINITY_DN103622_c0_g3_i3	927.208	956.02	454.676	565.8	602.573	563.246
TRINITY_DN103630_c0_g1_i1	2146.48	1889.64	1723.39	1705.71	1577.77	1377.89
TRINITY_DN103637_c0_g3_i1	164	196	128	116	56	63
TRINITY_DN103653_c0_g1_i1	123	89	79	95	130	111
TRINITY_DN103657_c0_g2_i2	14	12	3	4	6	5
TRINITY_DN103662_c0_g1_i1	124	129	82	102	137	70
TRINITY_DN103690_c0_g1_i1	97	113	74	131	65	74
TRINITY_DN103698_c0_g1_i1	146	207	92	82	97	138
TRINITY_DN103704_c0_g1_i1	123	175	196	165	196	246
TRINITY_DN103708_c0_g1_i1	4	10	1	4	5	7
TRINITY_DN103714_c0_g1_i2	5741	5996	4771	5146	5284	4748
TRINITY_DN103720_c0_g1_i2	122	71	128	136	170	145
TRINITY_DN103733_c0_g2_i1	3911	3177	3400	3346	3302	2542
TRINITY_DN103741_c0_g1_i2	244	215	232	111	173	145
TRINITY_DN103776_c0_g1_i1	1049	953	968	425	899	1507
TRINITY_DN103783_c0_g1_i1	318	309	289	303	271	211
TRINITY_DN103812_c0_g1_i2	2504	2452	2179	2186	1952	1391
TRINITY_DN103830_c0_g1_i1	52	64	43	49	64	78
TRINITY_DN103838_c0_g1_i1	11	9	18	20	11	4
TRINITY_DN103847_c0_g1_i1	125	198	94	97	62	86
TRINITY_DN103855_c0_g1_i1	190	206	189	162	156	126
TRINITY_DN103859_c0_g1_i1	8	19	7	9	12	4
TRINITY_DN103860_c0_g1_i1	680	604	580	615	429	290
TRINITY_DN103862_c0_g1_i1	148.179	110.544	208.384	188.63	153.781	169.761
TRINITY_DN103877_c0_g1_i1	40	45	17	10	60	100
TRINITY_DN103882_c0_g1_i1	93	111	142	127	156	143
TRINITY_DN103890_c0_g1_i2	436	396	412	308	322	279
TRINITY_DN103891_c0_g1_i1	324	206	290	259	297	231
TRINITY_DN103896_c0_g1_i2	950	933	1007	557	1173	1085
TRINITY_DN103912_c0_g1_i1	1418	1593	1944	1966	1636	1352
TRINITY_DN103926_c0_g2_i1	123	130	60	99	79	64
TRINITY_DN103986_c0_g1_i1	134	134	105	106	128	141
TRINITY_DN103989_c0_g1_i1	2523	2218	1913	2110	1375	1027
TRINITY_DN104027_c0_g1_i1	77	83	69	86	69	66
TRINITY_DN104136_c0_g1_i1	9	7	5	5	10	5
TRINITY_DN104140_c0_g1_i1	12	13	6	5	7	1
TRINITY_DN104155_c0_g1_i1	125	119	130	153	181	150
TRINITY_DN104173_c0_g1_i1	686	617	476	478	540	550
TRINITY_DN104207_c0_g1_i1	24	44	23	24	26	20
TRINITY_DN104287_c1_g1_i1	149	223	231	238	256	214
TRINITY_DN104334_c0_g1_i1	116	117.187	98	77	78	76
TRINITY_DN104339_c0_g1_i2	691	840	421	458	305	419
TRINITY_DN104365_c0_g3_i1	344	302	249	222	272	184
TRINITY_DN104396_c0_g1_i1	264	393	407	618	368	233
TRINITY_DN104428_c0_g1_i2	1749.64	1797.49	1442.23	1588.57	760.102	562.271
TRINITY_DN104436_c0_g1_i1	21	31	18	12	8	7
TRINITY_DN104463_c0_g1_i1	76	63	38	34	56	33
TRINITY_DN104464_c0_g1_i1	194	189	185	151	158	132
TRINITY_DN104496_c0_g2_i1	39	67	39	34	36	39
TRINITY_DN104508_c0_g2_i3	339	368	379	313	401	407
TRINITY_DN104546_c0_g1_i1	30	35	72	57	82	60
TRINITY_DN104583_c0_g1_i1	290	283	163	161	239	242
TRINITY_DN104654_c0_g1_i1	100	134	143	94	58	64
TRINITY_DN104658_c0_g2_i1	28.4757	21.2138	31.5757	13.3679	21.676	15
TRINITY_DN104667_c0_g1_i3	1702	1695	942	1157	1537	1165
TRINITY_DN104694_c0_g1_i1	484	542	287	265	179	230
TRINITY_DN104721_c0_g1_i1	783	848	412	276	417	432
TRINITY_DN104732_c0_g1_i1	19	14	14	14	14	16
TRINITY_DN104740_c0_g1_i2	482	478	548	511	554	449
TRINITY_DN104748_c0_g2_i1	233	306	156	119	63	99
TRINITY_DN104751_c0_g1_i2	736	584	430	459	529	423
TRINITY_DN104757_c0_g1_i1	110.231	114.139	49.0521	73	118.13	66.4657
TRINITY_DN104783_c1_g1_i1	158	132	129	140	127	131
TRINITY_DN104786_c0_g1_i1	3	4	1	4	2	2
TRINITY_DN104789_c0_g1_i1	165	298	137	133	110	85
TRINITY_DN104801_c0_g1_i1	787	785	838	693	590	465
TRINITY_DN104812_c0_g1_i2	291	274	281	343	239	184
TRINITY_DN104838_c0_g1_i1	89	95	37	46	26	35
TRINITY_DN104874_c0_g2_i2	1396	1423	1166	1303	1207	1006
TRINITY_DN104919_c0_g1_i1	2658	2275	2642	2736	2877	2223
TRINITY_DN104942_c0_g1_i2	2054	1943	1280	1529	915	608
TRINITY_DN104972_c0_g1_i2	9851	7759	8331	9509	10454	7176
TRINITY_DN105030_c0_g1_i1	18	11	5	12	11	10
TRINITY_DN105039_c0_g1_i1	445	479	463	359	497	637
TRINITY_DN105042_c0_g2_i1	1333	1621	967	900	1039	1279
TRINITY_DN105056_c0_g1_i3	316	342.28	265.081	230.144	327.667	283.128
TRINITY_DN105060_c0_g2_i3	195	141	134	193	211	153
TRINITY_DN105062_c0_g1_i1	0	0	0	0	0	0
TRINITY_DN105074_c0_g4_i1	15	18	11	9	6	9
TRINITY_DN105118_c0_g1_i1	130.391	147.835	160.308	110.686	61.9176	93.5893
TRINITY_DN105151_c0_g1_i1	203	224	136	138	184	141
TRINITY_DN105227_c0_g1_i1	368	249	289	389	374	282
TRINITY_DN105232_c0_g1_i1	36	31	19	27	27	31
TRINITY_DN105250_c0_g1_i2	2302	1959	2340	2270	2189	1913
TRINITY_DN105266_c0_g2_i1	5	4	4	4	4	2
TRINITY_DN105273_c0_g1_i2	451	423	354	349	271	209
TRINITY_DN105309_c0_g3_i1	185	208	189	185	181	90
TRINITY_DN105353_c0_g2_i2	337	282	202	176	204	269
TRINITY_DN105372_c0_g2_i1	777	1136	342	353	307	378
TRINITY_DN105387_c0_g2_i3	73	82	50	50	67	62
TRINITY_DN105400_c0_g1_i3	578	526	438	449	558	476
TRINITY_DN105413_c0_g1_i1	933	729	785	788	916	721
TRINITY_DN105435_c0_g1_i1	17	22	35	34	26	18
TRINITY_DN105438_c0_g1_i1	24	28	28	17	31	22
TRINITY_DN105440_c0_g1_i1	249	261	194	186	237	191
TRINITY_DN105441_c0_g2_i3	901	962	897	977	764	654
TRINITY_DN105453_c0_g1_i1	1551	1259	1451	1487	1787	1401
TRINITY_DN105472_c0_g3_i2	4119	4159	2780	3175	2552	1810
TRINITY_DN105481_c1_g1_i1	288	339	128	161	129	157
TRINITY_DN105496_c0_g1_i1	2	5	0	0	3	2
TRINITY_DN105503_c0_g2_i1	0	0	0	1	1	0
TRINITY_DN105513_c0_g1_i1	116	134	61	64	57	91
TRINITY_DN105534_c0_g1_i1	8	15	8	6	7	5
TRINITY_DN105560_c0_g1_i2	655	420	434	444	705	577
TRINITY_DN105578_c0_g1_i1	28	55	31	29	22	16
TRINITY_DN105592_c1_g1_i2	355	276	274	196	194	241
TRINITY_DN105601_c0_g1_i1	260	263	202	239	228	216
TRINITY_DN105618_c0_g1_i1	64	64	44	76	53	62
TRINITY_DN105624_c0_g1_i1	1	0	5	1	1	0
TRINITY_DN105635_c0_g1_i1	723	710	798	801	645	475
TRINITY_DN105647_c0_g2_i1	0	0	1	2	1	1
TRINITY_DN105669_c0_g5_i1	141	154	109	105	165	139
TRINITY_DN105682_c0_g3_i1	359	283	329	303.614	166	146
TRINITY_DN105687_c0_g2_i1	2652	2847	2077	2121	2047	1349
TRINITY_DN105705_c0_g1_i1	67.5256	65.7245	74.9369	56.3879	117.405	117.631
TRINITY_DN105709_c0_g1_i2	22	19	14	12	21	23
TRINITY_DN105721_c0_g1_i1	157	93	67	30	52	73
TRINITY_DN105726_c0_g1_i1	150	129	94	67	59	103
TRINITY_DN105741_c0_g1_i2	83	63	59	55	69	40
TRINITY_DN105744_c0_g1_i1	192	182	207	225	258	208
TRINITY_DN105809_c0_g1_i1	1411	1098	1236	1119	1278	952
TRINITY_DN105848_c0_g1_i1	9	4	4	6	12	8
TRINITY_DN105850_c0_g2_i1	253	201	195	231	255	200
TRINITY_DN105885_c0_g1_i1	171.566	173.532	270.344	226.313	206.772	166
TRINITY_DN105901_c0_g1_i1	44	56	29	43	27	34
TRINITY_DN105902_c0_g1_i1	33	38	54	46	14	34
TRINITY_DN105911_c1_g5_i1	93	76	93	73	72	61
TRINITY_DN105940_c0_g1_i2	114	107	89	87	57	58
TRINITY_DN105985_c0_g1_i1	21	27	5	18	13	21
TRINITY_DN106065_c0_g1_i2	1250	1302	1091	1186	1000	699
TRINITY_DN106090_c0_g2_i1	1976	1819	1829	1861	1505	1318
TRINITY_DN106100_c0_g2_i1	131	128	63	81	110	82
TRINITY_DN106101_c0_g1_i1	10496	11133	7811	8603	8447	6848
TRINITY_DN106130_c0_g1_i1	31	103	35	44	61	39
TRINITY_DN106138_c0_g2_i1	46.0901	42.0342	29.6057	23.5755	28.4505	30.6994
TRINITY_DN106189_c0_g2_i1	268.014	297.965	279.126	262.592	195.205	191.855
TRINITY_DN106219_c0_g3_i1	1056	959	924	1039	713	522
TRINITY_DN106229_c0_g1_i2	343	366	169	188	329	264
TRINITY_DN106256_c0_g3_i3	375	423	482	718	629	609
TRINITY_DN106296_c0_g1_i1	47	80	51	50	35	54
TRINITY_DN106298_c0_g1_i1	7	9	9	14	9	6
TRINITY_DN106339_c0_g2_i1	1	4	0	0	0	0
TRINITY_DN106354_c0_g2_i1	47	60	9	16	24	18
TRINITY_DN106366_c0_g5_i1	633	906	537	527	906	794
TRINITY_DN106368_c0_g2_i1	638	640	503	450	744	630
TRINITY_DN106392_c0_g2_i2	684	732	731	751	633	487
TRINITY_DN106419_c0_g1_i2	418.787	394.566	231.453	293.958	267.252	152.365
TRINITY_DN106429_c0_g1_i1	4044	4160	4757	4859	3255	2207
TRINITY_DN106447_c0_g1_i1	1986	1931	1409	1443	1275	1104
TRINITY_DN106464_c0_g2_i1	55	52	22	36	47	33
TRINITY_DN106465_c0_g1_i1	4689	5080	3900	4517	3744	2304
TRINITY_DN106476_c0_g1_i1	4614	4726	4178	4950	2475	1781
TRINITY_DN106492_c0_g1_i4	107	132	42	59	85	57
TRINITY_DN106502_c0_g1_i1	87	115	103	74	139	128
TRINITY_DN106515_c0_g1_i1	111	125	67	67	77	81
TRINITY_DN106620_c0_g1_i1	655	575	451	496	678	614
TRINITY_DN106653_c0_g2_i1	888	822	826	881	593	438
TRINITY_DN106674_c0_g1_i1	11	12	7	7	12	11
TRINITY_DN106700_c0_g2_i1	1113	1055	731	861	668	520
TRINITY_DN106706_c0_g1_i4	1156	824	837	923	921	733
TRINITY_DN106733_c0_g1_i1	349	339	206	268	223	228
TRINITY_DN106770_c0_g1_i1	44	74	40	41	37	19
TRINITY_DN106792_c0_g3_i1	0	0	0	1	1	1
TRINITY_DN106830_c0_g1_i1	1	7	6	4	6	4
TRINITY_DN106850_c0_g1_i1	720	649	553	630	429	380
TRINITY_DN106866_c0_g3_i1	89	168	60	116	129	51
TRINITY_DN106899_c0_g2_i1	12	2.01843	5	3	4	3
TRINITY_DN106923_c0_g1_i1	26	30	26	25	14	20
TRINITY_DN106942_c0_g1_i1	118.775	140.95	98.8932	91.4217	120.324	118.416
TRINITY_DN106959_c0_g2_i1	3253	3529	3381	3256	2563	1821
TRINITY_DN107055_c0_g1_i1	94	91	56	58	52	49
TRINITY_DN107060_c0_g1_i1	266	251	95	81	63	78
TRINITY_DN107124_c0_g2_i1	5	4	3	3	7	7
TRINITY_DN107137_c0_g1_i1	37	41	15	19	34	38
TRINITY_DN107170_c0_g1_i1	8	0	7	0	0	0
TRINITY_DN107178_c0_g3_i1	2461	2521	2599	2320	1770	1497
TRINITY_DN107214_c0_g1_i1	208	179	144	116	135	109
TRINITY_DN107229_c0_g1_i1	3	2	2	1	0	1
TRINITY_DN107234_c0_g1_i1	445	555	316	285	239	298
TRINITY_DN107308_c0_g1_i1	189	213	203.456	194.427	148	142.862
TRINITY_DN107374_c0_g2_i1	86	82	76	55	70	77
TRINITY_DN107396_c0_g1_i2	174	168	117	170	167	163
TRINITY_DN107447_c0_g1_i1	4	2	2	1	1	0
TRINITY_DN107449_c0_g1_i2	1459	1509	1044	1091	796	752
TRINITY_DN107450_c0_g3_i2	185	182	149	135	140	123
TRINITY_DN107472_c0_g1_i1	325	337	212	174	234	236
TRINITY_DN107473_c0_g2_i2	364.363	282	332	308.215	264	232
TRINITY_DN107522_c0_g2_i2	38	27	36	45	38	41
TRINITY_DN107524_c0_g1_i2	1180.15	1306.43	1064.35	976.03	855.427	618.809
TRINITY_DN107530_c1_g1_i1	8594	8854	6347	6531	5290	5036
TRINITY_DN107586_c0_g1_i2	1536	1714	1390	1514	1202	1104
TRINITY_DN107605_c0_g1_i1	48	44	40	30	34	39
TRINITY_DN107632_c0_g1_i1	1	2	5	3	3	0
TRINITY_DN107645_c0_g1_i1	723.913	669	654.851	716.929	587	442
TRINITY_DN107651_c0_g1_i1	10	30	16	8	12	17
TRINITY_DN107659_c0_g1_i1	846	787	675	978	1195	967
TRINITY_DN107672_c0_g2_i1	19860	15843	19939	18935	19574	13341
TRINITY_DN107696_c0_g1_i4	830	667	550	612	658	579
TRINITY_DN107704_c0_g1_i1	6899	4941	1399	3694	18354	10370
TRINITY_DN107740_c0_g1_i1	142.41	147.262	115.787	111.616	109.651	108.508
TRINITY_DN107742_c0_g1_i1	7	4	354	210	3	3
TRINITY_DN107748_c0_g3_i1	1576	2229	762	909	435	528
TRINITY_DN107751_c0_g1_i1	919	1517	903	983	933	784
TRINITY_DN107757_c0_g1_i1	9885	7505	8315	8792	8632	4445
TRINITY_DN107761_c0_g1_i1	54	52	46	42	89	45
TRINITY_DN107774_c0_g1_i2	3428	3365	2778	2968	2889	2240
TRINITY_DN107777_c0_g6_i1	1723.04	1685.57	1139.42	1140.07	888.872	887.73
TRINITY_DN107783_c0_g1_i1	48	45	28	42	62	34
TRINITY_DN107787_c0_g1_i1	994	867	988	855	819	742
TRINITY_DN107852_c0_g1_i2	1060	1222	1023	976	1140	873
TRINITY_DN107898_c0_g1_i1	548	573	549	529	323	248
TRINITY_DN107915_c0_g1_i1	5338	5771	6494	5917	6950	4831
TRINITY_DN107920_c0_g1_i1	340	411	315	451	233	130
TRINITY_DN107928_c0_g1_i1	40	42	25	18	10	27
TRINITY_DN107988_c0_g2_i2	563	564	363	335	472	538
TRINITY_DN107990_c0_g1_i1	2655	2175	2441	1936	1776	1658
TRINITY_DN108052_c0_g1_i1	787	647	581	939	421	225
TRINITY_DN108061_c0_g1_i1	1680	1473	1522	1566	1146	874
TRINITY_DN108071_c0_g1_i1	29	18	18	26	34	42
TRINITY_DN108116_c0_g2_i2	4167	3722	4093	4956	4089	3015
TRINITY_DN108119_c0_g1_i1	407	317	293	253	304	257
TRINITY_DN10812_c0_g1_i1	1710	1647	1827	2173	1679	1232
TRINITY_DN108126_c0_g2_i2	2058	1978	1508	1404	1437	1342
TRINITY_DN108144_c0_g2_i1	72	91	68	84	47	47
TRINITY_DN108146_c0_g1_i2	7299	7479	5812	5997	6905	5340
TRINITY_DN108182_c0_g5_i1	2668	2559	1783	1799	2639	1955
TRINITY_DN108186_c0_g2_i5	341	298	295	278	299	326
TRINITY_DN108196_c0_g1_i1	459	673	600	617	591	442
TRINITY_DN108203_c0_g2_i1	36	26	16	11	9	23
TRINITY_DN108207_c0_g2_i1	15086	12666	18107	17226	11262	9234
TRINITY_DN108215_c0_g1_i2	215	332	247	236	252	277
TRINITY_DN108227_c0_g1_i1	915	830	623	755	663	506
TRINITY_DN108243_c0_g2_i1	845	908	887	806	505	472
TRINITY_DN108276_c0_g2_i1	341	342	210	245	209	153
TRINITY_DN108300_c0_g1_i1	24.1878	28.3421	28.5472	38.9646	16.6016	19.5601
TRINITY_DN108303_c0_g1_i1	307	258	109	141	189	163
TRINITY_DN108305_c0_g1_i1	1	6	1	2	5	2
TRINITY_DN108305_c0_g2_i1	3	8	4	4	4	2
TRINITY_DN108314_c0_g1_i2	388.374	417.345	326.896	324.621	435.241	409.729
TRINITY_DN108316_c0_g1_i1	991	1093	844	930	966	735
TRINITY_DN108339_c0_g1_i1	3	25	2	0	3	5
TRINITY_DN108376_c0_g1_i4	98.7671	94.813	76.7936	99.2141	96.666	87.8908
TRINITY_DN108393_c0_g1_i2	22	7	5	6	3	4
TRINITY_DN108410_c0_g1_i1	241	255	116	115	221	172
TRINITY_DN108423_c0_g1_i1	62	45	36	30	35	40
TRINITY_DN108427_c0_g3_i5	1024	989	876	1035	634	684
TRINITY_DN108429_c0_g2_i1	703	616	566	595	696	608
TRINITY_DN108434_c0_g2_i2	153.23	136.18	100.064	105.151	116.14	119.097
TRINITY_DN108436_c0_g1_i2	268	270	317	282	315	222
TRINITY_DN108443_c0_g4_i4	239	194	176	138	154	200
TRINITY_DN108465_c0_g1_i1	10	14	8	5	10	11
TRINITY_DN108466_c0_g1_i1	29	29	12	10	21	33
TRINITY_DN108476_c0_g1_i1	107	82	47	55	64	71
TRINITY_DN108480_c0_g1_i1	339	363	270	264	290	273
TRINITY_DN108509_c0_g1_i2	17	38	39	44	30	13
TRINITY_DN108517_c0_g1_i1	39	28	45	47	32	57
TRINITY_DN108539_c0_g1_i2	3872	3404	3441	3686	2892	2253
TRINITY_DN108541_c0_g1_i1	470	550	579	430	571	541
TRINITY_DN108551_c0_g1_i2	373	441	186	261	222	219
TRINITY_DN108553_c0_g1_i1	244.642	210.199	194.278	224.554	222.042	162.509
TRINITY_DN108557_c0_g1_i1	193	185	155	136	129	106
TRINITY_DN108558_c2_g1_i2	94	91	47	46	45	57
TRINITY_DN108566_c0_g3_i1	78	11	16	139	102	67
TRINITY_DN108580_c0_g1_i1	279	218	195	207	248	217
TRINITY_DN108586_c0_g1_i1	63	50	42	32	49	29
TRINITY_DN108588_c0_g1_i1	938.674	981.225	673.48	765.951	708.662	588.189
TRINITY_DN108604_c0_g1_i1	81	80	35	67	44	54
TRINITY_DN108653_c0_g1_i2	669	740	664	755	571	405
TRINITY_DN108668_c0_g1_i1	25	13	9	11	15	6
TRINITY_DN108683_c0_g3_i1	4586	4674	5339	5653	4098	3458
TRINITY_DN108688_c0_g1_i1	95	111	92	91	96	78
TRINITY_DN108726_c0_g1_i1	5192	5079	4151	4345	4009	2842
TRINITY_DN108746_c0_g1_i1	20588	16915	17402	19179	16119	12432
TRINITY_DN108769_c0_g1_i3	119	118	69	82	101	117
TRINITY_DN108791_c0_g2_i1	327	396	159	178	152	151
TRINITY_DN108842_c0_g1_i1	438	398	326	333	388	331
TRINITY_DN108877_c0_g1_i2	7	2	8	6	13	5
TRINITY_DN108927_c0_g4_i1	787	704	626	725	510	357.822
TRINITY_DN108930_c0_g1_i3	825	721	1038	690	977	1013
TRINITY_DN108932_c0_g1_i1	2203	2216	1853	2125	2033	1495
TRINITY_DN108949_c2_g1_i2	30	20	20	22	27	23
TRINITY_DN108997_c0_g1_i1	6949	7764	5942	5494	6220	4620
TRINITY_DN109077_c0_g1_i1	62	86	72	65	64	44
TRINITY_DN109101_c0_g2_i1	276	231	252	240	235	149
TRINITY_DN109124_c0_g2_i2	1136	1149	1089	953	1302	730
TRINITY_DN109137_c0_g1_i1	884	598	737	554	708	582
TRINITY_DN109149_c0_g2_i1	45	36	20	25	15	38
TRINITY_DN109157_c0_g1_i1	568	660	515	375	497	458
TRINITY_DN109160_c0_g1_i1	12617	10329	9492	7756	8484	7315
TRINITY_DN109167_c0_g1_i1	15	29	1	2	6	4
TRINITY_DN109193_c0_g1_i1	133	89	123	140	100	98
TRINITY_DN109210_c0_g1_i1	124	132	86	97	153	124
TRINITY_DN109236_c0_g1_i1	499	531	326	372	296	326
TRINITY_DN109252_c0_g1_i2	202.019	213.944	177.032	165.36	100.545	110
TRINITY_DN109275_c0_g1_i1	1457	1399	1009	1069	685	576
TRINITY_DN109277_c0_g2_i3	1176.61	1221.55	638.6	654.34	668.052	476.033
TRINITY_DN109295_c0_g1_i1	89	81	66	57	73	56
TRINITY_DN109302_c0_g2_i1	140	149	154	132	62	72
TRINITY_DN109308_c0_g1_i1	91	83	98	125	86	58
TRINITY_DN109310_c0_g2_i2	21	40	43	39	56	45
TRINITY_DN109320_c0_g2_i1	4317	3692	4179	4040	4052	3000
TRINITY_DN109331_c0_g1_i1	1629	1740	1487	1530	1411	1331
TRINITY_DN109332_c0_g1_i1	473	393	458	536	387	226
TRINITY_DN109353_c0_g2_i1	11	13	13	2	11	17
TRINITY_DN109363_c0_g1_i1	1438	1201	1294	1457	1726	1527
TRINITY_DN109371_c1_g1_i3	718	653	627	804	527	391
TRINITY_DN109423_c0_g1_i2	834	689	558	537	632	555
TRINITY_DN109424_c0_g2_i2	557	426	335	368	354	304
TRINITY_DN109430_c0_g5_i1	244	257	178	213	135	113
TRINITY_DN109439_c0_g1_i1	169	76	190	216	541	417
TRINITY_DN109440_c0_g1_i1	91	100	56	44	43	31
