gid	gname	chr	start	end	logCPM	logFC.M46.F46	logFC.M46.SR46	logFC.SR46.F46	PV.M46.F46	PV.M46.SR46	PV.SR46.F46	FDR.M46.F46	FDR.M46.SR46	FDR.SR46.F46
TRINITY_DN114530_c0_g5_i1	mrps18c	Chr01	121827523	121827523	1.11533428465572	-5.94545962049151	1.40432523470721	-7.34978485519872	2.53067300108803e-17	0.322188705275854	5.29944977956302e-09	1.15372384363223e-15	1	2.71252923425158e-07
TRINITY_DN134088_c4_g1_i2	ctsv	Chr01	123183730	123183730	1.47431383905486	-2.85758202106532	-0.702699604204835	-2.15488241686048	4.41426634893671e-09	0.25415211310222	0.00196806073328607	8.55251497719733e-08	1	0.0195951064556025
TRINITY_DN127574_c0_g1_i13	aaed1	Chr01	124125662	124125662	1.78601928741825	-3.31308460726145	-0.4618227722527	-2.85126183500875	9.96117683253584e-12	0.460886430454032	7.45024459446532e-05	2.6368613677719e-10	1	0.00131982431921033
TRINITY_DN122578_c0_g1_i3	shc3	Chr01	125590501	125590501	1.80691493422299	-2.32474499698276	0.367344804588155	-2.69208980157091	3.92954179245295e-07	0.554357904882663	0.000121909058948978	5.65072801419864e-06	1	0.00200100338852024
TRINITY_DN126124_c0_g1_i1	mmp14	Chr01	127876910	127876910	1.88561081958904	-6.72023311068076	-0.0270901123464535	-6.69314299833431	2.0881376446153e-28	0.980359748256415	3.57951906933864e-12	1.94579243741277e-26	1	3.12918850875965e-10
TRINITY_DN124802_c6_g3_i1	rem2	Chr01	127940248	127940248	4.30754712227074	-3.28270671301459	-1.31978833276045	-1.96291838025414	2.3571403910355e-08	0.0541198040232412	0.0202991502684364	4.06422969325187e-07	1	0.114957721210764
TRINITY_DN119754_c2_g10_i1	tox4	Chr01	129555702	129555702	0.141972791517284	-0.211884562454451	7.8612269771013	-8.07311153955575	0.721456961275612	3.67132375942323e-06	2.49656076302836e-06	0.840768868839173	0.00167077440933455	6.77078989879301e-05
TRINITY_DN134031_c5_g1_i1	tmem55b	Chr01	130593011	130593011	3.75673105519689	-3.59056012910719	0.763948898447507	-4.35450902755469	5.8440835739843e-18	0.172367936261465	1.94594582865446e-10	2.85350560534715e-16	1	1.32007775827042e-08
TRINITY_DN109288_c0_g1_i1	nipsnap1	Chr01	132381492	132381492	0.0798136884592973	-4.12302949230855	0.199165943109464	-4.32219543541802	4.27513822892951e-09	0.852551487196776	7.80841152993654e-05	8.28927144860806e-08	1	0.00137370802842362
TRINITY_DN129398_c8_g2_i1	ap1b1	Chr01	132451489	132451489	0.307442953891726	-1.54160488546974	0.910436609743373	-2.45204149521311	0.00719446675288219	0.267526815028625	0.00543679445989716	0.0374580515199693	1	0.0435200170753064
TRINITY_DN134092_c1_g3_i3	LOC100494784	Chr01	133867919	133867919	1.31823477542203	-1.39846608010419	0.623187358177266	-2.02165343828145	0.00289837194109882	0.333327167660411	0.00399282042390258	0.01757608672458	1	0.0343501382359343
TRINITY_DN134686_c3_g2_i1	LOC100145581	Chr01	134198372	134198372	0.951132527564664	-2.6730003087801	0.455161909174386	-3.12816221795449	1.00991177478093e-06	0.551917348296332	0.000238314072994334	1.36292549807173e-05	1	0.00353496892297543
TRINITY_DN122436_c6_g1_i1	wdr36	Chr01	135270707	135270707	0.654610849409525	-3.11062436239075	-0.507314491967017	-2.60330987042374	7.52798525727673e-08	0.504253243961057	0.00186432443866429	1.21205327189786e-06	1	0.018767926155592
TRINITY_DN104490_c0_g1_i1	cit	Chr01	142829798	142829798	0.776722209064682	-0.701540944345876	8.28434868444167	-8.98588962878755	0.208720278506027	5.66201727461031e-07	5.15491451781617e-08	0.41491249237437	0.000320080127664026	2.09817392669961e-06
TRINITY_DN122034_c0_g3_i2	pxn	Chr01	143026286	143026286	5.65756848400201	-1.94617885554031	0.223605916561772	-2.16978477210209	3.30567635170386e-10	0.578012254064306	3.40700743706576e-06	7.35079551669532e-09	1	8.86205134882575e-05
TRINITY_DN130037_c1_g4_i6	pus1	Chr01	148124216	148124216	1.87001664334711	-2.14095161106306	-0.257267488096766	-1.88368412296629	4.48489174532892e-06	0.66729599060901	0.00541843443763576	5.34134649388681e-05	1	0.0434052988603911
TRINITY_DN120743_c0_g1_i1	vps37b	Chr01	152844919	152844919	5.56618297682035	-3.23950058314207	-0.0978009617276186	-3.14169962141445	7.55319870950707e-25	0.803153825781858	1.10683852394149e-10	5.71862565390329e-23	1	7.71623188742683e-09
TRINITY_DN112501_c0_g1_i7	zcchc8	Chr01	153110233	153110233	3.37656584494309	-2.42172906156182	-0.155281840080808	-2.26644722148102	1.82813904128566e-09	0.762181808390237	0.000163796130914259	3.67346201194833e-08	1	0.00258012220847103
TRINITY_DN120569_c0_g1_i1	csnk1g3	Chr01	160600427	160600427	1.57795707348774	-6.4519532873208	0.50448943016555	-6.95644271748635	2.16553297606529e-14	0.704068354581588	8.40634614120718e-07	7.68326267477334e-13	1	2.61429143626124e-05
TRINITY_DN135835_c0_g1_i3	LOC101732630	Chr01	163694682	163694682	7.25485663083597	-7.35157650813954	0.239679497308856	-7.59125600544839	7.87522349613145e-65	0.628163698945119	1.11228277923132e-25	2.53592165212769e-62	1	3.53692020260819e-23
TRINITY_DN110156_c0_g1_i1	LOC100494836	Chr01	164238376	164238376	6.17896129093388	-2.89004666764639	-0.12338190682651	-2.76666476081988	1.90637378227992e-19	0.757792544530129	1.71541227911889e-08	1.02964421756728e-17	1	7.91984990354e-07
TRINITY_DN118664_c0_g1_i1	f2r	Chr01	165004711	165004711	2.92948669492695	-1.76061611279015	0.562896241700327	-2.32351235449048	5.56682940926499e-05	0.33675299684705	0.000469099052379391	0.000530193086268409	1	0.00615136109230347
TRINITY_DN131869_c0_g1_i1	slc30a5	Chr01	173689269	173689269	2.94266869224548	-2.70309905036289	0.734960901590664	-3.43805995195356	6.55549473054809e-12	0.174901966894112	4.50410526587868e-08	1.78358535241083e-10	1	1.85104901225667e-06
TRINITY_DN130923_c0_g2_i2	setd9	Chr01	178036770	178036770	0.90749140269485	1.91208716530113	-0.665782170678893	2.57786933598003	0.00623626911346283	0.372688314981431	0.0018760492544178	0.0331614652962753	1	0.0188592892330915
TRINITY_DN131094_c4_g2_i3	mrps30	Chr01	181453885	181453885	2.93333464387403	-4.44199278846132	0.864893920744413	-5.30688670920574	2.30887529976189e-24	0.172192713555037	5.30048791025291e-13	1.67815653573265e-22	1	5.10754211927741e-11
TRINITY_DN127676_c1_g3_i5	mtmr12	Chr01	187505024	187505024	1.44687340710289	-0.792544193211123	3.84207768286663	-4.63462187607775	0.353602778727907	0.00835374583671036	0.00259518920818566	0.559722549191664	0.628408574441385	0.0244786867879255
TRINITY_DN131052_c1_g4_i2	atp5a1	Chr01	193286350	193286350	6.97006856817181	-2.84340262689072	0.620947198693809	-3.46434982558453	1.02101873844333e-14	0.195164834380132	4.02402318021613e-09	3.75885610524743e-13	1	2.10631945846745e-07
TRINITY_DN94143_c0_g2_i1	gpa33	Chr02	1711393	1711393	1.64493852416702	-1.707313782594	0.35758356213293	-2.06489734472693	0.000527474911457235	0.587578904078483	0.00491456058375044	0.00397701075061073	1	0.0401869195403495
TRINITY_DN135198_c0_g4_i3	sh3bgr	Chr02	7614259	7614259	1.62942545039498	-2.50426565344855	-1.98680679266554	-0.517458860783008	0.00100949877166365	0.0251719289111161	0.614571990790906	0.00702232410510025	1	0.816553358435005
TRINITY_DN124370_c0_g1_i1	nsun3-like	Chr02	17600060	17600060	7.68338397742839	-2.63919705096189	0.689479066851135	-3.32867611781302	1.49859203363496e-12	0.159694356636862	2.34034661685449e-08	4.3970799012272e-11	1	1.03003594439725e-06
TRINITY_DN133738_c1_g7_i2	blmh	Chr02	24132124	24132124	2.09397833193893	1.7487878748811	-0.727447808514678	2.47623568339578	0.000927541570803669	0.210481256051274	9.28718739006313e-05	0.00653440321785504	1	0.00158668072542522
TRINITY_DN121562_c0_g1_i6	LOC100493838-like	Chr02	30395779	30395779	3.46081387914756	-9.97293019978083	2.68972456486574	-12.6626547646466	3.41767408748845e-54	0.24321330096151	4.11991292301184e-23	7.43095821466826e-52	1	1.06945372294386e-20
TRINITY_DN115837_c0_g3_i2	LOC100487773	Chr02	37561839	37561839	2.39495879313022	-1.78093632521455	0.65818955770765	-2.4391258829222	4.74962252118969e-05	0.269450032203472	0.000273006078659478	0.000458367402566557	1	0.00396610783063915
TRINITY_DN129361_c4_g3_i2	ptchd1	Chr02	40685252	40685252	6.9489135895853	-2.04509646172546	-0.0825764118875426	-1.96252004983792	4.787901364835e-10	0.842965525963149	6.02925915863154e-05	1.0401317064051e-08	1	0.00109948619165898
TRINITY_DN113308_c0_g1_i2	hip1	Chr02	44481656	44481656	1.58301531681452	-8.06256991013712	-0.176411607815582	-7.88615830232154	3.35034268114712e-14	0.917078284717634	3.173722878472e-06	1.16116304449185e-12	1	8.33192325133634e-05
TRINITY_DN115331_c0_g1_i2	LOC100145338	Chr02	46369017	46369017	2.01865089603504	-7.08871760407351	1.2170211226447	-8.30573872671821	1.09699637690878e-18	0.413371358942196	5.63440807408328e-09	5.67205098215093e-17	1	2.87241897788787e-07
TRINITY_DN101325_c0_g2_i1	pdik1l	Chr02	51099186	51099186	1.52194559914999	1.5108218907054	9.84685722880947	-8.33603533810407	0.181782050430705	0.00023163924780609	0.0014305283011185	0.382620683510401	0.0499378883469416	0.0152904241395603
TRINITY_DN120396_c0_g1_i4	cisd3	Chr02	51509213	51509213	3.45700407048362	-3.89705972260033	0.764215234019855	-4.66127495662018	1.69152918609409e-14	0.259808053694341	3.29583083000328e-08	6.12102574182752e-13	1	1.3997101917271e-06
TRINITY_DN132253_c2_g15_i1	dhdds	Chr02	51700887	51700887	2.9491896988789	-3.06214562722628	0.278709718283466	-3.34085534550975	7.6617906762808e-08	0.705475375627301	0.000184715656522254	1.22738219782058e-06	1	0.00284098040282323
TRINITY_DN129633_c3_g2_i1	arid1a	Chr02	51910250	51910250	2.35956043544902	-5.64699415035855	-0.329206600268247	-5.3177875500903	1.27897264591135e-27	0.657055037286046	3.61377796544245e-11	1.1578571223964e-25	1	2.74420590038479e-09
TRINITY_DN118297_c0_g1_i1	pigv-like	Chr02	51959792	51959792	2.602671117605	-2.44553555395296	-0.246098825426412	-2.19943672852655	5.75671995157068e-09	0.646796970415048	0.000399345881429893	1.09450821261589e-07	1	0.00539893119160195
TRINITY_DN129105_c3_g1_i3	ahdc1	Chr02	52307907	52307907	2.37772278911036	-2.2525192066628	0.118309623024932	-2.37082882968773	5.53784389421261e-07	0.841070757529334	0.000471321120931177	7.7961931834463e-06	1	0.00617083787718385
TRINITY_DN128042_c2_g1_i1	eya3	Chr02	53585329	53585329	6.05618984915206	-3.15518936453981	0.309851784869946	-3.46504114940975	1.21990546124325e-20	0.472967364240889	1.10712867601352e-10	7.03700114026464e-19	1	7.71623188742683e-09
TRINITY_DN108162_c0_g1_i1	mycbp	Chr02	54679253	54679253	3.73598046134714	2.24928819951917	0.899227544076074	1.3500606554431	0.000575285881311171	0.257302129889316	0.0820583668687602	0.00428547146217817	1	0.290291029728048
TRINITY_DN124749_c0_g1_i1	pnrc2	Chr02	54849501	54849501	5.05682518899405	-2.33425078793716	0.0285436040017594	-2.36279439193892	6.31344340918064e-14	0.942867751027572	5.11221096996659e-07	2.12725413094234e-12	1	1.67158785173496e-05
TRINITY_DN121638_c0_g1_i3	grhl3	Chr02	55205102	55205102	6.19313351394157	-2.64679689823856	0.356031852977058	-3.00282875121562	4.86672277647987e-13	0.451143063859406	1.60151854664302e-07	1.4880355854672e-11	1	5.887432125441e-06
TRINITY_DN102412_c0_g1_i1	psma5	Chr02	63117655	63117655	0.730126802448599	-2.49086213528507	-0.157276297322893	-2.33358583796218	3.88908049386532e-06	0.826413981685799	0.00306888854202204	4.68660912759071e-05	1	0.0281071017004999
TRINITY_DN125155_c0_g3_i1	dstyk	Chr02	64180245	64180245	2.0754846249695	-2.13171832029824	0.357551283343942	-2.48926960364218	1.26950748489689e-06	0.545470696949261	0.000198917781652923	1.66899229500217e-05	1	0.00302828811937086
TRINITY_DN121209_c1_g1_i1	tspan2	Chr02	66403265	66403265	5.0973920204852	-3.03228213842304	-0.186780396826905	-2.84550174159614	2.94612125332715e-23	0.624809823862466	1.0241945444332e-09	2.01468759579004e-21	1	6.01720208217928e-08
TRINITY_DN126630_c4_g2_i1	med14-like	Chr02	70152404	70152404	3.84420887701667	-3.68315949523504	-0.422647876482522	-3.26051161875252	1.87075942144768e-23	0.356033993017249	6.12924498728409e-09	1.28970864287825e-21	1	3.08756164814891e-07
TRINITY_DN125285_c2_g1_i3	ppp1r12b	Chr02	76740527	76740527	5.06725845907545	-9.91080937754414	0.552322789589031	-10.4631321671332	7.99445902240749e-72	0.629816988889912	1.15699661485914e-28	3.38951738451707e-69	1	4.90547281423359e-26
TRINITY_DN128742_c10_g2_i3	tbc1d22b	Chr02	78440676	78440676	2.59280451984583	-2.20040781607106	-0.401101174699068	-1.79930664137199	9.76207780823112e-09	0.410244862868187	0.00118414588195481	1.79824400697749e-07	1	0.0131716165680141
TRINITY_DN120619_c0_g1_i2	csmd2	Chr02	83971527	83971527	4.10962496424901	-3.99148212899389	-0.0616465646403709	-3.92983556435352	4.53930329548938e-30	0.889868535335333	8.71792524810244e-13	4.65626356991751e-28	1	8.18359042016524e-11
TRINITY_DN112760_c0_g1_i2	eef1a1o	Chr02	86678917	86678917	1.47347457097118	2.2277837336947	0.153466153452148	2.07431758024255	0.00012280357393319	0.813406800533922	0.00258313142784551	0.00108022134069378	1	0.0243830353962753
TRINITY_DN23385_c0_g2_i1	tubd1	Chr02	87400017	87400017	3.03572179445267	-2.80732544421724	-0.0992161965940093	-2.70810924762323	4.03798368848088e-07	0.887440295192138	0.00131940363445456	5.79043219003749e-06	1	0.0143607433205397
TRINITY_DN132283_c0_g1_i1	fam57a	Chr02	92704574	92704574	2.27348613589023	-1.79982918024685	0.841137035256568	-2.64096621550342	8.37917914442631e-05	0.182990386766326	0.000195604195186884	0.000765378593375443	1	0.00298498807520045
TRINITY_DN126838_c0_g1_i1	tyw1	Chr02	94372374	94372374	6.05001784553075	-2.4967687863391	0.360830829416293	-2.85759961575539	2.00337086743841e-13	0.412709020486863	6.57279384328294e-08	6.43481710817748e-12	1	2.61667140186658e-06
TRINITY_DN119608_c0_g2_i1	wsb1	Chr02	101222122	101222122	1.75066599388569	-1.83954573592961	0.586314391423754	-2.42586012735337	0.000309751991024852	0.39762179423744	0.00183705505401896	0.0024802583883164	1	0.0185590588856116
TRINITY_DN117820_c0_g3_i1	txnl4b	Chr02	101546333	101546333	0.473538165150924	3.4723441230726	0.509442239600439	2.96290188347216	1.52591768696728e-05	0.537050429456687	0.00128152079157408	0.000163581205388793	1	0.0140398826084638
TRINITY_DN135567_c0_g1_i3	eif5b-like	Chr02	109082024	109082024	2.32748312600507	-3.1360941954837	-0.555734429347314	-2.58035976613639	7.20268181500623e-14	0.29578202085975	2.68164322394074e-05	2.40774011421739e-12	1	0.000547297060480167
TRINITY_DN50323_c0_g1_i1	plcxd1	Chr02	111487556	111487556	2.4093791445371	1.43391454767978	-1.54664338211431	2.98055792979409	0.0604727921205535	0.0658942687791651	0.00146622474475995	0.188479350902476	1	0.0155555499649744
TRINITY_DN114469_c0_g2_i1	cpb2	Chr02	131049700	131049700	3.95563539430331	-1.75498980444653	0.329506989498098	-2.08449679394463	1.27567531559176e-06	0.489261824116929	0.000126201558643274	1.67536935226323e-05	1	0.00206725141682308
TRINITY_DN134743_c0_g1_i1	acvr1b	Chr02	131840964	131840964	1.89921709136065	-1.73848732256652	0.379979969097021	-2.11846729166354	6.02030200531879e-05	0.513862197146833	0.00105356004300608	0.000570180427078573	1	0.0120024692942372
TRINITY_DN121381_c0_g2_i3	fkbp11	Chr02	132850812	132850812	1.55948137597102	-2.07586422547047	-0.330388444545658	-1.74547578092482	5.19876514182935e-05	0.614233982640648	0.0186313050801994	0.000498309670094185	1	0.108563643592342
TRINITY_DN131756_c6_g1_i1	cd63	Chr02	133876202	133876202	0.824975280889767	1.85203327399959	-1.53967579841448	3.39170907241407	0.00387184826342599	0.0152393938456194	5.54934268940882e-06	0.0224007159366145	0.85030112488807	0.000135740123726799
TRINITY_DN123052_c0_g1_i2	cs	Chr02	134044635	134044635	4.37208255645935	-9.25852949987087	0.508154967744461	-9.76668446761533	4.08392847667485e-57	0.660492546435498	4.43204098350316e-23	1.03891056518131e-54	1	1.13885546039734e-20
TRINITY_DN121990_c1_g1_i1	nabp2	Chr02	134183476	134183476	1.21641745157267	-3.15826992734088	0.204695969501705	-3.36296589684259	4.04589162639188e-06	0.822468067493587	0.00167236219514112	4.85488413027548e-05	1	0.0172519147940774
TRINITY_DN132455_c0_g1_i2	smarcc2	Chr02	134219166	134219166	4.05163488542514	-1.93334223716329	0.527461991416479	-2.46080422857977	5.03652674469104e-07	0.302744154201125	3.04758787244413e-05	7.14580054981569e-06	1	0.000611416308257936
TRINITY_DN131911_c1_g2_i2	zc3h10	Chr02	134369885	134369885	6.08711449816836	-1.41464444050713	0.743780263524654	-2.15842470403179	8.79113767618188e-05	0.125098682123596	8.06710155179265e-05	0.000797282535987133	1	0.0014104398376361
TRINITY_DN109646_c1_g1_i3	timeless	Chr02	135230911	135230911	5.67765406884844	-4.42438269163645	0.285876524329296	-4.71025921596574	5.34569367010737e-38	0.503980931604849	3.56201155939664e-17	7.08276569134694e-36	1	5.36177586150835e-15
TRINITY_DN125578_c3_g4_i3	slc11a2	Chr02	138877851	138877851	5.5380228256241	-2.25458809289944	0.0636949351105335	-2.31828302800997	1.1626588204438e-12	0.875367912005571	1.3488936437234e-06	3.43517743708128e-11	1	3.95328403256678e-05
TRINITY_DN128607_c0_g1_i1	tfcp2	Chr02	138973022	138973022	3.6142272765263	2.24064018637235	1.40532972639075	0.835310459981593	0.000250247617374734	0.0678347485154155	0.256607797767031	0.00203974659993459	1	0.546047967820501
TRINITY_DN129463_c4_g4_i2	copz1	Chr02	142395009	142395009	0.683675001511344	-2.59763871702095	-0.551366071854568	-2.04627264516638	0.000182696667253912	0.528437021447956	0.0398413763375851	0.00153748359018804	1	0.181310335000327
TRINITY_DN92528_c0_g1_i2	hoxc3	Chr02	142746879	142746879	0.256950129230709	-2.1192103007045	-0.644255608388369	-1.47495469231613	0.000251124648733039	0.382840260125496	0.0657956306447254	0.00204623957050602	1	0.252112524170985
TRINITY_DN52336_c0_g1_i1	hoxc4	Chr02	142841915	142841915	0.441663433933065	8.53449945802546	-0.0291456663167896	8.56364512434225	6.27932419354505e-11	0.968365011537799	1.30563746746903e-09	1.53891838304039e-09	1	7.49460380581027e-08
