gid	gname	chr	logFC.XY46.XX46	tau	tissue	bias	RBH	TRANS	dNdS	dN	dS
TRINITY_DN104339_c0_g1_i2	NA	NA	-0.335986565	0.437249278	Ovary_mean	unbias	RBH_pair_136.fa.best.phy	TRINITY_DN104339_c0_g1_i2	0.0099	0.0157	1.5775
TRINITY_DN104365_c0_g3_i1	NA	NA	-1.070400221	0.427805534	Ovary_mean	female	RBH_pair_137.fa.best.phy	TRINITY_DN104365_c0_g3_i1	0.0999	0.1188	1.1895
TRINITY_DN104428_c0_g1_i2	NA	NA	-0.711580692	0.31409969	G23_mean	unbias	RBH_pair_139.fa.best.phy	TRINITY_DN104428_c0_g1_i2	0.0885	0.1168	1.3195
TRINITY_DN104464_c0_g1_i1	NA	NA	0.112957983	0.284610212	G23_mean	unbias	RBH_pair_143.fa.best.phy	TRINITY_DN104464_c0_g1_i1	0.0939	0.1014	1.0793
TRINITY_DN104508_c0_g2_i3	NA	NA	-0.060681745	0.268226245	Ovary_mean	unbias	RBH_pair_145.fa.best.phy	TRINITY_DN104508_c0_g2_i3	0.1025	0.1619	1.579
TRINITY_DN104654_c0_g1_i1	ino80	Chr08	-2.099046875	0.632622506	Ovary_mean	female	RBH_pair_148.fa.best.phy	TRINITY_DN104654_c0_g1_i1	0.0931	0.1819	1.954
TRINITY_DN104667_c0_g1_i3	NA	NA	0.317464729	0.441723031	Brain_mean	unbias	RBH_pair_150.fa.best.phy	TRINITY_DN104667_c0_g1_i3	0.0959	0.1441	1.5034
TRINITY_DN104694_c0_g1_i1	kcnk5	scaffold_386	-0.841150611	0.353449949	Ovary_mean	unbias	RBH_pair_151.fa.best.phy	TRINITY_DN104694_c0_g1_i1	0.0241	0.0443	1.8389
TRINITY_DN104721_c0_g1_i1	NA	NA	0.28964632	0.711083498	Brain_mean	unbias	RBH_pair_152.fa.best.phy	TRINITY_DN104721_c0_g1_i1	0.0491	0.078	1.5902
TRINITY_DN104732_c0_g1_i1	NA	NA	0.811257149	0.590242833	G43_M_mean	unbias	RBH_pair_153.fa.best.phy	TRINITY_DN104732_c0_g1_i1	0.2624	0.4046	1.5421
TRINITY_DN104740_c0_g1_i2	NA	NA	-0.78035804	0.428153923	Ovary_mean	unbias	RBH_pair_154.fa.best.phy	TRINITY_DN104740_c0_g1_i2	0.0484	0.0932	1.925
TRINITY_DN104751_c0_g1_i2	NA	NA	-1.464496149	0.383417863	Ovary_mean	female	RBH_pair_156.fa.best.phy	TRINITY_DN104751_c0_g1_i2	0.0416	0.06	1.4428
TRINITY_DN104786_c0_g1_i1	NA	NA	0.27429144	0.639749189	G46_M_mean	unbias	RBH_pair_159.fa.best.phy	TRINITY_DN104786_c0_g1_i1	0.1946	0.2884	1.4816
TRINITY_DN104801_c0_g1_i1	NA	NA	-0.353473892	0.523571394	Brain_mean	unbias	RBH_pair_161.fa.best.phy	TRINITY_DN104801_c0_g1_i1	0.0525	0.0603	1.1476
TRINITY_DN104812_c0_g1_i2	NA	NA	-1.68479093	0.403657192	Ovary_mean	female	RBH_pair_162.fa.best.phy	TRINITY_DN104812_c0_g1_i2	0.0791	0.1036	1.3096
TRINITY_DN104972_c0_g1_i2	NA	NA	0.238929924	0.096162953	G27_mean	unbias	RBH_pair_167.fa.best.phy	TRINITY_DN104972_c0_g1_i2	0.0377	0.0743	1.9699
TRINITY_DN105060_c0_g2_i3	NA	NA	-0.011267612	0.567829549	Brain_mean	unbias	RBH_pair_171.fa.best.phy	TRINITY_DN105060_c0_g2_i3	0.0429	0.0716	1.6683
TRINITY_DN105151_c0_g1_i1	NA	NA	0.199509321	0.468217543	G23_mean	unbias	RBH_pair_175.fa.best.phy	TRINITY_DN105151_c0_g1_i1	0.204	0.4034	1.978
TRINITY_DN105232_c0_g1_i1	NA	NA	0.367417184	0.653406676	G43_M_mean	unbias	RBH_pair_177.fa.best.phy	TRINITY_DN105232_c0_g1_i1	0.0514	0.0662	1.2874
TRINITY_DN105273_c0_g1_i2	fabp1	Chr01	0.221162007	0.62476223	G27_mean	unbias	RBH_pair_180.fa.best.phy	TRINITY_DN105273_c0_g1_i2	0.1152	0.2008	1.743
TRINITY_DN105387_c0_g2_i3	ephx4	Chr04	-0.174575269	0.48501812	G23_mean	unbias	RBH_pair_183.fa.best.phy	TRINITY_DN105387_c0_g2_i3	0.0502	0.0665	1.3255
TRINITY_DN105400_c0_g1_i3	NA	NA	-0.164315432	0.231737257	Ovary_mean	unbias	RBH_pair_184.fa.best.phy	TRINITY_DN105400_c0_g1_i3	0.1525	0.2011	1.3186
TRINITY_DN105438_c0_g1_i1	sars	Chr02	0.283283028	0.817707367	Brain_mean	unbias	RBH_pair_188.fa.best.phy	TRINITY_DN105438_c0_g1_i1	0.0759	0.0932	1.2285
TRINITY_DN105440_c0_g1_i1	NA	NA	-4.071972548	0.660503475	Ovary_mean	female	RBH_pair_189.fa.best.phy	TRINITY_DN105440_c0_g1_i1	0.05	0.0838	1.6769
TRINITY_DN105441_c0_g2_i3	NA	NA	-0.351253757	0.290568285	Ovary_mean	unbias	RBH_pair_190.fa.best.phy	TRINITY_DN105441_c0_g2_i3	0.0128	0.0124	0.9683
TRINITY_DN105560_c0_g1_i2	NA	NA	-1.265767355	0.374118586	Ovary_mean	female	RBH_pair_197.fa.best.phy	TRINITY_DN105560_c0_g1_i2	0.1374	0.1843	1.3417
TRINITY_DN105578_c0_g1_i1	NA	NA	-4.703992967	0.754051954	Ovary_mean	female	RBH_pair_198.fa.best.phy	TRINITY_DN105578_c0_g1_i1	0.1479	0.2113	1.4289
TRINITY_DN105592_c1_g1_i2	tlk2	Chr10	0.419851436	0.247918508	G43_F_mean	unbias	RBH_pair_199.fa.best.phy	TRINITY_DN105592_c1_g1_i2	0.1597	0.2378	1.4894
TRINITY_DN105601_c0_g1_i1	NA	NA	-5.008871934	0.654871744	Ovary_mean	female	RBH_pair_200.fa.best.phy	TRINITY_DN105601_c0_g1_i1	0.0889	0.1503	1.6911
TRINITY_DN105647_c0_g2_i1	NA	NA	-11.81141532	0.856680274	Ovary_mean	female	RBH_pair_204.fa.best.phy	TRINITY_DN105647_c0_g2_i1	0.5406	0.7804	1.4436
TRINITY_DN105705_c0_g1_i1	NA	NA	0.067684109	0.417280644	G46_F_mean	unbias	RBH_pair_206.fa.best.phy	TRINITY_DN105705_c0_g1_i1	0.1537	0.2185	1.4217
TRINITY_DN105721_c0_g1_i1	NA	NA	0.842696222	0.556498891	G46_M_mean	unbias	RBH_pair_208.fa.best.phy	TRINITY_DN105721_c0_g1_i1	0.1036	0.1411	1.363
TRINITY_DN105726_c0_g1_i1	fubp1	Chr04	0.06842295	0.526746595	Ovary_mean	unbias	RBH_pair_209.fa.best.phy	TRINITY_DN105726_c0_g1_i1	0.0788	0.1018	1.2921
TRINITY_DN105744_c0_g1_i1	NA	NA	0.988456004	0.575719639	Brain_mean	unbias	RBH_pair_211.fa.best.phy	TRINITY_DN105744_c0_g1_i1	0.0641	0.1136	1.7726
TRINITY_DN105885_c0_g1_i1	chad-like	Chr10	-0.146054097	0.496668141	G46_F_mean	unbias	RBH_pair_215.fa.best.phy	TRINITY_DN105885_c0_g1_i1	0.0701	0.1062	1.5145
TRINITY_DN105940_c0_g1_i2	NA	NA	-0.036893423	0.559635474	Ovary_mean	unbias	RBH_pair_218.fa.best.phy	TRINITY_DN105940_c0_g1_i2	0.0124	0.0153	1.2403
TRINITY_DN106065_c0_g1_i2	NA	NA	-1.299027206	0.424193039	Ovary_mean	female	RBH_pair_220.fa.best.phy	TRINITY_DN106065_c0_g1_i2	0.0442	0.0531	1.2023
TRINITY_DN106090_c0_g2_i1	NA	NA	-0.273329055	0.213188507	Ovary_mean	unbias	RBH_pair_221.fa.best.phy	TRINITY_DN106090_c0_g2_i1	0.1269	0.1557	1.227
TRINITY_DN106100_c0_g2_i1	NA	NA	-0.085402868	0.793317039	Brain_mean	unbias	RBH_pair_222.fa.best.phy	TRINITY_DN106100_c0_g2_i1	0.0313	0.0286	0.9137
TRINITY_DN106101_c0_g1_i1	scaf8	Chr05	-0.021629657	0.125290042	Ovary_mean	unbias	RBH_pair_223.fa.best.phy	TRINITY_DN106101_c0_g1_i1	0.031	0.0387	1.2467
TRINITY_DN106189_c0_g2_i1	NA	NA	1.189074694	0.584198538	Liver_mean	male	RBH_pair_226.fa.best.phy	TRINITY_DN106189_c0_g2_i1	0.1266	0.2486	1.964
TRINITY_DN106366_c0_g5_i1	pth1r	Chr06	-0.664870224	0.470238685	Ovary_mean	unbias	RBH_pair_237.fa.best.phy	TRINITY_DN106366_c0_g5_i1	0.0889	0.1226	1.3783
TRINITY_DN106368_c0_g2_i1	NA	NA	0.7073197	0.29255737	G23_mean	unbias	RBH_pair_238.fa.best.phy	TRINITY_DN106368_c0_g2_i1	0.0957	0.1369	1.43
TRINITY_DN106392_c0_g2_i2	sytl5	Chr02	-0.136668213	0.286219196	Ovary_mean	unbias	RBH_pair_239.fa.best.phy	TRINITY_DN106392_c0_g2_i2	0.0667	0.1122	1.683
TRINITY_DN106464_c0_g2_i1	NA	NA	-2.390172886	0.725671081	Brain_mean	female	RBH_pair_243.fa.best.phy	TRINITY_DN106464_c0_g2_i1	0.0366	0.0529	1.4454
TRINITY_DN106465_c0_g1_i1	NA	NA	-0.004896104	0.170789231	Ovary_mean	unbias	RBH_pair_244.fa.best.phy	TRINITY_DN106465_c0_g1_i1	0.0281	0.0393	1.3971
TRINITY_DN106476_c0_g1_i1	NA	NA	-0.164401394	0.338705416	Brain_mean	unbias	RBH_pair_245.fa.best.phy	TRINITY_DN106476_c0_g1_i1	0.0371	0.0623	1.678
TRINITY_DN106492_c0_g1_i4	LOC100127779	Chr08	0.532456371	0.708509978	Brain_mean	unbias	RBH_pair_246.fa.best.phy	TRINITY_DN106492_c0_g1_i4	0.0316	0.0313	0.9892
TRINITY_DN106515_c0_g1_i1	NA	NA	0.75677778	0.644868855	G23_mean	unbias	RBH_pair_248.fa.best.phy	TRINITY_DN106515_c0_g1_i1	0.1088	0.1004	0.9227
TRINITY_DN106706_c0_g1_i4	NA	NA	-0.402656591	0.250895261	Testis_mean	unbias	RBH_pair_252.fa.best.phy	TRINITY_DN106706_c0_g1_i4	0.1394	0.1304	0.9357
TRINITY_DN106733_c0_g1_i1	NA	NA	0.400577709	0.75589956	Brain_mean	unbias	RBH_pair_253.fa.best.phy	TRINITY_DN106733_c0_g1_i1	0.1025	0.1451	1.4155
TRINITY_DN106899_c0_g2_i1	psmd9	Chr01	0.959816084	0.609371314	Ovary_mean	unbias	RBH_pair_259.fa.best.phy	TRINITY_DN106899_c0_g2_i1	0.2917	0.4423	1.5162
TRINITY_DN106942_c0_g1_i1	NA	NA	-1.878857317	0.581132541	Ovary_mean	female	RBH_pair_261.fa.best.phy	TRINITY_DN106942_c0_g1_i1	0.0487	0.0873	1.7914
TRINITY_DN106959_c0_g2_i1	rcan2	Chr05	-0.571475327	0.188565794	Ovary_mean	unbias	RBH_pair_263.fa.best.phy	TRINITY_DN106959_c0_g2_i1	0.0436	0.0812	1.8649
TRINITY_DN107234_c0_g1_i1	denr	Chr01	-0.880682574	0.47132041	Ovary_mean	unbias	RBH_pair_272.fa.best.phy	TRINITY_DN107234_c0_g1_i1	0.0603	0.1094	1.8135
TRINITY_DN107308_c0_g1_i1	wasl	Chr03	-1.203030321	0.490766137	Ovary_mean	female	RBH_pair_273.fa.best.phy	TRINITY_DN107308_c0_g1_i1	0.0086	0.0117	1.3675
TRINITY_DN107374_c0_g2_i1	NA	NA	-0.861877355	0.6848382	Ovary_mean	unbias	RBH_pair_274.fa.best.phy	TRINITY_DN107374_c0_g2_i1	0.0882	0.1595	1.8091
TRINITY_DN107396_c0_g1_i2	Xetrov90028550m	scaffold_394	0.636037879	0.331983433	Brain_mean	unbias	RBH_pair_275.fa.best.phy	TRINITY_DN107396_c0_g1_i2	0.0701	0.0936	1.3351
TRINITY_DN107472_c0_g1_i1	NA	NA	0.347857954	0.460025759	Brain_mean	unbias	RBH_pair_279.fa.best.phy	TRINITY_DN107472_c0_g1_i1	0.0772	0.0918	1.1896
TRINITY_DN107473_c0_g2_i2	NA	NA	-0.279527097	0.317688895	Ovary_mean	unbias	RBH_pair_280.fa.best.phy	TRINITY_DN107473_c0_g2_i2	0.0783	0.1248	1.595
TRINITY_DN107530_c1_g1_i1	psmd11	Chr10	-1.16468088	0.29917091	Ovary_mean	female	RBH_pair_283.fa.best.phy	TRINITY_DN107530_c1_g1_i1	0.0974	0.1502	1.5415
TRINITY_DN107586_c0_g1_i2	NA	NA	-0.294058623	0.250860312	Brain_mean	unbias	RBH_pair_286.fa.best.phy	TRINITY_DN107586_c0_g1_i2	0.0352	0.0451	1.2822
TRINITY_DN107672_c0_g2_i1	NA	NA	-0.095399462	0.661859096	G27_mean	unbias	RBH_pair_291.fa.best.phy	TRINITY_DN107672_c0_g2_i1	0.2023	0.2949	1.4581
TRINITY_DN107696_c0_g1_i4	NA	NA	-1.342941941	0.513780259	Ovary_mean	female	RBH_pair_292.fa.best.phy	TRINITY_DN107696_c0_g1_i4	0.0631	0.067	1.0609
TRINITY_DN107740_c0_g1_i1	NA	NA	-2.063017987	0.611786971	Ovary_mean	female	RBH_pair_294.fa.best.phy	TRINITY_DN107740_c0_g1_i1	0.0127	0.0151	1.1955
TRINITY_DN107757_c0_g1_i1	NA	NA	0.411979308	0.766700011	G27_mean	unbias	RBH_pair_298.fa.best.phy	TRINITY_DN107757_c0_g1_i1	0.1188	0.1271	1.0699
TRINITY_DN107761_c0_g1_i1	NA	NA	0.59448687	0.447472967	Brain_mean	unbias	RBH_pair_299.fa.best.phy	TRINITY_DN107761_c0_g1_i1	0.0647	0.1191	1.8409
TRINITY_DN107774_c0_g1_i2	NA	NA	-1.160881475	0.228965569	Ovary_mean	female	RBH_pair_300.fa.best.phy	TRINITY_DN107774_c0_g1_i2	0.0257	0.0288	1.1202
TRINITY_DN107777_c0_g6_i1	NA	NA	-0.347499026	0.392783523	Ovary_mean	unbias	RBH_pair_301.fa.best.phy	TRINITY_DN107777_c0_g6_i1	0.039	0.0505	1.293
TRINITY_DN107852_c0_g1_i2	NA	NA	-0.707754544	0.358431925	Ovary_mean	unbias	RBH_pair_304.fa.best.phy	TRINITY_DN107852_c0_g1_i2	0.0163	0.0093	0.571
TRINITY_DN107915_c0_g1_i1	NA	NA	-0.513748075	0.432931563	Brain_mean	unbias	RBH_pair_306.fa.best.phy	TRINITY_DN107915_c0_g1_i1	0.0683	0.135	1.9753
TRINITY_DN108052_c0_g1_i1	NA	NA	-0.662424901	0.635667566	Liver_mean	unbias	RBH_pair_311.fa.best.phy	TRINITY_DN108052_c0_g1_i1	0.0734	0.0962	1.3092
TRINITY_DN108061_c0_g1_i1	ssu72	Chr07	-0.421720256	0.163126496	Ovary_mean	unbias	RBH_pair_312.fa.best.phy	TRINITY_DN108061_c0_g1_i1	0.0392	0.065	1.6562
TRINITY_DN108116_c0_g2_i2	NA	NA	0.252817883	0.504567662	G23_mean	unbias	RBH_pair_314.fa.best.phy	TRINITY_DN108116_c0_g2_i2	0.0638	0.1029	1.614
TRINITY_DN108119_c0_g1_i1	NA	NA	-0.005870435	0.720589822	G23_mean	unbias	RBH_pair_315.fa.best.phy	TRINITY_DN108119_c0_g1_i1	0.1589	0.208	1.309
TRINITY_DN108126_c0_g2_i2	NA	NA	0.398466464	0.266368866	Brain_mean	unbias	RBH_pair_316.fa.best.phy	TRINITY_DN108126_c0_g2_i2	0.1477	0.2825	1.912
TRINITY_DN10812_c0_g1_i1	NA	NA	0.385340191	0.32618062	G27_mean	unbias	RBH_pair_317.fa.best.phy	TRINITY_DN10812_c0_g1_i1	0.0493	0.0692	1.4016
TRINITY_DN108146_c0_g1_i2	NA	NA	0.196145394	0.178756312	Brain_mean	unbias	RBH_pair_319.fa.best.phy	TRINITY_DN108146_c0_g1_i2	0.0442	0.0663	1.4996
TRINITY_DN108196_c0_g1_i1	NA	NA	-0.205988957	0.321595845	Ovary_mean	unbias	RBH_pair_321.fa.best.phy	TRINITY_DN108196_c0_g1_i1	0.0643	0.0824	1.2798
