gid	gname	chr	logFC.XY46.XX46	tau	tissue	bias
TRINITY_DN102362_c0_g1_i1	NA	NA	-1.08623556	0.221581925	Ovary_mean	female
TRINITY_DN102365_c0_g1_i1	NA	NA	-2.968329919	0.485979641	Ovary_mean	female
TRINITY_DN102409_c0_g1_i1	rem1	scaffold_2533	-3.884454614	0.807670715	G46_F_mean	female
TRINITY_DN102412_c0_g1_i1	NA	NA	-2.48481871	0.660680263	G46_F_mean	female
TRINITY_DN102444_c0_g1_i1	NA	NA	-1.803984961	0.342235666	Ovary_mean	female
TRINITY_DN102559_c0_g2_i1	NA	NA	-2.510943909	0.445084774	Ovary_mean	female
TRINITY_DN102581_c0_g1_i2	NA	NA	-5.202101884	0.737419528	Ovary_mean	female
TRINITY_DN102628_c0_g1_i1	NA	NA	-6.942247868	0.87057684	Ovary_mean	female
TRINITY_DN102702_c0_g1_i1	NA	NA	-2.263597308	0.361097661	Ovary_mean	female
TRINITY_DN102894_c0_g1_i2	NA	NA	-14.88551524	0.867868075	Ovary_mean	female
TRINITY_DN102894_c0_g2_i1	NA	NA	-11.94937372	0.846612067	Ovary_mean	female
TRINITY_DN103500_c0_g1_i1	NA	NA	-1.203849282	0.283480735	Ovary_mean	female
TRINITY_DN103526_c0_g1_i1	NA	NA	-2.409666638	0.601049357	Ovary_mean	female
TRINITY_DN103537_c0_g1_i1	NA	NA	-1.951589137	0.473927077	Ovary_mean	female
TRINITY_DN103549_c0_g1_i1	NA	NA	-1.371772163	0.287912192	Ovary_mean	female
TRINITY_DN103557_c0_g2_i2	NA	NA	-1.152357093	0.303549566	Ovary_mean	female
TRINITY_DN103565_c0_g1_i1	NA	NA	-1.729409902	0.516075377	Ovary_mean	female
TRINITY_DN103565_c0_g4_i1	NA	NA	-5.01153916	0.904829466	Ovary_mean	female
TRINITY_DN103621_c0_g1_i2	NA	NA	-3.807957397	0.656361493	Ovary_mean	female
TRINITY_DN103622_c0_g3_i3	dhx15	Chr01	-3.268973096	0.490328287	Ovary_mean	female
TRINITY_DN103637_c0_g1_i1	NA	NA	-3.259103652	0.557196878	Ovary_mean	female
TRINITY_DN103637_c0_g2_i1	NA	NA	-14.0437609	0.856251527	Ovary_mean	female
TRINITY_DN103653_c0_g1_i1	NA	NA	-1.734627143	0.765978192	Brain_mean	female
TRINITY_DN103741_c0_g1_i2	NA	NA	-3.891943868	0.665037909	Ovary_mean	female
TRINITY_DN103744_c0_g1_i2	NA	NA	-1.058121347	0.145671447	G23_mean	female
TRINITY_DN103783_c0_g1_i1	NA	NA	-1.131018074	0.454331592	Ovary_mean	female
TRINITY_DN103798_c0_g1_i1	ercc3	scaffold_33	-13.09839422	0.841909768	Ovary_mean	female
TRINITY_DN103812_c0_g1_i2	NA	NA	-1.644247088	0.281789859	G46_F_mean	female
TRINITY_DN103834_c0_g12_i1	NA	NA	-3.476691747	0.534394986	G46_F_mean	female
TRINITY_DN103834_c0_g3_i1	NA	NA	-1.902529033	0.492756494	Ovary_mean	female
TRINITY_DN103834_c0_g4_i1	NA	NA	-2.316146517	0.520487005	G46_F_mean	female
TRINITY_DN103834_c0_g9_i1	NA	NA	-2.071580799	0.332019357	Brain_mean	female
TRINITY_DN103838_c0_g1_i1	NA	NA	-6.646268876	0.745128049	Ovary_mean	female
TRINITY_DN103860_c0_g1_i1	NA	NA	-3.103173561	0.57575846	Ovary_mean	female
TRINITY_DN103897_c0_g2_i1	NA	NA	-10.24131002	0.853466082	Ovary_mean	female
TRINITY_DN103912_c0_g1_i1	NA	NA	-1.24876975	0.414787075	Brain_mean	female
TRINITY_DN103989_c0_g1_i1	NA	NA	-1.035593199	0.253272654	Ovary_mean	female
TRINITY_DN104090_c1_g2_i1	scara3-like	scaffold_786	-1.07516099	0.264123166	G23_mean	female
TRINITY_DN104207_c0_g1_i1	NA	NA	-3.681619619	0.692934562	Ovary_mean	female
TRINITY_DN104240_c0_g1_i1	NA	NA	-1.067679789	0.222010423	Ovary_mean	female
TRINITY_DN104337_c0_g1_i1	NA	NA	-1.095422433	0.3847409	Brain_mean	female
TRINITY_DN104365_c0_g3_i1	NA	NA	-1.070400221	0.427805534	Ovary_mean	female
TRINITY_DN104383_c0_g4_i1	NA	NA	-2.555816091	0.694805292	Ovary_mean	female
TRINITY_DN104463_c0_g1_i1	NA	NA	-1.92978696	0.466391725	Ovary_mean	female
TRINITY_DN104496_c0_g2_i1	NA	NA	-3.096085064	0.779073532	Ovary_mean	female
TRINITY_DN104550_c0_g2_i1	NA	NA	-2.253810255	0.542801631	Ovary_mean	female
TRINITY_DN104654_c0_g1_i1	ino80	Chr08	-2.099046875	0.632622506	Ovary_mean	female
TRINITY_DN104751_c0_g1_i2	NA	NA	-1.464496149	0.383417863	Ovary_mean	female
TRINITY_DN104812_c0_g1_i2	NA	NA	-1.68479093	0.403657192	Ovary_mean	female
TRINITY_DN104835_c0_g1_i2	NA	NA	-1.662865636	0.225475585	G46_F_mean	female
TRINITY_DN104838_c0_g1_i1	NA	NA	-1.532800673	0.744429372	Ovary_mean	female
TRINITY_DN104942_c0_g1_i2	NA	NA	-2.076065602	0.319365462	Ovary_mean	female
TRINITY_DN105140_c0_g1_i1	NA	NA	-1.742829928	0.427258852	G46_F_mean	female
TRINITY_DN105215_c0_g1_i1	NA	NA	-1.612990255	0.451281293	Ovary_mean	female
TRINITY_DN105386_c0_g2_i1	NA	NA	-1.8573342	0.509795859	Ovary_mean	female
TRINITY_DN105440_c0_g1_i1	NA	NA	-4.071972548	0.660503475	Ovary_mean	female
TRINITY_DN105453_c0_g1_i1	slc27a4	Chr08	-1.249512122	0.332925801	Ovary_mean	female
TRINITY_DN105455_c0_g3_i1	NA	NA	-3.137029265	0.664385224	Ovary_mean	female
TRINITY_DN105472_c0_g3_i2	NA	NA	-1.543547266	0.277518007	Ovary_mean	female
TRINITY_DN105525_c0_g1_i1	NA	NA	-6.587444528	0.83723512	Ovary_mean	female
TRINITY_DN105560_c0_g1_i2	NA	NA	-1.265767355	0.374118586	Ovary_mean	female
TRINITY_DN105578_c0_g1_i1	NA	NA	-4.703992967	0.754051954	Ovary_mean	female
TRINITY_DN105601_c0_g1_i1	NA	NA	-5.008871934	0.654871744	Ovary_mean	female
TRINITY_DN105624_c0_g1_i1	NA	NA	-10.84079259	0.912901138	Ovary_mean	female
TRINITY_DN105647_c0_g2_i1	NA	NA	-11.81141532	0.856680274	Ovary_mean	female
TRINITY_DN105682_c0_g3_i1	NA	NA	-1.792830821	0.384512992	Ovary_mean	female
TRINITY_DN105941_c0_g1_i1	NA	NA	-1.582370867	0.469810406	Ovary_mean	female
TRINITY_DN106065_c0_g1_i2	NA	NA	-1.299027206	0.424193039	Ovary_mean	female
TRINITY_DN106219_c0_g3_i1	NA	NA	-1.940058898	0.316342524	Ovary_mean	female
TRINITY_DN106464_c0_g2_i1	NA	NA	-2.390172886	0.725671081	Brain_mean	female
TRINITY_DN106700_c0_g2_i1	NA	NA	-1.739884217	0.395304895	Ovary_mean	female
TRINITY_DN106700_c0_g5_i1	NA	NA	-1.862735006	0.44533412	Ovary_mean	female
TRINITY_DN106815_c0_g2_i2	NA	NA	-2.024925012	0.351170743	Ovary_mean	female
TRINITY_DN106850_c0_g1_i1	NA	NA	-1.074690577	0.18500481	Ovary_mean	female
TRINITY_DN106873_c0_g1_i2	NA	NA	-6.0798219	0.686129774	Ovary_mean	female
TRINITY_DN106942_c0_g1_i1	NA	NA	-1.878857317	0.581132541	Ovary_mean	female
TRINITY_DN106948_c0_g1_i1	lamp2	Chr08	-1.829849598	0.315232281	Ovary_mean	female
TRINITY_DN107012_c1_g2_i1	NA	NA	-1.553194591	0.406474984	G46_F_mean	female
TRINITY_DN107308_c0_g1_i1	wasl	Chr03	-1.203030321	0.490766137	Ovary_mean	female
TRINITY_DN107311_c0_g1_i1	NA	NA	-2.159490618	0.6285129	Ovary_mean	female
TRINITY_DN107450_c0_g3_i2	NA	NA	-3.168642736	0.711182957	Ovary_mean	female
TRINITY_DN107487_c0_g1_i1	NA	NA	-1.320873028	0.704148209	Ovary_mean	female
TRINITY_DN107530_c1_g1_i1	psmd11	Chr10	-1.16468088	0.29917091	Ovary_mean	female
TRINITY_DN107602_c0_g3_i1	NA	NA	-2.618374102	0.848616192	Liver_mean	female
TRINITY_DN107645_c0_g1_i1	heatr5b	Chr05	-1.203078475	0.318796901	Ovary_mean	female
TRINITY_DN107694_c0_g1_i2	NA	NA	-1.560893494	0.296067786	G23_mean	female
TRINITY_DN107696_c0_g1_i4	NA	NA	-1.342941941	0.513780259	Ovary_mean	female
TRINITY_DN107702_c1_g1_i2	NA	NA	-1.405994506	0.349652941	Ovary_mean	female
TRINITY_DN107704_c0_g1_i1	NA	NA	-2.316417885	0.785659672	G31_mean	female
TRINITY_DN107727_c0_g1_i1	NA	NA	-1.475306546	0.402001144	Ovary_mean	female
TRINITY_DN107740_c0_g1_i1	NA	NA	-2.063017987	0.611786971	Ovary_mean	female
TRINITY_DN107751_c0_g1_i1	gatsl3	Chr01	-1.12239531	0.432456608	Testis_mean	female
TRINITY_DN107774_c0_g1_i2	NA	NA	-1.160881475	0.228965569	Ovary_mean	female
TRINITY_DN107898_c0_g1_i1	NA	NA	-1.308741137	0.297317259	Ovary_mean	female
TRINITY_DN107936_c0_g1_i2	NA	NA	-1.400923912	0.209558968	Ovary_mean	female
TRINITY_DN107978_c0_g1_i1	NA	NA	-5.776145017	0.802771689	Testis_mean	female
TRINITY_DN108208_c0_g1_i3	NA	NA	-8.940880205	0.70959914	Ovary_mean	female
TRINITY_DN108227_c0_g1_i1	NA	NA	-1.261677409	0.278697697	Ovary_mean	female
TRINITY_DN108316_c0_g1_i1	NA	NA	-1.592468463	0.411064998	Ovary_mean	female
TRINITY_DN108427_c0_g3_i5	NA	NA	-1.848577304	0.423719915	Ovary_mean	female
TRINITY_DN108436_c0_g1_i2	ate1-like	Chr07	-1.38155846	0.48668377	Ovary_mean	female
TRINITY_DN108450_c0_g1_i2	NA	NA	-2.873018321	0.490951628	Ovary_mean	female
TRINITY_DN108450_c0_g4_i1	ccdc67	Chr02	-2.372524171	0.425713389	Ovary_mean	female
TRINITY_DN108455_c0_g1_i3	NA	NA	-1.337437926	0.209858838	Testis_mean	female
TRINITY_DN108480_c0_g1_i1	NA	NA	-1.042601983	0.323473269	Ovary_mean	female
TRINITY_DN108566_c0_g3_i1	NA	NA	-2.637974725	0.731589556	G46_F_mean	female
TRINITY_DN108613_c0_g1_i1	bcl2l10	Chr03	-1.809276374	0.672627469	Ovary_mean	female
TRINITY_DN108653_c0_g1_i2	slc27a2-like	Chr03	-2.944073229	0.466564677	Ovary_mean	female
TRINITY_DN108668_c0_g1_i1	fkbpl	Chr08	-4.830071634	0.813232564	Ovary_mean	female
TRINITY_DN108700_c0_g1_i1	NA	NA	-2.851847274	0.548809152	Ovary_mean	female
TRINITY_DN108703_c0_g8_i1	NA	NA	-1.752815966	0.500341561	G23_mean	female
TRINITY_DN108709_c0_g1_i2	NA	NA	-7.062448458	0.748406363	Testis_mean	female
TRINITY_DN108732_c0_g1_i1	c7orf55	Chr04	-1.702612736	0.196793711	G46_F_mean	female
TRINITY_DN108746_c0_g3_i1	NA	NA	-8.850538638	0.391906731	Brain_mean	female
TRINITY_DN108791_c0_g1_i1	NA	NA	-1.718917678	0.531563012	Brain_mean	female
TRINITY_DN108791_c0_g2_i1	NA	NA	-1.84427199	0.552171898	Brain_mean	female
TRINITY_DN108927_c0_g4_i1	NA	NA	-1.096220312	0.317319053	Ovary_mean	female
TRINITY_DN108930_c0_g1_i3	NA	NA	-2.260625998	0.479124657	G27_mean	female
TRINITY_DN108932_c0_g1_i1	NA	NA	-2.490433995	0.369166807	Ovary_mean	female
TRINITY_DN109050_c0_g1_i1	NA	NA	-6.48734519	0.881167739	Ovary_mean	female
TRINITY_DN109077_c0_g1_i1	NA	NA	-2.808401895	0.786940186	Ovary_mean	female
TRINITY_DN109099_c0_g2_i2	NA	NA	-7.295567601	0.91598172	Ovary_mean	female
TRINITY_DN109101_c0_g2_i1	map1lc3c	Chr05	-1.200913342	0.433884284	Ovary_mean	female
TRINITY_DN109193_c0_g1_i1	NA	NA	-2.090744786	0.533061178	Ovary_mean	female
TRINITY_DN109252_c0_g1_i2	LOC100498119	Chr08	-2.422927448	0.544702936	Ovary_mean	female
TRINITY_DN109253_c0_g1_i1	NA	NA	-8.078777936	0.88865547	Ovary_mean	female
TRINITY_DN109275_c0_g1_i1	NA	NA	-2.905882991	0.478059501	Ovary_mean	female
TRINITY_DN109288_c0_g1_i1	fam124b	Chr05	-4.112857236	0.713454038	Ovary_mean	female
TRINITY_DN109308_c0_g1_i1	LOC100486333-like	Chr08	-2.701597483	0.508356507	Ovary_mean	female
TRINITY_DN109332_c0_g1_i1	NA	NA	-1.640677647	0.455029014	Ovary_mean	female
TRINITY_DN109362_c0_g2_i1	NA	NA	-1.076715608	0.239687765	G23_mean	female
TRINITY_DN109430_c0_g5_i1	brox	Chr05	-1.690559315	0.565408613	Ovary_mean	female
TRINITY_DN109440_c0_g1_i1	NA	NA	-1.795213258	0.620592911	Ovary_mean	female
TRINITY_DN109454_c0_g1_i2	NA	NA	-1.255549297	0.263110565	Ovary_mean	female
TRINITY_DN109491_c0_g2_i1	NA	NA	-1.596572773	0.286487963	Testis_mean	female
TRINITY_DN109541_c0_g2_i1	NA	NA	-3.63519657	0.575503994	Ovary_mean	female
TRINITY_DN109555_c0_g1_i2	NA	NA	-3.040757449	0.766137811	Testis_mean	female
TRINITY_DN109560_c0_g1_i1	NA	NA	-1.918763153	0.526851568	Ovary_mean	female
TRINITY_DN109596_c0_g1_i1	NA	NA	-7.755034001	0.709010869	Ovary_mean	female
TRINITY_DN109625_c0_g1_i3	NA	NA	-1.689013415	0.32503898	Ovary_mean	female
TRINITY_DN109646_c1_g1_i3	NA	NA	-4.418703379	0.62920725	Ovary_mean	female
TRINITY_DN109666_c0_g1_i1	NA	NA	-12.10335183	0.808450443	Ovary_mean	female
TRINITY_DN109667_c0_g1_i2	NA	NA	-1.20102945	0.341072917	Ovary_mean	female
TRINITY_DN109669_c1_g2_i1	cth	Chr04	-5.453158932	0.531520757	Ovary_mean	female
TRINITY_DN109678_c0_g1_i4	NA	NA	-1.838797254	0.363092694	Ovary_mean	female
TRINITY_DN109704_c0_g1_i1	NA	NA	-2.266643207	0.767073081	Ovary_mean	female
TRINITY_DN109790_c0_g1_i1	NA	NA	-1.242069143	0.367374079	Ovary_mean	female
TRINITY_DN109791_c0_g1_i2	NA	NA	-1.028140148	0.588280546	G46_F_mean	female
TRINITY_DN109791_c0_g2_i1	nop2-like	Chr07	-5.278165407	0.543066863	G46_F_mean	female
TRINITY_DN109823_c0_g1_i2	NA	NA	-2.621580002	0.631689886	Brain_mean	female
TRINITY_DN109844_c0_g2_i1	NA	NA	-1.550909223	0.354602922	Ovary_mean	female
TRINITY_DN109880_c0_g1_i1	NA	NA	-1.595763049	0.368702711	Ovary_mean	female
TRINITY_DN109883_c0_g1_i1	NA	NA	-5.507860116	0.848511997	Ovary_mean	female
TRINITY_DN109913_c0_g1_i1	NA	NA	-9.298120997	0.90284786	Ovary_mean	female
TRINITY_DN109913_c0_g2_i1	NA	NA	-10.66485568	0.900128161	Ovary_mean	female
TRINITY_DN109929_c0_g1_i1	NA	NA	-11.15822606	0.830558631	Ovary_mean	female
TRINITY_DN109936_c0_g2_i1	NA	NA	-1.594062881	0.381561212	Ovary_mean	female
TRINITY_DN109944_c0_g1_i1	NA	NA	-1.615708222	0.488009674	Ovary_mean	female
TRINITY_DN109983_c0_g1_i2	NA	NA	-1.658834321	0.434685987	Ovary_mean	female
TRINITY_DN110022_c0_g1_i1	NA	NA	-2.667071305	0.451953779	Ovary_mean	female
TRINITY_DN110037_c0_g1_i1	NA	NA	-3.298390808	0.7576335	Ovary_mean	female
TRINITY_DN110068_c0_g2_i4	NA	NA	-1.906065782	0.635023796	Ovary_mean	female
TRINITY_DN110103_c0_g1_i1	Xetrov90030986m	scaffold_99	-8.569026429	0.873793545	Ovary_mean	female
TRINITY_DN110132_c0_g2_i1	ocel1	Chr01	-1.314492372	0.22421265	Ovary_mean	female
TRINITY_DN110153_c0_g1_i1	pfkp	Chr06	-1.069896579	0.31821499	Ovary_mean	female
TRINITY_DN110156_c0_g1_i1	NA	NA	-2.884659852	0.372428206	Ovary_mean	female
TRINITY_DN110201_c0_g1_i1	NA	NA	-3.060936802	0.48852418	Ovary_mean	female
TRINITY_DN110230_c0_g1_i1	LOC100485394	Chr02	-1.260842477	0.582691962	Ovary_mean	female
TRINITY_DN110252_c0_g2_i2	NA	NA	-1.082141701	0.268906663	Ovary_mean	female
TRINITY_DN110258_c0_g1_i1	fign-like	Chr09	-1.314264232	0.407190832	Ovary_mean	female
TRINITY_DN110265_c0_g1_i1	NA	NA	-1.076460138	0.410874473	Ovary_mean	female
TRINITY_DN110298_c0_g2_i1	ccdc109b	Chr01	-1.201601982	0.170183066	G46_F_mean	female
TRINITY_DN110298_c0_g3_i1	sts	Chr02	-1.44905914	0.301498519	G23_mean	female
TRINITY_DN110314_c0_g1_i3	NA	NA	-1.961585574	0.436149235	Ovary_mean	female
TRINITY_DN110346_c0_g1_i2	NA	NA	-1.767349659	0.431359026	Ovary_mean	female
TRINITY_DN110356_c0_g1_i1	eef1e1	Chr06	-2.245464469	0.317081555	Ovary_mean	female
TRINITY_DN110384_c0_g1_i1	NA	NA	-1.649791219	0.56069414	Ovary_mean	female
TRINITY_DN110412_c0_g1_i1	gtse1	Chr03	-1.229549628	0.501233706	Testis_mean	female
TRINITY_DN110513_c0_g1_i1	NA	NA	-2.931700407	0.674296812	Ovary_mean	female
TRINITY_DN110523_c0_g1_i2	NA	NA	-2.191826065	0.561285678	Ovary_mean	female
TRINITY_DN110567_c1_g1_i1	NA	NA	-1.064184469	0.467473637	Ovary_mean	female
TRINITY_DN110622_c0_g1_i1	NA	NA	-1.516214798	0.311042291	G46_F_mean	female
TRINITY_DN110622_c0_g2_i1	rbm23	Chr01	-1.434526127	0.281253048	G46_F_mean	female
TRINITY_DN110622_c0_g3_i4	NA	NA	-1.397492966	0.366259981	Ovary_mean	female
TRINITY_DN110633_c0_g1_i4	btg1	Chr03	-1.242202714	0.249216327	G46_F_mean	female
TRINITY_DN110644_c0_g1_i1	surf4.2	scaffold_2303	-5.909832902	0.940782986	Ovary_mean	female
TRINITY_DN110644_c0_g2_i1	NA	NA	-5.953377629	0.910316306	Ovary_mean	female
TRINITY_DN110644_c0_g3_i1	NA	NA	-8.02078597	0.887496426	Ovary_mean	female
TRINITY_DN110673_c0_g1_i1	NA	NA	-1.175870227	0.34141631	Testis_mean	female
TRINITY_DN110679_c0_g1_i1	NA	NA	-10.76486731	0.890071596	Ovary_mean	female
TRINITY_DN110734_c0_g1_i1	NA	NA	-6.180376777	0.890729958	Ovary_mean	female
TRINITY_DN110778_c0_g1_i1	NA	NA	-1.565557498	0.416398847	Ovary_mean	female
TRINITY_DN110780_c0_g1_i2	NA	NA	-2.75852712	0.620690618	Ovary_mean	female
TRINITY_DN110795_c0_g1_i1	NA	NA	-3.462804107	0.609983973	G46_F_mean	female
TRINITY_DN110801_c0_g2_i1	fam219b	Chr03	-1.515498238	0.50059551	Ovary_mean	female
TRINITY_DN110842_c0_g1_i2	NA	NA	-2.390629638	0.359535998	Ovary_mean	female
TRINITY_DN110844_c0_g1_i1	NA	NA	-1.025591372	0.370857891	Ovary_mean	female
TRINITY_DN110864_c0_g1_i2	NA	NA	-3.234818949	0.65508782	Brain_mean	female
TRINITY_DN110877_c0_g1_i3	NA	NA	-2.47451153	0.508118335	Ovary_mean	female
TRINITY_DN110879_c0_g1_i2	LOC100145332	Chr04	-1.441339238	0.399795279	Ovary_mean	female
TRINITY_DN110880_c0_g1_i1	NA	NA	-3.249669848	0.383588675	Testis_mean	female
TRINITY_DN110885_c0_g1_i1	NA	NA	-2.260926852	0.571335037	Ovary_mean	female
TRINITY_DN110915_c0_g1_i1	NA	NA	-11.01236425	0.908042298	Ovary_mean	female
TRINITY_DN110915_c0_g2_i1	NA	NA	-6.49600229	0.898523133	Ovary_mean	female
TRINITY_DN110920_c0_g1_i2	NA	NA	-1.060479727	0.336326775	Ovary_mean	female
TRINITY_DN110967_c0_g1_i1	NA	NA	-1.570541344	0.613441302	Ovary_mean	female
TRINITY_DN110982_c0_g1_i1	hltf	Chr05	-2.135794455	0.329161825	Ovary_mean	female
TRINITY_DN110993_c0_g1_i2	NA	NA	-1.541823956	0.449030578	Ovary_mean	female
TRINITY_DN110996_c0_g1_i1	NA	NA	-1.369080142	0.29639037	G46_F_mean	female
TRINITY_DN110999_c0_g1_i1	NA	NA	-2.027310618	0.447679332	Ovary_mean	female
TRINITY_DN111014_c0_g1_i2	NA	NA	-1.456181507	0.356876441	Ovary_mean	female
TRINITY_DN111028_c0_g1_i1	NA	NA	-13.05645752	0.860872775	Ovary_mean	female
TRINITY_DN111065_c0_g1_i5	NA	NA	-3.152705929	0.419015896	G46_F_mean	female
TRINITY_DN111065_c0_g2_i1	NA	NA	-3.073187752	0.517325876	G46_F_mean	female
TRINITY_DN111065_c0_g3_i1	NA	NA	-2.988965194	0.478047111	G46_F_mean	female
TRINITY_DN111151_c0_g1_i1	NA	NA	-2.084282854	0.581512981	Ovary_mean	female
TRINITY_DN111155_c0_g2_i2	NA	NA	-1.093951796	0.184420812	G23_mean	female
TRINITY_DN111223_c0_g1_i1	NA	NA	-1.565828924	0.362263447	Ovary_mean	female
TRINITY_DN111232_c0_g2_i1	LOC100488102	Chr06	-6.442548468	0.829145648	Ovary_mean	female
TRINITY_DN111232_c1_g1_i1	NA	NA	-6.55496605	0.869686417	Ovary_mean	female
TRINITY_DN111236_c0_g1_i1	NA	NA	-6.277773293	0.796821699	Ovary_mean	female
TRINITY_DN111318_c0_g1_i3	NA	NA	-3.664463936	0.703076995	Ovary_mean	female
TRINITY_DN111323_c0_g3_i1	NA	NA	-2.186486416	0.49180364	Ovary_mean	female
TRINITY_DN111329_c0_g1_i2	nos3	Chr06	-4.883984732	0.861080769	Ovary_mean	female
TRINITY_DN111332_c0_g2_i5	NA	NA	-1.973641858	0.401630933	Ovary_mean	female
TRINITY_DN111377_c0_g1_i1	Xetrov90018839m	Chr07	-1.368880926	0.535994595	G23_mean	female
TRINITY_DN111511_c0_g1_i1	NA	NA	-1.416466127	0.387063581	Ovary_mean	female
TRINITY_DN111515_c0_g1_i2	NA	NA	-1.005612933	0.380595482	Brain_mean	female
TRINITY_DN111552_c0_g1_i1	NA	NA	-2.092227075	0.471552667	Ovary_mean	female
TRINITY_DN111588_c1_g2_i1	NA	NA	-4.972864332	0.846193688	Ovary_mean	female
TRINITY_DN111590_c0_g1_i1	LOC733842	scaffold_208	-1.333951497	0.331355107	Ovary_mean	female
TRINITY_DN111594_c0_g1_i2	NA	NA	-5.585302352	0.698221224	Ovary_mean	female
TRINITY_DN111615_c0_g1_i2	NA	NA	-1.577275246	0.423008017	Ovary_mean	female
TRINITY_DN111713_c0_g2_i1	cdr2	Chr09	-1.934407971	0.481491861	Ovary_mean	female
TRINITY_DN111713_c0_g3_i1	NA	NA	-1.857007672	0.571871599	Ovary_mean	female
TRINITY_DN111724_c0_g1_i1	lppr3	Chr01	-6.191674944	0.488509326	Ovary_mean	female
TRINITY_DN111752_c0_g1_i1	NA	NA	-1.183564035	0.292565998	Ovary_mean	female
TRINITY_DN111797_c0_g1_i1	NA	NA	-1.106413603	0.292545047	Ovary_mean	female
TRINITY_DN111859_c0_g1_i1	NA	NA	-1.256224306	0.522126834	Ovary_mean	female
TRINITY_DN111860_c0_g1_i1	afg3l1p	Chr04	-2.263086779	0.545643192	Ovary_mean	female
TRINITY_DN111861_c0_g1_i1	NA	NA	-1.347652243	0.459579784	Ovary_mean	female
TRINITY_DN111882_c0_g2_i2	acot9	Chr02	-2.947742953	0.28848916	Ovary_mean	female
TRINITY_DN111968_c1_g1_i1	Xetrov90029597m	scaffold_5650	-2.186242038	0.521107339	Ovary_mean	female
TRINITY_DN112022_c0_g2_i2	NA	NA	-1.246793838	0.296475666	Ovary_mean	female
TRINITY_DN112046_c0_g1_i2	ubxn6	Chr01	-2.761095074	0.502033721	G46_F_mean	female
TRINITY_DN112081_c0_g3_i7	NA	NA	-1.155891387	0.302169065	Ovary_mean	female
TRINITY_DN112096_c1_g2_i2	NA	NA	-1.210418737	0.224799012	Ovary_mean	female
TRINITY_DN112103_c0_g1_i1	NA	NA	-1.113381032	0.258387937	Ovary_mean	female
TRINITY_DN112117_c1_g1_i4	uba3	Chr04	-3.727382775	0.75816465	Ovary_mean	female
TRINITY_DN112124_c0_g2_i1	NA	NA	-10.75826753	0.86272052	Ovary_mean	female
TRINITY_DN112166_c0_g2_i1	NA	NA	-2.194736124	0.495494002	Ovary_mean	female
TRINITY_DN112193_c0_g1_i1	NA	NA	-1.218478089	0.542835162	Ovary_mean	female
TRINITY_DN112226_c0_g2_i2	NA	NA	-3.867016882	0.554035692	Brain_mean	female
TRINITY_DN112243_c0_g1_i1	NA	NA	-4.935110583	0.671223383	G46_F_mean	female
TRINITY_DN112243_c1_g1_i1	NA	NA	-4.286556358	0.539251344	G46_F_mean	female
TRINITY_DN112246_c1_g5_i1	NA	NA	-2.720290242	0.49703912	Ovary_mean	female
TRINITY_DN112272_c0_g1_i1	NA	NA	-9.024170148	0.853146705	Ovary_mean	female
TRINITY_DN112287_c0_g1_i1	NA	NA	-4.519658117	0.821886002	Ovary_mean	female
TRINITY_DN112341_c0_g1_i1	metap2	Chr03	-2.163451508	0.399500846	Ovary_mean	female
TRINITY_DN112343_c0_g1_i1	NA	NA	-2.807457406	0.686461443	Ovary_mean	female
