gid	gname	chr	start	end	logCPM	logFC.ML.FL	PV.ML.FL	FDR.ML.FL
TRINITY_DN129937_c0_g3_i4	mrpl14	scaffold_5560	2308	2308	4.13271731813629	-2.05406307580577	5.73268494144238e-05	0.00882880088176773
TRINITY_DN126082_c1_g2_i1	NA	NA	NA	NA	1.63380261473257	-9.42389127442246	4.09591742097894e-07	0.000158344823888988
TRINITY_DN130177_c4_g1_i1	NA	NA	NA	NA	0.447767117528684	3.47468902182266	9.44055711248078e-10	5.76878946392656e-07
TRINITY_DN136095_c7_g1_i1	NA	NA	NA	NA	1.43588391684959	-4.09405390690405	0.000168904560165881	0.0210442873534653
TRINITY_DN126089_c1_g1_i2	NA	NA	NA	NA	2.96188625029075	5.70390050834415	8.59902909311518e-07	0.000276087132391323
TRINITY_DN105647_c0_g2_i1	NA	NA	NA	NA	-0.0341909914875774	-4.45705197476382	1.04221021839809e-07	4.59129957374768e-05
TRINITY_DN107602_c0_g2_i1	NA	NA	NA	NA	9.59982541398116	-4.31644701676194	1.0106061147618e-08	5.46968903769507e-06
TRINITY_DN96852_c0_g2_i1	NA	NA	NA	NA	2.89589300656912	2.65181893535251	0.000391133962798882	0.0385170639449269
TRINITY_DN97415_c1_g1_i1	NA	NA	NA	NA	0.0268013704090468	-2.4164128356227	0.000108468910413561	0.0144699054222823
TRINITY_DN129430_c0_g1_i1	NA	NA	NA	NA	5.34389827826499	2.83620160797901	4.71494981046927e-07	0.000175741268044235
TRINITY_DN129181_c0_g4_i14	NA	NA	NA	NA	3.3377505499108	-2.54043372712922	4.13534355546353e-05	0.00688933423074602
TRINITY_DN133894_c0_g1_i1	NA	NA	NA	NA	-0.0291535820212836	-3.28054191615219	8.92240109408403e-06	0.00201210766577659
TRINITY_DN133632_c2_g4_i3	NA	NA	NA	NA	3.93432277145896	-6.07293438855864	1.24837629869938e-15	1.57653281508415e-12
TRINITY_DN134012_c5_g2_i1	NA	NA	NA	NA	2.18194504988708	5.11984624393912	2.60362064248755e-16	3.79387583312629e-13
TRINITY_DN107343_c0_g1_i1	NA	NA	NA	NA	4.14546989839026	-2.21022881658285	6.68980600562558e-05	0.010057539298775
TRINITY_DN136702_c5_g1_i1	NA	NA	NA	NA	2.80131814659928	-3.90802071168938	6.01011739190056e-07	0.000209609557905694
TRINITY_DN72345_c0_g1_i1	NA	NA	NA	NA	1.1618671766706	-2.47873399925914	3.3650530977046e-05	0.00607087626950649
TRINITY_DN131692_c0_g2_i1	NA	NA	NA	NA	5.60291456187174	-3.9040420737995	3.67319264980717e-06	0.000980018145990101
TRINITY_DN114670_c0_g1_i1	NA	NA	NA	NA	0.556461745912951	-2.95605218041029	1.80799429722722e-05	0.00364349318855055
TRINITY_DN127236_c4_g6_i1	NA	NA	NA	NA	3.43199206894603	3.66991636458228	0.00010062291338338	0.0136149989158669
TRINITY_DN130085_c0_g4_i1	NA	NA	NA	NA	9.55143017250183	-8.32327343212689	2.74187795139133e-31	1.7313131344402e-27
TRINITY_DN133632_c2_g7_i15	NA	NA	NA	NA	4.37417716975891	-7.65826936310931	4.40077887586003e-11	3.20630593251602e-08
TRINITY_DN121200_c0_g1_i1	NA	NA	NA	NA	-0.0729038211137614	-4.37247354972616	5.56391666941501e-07	0.00020268706436294
TRINITY_DN112720_c0_g1_i1	NA	NA	NA	NA	1.12978922008387	2.04468660643903	9.29883730826776e-05	0.0128575091336143
TRINITY_DN131507_c1_g1_i1	NA	NA	NA	NA	1.2393870460817	8.29285355832199	1.06524564704071e-11	8.77345577908354e-09
TRINITY_DN75938_c0_g1_i1	NA	NA	NA	NA	-0.0507327666052123	-2.78076704408363	6.58608713314469e-06	0.00157924365269823
TRINITY_DN112260_c0_g1_i2	NA	NA	NA	NA	1.50086755621869	8.34100130825004	8.10988589793021e-15	9.03679815085247e-12
TRINITY_DN113022_c0_g1_i1	NA	NA	NA	NA	0.782457927551018	-8.54976725159723	6.83428458150028e-11	4.79488343805036e-08
TRINITY_DN123704_c2_g4_i2	NA	NA	NA	NA	2.02410320140012	4.38830425606191	1.06464847216798e-08	5.51408077903472e-06
TRINITY_DN130291_c2_g1_i1	NA	NA	NA	NA	0.153136518403006	3.90070194845415	1.45891009294344e-09	8.63629184082114e-07
TRINITY_DN121035_c0_g2_i1	NA	NA	NA	NA	0.33968971167425	-2.62635538127649	5.06262402703298e-05	0.00801974823183284
TRINITY_DN179330_c0_g1_i1	NA	NA	NA	NA	3.23910282215647	5.41432733053095	2.76857824757541e-07	0.000111585484561321
TRINITY_DN129827_c5_g2_i1	NA	NA	NA	NA	3.65570088840412	-3.24412262065418	2.9060294736977e-12	2.50222346910252e-09
TRINITY_DN109500_c0_g4_i1	NA	NA	NA	NA	1.38596337383296	-9.17194296030046	7.59066039363937e-07	0.000247913585925363
TRINITY_DN132978_c0_g1_i2	NA	NA	NA	NA	2.02069104389834	2.5540209945827	1.10740905036801e-05	0.00239354598495462
TRINITY_DN136702_c5_g3_i1	NA	NA	NA	NA	1.55637624960524	-3.68978638046901	0.000314775429511499	0.0330196223512497
TRINITY_DN6127_c0_g1_i1	NA	NA	NA	NA	8.80258004773059	-5.87325411671904	3.23792520117282e-25	1.0472614547163e-21
TRINITY_DN129651_c0_g4_i5	NA	NA	NA	NA	0.758924138797955	-3.61537772101373	2.12341361963853e-05	0.0041467859996714
TRINITY_DN135864_c0_g11_i1	NA	NA	NA	NA	1.87343045165605	10.0534267187227	5.63422282758736e-33	5.33645415114937e-29
TRINITY_DN128124_c11_g2_i3	NA	NA	NA	NA	4.84861010308397	-5.24504475199885	1.32321640089468e-17	2.5065688282148e-14
TRINITY_DN133336_c6_g1_i1	NA	NA	NA	NA	0.154358383081361	3.32705168710124	5.10410685224813e-06	0.00128916128136182
TRINITY_DN127041_c0_g1_i3	NA	NA	NA	NA	5.4140292629514	-2.25392372218081	4.13754290708966e-06	0.00107366404505479
TRINITY_DN119834_c0_g1_i2	NA	NA	NA	NA	3.46794232780397	-2.1412685173304	0.000445939777381448	0.0410069767132853
TRINITY_DN129489_c0_g1_i5	NA	NA	NA	NA	1.7806027851011	2.67651446374035	0.000100233568504509	0.0136149989158669
TRINITY_DN128394_c4_g1_i3	NA	NA	NA	NA	2.57652764822511	-5.65031623260382	6.60131046479091e-08	2.97734819367939e-05
TRINITY_DN130860_c2_g1_i3	NA	NA	NA	NA	4.68410222375777	-2.24539186883974	1.57691599974006e-06	0.000474151107667872
TRINITY_DN114230_c0_g1_i1	NA	NA	NA	NA	0.305236362419454	-2.19954310453614	0.000536434759107395	0.0461247710078143
TRINITY_DN122533_c0_g1_i1	NA	NA	NA	NA	4.48879326422784	-3.73242756466986	5.86802759357042e-07	0.000209609557905694
TRINITY_DN128148_c0_g18_i1	NA	NA	NA	NA	0.382256228125772	-4.92664692317883	2.84501188966651e-08	1.36535386221189e-05
TRINITY_DN134057_c5_g4_i2	NA	NA	NA	NA	-0.0606772323395652	-2.11238578126045	0.000577118409920146	0.0477395372887219
TRINITY_DN19764_c0_g1_i1	NA	NA	NA	NA	7.07773741160048	-4.48885806131558	4.95264646900221e-06	0.00126781056840958
TRINITY_DN126361_c2_g2_i3	NA	NA	NA	NA	0.159032730600197	-3.01938740619499	0.000214349791776288	0.0243152788659591
TRINITY_DN127333_c1_g3_i1	NA	NA	NA	NA	2.81816462898284	-2.32645623871507	3.85847335630519e-05	0.00658098945949049
TRINITY_DN126527_c2_g2_i1	NA	NA	NA	NA	1.1996175243523	-3.82240269864805	1.98038009579618e-07	8.33652003437046e-05
TRINITY_DN142998_c0_g1_i1	NA	NA	NA	NA	1.99499812942113	-9.81767099480785	1.32215206109745e-14	1.3914181385205e-11
TRINITY_DN127561_c4_g3_i1	NA	NA	NA	NA	6.46588549522643	-6.64413915673719	9.58778232902055e-22	2.59459086655195e-18
TRINITY_DN107602_c0_g3_i1	NA	NA	NA	NA	9.44089178525055	-6.80893224109931	9.82341433496861e-14	9.79394409196371e-11
TRINITY_DN128775_c0_g1_i1	NA	NA	NA	NA	-0.0894835236817012	-2.16086765384326	0.000285815041540344	0.0304168220893187
TRINITY_DN107602_c0_g1_i1	NA	NA	NA	NA	8.64812062876314	-8.02482312378124	2.26388489677473e-11	1.78686548331682e-08
TRINITY_DN106055_c0_g2_i1	NA	NA	NA	NA	1.09379258493417	-2.95562671743489	0.000218809658587444	0.024526102737408
TRINITY_DN131767_c0_g2_i1	NA	NA	NA	NA	1.09163338755495	-2.8039093791242	9.58320681477991e-06	0.00211086844991135
TRINITY_DN120478_c0_g1_i1	NA	NA	NA	NA	1.70315750936639	-3.62146114462363	3.75225062466057e-05	0.00652099849384819
TRINITY_DN127334_c4_g1_i1	NA	NA	NA	NA	0.769469998413718	-2.67191437002975	0.00031724495950628	0.0330196223512497
TRINITY_DN116300_c0_g1_i1	NA	NA	NA	NA	3.67949316055683	2.3852089742985	0.000381240949046836	0.0382108322634615
TRINITY_DN124874_c1_g1_i1	NA	NA	NA	NA	0.670509159261015	2.82390374253466	1.8359704550379e-05	0.00366092508734557
TRINITY_DN96058_c0_g1_i3	NA	NA	NA	NA	1.75155989482771	-3.00399702267511	3.41278333319565e-07	0.000134684072251511
TRINITY_DN121545_c0_g4_i1	NA	NA	NA	NA	1.97206276799379	-3.83614268879838	0.00040146431303572	0.038647734525914
TRINITY_DN129354_c0_g1_i2	NA	NA	NA	NA	0.112746961105174	3.80078435802688	1.43470573644936e-08	7.15200809620005e-06
TRINITY_DN124875_c1_g1_i1	NA	NA	NA	NA	0.0826568550721433	-4.17209424435271	5.05529102352665e-09	2.81654052525486e-06
TRINITY_DN121385_c0_g3_i3	NA	NA	NA	NA	0.960461247119465	-4.7071985610821	1.71824554222724e-05	0.00349986293617319
TRINITY_DN122018_c0_g2_i1	NA	NA	NA	NA	1.31294600308076	2.03396325700746	4.14603865441085e-05	0.00688933423074602
TRINITY_DN129964_c1_g5_i2	NA	NA	NA	NA	0.184172942621607	2.54932163946368	2.46527908401344e-05	0.00468952041023858
TRINITY_DN127692_c0_g3_i1	NA	NA	NA	NA	0.496712958320375	-4.04347541976254	2.78629957572339e-06	0.00077467093790168
TRINITY_DN179282_c0_g1_i1	NA	NA	NA	NA	8.35714273948112	-7.72702447079031	5.74858930510218e-39	1.08895527206551e-34
TRINITY_DN109189_c0_g1_i1	NA	NA	NA	NA	0.494517853213234	2.13511351229974	0.0004181726318965	0.039495453968433
TRINITY_DN124380_c13_g1_i1	NA	NA	NA	NA	1.5072823632639	4.19996231001694	0.000460649630250435	0.041842796886292
TRINITY_DN110867_c0_g1_i1	NA	NA	NA	NA	1.56099131751331	-2.70933373141041	0.000437088146858422	0.0403890769070199
TRINITY_DN167774_c0_g1_i1	NA	NA	NA	NA	5.24405483649288	-8.67673931459301	2.21033958594536e-15	2.61690392353519e-12
TRINITY_DN34585_c0_g1_i1	NA	NA	NA	NA	0.819086513714403	-2.53759858775725	3.51052200603105e-05	0.0062149362953501
TRINITY_DN112525_c0_g1_i1	NA	NA	NA	NA	2.69163604727267	2.16114262255568	8.84268385289876e-05	0.0123166882518722
TRINITY_DN133435_c0_g5_i1	NA	NA	NA	NA	2.47035444744387	2.45207243295635	2.30455874182781e-05	0.00445461798433105
TRINITY_DN96380_c0_g1_i1	NA	NA	NA	NA	5.91844047794653	-5.51231159774032	3.19931160667129e-16	4.32889712608388e-13
TRINITY_DN131174_c1_g2_i1	NA	NA	NA	NA	0.447119201585133	-2.46976398982953	0.000424686638838073	0.0396297487660572
TRINITY_DN130269_c0_g1_i1	NA	NA	NA	NA	0.0537853735815311	-7.71126742538021	6.07476211074659e-06	0.00147531049569068
TRINITY_DN124366_c0_g1_i1	NA	NA	NA	NA	0.805791745369369	-2.56096124208472	3.30610455420731e-05	0.00607087626950649
TRINITY_DN121044_c0_g1_i1	NA	NA	NA	NA	2.8292747805069	3.4224999771041	7.09664657916692e-10	4.48105920497197e-07
TRINITY_DN27005_c0_g1_i1	NA	NA	NA	NA	1.68804595712898	-9.50113548797034	4.18423520377053e-13	3.96309837325125e-10
TRINITY_DN136165_c4_g1_i1	NA	NA	NA	NA	0.383580213729461	-2.50663255127286	0.000379612631465602	0.0382108322634615
TRINITY_DN127904_c4_g1_i1	NA	NA	NA	NA	1.69755134008924	2.62875065748107	6.08590280568715e-07	0.000209609557905694
TRINITY_DN113348_c0_g3_i1	NA	NA	NA	NA	1.24123335569683	5.37222515120994	1.52336748413895e-17	2.62337729564037e-14
TRINITY_DN125119_c3_g6_i1	NA	NA	NA	NA	0.673559392057036	-2.51267975049909	0.000392429569834286	0.0385170639449269
TRINITY_DN120299_c0_g3_i2	NA	NA	NA	NA	0.539763898383945	-6.42168501689476	3.52748944694234e-09	2.02488583616451e-06
TRINITY_DN113738_c0_g2_i6	NA	NA	NA	NA	2.84583310534602	-2.51934738873607	2.11280363453684e-06	0.000625356863266114
TRINITY_DN142384_c0_g1_i1	NA	NA	NA	NA	2.2690922210632	2.57033623623679	2.21879675830054e-07	9.13710152010589e-05
TRINITY_DN97635_c0_g1_i5	NA	NA	NA	NA	0.467443917769618	-3.06872654705745	0.000347602581580698	0.0354012672198019
TRINITY_DN96380_c0_g3_i1	NA	NA	NA	NA	4.20256311334602	-4.42292231337001	4.09902994037246e-17	6.47066034670629e-14
TRINITY_DN120435_c1_g1_i1	NA	NA	NA	NA	0.0639353694721118	-3.07758033680034	8.50062634633223e-05	0.0119279529539683
TRINITY_DN112847_c0_g1_i1	NA	NA	NA	NA	0.483109948595366	-2.38133945958982	2.47559542323739e-05	0.00468952041023858
TRINITY_DN133419_c0_g1_i1	NA	NA	NA	NA	0.670216046454536	-2.99240539211945	1.18576511787875e-05	0.00252381445258171
TRINITY_DN130085_c0_g1_i1	NA	NA	NA	NA	3.33873959328934	-5.03739235444898	1.94992053092204e-10	1.27370153852608e-07
TRINITY_DN102016_c0_g3_i1	NA	NA	NA	NA	0.510525344026502	-3.72946344400105	1.11192549583491e-05	0.00239354598495462
TRINITY_DN87581_c0_g1_i1	NA	NA	NA	NA	0.150540353030274	2.49104830515508	3.34636319237871e-05	0.00607087626950649
TRINITY_DN121831_c0_g1_i1	NA	NA	NA	NA	8.63639973840789	2.77162279877347	1.2292238490148e-07	5.2920880390653e-05
TRINITY_DN123466_c0_g1_i2	NA	NA	NA	NA	1.3117459107062	2.83963056407817	4.9384409215442e-05	0.00799563131425741
TRINITY_DN120956_c1_g1_i8	NA	NA	NA	NA	0.38244729612314	-2.0039999221091	0.000175545615300598	0.0214539392944466
TRINITY_DN37225_c0_g2_i1	NA	NA	NA	NA	10.3081094369356	-6.72900427114115	3.31709271408848e-25	1.0472614547163e-21
TRINITY_DN120502_c0_g1_i1	NA	NA	NA	NA	0.236151745214349	-2.81785132240368	2.82174390092466e-06	0.00077467093790168
TRINITY_DN9176_c0_g1_i1	NA	NA	NA	NA	0.585799842493402	-4.06416849798704	0.00031585202095102	0.0330196223512497
TRINITY_DN118888_c0_g1_i2	NA	NA	NA	NA	0.668012013410853	-3.45721651229998	3.05865161760399e-06	0.000827714822746748
TRINITY_DN120303_c3_g1_i1	NA	NA	NA	NA	8.3943860425075	-6.95038530964179	3.34673194498122e-11	2.53588572935117e-08
TRINITY_DN70872_c0_g1_i1	NA	NA	NA	NA	0.21319737122625	-7.84218874518516	3.75427022216107e-06	0.000987738066922183
TRINITY_DN130203_c1_g4_i1	NA	NA	NA	NA	3.22804530185119	-3.85980441339121	0.000561712981953283	0.0468745771680222
TRINITY_DN118022_c0_g1_i1	NA	NA	NA	NA	1.96585339588438	-5.97684745669555	1.36947669353912e-20	3.24274962571395e-17
TRINITY_DN117740_c0_g1_i2	NA	NA	NA	NA	0.342839179549631	-2.81937030978374	1.23593715757362e-05	0.0026013730639908
TRINITY_DN119520_c3_g2_i4	NA	NA	NA	NA	4.03933354702138	-6.1651565848631	9.99226539018469e-07	0.000315472472143781
TRINITY_DN161459_c0_g1_i1	NA	NA	NA	NA	2.16018420200208	-2.47586034561266	0.000126413542982137	0.0164017242788399
TRINITY_DN126074_c5_g1_i3	NA	NA	NA	NA	0.0507701880402575	-2.47004237071443	0.000188112801760409	0.0223214155360896
TRINITY_DN122892_c0_g1_i1	NA	NA	NA	NA	2.41151944814759	3.15252831677453	2.31551250680547e-06	0.000674811591021785
