gid	gname	chr	start	end	logCPM	logFC.XYliver.XXliver	PV.XYliver.XXliver	FDR.XYliver.XXliver	A12FL1	A12ML1	A15ML1	A17FL1	A17ML1	A2FL1	A7FL1	A8FL1	A8ML1
TRINITY_DN101457_c0_g1_i1	asnsd1-like	Chr09	39386717	39386717	5.30330192934866	-0.187509132305305	0.525083152914347	0.85981598016005	5.02105956094198	4.86154905862173	5.68978897085506	5.32248506624521	5.36058977585189	5.46144983207941	5.34441772537628	5.68416394518788	4.64340730349826
TRINITY_DN101488_c0_g2_i2	pdcl3	Chr02	106708785	106708785	4.93353760668338	-0.417797906494051	0.152361947478103	0.601626265658835	5.34582859021949	4.50359710562406	5.00102163708459	4.45185721543804	4.72336969023915	5.11169784852621	5.15122231304441	5.28549448895093	4.46058033411903
TRINITY_DN101542_c0_g1_i1	rps6kb1	Chr02	87418446	87418446	7.14392669093511	-0.133880790888017	0.633343238021308	0.901911616667185	7.2828361673512	6.93804053721981	7.04683612788297	6.85448005021434	7.22066405977183	7.51079780484049	7.39261928621752	6.83433775507724	7.05380847793526
TRINITY_DN101610_c0_g2_i1	s100a11	scaffold_281	155613	155613	5.85643199515529	-0.954855670043458	0.00900405101875577	0.170235127187939	5.93287313280744	5.29095913313411	5.14112528233914	5.47471465191301	5.59757174012755	5.57018704475776	6.01654139727417	7.23342007113943	4.89945013227948
TRINITY_DN101728_c0_g2_i1	lrrc20	Chr07	32617150	32617150	3.23972003989655	-0.0668943851249876	0.876727979100492	0.973581955675488	3.67439766571925	3.55501693939315	2.14134755627841	3.17032524484248	2.96987681507186	3.72139435105812	2.0539037257618	3.23406192135759	3.67585003020552
TRINITY_DN101751_c0_g1_i1	ssna1	Chr08	103347	103347	3.6777332210667	-0.133906475796249	0.713627035802682	0.924215001925376	3.6580542732317	3.34936510950999	3.78280989575549	3.46858684646859	3.75040792236751	4.48096893262392	2.92251407356877	3.73296349109505	3.48731542168548
TRINITY_DN101809_c0_g1_i2	LOC101732244	Chr05	59159234	59159234	4.89269150260366	-0.427219933436956	0.133712360915351	0.572855240719128	4.6516723646795	4.85448733125923	4.47412723127652	5.12623534954922	4.74983121982841	5.04543325134242	5.44076248779891	4.9355063984411	4.45028491286809
TRINITY_DN101833_c0_g1_i1	ier2	Chr03	129491240	129491240	5.77278359200321	-1.29165656067738	0.00195297845361293	0.06959893929408	6.9450909197626	4.65758670135956	4.69690570348699	5.18418141377404	4.66894450201219	6.55576567627617	4.69908615993132	6.50646660634769	5.48786363905366
TRINITY_DN101895_c0_g1_i1	LOC100498557	scaffold_2562	2638	2638	3.11030710032129	0.49542531186051	0.260826759038911	0.710361787653098	3.42679974995826	3.22346548190274	2.44648395701724	2.54143603255307	3.42876809232364	1.88930745161126	2.28679972120565	3.54426955434624	3.96332962302171
TRINITY_DN101903_c0_g2_i2	rnft1	Chr02	87452051	87452051	4.82825660778121	-0.0579383360210941	0.854040412106211	0.967703059445104	4.92870604000819	5.02142175348382	4.44492572705825	4.92191038044298	4.82642266571833	5.44440858918454	4.59746959692034	4.02732142376234	4.82967760546861
TRINITY_DN101966_c0_g1_i1	sla2	Chr10	34939460	34939460	0.825974312614837	0.181128519953412	0.768602823982817	0.941844746237408	-0.0374930535978807	0.743980331029794	-0.236097628503825	-0.165825345802057	0.975807251637074	1.50703038871864	1.05232327208708	0.708943742218258	1.61983125947029
TRINITY_DN102026_c0_g1_i2	gjb7	Chr05	87154347	87154347	0.786642762408932	-0.346877581390107	0.530324458294903	0.862056634072483	0.491392708726248	0.616203974286012	0.372257163016695	1.40101152126386	0.30246220588131	0.709275292585169	1.22259963511172	0.331613651080732	0.983640694796408
TRINITY_DN102065_c0_g1_i1	uck2	Chr04	108945411	108945411	5.37786039893584	-1.11737777784512	0.000118922954738703	0.0103385170558824	5.68522675684391	4.95033807012043	4.38468736896769	5.40602832163139	4.59789221582868	6.10996960357288	5.41990168376469	6.07074359044596	4.64340730349826
TRINITY_DN102078_c0_g1_i1	adsl	Chr04	111381918	111381918	6.13515608076688	0.421365933704469	0.136589168316807	0.57726144647112	6.28652865891346	6.0439506543454	6.35318266035249	6.13081041900227	6.58644158121693	5.51684264861811	5.48327716775575	6.06804966037264	6.38180685780493
TRINITY_DN102159_c0_g1_i2	Xetrov90012386m	Chr04	109890106	109890106	10.1731598587889	0.360104143125644	0.378610142990647	0.792587353785562	10.5686100575308	10.317081585634	9.92962479343364	10.3516195651993	10.2332294909485	9.15328030175259	9.08033296035746	10.2182757849871	10.8214988193153
TRINITY_DN102162_c0_g1_i1	LOC100486925-like	Chr09	18751230	18751230	3.37006431469	-0.330638774152593	0.429210028271322	0.819144785182569	3.8429228585274	2.79224500741405	3.35065674811941	2.88988031912774	3.46115754343317	4.34065487116055	2.40474162814158	3.29061912302382	3.042639546559
TRINITY_DN102167_c0_g1_i2	ccdc6	Chr07	8097857	8097857	5.89853900349701	-0.173216144854607	0.540466198195727	0.866303586669215	5.74060395892967	5.42570273886865	5.7665419738899	5.63566536337362	6.23956300823121	6.33622684851673	6.07441979233106	5.96466364332413	5.64958324508914
TRINITY_DN102193_c0_g2_i1	nkiras2	Chr10	2283277	2283277	3.80723652429772	-0.0729429896910843	0.834025750429986	0.961082856148915	3.96751977973132	3.98824276150007	3.58285438955329	4.33165867598916	3.0989900322447	3.51923230563647	3.81523753207757	3.36273680239759	4.15302061664982
TRINITY_DN102252_c0_g2_i1	ccdc39	Chr05	95583263	95583263	0.794194674688271	-2.12352888118974	0.000567938533559442	0.0293005887197334	0.877552699033727	-0.554028002821494	-0.513351659934884	1.00338903984415	-1.00071181713948	1.41671980858801	1.66222088160881	1.25518677323733	0.0539048189908695
TRINITY_DN102272_c0_g1_i1	dmap1	Chr04	82690214	82690214	3.88160945249859	-0.261300828476237	0.421059191438001	0.812760447967687	4.15389295824801	3.50177371420229	3.63550083522545	4.13674084684331	4.01325011963501	3.40642914813663	3.76097663509201	4.3086643614338	3.74486659496659
TRINITY_DN102276_c0_g1_i1	adam28	Chr03	106784533	106784533	2.81153878216626	-0.879979790694871	0.107395631308485	0.521123715405073	2.78049794833769	1.49078470352419	1.02616665085019	1.40101152126386	2.67077358713777	2.90666425141924	3.13368668162374	4.13420841481855	3.042639546559
TRINITY_DN102279_c0_g1_i1	cars	scaffold_1089	131	131	5.44252040581248	-0.114783735358483	0.732374714778634	0.928544774222476	5.31488763134223	5.4633242626903	5.27436351137367	5.11303615178138	5.49180146262808	4.34065487116055	6.04973688040015	5.99050181759972	5.27102262193459
TRINITY_DN102288_c0_g1_i1	mboat1	Chr06	47429669	47429669	1.05294577915828	-1.08588423601754	0.191315891505515	0.645725842809977	0.491392708726248	0.146624243890726	-0.513351659934884	-0.802545000470793	-1.96998682119904	1.32037615680349	0.939592089819085	2.70598567152946	1.69151359870429
TRINITY_DN102400_c0_g1_i1	mrpl22	Chr03	10915763	10915763	4.80240747923346	-0.0266715689620405	0.931906856884942	0.984251949360647	4.5666708234816	4.4945405053489	4.98081733499599	3.97105689980908	4.64094208817925	4.86935460700329	5.15122231304441	5.17966197163197	4.97321216221016
TRINITY_DN102455_c0_g1_i1	tprg1-like	Chr05	100117567	100117567	5.1983921430853	0.523836039178486	0.0608263947341458	0.417355050279351	5.02743542378681	5.66245447409974	5.66044951506759	4.72775607909738	4.92260269062812	5.13312652448533	5.14699718592533	4.60473614561543	5.48786363905366
TRINITY_DN102469_c0_g1_i1	themis2	Chr02	53702359	53702359	4.40603155852839	0.297037819639959	0.333320507656718	0.759032872634291	4.5312165091238	4.72882655075445	3.84374388398718	4.07000236431461	4.69641372741293	4.04151026743869	4.17198238985982	4.45606315368696	4.79755041717239
TRINITY_DN102493_c0_g1_i1	gclc	Chr05	114371420	114371420	6.96549065693415	0.0407146015570227	0.909682708125886	0.979730643041528	6.64686733809202	6.74343720033136	6.92523420941045	7.4684903038378	7.042153796095	7.66954102122514	6.31561399331738	5.83122019320886	7.20230008200005
TRINITY_DN102496_c0_g1_i1	st13	Chr04	105911538	105911538	7.83789309404705	-0.00543185931626855	0.984280504670465	0.997361356693318	7.971143765424	7.85042254750515	7.98163382028805	7.62196888914336	7.6368575348322	7.8657746768618	7.82396868493413	7.89560981669196	7.84899562480976
TRINITY_DN102539_c0_g1_i1	plxnb3	Chr08	3112250	3112250	4.88217755883723	-0.665563480179214	0.0725596570984211	0.451355958136217	5.62763878399306	4.60806089283527	4.62928793397694	4.07000236431461	4.15858839528161	4.68819208046887	5.90211680018049	4.56707273024266	4.46058033411903
TRINITY_DN102559_c0_g2_i1	LOC100485278	Chr10	24700728	24700728	2.08002644420898	-0.97945039921411	0.0982003068566713	0.503694107769424	1.99802565747016	0.616203974286012	2.14134755627841	1.40101152126386	1.67320876561398	1.21713530041568	3.6637742684775	2.00616271848006	0.983640694796408
TRINITY_DN102581_c0_g1_i2	xkr5	scaffold_13	875624	875624	2.41675234296224	-0.0840684002568916	0.872193635307308	0.971885193765684	0.986282981903848	2.82151069301936	2.48524807604901	3.58787760217012	1.55813701194805	2.69243344336561	1.90172511182819	1.76134708760028	2.30805439581999
TRINITY_DN103107_c0_g1_i1	glrx	Chr01	172667785	172667785	6.56027725728161	0.0337866578047345	0.930792881541157	0.984251949360647	7.07695398100718	6.06551608881987	6.47133357393613	5.68555841340111	6.79458286717988	6.24075043669402	5.28989276540322	7.3741947478217	6.85547663245026
TRINITY_DN103150_c0_g1_i1	mmp23b	Chr07	70923653	70923653	2.35039853420253	-0.0582930657135192	0.897795988774279	0.976687503274209	2.23683573954789	2.56885770243816	2.44648395701724	3.17032524484248	2.55549945832666	2.44074827888205	1.61405634430969	2.00616271848006	1.46480662524635
TRINITY_DN103157_c0_g1_i2	ttc8	Chr08	65044076	65044076	1.66565560563297	0.0563066561421132	0.924244618408638	0.983400148653396	0.491392708726248	1.62962469517889	1.81601153508439	0.611249303831659	1.77977633844877	0.98543807534417	2.98065117639896	1.09503949590471	1.46480662524635
TRINITY_DN103196_c0_g1_i2	mrpl41	scaffold_480	103706	103706	5.29466611492125	-0.156860654873871	0.557040659375148	0.872321921465931	5.38607726970173	5.25386956403309	5.29632949122616	5.2215582217046	5.26291956691444	5.63170104640759	5.00247643485997	5.4925416739592	4.98752257475157
TRINITY_DN103209_c0_g3_i2	ndufs5	Chr02	86345570	86345570	6.84354911975903	0.502416529679757	0.0780300227052236	0.46135825992895	6.76603893181692	7.14175013245245	7.23629508466758	6.23805185909395	7.10499842564583	6.93906255683729	6.05651057274173	6.8006559620112	6.89776317529569
TRINITY_DN103526_c0_g1_i1	rgs9bp	Chr10	16566157	16566157	3.47552717402247	-1.48600888316081	0.00731368462076375	0.151065844430081	4.98220107364108	2.26236299196447	1.75386907042874	3.0645956205384	2.36323146911235	3.17807983891661	1.94130091609052	4.61215225974821	3.22279130592293
TRINITY_DN103537_c0_g2_i1	oxsm	Chr06	76469303	76469303	3.76914673134712	-0.530111992873281	0.115162525052522	0.536694292604487	4.18844332558319	3.58945119174211	3.1720971699426	3.56866826902477	3.21749152395923	4.38895850035278	3.6872415883251	3.89980788398325	3.74486659496659
TRINITY_DN103544_c0_g1_i2	parp16-like	Chr03	117692116	117692116	1.89964242237872	0.0806961338087447	0.864972672375044	0.968798559458968	2.04905495059293	1.07083620228096	2.52299782850094	1.56508448589717	2.05908643439012	1.1059330275957	2.34697557428554	1.86430955716261	1.75980225464526
TRINITY_DN103549_c0_g1_i1	txnrd3	Chr04	122921580	122921580	6.45210338631689	-0.191877762203028	0.466606038649754	0.836466527887543	6.66128874623408	6.21083815292449	6.0894772144578	6.53384266044685	6.33003126813793	6.4373055571985	6.59534886503114	6.42669821491586	6.67272601118872
TRINITY_DN103557_c0_g2_i2	upf3b	Chr08	38597280	38597280	5.42652641392905	-0.409877740868069	0.166394660887971	0.620461005297669	5.74447931048895	4.97007445359313	5.18299409191198	5.16512349489493	5.10789603502608	4.99950318022499	6.06661185024107	5.71204058044514	5.44183755282601
TRINITY_DN103565_c0_g4_i1	thap5	Chr03	56033628	56033628	4.88550936327533	-0.325779476261912	0.309579687550565	0.742193364328699	5.32009075964915	4.26881024444293	5.0406006980438	4.56280700547983	4.49214631360731	5.60127187697525	4.59436977561995	4.71216343787203	4.85331203583103
TRINITY_DN103567_c0_g1_i1	lasp1	Chr10	3688057	3688057	7.05744140724327	0.107585052785383	0.688723498414948	0.917888825365966	6.83853509212779	7.09906800837441	6.82679561691027	7.10336578252858	7.15039817428372	6.91245816221689	7.0194839079137	7.14671108924227	7.34250183007223
TRINITY_DN103615_c0_g1_i1	gstt1-like.1	Chr01	144513755	144513755	7.66430310449638	0.337388826320564	0.309300191879179	0.74173338626471	7.9528370534333	7.89842087476234	7.6019489500658	6.68643870978217	8.31667140395854	7.7947174398634	7.04525301192683	7.66814834955055	7.37688181179242
TRINITY_DN103621_c0_g1_i2	parpbp	Chr03	39656922	39656922	1.55533017611804	-0.404200146277497	0.425610525919827	0.816799899341083	1.35408383153051	-0.0513651376272064	1.22249383176602	1.90848710070686	1.67320876561398	1.82052928433632	1.81915969431403	1.53035189550424	1.88738614407034
TRINITY_DN103622_c0_g3_i3	rcor2	Chr04	40885768	40885768	2.5529509944707	-0.121514886828624	0.762622294561168	0.940089131196394	2.23683573954789	2.56885770243816	2.73084147227199	2.23523586543087	2.36323146911235	2.69243344336561	2.317201372296	3.25316173785668	2.21382059768128
TRINITY_DN103630_c0_g1_i1	aip	scaffold_27	66964	66964	6.7005446903191	0.025127242645489	0.925532093931299	0.983919947171307	6.60058098984362	6.65678624130328	6.61808475415721	6.52639461754184	6.84761258363401	7.00447244344932	6.32779730801213	6.88572700561972	6.72490634708039
TRINITY_DN103662_c0_g1_i1	ramp2	Chr10	11565045	11565045	5.47294978440128	-0.362180050697584	0.297262278066117	0.73685053817907	6.1294294151678	5.27518021491799	4.75357830584821	5.30517978419352	5.56068046069364	6.24403690886548	4.65810710513934	5.16964445411803	5.34513130989504
TRINITY_DN103690_c0_g1_i1	cldn2	Chr08	16730244	16730244	4.93389061777753	0.363208351838789	0.28861801232892	0.728032506334492	4.45758182872839	5.57923055594683	5.47547795762505	5.03119978220833	4.50773575337546	5.38014319377075	4.17198238985982	4.44779722409051	4.58813558877872
TRINITY_DN103714_c0_g1_i2	pdia4	Chr06	82789798	82789798	9.77032898629764	0.76216409775638	0.125694474652094	0.55830801022608	10.1882983384057	11.2778810864371	9.65759047073744	9.21459465250006	9.41344955116526	8.35044546012879	8.43787141261161	9.81573969754833	9.10807223585348
TRINITY_DN103720_c0_g1_i2	enpp6	Chr01	35674507	35674507	0.998321807988774	0.143541304071672	0.80621442436203	0.953115089053172	1.50791322322545	1.41600981125325	0.196519551089152	0.884139130696658	1.77977633844877	1.41671980858801	0.536394045285324	0.0109644583006645	0.434237976440564
TRINITY_DN103733_c0_g2_i1	ndufa6	Chr04	105645228	105645228	6.57715996839338	0.383239678567229	0.168969512334958	0.623712064976104	6.32067533645862	6.72806466732554	6.72317372095352	6.13734430159302	6.88986638126737	6.90001176043132	5.91584007370471	6.50646660634769	6.76075781485012
TRINITY_DN103783_c0_g1_i1	fam175a	Chr01	123992821	123992821	4.59029061163121	-0.393860959756008	0.207088683322474	0.661242238678176	4.8802133092105	4.57407320422192	4.32182380460465	4.5033489008038	4.23550523345851	5.39204275677916	4.39502074298421	4.29950643218614	4.27470533074147
TRINITY_DN103812_c0_g1_i2	LOC100488827	Chr05	52200718	52200718	5.33793653715936	0.641379866801245	0.022415457582337	0.270839588313013	5.42523348989279	5.71798038338918	5.46581872652773	5.01709742153617	5.58292823468289	4.34065487116055	5.12138322683859	4.98775514865405	5.83905807147372
TRINITY_DN103830_c0_g1_i1	tppp3	Chr04	51907928	51907928	1.97920524237259	0.596295657421419	0.19619622809902	0.650549497440792	0.986282981903848	2.46140650763877	2.664832203545	2.23523586543087	2.21915903175013	1.32037615680349	1.70882925328211	1.96041074556942	1.46480662524635
TRINITY_DN103838_c0_g1_i1	kpna7	Chr09	38771710	38771710	7.92427009498325	-0.310331891002162	0.482282265912173	0.840748525034924	9.12147051768118	7.27993930306059	7.41883453131717	6.89937849559563	7.97498352514909	7.94666674177653	6.55685193071613	8.28418982146123	8.12622556199721
TRINITY_DN103847_c0_g1_i1	baiap2l2	Chr04	111859570	111859570	3.32601194377969	0.454750613846056	0.411198641242922	0.809860207673442	2.74997962975481	3.10944590762458	3.76716560260787	2.88988031912774	4.0349308457846	3.06370189434117	4.28011126516314	0.0109644583006645	3.09644720596384
TRINITY_DN103860_c0_g1_i1	ska3	Chr02	154712760	154712760	-0.108950859646078	-0.512365622869431	0.499493098176898	0.851697735268095	-0.0374930535978807	-0.280914233114961	-0.513351659934884	-0.449340340004173	-1.00071181713948	-1.96998682119904	0.372352534319739	0.708943742218258	0.0539048189908695
TRINITY_DN103862_c0_g1_i1	LOC100487773	Chr02	37561839	37561839	2.84593825596026	0.336310879547046	0.415262737891584	0.811266112634025	2.81038404276231	3.15614053199273	3.07378210458845	2.50147512548887	2.61428754487154	1.59201916197086	2.4738411499286	3.46457372841594	3.14831997000278
TRINITY_DN103882_c0_g1_i1	josd2	Chr04	117842261	117842261	4.10308844524869	-0.319435227842225	0.410306828024855	0.809646608885703	3.7223455011333	3.6396089351237	3.32950853553636	4.16259513764807	4.39489722444092	3.62385150666305	3.85204129569104	5.17466190757942	4.10131965147789
TRINITY_DN103890_c0_g1_i2	sult4a1	scaffold_220	133531	133531	1.74563120697797	-1.02180938285756	0.125466243131827	0.557880972089986	2.40296603364113	1.41600981125325	1.87558745371835	1.78075966877174	0.975807251637074	3.25827985644055	0.774118277639857	0.708943742218258	-0.81506841917474
TRINITY_DN103896_c0_g1_i2	anxa9	Chr08	106137096	106137096	2.73168350702893	-0.103902536943656	0.822285425361579	0.957463211144483	1.99802565747016	2.21903316846652	2.04083901066716	3.48916626531579	3.17906246927334	3.30937210002999	2.53978179330111	1.81374665757545	2.98674703391323
TRINITY_DN103912_c0_g1_i1	ppp1r14c	Chr05	39489099	39489099	1.97084464808896	0.498590523529715	0.447437013540388	0.828693829734121	1.50791322322545	3.01126244240687	1.62092728593717	-0.449340340004173	0.975807251637074	0.853954555013953	1.08802431730077	3.19508654271459	2.39650862198343
TRINITY_DN103986_c0_g1_i1	tlr2	Chr01	45753921	45753921	2.50020388999808	0.182393860655268	0.678156332862171	0.915000827854037	2.14599837782037	2.21903316846652	2.44648395701724	3.1184287811966	2.05908643439012	2.61331857325621	2.12436827018325	1.76134708760028	3.2936064222107
TRINITY_DN103989_c0_g1_i1	mrpl3	Chr06	72005147	72005147	5.73370615437425	0.175776880497193	0.539893685047745	0.866303586669215	6.00894828269295	5.36736444144987	5.92297606027629	5.86948092110007	6.16286805068164	5.19556656683154	5.7020951658674	5.32213219141574	5.75372200468058
TRINITY_DN104027_c0_g1_i1	LOC100127579	Chr10	36243271	36243271	3.28298093418731	0.662023266934524	0.0443158588782685	0.362555953637338	3.02949860899129	3.34936510950999	3.70283471418042	3.03690652723336	3.55417887105575	2.57207237785517	2.95187545315972	3.15502891255289	3.79454517321218
TRINITY_DN104155_c0_g1_i1	znhit1	Chr03	136889253	136889253	3.74877969791782	-0.281021619715339	0.427739400957702	0.81895264098407	3.89963159695318	3.60636493911657	4.07734481258215	3.24482914872365	3.0989900322447	4.11514813986621	3.55317467457595	4.28101430876569	3.36110758941195
TRINITY_DN104173_c0_g1_i1	efs	Chr01	127517336	127517336	4.47940591419924	0.369092854828369	0.278149642996508	0.72251238882215	4.08220625003809	4.4945405053489	4.63791551139918	3.73298523792006	4.09808409578451	4.25202495136035	4.1211947886452	5.01038296394074	5.21739138704627
TRINITY_DN104207_c0_g1_i1	LOC100487349	Chr06	61545114	61545114	1.45523043340152	-0.959307441624262	0.0814730914718231	0.465803747308481	2.09834078813986	-0.554028002821494	0.670176898812541	1.11353014576305	1.43308516743114	1.41671980858801	2.0539037257618	1.81374665757545	1.38056412753238
TRINITY_DN104287_c1_g1_i1	cln3-like	scaffold_318	151386	151386	3.70161625909121	-0.377888167808775	0.253547658664035	0.703068777042878	3.38768659777863	3.60636493911657	3.30804569726851	4.14972590776053	3.72395706593305	4.1575917156073	3.67555564370268	3.75992156876509	3.24678464495242
TRINITY_DN104334_c0_g1_i1	LOC100485201-like	scaffold_1468	4225	4225	2.67372282945527	-0.141940607707214	0.728205612155589	0.927637006438852	2.6543488313123	2.66885774040004	3.12377695752752	3.31567371232322	2.36323146911235	2.24469496738917	2.72124477129672	2.49755258034409	1.94718223164623
TRINITY_DN104339_c0_g1_i2	tnpo2-like	scaffold_185	20529	20529	3.6069831530015	0.0249266403841951	0.948888850888636	0.988859969859522	3.34748342179032	3.32913010415374	4.18722964460144	3.24482914872365	3.72395706593305	3.40642914813663	4.41624177988733	3.07141414891	2.9579672152962
TRINITY_DN104365_c0_g3_i1	pwwp2b-like	Chr07	12596159	12596159	2.13500011061125	0.727488869083756	0.109542798126283	0.5257828215535	2.40296603364113	2.34530371573793	1.98783082268209	0.611249303831659	2.72513110037874	1.95495539298599	1.5126171709902	1.96041074556942	2.77207670346166
TRINITY_DN104428_c0_g1_i2	abhd6	scaffold_87	401904	401904	5.41466642295873	0.281662074980831	0.389613232542636	0.798123614550633	5.14937014543273	5.35240366922401	5.69806323667551	5.17785670562376	5.36058977585189	6.1420323936104	4.90826163201864	4.51263539618089	5.78682889349121
TRINITY_DN104463_c0_g1_i1	bmf	Chr08	93964574	93964574	1.74955181275538	-0.238467420171165	0.635785687865845	0.902746199632445	1.83312284026121	1.56187424043697	1.75386907042874	2.1343245005242	0.563397697092253	0.98543807534417	1.25436959246698	2.49755258034409	2.11299882874431
