gid	gname	chr	start	end	logCPM	logFC.XYliver.XXliver	PV.XYliver.XXliver	FDR.XYliver.XXliver	A12FL1	A12ML1	A15ML1	A17FL1	A17ML1	A2FL1	A7FL1	A8FL1	A8ML1	average	ward.D
TRINITY_DN109643_c0_g1_i1	mrps23	Chr02	100170928	100170928	5.35283286756387	0.890966565427176	0.00110664648958764	0.0474379062034294	4.97562167084235	5.68651343760995	5.67309669796904	4.84416223620835	5.48394122951069	4.75421787246533	4.62203127378572	5.20440561189455	6.17228169811554	2	2
TRINITY_DN110103_c0_g1_i1	vegt	Chr01	144396774	144396774	0.047055850287226	-3.75080904603561	4.77255791196735e-05	0.00482547105403482	0.631914067735426	-1.33203036048505	-1.96998682119904	0.611249303831659	-1.96998682119904	1.21713530041568	-0.186427204431801	0.708943742218258	-1.27991963959801	1	1
TRINITY_DN110205_c0_g1_i1	LOC100493461	Chr03	49725402	49725402	5.40132812445441	-3.1118110311258	3.62096030704777e-10	2.40586948401131e-07	5.41067416238776	2.9856357981095	3.37149942616285	5.41681064578587	3.4928357683725	7.34470134133625	6.00724798876713	5.12368439304212	1.82500409082006	1	1
TRINITY_DN110455_c0_g1_i2	slc35e2b	Chr07	70975572	70975572	3.93382035810879	1.36190832805596	0.000525992843154117	0.027799917198975	3.30612772144098	4.88252918444226	4.78499036372898	3.52946483342915	4.64094208817925	2.80352168409893	3.65189589118319	2.17590957042211	3.38292392867459	2	2
TRINITY_DN110725_c0_g1_i3	phyhd1	Chr08	4052114	4052114	6.86622327425644	1.58335950526809	0.000583207421741024	0.029533379174651	6.78309506687006	7.08857343380703	7.97398799734315	6.78959289304684	7.77853689138372	4.02632067115291	5.19689992285155	5.17966197163197	7.06397275387122	2	2
TRINITY_DN110856_c0_g1_i2	LOC100492713	Chr10	31128083	31128083	0.860325855985529	4.12742829330555	8.63485843883464e-06	0.00125502270621937	-1.32527322641811	1.98040769620174	2.09196837533161	-0.449340340004173	2.77751469234657	-1.96998682119904	-1.47723706301739	-0.982657981664251	-1.96998682119904	2	2
TRINITY_DN110867_c0_g1_i1	LOC100490816	Chr07	110069925	110069925	2.69708511692381	-2.80291855115192	0.000224752349736826	0.0158333622606531	2.3222908614786	1.7562683555527	-1.30864014937219	2.1343245005242	-0.0163232315267185	2.73042125570744	1.97982000569583	4.9589619766635	0.86464076186263	1	1
TRINITY_DN111143_c0_g1_i2	LOC101731864	Chr04	117646987	117646987	5.80151224848078	1.28823983878926	2.56691470788508e-05	0.00291188300155452	5.28858673256625	5.80846156392444	6.14802874228669	5.27586821282206	6.3901443867433	4.44714894369487	4.87288188008159	5.37975270522944	6.92031659917832	2	2
TRINITY_DN111810_c0_g4_i1	efhc1	scaffold_13	924821	924821	2.39766777858807	-1.75398548838737	0.000179744948428577	0.0141693856803612	2.74997962975481	0.861354839488422	0.528893541845616	3.38320163420969	1.9718563371673	2.57207237785517	2.41882883854875	3.17519675235372	1.38056412753238	1	1
TRINITY_DN112248_c0_g1_i1	LOC100490871-like	Chr08	49569400	49569400	0.6211792633311	-4.42771783834718	2.48459353773738e-05	0.00285329494913989	-1.32527322641811	-1.96998682119904	-0.856875483967493	1.78075966877174	-1.96998682119904	0.853954555013953	2.07184513471748	0.708943742218258	-1.96998682119904	1	1
TRINITY_DN112847_c0_g1_i1	dnali1	Chr02	58958061	58958061	1.56458473254486	-2.43669321228029	1.7261359312201e-05	0.0020852618743129	1.99802565747016	-0.0513651376272064	0.372257163016695	2.50147512548887	-1.00071181713948	2.44074827888205	1.25436959246698	2.32777012842627	0.256568525542062	1	1
TRINITY_DN113202_c0_g1_i1	lpl	Chr01	77718946	77718946	6.78662385333204	1.68280059736663	0.000192116198119487	0.0146350791061674	5.91234958501653	8.08721995988888	6.52115046608923	6.76659641831437	8.13536791386428	5.55967479434531	5.14063620328093	4.80568878024116	6.13741164954698	2	2
TRINITY_DN113644_c0_g1_i2	sdr16c5	Chr06	100960825	100960825	6.25453309861645	1.08719294182361	0.000193519106650031	0.0146350791061674	5.21787218665666	6.68890106163011	6.63110713243862	6.21043110873294	7.14293007038807	5.78396505706372	5.4390355622324	5.50852580179418	6.47616332047483	2	2
TRINITY_DN113738_c0_g2_i6	LOC101732387-like	Chr09	3111846	3111846	3.91807468319055	-2.53708651477771	2.68915394270067e-07	6.58276578289516e-05	3.19723422892301	2.0806415456248	1.39527620805779	3.66225503450241	2.43020855320072	5.65163634871843	4.61286957797202	4.44779722409051	2.30805439581999	1	1
TRINITY_DN114230_c0_g1_i1	akr1d1	Chr03	1394571	1394571	1.38472124798148	-2.23894303548996	0.000543010860330589	0.0285372148180516	2.62100938940173	1.07083620228096	-0.856875483967493	1.11353014576305	-1.00071181713948	2.19121615230791	1.5126171709902	1.81374665757545	-0.464057316844147	1	1
TRINITY_DN114606_c0_g2_i1	tekt1	Chr02	37000751	37000751	0.911104461200232	-5.62974047082214	1.89634240633989e-09	1.03763394492786e-06	1.35408383153051	-1.96998682119904	-1.96998682119904	2.41807109992362	-1.96998682119904	1.59201916197086	1.12286319399214	1.25518677323733	-1.27991963959801	1	1
TRINITY_DN114876_c0_g1_i1	s100z	Chr01	164876388	164876388	1.28533074503387	-4.47175161818265	4.44604021091873e-05	0.00454473253208417	2.04905495059293	-0.891208422425831	-1.96998682119904	0.75413685610099	-1.96998682119904	3.62385150666305	-1.28231117103486	1.17733415084397	-0.81506841917474	1	1
TRINITY_DN115604_c0_g3_i1	cish	Chr04	117186306	117186306	5.98547330203284	-1.31365313566101	7.57615897172888e-05	0.007265302139693	6.2971216701784	5.37725278809665	5.09173836130224	5.95333673087115	4.91092504586982	7.05024706288644	5.58360442691412	6.78105017611466	5.0570198275675	1	1
TRINITY_DN115622_c0_g2_i1	slc25a45	Chr04	39038154	39038154	5.32460926772486	1.67496981797804	5.14877413362381e-06	0.000825756844671874	4.79309161569563	5.85520156358557	6.14500561453615	5.23988965872215	6.19210852382508	3.81275776896596	3.40536079540337	3.634433904923	5.83905807147372	2	2
TRINITY_DN115768_c0_g1_i1	daw1	Chr05	125223404	125223404	0.616215166434087	-5.2613609723607	7.52945838109866e-09	3.50195109304899e-06	1.27054629730475	-1.96998682119904	-1.30864014937219	1.11353014576305	-1.96998682119904	1.32037615680349	1.12286319399214	1.53035189550424	-1.96998682119904	1	1
TRINITY_DN115794_c1_g1_i1	gadd45a	Chr04	80098648	80098648	4.1033025074576	-1.85840040189713	5.34967989800936e-06	0.000843435973072595	3.95419530652731	2.53392235750755	2.5956573188907	4.02842524511668	3.21749152395923	5.31912704544111	4.0139191875297	5.24790206212551	2.89862575793367	1	1
TRINITY_DN116267_c0_g2_i1	efhb	Chr06	78601633	78601633	0.205860601813385	-6.65327663554646	3.15893968231006e-07	7.53447613457645e-05	0.986282981903848	-1.96998682119904	-1.96998682119904	0.452638327117513	-1.96998682119904	1.95495539298599	-0.103550457113498	0.331613651080732	-1.96998682119904	1	1
TRINITY_DN116300_c0_g1_i1	LOC100485470	scaffold_3458	958	958	4.72010062111892	2.34743505349841	0.00026981049258389	0.0181645624193862	3.4073757202296	4.64126627801241	6.40969369114666	2.88988031912774	4.99075057539976	0.160384424997437	4.69908615993132	1.09503949590471	5.59455219479404	2	2
TRINITY_DN116445_c0_g1_i2	spata18-like	Chr03	107714407	107714407	0.822038889642644	-7.37025129032051	3.24762176276145e-11	3.0209377637207e-08	1.43304784131743	-1.96998682119904	-1.96998682119904	1.96834621322488	-1.96998682119904	1.32037615680349	1.15688056428708	1.65046774745159	-1.96998682119904	1	1
TRINITY_DN116647_c0_g1_i2	aldoc	Chr02	27040961	27040961	2.75937002772585	-3.21980519434051	0.000438279155638763	0.0245594741310348	1.18187270135854	0.969894309305927	-0.513351659934884	5.46954564115148	0.975807251637074	1.50703038871864	0.774118277639857	2.17590957042211	0.0539048189908695	1	1
TRINITY_DN116754_c0_g4_i2	fam3c	Chr03	60043221	60043221	5.71538705933009	-1.31299005944783	0.000375789943711046	0.0225522455251623	6.38911340422295	4.94369881660296	4.39490338646289	6.92226058617366	5.15815382912094	5.71931737408507	4.88561733698943	6.12877193410759	4.81370343899511	1	1
TRINITY_DN117118_c0_g1_i3	gcg.2	Chr02	139567073	139567073	0.455576962268117	3.8731393693763	0.000691606977550399	0.0340938913271601	-1.96998682119904	1.87268648467252	1.02616665085019	-1.96998682119904	-1.96998682119904	0.160384424997437	-1.96998682119904	-1.96998682119904	2.16429026670557	2	2
TRINITY_DN117125_c0_g1_i1	cldn6.1	Chr09	7060698	7060698	0.404587285639343	-6.91557830599924	1.479107843327e-07	4.04666504665522e-05	0.877552699033727	-1.96998682119904	-1.96998682119904	1.00338903984415	-1.96998682119904	2.01774567360552	-0.692040751821876	1.32905244071788	-1.96998682119904	1	1
TRINITY_DN117920_c0_g1_i5	ociad2	Chr01	30009371	30009371	3.6586411766052	2.33085409123774	1.73070738780583e-06	0.00032855183921163	2.51610307575386	3.67210411294319	3.66956056733082	3.03690652723336	5.15815382912094	1.41671980858801	0.774118277639857	2.46515702179474	4.91450732969052	2	2
TRINITY_DN118037_c0_g1_i1	tnip2	Chr01	11849553	11849553	4.49626758963317	1.38440014298306	0.000430530262517926	0.0244194664752546	4.21102561830051	5.60470566478946	4.58535873108771	4.5820940190745	5.15815382912094	3.06370189434117	2.99011693656147	2.98265352712943	4.84547683403057	2	2
TRINITY_DN118217_c0_g1_i1	mmel1	Chr07	94518650	94518650	0.0772279247430361	-3.73795705704199	0.000182336217644864	0.0142528697187607	0.335692556491299	-1.33203036048505	-1.96998682119904	1.40101152126386	-1.00071181713948	1.21713530041568	0.372352534319739	-0.982657981664251	-1.96998682119904	1	1
TRINITY_DN118271_c0_g1_i1	efhc2	Chr02	69130965	69130965	0.947900189357215	-4.83992972751741	4.41446928802503e-08	1.52086641915588e-05	2.14599837782037	-1.96998682119904	-1.96998682119904	2.28316243044997	-1.00071181713948	0.98543807534417	0.683673009661307	1.53035189550424	-1.27991963959801	1	1
TRINITY_DN118490_c0_g1_i1	kcnrg	Chr02	146592610	146592610	0.983266158423433	-5.7898370924862	9.15054717922088e-06	0.00130951369017096	0.335692556491299	-1.96998682119904	-1.96998682119904	0.0710200819010854	-1.96998682119904	3.68316491773616	-0.0251770996974133	0.0109644583006645	-1.27991963959801	1	1
TRINITY_DN118885_c0_g1_i1	dcxr	Chr10	23561507	23561507	5.78627303803305	1.16777453683754	0.000304540664056836	0.0194029949113472	5.50507105116042	6.32763378067396	6.76118266355064	4.93696957388362	5.59757174012755	4.27790821833649	5.08430021761028	5.60460379021018	6.34893163698133	2	2
TRINITY_DN119116_c0_g1_i1	cdca9	Chr04	25187540	25187540	0.182012187604775	-3.40231473640494	0.000131375849125472	0.01113409517565	0.631914067735426	-1.96998682119904	-1.30864014937219	0.452638327117513	-1.96998682119904	1.7483073684957	0.187236858477419	0.331613651080732	-0.81506841917474	1	1
TRINITY_DN119230_c0_g1_i2	cbfa2t3	Chr04	60974730	60974730	2.12580681331026	-1.7835807268991	0.00116647158777866	0.0488762104032302	1.71168805392711	0.743980331029794	1.31147010581047	2.08109224044707	0.975807251637074	2.39417569162576	3.73868765777174	2.00616271848006	0.734935550382569	1	1
TRINITY_DN119288_c0_g1_i2	velo1	Chr06	26122147	26122147	0.498185584308931	-3.45132162196631	0.000911888814817434	0.0405855969159415	0.335692556491299	-0.554028002821494	-1.96998682119904	0.884139130696658	-1.00071181713948	2.13567837994011	-1.47723706301739	1.76134708760028	-1.96998682119904	1	1
TRINITY_DN119516_c0_g2_i1	batf-like	Chr08	61230166	61230166	1.4026424545888	2.64244154488388	0.000409801597164737	0.0235520479785716	0.161132868639521	1.98040769620174	0.528893541845616	0.0710200819010854	-0.0163232315267185	-1.22525714526146	0.483759122892437	-0.401944053589151	3.67585003020552	2	2
TRINITY_DN119631_c0_g1_i1	hsdl2	Chr01	96084504	96084504	7.79889697108298	1.43342758853108	2.30695049807186e-05	0.00268240669163305	7.49092500047336	8.31714491307349	8.51463103671437	6.97974571369246	8.32108992636999	6.39948929828624	6.0200110492073	7.48841022388835	8.51317633292673	2	2
TRINITY_DN119647_c0_g2_i1	cyb5r2	Chr04	8224918	8224918	7.02447927744622	1.86345962582799	0.000357056377669617	0.021819843037761	6.5282420406671	7.57236646175457	8.11275165857402	7.10336578252858	7.39634686966626	3.91526496805184	5.32022998694037	3.97075369435676	7.88383963928918	2	2
TRINITY_DN119671_c0_g2_i1	inhbc.2	Chr02	136973605	136973605	8.56680604281009	1.60161444671595	0.000207039859367293	0.0150185642274647	8.32500092877091	9.02536817558154	9.2878597935407	8.21212276725175	9.14783102295689	7.24324878261399	5.56946659755267	7.49544514889605	9.45848172533522	2	2
TRINITY_DN119929_c0_g1_i1	hibadh	Chr06	32622949	32622949	6.99644456695264	1.15544509837195	0.00112199747714052	0.0478753235429408	7.03801352415984	7.35065501496123	8.04463204835592	6.11765320333135	7.57715458343588	6.12787016226992	5.33144397009782	6.6841013139433	6.87869552874427	2	2
TRINITY_DN119996_c0_g1_i1	lhb	Chr07	105507839	105507839	0.139551965132242	-6.51792028174529	5.61277548802238e-08	1.74033458631947e-05	0.759954999267256	-1.96998682119904	-1.96998682119904	1.21585577823519	-1.96998682119904	0.548453104075946	0.536394045285324	0.708943742218258	-1.96998682119904	1	1
TRINITY_DN120071_c0_g1_i2	patl2	Chr02	9933215	9933215	0.270659617445904	-3.17962905388269	0.000842738863901559	0.0388077074852094	0.986282981903848	-1.96998682119904	-0.856875483967493	0.611249303831659	-1.96998682119904	1.88930745161126	-1.11061469268375	0.815577486283183	-0.81506841917474	1	1
TRINITY_DN120237_c0_g2_i1	adm2	Chr03	79748783	79748783	7.42775810257912	1.71538962241702	3.17251817027712e-05	0.00347185459057856	6.8202907805774	8.93954521299106	7.13632507021792	6.21043110873294	7.95237569133107	6.82737898198476	4.8392337549705	6.63033243595368	7.92252439894533	2	2
TRINITY_DN120246_c0_g2_i1	iqcd	Chr01	132795144	132795144	2.49376963182172	-1.62716443396595	0.00117282768823693	0.048922166618744	2.55192615833266	0.969894309305927	1.75386907042874	3.22041953475848	2.29299294911896	3.38277013576501	2.56533667342201	3.00536087243298	-0.181954926018619	1	1
TRINITY_DN120335_c0_g1_i2	egln3	Chr08	93567678	93567678	0.889982512502355	-3.92755649981053	0.000584190686748632	0.029533379174651	0.631914067735426	-1.96998682119904	-0.513351659934884	-1.96998682119904	-1.96998682119904	1.21713530041568	0.313247709506495	3.19508654271459	-1.27991963959801	1	1
TRINITY_DN120502_c0_g1_i1	cfap45	Chr08	115240803	115240803	1.32568012025285	-2.87071524700493	3.80369825952846e-06	0.000643309112911522	1.64690927331438	0.146624243890726	-0.856875483967493	2.18566230186669	-1.96998682119904	1.7483073684957	1.5126171709902	2.43201728204547	-0.181954926018619	1	1
TRINITY_DN120530_c0_g1_i1	LOC101732970	Chr01	8176111	8176111	0.603636628677719	-3.21853183886487	2.23353378147039e-05	0.00262991534623261	0.335692556491299	-0.891208422425831	-0.856875483967493	1.40101152126386	-1.96998682119904	0.548453104075946	1.48610238998219	1.59165953574853	-1.27991963959801	1	1
TRINITY_DN120932_c1_g1_i3	Xetrov90002329m	Chr01	123441776	123441776	1.60438034116151	-1.78468259290336	0.000458550434841968	0.0253490151417614	2.04905495059293	0.476001259448038	-0.00363346067267054	2.1343245005242	1.14485520665952	2.29626204730796	1.58935734736697	2.32777012842627	0.256568525542062	1	1
TRINITY_DN121035_c0_g2_i1	sox9	Chr10	22455490	22455490	1.40861092002238	-2.65160068502977	3.80668874997726e-05	0.00393442430580983	0.759954999267256	-0.554028002821494	-0.513351659934884	2.54143603255307	-0.426138133365567	1.59201916197086	2.63939265986044	1.53035189550424	0.256568525542062	1	1
TRINITY_DN121044_c0_g1_i1	LOC100486127-like	Chr01	116814354	116814354	3.85966267569526	3.36048585525927	2.01574568305895e-10	1.56253886198453e-07	2.74997962975481	4.87556965415011	4.57641006481053	2.32954792461279	5.12820972513631	0.160384424997437	0.536394045285324	0.180179098540431	4.82171263126078	2	2
TRINITY_DN121201_c0_g1_i1	fkbp7	Chr09	58999266	58999266	4.92734558450701	-1.1987542486611	0.000716263727281067	0.0347014853706692	4.57539991607695	4.21468855930586	3.95839528561712	5.36764264947571	3.92311431622473	6.16994648727353	4.6640330037556	5.3356349558747	4.43991549260626	1	1
TRINITY_DN121308_c0_g2_i1	ttc29-like	Chr01	48527193	48527193	0.375582685382514	-4.9956688774041	5.17272125594577e-07	0.000117357690543433	1.43304784131743	-1.33203036048505	-1.96998682119904	0.611249303831659	-1.96998682119904	1.59201916197086	0.187236858477419	1.00776507481977	-1.96998682119904	1	1
TRINITY_DN121505_c1_g3_i1	elovl7	Chr01	176647919	176647919	1.94868273376103	-4.27393139093159	0.000395374830254088	0.0231561806748997	0.491392708726248	0.146624243890726	-1.96998682119904	-1.27126577284036	-1.00071181713948	1.41671980858801	4.55025806457599	0.593794825238969	-1.96998682119904	1	1
TRINITY_DN121654_c1_g7_i2	meis3	Chr08	58917012	58917012	1.03132687181811	-2.37003217177051	0.000132862240861874	0.01113409517565	1.99802565747016	-0.0513651376272064	0.196519551089152	1.31140197862569	-1.96998682119904	1.1059330275957	1.5126171709902	1.76134708760028	-0.81506841917474	1	1
TRINITY_DN121738_c0_g2_i3	krt19	Chr10	1735025	1735025	7.26474273286189	-1.88625018754378	4.18655902366253e-09	2.04965115990047e-06	7.56401552715468	6.16305294796018	6.01857193064231	8.12850433091225	5.72307591268929	8.32351408388187	7.65796327242818	7.18699713368795	5.83905807147372	1	1
TRINITY_DN122069_c0_g1_i6	piwil4	Chr02	161869885	161869885	3.36041726984791	-5.30511481806178	0.000188785417425096	0.014513073990812	0.335692556491299	-0.891208422425831	-1.30864014937219	-1.27126577284036	-1.96998682119904	5.26838522915655	-1.47723706301739	5.61571472976885	0.592406835786311	1	1
TRINITY_DN122195_c3_g4_i1	mafb	Chr10	32391302	32391302	5.21201386635152	1.26888089251949	0.000139356090731695	0.0115740210355914	4.01962012093656	5.9276450124588	5.46096475054996	4.89131205348229	6.05027782182647	4.29067777072275	5.18458512869836	3.634433904923	5.60387104855299	2	2
TRINITY_DN122349_c0_g1_i2	mtmr4-like	Chr02	38221796	38221796	4.8916025665287	1.41630219178533	0.000287045995308099	0.018672040897594	4.24424980935758	6.28624837441046	5.5686717404387	4.59164168864201	4.29061589165952	3.00292230749969	4.31065270322677	3.88763682660596	5.18049658055655	2	2
TRINITY_DN122533_c0_g1_i1	serpine1	scaffold_48	919493	919493	5.62084860640648	-3.8720403123911	1.53245391180988e-07	4.07282465361585e-05	4.18844332558319	2.12826245492009	1.39527620805779	5.93094606156115	3.69701217877159	4.99170396792557	5.06874929582783	8.09469456002182	2.00459824257372	1	1
TRINITY_DN122610_c1_g2_i3	npas2	Chr02	106739627	106739627	4.25875681484917	3.32733329639379	3.57283613121237e-05	0.0037766501923338	1.50791322322545	7.09757344925624	2.48524807604901	2.28316243044997	2.05908643439012	1.7483073684957	1.73158067974173	2.49755258034409	2.39650862198343	2	2
TRINITY_DN122699_c0_g2_i1	ccdc33	Chr03	83015671	83015671	1.65046045890131	-6.49597284164943	1.36829753677173e-07	3.85694051122746e-05	4.28739102993562	-1.96998682119904	-1.30864014937219	1.11353014576305	-1.96998682119904	0.548453104075946	0.817299797641852	0.914869183538028	-1.96998682119904	1	1
TRINITY_DN122753_c0_g1_i3	gprin3	Chr01	69220445	69220445	1.99972931303914	-2.60538418365117	0.000132517006077764	0.01113409517565	2.09834078813986	0.146624243890726	0.528893541845616	1.00338903984415	-0.426138133365567	1.7483073684957	3.99993100359383	1.86430955716261	0.434237976440564	1	1
TRINITY_DN122759_c0_g1_i2	LOC100489859	Chr05	27660308	27660308	2.21498497260834	-4.00063586674276	0.000364528640529298	0.0220184767156073	0.335692556491299	-0.554028002821494	-1.30864014937219	5.09971507883612	-0.426138133365567	0.548453104075946	-0.468135362354397	0.708943742218258	0.0539048189908695	1	1
TRINITY_DN122892_c0_g1_i1	gba3	Chr01	22342374	22342374	3.45640193604704	3.11357498052975	1.48965145188233e-06	0.000288682037612696	1.35408383153051	2.03139493690665	4.15152329868603	2.69105281975914	4.19755935333976	-0.736515602898125	0.683673009661307	1.25518677323733	5.52267335342066	2	2
TRINITY_DN122949_c0_g1_i1	dnah3	Chr09	18554647	18554647	0.443043394120736	-3.40890477994786	0.000442249118560148	0.0246335407236317	1.27054629730475	-0.554028002821494	-1.30864014937219	2.37448837399279	-1.96998682119904	-0.736515602898125	0.251617634399477	0.180179098540431	-1.96998682119904	1	1
TRINITY_DN123027_c0_g2_i7	ca5b	Chr04	68234606	68234606	7.49226203326828	-1.16344072926793	0.000790011621848319	0.0374933066654748	7.1267968842291	6.82156060996731	6.53968484429543	8.59694045500033	6.95954111979806	7.52977234741507	8.30172722352171	7.37310389241572	6.58839122179278	1	1
TRINITY_DN123349_c1_g3_i1	aloxe3	scaffold_440	14897	14897	-0.0351694547207658	-3.08546003086611	0.000570136159779806	0.0293005887197334	0.759954999267256	-1.96998682119904	-1.96998682119904	0.75413685610099	-1.96998682119904	0.709275292585169	-0.274356598652976	0.468651838291498	-0.464057316844147	1	1
TRINITY_DN123466_c0_g1_i2	rhpn1	Chr06	133191075	133191075	2.36537438788118	2.74966152260548	5.44997589159041e-05	0.00539315699399724	0.335692556491299	3.62308269010234	4.36403571351258	0.274410681732716	2.21915903175013	-0.0814321234273733	1.01571630046615	1.39931969272262	-0.181954926018619	2	2
TRINITY_DN123552_c0_g1_i1	LOC100485989	Chr08	12371088	12371088	1.93326732771799	2.29446747065057	0.000295533013038207	0.0190157089626115	1.50791322322545	2.0806415456248	2.04083901066716	0.75413685610099	4.15858839528161	0.160384424997437	0.251617634399477	0.331613651080732	0.983640694796408	2	2
TRINITY_DN123704_c2_g3_i1	cpb1	Chr05	118699094	118699094	7.94689085978356	10.0421821454472	1.8671469897181e-09	1.03763394492786e-06	-1.96998682119904	11.090831295329	3.1481393530042	0.0710200819010854	4.62673438774766	0.853954555013953	-1.28231117103486	-1.39345938313181	0.86464076186263	2	2
TRINITY_DN123800_c0_g1_i1	odf3	Chr03	79902662	79902662	0.936004036397515	-2.85195165158463	8.30774092542789e-05	0.00780591980690205	2.04905495059293	-1.96998682119904	-1.30864014937219	1.78075966877174	-0.0163232315267185	0.367427877211375	1.40350249585579	1.46632290153792	-0.181954926018619	1	1
TRINITY_DN123829_c0_g3_i1	ccdc37	Chr04	122572617	122572617	0.515724879331952	-2.57252552953329	0.000460544351640258	0.0253490151417614	-0.267898699296369	-1.33203036048505	-0.856875483967493	0.884139130696658	-1.00071181713948	1.50703038871864	1.22259963511172	1.25518677323733	-0.464057316844147	1	1
TRINITY_DN123918_c0_g2_i1	Xetrov90003223m	Chr01	157376647	157376647	0.847051109978214	2.82506533512643	4.98667373868063e-05	0.00498774614163519	-0.0374930535978807	1.8156513952735	1.12766728206706	-0.165825345802057	2.55549945832666	-0.0814321234273733	-1.70267618967039	-0.982657981664251	1.09356853804934	2	2
TRINITY_DN124234_c1_g3_i1	MGC107884	Chr05	40339734	40339734	6.98818571883324	1.40223448814641	0.000187681403407255	0.014513073990812	6.82944177584021	7.22075996741568	7.65604068467267	6.40709675523358	7.94523746683352	6.46854746546663	5.83803845480486	4.55172767178822	7.47916623817311	2	2
TRINITY_DN124325_c0_g1_i1	ccna1	Chr02	149015518	149015518	0.153959038169772	-6.58564776252997	2.78167111282085e-06	0.000488209522480369	0.335692556491299	-1.96998682119904	-1.96998682119904	-0.449340340004173	-1.96998682119904	1.59201916197086	-0.818535258578595	1.76134708760028	-1.96998682119904	1	1
TRINITY_DN124366_c0_g1_i1	fosl1	Chr04	37884416	37884416	1.90456518067062	-2.64788088315118	1.57747506207572e-05	0.00195648973699045	1.71168805392711	-0.280914233114961	-0.236097628503825	2.46037574032354	0.784289021930139	1.95495539298599	1.84024824724711	3.634433904923	0.256568525542062	1	1
TRINITY_DN124770_c0_g1_i3	Xetrov90030464m	scaffold_786	45098	45098	0.626567891778867	-4.5072255447407	2.00804423856365e-06	0.000366251519747432	0.335692556491299	-1.96998682119904	-1.96998682119904	1.48537918256481	-1.96998682119904	2.01774567360552	0.187236858477419	1.70697236915297	-0.81506841917474	1	1
