gid	gname	chr	start	end	logCPM	logFC.MT.FO	PV.MT.FO	FDR.MT.FO
TRINITY_DN119009_c0_g2_i2	kcnip4-like	Chr01	22625130	22625130	0.0643634426860159	3.13345766877119	3.42730593681276e-07	1.71455449561466e-06
TRINITY_DN126289_c6_g2_i1	pacrgl	Chr01	22668808	22668808	4.04650700795846	3.14829092844766	2.19125543706291e-09	1.58607141086742e-08
TRINITY_DN133663_c0_g1_i1	LOC101734689	Chr01	24368691	24368691	4.30711255429546	1.58753350168095	7.09860568275542e-05	0.000235197994906859
TRINITY_DN125578_c3_g2_i4	arap2	Chr01	24463234	24463234	4.7289594530415	-1.02107850480685	0.00843695421044689	0.0177807894533954
TRINITY_DN134157_c2_g1_i1	pcdh7	Chr01	25551505	25551505	4.97004007296141	-1.47283325286827	5.45770896970019e-06	2.20569920500262e-05
TRINITY_DN127999_c10_g6_i2	klf3	Chr01	26186197	26186197	0.536788070134309	3.15712032678001	5.49911749591668e-07	2.66569370203506e-06
TRINITY_DN126256_c6_g2_i1	klhl5-like	Chr01	26330435	26330435	5.0114280209757	-4.42085942559738	7.59448597422018e-23	2.41394650283639e-21
TRINITY_DN133214_c1_g4_i1	Xetrov90000594m	Chr01	27050817	27050817	6.43945040609797	-2.74722412921939	2.88991779195446e-29	1.42756934735898e-27
TRINITY_DN114033_c0_g1_i2	slc30a9	Chr01	27983571	27983571	3.4423787058822	1.1885300209495	0.00680628975189487	0.0146734502850694
TRINITY_DN128540_c2_g1_i1	bend4-like	Chr01	28031281	28031281	1.2127334428659	2.40729657038622	0.000277611070490983	0.000818346661165748
TRINITY_DN135526_c5_g2_i2	atp8a1	Chr01	28181203	28181203	5.75362887642405	-11.7107184400689	1.94128486572661e-68	4.17962294392573e-66
TRINITY_DN134913_c0_g3_i1	yipf7	Chr01	28520233	28520233	1.59415397939456	-1.07495337271038	0.0209551238187215	0.0396713260714113
TRINITY_DN118819_c0_g1_i1	corin-like	Chr01	29391953	29391953	8.76939235494319	3.46591269206923	9.23014589291226e-12	9.44620581022617e-11
TRINITY_DN119206_c2_g1_i3	cnga1	Chr01	29576562	29576562	4.53639567075057	1.94969783324059	2.18284626566707e-09	1.58098754284525e-08
TRINITY_DN118236_c0_g2_i2	nipal1	Chr01	29602560	29602560	4.43760941608906	3.23771509901043	3.89365124959944e-21	1.06675760886385e-19
TRINITY_DN123846_c1_g1_i1	tec	Chr01	29623054	29623054	1.56315717039205	1.88374783381784	0.00216125184594066	0.0052422244264064
TRINITY_DN110193_c0_g1_i1	fip1l1	Chr01	30492454	30492454	0.961607586578517	1.87984927556893	0.0014309510481556	0.00361012213365101
TRINITY_DN103744_c0_g1_i2	Xetrov90000677m	Chr01	31358862	31358862	9.32195467689142	1.00781094119328	0.000162781811470058	0.000503252032155195
TRINITY_DN124009_c0_g1_i3	ppat	Chr01	31660752	31660752	4.81493257644072	3.04479656103547	1.12806576202728e-18	2.4802232004804e-17
TRINITY_DN111407_c0_g1_i1	mtmr7-like	Chr01	33120053	33120053	1.27422868072664	1.17052173556615	0.020162983881377	0.0383530270162349
TRINITY_DN125103_c0_g1_i3	pdgfrl	Chr01	33244452	33244452	3.05128979087233	-1.51955338930268	0.0125227819258456	0.0252158253166972
TRINITY_DN114622_c0_g1_i3	ankrd37	Chr01	35248675	35248675	0.322033674483874	-2.17227323577126	0.00070187447788721	0.00189658801992312
TRINITY_DN131967_c0_g3_i2	snx25-like	Chr01	35262666	35262666	1.94149810309659	-8.61364294560592	9.94757053060639e-14	1.3183708167799e-12
TRINITY_DN130634_c6_g2_i1	LOC100486222	Chr01	35569041	35569041	4.23618104659023	3.94187890309371	2.09226647947094e-23	7.05142885170428e-22
TRINITY_DN120539_c0_g1_i1	Xetrov90000766m	Chr01	36457341	36457341	1.19660861381249	2.05397232760456	0.00116616619283376	0.00300691954048717
TRINITY_DN131589_c8_g2_i1	spcs3	Chr01	38518783	38518783	5.97152572702865	-1.20771057833101	4.14723362554076e-06	1.70937630128393e-05
TRINITY_DN129285_c0_g1_i3	hand2	Chr01	39412802	39412802	5.64107747895129	3.006655899275	5.27655347506491e-16	9.04744578571987e-15
TRINITY_DN126256_c5_g1_i6	Xetrov90000785m	Chr01	39507087	39507087	5.63094142021492	1.0556871250312	0.000115140310049335	0.00036623444682173
TRINITY_DN111985_c0_g2_i1	nek1	Chr01	40766102	40766102	1.80959600717768	1.74010501942587	0.00139274852459465	0.00352465145578833
TRINITY_DN121407_c0_g1_i1	LOC100488610	Chr01	41360546	41360546	5.78162357313652	-2.04966923252068	1.31789215499944e-08	8.34080276245071e-08
TRINITY_DN125805_c1_g1_i1	spock3	Chr01	41555975	41555975	4.25879665347032	1.39352687010316	0.000134568694225799	0.000422670897277894
TRINITY_DN126133_c2_g1_i1	fnip2-like	Chr01	43643926	43643926	5.90123869044273	-1.59270685110889	9.41892590232306e-09	6.12418025478111e-08
TRINITY_DN125304_c0_g1_i1	glrb	Chr01	44226997	44226997	6.32551330644727	-4.08989116112733	1.78132173537112e-27	7.92462468706427e-26
TRINITY_DN118707_c0_g1_i1	asic5	Chr01	44585322	44585322	6.57808746780621	-1.6204622701108	6.07722617569179e-07	2.92419261610032e-06
TRINITY_DN128905_c8_g2_i1	LOC101730283	Chr01	45285232	45285232	4.12795515483895	-2.47915441319841	5.80523594378402e-11	5.35085196724713e-10
TRINITY_DN115448_c1_g1_i1	mnd1	Chr01	45875149	45875149	2.40051556832758	-1.29055847702853	0.00417828183603475	0.00948162951794621
TRINITY_DN105698_c0_g1_i1	pet112	Chr01	46772336	46772336	1.51733116244086	2.24917295358238	0.00389993128388853	0.0089030941043217
TRINITY_DN131635_c0_g1_i2	usp38	Chr01	49976472	49976472	3.20183858743925	2.34722988740146	7.13060923397667e-05	0.000236121247733337
TRINITY_DN125440_c1_g1_i1	rnf150	Chr01	50883857	50883857	0.794880342447692	-1.87788236329522	9.20168534298572e-05	0.000297409521169268
TRINITY_DN122980_c0_g2_i2	naa15	Chr01	51694092	51694092	2.23600033551916	2.3045504616325	5.92087631082793e-05	0.000199066351157506
TRINITY_DN116374_c0_g1_i2	pcdh18	Chr01	52732382	52732382	4.8057405110728	1.51325255900573	1.75681128573172e-05	6.50031568790036e-05
TRINITY_DN107361_c0_g1_i2	intu	Chr01	54888126	54888126	0.365645554271697	-1.70290477825224	0.00290371420991085	0.00683462930059667
TRINITY_DN118699_c0_g1_i6	LOC100498452	Chr01	54941710	54941710	0.530926208812491	1.35148164197152	0.0160883583875665	0.0314545117040215
TRINITY_DN133484_c2_g2_i1	fgf2	Chr01	56473227	56473227	3.16981737717475	1.01263193717108	0.0103392896128256	0.0212771206081069
TRINITY_DN130626_c2_g1_i3	cyp2u1	Chr01	57523715	57523715	1.87957189534131	1.96300470178359	6.95275039021219e-05	0.000230935336057957
TRINITY_DN125389_c0_g4_i1	LOC101733401-like	Chr01	58228452	58228452	3.88426017586642	-2.8538441925546	2.0415414795788e-05	7.46787299999155e-05
TRINITY_DN133220_c5_g1_i1	ccdc109b	Chr01	58289293	58289293	3.49370286093207	1.22337910285021	0.00128526702377318	0.00327919105830648
TRINITY_DN127850_c0_g1_i1	enpep	Chr01	58901065	58901065	2.27797726252396	-7.77460411132234	8.83866083701272e-21	2.35100137088933e-19
TRINITY_DN116040_c0_g1_i1	prss12-like	Chr01	60992714	60992714	7.81214482373766	-1.21939791053673	3.83665767069888e-06	1.59374228905515e-05
TRINITY_DN130872_c8_g5_i1	fabp2	Chr01	61428301	61428301	10.6886931457945	2.32325099203393	4.1752052801959e-08	2.41843997219875e-07
TRINITY_DN96535_c0_g2_i1	ndnf	Chr01	62015214	62015214	2.84684993531424	10.8567001286807	5.10087515587637e-30	2.58120117089602e-28
TRINITY_DN127745_c0_g1_i1	cxxc4	Chr01	63487626	63487626	5.92465324989997	1.30749682329442	0.000171919835380118	0.000529066138490432
TRINITY_DN120338_c0_g3_i1	tacr3	Chr01	63787145	63787145	1.30788985770627	1.8264324519701	0.000821138270261519	0.0021858037956916
TRINITY_DN119306_c0_g1_i2	cenpe-like	Chr01	64038939	64038939	1.44773819068925	1.16507656069098	0.0162466960033524	0.0317070374712253
TRINITY_DN135701_c6_g1_i1	cisd2	Chr01	64144545	64144545	0.430811472939429	-1.20265072837608	0.0220590155113456	0.0414756015818033
TRINITY_DN118043_c0_g3_i1	h2afz	Chr01	65008501	65008501	1.67589709808918	-1.85144389254922	0.000423316922497691	0.0011990739487703
TRINITY_DN121138_c0_g1_i1	dapp1	Chr01	65208909	65208909	0.579357946370438	-3.3276367470875	7.66816284245673e-06	3.01728986880254e-05
TRINITY_DN128027_c3_g2_i2	LOC100487777	Chr01	65368064	65368064	2.60113081398943	4.07512920614839	5.25889324445415e-10	4.1935171776706e-09
TRINITY_DN115971_c0_g1_i1	LOC100487939	Chr01	65386604	65386604	1.84652719049442	2.32992682585064	1.05886866735863e-05	4.07306602502251e-05
TRINITY_DN131201_c5_g3_i7	pdlim5	Chr01	67033425	67033425	4.83776463878318	-1.95122044707624	5.23807961726531e-08	2.99382552029123e-07
TRINITY_DN136208_c0_g1_i3	mmrn1	Chr01	68973451	68973451	3.82253063357293	2.65881027358321	6.60325751732741e-12	6.88125767399297e-11
TRINITY_DN127257_c3_g1_i5	mob1b	Chr01	69566339	69566339	3.07482845872307	1.99188018500227	1.05621674107716e-05	4.06354997721898e-05
TRINITY_DN135835_c0_g1_i3	g3bp2	Chr01	70058310	70058310	7.1611154440985	-6.60529195979973	7.07890117706417e-92	3.10682082044151e-89
TRINITY_DN128559_c0_g1_i1	uso1-like	Chr01	70085904	70085904	1.57580820954468	-2.6056696253007	0.00020250862147037	0.000614990254051467
TRINITY_DN132319_c0_g1_i1	LOC100489127-like	Chr01	73332739	73332739	0.668888784848286	1.20815666092267	0.020643229888323	0.0391689574474001
TRINITY_DN123048_c0_g1_i8	timm44	Chr01	73395692	73395692	6.33063307856163	-1.62136871775428	2.17523427602663e-10	1.83523832338188e-09
TRINITY_DN112264_c1_g2_i1	sppl2b	Chr01	73880850	73880850	1.59473297045287	9.57139359924115	4.71038028023978e-20	1.18392399510608e-18
TRINITY_DN130629_c1_g3_i5	tmprss9	Chr01	73951201	73951201	2.04728606790872	1.89668932433843	0.00116962221205958	0.00301321235351837
TRINITY_DN134393_c11_g2_i1	LOC100487248-like	Chr01	74854551	74854551	2.70308079773942	-1.45133499767682	0.000753700975800464	0.00202292880979868
TRINITY_DN129953_c1_g1_i1	ints10-like	Chr01	77111628	77111628	7.74569225636857	1.19484614996637	4.35362923269551e-06	1.78734532017587e-05
TRINITY_DN129825_c1_g3_i3	rexo1-like	Chr01	79366314	79366314	1.30354036600705	-1.1922718843348	0.0142897794973185	0.0283386642064479
TRINITY_DN133342_c2_g9_i4	atp8b3	Chr01	79408984	79408984	3.43368018808652	1.89107072517441	3.24583879179537e-06	1.3662215585827e-05
TRINITY_DN136448_c0_g6_i1	LOC100492289	Chr01	79798399	79798399	1.89828628228488	1.23560865636695	0.0126678550937433	0.0254718756783621
TRINITY_DN125270_c0_g2_i2	dazap1	Chr01	80534503	80534503	2.86259337864274	1.78624768218774	2.23475318235214e-05	8.11351211066505e-05
TRINITY_DN127647_c0_g1_i3	gamt	Chr01	80577632	80577632	9.85556469167397	3.45374561416933	2.66353191356623e-17	5.16897324246671e-16
TRINITY_DN136175_c0_g1_i4	cirbp	Chr01	81003945	81003945	4.96447856906428	1.39826529382046	1.68397042748984e-05	6.24598945167776e-05
TRINITY_DN122238_c0_g4_i1	LOC100124991	Chr01	81112251	81112251	3.68124477737323	-1.63068724513477	1.21004288295666e-05	4.60874477216904e-05
TRINITY_DN126871_c1_g2_i4	med16	Chr01	81842115	81842115	2.64273887154833	2.52596662415995	9.73058632238992e-07	4.52066058926704e-06
TRINITY_DN47986_c0_g1_i1	palm	Chr01	81998606	81998606	1.00396143903913	-2.96673336243469	3.5592781415868e-09	2.49861106574267e-08
TRINITY_DN129588_c0_g1_i1	med11	Chr01	82744308	82744308	4.15540370020486	-1.6403091560067	4.65438955987744e-05	0.000159613040624377
TRINITY_DN123296_c1_g1_i2	amh	Chr01	83615433	83615433	6.2436361079609	1.47640885518044	8.74813018923913e-08	4.80852184920076e-07
TRINITY_DN123309_c0_g1_i3	pde4c-like	Chr01	84792338	84792338	4.08852173924664	-2.51930526065442	2.96224749917729e-09	2.10147380871073e-08
TRINITY_DN126761_c1_g1_i3	mpv17l2	Chr01	84893054	84893054	5.61852244325168	2.12116226460166	5.88313808319367e-06	2.36132566540003e-05
TRINITY_DN134579_c9_g3_i1	tpgs1	Chr01	86538887	86538887	0.628024340229861	-3.40570491392636	2.78322490132483e-08	1.65672297073645e-07
TRINITY_DN125509_c2_g4_i13	cdc34	Chr01	86547485	86547485	2.62036037957136	3.05125998968665	1.16870586422869e-06	5.34620269260918e-06
TRINITY_DN132477_c3_g1_i9	fstl3	Chr01	86773131	86773131	5.45579915290483	-1.03551209467134	0.000169590185552021	0.000522319462168451
TRINITY_DN131924_c0_g1_i1	LOC100489128	Chr01	86971965	86971965	3.60256600974729	-1.44241352487347	0.000139197659190771	0.000435890364716215
TRINITY_DN123469_c0_g1_i1	ell	Chr01	87372118	87372118	1.05542788598851	1.88011703564053	0.00675954709120994	0.0145841530127867
TRINITY_DN119417_c0_g1_i1	kxd1	Chr01	87476847	87476847	4.40235118602121	-2.30717806162773	3.66199469208315e-11	3.48370332900049e-10
TRINITY_DN115530_c0_g1_i1	c19orf60-like	Chr01	87500770	87500770	1.92222485252578	2.44628344351975	2.71372894887371e-06	1.15524570175706e-05
TRINITY_DN133687_c4_g5_i4	tmem59l	Chr01	87808570	87808570	5.3170708037061	-1.87447518852819	4.67167314796415e-10	3.75015563077164e-09
TRINITY_DN116220_c0_g1_i1	comp	Chr01	87999172	87999172	0.746603601575609	-4.93502549475219	1.25438071203781e-10	1.10105679269719e-09
TRINITY_DN128702_c0_g1_i3	LOC100127812	Chr01	88235953	88235953	1.6964061959689	1.3521439239223	0.00428341780310073	0.00969706984449608
TRINITY_DN135859_c1_g2_i3	rasgef1b	Chr01	88441809	88441809	5.91419153268929	2.11297877744633	1.90717914921287e-10	1.62046323690753e-09
TRINITY_DN130667_c0_g1_i5	dctn6	Chr01	90311373	90311373	4.66759414690898	-1.69227935633234	1.60202829509882e-07	8.46918919405726e-07
TRINITY_DN116269_c0_g2_i1	slc26a1	Chr01	90427648	90427648	5.51657619704023	5.47671019959215	1.06712667694898e-34	6.80278352551107e-33
TRINITY_DN126852_c0_g1_i1	cldn23	Chr01	91515319	91515319	1.99258404882072	1.05082212982602	0.021868688023335	0.0411550423079535
TRINITY_DN128634_c0_g1_i1	cds1	Chr01	92574911	92574911	6.98324607872591	-2.33133945655929	1.44545327698757e-13	1.88288439996635e-12
TRINITY_DN116454_c0_g1_i2	wdfy3-like	Chr01	92632164	92632164	0.625164109217318	3.99432365440256	1.93211100717304e-10	1.63981544833407e-09
TRINITY_DN128639_c3_g4_i1	xpa	Chr01	95208583	95208583	3.03921938898415	1.26421391649083	0.00641268602168291	0.0139155957389795
TRINITY_DN117343_c0_g1_i1	foxe1	Chr01	95325677	95325677	5.54304976310235	-2.46016964507117	5.40612005342372e-16	9.24183309807011e-15
TRINITY_DN117809_c0_g1_i2	anp32b	Chr01	95397335	95397335	4.00127100609722	1.61466530419356	4.88513394049986e-05	0.000166674430841812
TRINITY_DN125165_c0_g1_i3	ugcg	Chr01	95778004	95778004	6.0156826503127	5.96344168521324	1.52547501917544e-52	2.06002312944508e-50
TRINITY_DN127572_c4_g1_i1	hsdl2	Chr01	96084504	96084504	5.17472583911714	-2.29967808476686	2.26085793013361e-13	2.86616202796053e-12
TRINITY_DN16115_c0_g1_i1	kiaa1958	Chr01	96148157	96148157	0.573032964572837	-8.46797422931231	1.53884750740972e-08	9.60338469075874e-08
TRINITY_DN126995_c0_g1_i1	LOC100493491-like	Chr01	96989398	96989398	1.73447818167672	-1.98144790722546	7.00838297876625e-05	0.000232546258129403
TRINITY_DN118887_c0_g1_i1	mfsd7	Chr01	98607651	98607651	2.08886409982568	1.928461576969	0.00016354142010449	0.000505395029062244
TRINITY_DN122933_c2_g3_i2	dgkq	Chr01	98668745	98668745	6.21781090620901	3.12617796243706	4.38122985939711e-15	6.76054278912514e-14
TRINITY_DN122009_c0_g1_i1	LOC100492550	Chr01	98813361	98813361	6.85064673763357	-7.71743168599199	1.05017473883533e-44	1.05581884976652e-42
TRINITY_DN123892_c0_g2_i1	klf2	Chr01	100271353	100271353	2.46998140004115	-1.40652256966207	0.00650155383293148	0.0140816609637622
TRINITY_DN125571_c2_g3_i1	gdf1	Chr01	100408473	100408473	0.480081608380801	3.08946913241311	8.78828309303833e-07	4.120940964646e-06
TRINITY_DN126623_c3_g1_i2	gtpbp3-like	Chr01	101308420	101308420	5.06026316620946	3.0426140112957	2.54979302239263e-16	4.51796400287613e-15
TRINITY_DN123764_c1_g1_i1	yjefn3	Chr01	101461977	101461977	1.98052230440698	2.09703164971969	1.83823844691803e-05	6.77961826689775e-05
TRINITY_DN135488_c0_g1_i1	Xetrov90002007m	Chr01	101728866	101728866	3.76134283269396	1.4217196020345	0.00698078839894619	0.0150085306491521
TRINITY_DN135160_c6_g1_i3	igfbpl1	Chr01	102887053	102887053	1.30738364938706	-9.2607287642045	2.86345361116878e-19	6.76498326232855e-18
TRINITY_DN107915_c0_g1_i1	LOC100485344	Chr01	103155831	103155831	8.06498437047656	4.49479137220364	1.23215245807754e-34	7.81116205506826e-33
TRINITY_DN127282_c0_g1_i2	aco1	Chr01	105077262	105077262	0.724844156449445	-2.2686268223307	4.63294490258944e-05	0.000158949291291185
TRINITY_DN132580_c2_g1_i1	adamtsl1	Chr01	106519021	106519021	2.35334808595866	-5.40571276992714	1.84800129043216e-14	2.65586180417146e-13
TRINITY_DN114634_c0_g1_i1	tal2	Chr01	108126762	108126762	4.18092224429035	1.14829035592386	0.000296113564250938	0.000868178797961834
TRINITY_DN119857_c0_g1_i1	znf462-like	Chr01	108361163	108361163	3.93151769261965	-1.9675212703705	2.36967922638959e-07	1.21903482185559e-06
TRINITY_DN132228_c1_g9_i1	snapc3	Chr01	111742968	111742968	4.75760376516906	-1.48790912316375	1.57144895864036e-05	5.86006668857684e-05
TRINITY_DN131158_c5_g2_i2	LOC100488523	Chr01	111913053	111913053	7.63076358241073	8.39432451627725	2.2808971724405e-83	7.33163877034326e-81
TRINITY_DN131605_c2_g1_i2	zdhhc21	Chr01	111993185	111993185	6.41551699020962	-1.51858826984786	1.77282451193198e-07	9.31600299592714e-07
TRINITY_DN123736_c0_g2_i1	cdc37l1	Chr01	115087659	115087659	3.37446511656989	-2.04582943147429	0.00263545018611323	0.00626197232144468
TRINITY_DN136049_c1_g1_i2	rfx3	Chr01	115493750	115493750	3.13987445420147	-1.04801782606425	0.0127701340892032	0.0256504136757433
TRINITY_DN83872_c0_g2_i1	dock8	Chr01	116644276	116644276	5.048931336009	-1.16532154741965	0.000142910848713098	0.000446721187416835
TRINITY_DN87262_c0_g1_i1	LOC100486127-like	Chr01	116814354	116814354	1.64504209286132	-8.32317353899161	6.97916987998781e-10	5.47373720826193e-09
TRINITY_DN124500_c2_g1_i2	fam189a2	Chr01	117224702	117224702	6.80096357917001	-1.08448786764576	2.78268790147658e-06	1.18239626303292e-05
TRINITY_DN118778_c1_g1_i12	mamdc2	Chr01	117467899	117467899	3.99127842253798	-8.18841154514033	1.49813498657802e-05	5.61142896170748e-05
TRINITY_DN134558_c0_g3_i3	c9orf41	Chr01	119233708	119233708	4.64234629018504	2.82648285472428	8.76572809482651e-12	9.00321541764765e-11
TRINITY_DN127818_c1_g3_i4	tle4	Chr01	120781693	120781693	1.21616106943949	1.49580538411563	0.00628079086009735	0.0136605555140705
TRINITY_DN134415_c0_g1_i7	ubqln1	Chr01	121852146	121852146	2.75638519212276	5.69905446317213	3.16582465694423e-21	8.73645106659992e-20
TRINITY_DN127704_c5_g1_i3	hnrpk	Chr01	122027702	122027702	2.80799936618045	1.30151584516555	0.0120113022975594	0.024300027300823
TRINITY_DN114928_c0_g1_i1	slc28a3	Chr01	122105197	122105197	6.18287509586371	-1.55957493730857	1.42359688328261e-10	1.23627580176087e-09
TRINITY_DN134985_c2_g2_i1	ctsv	Chr01	123183730	123183730	4.56886432589758	-2.1626758405252	7.91012311498993e-08	4.38273439500607e-07
TRINITY_DN131320_c0_g1_i2	Xetrov90002329m	Chr01	123441776	123441776	2.56151634876611	1.28788229069793	0.00700775983018107	0.015060843285092
TRINITY_DN136124_c0_g1_i1	habp4	Chr01	124042100	124042100	1.45955352467294	1.27764380131975	0.00878735656288601	0.018440924273856
TRINITY_DN128830_c0_g4_i4	aaed1	Chr01	124125662	124125662	3.54997597411767	3.34946817086066	1.7680688420686e-10	1.5118346614346e-09
TRINITY_DN126118_c2_g2_i1	tdgf1.1	Chr01	124436144	124436144	2.60720611631141	1.58119917276476	0.000892295716551194	0.00235885240856381
TRINITY_DN131881_c0_g1_i6	LOC100486200	Chr01	124510818	124510818	3.75343799697643	1.98810579948268	4.70001655912484e-07	2.30476531827132e-06
TRINITY_DN129524_c0_g1_i5	sass6	Chr01	124600137	124600137	5.15111944262055	-1.48345185334878	1.04104359183014e-06	4.81823095776666e-06
TRINITY_DN124935_c0_g1_i2	diras2	Chr01	126193162	126193162	0.333592579723124	3.99413013491601	1.41036645566711e-08	8.87927813827166e-08
TRINITY_DN136095_c5_g1_i1	auh	Chr01	126397660	126397660	2.09449905663325	-2.41981336126773	5.39468330277289e-07	2.61784950746083e-06
TRINITY_DN122136_c0_g1_i2	ror2	Chr01	126678883	126678883	2.25952395198236	-1.80721636921204	4.69300351038287e-05	0.000160792262594142
TRINITY_DN180006_c0_g1_i1	rec8	Chr01	127110813	127110813	1.69185867822629	-7.80268679005782	1.94393595098898e-06	8.5022051118188e-06
TRINITY_DN122852_c0_g1_i1	irf9	Chr01	127143348	127143348	3.89296939787495	1.10201057702505	0.00388795783812863	0.0088793128972052
TRINITY_DN129581_c0_g1_i5	dcaf11	Chr01	127254242	127254242	6.36833023456034	-1.95000764972161	1.18101807074206e-10	1.04106583277231e-09
TRINITY_DN135660_c1_g1_i2	ngdn	Chr01	127651085	127651085	2.8972645886727	2.00037633702367	0.00036962614034359	0.00105974972046751
TRINITY_DN128831_c1_g1_i1	ap1g2	Chr01	127741260	127741260	1.12759729716302	2.85053997332502	6.96642803708753e-08	3.89955343545108e-07
TRINITY_DN133797_c1_g2_i2	LOC100490043-like	Chr01	127771835	127771835	3.09406560059869	1.55152010757217	0.000476994966746144	0.00133553909104165
TRINITY_DN124730_c0_g2_i13	slc7a7	Chr01	128252906	128252906	1.5976851504593	1.95174988242334	0.00127064590071953	0.00324515227688241
TRINITY_DN135842_c7_g1_i1	abhd4	Chr01	128927750	128927750	0.468216838156858	-5.19368956325805	4.94264880979042e-10	3.95793442586095e-09
TRINITY_DN126956_c1_g3_i1	rab2b	Chr01	129570029	129570029	1.18119919097643	2.4704355372808	7.25050317573705e-07	3.44157619543825e-06
TRINITY_DN110957_c0_g1_i1	apex1	Chr01	130621237	130621237	1.28877924065256	1.2016380907262	0.0208419812787195	0.0394866093925731
