gid	gname	chr	start	end	logCPM	logFC.FO.MT	PV.FO.MT	FDR.FO.MT
TRINITY_DN116454_c0_g1_i2	wdfy3-like	Chr01	92632164	92632164	0.625164109217318	3.99432365440256	1.93211100717304e-10	1.63981544833407e-09
TRINITY_DN125165_c0_g1_i3	ugcg	Chr01	95778004	95778004	6.0156826503127	5.96344168521324	1.52547501917544e-52	2.06002312944508e-50
TRINITY_DN16115_c0_g1_i1	kiaa1958	Chr01	96148157	96148157	0.573032964572837	-8.46797422931231	1.53884750740972e-08	9.60338469075874e-08
TRINITY_DN122933_c2_g3_i2	dgkq	Chr01	98668745	98668745	6.21781090620901	3.12617796243706	4.38122985939711e-15	6.76054278912514e-14
TRINITY_DN122009_c0_g1_i1	LOC100492550	Chr01	98813361	98813361	6.85064673763357	-7.71743168599199	1.05017473883533e-44	1.05581884976652e-42
TRINITY_DN125571_c2_g3_i1	gdf1	Chr01	100408473	100408473	0.480081608380801	3.08946913241311	8.78828309303833e-07	4.120940964646e-06
TRINITY_DN126623_c3_g1_i2	gtpbp3-like	Chr01	101308420	101308420	5.06026316620946	3.0426140112957	2.54979302239263e-16	4.51796400287613e-15
TRINITY_DN135160_c6_g1_i3	igfbpl1	Chr01	102887053	102887053	1.30738364938706	-9.2607287642045	2.86345361116878e-19	6.76498326232855e-18
TRINITY_DN107915_c0_g1_i1	LOC100485344	Chr01	103155831	103155831	8.06498437047656	4.49479137220364	1.23215245807754e-34	7.81116205506826e-33
TRINITY_DN132580_c2_g1_i1	adamtsl1	Chr01	106519021	106519021	2.35334808595866	-5.40571276992714	1.84800129043216e-14	2.65586180417146e-13
TRINITY_DN131158_c5_g2_i2	LOC100488523	Chr01	111913053	111913053	7.63076358241073	8.39432451627725	2.2808971724405e-83	7.33163877034326e-81
TRINITY_DN87262_c0_g1_i1	LOC100486127-like	Chr01	116814354	116814354	1.64504209286132	-8.32317353899161	6.97916987998781e-10	5.47373720826193e-09
TRINITY_DN118778_c1_g1_i12	mamdc2	Chr01	117467899	117467899	3.99127842253798	-8.18841154514033	1.49813498657802e-05	5.61142896170748e-05
TRINITY_DN134415_c0_g1_i7	ubqln1	Chr01	121852146	121852146	2.75638519212276	5.69905446317213	3.16582465694423e-21	8.73645106659992e-20
TRINITY_DN128830_c0_g4_i4	aaed1	Chr01	124125662	124125662	3.54997597411767	3.34946817086066	1.7680688420686e-10	1.5118346614346e-09
TRINITY_DN124935_c0_g1_i2	diras2	Chr01	126193162	126193162	0.333592579723124	3.99413013491601	1.41036645566711e-08	8.87927813827166e-08
TRINITY_DN180006_c0_g1_i1	rec8	Chr01	127110813	127110813	1.69185867822629	-7.80268679005782	1.94393595098898e-06	8.5022051118188e-06
TRINITY_DN135842_c7_g1_i1	abhd4	Chr01	128927750	128927750	0.468216838156858	-5.19368956325805	4.94264880979042e-10	3.95793442586095e-09
TRINITY_DN215212_c0_g1_i1	LOC100498627	Chr01	131257426	131257426	1.91761181211976	-3.19378825349604	1.64954163418037e-08	1.0224290922125e-07
TRINITY_DN116994_c0_g2_i1	tbx5	Chr01	133487176	133487176	0.578412740687645	4.06976743645341	4.66022266315655e-09	3.20348197646262e-08
TRINITY_DN124680_c0_g1_i1	fam222a	Chr01	138619037	138619037	1.19510280210834	-3.94303113275649	3.98346241453694e-05	0.000138646605497273
TRINITY_DN132581_c0_g1_i5	crybb3	Chr01	139272933	139272933	3.31608624947929	-8.19504505828376	3.06951749281675e-37	2.23809994316498e-35
TRINITY_DN120776_c1_g5_i4	ccdc64	Chr01	142899975	142899975	3.2299970983396	4.13612393891173	2.28994955692285e-15	3.6393613362182e-14
TRINITY_DN94735_c0_g3_i1	fam211b	Chr01	144116504	144116504	1.15980652877802	3.46935199240328	9.67734538855075e-07	4.50084321291023e-06
TRINITY_DN129263_c4_g1_i3	ggt1	Chr01	144154082	144154082	0.144851670146858	3.06206001271025	0.00022741076867878	0.000682890600366727
TRINITY_DN134898_c1_g7_i3	vegt	Chr01	144396774	144396774	0.308953875151985	3.68534735376443	3.97905341910448e-06	1.64510791903627e-05
TRINITY_DN110753_c0_g1_i1	mmp11	Chr01	144714748	144714748	0.575352596216305	-3.97725684643239	5.7603522461709e-05	0.000194040972637804
TRINITY_DN126891_c4_g1_i3	dnah10	Chr01	152202210	152202210	2.16313287695107	-3.25159828513889	1.89703915961172e-07	9.91849431859306e-07
TRINITY_DN123981_c0_g1_i1	setd1b	Chr01	153526852	153526852	2.29677812944148	3.8908733995149	1.03555819061929e-11	1.05476759612874e-10
TRINITY_DN86592_c0_g2_i1	ift81	Chr01	153958425	153958425	1.69852389018953	-9.67350537247887	2.02574852026555e-26	8.52982153680817e-25
TRINITY_DN133153_c0_g1_i1	tesc	Chr01	156220320	156220320	6.19997554263436	3.66611858058198	1.24678457530725e-27	5.59019991702593e-26
TRINITY_DN129121_c4_g14_i1	taok3	Chr01	156808132	156808132	1.13999774467189	-4.93568527103362	7.56983135885226e-12	7.83486128216446e-11
TRINITY_DN134935_c0_g2_i1	slc12a2	Chr01	159210667	159210667	4.15522368847019	-3.07493631825327	1.16890576509805e-10	1.03198326387109e-09
TRINITY_DN133816_c2_g3_i2	arl14epl-like	Chr01	163243296	163243296	3.12770146486674	3.66846821018302	2.44594211191295e-08	1.47052926443828e-07
TRINITY_DN189998_c0_g1_i1	sv2c	Chr01	165245806	165245806	0.151748737342759	3.9767909615894	3.59697772341737e-08	2.10379870845287e-07
TRINITY_DN124648_c2_g2_i2	fam169a	Chr01	165740329	165740329	0.963271011308013	-3.6034182214762	4.67620764790905e-06	1.91118214435137e-05
TRINITY_DN124497_c3_g1_i2	ankra2	Chr01	166503856	166503856	6.26107815945071	-3.99001167753884	3.45563459928873e-35	2.26622105818872e-33
TRINITY_DN109468_c0_g1_i1	pik3r1-like	Chr01	173932735	173932735	1.05969314223989	6.09422460572869	4.00376580869135e-14	5.53111036839915e-13
TRINITY_DN130370_c3_g2_i1	cwc27-like	Chr01	175369840	175369840	0.53865508572947	-3.6778274038156	2.01454257982378e-09	1.46606794504905e-08
TRINITY_DN116928_c0_g1_i2	lrrc70	Chr01	175999858	175999858	4.55591471927424	3.01240177879224	5.11393839958327e-13	6.19152796579785e-12
TRINITY_DN109883_c0_g1_i1	mtmr12	Chr01	187505024	187505024	3.01188822486762	-6.00675644116305	7.07568039952807e-25	2.67352943837797e-23
TRINITY_DN114086_c0_g1_i1	gja5	Chr02	4397539	4397539	0.976327353157413	4.41543776882659	6.42005585539376e-12	6.70258530337586e-11
TRINITY_DN107229_c0_g1_i1	cbr3	Chr02	9369579	9369579	3.66472543385502	-3.93927345698181	2.95467191489297e-06	1.25058461501646e-05
TRINITY_DN115683_c0_g1_i2	donson	Chr02	10021947	10021947	6.56489195082381	-3.2405033264013	3.10619557165014e-13	3.8631932063324e-12
TRINITY_DN121679_c0_g1_i1	app	Chr02	14238747	14238747	2.4213853247457	3.87969572610238	8.12297879775275e-07	3.83180285494653e-06
TRINITY_DN136816_c0_g1_i1	gabrr3	Chr02	16485667	16485667	2.03407206188054	4.60227749908293	1.41020500896225e-16	2.56443814458457e-15
TRINITY_DN183163_c0_g1_i1	gbe1-like	Chr02	20392922	20392922	2.08949487754411	-8.68486387116334	2.64611659729809e-16	4.67774384070774e-15
TRINITY_DN116710_c0_g1_i1	rbm11	Chr02	22361782	22361782	1.2706124087705	-3.38164129319276	7.80230170638522e-09	5.13893591755046e-08
TRINITY_DN129042_c7_g5_i3	nufip2	Chr02	25447958	25447958	4.91865587323896	-6.4811800371346	3.45141025520004e-53	4.74506535205876e-51
TRINITY_DN125828_c2_g2_i3	sez6	Chr02	26232354	26232354	5.62915280883438	-6.76898676031364	9.90802131548773e-64	1.93265694412018e-61
TRINITY_DN114443_c0_g1_i1	vtn	Chr02	27347835	27347835	4.6823778664252	-4.95290382035412	3.28172771359739e-39	2.63716865773661e-37
TRINITY_DN127177_c1_g1_i1	smg6	Chr02	27419260	27419260	1.63079390083656	8.20355474071721	1.99616344576696e-06	8.71393308326194e-06
TRINITY_DN136054_c1_g1_i2	ovca2	Chr02	27758714	27758714	4.18379359368741	-3.16456362052922	2.49965127726532e-15	3.95885089866407e-14
TRINITY_DN107077_c0_g2_i1	Xetrov90004309m	Chr02	27773007	27773007	3.03197851377785	4.53189496388522	2.63775638056662e-12	2.91378877624837e-11
TRINITY_DN118765_c0_g2_i2	rtn4rl1	Chr02	28055999	28055999	1.01469385764481	3.28917670153972	5.74693244970408e-09	3.87234993702824e-08
TRINITY_DN122709_c0_g1_i1	kal1	Chr02	28711469	28711469	1.67302558498969	4.69496851163488	1.09809915228914e-15	1.80944540458793e-14
TRINITY_DN121709_c1_g3_i3	supt4h1	Chr02	38432655	38432655	5.44229435840477	-6.46515747511248	7.29709780724934e-50	9.00185763011052e-48
TRINITY_DN129802_c0_g12_i1	arsd	Chr02	38727829	38727829	1.47848745748452	5.25122759747667	5.05396865276627e-08	2.89584917382455e-07
TRINITY_DN136458_c4_g3_i1	map3k15	Chr02	38942920	38942920	1.54402808984192	3.49990227334058	1.18710261974486e-08	7.56972785353931e-08
TRINITY_DN110881_c0_g1_i1	pitpna	Chr02	39723239	39723239	0.752074661417109	-4.22554611971678	1.67747963959057e-11	1.67103624333199e-10
TRINITY_DN135585_c3_g1_i1	scarf1	Chr02	39858649	39858649	5.00943389462273	-7.66230600638759	1.1057874743762e-34	7.0296049415637e-33
TRINITY_DN111971_c0_g1_i1	LOC100496213	Chr02	44575106	44575106	1.19456112025261	-4.30161732218236	1.75439633460571e-11	1.74006228371888e-10
TRINITY_DN70925_c0_g2_i1	kdf1	Chr02	52020407	52020407	1.48443721679935	-6.22584771862339	1.35062421492372e-17	2.69204767100342e-16
TRINITY_DN115713_c0_g1_i1	phactr4	Chr02	52520516	52520516	5.36120636209284	-3.27300420931866	1.66350730266599e-28	7.89008109552157e-27
TRINITY_DN123285_c0_g2_i2	oprd1	Chr02	52800257	52800257	0.656398946081381	4.20171043146989	2.57069145353975e-07	1.31337184581787e-06
TRINITY_DN131082_c0_g1_i5	Xetrov90004957m	Chr02	58657498	58657498	6.91631961998364	4.06502209903902	6.79170875403226e-17	1.27195764359554e-15
TRINITY_DN126031_c3_g1_i1	rpl10a	Chr02	61133938	61133938	7.23227285970302	-3.19232516834601	3.05048489608125e-37	2.231351483922e-35
TRINITY_DN133223_c0_g3_i3	tfeb	Chr02	62645899	62645899	2.23532077428562	3.92885474124358	6.92654024394834e-10	5.43595259447693e-09
TRINITY_DN129971_c0_g2_i1	tshb	Chr02	66710007	66710007	5.31236351856836	6.16515900302991	6.71786750526165e-54	9.5226815034212e-52
TRINITY_DN121355_c0_g1_i4	atp6ap2	Chr02	70208297	70208297	6.28249140366063	-9.25462872016849	5.81995215169534e-84	1.92497026095639e-81
TRINITY_DN118437_c0_g1_i1	rhoc	Chr02	74137995	74137995	3.12055167278776	4.65660573145786	1.20670373545798e-05	4.59679396605275e-05
TRINITY_DN124628_c0_g1_i1	slc16a1	Chr02	74292094	74292094	2.76143246774176	-6.1821855213739	4.24859096980969e-27	1.85040731131673e-25
TRINITY_DN119209_c1_g2_i1	cap1	Chr02	86708138	86708138	6.78075681172357	-4.49011436668259	3.80234070077986e-52	5.07467950135661e-50
TRINITY_DN103565_c0_g4_i1	Xetrov90005534m	Chr02	89414165	89414165	4.26546163964961	-4.03404722130927	1.32339689224995e-23	4.5554394984809e-22
TRINITY_DN122315_c2_g2_i3	mmp28	Chr02	89599642	89599642	4.63226445299261	-4.3534712991034	6.63305150406271e-21	1.78724322816669e-19
TRINITY_DN115522_c0_g1_i1	rai2	Chr02	91268195	91268195	1.09996908455923	-7.63563848876678	1.71744854867862e-10	1.47351920217833e-09
TRINITY_DN103260_c0_g1_i1	rnmtl1	Chr02	92666816	92666816	-0.0327750438451045	-3.36579425726699	8.29823161603177e-07	3.90720532166447e-06
TRINITY_DN126372_c7_g1_i1	sbds	Chr02	94363061	94363061	3.25823294050426	4.55410913544096	4.31518665811827e-21	1.17941544804282e-19
TRINITY_DN135369_c4_g2_i2	alcam	Chr02	99369683	99369683	4.27620962301521	-3.03744167793749	8.27244980151892e-15	1.22673066517391e-13
TRINITY_DN130516_c2_g3_i1	Xetrov90005752m	Chr02	101923783	101923783	3.08173058097093	-6.49088183128446	2.87327453176565e-25	1.12092087801634e-23
TRINITY_DN119782_c3_g1_i1	st6gal2	Chr02	106243300	106243300	3.55712195948375	4.41415442908528	4.71090827690891e-12	5.01925063938446e-11
TRINITY_DN130066_c0_g1_i1	slc9a2	Chr02	107255361	107255361	6.03135892630277	-3.01243427790786	1.64872152324891e-16	2.97682931990401e-15
TRINITY_DN126620_c1_g6_i4	slc9a7	Chr02	111345677	111345677	3.4454084535856	3.37374935877166	3.06145870378604e-11	2.94445074361252e-10
TRINITY_DN124263_c0_g1_i1	f7	Chr02	112533853	112533853	7.85564360228137	-8.05323159632153	4.7571213227871e-88	1.9046846110289e-85
TRINITY_DN117550_c0_g1_i1	tubgcp3	Chr02	112820947	112820947	0.815075052878939	5.33214556575414	4.30641204931252e-10	3.47405216646908e-09
TRINITY_DN96567_c0_g1_i1	tex30	Chr02	116037560	116037560	4.14572864965899	-8.54380257152926	1.12790942382883e-30	5.97242433193078e-29
TRINITY_DN70496_c1_g1_i1	rnf219-like	Chr02	122246529	122246529	2.43023119223836	3.54867525625917	2.59652513669396e-09	1.86053050768068e-08
TRINITY_DN128063_c0_g1_i2	LOC100485833	Chr02	129088980	129088980	4.01586729916046	-3.31049386800113	1.79178050857413e-15	2.89193880952467e-14
TRINITY_DN97526_c0_g2_i2	zc3h13	Chr02	131018375	131018375	1.64811945477407	-9.61071881600507	9.0534511720283e-08	4.96319631631107e-07
TRINITY_DN114915_c0_g1_i3	LOC100497154	Chr02	138395702	138395702	6.46836107418239	3.0253924146879	1.88595128030763e-18	4.05666165119518e-17
TRINITY_DN207325_c0_g1_i1	tspan31	Chr02	138418876	138418876	1.72312481511354	-4.93980009666041	8.00322969640547e-07	3.77765683829091e-06
TRINITY_DN128225_c1_g1_i1	gcg.2	Chr02	139567073	139567073	4.83115123189202	-3.88297856632884	1.93553160297078e-29	9.62368240588218e-28
TRINITY_DN131583_c4_g1_i1	senp1-like	Chr02	140277955	140277955	2.93252846130328	-7.30092713551466	2.49661095944553e-08	1.49735673984099e-07
TRINITY_DN131154_c3_g9_i2	pde1b	Chr02	141495142	141495142	2.69183700304268	4.32678452808605	1.86082587436697e-07	9.74702045095319e-07
TRINITY_DN136108_c0_g1_i1	nfe2	Chr02	142407017	142407017	4.09058224295661	-3.12782363989966	2.60960598438776e-08	1.55947702999993e-07
TRINITY_DN131648_c1_g2_i1	espl1-like	Chr02	144316234	144316234	1.84769587648799	3.22987468503055	5.21169632667406e-09	3.54202899247634e-08
TRINITY_DN118551_c2_g2_i2	csad	Chr02	144623933	144623933	2.84528444767511	4.71654259319998	3.02426636132491e-15	4.74689180867655e-14
TRINITY_DN65335_c0_g1_i1	krt18	Chr02	144913853	144913853	1.63413535143602	-9.59774540345467	1.15159787194853e-09	8.71700385857688e-09
TRINITY_DN92825_c0_g3_i1	asic1-like.2	Chr02	145882854	145882854	0.849739115902159	-7.34567554192893	4.52521265640559e-15	6.97328853777774e-14
TRINITY_DN124664_c0_g1_i1	LOC100492173-like	Chr02	146182041	146182041	3.43553275313067	4.65057529306053	3.85067588010728e-18	8.04763048862714e-17
TRINITY_DN103900_c0_g2_i1	wdfy2	Chr02	147090182	147090182	1.25465248309232	-4.92149886020653	5.3088132818059e-10	4.23036790214296e-09
TRINITY_DN104496_c0_g2_i1	medag	Chr02	151131503	151131503	1.5912403635537	-5.14447291915304	5.78341195729607e-17	1.09262440140241e-15
TRINITY_DN132810_c2_g2_i1	krt2l	Chr02	156211261	156211261	0.343777742310665	-6.92247955028191	3.38235939881726e-07	1.69392596444607e-06
TRINITY_DN24113_c0_g2_i1	acat1	Chr02	156866472	156866472	1.46546591051961	-8.13972568768417	5.00623629233429e-09	3.41561508710473e-08
TRINITY_DN130435_c2_g2_i1	LOC100490019	Chr02	158546933	158546933	3.85537798546666	-8.48947733631167	4.84137616141162e-37	3.46363281365943e-35
TRINITY_DN129692_c1_g1_i2	arhgap42	Chr02	159502011	159502011	3.34599199880325	4.24951159992466	7.12398064298584e-09	4.71529832465844e-08
TRINITY_DN121204_c8_g3_i4	gtf3c3	Chr03	3499615	3499615	2.24897193459836	-3.01241844700454	6.99084654459489e-10	5.48076605430246e-09
TRINITY_DN131607_c1_g3_i1	LOC100492822-like	Chr03	8837038	8837038	3.97165952150565	6.70963348879988	2.47839226817994e-40	2.11051747553741e-38
TRINITY_DN131616_c1_g1_i4	mgst2	Chr03	9552236	9552236	0.658808551215332	3.43497016176637	1.06861858184712e-05	4.10849280237786e-05
TRINITY_DN121758_c0_g1_i1	mrpl22	Chr03	10915763	10915763	1.71619418780438	3.96486150522933	2.99800086151001e-10	2.47004966286576e-09
TRINITY_DN31207_c0_g1_i1	nme5	Chr03	22271480	22271480	3.35833417612501	-7.87533946451892	1.30196657472143e-08	8.24687237532405e-08
TRINITY_DN140119_c0_g1_i1	hnrnph1	Chr03	22507704	22507704	0.108795248212151	-7.95030678444816	3.90782853965258e-08	2.27453361213851e-07
TRINITY_DN125205_c0_g1_i1	drd1	Chr03	32643827	32643827	1.49480343735935	4.06729342982254	2.46359596846493e-12	2.73863551837831e-11
TRINITY_DN129988_c0_g1_i3	nkx2-5	Chr03	33912953	33912953	1.90825394488482	3.04398151656814	1.8804715783999e-07	9.84314733078958e-07
TRINITY_DN123800_c0_g1_i1	bnip1	Chr03	33951927	33951927	0.76662858133144	3.78320811525703	1.12732131153588e-08	7.22486014374383e-08
TRINITY_DN128424_c0_g1_i2	thoc3-like	Chr03	35920184	35920184	3.47485204414511	-11.4885544959765	8.81555741716112e-38	6.57479252857683e-36
TRINITY_DN123962_c3_g1_i1	eif4e-like.1	Chr03	37833720	37833720	0.296806297196845	-4.54115794941322	7.4891892464271e-10	5.85136175905372e-09
TRINITY_DN115882_c0_g1_i1	ccdc53	Chr03	39618911	39618911	1.94376884570789	3.46040504926161	2.02948348086102e-07	1.05505403189545e-06
TRINITY_DN118132_c0_g2_i1	nt5dc3	Chr03	39863440	39863440	3.75143711431068	-3.64745610359019	2.93038200501323e-14	4.12059014900875e-13
TRINITY_DN131157_c1_g4_i5	lta4h	Chr03	40900814	40900814	4.97619522173438	-7.52714531293345	4.91733245442471e-58	8.07362311330077e-56
TRINITY_DN128979_c9_g2_i1	Xetrov90007847m	Chr03	41149118	41149118	2.02079479456151	3.82898889270084	5.40884962683304e-10	4.30407134531324e-09
TRINITY_DN130474_c2_g2_i1	tmpo	Chr03	42004637	42004637	4.39310877204706	7.26534058959489	1.34272532458113e-31	7.33102329128959e-30
TRINITY_DN133252_c0_g1_i2	LOC734122	Chr03	46155370	46155370	1.32099498868607	3.09168812477735	2.35263974121107e-07	1.21073865221169e-06
TRINITY_DN124333_c0_g1_i1	nudt4	Chr03	46649268	46649268	1.69534423039868	-7.10741879993915	3.45184338283968e-23	1.13186738050527e-21
TRINITY_DN133551_c0_g1_i1	rpl18a	Chr03	47907328	47907328	3.40660157779872	3.80129906274592	3.26250667093491e-13	4.05318057942713e-12
TRINITY_DN125701_c1_g11_i1	slc35e3	Chr03	49623223	49623223	0.633388813281446	-3.01691730225209	3.68966815326532e-06	1.53603806263811e-05
TRINITY_DN134948_c4_g3_i1	rpap3	Chr03	53842285	53842285	1.93207233737154	5.16843639611764	2.51449577949476e-07	1.28696619599976e-06
TRINITY_DN101369_c0_g1_i1	LOC100124962	Chr03	63582470	63582470	1.01533281678827	-3.38510259218528	6.42241457526628e-07	3.07989799194636e-06
TRINITY_DN125620_c7_g1_i1	pus7	Chr03	67530666	67530666	0.632229152703518	3.18712573374065	4.64742501306466e-09	3.19564729280391e-08
TRINITY_DN63671_c0_g1_i1	grm3	Chr03	71474382	71474382	2.84000931622024	-10.841041432664	9.20596012502421e-11	8.25209827075029e-10
TRINITY_DN110734_c0_g1_i1	suv39h2	Chr03	71683864	71683864	2.59634688931452	-5.4851093222519	1.80363106731552e-17	3.54543223240954e-16
TRINITY_DN131251_c3_g5_i12	ccdc3-like.1	Chr03	72393947	72393947	10.9185286141316	3.10474555885893	1.76637976183974e-13	2.26856043470493e-12
TRINITY_DN171470_c0_g1_i1	ahcyl2	Chr03	77537957	77537957	2.19981917307575	-5.70226535534821	2.75588116391991e-14	3.88478813607043e-13
TRINITY_DN127129_c2_g3_i1	impdh1	Chr03	79454401	79454401	7.97807840777807	-9.37258480113123	6.09894969590025e-144	3.47975574899589e-140
TRINITY_DN126007_c1_g2_i2	tymp	Chr03	79868804	79868804	0.143515991615825	3.4452032502863	1.99968649203948e-06	8.7259742105784e-06
TRINITY_DN107450_c0_g3_i2	LOC101733955	Chr03	85276942	85276942	5.10836351777975	-3.16385827820535	2.25744841944188e-23	7.55417710095345e-22
TRINITY_DN114688_c0_g1_i1	hykk	Chr03	85623215	85623215	2.27485535784246	-5.53346394201403	2.20768871817022e-17	4.31738405536254e-16
TRINITY_DN129786_c0_g1_i2	sord	Chr03	85902632	85902632	3.37464511950077	-3.928110620654	8.78016016116243e-15	1.30032975469208e-13
TRINITY_DN112188_c0_g2_i1	bnip2	Chr03	86740872	86740872	0.588014848361501	4.34206347310221	1.52541541024956e-10	1.31767715718075e-09
TRINITY_DN133117_c1_g2_i4	fan1	Chr03	87375942	87375942	7.04243990285156	-8.88414585393784	2.45419710610074e-103	1.75030269860722e-100
TRINITY_DN124988_c3_g3_i4	tcf12	Chr03	90052780	90052780	7.0891308890835	3.20547521337772	5.57707008348184e-12	5.8762647019955e-11
TRINITY_DN132795_c0_g1_i1	Xetrov90008753m	Chr03	90777154	90777154	2.51680213332352	3.17843933633206	6.40479352263388e-08	3.60469045064243e-07
TRINITY_DN132095_c9_g5_i2	arpin	Chr03	98609211	98609211	4.50101699231892	3.63415570820686	2.48557917434454e-17	4.83596657433001e-16
TRINITY_DN126268_c0_g1_i2	mfge8	Chr03	99765346	99765346	5.24726496310568	3.4551370782907	1.06884414105487e-08	6.88294610247018e-08
TRINITY_DN121882_c0_g1_i1	klhl25	Chr03	101602293	101602293	6.83263521334768	-7.56587948950354	1.34199907796308e-68	2.97350514148285e-66
TRINITY_DN121132_c3_g1_i1	aldh1a3-like	Chr03	105666646	105666646	0.892992457011571	-3.62893176599959	4.91257669670194e-07	2.40177432245355e-06
TRINITY_DN130978_c4_g2_i2	slc25a37	Chr03	107022815	107022815	3.52938964436425	3.07879555865116	1.96242590185802e-15	3.14291115313711e-14
TRINITY_DN135150_c3_g5_i2	sfrp1	Chr03	107281443	107281443	2.13174071313159	5.82148612284171	3.37104662112245e-18	7.09723486967312e-17
TRINITY_DN118600_c0_g1_i1	spata18-like	Chr03	107714407	107714407	0.580450035783745	4.45507792413793	5.42849953427346e-09	3.67514732634794e-08
TRINITY_DN135587_c1_g2_i3	LOC100495008	Chr03	108786817	108786817	0.269480224986656	3.43623539871658	3.76446367597608e-09	2.62810003099193e-08
TRINITY_DN123448_c1_g1_i1	map2k5	Chr03	116591915	116591915	2.80647184392873	-8.17198275392403	2.58223237743519e-10	2.14894335617488e-09
TRINITY_DN119798_c0_g1_i2	pebp4-like	Chr03	119770922	119770922	1.0075264540118	4.58641439182363	1.36259500334958e-07	7.29124107067856e-07
