gid	gname	chr	start	end	logCPM	logFC.XY31.XX31	PV.XY31.XX31	FDR.XY31.XX31	Am2_314	Am2_315	Am2_316	Am2_318	Am4_314	Am4_317	Am5_311	Am5_312	Am5_313
TRINITY_DN101232_c0_g1_i1	scn3b	Chr07	54900494	54900494	4.26645953599033	-0.418829746362229	0.0846840667471487	0.999969500680547	4.35837517024561	4.22182429962653	3.69398824626557	4.59925973034617	4.77682743095476	4.04026566279017	4.1257736297689	4.19015125913624	4.12314885723602
TRINITY_DN101292_c0_g1_i3	c16orf45	Chr09	28224425	28224425	1.81399427430737	0.142151617342739	0.764976922635002	0.999969500680547	2.64348876308891	2.71806963750175	1.37678038650094	1.212215356062	1.17076990245061	1.025145161605	1.27206874016763	1.89564343845162	1.66220569561608
TRINITY_DN101326_c0_g1_i1	itgb1bp2	Chr08	23058002	23058002	3.76939322447562	-0.0616110398507545	0.915143832964494	0.999969500680547	4.2253533342845	4.51963234532635	4.85632746461095	4.46498384395499	3.54839464315894	2.80675612286555	1.85666162408428	1.38866135391911	2.51523912716383
TRINITY_DN101356_c0_g1_i1	purg	Chr01	78613871	78613871	2.17339287774119	0.45231026779934	0.197668304646624	0.999969500680547	1.49836242089748	2.39471548587916	2.5465630892236	2.20095715805614	1.82547996955143	2.21926509177595	2.03714688730253	2.32879635407631	2.22222711357127
TRINITY_DN101361_c0_g1_i2	cyp46a1-like.1	Chr08	65160881	65160881	5.63335199709677	0.393009912541037	0.150400767044117	0.999969500680547	5.82630596653385	5.59181941689696	6.10912531019749	5.71764077753979	5.16860106899018	6.1768172396048	4.58334922685587	5.61100108170135	5.28972755048811
TRINITY_DN101457_c0_g1_i1	asnsd1-like	Chr09	39386717	39386717	5.47095236679528	-0.0304915938311848	0.897055324975539	0.999969500680547	5.65175307011867	5.76538109587529	5.89469677403415	5.49657033175551	5.60577211932498	5.24382662626774	5.14550437337094	5.05912373198373	5.11639648786876
TRINITY_DN101488_c0_g2_i2	pdcl3	Chr02	106708785	106708785	6.74991421577723	-0.258107269634701	0.277637793650136	0.999969500680547	7.20133715890597	6.86015956397678	7.05336785277448	6.8609104790717	6.88165126954389	6.65006362110733	6.52774770643996	6.15837334622326	6.21856321653968
TRINITY_DN101542_c0_g1_i1	rps6kb1	Chr02	87418446	87418446	7.21433655794528	0.0620060876253963	0.792376421333353	0.999969500680547	7.24177945772188	7.60551143503651	7.64580037170253	7.39720425114433	6.99172357218177	6.98677965636871	7.05233949276795	6.76900358601963	6.97507352372847
TRINITY_DN101610_c0_g2_i1	s100a11	scaffold_281	155613	155613	8.9710031771763	0.121655273500187	0.560165055033367	0.999969500680547	9.138675870089	9.01155338397441	9.25054609833285	8.67847004545995	9.02490565605731	9.08773524984163	8.71197353987045	8.63070148253494	9.06889228042582
TRINITY_DN101728_c0_g2_i1	lrrc20	Chr07	32617150	32617150	5.24717153276029	-0.136643537938386	0.572624374784193	0.999969500680547	5.02205105704338	5.18340795975768	4.69056670028843	5.03807620427212	5.72178497880769	5.47700545255684	5.38372387334884	4.92037210346359	5.49093955095325
TRINITY_DN101751_c0_g1_i1	ssna1	Chr08	103347	103347	3.31457895193743	0.0670936392385734	0.846134452067265	0.999969500680547	3.57938836766201	3.83343355084499	3.85432849295065	3.59385134785986	2.91121182807288	2.90018128218271	2.87222939313879	2.59123747570156	3.11172086635566
TRINITY_DN101809_c0_g1_i2	LOC101732244	Chr05	59159234	59159234	4.03359177513648	-0.0141595957456852	0.965177123020857	0.999969500680547	3.84106137736373	3.38964355168183	3.60058074434596	3.43389292731919	4.09341614817684	3.93822881155832	4.55400756031571	4.82156059177565	3.91638073936972
TRINITY_DN101821_c0_g1_i1	cbln2	scaffold_21	2082425	2082425	3.96509553772035	-0.492754404588338	0.0514401520057103	0.999969500680547	4.18820889978006	3.93187083254408	3.52632908562182	4.3169158594918	4.51341221938736	3.85666729346266	3.75658455501912	3.66577986742795	3.62315316405348
TRINITY_DN101833_c0_g1_i1	ier2	Chr03	129491240	129491240	4.52305342177577	0.135288545733481	0.594326583269051	0.999969500680547	4.4616017598839	4.28836645153123	4.93974218281487	4.45668217691767	4.70162424356384	4.80571939866711	4.10569153390013	4.02232754174626	4.6699793966918
TRINITY_DN101895_c0_g1_i1	LOC100498557	scaffold_2562	2638	2638	3.85210166273967	-0.0500512514009749	0.841625048889172	0.999969500680547	3.88814739175742	3.65759630522687	3.50070431246679	3.91794522934515	3.98885016978326	4.12010837705897	3.71300136341259	3.86747765552014	3.92353455950222
TRINITY_DN101903_c0_g2_i2	rnft1	Chr02	87452051	87452051	4.30459521027948	0.351567704040557	0.158159153097171	0.999969500680547	4.18066385740175	4.30223477304757	4.65616119909971	3.97718514273311	3.67735917609346	4.12010837705897	4.44634087570305	4.65075554203	4.43988738945053
TRINITY_DN101966_c0_g1_i1	sla2	Chr10	34939460	34939460	0.546656357250663	-0.0547731488748207	0.909752673754522	0.999969500680547	0.668179500897092	0.506914758896367	-0.0378303008124841	0.85603930646861	-0.0613195447147822	0.136126720592059	0.687660487159986	0.395473873902715	1.22612504145699
TRINITY_DN102026_c0_g1_i2	gjb7	Chr05	87154347	87154347	2.50089984722656	0.573053127163927	0.143851219283373	0.999969500680547	2.68674381401117	2.7588699857695	2.38787858088684	0.953659744850726	1.82547996955143	2.50751468324551	2.53445625443641	3.15911320157589	2.60696495036702
TRINITY_DN102065_c0_g1_i1	uck2	Chr04	108945411	108945411	5.57926040028132	0.0157723616699429	0.952274500694587	0.999969500680547	5.67610469305336	6.02853044442749	6.01723134551846	5.90624853072533	5.48922304006461	5.40869771159471	5.09546636079564	4.91558900252289	5.23327336802643
TRINITY_DN102078_c0_g1_i1	adsl	Chr04	111381918	111381918	7.27465241634489	-0.210029598142562	0.307656562932238	0.999969500680547	7.53075674626282	7.20216877242132	7.3137183045507	7.30310285621272	7.49168953222402	7.38770781205825	7.19855828917858	6.84140405641187	7.08283884677216
TRINITY_DN102094_c0_g3_i1	neurod6	Chr06	26805528	26805528	4.37114922621938	-0.496510980919791	0.0669520107858576	0.999969500680547	4.35837517024561	4.35197428978194	4.15463871379833	4.65111172613341	5.20016801600424	4.36262345197554	4.03665751342959	3.92572778048126	3.78114752701853
TRINITY_DN102159_c0_g1_i2	Xetrov90012386m	Chr04	109890106	109890106	6.31448825390467	-0.00444777286708164	0.981740761360086	0.999969500680547	6.36149131527999	6.17012530277463	6.52913318450785	6.15227319249576	6.35956803739271	6.18612212130569	6.38090942741386	6.30822409426158	6.34116257512147
TRINITY_DN102162_c0_g1_i1	LOC100486925-like	Chr09	18751230	18751230	4.10212211437296	-0.122362752365991	0.608937405986976	0.999969500680547	4.23994740561809	4.07875825346193	3.93307383830413	4.22214481452305	3.81625245185128	3.96442252884568	4.34148101799587	3.93993010511398	4.2874231141765
TRINITY_DN102167_c0_g1_i2	ccdc6	Chr07	8097857	8097857	6.75598331257776	0.121209842221258	0.550952965013739	0.999969500680547	6.782476344946	6.61368449599779	6.74230608656025	6.68730128661323	6.61658001133441	7.17985885894808	6.65756718190475	6.68225517508381	6.75313551384296
TRINITY_DN102186_c0_g1_i2	LOC100488185	scaffold_5850	707	707	7.13882164276562	-0.394260193533465	0.153414258221659	0.999969500680547	7.43649509805196	7.32782360960704	6.93638471078047	7.41873284565006	7.62704355517932	7.28319399925496	6.75641119949256	5.90447022438445	6.90451928275318
TRINITY_DN102193_c0_g2_i1	nkiras2	Chr10	2283277	2283277	4.20369684563527	-0.0369128037309004	0.879249575764681	0.999969500680547	4.18820889978006	4.37402843037547	4.13811324695025	4.2984531585639	3.89552160468802	4.04845173424961	4.45694807549452	4.40332117918063	3.90196579158258
TRINITY_DN102252_c0_g2_i1	ccdc39	Chr05	95583263	95583263	3.57636926823521	0.0978250004927638	0.72021860365677	0.999969500680547	3.55625133871872	3.07114666989016	3.47461615587405	3.39965728647751	3.58472542480594	3.89348723614184	3.53422515142136	3.66007180674088	3.85034808976293
TRINITY_DN102272_c0_g1_i1	dmap1	Chr04	82690214	82690214	4.58271834952272	0.0214244859944299	0.935400760862513	0.999969500680547	4.59813624981235	4.85370747487901	5.03654039664157	4.71515213860578	4.85327644660327	4.18094624496996	3.97894867483524	4.29331377707446	4.40453388910366
TRINITY_DN102276_c0_g1_i1	adam28	Chr03	106784533	106784533	3.83221594871338	-0.177486572461503	0.540510744244839	0.999969500680547	4.15778904568201	4.40862847330716	3.62450568177526	3.65317845441496	3.93358053870305	3.0544654404853	3.91883490837054	3.71064910672393	3.61433838165364
TRINITY_DN102279_c0_g1_i1	cars	scaffold_1089	131	131	7.25631623548826	0.0374952643599852	0.861670906992799	0.999969500680547	7.32626890100996	7.03436769791848	7.39507613209943	7.38522514091082	6.98267585347239	6.88760435799991	7.21583606359681	7.37366418646375	7.5662860854296
TRINITY_DN102288_c0_g1_i1	mboat1	Chr06	47429669	47429669	2.79647132790631	0.444530574163766	0.209273350770067	0.999969500680547	2.95788233289259	3.38095712734357	3.3073287669708	1.94018143114147	2.38819087537334	2.90018128218271	2.64989791995584	2.27005094796112	2.74257963156967
TRINITY_DN102312_c0_g1_i1	ag1	Chr09	55633147	55633147	7.30269503280125	0.193172695495171	0.637272831568415	0.999969500680547	7.59389615889853	7.34913422617625	8.57328177759639	7.26319771748678	5.87633164137231	6.36882314001113	7.48755872824503	6.84895005198312	6.55893624764742
TRINITY_DN102326_c0_g6_i1	Xetrov90015728m	Chr06	20798284	20798284	1.43816116998977	-0.150804573117792	0.72238513193316	0.999969500680547	0.831264146086136	1.27954539238854	0.836328420924696	1.98705025814644	1.35032001409186	1.37678612374352	1.68682903572116	1.11591493111523	1.99661391281789
TRINITY_DN102393_c0_g1_i1	Xetrov90003677m	Chr01	185960157	185960157	6.52563814161985	-0.301774128858518	0.279374070297125	0.999969500680547	6.16519767926023	6.05197626005327	5.89715407980771	6.03170720398241	6.78477589499681	6.48646884842201	7.35773139493943	6.77561768047941	6.52876218225824
TRINITY_DN102400_c0_g1_i1	mrpl22	Chr03	10915763	10915763	6.49984428797594	-0.0354431475060447	0.864246495084608	0.999969500680547	6.65351006291082	6.42376261846461	6.71192093816036	6.65863578132494	6.50568161252236	6.62154122261944	6.21741455065761	6.11834572822911	6.4774309473123
TRINITY_DN102455_c0_g1_i1	tprg1-like	Chr05	100117567	100117567	4.77769266845502	0.234037354018344	0.341607572133384	0.999969500680547	4.47400084085819	4.45074328875438	4.56637687079014	4.43148664822428	4.59285691694219	4.85788698299951	4.99714805056992	5.21129005136592	5.13500543479347
TRINITY_DN102459_c0_g1_i1	stk32a	Chr03	34227746	34227746	2.04719805334725	-0.610846553668215	0.134373720973316	0.999969500680547	2.48098581630198	2.23036044245136	1.13171531845213	1.8416126813854	2.98555925833681	1.37678612374352	1.7224326601611	1.87608045566128	1.88377581826661
TRINITY_DN102469_c0_g1_i1	themis2	Chr02	53702359	53702359	2.09270700503837	-0.315730833655959	0.39373133913163	0.999969500680547	2.05535498134375	1.64139508891408	1.85244187043072	1.89173870236885	2.49385986983718	1.52494438188879	2.4730758039372	2.39901619708811	2.1262809592996
TRINITY_DN10248_c0_g1_i1	Xetrov90019262m	Chr07	104625954	104625954	2.54761258559498	-0.154715199913401	0.662799972413617	0.999969500680547	2.59889664276401	2.13025361230497	1.7254535435044	2.38720518049159	2.7919725395222	3.07063238831061	2.70432990285232	2.4790032964747	2.64208234014946
TRINITY_DN102493_c0_g1_i1	gclc	Chr05	114371420	114371420	5.7470528931418	0.231063299918146	0.449368912799953	0.999969500680547	5.92443682320846	6.38736107610789	6.36486195825702	5.91839034725796	4.72893473216492	5.21502492430618	5.59294317742116	5.40289864276306	5.38609141273426
TRINITY_DN102496_c0_g1_i1	st13	Chr04	105911538	105911538	8.75267555200692	-0.00602635361414081	0.974355563527899	0.999969500680547	8.84552536819736	8.63786565829764	8.78677832766861	8.74517278004783	8.66902023559836	8.80841110251051	8.75880582075512	8.71191415399597	8.79797962391045
TRINITY_DN102500_c0_g1_i1	ror2	Chr01	126678883	126678883	4.28808189840121	-0.154817139211421	0.494104056223692	0.999969500680547	4.37830116567122	4.42562221066025	4.00774264290192	4.25123547177768	4.46225568520055	4.26764746819967	4.38656484356448	4.18220791757101	4.17202361835814
TRINITY_DN102539_c0_g1_i1	plxnb3	Chr08	3112250	3112250	5.77645057493977	0.161367600473734	0.41692543512663	0.999969500680547	5.57036777124165	5.68826702385981	5.89960720723072	5.65007725067434	5.64070335270987	5.6934338796317	5.85997013973447	6.00471004212216	5.91368064637375
TRINITY_DN102559_c0_g2_i1	LOC100485278	Chr10	24700728	24700728	3.35931082952578	0.543967676751432	0.31140283112852	0.999969500680547	3.48452695264995	4.31140680722091	4.69056670028843	3.62381983890146	2.30352832475405	2.50751468324551	2.17201821729811	1.98966665864786	2.1262809592996
TRINITY_DN102581_c0_g1_i2	xkr5	scaffold_13	875624	875624	1.33661349622233	-0.709268398528009	0.230695975726451	0.999969500680547	2.57607284062585	2.30572723372071	0.566797903414995	2.03244424528036	0.541681619514339	0.464474601668718	0.453488572602996	0.156935100169722	0.187099873406321
TRINITY_DN102595_c0_g1_i2	LOC100494840-like	Chr02	109773283	109773283	2.94706633612162	-0.207976092020168	0.507291212134543	0.999969500680547	3.28786927141942	3.12415910811546	2.88044030397576	3.15481504325691	3.23452681819064	2.88197398732043	2.40896738710549	2.66148550948028	2.67636519296853
TRINITY_DN103107_c0_g1_i1	glrx	Chr01	172667785	172667785	7.70665406846401	-0.126692725685252	0.570801810140268	0.999969500680547	8.02364397189956	7.83867675753125	7.78233352890098	7.7739752207854	7.78371084259672	7.87630242982182	7.46802756325434	7.11404776859154	7.50143279224731
TRINITY_DN103150_c0_g1_i1	mmp23b	Chr07	70923653	70923653	2.48605805976523	-0.0757703070650521	0.819213563207004	0.999969500680547	2.15112002083618	2.2108870782727	2.52129834200029	2.70012947483939	2.59231462375402	2.33085868290531	2.61243444154777	2.77146061662941	2.35514920346045
TRINITY_DN103157_c0_g1_i2	ttc8	Chr08	65044076	65044076	2.44991271898629	-0.0356285632642247	0.92265229186156	0.999969500680547	2.15112002083618	1.85717759437474	2.33085276008198	2.38720518049159	2.98555925833681	2.98792267334161	2.19754288545675	2.56704021724067	2.19883212618761
TRINITY_DN103196_c0_g1_i2	mrpl41	scaffold_480	103706	103706	5.470947537771	-0.121657449185127	0.550618274367722	0.999969500680547	5.47180335344306	5.3305103809057	5.63980677905466	5.61320447710671	5.64930559070295	5.35690588166193	5.40030602458851	5.1039615500816	5.58868136878721
TRINITY_DN103209_c0_g3_i2	ndufs5	Chr02	86345570	86345570	7.11556671144779	-0.175111760672873	0.396098159352081	0.999969500680547	7.25979411080951	7.01063158354077	6.96008251125895	7.14288115749563	7.45290585970734	7.26574610355548	6.93679109235455	6.78351477480981	7.11287684116155
TRINITY_DN103509_c0_g1_i1	comt.2	Chr01	146432864	146432864	5.80714852128721	0.432155694301998	0.0474218652771689	0.999969500680547	5.45626400110177	6.05060759163791	6.14057588375798	5.7280252960459	5.56392042228256	6.20088622047646	5.44094624795412	5.43166053744357	5.97177167501859
TRINITY_DN103526_c0_g1_i1	rgs9bp	Chr10	16566157	16566157	3.79945484419985	-0.032442174609137	0.89553190955771	0.999969500680547	3.73172259511912	3.90788399733615	3.65966522291309	3.51608792127648	4.04208031439427	3.73006657252744	3.91883490837054	3.86747765552014	3.74121833171908
TRINITY_DN103537_c0_g2_i1	oxsm	Chr06	76469303	76469303	4.33714589185995	0.00710950057044319	0.977890269744717	0.999969500680547	4.31078215787464	4.6410067135823	4.78911814240535	4.53762445973352	4.16714929488343	4.12785489800213	4.29494276249534	4.00441938774839	3.93065308130281
TRINITY_DN103544_c0_g1_i2	parp16-like	Chr03	117692116	117692116	0.367892717043259	0.272090040865194	0.594231382450934	0.999969500680547	-0.11490014800113	0.506914758896367	0.354324541820406	0.638423878840513	0.329704368047654	0.363107616651276	-0.0481972499552152	1.08216400737606	-0.539239878030863
TRINITY_DN103549_c0_g1_i1	txnrd3	Chr04	122921580	122921580	7.64484098307331	0.114427490586631	0.669621301514071	0.999969500680547	7.86086483441651	8.102134913194	8.19760288217286	7.82565836923004	7.0535169585453	7.22027471638659	7.43755661015772	7.24945038011597	7.37667141799223
TRINITY_DN103557_c0_g2_i2	upf3b	Chr08	38597280	38597280	6.23259542631777	-0.0949717783166751	0.6259128421949	0.999969500680547	6.35647737624082	6.01455867487621	6.34159519697861	6.35571044732829	6.25072086344479	6.23176707026899	6.1666226498659	6.05668485792093	6.27837744224631
TRINITY_DN103565_c0_g4_i1	thap5	Chr03	56033628	56033628	3.84572581967425	0.19540990093603	0.43725940562098	0.999969500680547	3.85060232486964	3.90788399733615	4.29542134936682	3.73783130427531	3.53607818650986	3.79961313373892	3.79052727975605	3.71616089920301	3.85783608369954
TRINITY_DN103567_c0_g1_i1	lasp1	Chr10	3688057	3688057	7.49074445938846	0.0738242012031081	0.701578106047419	0.999969500680547	7.41173352060721	7.5200740964257	7.50950950743311	7.52677067420388	7.33076861056908	7.52530384700769	7.51890171840414	7.52617955812001	7.53393171358759
TRINITY_DN103584_c0_g2_i1	gabra6	Chr03	15262639	15262639	1.85043530128493	-0.271163101769863	0.448902727216794	0.999969500680547	2.02196660488675	1.61200330945778	1.58619914021959	1.89173870236885	2.15035009636544	2.03380484319986	1.88835441136747	1.73116653022372	1.66220569561608
TRINITY_DN103614_c0_g2_i2	gal.2	Chr07	104595194	104595194	2.17901155462505	-0.615538527163691	0.0898339804786542	0.999969500680547	2.64348876308891	1.69844105212594	2.20955806073763	2.52062303229796	2.81254277319121	1.85866812833548	1.79110766941026	1.68694069917132	1.96922094120559
TRINITY_DN103615_c0_g1_i1	gstt1-like.1	Chr01	144513755	144513755	7.59807793663311	0.319544040273738	0.181510257358335	0.999969500680547	7.76447496994654	7.48908575574619	7.77232915237827	7.7333161556714	6.7331100738286	7.62582954034558	7.17706698403492	7.88999137944975	7.84163054379208
TRINITY_DN103621_c0_g1_i2	parpbp	Chr03	39656922	39656922	3.01106012559859	0.00783402284444688	0.983943415039562	0.999969500680547	2.37918668124247	2.51074135348926	2.17757117072067	2.24018002396279	3.24969146895871	3.20851841318296	3.64968459015282	3.06721589811825	3.64062278240069
TRINITY_DN103622_c0_g3_i3	rcor2	Chr04	40885768	40885768	4.81166749074632	-0.340755931810488	0.178005042909295	0.999969500680547	4.56374535939186	4.99132894394092	4.39614655614225	5.1606902645251	5.47316210228048	4.603895915142	4.55400756031571	4.66792226238937	4.52230292957721
TRINITY_DN103630_c0_g1_i1	aip	scaffold_27	66964	66964	6.7203709108832	-0.0468368278585667	0.805713040141934	0.999969500680547	6.79735330969919	6.71478957477673	6.65643154805802	6.78004652124502	6.79514910531885	6.76380819890062	6.6036950714574	6.61155771389766	6.74508231371452
TRINITY_DN103637_c0_g3_i1	tcf19	Chr08	52757611	52757611	1.96412544560734	0.277300927084262	0.479421179428943	0.999969500680547	1.59234731913993	2.49472666831572	2.4155678987621	2.24018002396279	1.55949751995785	1.89543768661213	1.75717875873204	1.87608045566128	1.44077203075075
TRINITY_DN103653_c0_g1_i1	gpr22	Chr03	66920676	66920676	2.536415928932	-0.170662551713405	0.599956544205503	0.999969500680547	2.64348876308891	2.61812666298681	2.4155678987621	2.83434490707274	2.68447755866724	2.06641816911208	2.31880210484427	2.63844747662524	2.47685107883152
TRINITY_DN103662_c0_g1_i1	ramp2	Chr10	11565045	11565045	2.3051199725308	0.0679140470776228	0.851488335522739	0.999969500680547	2.05535498134375	2.32396942344343	2.44273577407898	1.62163473810269	2.21358602613637	2.24798310379088	2.85629191256011	2.54243018300926	2.0498872019083
TRINITY_DN103690_c0_g1_i1	cldn2	Chr08	16730244	16730244	2.94786159449881	-0.0582902751360201	0.849289644598905	0.999969500680547	2.74928786300151	2.55774563107435	2.95781043121563	2.70012947483939	3.30880461876181	3.11807384090207	3.06482875827628	2.82345626655644	3.0991393115645
TRINITY_DN103704_c0_g1_i1	LOC594890	Chr08	106161888	106161888	7.11240952739595	0.249359135876513	0.40365507825159	0.999969500680547	6.81329876474709	6.57422272530387	6.85782487781158	6.78336961658014	6.53537622464024	6.83770075172044	7.53526024239719	8.035418766393	7.28521902261507
TRINITY_DN103714_c0_g1_i2	pdia4	Chr06	82789798	82789798	7.92757051187702	-0.00545653138477187	0.978182012788458	0.999969500680547	7.91700089782566	7.88010506355294	8.07544836680836	7.82000638400901	7.93326119453076	7.80561812916224	8.04311934781485	8.11737183275983	7.70404054527002
TRINITY_DN103720_c0_g1_i2	enpp6	Chr01	35674507	35674507	3.33403719358473	-0.751962688365973	0.114684727119225	0.999969500680547	3.07646443522834	2.54224707768076	1.93128749382112	2.72799006441614	3.02134387461531	2.38357704935828	4.83583798700804	2.82345626655644	4.0725601111169
TRINITY_DN103733_c0_g2_i1	ndufa6	Chr04	105645228	105645228	7.19555580116895	-0.187786691196126	0.33947381654654	0.999969500680547	7.28200063361795	7.08136991152459	7.09784193646076	7.271504202081	7.42895860527637	7.20112649986226	7.19460249622375	6.8775161629225	7.26000829310657
TRINITY_DN103741_c0_g1_i2	psmc3ip	Chr10	23148035	23148035	2.71056935234778	-0.0199721758254316	0.961196709187694	0.999969500680547	2.32546024657941	1.85717759437474	1.48528628337249	2.70012947483939	3.1722220969284	3.19383261113759	2.55434948077787	2.75012604892189	3.35336828053288
TRINITY_DN103776_c0_g1_i1	LOC101732853	Chr02	50935698	50935698	7.33862946322628	-0.0749093897771218	0.838359273266024	0.999969500680547	7.43570293572814	7.3783408407324	8.10072073309111	7.98783684368942	7.26045220147863	5.79179658172661	6.42749520008025	7.51159380483589	6.80634959464277
TRINITY_DN103783_c0_g1_i1	fam175a	Chr01	123992821	123992821	4.43034683342532	0.0351219317556062	0.875181822002688	0.999969500680547	4.44909519194462	4.28371389347685	4.29542134936682	4.27975111740371	4.37505167528687	4.50028319647215	4.52405672954765	4.45368245685318	4.66144696067118
TRINITY_DN103812_c0_g1_i2	LOC100488827	Chr05	52200718	52200718	6.792688577297	-0.0843649879618643	0.665631270832696	0.999969500680547	6.79241134744123	6.49593371995772	6.82593671632782	6.81780764416609	6.7611598218538	6.77864656826043	6.97419236953825	6.84643910304301	6.79956119656478
TRINITY_DN103830_c0_g1_i1	tppp3	Chr04	51907928	51907928	2.25487406646911	0.053313751690131	0.891301608260102	0.999969500680547	1.95277829842048	1.55135997848445	1.68051250251714	1.8416126813854	2.46815931706734	2.27614059991762	2.49382747470755	2.81320597317918	2.60696495036702
TRINITY_DN103847_c0_g1_i1	baiap2l2	Chr04	111859570	111859570	1.12128419352939	0.541157062398261	0.337409201762538	0.999969500680547	1.17292702801392	0.3731537337614	0.991568634117477	0.0700573832558095	-0.599421713702272	1.09003058167453	1.53491834943609	2.37133702834068	0.667948700409087
TRINITY_DN103855_c0_g1_i1	osr2	Chr06	113922956	113922956	3.35820644613909	0.278937356237263	0.346855193668655	0.999969500680547	3.21587177209047	3.28178651789186	3.8441761013572	3.38222990752471	2.70662686745546	3.22305622741323	3.38669285280329	3.22245248938627	3.68339316658537
