gid	cutoff	bias	log2RPKM	sex
TRINITY_DN109944_c0_g1_i1	FC1	female	4.624059431	meanmale
TRINITY_DN109975_c0_g1_i1	FC1	female	3.025284748	meanmale
TRINITY_DN109983_c0_g1_i2	FC1	female	5.226935831	meanmale
TRINITY_DN110022_c0_g1_i1	FC1	female	5.50681035	meanmale
TRINITY_DN110029_c0_g2_i1	FC1	female	0.273590657	meanmale
TRINITY_DN110037_c0_g1_i1	FC1	female	0.672077356	meanmale
TRINITY_DN110068_c0_g2_i4	FC1	female	2.394541071	meanmale
TRINITY_DN110125_c0_g2_i1	FC1	female	2.465382624	meanmale
TRINITY_DN110156_c0_g1_i1	FC1	female	6.059964086	meanmale
TRINITY_DN110201_c0_g1_i1	FC1	female	4.615646576	meanmale
TRINITY_DN110230_c0_g1_i1	FC1	female	3.107076697	meanmale
TRINITY_DN110258_c0_g1_i1	FC1	female	6.410662638	meanmale
TRINITY_DN110265_c0_g1_i1	FC1	female	5.528614765	meanmale
TRINITY_DN110298_c0_g3_i1	FC1	female	4.852909049	meanmale
TRINITY_DN110346_c0_g1_i2	FC1	female	4.836156666	meanmale
TRINITY_DN110449_c0_g3_i1	FC1	female	5.368900301	meanmale
TRINITY_DN110518_c0_g1_i1	FC1	female	1.335962266	meanmale
TRINITY_DN110523_c0_g1_i2	FC1	female	2.037956407	meanmale
TRINITY_DN110750_c1_g2_i1	FC1	female	6.017867685	meanmale
TRINITY_DN110778_c0_g1_i1	FC1	female	4.00644205	meanmale
TRINITY_DN110780_c0_g1_i2	FC1	female	1.888801222	meanmale
TRINITY_DN110801_c0_g2_i1	FC1	female	2.816323373	meanmale
TRINITY_DN110803_c0_g1_i1	FC1	female	2.442455217	meanmale
TRINITY_DN110877_c0_g1_i3	FC1	female	3.479896286	meanmale
TRINITY_DN110885_c0_g1_i1	FC1	female	3.593020196	meanmale
TRINITY_DN110920_c0_g1_i2	FC1	female	4.393620683	meanmale
TRINITY_DN110955_c0_g1_i1	FC1	female	4.198943613	meanmale
TRINITY_DN110967_c0_g1_i1	FC1	female	0.533645426	meanmale
TRINITY_DN110993_c0_g1_i2	FC1	female	3.433094865	meanmale
TRINITY_DN111019_c0_g1_i1	FC1	female	1.567726698	meanmale
TRINITY_DN111065_c0_g1_i5	FC1	female	2.729322315	meanmale
TRINITY_DN111067_c0_g1_i1	FC1	female	3.308951149	meanmale
TRINITY_DN111084_c0_g3_i8	FC1	female	2.698623109	meanmale
TRINITY_DN111084_c0_g5_i1	FC1	female	2.514769709	meanmale
TRINITY_DN111114_c0_g1_i1	FC1	female	4.981635516	meanmale
TRINITY_DN111129_c0_g1_i1	FC1	female	5.526693476	meanmale
TRINITY_DN111190_c0_g1_i2	FC1	female	4.088544531	meanmale
TRINITY_DN111223_c0_g1_i1	FC1	female	6.105359715	meanmale
TRINITY_DN111318_c0_g1_i3	FC1	female	2.795295116	meanmale
TRINITY_DN111323_c0_g3_i1	FC1	female	3.783055831	meanmale
TRINITY_DN111338_c0_g1_i1	FC1	female	5.279892042	meanmale
TRINITY_DN111356_c0_g1_i1	FC1	female	0.412161877	meanmale
TRINITY_DN111411_c0_g1_i1	FC1	female	4.343327065	meanmale
TRINITY_DN111417_c0_g1_i3	FC1	female	3.82625512	meanmale
TRINITY_DN111424_c0_g1_i1	FC1	female	2.246265948	meanmale
TRINITY_DN111491_c0_g1_i1	FC1	female	3.227122155	meanmale
TRINITY_DN111515_c0_g1_i2	FC1	female	2.485177714	meanmale
TRINITY_DN111538_c0_g1_i2	FC1	female	5.853904691	meanmale
TRINITY_DN111590_c0_g1_i1	FC1	female	5.289756182	meanmale
TRINITY_DN111616_c0_g1_i1	FC1	female	3.204574491	meanmale
TRINITY_DN111616_c0_g2_i4	FC1	female	2.406666568	meanmale
TRINITY_DN111662_c0_g1_i1	FC1	female	5.945400945	meanmale
TRINITY_DN111860_c0_g1_i1	FC1	female	4.723614603	meanmale
TRINITY_DN111898_c0_g1_i2	FC1	female	1.451393959	meanmale
TRINITY_DN112006_c0_g1_i1	FC1	female	3.946130102	meanmale
TRINITY_DN112103_c0_g1_i1	FC1	female	7.193353087	meanmale
TRINITY_DN112107_c0_g1_i1	FC1	female	2.714722391	meanmale
TRINITY_DN112136_c0_g1_i1	FC1	female	2.928629156	meanmale
TRINITY_DN112144_c0_g1_i4	FC1	female	0.140785635	meanmale
TRINITY_DN112152_c0_g2_i1	FC1	female	3.2104751	meanmale
TRINITY_DN112166_c0_g2_i1	FC1	female	4.511621594	meanmale
TRINITY_DN112180_c0_g1_i1	FC1	female	1.978989213	meanmale
TRINITY_DN112243_c0_g1_i1	FC1	female	0.76754987	meanmale
TRINITY_DN112243_c1_g1_i1	FC1	female	1.175953464	meanmale
TRINITY_DN112246_c1_g5_i1	FC1	female	5.080025555	meanmale
TRINITY_DN112291_c0_g2_i1	FC1	female	3.321872922	meanmale
TRINITY_DN112303_c0_g2_i1	FC1	female	0.876785445	meanmale
TRINITY_DN112325_c0_g1_i1	FC1	female	2.461201942	meanmale
TRINITY_DN112341_c0_g1_i1	FC1	female	4.83085862	meanmale
TRINITY_DN112343_c0_g1_i1	FC1	female	0.390104542	meanmale
TRINITY_DN112355_c0_g1_i1	FC1	female	1.121463859	meanmale
TRINITY_DN112380_c0_g3_i2	FC1	female	2.845654868	meanmale
TRINITY_DN112396_c1_g1_i1	FC1	female	2.530766109	meanmale
TRINITY_DN112409_c0_g1_i1	FC1	female	5.487579303	meanmale
TRINITY_DN112429_c0_g1_i1	FC1	female	1.255752144	meanmale
TRINITY_DN112429_c0_g2_i1	FC1	female	2.124143037	meanmale
TRINITY_DN112453_c0_g3_i1	FC1	female	3.764457657	meanmale
TRINITY_DN112467_c0_g1_i1	FC1	female	1.756434014	meanmale
TRINITY_DN112473_c1_g2_i2	FC1	female	2.756687848	meanmale
TRINITY_DN112501_c0_g1_i7	FC1	female	2.096797999	meanmale
TRINITY_DN112533_c0_g1_i1	FC1	female	2.529190113	meanmale
TRINITY_DN112559_c0_g1_i1	FC1	female	2.578970954	meanmale
TRINITY_DN112586_c1_g1_i2	FC1	female	0.566098053	meanmale
TRINITY_DN112586_c1_g2_i1	FC1	female	0.26001185	meanmale
TRINITY_DN112755_c0_g2_i1	FC1	female	0.75073132	meanmale
TRINITY_DN112756_c0_g1_i1	FC1	female	2.165904099	meanmale
TRINITY_DN112798_c0_g1_i1	FC1	female	1.459442818	meanmale
TRINITY_DN112800_c0_g1_i2	FC1	female	3.082930023	meanmale
TRINITY_DN112841_c0_g1_i1	FC1	female	0.302486807	meanmale
TRINITY_DN112849_c0_g1_i1	FC1	female	1.338028407	meanmale
TRINITY_DN112907_c0_g2_i1	FC1	female	4.899752311	meanmale
TRINITY_DN112933_c0_g1_i1	FC1	female	1.090288372	meanmale
TRINITY_DN112933_c0_g2_i1	FC1	female	3.913074827	meanmale
TRINITY_DN112935_c0_g1_i1	FC1	female	6.449952674	meanmale
TRINITY_DN112943_c0_g1_i2	FC1	female	3.646930325	meanmale
TRINITY_DN112953_c0_g1_i2	FC1	female	3.238152488	meanmale
TRINITY_DN112975_c0_g1_i1	FC1	female	2.875893115	meanmale
TRINITY_DN113124_c0_g1_i3	FC1	female	6.722950839	meanmale
TRINITY_DN113177_c0_g1_i2	FC1	female	2.247301698	meanmale
TRINITY_DN113212_c0_g2_i2	FC1	female	4.593119048	meanmale
TRINITY_DN113341_c0_g1_i2	FC1	female	5.632322925	meanmale
TRINITY_DN113356_c0_g2_i1	FC1	female	4.555724614	meanmale
TRINITY_DN113377_c0_g2_i1	FC1	female	0.723821523	meanmale
TRINITY_DN113395_c0_g1_i5	FC1	female	3.55218434	meanmale
TRINITY_DN113408_c1_g1_i2	FC1	female	0.823328093	meanmale
TRINITY_DN113439_c0_g1_i1	FC1	female	4.072662163	meanmale
TRINITY_DN113440_c0_g1_i1	FC1	female	1.90765778	meanmale
TRINITY_DN113447_c0_g1_i1	FC1	female	5.67942138	meanmale
TRINITY_DN113530_c0_g1_i1	FC1	female	4.348922704	meanmale
TRINITY_DN113595_c0_g2_i2	FC1	female	0.737871269	meanmale
TRINITY_DN113665_c0_g1_i1	FC1	female	2.234660067	meanmale
TRINITY_DN113665_c0_g3_i1	FC1	female	3.014648613	meanmale
TRINITY_DN113666_c1_g1_i1	FC1	female	3.606170151	meanmale
TRINITY_DN113666_c2_g3_i1	FC1	female	3.509495039	meanmale
TRINITY_DN113697_c0_g1_i2	FC1	female	3.496742109	meanmale
TRINITY_DN113698_c0_g2_i1	FC1	female	0.441714832	meanmale
TRINITY_DN113753_c1_g1_i1	FC1	female	4.960823985	meanmale
TRINITY_DN113760_c0_g3_i2	FC1	female	2.127234933	meanmale
TRINITY_DN113809_c0_g1_i2	FC1	female	5.737646578	meanmale
TRINITY_DN113820_c0_g1_i1	FC1	female	4.874826368	meanmale
TRINITY_DN113903_c0_g1_i1	FC1	female	0.414194924	meanmale
TRINITY_DN113911_c0_g2_i1	FC1	female	3.982132968	meanmale
TRINITY_DN113912_c0_g1_i1	FC1	female	2.567277836	meanmale
TRINITY_DN113980_c0_g1_i2	FC1	female	4.655360827	meanmale
TRINITY_DN114003_c0_g1_i1	FC1	female	0.037672808	meanmale
TRINITY_DN114023_c0_g1_i1	FC1	female	4.677141371	meanmale
TRINITY_DN114075_c0_g2_i1	FC1	female	2.821565093	meanmale
TRINITY_DN114112_c0_g1_i2	FC1	female	4.209187601	meanmale
TRINITY_DN114119_c0_g1_i1	FC1	female	7.10471418	meanmale
TRINITY_DN114147_c0_g2_i4	FC1	female	0.737141617	meanmale
TRINITY_DN114190_c0_g1_i2	FC1	female	2.826177473	meanmale
TRINITY_DN114228_c0_g1_i2	FC1	female	1.207493812	meanmale
TRINITY_DN114286_c0_g3_i1	FC1	female	2.945604352	meanmale
TRINITY_DN114294_c0_g1_i1	FC1	female	1.760913781	meanmale
TRINITY_DN114298_c0_g1_i1	FC1	female	3.767531512	meanmale
TRINITY_DN114305_c0_g2_i2	FC1	female	1.304931719	meanmale
TRINITY_DN114318_c0_g1_i2	FC1	female	1.557189548	meanmale
TRINITY_DN114332_c0_g1_i1	FC1	female	4.554418916	meanmale
TRINITY_DN114338_c0_g2_i2	FC1	female	5.473739261	meanmale
TRINITY_DN114344_c0_g2_i1	FC1	female	2.014211781	meanmale
TRINITY_DN114358_c0_g2_i1	FC1	female	0.382815651	meanmale
TRINITY_DN114368_c0_g1_i1	FC1	female	4.302799225	meanmale
TRINITY_DN114381_c0_g2_i1	FC1	female	3.345406227	meanmale
TRINITY_DN114419_c0_g1_i1	FC1	female	0.979350652	meanmale
TRINITY_DN114501_c0_g1_i2	FC1	female	2.973974576	meanmale
TRINITY_DN114502_c0_g1_i2	FC1	female	5.623645398	meanmale
TRINITY_DN114515_c0_g1_i1	FC1	female	5.744508942	meanmale
TRINITY_DN114541_c0_g1_i14	FC1	female	2.606065812	meanmale
TRINITY_DN114642_c0_g1_i2	FC1	female	4.718051646	meanmale
TRINITY_DN114651_c0_g1_i3	FC1	female	3.123891117	meanmale
TRINITY_DN114659_c0_g2_i1	FC1	female	1.580753392	meanmale
TRINITY_DN114661_c0_g1_i2	FC1	female	3.982815602	meanmale
TRINITY_DN114697_c0_g1_i1	FC1	female	4.119076237	meanmale
TRINITY_DN114707_c0_g2_i2	FC1	female	1.783206793	meanmale
TRINITY_DN114713_c0_g1_i1	FC1	female	5.836274534	meanmale
TRINITY_DN114751_c0_g1_i2	FC1	female	1.920771457	meanmale
TRINITY_DN114751_c0_g2_i1	FC1	female	1.782890642	meanmale
TRINITY_DN114776_c0_g1_i3	FC1	female	3.780419651	meanmale
TRINITY_DN114784_c0_g1_i2	FC1	female	4.217302989	meanmale
TRINITY_DN114798_c0_g1_i1	FC1	female	2.695257655	meanmale
TRINITY_DN114799_c0_g1_i1	FC1	female	5.899927873	meanmale
TRINITY_DN114829_c0_g1_i1	FC1	female	0.035365301	meanmale
TRINITY_DN114830_c0_g1_i1	FC1	female	3.188737077	meanmale
TRINITY_DN114836_c0_g1_i1	FC1	female	4.84223902	meanmale
TRINITY_DN114850_c0_g1_i1	FC1	female	4.368517949	meanmale
TRINITY_DN114874_c0_g1_i1	FC1	female	4.470422742	meanmale
TRINITY_DN114876_c0_g1_i1	FC1	female	0.352557688	meanmale
TRINITY_DN114886_c0_g1_i1	FC1	female	4.017695507	meanmale
TRINITY_DN114904_c0_g1_i7	FC1	female	1.957013884	meanmale
TRINITY_DN114914_c0_g1_i1	FC1	female	0.554064276	meanmale
TRINITY_DN114917_c0_g1_i2	FC1	female	0.101760934	meanmale
TRINITY_DN114928_c0_g1_i1	FC1	female	3.290896136	meanmale
TRINITY_DN114935_c1_g2_i3	FC1	female	0.63784584	meanmale
TRINITY_DN114945_c0_g2_i1	FC1	female	0.153479053	meanmale
TRINITY_DN114976_c0_g1_i1	FC1	female	3.242518762	meanmale
TRINITY_DN115010_c0_g4_i2	FC1	female	3.103641768	meanmale
TRINITY_DN115015_c0_g1_i1	FC1	female	4.958883499	meanmale
TRINITY_DN115040_c1_g4_i2	FC1	female	0.62860894	meanmale
TRINITY_DN115043_c0_g1_i2	FC1	female	4.479690886	meanmale
TRINITY_DN115053_c0_g1_i2	FC1	female	3.007708473	meanmale
TRINITY_DN115091_c0_g1_i2	FC1	female	0.604976253	meanmale
TRINITY_DN115095_c0_g1_i1	FC1	female	4.097338128	meanmale
TRINITY_DN115131_c0_g3_i1	FC1	female	4.588209841	meanmale
TRINITY_DN115134_c0_g1_i1	FC1	female	1.427431702	meanmale
TRINITY_DN115135_c0_g1_i1	FC1	female	0.837628638	meanmale
TRINITY_DN115165_c0_g2_i4	FC1	female	2.250251113	meanmale
TRINITY_DN115194_c0_g1_i1	FC1	female	5.366367996	meanmale
TRINITY_DN115197_c0_g1_i1	FC1	female	1.778006715	meanmale
TRINITY_DN115228_c0_g3_i2	FC1	female	1.648218202	meanmale
TRINITY_DN115242_c0_g1_i2	FC1	female	4.062380544	meanmale
TRINITY_DN115244_c0_g1_i1	FC1	female	3.821841745	meanmale
TRINITY_DN115261_c0_g1_i1	FC1	female	5.679988023	meanmale
TRINITY_DN115286_c0_g1_i1	FC1	female	4.459499607	meanmale
TRINITY_DN115291_c0_g1_i1	FC1	female	3.811116361	meanmale
TRINITY_DN115311_c0_g1_i1	FC1	female	4.993530874	meanmale
TRINITY_DN115333_c0_g1_i1	FC1	female	3.364499548	meanmale
TRINITY_DN115343_c0_g1_i1	FC1	female	5.879985299	meanmale
TRINITY_DN115347_c0_g1_i1	FC1	female	4.120180756	meanmale
TRINITY_DN115357_c0_g1_i2	FC1	female	0.284928688	meanmale
TRINITY_DN115362_c5_g2_i1	FC1	female	0.743599852	meanmale
TRINITY_DN115365_c0_g1_i1	FC1	female	3.88163302	meanmale
TRINITY_DN115369_c0_g1_i1	FC1	female	0.082636491	meanmale
TRINITY_DN115374_c0_g4_i1	FC1	female	4.229674178	meanmale
TRINITY_DN115407_c0_g1_i1	FC1	female	0.214417179	meanmale
TRINITY_DN115417_c0_g2_i3	FC1	female	4.390820154	meanmale
TRINITY_DN115432_c0_g1_i1	FC1	female	1.993639448	meanmale
TRINITY_DN115448_c1_g1_i1	FC1	female	0.692598183	meanmale
TRINITY_DN115473_c0_g3_i2	FC1	female	4.087611629	meanmale
TRINITY_DN115498_c0_g1_i1	FC1	female	1.20809735	meanmale
TRINITY_DN115561_c0_g1_i1	FC1	female	5.139007031	meanmale
TRINITY_DN115583_c0_g1_i3	FC1	female	3.743567765	meanmale
TRINITY_DN115618_c0_g1_i1	FC1	female	6.020548364	meanmale
TRINITY_DN115623_c0_g1_i1	FC1	female	2.099377394	meanmale
TRINITY_DN115643_c0_g1_i2	FC1	female	1.379442993	meanmale
TRINITY_DN115646_c0_g1_i1	FC1	female	3.447094688	meanmale
TRINITY_DN115691_c0_g3_i4	FC1	female	0.70367401	meanmale
TRINITY_DN115695_c0_g3_i3	FC1	female	2.835336968	meanmale
TRINITY_DN115705_c1_g1_i2	FC1	female	3.063410415	meanmale
TRINITY_DN115718_c0_g2_i4	FC1	female	4.905294936	meanmale
TRINITY_DN115722_c0_g2_i1	FC1	female	1.350593687	meanmale
TRINITY_DN115736_c0_g1_i1	FC1	female	3.457710265	meanmale
TRINITY_DN115794_c1_g1_i1	FC1	female	3.654589427	meanmale
TRINITY_DN115801_c0_g3_i5	FC1	female	6.370639195	meanmale
TRINITY_DN115840_c0_g1_i2	FC1	female	4.393231455	meanmale
TRINITY_DN115856_c0_g1_i2	FC1	female	3.582035069	meanmale
TRINITY_DN115906_c0_g1_i1	FC1	female	5.784849844	meanmale
TRINITY_DN116003_c0_g1_i1	FC1	female	0.629878659	meanmale
TRINITY_DN116030_c0_g1_i1	FC1	female	3.401683981	meanmale
TRINITY_DN116040_c0_g1_i1	FC1	female	6.081415436	meanmale
TRINITY_DN116050_c0_g2_i2	FC1	female	1.570998875	meanmale
TRINITY_DN116083_c0_g1_i6	FC1	female	3.790160176	meanmale
TRINITY_DN116105_c0_g1_i2	FC1	female	0.285047275	meanmale
TRINITY_DN116202_c0_g1_i6	FC1	female	2.380173691	meanmale
TRINITY_DN116210_c0_g1_i1	FC1	female	6.528228784	meanmale
TRINITY_DN116213_c0_g1_i2	FC1	female	2.160875966	meanmale
TRINITY_DN116229_c1_g1_i3	FC1	female	5.819783437	meanmale
TRINITY_DN116259_c2_g1_i1	FC1	female	2.110970653	meanmale
TRINITY_DN116278_c0_g1_i1	FC1	female	2.570156872	meanmale
TRINITY_DN116290_c0_g1_i1	FC1	female	4.599016016	meanmale
TRINITY_DN116298_c0_g1_i2	FC1	female	2.56647311	meanmale
TRINITY_DN116312_c0_g1_i1	FC1	female	4.748387709	meanmale
TRINITY_DN116369_c0_g1_i1	FC1	female	5.805913347	meanmale
TRINITY_DN116377_c0_g1_i1	FC1	female	5.758263362	meanmale
TRINITY_DN116382_c1_g1_i5	FC1	female	5.602106976	meanmale
TRINITY_DN116391_c0_g1_i1	FC1	female	3.845298411	meanmale
TRINITY_DN116396_c0_g1_i1	FC1	female	1.681041798	meanmale
TRINITY_DN116401_c0_g1_i1	FC1	female	4.234025108	meanmale
TRINITY_DN116406_c0_g1_i8	FC1	female	3.779250007	meanmale
TRINITY_DN116433_c0_g3_i3	FC1	female	2.435414749	meanmale
TRINITY_DN116433_c0_g4_i1	FC1	female	1.134362981	meanmale
TRINITY_DN116443_c0_g1_i6	FC1	female	1.754394876	meanmale
TRINITY_DN116467_c0_g1_i2	FC1	female	2.812239634	meanmale
TRINITY_DN116485_c0_g1_i1	FC1	female	0.613010179	meanmale
TRINITY_DN116490_c0_g1_i1	FC1	female	2.49130691	meanmale
TRINITY_DN116499_c0_g1_i2	FC1	female	6.490541368	meanmale
TRINITY_DN116507_c0_g2_i1	FC1	female	4.879626461	meanmale
TRINITY_DN116526_c0_g1_i1	FC1	female	1.712891995	meanmale
TRINITY_DN116539_c0_g7_i1	FC1	female	0.330050857	meanmale
TRINITY_DN116553_c0_g1_i1	FC1	female	3.409491965	meanmale
TRINITY_DN116557_c0_g1_i2	FC1	female	5.327313365	meanmale
