gid	PV.XYtestis.XXovary	FDR.XYtestis.XXovary	A10FO1	base	logA10FO1	A15MT1	logA15MT1	A17FO1	logA17FO1	A17MT1	logA17MT1	A2FO2	logA2FO2	A6FO1	logA6FO1	A6MT1	logA6MT1	A8FO2	logA8FO2	A8MT1	logA8MT1	A12MT1	logA12MT1	gname	chr	start	end	logCPM	logFC.XYtestis.XXovary	cutoff	co_sb	meanXY	meanXX	log2meanXY	group1	log2meanXX	group2
TRINITY_DN101728_c0_g2_i1	1.28E-09	9.44E-09	0.89027668	2	-0.167674329	3.883782544	1.957462425	0.33944134	-1.558765816	6.193276309	2.630702812	0.327036149	-1.612477982	0.047566798	-4.393901277	7.219955292	2.851989904	0.650318088	-0.620782543	3.3787991	1.756510572	4.79321915	2.260994903	epor	Chr03	129216492	129216492	1.844865724	3.495145334	3	male	5.093806479	0.450927811	2.348772473	meanmale	-1.1487117	meanfemale
TRINITY_DN101809_c0_g1_i2	3.81E-11	3.47E-10	2.812964199	2	1.492091191	14.38101113	3.84609321	2.315273491	1.211182621	10.0283507	3.326012449	1.662060186	0.732972625	1.975299295	0.982071265	9.885435643	3.305304546	2.113486594	1.079624961	11.47195916	3.520039888	9.736008999	3.283330502	sumo2	Chr10	35830902	35830902	3.789000596	2.349384489	1	male	11.10055313	2.175816753	3.472572657	meanmale	1.121623363	meanfemale
TRINITY_DN101895_c0_g1_i1	0.001478171	0.00372723	2.72680956	2	1.447213946	5.211090661	2.381585355	0.284353553	-1.814242264	4.138184975	2.048998134	0.456602659	-1.130988834	0.478166435	-1.064415232	4.687379729	2.228781674	2.124635177	1.087215136	3.92525401	1.972786016	4.433593224	2.148476411	NA	NA	NA	NA	1.557904846	1.869543753	1	male	4.47910052	1.214113477	2.163241253	meanmale	0.280022091	meanfemale
TRINITY_DN101897_c0_g1_i1	0.003362756	0.007812953	0.942671368	2	-0.085173185	1.433846513	0.519890598	1.36921215	0.453346	2.141310653	1.098494111	0.659586526	-0.600366167	1.381473065	0.466207434	6.734762123	2.751626989	1.180441199	0.239326179	2.545820069	1.348130457	2.6584959	1.410610241	NA	NA	NA	NA	1.215306731	1.518446502	1	male	3.102847052	1.106676862	1.633639079	meanmale	0.146364388	meanfemale
TRINITY_DN101907_c0_g2_i1	2.09E-05	7.68E-05	0.242024517	2	-2.046774895	6.44228241	2.687571905	0.615187976	-0.700900789	2.779377969	1.474762041	0.553191683	-0.854148629	0.620696814	-0.688039354	1.504788468	0.589560698	0.707164075	-0.499883109	1.386471197	0.471417646	4.633072745	2.211969335	NA	NA	NA	NA	0.278201454	2.557964688	1	male	3.349198558	0.547653013	1.743858984	meanmale	-0.86840258	meanfemale
TRINITY_DN101935_c0_g2_i1	3.53E-06	1.48E-05	1.832267962	2	0.873630507	4.576125832	2.194126723	0.413985321	-1.272348481	3.416999973	1.772730236	0.664759753	-0.589095056	0.348077037	-1.522521454	3.962481346	1.986404144	0.713819737	-0.486368303	10.02989575	3.326234706	5.845847669	2.547412236	NA	NA	NA	NA	0.255733925	2.778220908	1	male	5.566270114	0.794581962	2.476736838	meanmale	-0.331550497	meanfemale
TRINITY_DN102000_c0_g1_i1	2.55E-05	9.24E-05	19.90363529	2	4.31496005	90.88731121	6.506006989	10.05392921	3.329687531	31.69305354	4.986094761	18.37951142	4.200026511	11.27106596	3.49455206	32.28285321	5.012696187	16.59478363	4.052657914	38.34583195	5.260997866	51.5705121	5.688474467	polr1a	Chr01	15112002	15112002	4.137722113	1.662161837	1	male	48.9559124	15.2405851	5.613414146	meanmale	3.929855851	meanfemale
TRINITY_DN102067_c0_g2_i1	4.00E-24	1.38E-22	5.777084454	2	2.530341585	25.51963781	4.673535949	4.418801966	2.143655276	69.24609521	6.113660815	4.568823541	2.191822723	3.534074663	1.821332519	76.5948251	6.259175019	2.973337955	1.572083452	63.76068918	5.994595318	44.13480706	5.463844986	NA	NA	NA	NA	5.304397413	3.718726949	3	male	55.85121087	4.254424516	5.803519237	meanmale	2.088997906	meanfemale
TRINITY_DN102104_c0_g1_i1	1.63E-07	8.61E-07	0.633979293	2	-0.657492375	0.818203839	-0.289467789	0.175797263	-2.508015486	3.665724148	1.874098225	0.338745186	-1.561727651	0.394158843	-1.343150953	4.61171388	2.205303008	0.336800875	-1.570032208	3.962005951	1.986231047	2.275548531	1.186214355	NA	NA	NA	NA	1.148611104	3.020525917	3	male	3.06663927	0.375896292	1.616705516	meanmale	-1.41120966	meanfemale
TRINITY_DN102192_c0_g1_i1	0.009752191	0.020176946	1.515744786	2	0.60002686	2.689770466	1.427483064	2.568522062	1.360938466	4.016911225	2.006086578	2.309676223	1.207690625	2.483542362	1.312399355	4.780365776	2.257121012	1.328642576	0.409953051	6.65708579	2.73489076	4.684856633	2.228004899	NA	NA	NA	NA	0.953147981	1.157650512	1	male	4.565797978	2.041225602	2.190898624	meanmale	1.029506318	meanfemale
TRINITY_DN102252_c0_g2_i1	1.60E-08	9.90E-08	0.089488057	2	-3.482161035	2.090884562	1.064113413	0.227464462	-2.136286932	1.027669165	0.039375896	0.116880836	-3.096889693	0.229501343	-2.123425499	2.298142417	1.200468205	0.496797619	-1.009269836	2.845178708	1.508519272	1.579235405	0.659226239	gucy1a2	Chr02	157285509	157285509	1.82302778	3.089467448	3	male	1.968222051	0.232026463	0.97696629	meanmale	-2.107017089	meanfemale
TRINITY_DN102300_c0_g1_i1	5.56E-12	5.65E-11	0.385084906	2	-1.376751519	5.466830656	2.450704686	0.195764964	-2.352805506	3.997047037	1.99893455	0	NA	0.164598321	-2.602978475	7.130751858	2.834054201	0.45006715	-1.151787827	4.412025171	2.141441022	2.64919615	1.405554667	NA	NA	NA	NA	0.946757055	4.353418217	3	male	4.731170174	0.239103068	2.242227547	meanmale	-2.0636922	meanfemale
TRINITY_DN102429_c0_g1_i2	0.016394324	0.031997228	2.514007696	2	1.329989066	7.336263919	2.87504554	4.600950656	2.201931984	3.405242741	1.767757644	1.20397166	0.267801433	2.865525244	1.518799606	7.4303188	2.893424111	4.309420204	2.10749378	9.025155363	3.173951767	7.419366796	2.891296066	gdpd5	Chr02	169719095	169719095	1.129728564	1.170749141	1	male	6.923269524	3.098775092	2.791474352	meanmale	1.631744605	meanfemale
TRINITY_DN102500_c0_g1_i1	4.02E-05	0.000140067	0.486316243	2	-1.040033316	1.603948949	0.681628224	1.393465599	0.478677387	2.759850723	1.464590235	0.846907039	-0.239724474	0.806275955	-0.310654397	3.171072409	1.664970821	0.275578693	-1.859463748	3.663920605	1.873388241	2.609494134	1.383770159	NA	NA	NA	NA	3.07015002	1.873934767	1	male	2.761657364	0.761708706	1.465586576	meanmale	-0.39249932	meanfemale
TRINITY_DN102865_c0_g1_i2	0.000438076	0.001237432	6.800014144	2	2.765537747	19.04914778	4.251654551	6.261575932	2.646525805	23.97116902	4.583228363	1.424397173	0.510351478	9.926163509	3.31123622	26.11663253	4.706896983	13.27082847	3.730186533	28.88537341	4.85226724	18.11363983	4.179004571	os9-like	Chr02	138049041	138049041	4.067901952	1.621113902	1	male	23.22719251	7.536595846	4.537749091	meanmale	2.913932172	meanfemale
TRINITY_DN103145_c0_g1_i1	7.50E-08	4.17E-07	0	2	NA	1.790666742	0.840496865	0.2959525	-1.756562451	1.491373544	0.576641654	0	NA	0.149301336	-2.74370102	1.636685127	0.710776796	0	NA	0.600298883	-0.736247111	1.393039114	0.478235767	NA	NA	NA	NA	-0.001851322	3.918370421	3	male	1.382412682	0.089050767	0.467292715	meanmale	-3.487608977	meanfemale
TRINITY_DN103214_c0_g1_i1	6.41E-13	7.41E-12	0	2	NA	1.953957143	0.966398824	0	NA	7.693028824	2.943551714	0.392222674	-1.350255156	0	NA	10.22853102	3.354527061	0	NA	8.429504273	3.075447791	5.030049694	2.330572653	LOC100145136	Chr02	62465560	62465560	0.76931786	5.845544082	5	male	6.667014191	0.078444535	2.737062437	meanmale	-3.670345295	meanfemale
TRINITY_DN103267_c0_g1_i1	0.004322137	0.009773879	1.376870038	2	0.461392391	3.25777303	1.703886094	1.654444048	0.726346502	7.850611911	2.972805108	4.1688731	2.059657457	2.354083396	1.23516543	8.526858592	3.092014331	0.14629217	-2.773075541	6.883716668	2.783187718	4.342982069	2.118685996	NA	NA	NA	NA	1.25669214	1.653471792	1	male	6.172388454	1.94011255	2.625852233	meanmale	0.956214708	meanfemale
TRINITY_DN103284_c0_g1_i2	0.012198604	0.02462424	2.049765728	2	1.035459031	3.171083481	1.664975858	1.603132221	0.680893419	1.392854563	0.478044625	0.823756961	-0.279709343	0.134790652	-2.891207649	4.773832247	2.255147871	1.474251849	0.559983004	3.613036558	1.853211853	3.961593808	1.986080965	Xetrov90021170m	Chr08	62609795	62609795	0.18570937	1.484571873	1	male	3.382480131	1.217139482	1.758124111	meanmale	0.283613035	meanfemale
TRINITY_DN103501_c0_g1_i1	6.87E-06	2.74E-05	0.157854075	2	-2.663336591	1.12048211	0.164119614	0.481488058	-1.054428078	1.324720628	0.40568814	0.206174063	-2.278065244	0.607249563	-0.719638548	2.816358843	1.493831165	0.276737412	-1.8534104	3.074582877	1.620390696	1.983055509	0.987725062	NA	NA	NA	NA	0.24825103	2.573896481	1	male	2.063839993	0.345900634	1.045401027	meanmale	-1.531153413	meanfemale
TRINITY_DN103537_c0_g2_i1	1.49E-09	1.09E-08	1.951330423	2	0.964458093	12.08811248	3.595517085	0.90181323	-0.14909942	8.806824501	3.138621917	1.737711297	0.797188413	1.819777436	0.863762015	7.384942311	2.884586651	1.61716209	0.693464289	5.203068946	2.379362825	11.03649697	3.464210422	gnb3	Chr07	1299936	1299936	3.368972899	2.454311237	1	male	8.903889042	1.605558895	3.154451817	meanmale	0.683165441	meanfemale
TRINITY_DN103544_c0_g1_i2	0.006376905	0.013847625	0.286977661	2	-1.800989656	2.580236788	1.367503468	1.342191213	0.424590217	1.571754374	0.652375778	0.599716925	-0.737646406	0.883180541	-0.179219709	2.1411418	1.098380343	0.603728136	-0.728029057	1.249433579	0.321274209	1.785423348	0.836266197	hdac5	Chr10	14106312	14106312	0.759796113	1.332617122	1	male	1.865597978	0.743158895	0.899715459	meanmale	-0.428063271	meanfemale
TRINITY_DN103615_c0_g1_i1	1.20E-06	5.51E-06	63.51090381	2	5.988932396	133.1174344	7.056555723	21.61356536	4.433865173	163.3852728	7.352134138	35.22029494	5.138335085	19.63088502	4.29505331	82.2960844	6.362751885	50.91688588	5.67007228	109.600351	6.776108608	124.1850136	6.956347272	cdc37l1	Chr01	115087659	115087659	6.407129192	1.657714848	1	male	122.5168312	38.178507	6.936837326	meanmale	5.25469256	meanfemale
TRINITY_DN103706_c0_g3_i1	0.003813847	0.008755509	0.905396358	2	-0.143378592	1.831263324	0.872839256	0.267256346	-1.90370389	0.645003326	-0.632621495	0.514978442	-0.957416055	0.499351023	-1.001873768	2.005390817	1.003883421	0.375483237	-1.413179593	1.773513114	0.826609998	0.838644813	-0.253868172	NA	NA	NA	NA	1.278237014	1.46942227	1	male	1.418763079	0.512493081	0.504735375	meanmale	-0.964114089	meanfemale
TRINITY_DN103744_c0_g1_i2	0.000144059	0.000450695	371.667267	2	8.537867824	698.0327217	9.447150857	246.4347046	7.94506163	536.9127454	9.068543842	245.0790483	7.937103344	293.5000836	8.197217104	564.5123686	9.140861381	247.2365975	7.949748506	411.001195	8.682998778	610.0417814	9.252764245	NA	NA	NA	NA	9.35358449	1.003705207	1	male	564.1001624	280.7835402	9.139807798	meanmale	8.13331507	meanfemale
TRINITY_DN103769_c0_g1_i1	5.19E-16	8.55E-15	18.35808576	2	4.198343728	59.81425802	5.902417518	13.24495892	3.727371464	58.07001	5.859721377	10.94995569	3.452853127	13.92956739	3.800078548	72.3829667	6.177578334	16.33065858	4.029511068	88.86229753	6.473499538	55.91377799	5.805131923	NA	NA	NA	NA	6.043112637	2.202095089	1	male	67.00866205	14.56264527	6.066277849	meanmale	3.864210443	meanfemale
TRINITY_DN103795_c0_g1_i3	0.000230578	0.000693433	7.809873058	2	2.965299099	5.948628553	2.572557096	2.28427758	1.191737974	15.49922057	3.954123761	4.401593173	2.138025807	3.018102283	1.593641699	44.36441205	5.471330944	6.627012705	2.728358685	19.61203152	4.29366708	12.28802601	3.61918127	NA	NA	NA	NA	3.022838098	2.018818691	1	male	19.54246374	4.82817176	4.288547838	meanmale	2.271506881	meanfemale
TRINITY_DN103802_c0_g1_i1	0.00050583	0.001409702	0.577788079	2	-0.791387657	1.640505526	0.714140454	0.587458301	-0.767441645	2.858258479	1.515136389	1.131978211	0.178846189	0.691505299	-0.532187788	2.436584244	1.284860104	0.675288566	-0.566423965	3.309939585	1.726804884	2.212118205	1.145428478	Xetrov90017885m	Chr07	31438914	31438914	0.129445336	1.720950586	1	male	2.491481208	0.732803691	1.317061596	meanmale	-0.448304465	meanfemale
TRINITY_DN103830_c0_g1_i1	8.94E-05	0.000291314	0.214799106	2	-2.218940106	5.399944329	2.432944534	1.583357355	0.662986901	5.645005059	2.496974874	0.526031767	-0.926778169	1.05584268	0.07839489	3.687180944	1.882518217	0.125522995	-2.993976414	1.168981301	0.225251853	2.826929181	1.499235742	NA	NA	NA	NA	1.572244245	2.425991692	1	male	3.745608163	0.701110781	1.9052385	meanmale	-0.512079918	meanfemale
TRINITY_DN103833_c0_g1_i1	0.00034911	0.001007667	25.69884957	2	4.683631872	76.54136629	6.258167749	35.84525881	5.163710404	71.52749944	6.160426102	35.75812165	5.16019905	34.44404112	5.106182511	46.56983414	5.541323839	24.30005746	4.60288782	64.21431001	6.004822929	66.74736518	6.060638983	NA	NA	NA	NA	4.692484839	1.057573221	1	male	65.12007501	31.20926572	6.025032672	meanmale	4.963907132	meanfemale
TRINITY_DN103855_c0_g1_i1	1.26E-27	5.42E-26	0.280238915	2	-1.835270787	23.58618082	4.559869925	0.040704167	-4.618679695	8.593727368	3.103284009	0.156866385	-2.672391866	0.239567191	-2.061497752	9.090712939	3.184393442	0.233949017	-2.095733928	23.89734264	4.578778296	10.05864477	3.330364035	stk16	Chr09	78602996	78602996	3.729878944	6.274621618	5	male	15.04532171	0.190265135	3.911252639	meanmale	-2.393158819	meanfemale
TRINITY_DN103859_c0_g1_i1	8.77E-12	8.72E-11	7.781605511	2	2.960067845	49.4749171	5.628625385	1.350224758	0.433199578	32.27109472	5.012170614	2.67783397	1.421066514	1.493767156	0.578955283	15.69491751	3.972225541	6.099462714	2.608682165	54.77489897	5.775443013	59.26192821	5.889033663	dlgap1	Chr06	91641944	91641944	6.097782482	3.415362294	3	male	42.2955513	3.880578822	5.402437433	meanmale	1.956309036	meanfemale
TRINITY_DN103974_c0_g2_i1	0.013186105	0.026369873	1.228423822	2	0.296808395	4.043879878	2.015740143	3.36682506	1.751388761	5.378611069	2.42723367	2.267159035	1.180885596	3.104761225	1.634482321	5.226575403	2.385865962	2.05994276	1.04260425	4.528283396	2.17896425	5.176010957	2.371840671	pam-like	Chr01	137311916	137311916	2.272645666	1.023095632	1	male	4.870672141	2.40542238	2.284150494	meanmale	1.266350222	meanfemale
TRINITY_DN103990_c0_g1_i2	0.022549314	0.042230826	0.304929568	2	-1.713452044	7.214851765	2.850969754	0.265742622	-1.911898457	2.963037306	1.567076791	2.816338992	1.493820996	0.037239205	-4.747033916	0.164860947	-2.600678408	0	NA	8.684248286	3.118400974	0.260592119	-1.940134641	NA	NA	NA	NA	1.893902888	2.443748585	1	male	3.857518085	0.684850077	1.947710319	meanmale	-0.545929254	meanfemale
TRINITY_DN103997_c0_g1_i1	0.006271754	0.013635037	0.534097314	2	-0.904825466	6.95041854	2.797099857	1.30328712	0.382154951	8.964351781	3.164199265	0.906863614	-0.141042499	2.648178692	1.405000475	5.544212583	2.470982576	4.619265582	2.207663495	1.958176604	0.969510885	7.668164381	2.938881264	NA	NA	NA	NA	1.475624453	1.613869631	1	male	6.217064778	2.002338464	2.636256816	meanmale	1.001757909	meanfemale
TRINITY_DN104012_c0_g1_i1	2.03E-08	1.24E-07	1.268411213	2	0.343022536	12.00460676	3.58551624	3.684686099	1.88154172	17.76764659	4.151180697	1.065007772	0.090863959	2.788261081	1.479365655	8.327204108	3.057832186	1.270673877	0.345593805	24.08249656	4.589913055	13.44136877	3.748608154	NA	NA	NA	NA	1.755114601	2.91297825	1	male	15.12466456	2.015408008	3.918840779	meanmale	1.011143516	meanfemale
TRINITY_DN104090_c1_g2_i1	0.002798728	0.006621846	25.72989533	2	4.685373683	52.11090661	5.703513449	21.75304684	4.443145581	39.28187529	5.295791899	11.506387	3.524362994	18.52894934	4.211709172	48.76386976	5.607740714	24.51502127	4.615594108	27.5568853	4.784340927	45.50707007	5.508018798	NA	NA	NA	NA	3.974818638	1.060346152	1	male	42.64412141	20.40665996	5.414278354	meanmale	4.350975234	meanfemale
TRINITY_DN104155_c0_g1_i1	1.71E-05	6.37E-05	10.47330304	2	3.388644602	33.00323286	5.044535447	3.969020198	1.988782904	16.65332934	4.057738725	4.352484766	2.121839248	6.185908277	2.628985442	32.79054753	5.035208087	10.6827493	3.41721108	23.01732898	4.524648522	20.73252257	4.373823758	NA	NA	NA	NA	3.576899445	1.815013905	1	male	25.23939226	7.132693116	4.657610983	meanmale	2.834467129	meanfemale
TRINITY_DN104173_c0_g1_i1	5.93E-09	3.90E-08	4.273521604	2	2.095425416	20.43653816	4.353078927	5.569002529	2.477418948	24.35218471	4.605979302	5.10997932	2.353317453	8.61869011	3.107468622	16.49885349	4.04429387	6.014707175	2.588494502	16.30948266	4.027639115	22.93647986	4.519572088	pfkp	Chr06	12075746	12075746	4.904419402	1.762070191	1	male	20.10670778	5.917180148	4.329612148	meanmale	2.5649342	meanfemale
TRINITY_DN104357_c0_g1_i2	4.60E-07	2.26E-06	0.642901039	2	-0.637331413	5.070499537	2.342127886	0.435774022	-1.1983479	7.382991632	2.884205523	1.679393061	0.747939932	0.549595321	-0.863558373	3.591722857	1.844676034	0	NA	6.874836745	2.781325455	7.435508	2.894431312	fhl2	Chr02	108159116	108159116	0.264237046	3.037599837	3	male	6.071111754	0.661532689	2.601984493	meanmale	-0.595897581	meanfemale
TRINITY_DN104436_c0_g1_i1	0.004700091	0.010531788	0.324210829	2	-1.624995816	1.841054446	0.880532293	1.087802177	0.121416218	0.916478731	-0.125826695	0.614007603	-0.703671575	1.219492382	0.286280746	3.610879436	1.852350251	0.265244492	-1.914605302	1.857286943	0.893196723	1.551591107	0.633748412	NA	NA	NA	NA	1.574965342	1.505036188	1	male	1.955458133	0.702151497	0.967580423	meanmale	-0.509940301	meanfemale
TRINITY_DN104464_c0_g1_i1	0.017221437	0.033383367	1.335892295	2	0.417803697	4.741225139	2.245259902	1.710389673	0.774325047	4.021058619	2.007575368	1.260145007	0.333589757	1.691868371	0.75861733	4.815023794	2.267542927	4.683963678	2.227729888	4.251580725	2.087999331	5.564489263	2.476249276	NA	NA	NA	NA	2.294920789	1.111192907	1	male	4.678675508	2.136451805	2.226131009	meanmale	1.095284298	meanfemale
TRINITY_DN104490_c0_g1_i1	1.01E-17	1.97E-16	0	2	NA	13.5594706	3.761228948	0.114249196	-3.129744082	4.764647946	2.252369619	0.07338257	-3.768418758	0.096060221	-3.379917062	6.743508567	2.753499404	0	NA	2.832362587	1.502005965	12.77197509	3.674909739	NA	NA	NA	NA	1.386635854	6.798756121	5	male	8.134392958	0.056738397	3.024052422	meanmale	-4.136990312	meanfemale
TRINITY_DN104532_c0_g1_i1	0.00304191	0.007133627	2.552544907	2	1.351936343	6.039503896	2.594430047	1.984615094	0.988859231	5.040260264	2.333498232	1.078612354	0.109176463	2.182088149	1.125709383	4.1401197	2.04967248	1.579384234	0.659362194	3.612644689	1.85305537	4.67076043	2.223657449	NA	NA	NA	NA	0.705555136	1.327324269	1	male	4.700657796	1.875448948	2.232893348	meanmale	0.907312915	meanfemale
TRINITY_DN104667_c0_g1_i3	8.45E-13	9.60E-12	2.690374263	2	1.427806883	23.89071452	4.578378097	3.647202728	1.866790393	15.60932809	3.964336532	1.7569562	0.813078226	3.889978018	1.959762003	9.822753795	3.296127539	2.212704175	1.145810585	16.02106055	4.001897748	20.86300002	4.382874722	prpf4b	Chr06	51006452	51006452	4.386314132	2.605115496	1	male	17.2413714	2.839443077	4.107810995	meanmale	1.505658798	meanfemale
TRINITY_DN104721_c0_g1_i1	2.84E-08	1.69E-07	0.056620869	2	-4.142522298	0.251191925	-1.993138008	0	NA	0.250087179	-1.999496997	0.036976412	-4.75725095	0.012100838	-6.36874923	0.505101576	-0.985354552	0.049631638	-4.332596121	0.600067002	-0.736804497	0.304844817	-1.713853078	NA	NA	NA	NA	0.193716135	3.569384035	3	male	0.3822585	0.031065951	-1.387002149	meanmale	-5.003885435	meanfemale
TRINITY_DN104783_c1_g1_i1	1.29E-06	5.88E-06	4.724146213	2	2.240053617	12.66262386	3.662504476	2.598839599	1.377867593	9.838246578	3.298401214	1.132699771	0.179765517	1.248624518	0.3203397	7.316879959	2.87122859	0.400096786	-1.321579055	13.83216441	3.789955017	9.911728203	3.309136627	NA	NA	NA	NA	4.27496209	2.418416624	1	male	10.7123286	2.020881377	3.421213684	meanmale	1.015056028	meanfemale
TRINITY_DN105039_c0_g1_i1	1.54E-06	6.90E-06	0.313754238	2	-1.672293149	3.940244881	1.978285294	1.766799276	0.821138146	7.184905251	2.844969132	1.197865552	0.26046599	1.010976889	0.015750018	2.492285939	1.317469598	0.338491925	-1.562806677	8.102058113	3.018288433	4.533521452	2.180632112	aldh3b1-like.1	Chr01	138358906	138358906	3.160028223	2.507650904	1	male	5.250603127	0.925577576	2.392510629	meanmale	-0.111418321	meanfemale
TRINITY_DN105042_c0_g2_i1	3.99E-17	7.35E-16	0.131657655	2	-2.925136688	7.320518638	2.871945863	0.501979347	-0.994300086	8.344742032	3.060867451	0.64484541	-0.632974753	0.422062028	-1.244473056	5.285192665	2.401956064	0.115405949	-3.1152105	8.635810229	3.110331541	6.852122922	2.776551033	lsm4	Chr01	84349586	84349586	3.025303105	4.281866124	3	male	7.287677297	0.363190078	2.865478873	meanmale	-1.460806132	meanfemale
TRINITY_DN105042_c1_g1_i2	1.24E-07	6.66E-07	0	2	NA	7.288511246	2.865624159	0.921171525	-0.118458279	4.962135535	2.310961141	0.828339378	-0.271706121	0.619613574	-0.690559345	3.232914536	1.692835369	0.21177898	-2.239368692	4.567370036	2.191363678	4.335925409	2.116339938	NA	NA	NA	NA	0.1904732	3.129714307	3	male	4.877371352	0.516180691	2.286133399	meanmale	-0.953772452	meanfemale
