gid	log2RPKM	sex	cutoff
TRINITY_DN120502_c0_g1_i1	-3.226684788	meanmale	FC1
TRINITY_DN131767_c0_g2_i1	-4.401699876	meanmale	FC1
TRINITY_DN123800_c0_g1_i1	-3.17890815	meanmale	FC1
TRINITY_DN75938_c0_g1_i1	-2.982895355	meanmale	FC1
TRINITY_DN125465_c0_g2_i1	-1.407829821	meanmale	FC1
TRINITY_DN110867_c0_g1_i1	-1.431155547	meanmale	FC1
TRINITY_DN127334_c4_g1_i1	-0.353775339	meanmale	FC1
TRINITY_DN121035_c0_g2_i1	-2.252599613	meanmale	FC1
TRINITY_DN124366_c0_g1_i1	-1.644397607	meanmale	FC1
TRINITY_DN129181_c0_g4_i14	1.158118487	meanmale	FC1
TRINITY_DN34585_c0_g1_i1	0.35661577	meanmale	FC1
TRINITY_DN113738_c0_g2_i6	0.295167761	meanmale	FC1
TRINITY_DN125119_c3_g6_i1	-1.359329296	meanmale	FC1
TRINITY_DN136165_c4_g1_i1	-0.176993322	meanmale	FC1
TRINITY_DN72345_c0_g1_i1	-0.319644299	meanmale	FC1
TRINITY_DN161459_c0_g1_i1	2.042291142	meanmale	FC1
TRINITY_DN126074_c5_g1_i3	-0.791813087	meanmale	FC1
TRINITY_DN131174_c1_g2_i1	-0.549344423	meanmale	FC1
TRINITY_DN97415_c1_g1_i1	-1.101194557	meanmale	FC1
TRINITY_DN112847_c0_g1_i1	-1.645909511	meanmale	FC1
TRINITY_DN135762_c3_g1_i1	-0.468037963	meanmale	FC1
TRINITY_DN127333_c1_g3_i1	1.873813192	meanmale	FC1
TRINITY_DN127041_c0_g1_i3	4.62605362	meanmale	FC1
TRINITY_DN116092_c0_g3_i1	0.08597901	meanmale	FC1
TRINITY_DN130860_c2_g1_i3	4.328903259	meanmale	FC1
TRINITY_DN107343_c0_g1_i1	3.17957668	meanmale	FC1
TRINITY_DN114230_c0_g1_i1	-1.823033792	meanmale	FC1
TRINITY_DN128775_c0_g1_i1	-2.650063469	meanmale	FC1
TRINITY_DN119834_c0_g1_i2	1.143469012	meanmale	FC1
TRINITY_DN134057_c5_g4_i2	-2.921677793	meanmale	FC1
TRINITY_DN104464_c0_g1_i1	0.294060928	meanmale	FC1
TRINITY_DN129937_c0_g3_i4	3.487032934	meanmale	FC1
TRINITY_DN120956_c1_g1_i8	-0.762707317	meanmale	FC1
TRINITY_DN107814_c0_g2_i1	-1.263978122	meanmale	FC1
TRINITY_DN131259_c12_g4_i1	0.476290427	meanmale	FC1
TRINITY_DN134779_c7_g2_i1	-0.259565135	meanmale	FC1
TRINITY_DN130147_c2_g5_i1	1.935547659	meanmale	FC1
TRINITY_DN127281_c1_g1_i3	7.673463584	meanmale	FC1
TRINITY_DN120145_c0_g1_i1	0.263726441	meanmale	FC1
TRINITY_DN129628_c2_g2_i2	-0.221001169	meanmale	FC1
TRINITY_DN128335_c3_g2_i1	-0.806069062	meanmale	FC1
TRINITY_DN121738_c0_g2_i3	4.091079174	meanmale	FC1
TRINITY_DN122662_c0_g12_i1	-0.866938216	meanmale	FC1
TRINITY_DN134360_c3_g1_i1	1.834226144	meanmale	FC1
TRINITY_DN135127_c9_g1_i3	4.233070076	meanmale	FC1
TRINITY_DN99267_c0_g1_i2	2.536609372	meanmale	FC1
TRINITY_DN115794_c1_g1_i1	1.548538074	meanmale	FC1
TRINITY_DN134082_c5_g3_i3	2.232188482	meanmale	FC1
TRINITY_DN111810_c0_g4_i1	-0.826699626	meanmale	FC1
TRINITY_DN129562_c0_g3_i1	-0.104123265	meanmale	FC1
TRINITY_DN115366_c0_g1_i1	1.312198101	meanmale	FC1
TRINITY_DN130236_c1_g1_i4	2.495285549	meanmale	FC1
TRINITY_DN131688_c2_g1_i2	0.905820654	meanmale	FC1
TRINITY_DN119785_c0_g3_i1	-0.139560925	meanmale	FC1
TRINITY_DN111338_c0_g1_i1	3.357118412	meanmale	FC1
TRINITY_DN136145_c2_g6_i4	3.893148667	meanmale	FC1
TRINITY_DN128286_c3_g2_i3	2.505993468	meanmale	FC1
TRINITY_DN133528_c0_g1_i3	1.72009413	meanmale	FC1
TRINITY_DN132736_c0_g1_i2	2.176046948	meanmale	FC1
TRINITY_DN126754_c2_g1_i1	1.172579741	meanmale	FC1
TRINITY_DN127570_c2_g1_i1	2.071772325	meanmale	FC1
TRINITY_DN122337_c2_g1_i4	2.758951008	meanmale	FC1
TRINITY_DN120485_c1_g5_i1	4.421679532	meanmale	FC1
TRINITY_DN112749_c0_g3_i7	2.777284501	meanmale	FC1
TRINITY_DN115604_c0_g3_i1	3.461623742	meanmale	FC1
TRINITY_DN130313_c0_g5_i1	5.222956659	meanmale	FC1
