"gid"	"A10FB"	"A10MB"	"A12FB"	"A15FB"	"A15MB"	"A16FB"	"A16MB"	"A17FB"	"A17MB"	"A8MB"	"gname"	"chr"	"start"	"end"	"logCPM"	"logFC.XYbrain.XXbrain"	"PV.XYbrain.XXbrain"	"FDR.XYbrain.XXbrain"	"meanXY"	"group1"	"meanXX"	"group2"
"24288"	"TRINITY_DN177856_c0_g1_i1"	11.62170712	0	14.87967148	16.44853664	0	12.87889477	0	0	0	0	NA	NA	NA	NA	0.899283018	-8.577598596	2.86393e-13	1.26753e-09	-13.2877123795494	"meanmale"	3.48102272607519	"meanfemale"
"24627"	"TRINITY_DN211480_c0_g1_i1"	6.357091173	0.694374747	14.5214659	2.655107466	0	0	0	9.490812238	0	0	NA	NA	NA	NA	0.711724884	-5.440150346	6.22853e-07	0.000384648	-2.84710323807811	"meanmale"	2.72355754697646	"meanfemale"
"24716"	"TRINITY_DN22653_c0_g1_i1"	2.296509132	0.199891284	4.303797988	0.94631581	0	0	0	3.766343101	0	0.064374753	NA	NA	NA	NA	0.56631907	-5.285938365	2.4552e-07	0.000191758	-4.23913811821183	"meanmale"	1.17804098588684	"meanfemale"
"24765"	"TRINITY_DN25753_c0_g2_i1"	18.21979414	9.325491323	11.25249395	21.67926242	8.175941005	40.2420867	12.83550384	20.69940846	8.572535526	5.971605362	NA	NA	NA	NA	3.522197278	-1.326958093	2.53989e-05	0.007578305	3.1661233704854	"meanmale"	4.4866313052523	"meanfemale"
"24767"	"TRINITY_DN26128_c0_g1_i1"	3.365171806	0.290638525	7.001386024	2.024200425	0.021913798	0	0	6.665700981	0.073643532	0	NA	NA	NA	NA	2.108274507	-5.573955279	1.43472e-07	0.000124774	-3.69265688954587	"meanmale"	1.93031793849679	"meanfemale"
"24789"	"TRINITY_DN27351_c0_g1_i1"	19.31251567	3.905661134	44.92822089	10.76428044	0.107084434	0.070089223	0.101029498	43.01906981	0	0	NA	NA	NA	NA	3.448861711	-4.834273427	0.000116426	0.023072338	-0.281289844269951	"meanmale"	4.56187202123191	"meanfemale"
"24790"	"TRINITY_DN27358_c0_g2_i1"	2.725043095	0.421673713	5.953395104	1.689149543	0	0.11098509	0	6.90317028	0	0	NA	NA	NA	NA	0.161365081	-5.191418474	1.45008e-07	0.000124774	-3.56601943890871	"meanmale"	1.79761426844372	"meanfemale"
"25040"	"TRINITY_DN49280_c0_g1_i1"	1.195533242	0.295995284	4.387956051	0.727591224	0.044635383	0	0	2.811422401	0	0	NA	NA	NA	NA	0.168461804	-4.591138356	8.30718e-06	0.00319706	-3.8735317334453	"meanmale"	0.867580683649776	"meanfemale"
"25145"	"TRINITY_DN60182_c0_g2_i1"	11.90661695	0	3.046652823	0	0	4.304589973	0	8.700196433	0	0	NA	NA	NA	NA	0.662883113	-8.312579863	7.15825e-12	2.37609e-08	-13.2877123795494	"meanmale"	2.48328985974124	"meanfemale"
"25260"	"TRINITY_DN66610_c0_g1_i1"	3.569309827	0.059176684	9.085902411	0	0	0	0	10.08987743	0	0	NA	NA	NA	NA	1.654281248	-7.987356467	8.80487e-08	0.00010085	-6.38861691176442	"meanmale"	2.18558683625947	"meanfemale"
"25356"	"TRINITY_DN69144_c0_g1_i1"	2.933400819	0.843898364	9.220251391	2.137262086	0.023137793	0.030288435	0	9.170744902	0	0.037060429	NA	NA	NA	NA	2.352680651	-4.679702687	4.15546e-05	0.01050935	-2.46658163860992	"meanmale"	2.23219703280651	"meanfemale"
"25667"	"TRINITY_DN81880_c0_g2_i1"	1.011899336	0.187897807	1.724341358	1.436944161	0.453352658	1.483648677	0.356432068	1.799200622	0.444365072	0.726147212	NA	NA	NA	NA	0.429439319	-1.762682869	3.68584e-05	0.009787745	-1.20510104647753	"meanmale"	0.576577117267413	"meanfemale"
"25698"	"TRINITY_DN83284_c0_g2_i1"	2.168029701	0.211882957	4.711560388	1.504629333	0	0.16730364	0	4.025013396	0	0	NA	NA	NA	NA	0.095372808	-5.61363137	2.57683e-09	5.27948e-06	-4.55718819029038	"meanmale"	1.33079201832003	"meanfemale"
"25846"	"TRINITY_DN87264_c0_g1_i1"	2.069323796	0.373575507	3.390635044	1.340998624	0	0	0	3.659565441	0	0	NA	NA	NA	NA	0.773322148	-4.738294752	1.50557e-05	0.00482023	-3.74052668281793	"meanmale"	1.06502392881408	"meanfemale"
"25859"	"TRINITY_DN87722_c1_g1_i1"	2.006244037	0.232834952	5.115825447	1.271857108	0.017555478	0.045961855	0	4.072420164	0	0	NA	NA	NA	NA	1.828988408	-5.577033389	3.27669e-08	4.83403e-05	-4.31679874834154	"meanmale"	1.32340565156426	"meanfemale"
"25929"	"TRINITY_DN90220_c0_g1_i1"	5.222669824	0.786314892	11.85093353	2.920757895	0.015809921	0.041391828	0.029831944	10.20098196	0.026565419	0.101292715	"nrm"	"Chr08"	52369033	52369033	3.240706755	-4.968204915	1.73016e-06	0.000883549	-2.38034864103055	"meanmale"	2.596326222205	"meanfemale"
"25946"	"TRINITY_DN90720_c0_g1_i1"	15.26311723	1.964284119	37.58774155	7.664192699	0.42315623	0	0.798458934	31.20361815	0.426617773	0	NA	NA	NA	NA	2.444693364	-4.651680996	1.53709e-06	0.000800342	-0.468724029558319	"meanmale"	4.19722329367201	"meanfemale"
"25995"	"TRINITY_DN91825_c0_g1_i1"	11.769093	2.140322737	27.79271835	5.907273014	0.13589708	0.177895525	0.128212974	24.42637187	0.22834793	0.217670028	NA	NA	NA	NA	2.376671079	-4.605474092	6.14877e-07	0.000384648	-0.810484978370948	"meanmale"	3.80887619922682	"meanfemale"
"26080"	"TRINITY_DN93345_c0_g1_i1"	4.406385799	0.952714958	9.376064594	2.142901695	0	0	0	10.64597316	0.056800935	0	NA	NA	NA	NA	1.992481233	-4.691235267	0.000138804	0.026517646	-2.30755010035397	"meanmale"	2.4098973315467	"meanfemale"
"26185"	"TRINITY_DN95196_c0_g3_i1"	3.715466911	0.749911425	6.749604674	1.966261851	0.045233942	0.118426619	0	6.393155097	0	0	NA	NA	NA	NA	1.124852031	-4.525589238	3.78486e-06	0.001675115	-2.65173065005366	"meanmale"	1.92169644583805	"meanfemale"
"26461"	"TRINITY_DN98620_c0_g2_i1"	53.92453544	7.98028059	127.1089778	30.19330095	0.506697803	0.265316287	0.382437842	111.5470758	0.510842741	0.811591573	NA	NA	NA	NA	4.966115066	-4.985512349	9.30762e-07	0.000537313	1.02748680266435	"meanmale"	6.01363959890333	"meanfemale"
"26466"	"TRINITY_DN98734_c0_g1_i1"	2.20024219	0.319955921	6.332898308	1.317537609	0	0	0	5.656084949	0.024945271	0	NA	NA	NA	NA	2.369762064	-5.455594558	9.33194e-06	0.003394651	-3.85558312807314	"meanmale"	1.63294408134718	"meanfemale"
