gid	gname	chr	start	end	logCPM	logFC.XYtestis.XXovary	PV.XYtestis.XXovary	FDR.XYtestis.XXovary
TRINITY_DN125707_c0_g1_i1	nudt22	Chr04	40274767	40274767	6.17932810673718	-1.46147278247206	7.7644730259682e-09	5.02485689804482e-08
TRINITY_DN136189_c1_g1_i5	atl3	Chr04	41135917	41135917	4.01458309814149	2.14052068487876	9.14470433128596e-08	5.02201873694769e-07
TRINITY_DN96956_c0_g1_i1	tiprl	Chr04	46698884	46698884	2.57548611130582	-4.32189765176744	2.49989174602099e-05	9.08027013206145e-05
TRINITY_DN132037_c1_g3_i1	cenpn	Chr04	55384993	55384993	7.1700235536377	-1.66276936167109	2.10902050714258e-06	9.22977742796054e-06
TRINITY_DN57905_c0_g2_i1	cdyl2	Chr04	55427916	55427916	2.25055653872423	-5.47117383022245	5.87742865789868e-09	3.87590735230033e-08
TRINITY_DN124855_c0_g8_i1	tubb3	Chr04	63672509	63672509	1.72178330356232	-3.76788018318664	2.82138418191817e-07	1.43647996262861e-06
TRINITY_DN117374_c0_g1_i1	zdhhc7	Chr04	64394302	64394302	1.64224200786012	4.30273523596655	2.82298985710418e-10	2.27289975646932e-09
TRINITY_DN133698_c1_g2_i2	top1.2	Chr04	65111976	65111976	4.82985163078452	1.09946698093361	0.000323670518654206	0.000942316027982822
TRINITY_DN118258_c0_g1_i2	wdr78	Chr04	79812411	79812411	2.94984203518391	-3.07935918271319	1.619547026155e-07	8.55667000235523e-07
TRINITY_DN120153_c0_g1_i3	lrrc41	Chr04	81114219	81114219	4.05603734833047	-1.6991378826148	3.33194732897427e-06	1.40747063227624e-05
TRINITY_DN127869_c0_g1_i2	orc1	Chr04	86529746	86529746	6.19965142291299	2.79564631211051	1.0000863467569e-14	1.41188660718622e-13
TRINITY_DN132600_c0_g1_i3	coa7	Chr04	86846243	86846243	1.70614538815874	-1.19841340795583	0.00472973264542011	0.0105897944105476
TRINITY_DN179808_c0_g1_i1	slc1a7-like	Chr04	86946632	86946632	6.77721756963106	-1.20188331952807	1.5533400118764e-05	5.82890064336854e-05
TRINITY_DN126777_c3_g2_i1	angptl1	Chr04	89574223	89574223	2.42635838432414	1.67839688150402	0.0002393782084649	0.000716419790789087
TRINITY_DN86548_c0_g1_i1	arhgap29	Chr04	93441257	93441257	0.477071773847442	-2.15369264867949	0.0153268597402533	0.0301223064500491
TRINITY_DN115563_c0_g1_i1	myh9	Chr04	105435222	105435222	5.94151113104625	1.17853401935547	3.85349375868494e-06	1.60425944262654e-05
TRINITY_DN130160_c0_g1_i3	fam78b	Chr04	109007873	109007873	0.628980885376965	-1.74740455632405	0.000955362816839733	0.00250966291894555
TRINITY_DN124913_c0_g1_i4	cbx7	Chr04	110324224	110324224	6.04128559895893	-2.52095026004556	1.51867005500039e-21	4.1080571271953e-20
TRINITY_DN118926_c0_g1_i6	ip6k1	Chr04	115650180	115650180	1.23666832356144	-2.94252165946226	2.24056762270978e-07	1.15801158232148e-06
TRINITY_DN109352_c0_g2_i1	rbm15b	Chr04	116944407	116944407	0.229800841391711	-1.35085395699548	0.0219495829413762	0.0412624763163958
TRINITY_DN121889_c0_g2_i1	chst13	Chr04	122875443	122875443	6.13532960697618	-3.29209619423298	3.62911447241962e-32	1.98736443738526e-30
TRINITY_DN133570_c0_g1_i3	LOC101731301	Chr04	127238809	127238809	2.69890060984244	2.92316258135657	2.59358423502962e-10	2.09943524730062e-09
TRINITY_DN126186_c7_g2_i2	rpusd3	Chr04	127681286	127681286	0.91517673021695	2.65043803045189	3.0057839755222e-07	1.52280454722167e-06
TRINITY_DN128612_c9_g1_i2	gxylt2	Chr04	129425286	129425286	3.5691771199962	-1.6083387676202	4.63907927014349e-06	1.90841502881574e-05
TRINITY_DN128113_c6_g2_i3	LOC101732318-like	Chr04	133438912	133438912	7.41048867756345	4.20517912459812	1.28698574737399e-32	7.15132967013726e-31
TRINITY_DN130644_c1_g1_i1	lefty	Chr05	4538716	4538716	1.65140502114854	1.4484201965679	0.00124670261792097	0.00319427723569529
TRINITY_DN117288_c0_g1_i1	dtl	Chr05	10944941	10944941	1.7699584950429	1.81518702856316	0.000382508096405492	0.0010943237060756
TRINITY_DN208554_c0_g1_i1	haao	Chr05	13379087	13379087	7.94644942564732	-5.80708824428185	1.94642702551604e-61	3.43057763247203e-59
TRINITY_DN121091_c0_g1_i3	mcfd2	Chr05	16256639	16256639	7.44868781898125	-3.88752760121142	7.01307474326334e-39	5.3271032393273e-37
TRINITY_DN126409_c1_g1_i3	otor	Chr05	31561606	31561606	0.72571053430375	1.36228192242903	0.0170049661681559	0.0330233310453298
TRINITY_DN133652_c0_g19_i1	myb	Chr05	34518809	34518809	0.211184684033239	2.79577487122202	0.0002001847486037	0.00060979853206852
TRINITY_DN134767_c1_g1_i3	mchr2	Chr05	36434520	36434520	4.94056534410054	2.36293119838334	2.15677433997252e-11	2.04011862095514e-10
TRINITY_DN127631_c8_g3_i1	hint3	Chr05	47292791	47292791	3.32353420453158	-8.25205526178033	1.34868288620738e-08	8.4259999758622e-08
TRINITY_DN127303_c3_g3_i5	mall	Chr05	50761510	50761510	9.02860719963265	1.46894972265116	4.72962035011462e-07	2.32007469229367e-06
TRINITY_DN132212_c1_g1_i1	fez2	Chr05	52982416	52982416	7.21012711277236	-2.0842715829078	3.00404123503548e-14	4.04362591064441e-13
TRINITY_DN136085_c1_g2_i1	hs3st5	Chr05	72715206	72715206	2.26952827935411	2.2395885390895	7.32516112725286e-08	4.08341079888373e-07
TRINITY_DN127546_c0_g1_i2	fam46a	Chr05	80205014	80205014	4.98561714716819	2.12695750909993	6.39906422587022e-07	3.07482191556192e-06
TRINITY_DN132788_c4_g2_i1	ripply2.1	Chr05	81152092	81152092	5.15145673426733	-1.53194361807808	2.77782693586473e-05	9.98848831257702e-05
TRINITY_DN179433_c0_g1_i1	lamp3-like	Chr05	96607431	96607431	0.204453170327492	1.73577273168769	0.000284880290526307	0.000838254774262879
TRINITY_DN136036_c1_g1_i1	LOC101734844	Chr05	97148668	97148668	4.85910341749795	-1.63099282964461	1.53135493997513e-05	5.75405853528298e-05
TRINITY_DN61452_c0_g1_i1	ahsg	Chr05	98026600	98026600	1.08311843245993	1.69944349181696	0.00142209176656543	0.00359824169299293
TRINITY_DN134068_c1_g4_i1	chrd	Chr05	111426049	111426049	3.95359847539671	2.32810352247336	3.47216861721503e-10	2.76109002482803e-09
TRINITY_DN116201_c0_g2_i1	myom2	Chr05	112594554	112594554	2.43202875420417	1.38544535978325	0.00346768912625286	0.00803358663876201
TRINITY_DN109134_c0_g1_i1	fbxo9	Chr05	114246870	114246870	2.75161173865195	1.02868156415409	0.0187102055908758	0.0359327690584966
TRINITY_DN129842_c2_g17_i3	Sep-02	Chr05	122445498	122445498	2.30175563483855	-1.02028029354116	0.0116131518143352	0.0235944438879144
TRINITY_DN120406_c0_g2_i1	scly	Chr05	122939781	122939781	2.25169328470711	1.03793782451801	0.0189768617002329	0.0363643930992316
TRINITY_DN118921_c0_g2_i1	tm4sf20	Chr05	125327778	125327778	0.0239363504825285	1.67227401238408	0.00545721672079046	0.0120441018607936
TRINITY_DN128203_c3_g1_i2	slc35g2	Chr05	128370751	128370751	4.93675073700848	-2.85930655032739	6.58910951339165e-20	1.56145284266928e-18
TRINITY_DN128344_c4_g1_i1	uggt1-like	Chr05	129409251	129409251	3.09336501394625	-1.18063540859311	0.00387300305458658	0.00887505829471542
TRINITY_DN136348_c3_g2_i4	LOC101732829	Chr05	144979877	144979877	4.91608344721338	-3.04979665542839	1.97552332766816e-15	3.03182355593154e-14
TRINITY_DN120068_c0_g2_i1	wnt9a	Chr06	1655021	1655021	0.318305154069977	3.98239683517889	7.05102200360057e-08	3.94228144736627e-07
TRINITY_DN134662_c0_g1_i6	pth1r	Chr06	3738746	3738746	1.7587240325901	-3.00377853885525	2.29936927541977e-10	1.86932507580072e-09
TRINITY_DN128858_c0_g1_i1	cdc25a	Chr06	5115156	5115156	7.20235203328516	-2.66950618774059	1.88895579645971e-22	5.54880765210041e-21
TRINITY_DN133048_c3_g1_i3	cnpy1-like	Chr06	9096567	9096567	3.58179795531412	1.33364927159887	0.00102057592787652	0.00266607143734303
TRINITY_DN128233_c1_g1_i1	itgb1	Chr06	14626625	14626625	1.44576756172745	-1.31890641032149	0.00863129967283438	0.0181257363813857
TRINITY_DN130063_c0_g1_i3	LOC100494322	Chr06	18209355	18209355	1.94297518221635	2.54386747695461	1.94088078651452e-08	1.18361457026068e-07
TRINITY_DN130941_c3_g2_i1	ctdp1	Chr06	28525794	28525794	6.77250041904919	-6.07833947479649	4.06418852553071e-47	4.38699010219966e-45
TRINITY_DN130540_c0_g1_i1	prr15	Chr06	31630171	31630171	0.73607843792129	-4.18247263575881	1.36588468781495e-12	1.5127323788466e-11
TRINITY_DN121943_c0_g1_i2	klhl7	Chr06	34864009	34864009	7.41550773161508	-1.24746735810462	9.01815521072422e-07	4.22972103022741e-06
TRINITY_DN126394_c1_g1_i1	mrpl36	Chr06	36119897	36119897	6.35488339582577	-1.80681026080672	8.85965399339017e-13	1.00328896010355e-11
TRINITY_DN122251_c0_g1_i2	fam173b	Chr06	41031573	41031573	0.993534630887292	1.61524838101945	0.000730316305674391	0.00196633303124986
TRINITY_DN95462_c0_g1_i2	reck	Chr06	69993686	69993686	1.46537064127679	-2.5810157321767	0.00189726143446139	0.00466204312835735
TRINITY_DN135755_c5_g1_i1	topbp1-like	Chr06	71585794	71585794	0.615225155906562	1.63835340247538	0.00166996580795352	0.00416476106869681
TRINITY_DN120852_c0_g1_i3	rpl14	Chr06	72948445	72948445	7.25312321826311	-1.9946769715962	4.32979972588926e-19	9.43770838802528e-18
TRINITY_DN124065_c0_g1_i1	Xetrov90016416m	Chr06	73909907	73909907	7.52134865613251	-7.3166776945867	2.62578854775246e-51	3.36578350211906e-49
TRINITY_DN125119_c3_g4_i1	Xetrov90016548m	Chr06	83293137	83293137	4.44109788749813	-6.93118788778463	1.28594854232951e-40	1.058795588137e-38
TRINITY_DN121669_c0_g2_i1	rnf182	Chr06	86040381	86040381	3.8791023096021	-1.25303714347108	0.000690980253678454	0.00187002333529102
TRINITY_DN132639_c0_g1_i4	dok6	Chr06	86360901	86360901	4.99965597442676	1.62214230581286	4.55729143792216e-07	2.24383445743178e-06
TRINITY_DN126047_c5_g5_i7	psmg2	Chr06	88396592	88396592	6.32620980050044	-1.71348704781221	1.00334946447132e-07	5.46093218781014e-07
TRINITY_DN119050_c1_g1_i1	mterfd1-like	Chr06	115010205	115010205	1.5111572708862	1.14810793265167	0.0176704139254374	0.0341480673426305
TRINITY_DN124226_c0_g1_i1	dpy19l4-like	Chr06	115669394	115669394	4.24712949662427	-4.60613878069427	2.07385913774301e-15	3.16337134195283e-14
TRINITY_DN129233_c0_g2_i1	dennd3	Chr06	130510178	130510178	3.53054037673483	1.02161055879224	0.0188958636209867	0.0362241864589346
TRINITY_DN121169_c0_g1_i1	ate1-like	Chr07	10842921	10842921	1.5954903892501	-2.01860867415311	0.00124990900950074	0.00320140182269943
TRINITY_DN125668_c3_g2_i1	LOC100486640-like	Chr07	11888624	11888624	0.19643027135279	2.81268950499113	1.15564338092343e-05	4.43465124572759e-05
TRINITY_DN123050_c0_g2_i1	fam178a	Chr07	21141419	21141419	0.346220069985435	1.82056719321198	0.00207326187703929	0.00505051160198752
TRINITY_DN136134_c4_g7_i1	zfyve27	Chr07	25374245	25374245	2.814723538364	1.91947315094737	0.00117879761999391	0.00303823538296156
TRINITY_DN126490_c0_g3_i1	golga7b	Chr07	25668197	25668197	0.845585256009263	-1.15309450213099	0.00967503001965553	0.0200430373960908
TRINITY_DN121921_c1_g2_i1	pyroxd2	Chr07	26604879	26604879	1.46123391040695	1.56519878876475	0.000725936749528533	0.00195547857544641
TRINITY_DN124568_c0_g1_i1	dnajc9	Chr07	32263982	32263982	3.4397349312456	-1.25230857932444	0.00344565862529046	0.00798747005616037
