gid	gname	chr	start	end	logCPM	logFC.MB.FB	PV.MB.FB	FDR.MB.FB
TRINITY_DN60182_c0_g2_i1	fap	Chr09	66930066	66930066	0.664964409336577	-8.31301121802399	6.86637277167801e-12	2.27362768402188e-08
TRINITY_DN93345_c0_g1_i1	mettl22	Chr09	35084843	35084843	1.99469353788694	-4.69213592919774	0.000136251185767302	0.0283651233061271
TRINITY_DN118022_c0_g1_i1	usp7	Chr09	34762584	34762584	4.80800971320031	4.3282927727004	1.62405966914532e-07	0.00015933829865059
TRINITY_DN132642_c5_g2_i1	LOC100494754	Chr10	39837447	39837447	0.328472116896429	7.92393236638045	1.77394662027839e-11	4.69918459711744e-08
TRINITY_DN127864_c2_g3_i1	znf652	Chr10	10320089	10320089	3.39572707998778	-3.96145968844176	2.53038180248212e-06	0.00145716986842938
TRINITY_DN123680_c0_g1_i1	NA	NA	NA	NA	1.33537110279752	-3.39166415026735	3.15111203853992e-07	0.000269267606132008
TRINITY_DN133888_c1_g5_i1	NA	NA	NA	NA	2.36542278325656	-4.77584860793505	3.16316153720733e-05	0.00974327315356072
TRINITY_DN117036_c0_g1_i1	NA	NA	NA	NA	2.77299621623327	2.59353332735292	2.9428930571268e-05	0.00928062346229629
TRINITY_DN120797_c1_g2_i1	NA	NA	NA	NA	0.269112866853469	-5.31101182172001	1.16300390030218e-06	0.000716464495790811
TRINITY_DN128367_c1_g4_i3	NA	NA	NA	NA	10.6750109154947	5.48691026123544	1.63100561782874e-05	0.00583855929949775
TRINITY_DN123398_c4_g3_i2	NA	NA	NA	NA	1.7777021208063	-5.17666104467309	3.34799059136526e-05	0.010078212586962
TRINITY_DN134235_c0_g1_i1	NA	NA	NA	NA	2.02089089209742	2.58044033529717	5.56904318478868e-05	0.014049900377624
TRINITY_DN131144_c0_g4_i3	NA	NA	NA	NA	0.900437234702628	2.41362660436712	6.71014871248119e-05	0.016458503647558
TRINITY_DN110989_c1_g2_i1	NA	NA	NA	NA	1.13535189478689	3.76435578263772	1.20757074330454e-06	0.000727012477048577
TRINITY_DN177856_c0_g1_i1	NA	NA	NA	NA	0.901040182049393	-8.57773763656887	2.7371307854277e-13	1.20844324176633e-09
TRINITY_DN127888_c0_g2_i1	NA	NA	NA	NA	0.968789398803206	3.56357513018572	7.43485475956466e-07	0.00049237325645217
TRINITY_DN135896_c2_g3_i1	NA	NA	NA	NA	10.8981147440229	4.58249223056093	1.12538579160239e-05	0.0043231850265674
TRINITY_DN135864_c0_g11_i1	NA	NA	NA	NA	3.50107743828755	8.05445582027779	1.12745588586207e-55	2.98663064164861e-51
TRINITY_DN133534_c1_g5_i1	NA	NA	NA	NA	0.00926766037721254	2.44451705598166	5.25846728203724e-05	0.0136565488530555
TRINITY_DN128465_c0_g5_i9	NA	NA	NA	NA	5.79605771779217	2.51750927245392	0.000140514755613133	0.0288545416759062
TRINITY_DN130680_c2_g1_i1	NA	NA	NA	NA	1.74309364231648	-3.03575204487448	0.000110165312763555	0.0245233540765258
TRINITY_DN134983_c5_g1_i2	NA	NA	NA	NA	2.11986735675581	-5.26678414871547	6.17165596546531e-06	0.00286819590395046
TRINITY_DN126485_c2_g1_i2	NA	NA	NA	NA	1.7621680628642	2.14538374540934	8.22881991934575e-06	0.00363302399439115
TRINITY_DN134062_c1_g1_i3	NA	NA	NA	NA	2.23853795525083	3.99175338602522	9.4268234711083e-05	0.021714482934753
TRINITY_DN132431_c2_g3_i1	NA	NA	NA	NA	1.01605338224615	-2.92476331137404	0.000251030887321842	0.0471617603202524
TRINITY_DN127374_c0_g3_i1	NA	NA	NA	NA	0.359741194582976	-5.90981124046953	1.15708636858811e-08	2.04341452692661e-05
TRINITY_DN117838_c2_g1_i2	NA	NA	NA	NA	1.65739278824382	-7.06087923353665	5.6738383635192e-09	1.0735712732116e-05
TRINITY_DN132104_c0_g2_i3	NA	NA	NA	NA	2.72807978446664	2.35162707402965	0.000113022944669703	0.0247436182173589
TRINITY_DN132765_c1_g1_i7	NA	NA	NA	NA	1.56269125290846	3.34143771126751	4.68744403663343e-05	0.0122940982703386
TRINITY_DN129733_c3_g5_i1	NA	NA	NA	NA	1.09629633494111	2.10068498640081	6.25954739633626e-08	8.7271268699446e-05
TRINITY_DN131251_c3_g6_i1	NA	NA	NA	NA	1.96752730362939	-4.87059248415989	5.42008282681623e-05	0.0139396110759575
TRINITY_DN109305_c0_g2_i2	NA	NA	NA	NA	2.8268640621561	3.30137530460674	4.63236316384704e-05	0.0122711300210308
TRINITY_DN132560_c1_g7_i1	NA	NA	NA	NA	0.106770126268272	3.95250120966915	0.000137060618466752	0.0283651233061271
TRINITY_DN121659_c3_g3_i2	NA	NA	NA	NA	2.92001893479267	-2.03025143949487	4.16024981915543e-07	0.000324132405027728
TRINITY_DN120963_c0_g1_i2	NA	NA	NA	NA	2.0724702911907	3.60217819584885	2.63001944777208e-06	0.00148232372705281
TRINITY_DN129784_c1_g7_i1	NA	NA	NA	NA	1.84554082357533	3.04552958929654	5.74140179446041e-05	0.0143480880693638
TRINITY_DN123918_c0_g2_i1	NA	NA	NA	NA	3.64470743287308	2.56817709151529	2.76896782357094e-05	0.00885801516297041
TRINITY_DN106700_c0_g1_i1	NA	NA	NA	NA	0.921028243906962	-5.66127191568523	3.35316018709557e-07	0.000277578791738005
TRINITY_DN125892_c0_g1_i1	NA	NA	NA	NA	1.89403781333224	2.3682766786272	5.49991369797686e-05	0.0140089147941737
TRINITY_DN117634_c0_g2_i1	NA	NA	NA	NA	2.38597366522246	-5.37152485829739	4.38898958899489e-05	0.0118637075727015
TRINITY_DN130569_c1_g1_i1	NA	NA	NA	NA	1.1093891545577	3.07459404075211	1.54163002744532e-09	3.40314828558554e-06
TRINITY_DN106674_c0_g1_i1	NA	NA	NA	NA	3.80822599939273	-4.98790599316248	8.97028536932619e-08	0.000108010390651568
TRINITY_DN131753_c0_g4_i1	NA	NA	NA	NA	2.25317878856594	3.40516381018832	2.18877239657966e-05	0.00752994555654483
TRINITY_DN127567_c6_g4_i1	NA	NA	NA	NA	1.81561852879751	-6.07557048709947	2.57555193972177e-08	4.01331593430763e-05
TRINITY_DN136506_c0_g1_i1	NA	NA	NA	NA	0.0582825776488164	2.75807299946361	0.000206442910176164	0.0402108286071072
TRINITY_DN110034_c0_g2_i1	NA	NA	NA	NA	0.265023552906371	-2.2336142621933	0.000231000960753208	0.0443421409445832
TRINITY_DN125863_c4_g1_i1	NA	NA	NA	NA	1.87692364075926	-2.59611741959538	5.66146263313272e-06	0.00267807402056581
TRINITY_DN128095_c4_g3_i3	NA	NA	NA	NA	3.22802948284229	2.14971211620008	3.96335541034427e-05	0.0111690728531936
TRINITY_DN126719_c0_g1_i3	NA	NA	NA	NA	4.19181153629087	5.45927766036488	8.20137429396349e-10	1.97504004588266e-06
TRINITY_DN173093_c0_g1_i1	NA	NA	NA	NA	1.93783656771313	3.79742838482474	1.03389628544329e-05	0.00414968372748374
TRINITY_DN125999_c6_g3_i1	NA	NA	NA	NA	0.346474355923688	-5.39833233035535	3.50894596281516e-07	0.000281672662287799
TRINITY_DN134497_c1_g3_i1	NA	NA	NA	NA	1.07355090698972	-5.82558883598924	1.93194039502742e-07	0.000182775360943844
TRINITY_DN125191_c6_g2_i1	NA	NA	NA	NA	3.58176447876472	-3.08853810759127	9.94113906472721e-08	0.000113383436573456
TRINITY_DN130067_c1_g1_i1	NA	NA	NA	NA	2.99318240238917	-2.29607504997096	1.15007619300799e-06	0.000716464495790811
TRINITY_DN123024_c0_g1_i1	NA	NA	NA	NA	2.41871936120623	-4.54969459389478	0.000195129762274437	0.0384933899375419
TRINITY_DN122048_c0_g1_i1	NA	NA	NA	NA	3.3723803845723	-5.13010446729062	2.84099554616755e-06	0.00156787441704122
TRINITY_DN134769_c2_g1_i4	NA	NA	NA	NA	2.99601855985071	-5.82458909336815	7.77814571529273e-12	2.2893675555345e-08
TRINITY_DN127631_c8_g3_i1	NA	NA	NA	NA	3.89138919518197	-4.6139394620633	0.000103159770880777	0.0235577787123429
TRINITY_DN135947_c1_g1_i1	NA	NA	NA	NA	0.953122396676848	-3.94419087432151	7.74751843624237e-08	0.00010261588168803
TRINITY_DN130300_c0_g1_i3	NA	NA	NA	NA	3.19475509116018	3.0750188037707	0.000149979589900143	0.0303279338660671
TRINITY_DN133322_c1_g4_i1	NA	NA	NA	NA	0.995894407898177	2.34806971728031	1.21117614787189e-05	0.00451888114889105
TRINITY_DN122261_c0_g1_i1	NA	NA	NA	NA	1.9613936781955	3.06475280495746	3.79879537111187e-05	0.0111279316293326
TRINITY_DN113348_c0_g3_i1	NA	NA	NA	NA	0.567171465294146	6.75731980093476	1.40026109054922e-20	9.27322907216224e-17
TRINITY_DN125115_c2_g1_i1	NA	NA	NA	NA	4.00953077049065	3.16458987274893	4.21405257577173e-05	0.0116281513262701
TRINITY_DN139125_c0_g1_i1	NA	NA	NA	NA	0.150662480884727	-3.37544890974311	1.56302333920344e-05	0.00567184770623277
TRINITY_DN154814_c0_g1_i1	NA	NA	NA	NA	0.63181966950175	-4.56932387521356	4.06602103797045e-06	0.00203224334520447
TRINITY_DN211480_c0_g1_i1	NA	NA	NA	NA	0.713518010443108	-5.44096764376581	6.09251809041841e-07	0.000424712642671536
TRINITY_DN126942_c1_g2_i1	NA	NA	NA	NA	1.3703143266719	3.05366702487199	3.03144964087209e-14	1.60606201973403e-10
TRINITY_DN135640_c2_g9_i1	NA	NA	NA	NA	2.24623444096227	-7.01730709000929	4.3727364664802e-05	0.0118637075727015
TRINITY_DN120835_c1_g3_i1	NA	NA	NA	NA	1.40724904783055	-4.04793994634513	1.08780588611942e-07	0.000115263911693214
TRINITY_DN209985_c0_g1_i1	NA	NA	NA	NA	1.42909678686267	2.85160197118718	5.12612494899925e-13	1.93987214141414e-09
TRINITY_DN100360_c0_g1_i1	pip5k1a	scaffold_2471	121	121	2.22705593652793	-4.79200033672022	8.42629196850335e-05	0.0197322596890091
TRINITY_DN105687_c0_g1_i1	fbxo40-like	scaffold_85	167555	167555	1.49922450878672	2.60254773964495	3.00417487764234e-06	0.00159161185017491
