gid	gname	chr	start	end	logCPM	logFC.FB.MB	logFC.FL.ML	logFC.FO.MT	PV.FB.MB	PV.FL.ML	PV.FO.MT	FDR.FB.MB	FDR.FL.ML	FDR.FO.MT	A6MT1	A6FO1	A2FO2	A2FL1	A17MT1	A17ML1	A17MB	A17FO1	A17FL1	A17FB	A16MB	A16FB	A15MT1	A15ML1	A15MB	A15FB	A12MT1	A12ML1	A12FL1	A12FB	A10MB	A10FO1	A10FB	A7FL1	A8FL1	A8FO2	A8MB	A8ML1	A8MT1	average	ward.D
TRINITY_DN114651_c0_g1_i3	NA	NA	NA	NA	4.50521474937098	-1.15275437685318	-0.83194924850374	-2.34573875125421	5.45370221013652e-08	0.000367641051438162	1.76782679114806e-27	0.000133392598148839	0.0170044553793452	7.44340842188396e-26	3.60952244878294	5.61895930681644	5.68815180351748	4.75911049569206	3.36072341888779	3.91556985626973	2.52795802815326	5.81833509126496	4.45283403201743	4.31155963198065	3.35661557190416	4.21286585722076	3.84876071937483	3.96623878306546	2.77206759690419	3.92966019960977	3.37991670500256	3.60391755535688	4.78096150827557	4.00637996343633	3.16363823077506	6.2743188690456	4.09421987812689	4.40136700094035	4.79469750055519	5.85036364707818	2.93425987680644	3.77554695695408	3.40880276116785	1	1
TRINITY_DN117036_c0_g1_i1	NA	NA	NA	NA	4.91725668267754	2.58139896242795	-0.256550751606057	2.54027637543143	5.22071032276678e-06	0.645906999174226	5.07371637504547e-06	0.00484355900807035	0.887749297441916	1.98257320300251e-05	3.79268848658174	2.59583234674729	0.560442868384885	6.52339459201232	5.21482602826998	6.74163011479673	1.12058380016085	3.39378304990227	6.55060029239814	0.725532752552339	0.55652983285006	0.119656104284634	5.23514389090401	5.59512931410896	3.87272439357388	0.322934997272081	5.11573259408826	5.14312838622828	6.54160577283571	0.67796773198358	0.570408502955508	2.61310127856082	-0.0414362481972513	6.3386528415977	4.97191548690714	1.81055349049297	4.05031919769079	6.1603551190271	5.11752257944454	3	2
TRINITY_DN117740_c0_g1_i2	NA	NA	NA	NA	5.05989845033829	-1.90260668575833	-2.84854002270713	-7.37453692687427	9.03487351804209e-06	4.99045264530445e-08	2.55820787548884e-60	0.00694523634294064	1.91846412591338e-05	7.40092289140079e-58	0.629158436169177	7.2594086767826	7.57880127901564	1.50180048194611	-0.912527897633553	-0.281413007401882	-3.04580949602863	7.33661590556808	1.62802351203712	0.409746959829458	-0.958093888017902	0.888099942721446	0.778939409855128	-0.545717299945245	-1.59608431404156	-0.383300682801742	0.660859896559324	-1.40655007421883	1.68040779280049	0.473660775185834	-0.459478418194989	7.82825251119984	-0.0414362481972513	2.67714414469422	0.691391702145548	7.62315228483578	-1.15791252457742	-0.874960410408499	-0.332529281408405	1	1
TRINITY_DN117838_c2_g1_i2	NA	NA	NA	NA	3.85472825348248	-6.98399932684264	-0.355594918333111	-6.52680204437762	1.86788628489358e-08	0.719125004765189	1.90053600742314e-08	6.28193506188272e-05	0.925431882403554	1.10036413341338e-07	1.81681262324884	6.13391526411376	5.86609499501844	2.81739031519893	-2.16079306989653	-3.04580949602863	-3.04580949602863	6.11655093856383	1.75434477611185	-2.22453929822964	-3.04580949602863	2.64970908625512	-2.41471243673449	2.52623605949171	-2.24498437580467	2.26351767373278	-1.94267117459139	1.27867925142063	2.12489712575354	-2.52361014592682	-3.04580949602863	6.19983049571052	3.04525021943818	1.57205126451028	0.486918280349469	6.49516191098	-3.04580949602863	1.8702225243545	-2.40814263559734	1	1
TRINITY_DN118022_c0_g1_i1	NA	NA	NA	NA	3.07872310151437	4.30805611165709	-6.05318229480268	-0.191078027377191	5.6804084521989e-07	4.68859371305016e-08	0.828274792536948	0.000849063274480064	1.85509726249433e-05	0.870635213125462	-1.5233036378792	-1.89324775673946	-3.04580949602863	3.70851926145756	-2.53647562807102	-3.04580949602863	1.65518973014786	-3.04580949602863	3.77582160017646	0.409746959829458	1.21054389843598	1.09241515378066	-1.97714935210557	-1.93190637962582	5.8953151552336	1.59752661480796	-2.39127547306295	-0.984866921460569	4.13730802168985	0.359521892105659	2.14231454151072	-0.212567147689084	0.244077931094922	3.28146488722894	3.18326050404113	-2.34848058678594	6.60377571622965	-1.9296924649866	-1.12778388135964	3	2
TRINITY_DN120967_c0_g2_i1	NA	NA	NA	NA	3.63314720699251	1.37128007135763	0.362747894903252	4.87776967542561	0.000133451139561842	0.534089578971269	1.67349509427968e-30	0.0427440822608496	0.826139736825031	8.88074664922972e-29	5.18876128868823	-0.134480555256954	-0.188475100033382	-1.87992985221197	4.74316501546511	-0.763935798979184	3.89767971081077	0.459439987872116	-0.87474484949601	3.25516607430899	3.54910881837603	3.09220178952883	5.51008216638484	-0.878158747723065	5.23357774688106	3.21209100018069	4.51877630624325	0.196066590352799	0.0294459944410701	2.95960680817266	3.94260984367115	0.840269003241803	3.68706081533777	-0.346295073593909	-1.57998343403963	0.633219855269713	5.44385827330645	-0.5423307318573	5.36141122840738	3	2
TRINITY_DN121651_c0_g1_i1	NA	NA	NA	NA	0.468721233166462	3.48874180544368	-0.733943192987367	2.90926275013773	6.36826305975273e-05	0.240760480099503	0.00155853314159606	0.0267715808785386	0.602618841638917	0.00364217268953722	-1.5233036378792	-3.04580949602863	-3.04580949602863	3.07112675939514	-1.86300377504267	2.1906589365104	-1.61520359803944	-3.04580949602863	2.42050848993661	-3.04580949602863	-3.04580949602863	-2.63202481072805	-0.615540826789226	1.80934775076191	-0.251543866690988	-3.04580949602863	-2.39127547306295	1.35288694359307	1.73711960756959	-2.52361014592682	-2.54282598002447	-3.04580949602863	-3.04580949602863	2.6225096869558	1.82186232534478	-1.88038004122593	-0.884678217742104	1.33614328582861	-1.96745782314227	3	2
TRINITY_DN122118_c0_g1_i1	NA	NA	NA	NA	6.34912606765194	1.60005677754786	0.775668862443271	2.83354174467043	7.94451504816653e-05	0.0768178794883829	2.54792110850252e-11	0.0314242279081619	0.357766878048049	2.16320029738910e-10	6.53427793207377	3.63962015194195	3.27442844774282	2.21387702681734	7.41702145816599	3.38025410747422	8.27879057211658	3.49657806208944	2.25939927223402	5.85520743595153	7.80548900825747	6.83589073063575	7.23421009418981	3.5975537128235	7.53790094660598	5.84205491919257	6.88637965534793	2.42533589752257	2.35973000400949	6.03352850882284	8.37214577411033	5.21546955951945	6.00885641803173	2.76047136671605	2.41932549163416	5.10913739267324	5.21073834075897	3.10510889742712	7.72973201073381	2	2
TRINITY_DN122611_c2_g2_i1	NA	NA	NA	NA	0.694947994217843	-5.67684045079501	-5.44895153235536	-7.90190113475177	0.000129985310697277	0.013302469631127	2.59960441069202e-06	0.0421355998109669	0.149554460750322	1.07438335898109e-05	-2.70375933015671	3.58131039256303	-1.06067798835122	-1.87992985221197	-3.04580949602863	-3.04580949602863	-3.04580949602863	2.6349501017178	-3.04580949602863	2.7964561951854	-2.49550760236381	-2.63202481072805	-3.04580949602863	-3.04580949602863	-3.04580949602863	1.25135685131948	-3.04580949602863	-3.04580949602863	-3.04580949602863	3.07260093766128	-1.42020887444728	0.505312169987151	1.23505434376532	0.538150574216118	-3.04580949602863	-3.04580949602863	-2.57503787674359	-3.04580949602863	-3.04580949602863	1	1
TRINITY_DN123541_c0_g1_i1	NA	NA	NA	NA	8.37428202211269	2.27881502104869	-0.417630323422687	1.44978539340766	6.43481067425839e-06	0.36730908862318	0.00155101651344362	0.00524632064214915	0.712177991241853	0.00362649685358484	2.64260019995509	0.43863253410004	1.15779484873913	9.81302144534967	2.4334683119336	10.1278025309311	-1.40449526224821	0.328362603076275	10.3484200780597	-0.891574818678845	-0.54911170748262	-1.82628224973664	1.78389356999261	9.63918863550719	1.79741874934344	-1.17173436009082	2.23555832921919	9.55377393426252	10.1115036357914	-1.37645851975892	-0.0294200674111774	1.59783889689966	-0.300091695763116	10.6988200757534	9.99333967915874	1.50102295688618	2.01646079770848	9.8464025373359	3.05871479278545	3	2
TRINITY_DN123670_c2_g1_i1	NA	NA	NA	NA	1.6892825287574	3.29521572209226	-0.789776554235982	-1.47078937544743	0.000157569546972092	0.338909436691537	0.0577574833942332	0.0473057344589971	0.69717550226973	0.0927629590927557	-0.207099360935409	3.21780973913246	2.2446908799141	1.84196407201632	2.44709650242941	1.85979100626925	-0.656518719550773	2.81710733557769	2.56541996338043	-2.57750718628733	-2.09811776131747	-1.82628224973664	0.160698342286443	2.723908862946	-2.24498437580467	-3.04580949602863	1.18664642336683	1.11772714255008	2.71067644289335	-1.02681911006946	2.62822580195287	2.07093250129607	-2.13658485197259	3.50934085847417	2.2993688631939	1.29521527337112	-1.31675583674391	1.48930581516363	-0.600483133801479	2	2
TRINITY_DN123918_c0_g2_i1	NA	NA	NA	NA	2.0786512158031	2.55484659497634	2.90486084048152	-3.02547307842919	0.000164436540387829	0.0002116618499902	1.96154402255466e-05	0.0473057344589971	0.0118326000033215	6.77127815330165e-05	-0.882879013077226	3.2630265131821	2.09139661743283	-0.466919293449412	-0.77961201966228	2.45962260416939	2.008013499316	0.106290495545084	-0.54210250048997	0.804371590496461	1.65890609136819	1.31864971576012	-0.944006998514066	0.966397227991448	4.71541117441968	1.49110621491389	-1.94267117459139	1.61657700398487	-0.389087470366499	1.15940451980905	0.75445649699073	2.40991823421455	1.35983070640804	-2.56807056519155	-1.57998343403963	1.57577326774899	4.98457667709512	0.862189929586462	0.553058401651838	3	2
TRINITY_DN124146_c9_g1_i1	NA	NA	NA	NA	3.17779625305179	-5.21173026069495	-3.86048944419249	9.02837238328116	0.000117950850766241	0.0776068502890926	2.90856265880443e-10	0.0401704764539963	0.358888330530773	2.18040898119625e-09	4.51304873992458	-3.04580949602863	-3.04580949602863	-0.466919293449412	4.37019013880234	-3.04580949602863	-3.04580949602863	-2.46750559200355	-3.04580949602863	-3.04580949602863	-3.04580949602863	-3.04580949602863	6.66092299087459	-3.04580949602863	-3.04580949602863	-1.35812710330468	3.37991670500256	-3.04580949602863	-3.04580949602863	0.298877248467045	-3.04580949602863	-2.03065210240573	-3.04580949602863	-3.04580949602863	-3.04580949602863	-1.24423713969699	-3.04580949602863	-3.04580949602863	6.64388034330402	1	1
TRINITY_DN124934_c0_g2_i1	NA	NA	NA	NA	0.588191330908036	3.96897170616777	0.419608637003801	2.40974794266163	1.6591813555184e-05	0.636640026163027	0.0115608418477154	0.0101455169023233	0.882949746796189	0.0223098873843625	-0.971756542923559	-3.04580949602863	-2.63571115424012	0.0352230558891237	-1.61628924336489	-0.281413007401882	-0.911194905909769	-1.7358890911258	-0.0445274585802625	-1.50112505371489	-0.435035488014473	-0.634847626245976	-0.475667147611753	1.97372369741582	3.24744095033458	-1.57222500615593	-0.421248360079891	0.48716747058995	2.20749545413462	-1.37645851975892	-1.07496009957457	-1.70571154530996	-2.13658485197259	-1.68390762623104	-0.868072904543437	-3.04580949602863	3.466559847344	0.61824976236347	-0.755775202418048	3	2
TRINITY_DN125115_c2_g1_i1	NA	NA	NA	NA	2.8044231792369	3.14952574766513	-0.386583967591989	-0.523338433992835	1.94153318358916e-06	0.556269881026602	0.399165917692291	0.00217653959601944	0.840150507972422	0.484637139689128	1.63311914590384	0.680022042718869	1.8735829576316	3.90985526072153	0.774387600741614	2.45962260416939	0.977480551344403	1.14466712966732	3.05717229749363	0.642135301044765	0.761852351333955	1.14584406853654	0.600766455407997	2.37759864352527	5.1773636814406	1.46322763761796	0.782463736059655	3.47692943134636	3.54676343970111	0.724823510675269	0.710598567261958	1.79063636171522	1.3296336823943	2.71940927411464	2.70550627166452	1.64684058669908	5.61040818011308	2.92881781657167	0.903826968285375	3	2
TRINITY_DN125191_c6_g2_i1	NA	NA	NA	NA	3.20090454158118	-3.0827942541301	0.550168848853514	0.0456942991941559	5.94573907918819e-06	0.418995830244711	0.94171383426238	0.00499906593517369	0.748246569277442	0.960273288263382	3.53889137218815	5.29900553258427	2.14432530179023	1.15674902685206	4.12518485304221	2.0346894204363	-0.911194905909769	4.62421763474833	0.479090212400126	4.59546845309744	0.55652983285006	0.649999029975393	4.70979223332244	2.25512066957235	0.797948239204081	2.84172462181255	4.2866834338321	1.98655071084873	0.733909020302369	4.65881379388026	1.63290083276459	2.30552949459543	3.27653748425227	2.84879875140287	1.2398343674641	1.74727975298123	0.73377235623998	2.21587507487465	2.16861525819357	1	1
TRINITY_DN125285_c2_g1_i3	NA	NA	NA	NA	5.3017376767774	3.88120205706837	-3.21759855252916	-3.456255391429	3.98263312968841e-05	0.0151969730808654	1.85971469003674e-05	0.0198431008063457	0.159412329519615	6.45102529168757e-05	4.34612415861442	7.1199259148463	7.87661188722157	0.233052264491505	4.01512366616051	-1.4941479569259	1.76820681955385	7.68232640148109	-1.30781818077828	-2.57750718628733	-3.04580949602863	-3.04580949602863	4.72437157500461	-3.04580949602863	-1.88435474197388	-3.04580949602863	3.95927440356206	-3.04580949602863	-0.654924760933742	-3.04580949602863	-3.04580949602863	7.76773830652043	-1.8335179189394	-1.92301859459989	-1.18055428540319	7.90718037229236	-2.57503787674359	-3.04580949602863	4.04819317984862	2	2
TRINITY_DN125892_c0_g1_i1	NA	NA	NA	NA	3.97727724146285	2.35734614406905	-1.40271662706224	-3.38717835981792	9.11698388161781e-05	0.136206712469974	2.86698375433362e-08	0.0334883735670495	0.468846605688055	1.61846827340214e-07	2.52571102081027	5.46783402279645	7.40059217418608	-0.466919293449412	1.74463664371686	-3.04580949602863	-0.440126241544364	6.2276256565108	-0.0445274585802625	-0.374804464056747	-0.435035488014473	0.00866945420744073	2.9063001300644	-3.04580949602863	2.61868791712373	-0.488263785743705	3.59438454693099	-0.658966079092689	-0.389087470366499	-0.745601855953674	2.07472648388214	5.90463895351281	0.177820188234457	-2.20978930801522	-3.04580949602863	5.33305292324719	2.88947758570664	-3.04580949602863	3.17078231487294	3	2
TRINITY_DN126715_c0_g1_i1	NA	NA	NA	NA	0.171006722735029	-5.71040376877681	-5.66404194570203	-7.19659225764773	0.000181484412618542	0.0110304687259336	1.70055445493808e-05	0.0491453362619517	0.133927532598774	5.94747805572456e-05	-2.70375933015671	3.03871966619645	-0.94558403655251	-0.803634048100352	-3.04580949602863	-3.04580949602863	-3.04580949602863	1.79279948924591	-3.04580949602863	2.29398677087593	-3.04580949602863	-2.63202481072805	-3.04580949602863	-3.04580949602863	-2.4659231738229	0.70262728951932	-3.04580949602863	-3.04580949602863	-3.04580949602863	2.37607767392567	-1.87497196560798	-2.03065210240573	0.94755785134414	0.538150574216118	-3.04580949602863	-3.04580949602863	-3.04580949602863	-3.04580949602863	-3.04580949602863	1	1
TRINITY_DN126719_c0_g1_i3	NA	NA	NA	NA	3.25830606948278	5.44075735426043	5.67626908670716	5.52433411615579	3.35873375887553e-05	2.78827418021474e-05	3.30815990878759e-05	0.0180733463565092	0.00258684540754061	0.000108796042471495	-0.645024155983792	-2.18553110043713	-3.04580949602863	-0.19411064517377	4.13784526721036	5.0385545674013	4.76408830902861	-3.04580949602863	-0.271969210338535	-1.02154514174168	-0.672988616847614	-0.934190572251611	-1.97714935210557	-0.545717299945245	0.0281772697465118	-0.0263848890972804	-1.94267117459139	0.836626432385956	0.0294459944410701	-1.02681911006946	4.70513579776156	-0.319811319236043	-0.615476174005	-0.865332147562333	-2.13422687265296	-2.34848058678594	5.84074368447068	6.38930990703683	4.47666874654033	2	2
TRINITY_DN126942_c1_g2_i1	NA	NA	NA	NA	-0.122784271722101	3.03957810722251	2.82400872935095	1.46409793859288	8.81525677959603e-09	0.000127484987950851	0.0187784774678596	3.95290806091719e-05	0.00832520291460593	0.0344001454533098	-1.82066848394565	-1.26081739424653	-2.05570477863294	-3.04580949602863	-1.61628924336489	0.368018574578155	1.48043382202836	-1.7358890911258	-1.92954319767092	-1.16439409029593	1.73399386845939	-1.82628224973664	-0.770446074806143	-0.275716315689326	1.80979794740723	-1.00669108833224	-0.562223383906147	0.729278259533307	-3.04580949602863	-0.623191805567076	1.31915763490447	-2.45072439269138	-1.36995303511739	-1.47884956550599	-2.13422687265296	-3.04580949602863	1.1529417327484	-1.30801219947142	-0.332529281408405	2	2
TRINITY_DN127522_c0_g1_i1	NA	NA	NA	NA	4.62556851202501	-1.10543194357674	-1.19387353831085	-3.13309521770236	0.000167860906919287	0.000206017205894802	1.207619566157e-23	0.0473057344589971	0.0116447330348732	3.69215959402887e-22	2.31643206746926	5.75178423024254	6.06964891562164	5.85305490280317	2.83695133384216	4.51153879541421	2.59077079529825	6.28066657830063	5.30142593242227	4.10905219285527	3.34867352920317	4.24382547192664	3.56268390510141	3.61425970905679	2.92214452797718	3.94989107649849	2.73466072400069	3.57320298160306	4.70480936668725	3.92845457884842	3.0799304226343	5.98428940671639	3.88692441078051	4.05863926710799	4.47295647883907	6.2418702684033	2.59813359159059	3.3647554688778	3.09325845184394	1	1
TRINITY_DN127581_c0_g2_i6	NA	NA	NA	NA	3.13892180615082	5.7089748303991	0.367408108037934	-0.29897487716436	1.15394065342498e-06	0.698481250418259	0.744879445580317	0.00163404069896837	0.915334582919152	0.802204870535683	-2.19567434428874	1.83872008223871	-1.64315174127918	3.26440492389303	0.638448105411262	4.85252052183095	2.04437410185709	-1.47419506325688	4.30584917095511	-2.57750718628733	-1.53102146862943	-3.04580949602863	-1.37000757018801	4.24896496175251	-3.04580949602863	-3.04580949602863	-1.94267117459139	5.2145267496577	5.40157421928106	-2.52361014592682	-2.54282598002447	-1.21684958897677	-2.52072490623989	4.5016494687857	4.63040099686903	-1.24423713969699	2.48227751606793	5.23769092822983	0.903826968285375	3	2
TRINITY_DN127888_c0_g2_i1	NA	NA	NA	NA	0.25925640032142	3.54979728226083	-0.735866286439424	3.12229365254465	2.69319808868212e-07	0.298999838566374	5.17462138962036e-06	0.000517574961257088	0.659338632622596	2.01889774489176e-05	1.02336326737332	-1.4424637471033	-1.83473152588592	0.0352230558891237	-0.0105941712495109	-1.4941479569259	0.686795401006119	-2.46750559200355	-0.87474484949601	-1.94117661035292	0.31705898383979	-3.04580949602863	1.32955812708716	-0.0483682830515218	0.667987580598546	-3.04580949602863	1.14189677606198	0.196066590352799	-0.389087470366499	-2.52361014592682	1.13233061190475	-1.70571154530996	-0.300091695763116	1.01617215851426	1.3035822767671	-1.00754914695736	2.15911744479376	-0.044769942935468	0.954812388012206	2	2
TRINITY_DN128095_c4_g3_i3	asf1b	Chr03	123901977	123901977	1.96049831905627	2.13586158938709	1.30452832407286	0.398708713765042	2.75849345854821e-05	0.016883773846227	0.428712752792838	0.015790907766434	0.168783455472531	0.514077604508984	0.211474409942814	0.634867565213558	0.351242526611044	0.94735736833858	1.08448883262608	2.0346894204363	1.45364655910564	0.636115217193828	0.862448565697675	0.950194074473897	1.80536614408405	1.38680999474233	1.47459325484213	2.07374648190959	4.08367488582924	1.46322763761796	1.70022562729887	2.16192723286639	1.55982347820235	0.977889683598094	1.51035165236231	1.56806615412844	1.02497877309046	0.0346144800413145	1.58587186441543	1.25028048300376	4.43701518911397	2.9017782062589	1.7449067974485	3	2
TRINITY_DN128273_c0_g2_i1	NA	NA	NA	NA	1.26461274343602	-6.33155116645084	1.23969092207036	0.39379218146391	5.66950507303882e-07	0.175778233375136	0.645914594252237	0.000849063274480064	0.524623921479099	0.715768902240068	1.6026613395562	0.0139779225709455	1.61693450211809	0.830039114036462	1.74463664371686	2.73773304543042	-3.04580949602863	0.935384308385279	1.07104832993233	-3.04580949602863	-3.04580949602863	-3.04580949602863	1.63751647313559	2.25512066957235	-3.04580949602863	-3.04580949602863	0.947574456683555	2.61821483793559	1.2051788452065	-3.04580949602863	-3.04580949602863	1.89024314363222	1.65596261517468	1.20649528119576	2.06196628639611	2.09097631004363	-3.04580949602863	2.5302624265535	2.74781288008399	1	1
