gid	gname	chr	start	end	logCPM	logFC.FB.MB	logFC.FL.ML	logFC.FO.MT	PV.FB.MB	PV.FL.ML	PV.FO.MT	FDR.FB.MB	FDR.FL.ML	FDR.FO.MT
TRINITY_DN118236_c0_g2_i2	nipal1	Chr01	29602560	29602560	4.33567865432144	0.190058630172572	0.741964920867408	3.15985796679064	0.421451236632868	0.0254814814735989	4.64445938219423e-33	1	0.207940327281522	2.91280139109407e-31
TRINITY_DN131967_c0_g3_i2	snx25-like	Chr01	35262666	35262666	0.409857565030264	-1.1595747919886	0	-8.6137160643487	0.242319615047998	1	3.16397669654786e-12	1	1	2.97438130749896e-11
TRINITY_DN130634_c6_g2_i1	LOC100486222	Chr01	35569041	35569041	4.15566156896062	0.75659356394495	-1.11180057053341	3.86466243830248	0.147151571040706	0.036408183648626	2.30706371032723e-12	1	0.245135680947518	2.19955879257101e-11
TRINITY_DN108182_c0_g2_i1	LOC100493543	Chr01	43628302	43628302	5.42916743095193	-0.341345456353995	0	5.17443792385408	0.79223243376637	1	0.00152655337950377	1	1	0.00357582436666801
TRINITY_DN125304_c0_g1_i1	glrb	Chr01	44226997	44226997	4.65971146348774	0.914924717745215	-1.88529601154575	-4.16503269528944	0.0560080236325151	0.0161147766465464	1.29085282945156e-21	1	0.164541960408095	3.29823317914475e-20
TRINITY_DN99547_c0_g1_i3	ercc8	Chr01	46198772	46198772	-0.00262322669427681	0.242338092561608	-5.79692007634355	0.947872179297144	0.614000324320715	0.000248330187788366	0.105560561985741	1	0.0131243518741084	0.157215993369851
TRINITY_DN135460_c2_g3_i2	ednra	Chr01	48225092	48225092	3.94694433752623	0	-1.53348063014656	4.07536219828509	1	0.00723448515464601	0.000519829724463609	1	0.106130765041304	0.00133901567608362
TRINITY_DN127850_c0_g1_i1	enpep	Chr01	58901065	58901065	1.68182901198708	1.22416547054389	1.36897140334216	-7.79612637568339	0.148546311288539	0.013434389464442	1.71728075532681e-23	1	0.150203418814154	5.2030899461788e-22
TRINITY_DN96535_c0_g2_i1	ndnf	Chr01	62015214	62015214	2.88995318050175	-0.243272917124729	1.2331098877483	10.6583361333668	0.79797715956532	0.226629326837922	6.93122508859608e-12	1	0.585787495299671	6.26839028600597e-11
TRINITY_DN121138_c0_g1_i1	dapp1	Chr01	65208909	65208909	1.09179197474667	0.317708516550741	-1.42803182468939	-3.39608969900855	0.665178935169011	0.0824890173428824	4.62230326774726e-05	1	0.369648069888449	0.00014798080606704
TRINITY_DN128027_c3_g2_i2	LOC100487777	Chr01	65368064	65368064	0.96087033314256	0	0	3.99856088342152	1	1	6.97580400204224e-09	1	1	4.28600152260668e-08
TRINITY_DN200018_c0_g1_i1	LOC100485437	Chr01	67211793	67211793	0.353882671159888	-4.50525745043272	-5.03820828940386	-6.872759179095	0.0028079306424136	0.0274806694770942	5.87767789002783e-05	0.152165481722873	0.214433704257895	0.000183796982370059
TRINITY_DN135835_c0_g1_i3	g3bp2	Chr01	70058310	70058310	5.5438016376167	0.236094701010888	0.403145799909497	-6.67453251850701	0.394714511602666	0.254127153034507	7.38382462748283e-87	1	0.61760747288914	7.64083852317022e-84
TRINITY_DN112264_c1_g2_i1	sppl2b	Chr01	73880850	73880850	0.0640193318316867	0.861373110216479	0	9.36647542501273	0.415834654935721	1	4.25355232973648e-14	1	1	4.98006202922367e-13
TRINITY_DN118840_c0_g1_i1	dapk3	Chr01	74262644	74262644	-0.221569079139709	-0.584493174967886	0.0214805469430312	3.23470576012437	0.178320088267383	0.976530278082311	5.25633286194769e-09	1	1	3.28658228330705e-08
TRINITY_DN127647_c0_g1_i3	gamt	Chr01	80577632	80577632	9.82285096155588	-0.140673500613135	-0.120992545678616	3.37587835220919	0.686183595754151	0.743272893057151	8.81902223013459e-19	1	0.936874635747015	1.6972517389254e-17
TRINITY_DN128678_c1_g2_i1	c2cd4c	Chr01	86414425	86414425	3.8945843737056	0.0148398124200926	-2.46570537251173	4.85226904496062	0.969742306148557	0.000132900689419122	3.63689159232649e-06	1	0.00861612782848549	1.46392518985151e-05
TRINITY_DN116269_c0_g2_i1	slc26a1	Chr01	90427648	90427648	4.29969256755511	0.778940754840129	-7.12341849829151	5.3939162019724	0.219161984453959	5.17167350298091e-06	1.53735457578299e-12	1	0.000732336187356323	1.49593218305394e-11
TRINITY_DN125165_c0_g1_i3	ugcg	Chr01	95778004	95778004	6.10520837769088	0.231513374746528	-1.89558146209953	5.88988543981405	0.642634890670004	0.000679792944099211	1.74770828311538e-21	1	0.025473299667116	4.37414803322969e-20
TRINITY_DN16115_c0_g1_i1	kiaa1958	Chr01	96148157	96148157	0.173686308058214	-5.00289765333262	-2.5732097852326	-8.34170788243996	0.0015495232127976	0.155337577425741	8.48986744643439e-06	0.117285143604283	0.496241264895803	3.16414854753175e-05
TRINITY_DN122933_c2_g3_i2	dgkq	Chr01	98668745	98668745	4.8537951744387	-0.0698097516004544	0.117729898959767	3.0598054586368	0.840002839156453	0.757702605478111	1.5343046688044e-16	1	0.942356057892506	2.3454810860331e-15
TRINITY_DN122009_c0_g1_i1	LOC100492550	Chr01	98813361	98813361	5.17922265840739	-0.304556201511356	-2.10194377464827	-7.76998183354134	0.554288519160612	0.0175210461010619	7.4234368839968e-38	1	0.17191967372322	7.15869424243491e-36
TRINITY_DN131178_c0_g1_i2	nr2f6	Chr01	99514503	99514503	0.315456414364668	-0.194758244390705	-3.88154844088478	-7.45034036806691	0.724149084094731	0.0482503386887692	1.49098770623993e-13	1	0.280502014653625	1.63734792801573e-12
TRINITY_DN76458_c0_g3_i1	Xetrov90001997m	Chr01	101423083	101423083	4.07106534243358	0.25883183709474	0.557173367441607	3.54447115956516	0.78282488826033	0.0942458644074728	1.47462075817153e-06	1	0.395459292246266	6.36117869145503e-06
TRINITY_DN135160_c6_g1_i3	igfbpl1	Chr01	102887053	102887053	-0.152380659019385	-0.0578504065738692	0	-9.1187884066508	0.958285732676428	1	6.15645154723547e-17	1	1	9.80694664762405e-16
TRINITY_DN127583_c4_g8_i1	topors	Chr01	102938411	102938411	2.35984265140331	0.30209445479281	0.278076645748732	4.31387113514884	0.685333192358272	0.747580447245396	1.42040490759177e-05	1	0.938179327719019	5.05368871181654e-05
TRINITY_DN107915_c0_g1_i1	LOC100485344	Chr01	103155831	103155831	8.4729385168322	0.0392287388589486	-1.49334688918845	4.42989573052439	0.929649991376796	0.00235062636495921	5.59175146883786e-18	1	0.053870189394572	9.89776797822911e-17
TRINITY_DN132580_c2_g1_i1	adamtsl1	Chr01	106519021	106519021	1.1370280721989	-0.464424065789401	-0.864991805022691	-5.46039932477398	0.517740546759849	0.143813944955162	5.95573689665652e-19	1	0.479671346784357	1.16537528148759e-17
TRINITY_DN131158_c5_g2_i2	LOC100488523	Chr01	111913053	111913053	6.76697399531437	-0.0343873789687731	0.903691382475084	8.33186791059126	0.90135329380831	0.123279681709879	3.55233053540827e-100	1	0.448633031752873	1.19469316318949e-96
TRINITY_DN87262_c0_g1_i1	LOC100486127-like	Chr01	116814354	116814354	1.07953267070189	-5.6136471577183	-2.56846336189	-8.35393627780409	5.61875511007831e-05	0.0895822013706702	2.72446016520435e-07	0.0253398824112591	0.3851991922633	1.33348373194148e-06
TRINITY_DN118778_c1_g1_i12	mamdc2	Chr01	117467899	117467899	3.45764430822971	-4.97440827431843	-8.20475731217148	-8.28163483030361	0.00701852585826153	0.00212957787670599	0.000110206362912843	0.251777917622035	0.0503925178300568	0.000326337463589043
TRINITY_DN60755_c0_g1_i1	zfand5	Chr01	118277788	118277788	-0.254457703056138	-7.10092965979459	0	-7.87549688171227	0.000153131851525487	1	5.38742841096144e-05	0.0473057344589971	1	0.000169908289059802
TRINITY_DN14458_c0_g1_i1	rorb	Chr01	119060204	119060204	-0.189702368978029	-4.54713752294725	-4.00850484342417	-7.92627299034076	0.00403027926337518	0.0830064848001733	2.36226093280162e-05	0.181084811786832	0.37060894018398	8.01945695296574e-05
TRINITY_DN134415_c0_g1_i7	ubqln1	Chr01	121852146	121852146	6.66749597154349	-0.143715681783806	-0.637879329064198	5.6010307633175	0.627357207609775	0.314172124214835	1.76394331424604e-41	1	0.673852120695165	2.15722249408135e-39
TRINITY_DN63549_c0_g1_i1	isca1	Chr01	122707595	122707595	-0.0479513656732841	-5.17006275084719	-4.84217190143869	-8.22305307977531	0.00428488262593742	0.0476936795944646	6.80631367810399e-05	0.18679604647009	0.279116357872651	0.000210511403045623
TRINITY_DN128830_c0_g4_i4	aaed1	Chr01	124125662	124125662	4.25046645588907	-0.0633973718301324	0.426363912293974	3.27219264214373	0.854686007315191	0.26442361293956	3.83483540582449e-17	1	0.626443517672029	6.22293405269649e-16
TRINITY_DN124935_c0_g1_i2	diras2	Chr01	126193162	126193162	1.45094047201655	-0.464478401244986	0.966134258191038	3.93729058269271	0.304699154795461	0.0396391379291187	1.38117495281399e-11	1	0.257670034658417	1.21201045180598e-10
TRINITY_DN180006_c0_g1_i1	rec8	Chr01	127110813	127110813	1.21377146092528	-4.56882877369055	-6.15978170691031	-7.89784264844559	0.0135021056706439	0.0170670787674907	0.000251126983828004	0.392139775894035	0.169452388252214	0.00068965719096585
TRINITY_DN78131_c0_g1_i1	twsg2	Chr01	127451015	127451015	0.868230248965228	-5.47090232349654	-5.97424087424483	-9.0356300180743	0.00284641208111776	0.0166121496019073	2.3533377977339e-05	0.152859714655635	0.167209085312127	7.99451432424628e-05
TRINITY_DN215212_c0_g1_i1	LOC100498627	Chr01	131257426	131257426	1.15025113580934	0.219135241510571	-0.799503475645265	-3.25422775589696	0.660131786367989	0.138781783534754	1.88291641843839e-10	1	0.473247640811476	1.44412389504233e-09
TRINITY_DN127583_c4_g3_i1	ddx54	Chr01	132712923	132712923	3.22219886185255	-0.0988320971175678	0.405115545155745	4.03431272593231	0.765891368046692	0.326894352800719	3.04854539581285e-13	1	0.685905878925453	3.23554689839624e-12
TRINITY_DN111958_c0_g1_i1	iscu	Chr01	132867555	132867555	1.32747704132502	0.750278592574832	1.24023671761137	-5.53210582670246	0.471111736947016	0.0221537887841351	2.18606022437154e-10	1	0.193699143110482	1.66193699736412e-09
TRINITY_DN116994_c0_g2_i1	tbx5	Chr01	133487176	133487176	2.9705049229609	-0.0826138730905703	2.20069622983596	4.00301123860791	0.808104966722967	0.0987902324903348	3.04513585313769e-16	1	0.403580705706098	4.46968795028202e-15
TRINITY_DN124680_c0_g1_i1	fam222a	Chr01	138619037	138619037	-0.13338943359795	1.84940475350846	-0.768304899522971	-4.02655615021783	0.123843920653808	0.664907554079158	0.00138177203799292	1	0.897158362211622	0.00326310687985601
TRINITY_DN132581_c0_g1_i5	crybb3	Chr01	139272933	139272933	1.72790791260765	0.1131027612105	-2.12095166702922	-8.25509782352289	0.8864562095618	0.0952808793930978	9.00725312507137e-28	1	0.397385220907037	3.88365617516098e-26
TRINITY_DN120776_c1_g5_i4	ccdc64	Chr01	142899975	142899975	3.79995281032425	-0.140853091433287	-0.111729279496454	4.05322947076119	0.722571358595081	0.795286189705851	2.31830276422464e-18	1	0.956579064152537	4.24312488921524e-17
TRINITY_DN94735_c0_g3_i1	fam211b	Chr01	144116504	144116504	-0.157663020416215	0.318158142640371	4.37127521724639	3.3764368997839	0.703614824846208	0.00931291409203083	0.000108015644655184	1	0.121289940937329	0.000320556024646783
TRINITY_DN134898_c1_g7_i3	vegt	Chr01	144396774	144396774	1.02638175344663	0.422857842385836	-0.304449396236446	3.6049986708835	0.622210743375722	0.744269022534864	0.0002578034973197	1	0.937346182090006	0.000706118608916475
TRINITY_DN123940_c0_g1_i5	LOC548788	Chr01	147967898	147967898	3.11981725424501	0.104404527573203	0	4.13623765862158	0.755629691785806	1	0.0001435208846343	1	1	0.000414360918670013
TRINITY_DN126891_c4_g1_i3	dnah10	Chr01	152202210	152202210	9.48586813144235	-1.38291427026889	0.709685879555198	-3.3278723396949	0.0350034231274342	0.282260945950163	2.04585215145687e-06	0.792310226116903	0.645127506695935	8.61133481460375e-06
TRINITY_DN81743_c0_g3_i1	diablo	Chr01	153284825	153284825	0.517892698698116	-4.10619561162101	-2.15629225980972	-5.75120534291716	0.00260233165373816	0.153125547690859	0.000120863837164835	0.147940956905783	0.492627389767138	0.000354269695927648
TRINITY_DN123981_c0_g1_i1	setd1b	Chr01	153526852	153526852	1.67780426627845	0.0531475263789416	-0.23332003376126	3.81022586259395	0.89696763910074	0.612870240699487	2.2126229742543e-16	1	0.871075048791104	3.30909511519243e-15
TRINITY_DN123955_c0_g1_i4	p2rx4	Chr01	153862618	153862618	1.20639230716905	-0.411852442900386	3.71144986128333	1.71609319033086	0.66584810327835	0.00134887178673674	0.0815913846428755	1	0.0395463048476908	0.125865271705554
TRINITY_DN86592_c0_g2_i1	ift81	Chr01	153958425	153958425	0.197581154712535	-2.93620587759519	0	-9.53414677313118	0.0103920361204912	1	4.96042057118403e-20	0.322117202559694	1	1.07715993113564e-18
TRINITY_DN133153_c0_g1_i1	tesc	Chr01	156220320	156220320	4.77534199847484	-0.11390947673263	-1.19285791887508	3.59159269260992	0.716407717418196	0.000756682230907488	4.06062110579758e-26	1	0.0271157797512668	1.51737515071505e-24
TRINITY_DN134935_c0_g2_i1	slc12a2	Chr01	159210667	159210667	3.78034475459124	-0.170208492815015	-4.81256583465801	-3.14309989373399	0.642437975055837	2.31803530934481e-13	6.02216116276837e-15	1	4.45476714270873e-10	7.73764307947866e-14
TRINITY_DN133816_c2_g3_i2	arl14epl-like	Chr01	163243296	163243296	2.69774346214777	0.0134140380444912	0.465641100955473	3.59927199978162	0.978072673065283	0.457549143651475	6.2745736250843e-11	1	0.778004152811914	5.09560529377884e-10
TRINITY_DN189998_c0_g1_i1	sv2c	Chr01	165245806	165245806	-0.0230422979113556	-0.156426451232513	0	3.87613807238528	0.744035319340072	1	2.54505211958082e-10	1	1	1.92290444474366e-09
TRINITY_DN124648_c2_g2_i2	fam169a	Chr01	165740329	165740329	1.80963521433475	0.262798399639675	-0.0763204230960081	-3.64248339490955	0.737807565352118	0.908190132230963	4.40355811680463e-07	1	0.998409153363871	2.0880812677587e-06
TRINITY_DN124497_c3_g1_i2	ankra2	Chr01	166503856	166503856	5.04710829733676	-0.238595450073334	-0.449503868419624	-4.0545793711226	0.36418219006618	0.128053733755811	7.54951438089586e-43	1	0.456534984141095	9.86017885524287e-41
TRINITY_DN98819_c0_g1_i1	glrx	Chr01	172667785	172667785	2.35857076976508	0.0995877446605723	-7.79803527279741	0.231118941048507	0.838459051842844	6.97473679673869e-09	0.638083775405102	1	3.54066591540103e-06	0.708996612590827
TRINITY_DN109468_c0_g1_i1	pik3r1-like	Chr01	173932735	173932735	1.19771005050785	-0.117220903967182	-1.86579542870273	6.00692805022789	0.802033264541676	0.364291366084666	4.20939881515031e-18	1	0.712070865671537	7.54522818931506e-17
TRINITY_DN130370_c3_g2_i1	cwc27-like	Chr01	175369840	175369840	1.06440885007071	1.33536632735517	-0.56851778113436	-3.74932709821943	0.0258430404267849	0.341977420981318	1.51448116637002e-08	0.642612756638306	0.698678905877619	8.87156886156876e-08
TRINITY_DN114827_c0_g1_i4	wdr70	Chr01	184283815	184283815	1.90679068150451	0.245339986303344	0	3.20451525922408	0.591913065782254	1	0.00714576340762474	1	1	0.0145088494817103
TRINITY_DN109883_c0_g1_i1	mtmr12	Chr01	187505024	187505024	1.48434641711253	-1.25108760376069	-1.23653049303168	-6.05612875064792	0.031810927149035	0.131882872708154	7.59341236951683e-34	0.747177782643412	0.46243132316896	5.26548350004769e-32
TRINITY_DN132040_c1_g1_i3	acaa2	Chr01	192462441	192462441	7.6669207103163	0.713333724324473	0.382466058559622	3.7627843825488	0.240589683838079	0.383947666156219	8.29212286999407e-10	1	0.723105416685402	5.85563164874515e-09
TRINITY_DN121537_c1_g1_i2	LOC100486057	Chr02	4092728	4092728	3.42636158727736	-0.0154426078527608	1.79732310041126	3.1152098376114	0.982503635617626	0.0521944526336003	0.000158921960164798	1	0.292280456578047	0.000455307777471398
TRINITY_DN135455_c2_g13_i1	LOC101731874-like	Chr02	5837480	5837480	0.305367931432045	-1.01252205565059	2.58011252994614	-3.08987880472236	0.300989842501263	0.162517503341534	0.0217345635467431	1	0.506549284917048	0.0392172511719619
TRINITY_DN107229_c0_g1_i1	cbr3	Chr02	9369579	9369579	2.04642551827589	2.03158732552951	2.79214066255484	-4.01299682939538	0.0429452440522192	0.0138261171277021	2.59562990633914e-06	0.919205880051676	0.151524106444328	1.07290555584659e-05
TRINITY_DN71326_c0_g2_i1	runx1	Chr02	9819664	9819664	1.06433918501769	-5.32007730800841	-6.62497075732342	-7.59674844288822	0.00157252855687616	0.00585321056996443	5.64418743437724e-05	0.117285143604283	0.0935158137677512	0.000177195872721026
TRINITY_DN115683_c0_g1_i2	donson	Chr02	10021947	10021947	4.88564995192412	0.669236619401888	-3.38506139208539	-3.2970963672132	0.397549624340559	0.00270762235237617	5.04910558057199e-10	1	0.0590823839340476	3.66260948086518e-09
TRINITY_DN121679_c0_g1_i1	app	Chr02	14238747	14238747	7.06853199650111	2.05418593276965	0.652411651858565	3.79945389160917	0.000825776321993699	0.253334486373589	1.19164894023611e-09	0.0974452278212301	0.616661933943853	8.19772813527292e-09
TRINITY_DN136816_c0_g1_i1	gabrr3	Chr02	16485667	16485667	2.62199060851987	0.376862375498531	-0.889633494115944	4.50606486279562	0.281233249662902	0.0143505124887751	3.17793778931741e-26	1	0.154882579012703	1.20766124606758e-24
TRINITY_DN183163_c0_g1_i1	gbe1-like	Chr02	20392922	20392922	0.559579622958307	-1.43354790016795	-2.43099398687821	-8.66473745904512	0.148942593734149	0.241453310489212	4.37110938913027e-15	1	0.603499189539206	5.68963222615143e-14
TRINITY_DN116710_c0_g1_i1	rbm11	Chr02	22361782	22361782	1.11482513061185	-0.226427729181016	-0.421788096191307	-3.46759165439713	0.540829620667476	0.63042834368475	9.99825720406603e-15	1	0.880315031613626	1.25702387885699e-13
TRINITY_DN130789_c4_g1_i2	ankrd13b	Chr02	25051032	25051032	3.68237835718508	0.0909089009345927	5.60106814883113	2.83714947277434	0.91826515220135	0.000639083339030724	0.00434920361670485	1	0.0242518155664621	0.00929403811435404
TRINITY_DN129042_c7_g5_i3	nufip2	Chr02	25447958	25447958	6.1662502866488	0.553012281738241	0.318774715349716	-6.52951137437275	0.0804384686766974	0.187056239412287	3.65148802746203e-95	1	0.539910510705142	9.82432853788659e-92
TRINITY_DN125828_c2_g2_i3	sez6	Chr02	26232354	26232354	4.01202382192788	-0.0542536518511163	0.0607360544634819	-6.83677420660578	0.888391848088132	0.89586814124373	3.82213754409487e-58	1	0.99374695279994	9.79377244036882e-56
TRINITY_DN114443_c0_g1_i1	vtn	Chr02	27347835	27347835	3.04512572250167	1.95583879185401	-0.821927024516749	-5.01952650200639	0.0474044344862391	0.236011853859227	4.13961456595397e-34	0.978079992217994	0.597366656482109	2.91561073028773e-32
TRINITY_DN127177_c1_g1_i1	smg6	Chr02	27419260	27419260	2.50948033259449	0.784780472861647	0.315882106659765	8.05247475691171	0.45650409002839	0.751432056953049	5.47675204146038e-09	1	0.939796242138312	3.4148786483312e-08
TRINITY_DN136054_c1_g1_i2	ovca2	Chr02	27758714	27758714	3.9546232659019	0.213321214803741	-0.85957602208255	-3.24221622827734	0.556668168223703	0.0386445328528335	5.69202178913075e-16	1	0.254026669046051	8.10713849849459e-15
TRINITY_DN107077_c0_g2_i1	Xetrov90004309m	Chr02	27773007	27773007	4.79030928495838	-0.186652453500097	0.175251687274508	4.4612667846304	0.688251144715049	0.720408550718612	6.37720291839971e-16	1	0.925930216981238	9.03997073337956e-15
TRINITY_DN118765_c0_g2_i2	rtn4rl1	Chr02	28055999	28055999	1.06452319017146	0.12755673241437	0.857869117580998	3.21698849290908	0.783293455783674	0.0849792804410741	1.21314804921946e-09	1	0.374967094281323	8.33284357014288e-09
TRINITY_DN122709_c0_g1_i1	kal1	Chr02	28711469	28711469	1.85043990590442	-0.360639158016467	0.12437403170581	4.62581782488358	0.299343461576137	0.734087957757526	1.37781399590491e-25	1	0.932293438917453	4.87123331929326e-24
TRINITY_DN61917_c0_g2_i1	pnpla4-like	Chr02	29064471	29064471	0.711485285443286	-5.18093651544124	-5.41904674718216	-9.06317480399647	0.00356514629073675	0.026745819119929	1.71332888994529e-05	0.170548018176569	0.211832871186839	5.98819352870591e-05
TRINITY_DN39540_c0_g1_i1	cmss1	Chr02	30726147	30726147	1.9987143392951	-2.30531311378666	-1.01900578107083	-3.50087258463813	0.123588853250952	0.50752635662068	0.0260448403355577	1	0.811350087009641	0.0460314280515129
TRINITY_DN103432_c0_g1_i1	figf	Chr02	32846215	32846215	0.411956603264913	-0.632642531076856	-7.05663672096632	5.93209620331419	0.493775745213951	0.000177254495002395	1.44778993582296e-05	1	0.0106756234749992	5.14160351416537e-05
TRINITY_DN140209_c0_g1_i1	piga-like	Chr02	32957552	32957552	0.689884267823675	-5.25330893508507	-5.34153015456714	-6.73958560667454	0.00179448464002976	0.0242806299198769	0.000204487684427346	0.122557701399126	0.203194509485004	0.000572084969275007
TRINITY_DN121709_c1_g3_i3	supt4h1	Chr02	38432655	38432655	3.78100707164191	0.911860760956493	-1.37225095520039	-6.53252860389955	0.290861591311007	0.085657556697415	3.37362798563397e-47	1	0.376202507826306	5.37085567772082e-45
TRINITY_DN129802_c0_g12_i1	arsd	Chr02	38727829	38727829	-0.0222323481255257	-0.646840207560505	2.57759684676494	5.21817860135184	0.57857031186455	0.167342341105477	5.69549305024935e-05	1	0.512503777739654	0.000178598182420698
TRINITY_DN136458_c4_g3_i1	map3k15	Chr02	38942920	38942920	1.68414519107112	0.182348806616552	1.10193159317551	3.41387180452245	0.654307746014935	0.0241036335960751	1.32292501191707e-12	1	0.202496124793421	1.29902545422002e-11
TRINITY_DN118221_c0_g3_i1	ywhae	Chr02	39506581	39506581	2.35463508942021	0.293326172678339	0	-3.49862012959245	0.696226100325573	1	5.56887896781624e-05	1	1	0.00017499496452826
TRINITY_DN135585_c3_g1_i1	scarf1	Chr02	39858649	39858649	3.3742539169233	1.34882222305717	0.038283253513826	-7.71616453419798	0.139407944821348	0.959803863881515	5.51807689561163e-22	1	1	1.45695641684427e-20
TRINITY_DN120921_c0_g1_i3	plxna2	Chr02	47727120	47727120	0.190392364247623	-0.208233332926053	0.077538247706463	4.98152529486093	0.604388879181667	0.966700251198621	1.17904948394401e-06	1	1	5.18592878298407e-06
TRINITY_DN118363_c0_g1_i2	aatf	Chr02	49899694	49899694	-0.0312145230687428	-0.169488083186355	-5.52698560160296	2.58679025229383	0.723467716994262	0.000757144838270505	0.000383308009226525	1	0.0271157797512668	0.00101385194536371
TRINITY_DN124267_c8_g1_i2	nudc	Chr02	51999373	51999373	2.8975751056619	-2.77244692910752	-3.99338273613773	-2.06905880619192	0.00576983043941391	0.000363569501316527	0.0277808640836683	0.22304208042016	0.0168943651691212	0.0487474172158804
TRINITY_DN70925_c0_g2_i1	kdf1	Chr02	52020407	52020407	0.753414036119704	0.374134812898597	0.230280443654282	-6.27023881680477	0.47161637213471	0.67802317105923	2.42639315039317e-20	1	0.904619760176385	5.46751320865397e-19
TRINITY_DN115713_c0_g1_i1	phactr4	Chr02	52520516	52520516	3.81039529095769	-0.120183901583844	-0.0995383308823062	-3.34154106406093	0.685242338364861	0.765233030853184	1.58202302813219e-37	1	0.944257691024808	1.49874399901044e-35
TRINITY_DN123285_c0_g2_i2	oprd1	Chr02	52800257	52800257	7.03329895985897	0.213650207091901	-3.18611401827032	4.12217892385419	0.555387261222862	0.115154387248939	1.00521994807839e-15	1	0.435083385610547	1.39914344040606e-14
TRINITY_DN180966_c0_g1_i1	dnajc8	Chr02	53473215	53473215	-0.261790888066515	-4.87864125642577	-4.96581827410819	-7.95939137978486	0.00312291875060101	0.0352489342988273	3.22766543723696e-05	0.162194244249699	0.241802103944424	0.00010636984148562
TRINITY_DN131082_c0_g1_i5	Xetrov90004957m	Chr02	58657498	58657498	5.95677467590191	0.338259372064042	0.75784459199597	3.97440286047237	0.373107111098089	0.0561915210587697	5.56346665911279e-21	1	0.303886004841447	1.33409153710722e-19
TRINITY_DN126031_c3_g1_i1	rpl10a	Chr02	61133938	61133938	6.03509610595293	-0.263488063625732	-0.464512559353834	-3.25853042535185	0.283817679354413	0.0796241088144876	9.09935172637443e-35	1	0.363066687527105	6.8384932457571e-33
TRINITY_DN125668_c3_g1_i1	pgc-like.2	Chr02	62600488	62600488	0.780568602058563	-0.457125284279899	-3.284689233381	-3.34509453528713	0.453862039856733	0.114435773674399	0.00645765959914129	1	0.434040135057586	0.0132325461930614
TRINITY_DN133223_c0_g3_i3	tfeb	Chr02	62645899	62645899	2.7661447484013	-0.170500908958672	-1.16080832687546	3.84678117037693	0.733879301890148	0.0428450519674873	4.04878306429337e-11	1	0.268026948338387	3.36107708561595e-10
TRINITY_DN134963_c4_g1_i1	dyrk3	Chr02	65700950	65700950	0.0481512640206933	0.320889396460827	0.661406916076203	4.23544043670991	0.561191829203251	0.282075261096437	2.02054359066079e-08	1	0.6449007916355	1.16633180233273e-07
