gid	gname	chr	start	end	logCPM	logFC.FB.MB	logFC.FL.ML	logFC.FO.MT	PV.FB.MB	PV.FL.ML	PV.FO.MT	FDR.FB.MB	FDR.FL.ML	FDR.FO.MT
TRINITY_DN122521_c1_g1_i1	rnf103	Chr01	11428540	11428540	0.833786452213253	-0.643916563272414	-0.0607309945146763	-2.90590470124988	0.23978178455303	0.924737400614709	3.1942519702108e-08	1	1	1.78820951432629e-07
TRINITY_DN121040_c0_g3_i2	tnip2	Chr01	11849553	11849553	1.68448373474006	-0.396167264074068	-0.173639043079314	-4.34967914933312	0.375623709151707	0.849121755283454	8.67390504155513e-17	1	0.976517239833354	1.35681055315721e-15
TRINITY_DN136232_c2_g1_i2	tmem129	Chr01	13302596	13302596	3.75174987508975	-0.175372718957884	-0.291841073255478	2.3662981624394	0.560378068727636	0.378031630147763	2.03405257223541e-12	1	0.718642055332831	1.95241471480534e-11
TRINITY_DN112907_c0_g2_i1	spon2	Chr01	14487640	14487640	5.74027408996153	0.000387491675469521	-0.196471257698534	-1.49280975488212	0.998859450219416	0.508397019501463	2.85670801148143e-08	1	0.811658443261427	1.61300585622052e-07
TRINITY_DN121419_c0_g1_i2	LOC100489853	Chr01	14502547	14502547	4.39026470674653	0.301385739719608	0.102595960470088	-2.43879650349186	0.319606809662127	0.753991716730573	1.49867765625474e-15	1	0.941134174838138	2.04472222827251e-14
TRINITY_DN128639_c1_g5_i1	fgfrl1	Chr01	14724047	14724047	1.43801505938773	0.0182621303619277	-0.376128408446422	-2.00529947520457	0.974838089614038	0.545090400868123	0.000447079538099276	1	0.83278412934613	0.00116771915081653
TRINITY_DN120724_c0_g1_i1	thnsl2	Chr01	15242191	15242191	1.80404313466319	-0.214307076713198	-0.214195650893176	1.21285889371828	0.461046894315695	0.571338163275089	3.80351978969987e-05	1	0.847774833604472	0.000123501930897749
TRINITY_DN126177_c8_g2_i3	foxi4.1	Chr01	15315114	15315114	3.61106693721051	0.085631983481972	-0.0117986112859388	1.88508747382842	0.788294984024745	0.973044448545327	1.86909757248742e-08	1	1	1.08356109001883e-07
TRINITY_DN136324_c5_g3_i1	hgfac	Chr01	15854605	15854605	0.774478367569706	-0.147467264416397	-0.263864589887639	1.07920463431783	0.749561494051704	0.629071849937079	0.0153516894921373	1	0.879641293204985	0.0287650397510938
TRINITY_DN133534_c2_g9_i5	LOC101731678-like	Chr01	15912763	15912763	9.84750676729563	0.702638312109507	-0.194853489117524	2.08758243027033	0.107496921299782	0.663433673345506	3.15893722008827e-06	1	0.896559172861033	1.28657592955608e-05
TRINITY_DN124216_c1_g3_i9	fgfbp2	Chr01	16906025	16906025	5.45667449909693	0.0315184564399595	0.364424266442692	1.50849660004301	0.907061887809788	0.203170640570244	5.71744369202093e-08	1	0.560301976685365	3.09699662842406e-07
TRINITY_DN133488_c1_g1_i1	LOC100495174	Chr01	18430207	18430207	1.359575186863	-0.600771253653692	-0.429436511953874	2.57592289496147	0.113497817493038	0.369342493901422	4.66732745175901e-10	1	0.713295403631189	3.39948544082346e-09
TRINITY_DN133473_c0_g8_i4	sorcs2	Chr01	19859326	19859326	4.46847595984158	-0.400247235737467	0.641147770312758	-2.06672413605127	0.253441943753886	0.091175680014218	5.33000415705361e-09	1	0.389316246751712	3.32723345349252e-08
TRINITY_DN131300_c5_g1_i1	htra3	Chr01	20681225	20681225	4.74437171234304	0.0464674098294107	-0.811426192271804	-1.24665962013565	0.871886718062266	0.00943833566683132	1.31480657545654e-05	1	0.122080241183216	4.70473080365184e-05
TRINITY_DN128838_c1_g1_i1	Xetrov90000522m	Chr01	20771304	20771304	2.01151325627984	0.140383985299284	-0.618048791969756	1.50520813952242	0.687993046943992	0.127920960290864	0.000139422988370072	1	0.456499358531791	0.000403656031647131
TRINITY_DN119152_c0_g1_i4	gba3	Chr01	22342374	22342374	2.94006604545578	-0.31989688833348	0.156337577277574	2.77264920087807	0.422152884782098	0.734131712901079	8.66670447698614e-10	1	0.932305000264492	6.09614860008659e-09
TRINITY_DN119009_c0_g2_i2	kcnip4-like	Chr01	22625130	22625130	1.31796315348915	-0.0117288393607151	-0.690793580723517	3.05027949325816	0.979453232950178	0.222949259013227	9.31416044943747e-08	1	0.581526884512931	4.8839892202712e-07
TRINITY_DN126289_c6_g2_i1	pacrgl	Chr01	22668808	22668808	3.48182361567625	-0.0120045976956475	0.107080533218459	3.0675341474508	0.976506959251039	0.798529905914508	6.94285997780109e-13	1	0.957915994607185	7.05162882985045e-12
TRINITY_DN133663_c0_g1_i1	LOC101734689	Chr01	24368691	24368691	5.64893382504669	0.368410621878352	0.552531008235763	1.51976980197751	0.272254262844428	0.117399781262513	1.03755824249407e-05	1	0.439005019439597	3.79647824211925e-05
TRINITY_DN125578_c3_g2_i4	arap2	Chr01	24463234	24463234	3.45934473717489	0.0595902923219818	-0.142347261959105	-1.09974481055357	0.861803814410666	0.707285356364031	0.000912542765220239	1	0.919388951250085	0.00223179375495414
TRINITY_DN134157_c2_g1_i1	pcdh7	Chr01	25551505	25551505	3.74579554820014	-0.131887661970732	-1.02907879998162	-1.54495171265937	0.701349294810345	0.00816406156240823	6.26394044819892e-06	1	0.112816680193422	2.40073102220501e-05
TRINITY_DN127999_c10_g6_i2	klf3	Chr01	26186197	26186197	2.16581171683788	0.546229280356327	-0.844095913152943	3.09739821848901	0.261627489805753	0.0959643836867395	4.59980140618059e-08	1	0.398474038271697	2.52412108572892e-07
TRINITY_DN126256_c6_g2_i1	klhl5-like	Chr01	26330435	26330435	4.25421662408879	-0.0302520611006204	0.0322189689136776	-4.47625165925216	0.923628805591338	0.94306397583326	6.27482675464726e-34	1	1	4.37368429621204e-32
TRINITY_DN133214_c1_g4_i1	Xetrov90000594m	Chr01	27050817	27050817	5.18992135172615	0.0889270674150625	-1.54010922890051	-2.81583198297746	0.751520669165532	1.64491890195898e-06	2.19448411124772e-21	1	0.000307337104563933	5.44171382609401e-20
TRINITY_DN117152_c0_g1_i1	apbb2	Chr01	27469299	27469299	1.64547130565215	0.0472483470896566	0	2.26644635288891	0.959760257298061	1	0.0279166882965412	1	1	0.0489586044464695
TRINITY_DN113985_c0_g1_i1	limch1-like	Chr01	27762044	27762044	3.28849198097767	-0.160108176667829	4.00077779296758	-1.34127378899498	0.703364927416992	0.013306536456448	0.0063047632490601	1	0.149554460750322	0.0129557515631224
TRINITY_DN114033_c0_g1_i2	slc30a9	Chr01	27983571	27983571	1.81656128755315	1.69927848414816	0.683139080918391	1.12277048292203	0.117364771397485	0.391895274242009	0.0148193335000914	1	0.728726404967948	0.0278548391658487
TRINITY_DN128540_c2_g1_i1	bend4-like	Chr01	28031281	28031281	1.69545254962023	-0.0254960127369199	-1.11603743356026	2.32585920732459	0.954972916493027	0.146718834783544	3.75634474117521e-06	1	0.483758609050399	1.50774959363448e-05
TRINITY_DN135526_c5_g2_i2	atp8a1	Chr01	28181203	28181203	4.07705666951775	-0.7129521844046	-2.29799003052824	-11.7247779806767	0.525440670759828	0.0594809795078862	1.17642919904278e-52	1	0.313146215212116	2.4536300465307e-50
TRINITY_DN134913_c0_g3_i1	yipf7	Chr01	28520233	28520233	0.744272972522294	0.563032064477908	-0.653630467951441	-1.14895028640685	0.195112271851489	0.195543261635854	0.0038211988914507	1	0.551497557965126	0.00825313929312683
TRINITY_DN118819_c0_g1_i1	corin-like	Chr01	29391953	29391953	8.72541039049793	-0.0686009009756902	0.0142240091300884	3.39035172761125	0.856913128214538	0.971843201767868	4.47874612938467e-16	1	1	6.48201530990287e-15
TRINITY_DN119206_c2_g1_i3	cnga1	Chr01	29576562	29576562	4.77519768576596	-0.0873583326505614	-0.307007086019793	1.8794253591216	0.659189337111928	0.162179515572587	2.49183782290749e-19	1	0.506007745886438	5.06366288710922e-18
TRINITY_DN118236_c0_g2_i2	nipal1	Chr01	29602560	29602560	4.33567865432144	0.190058630172572	0.741964920867408	3.15985796679064	0.421451236632868	0.0254814814735989	4.64445938219423e-33	1	0.207940327281522	2.91280139109407e-31
TRINITY_DN123846_c1_g1_i1	tec	Chr01	29623054	29623054	0.0330943828875872	-2.27961468406855	-1.74148814179386	1.80226365331011	0.045582497707299	0.385138876825867	0.00663754203743426	0.95513792898355	0.724060173081316	0.0135691108971331
TRINITY_DN110193_c0_g1_i1	fip1l1	Chr01	30492454	30492454	1.38083393522723	-0.357321922035647	0.525474887065173	1.80813954594183	0.590309696575565	0.453039095057367	0.00891940115602443	1	0.774437631775067	0.0176999917467796
TRINITY_DN132705_c7_g1_i2	chic2	Chr01	30765806	30765806	0.325973538500906	0.278530149635028	-0.288139778403423	1.14513008068239	0.579026677346284	0.598849700817069	0.0218972844213051	1	0.862945273444553	0.0394843802262056
TRINITY_DN134673_c2_g2_i1	srd5a3	Chr01	31182035	31182035	-0.15240969660541	-0.669661935375545	-1.86592631165983	-1.76385824674149	0.167282323950322	0.364287615493928	0.00319682488593191	1	0.712070865671537	0.00702987932619519
TRINITY_DN124009_c0_g1_i3	ppat	Chr01	31660752	31660752	5.06496534368171	0.0361535492397557	0.185689452258006	2.96978989741127	0.867012308488034	0.425423752594352	7.5028487996921e-36	1	0.753970493613796	6.06198639506655e-34
TRINITY_DN111407_c0_g1_i1	mtmr7-like	Chr01	33120053	33120053	0.90234407053844	0.210974096146812	0.38957264733323	1.11066449636094	0.597753383406863	0.37249045456172	0.00440175046243133	1	0.715295946845454	0.00939019157879122
TRINITY_DN125103_c0_g1_i3	pdgfrl	Chr01	33244452	33244452	2.57234138383562	-0.140245823517062	-0.403521957366477	-1.5778128790714	0.776281698144204	0.465278779072664	0.0018462824992467	1	0.783259270641856	0.00425475208927045
TRINITY_DN114622_c0_g1_i3	ankrd37	Chr01	35248675	35248675	0.547945161720753	-0.153136757704212	-1.86499700766979	-2.23249862274876	0.743891021021045	0.364314333708546	3.20124820918887e-05	1	0.712070865671537	0.000105615675129646
TRINITY_DN131967_c0_g3_i2	snx25-like	Chr01	35262666	35262666	0.409857565030264	-1.1595747919886	0	-8.6137160643487	0.242319615047998	1	3.16397669654786e-12	1	1	2.97438130749896e-11
TRINITY_DN130634_c6_g2_i1	LOC100486222	Chr01	35569041	35569041	4.15566156896062	0.75659356394495	-1.11180057053341	3.86466243830248	0.147151571040706	0.036408183648626	2.30706371032723e-12	1	0.245135680947518	2.19955879257101e-11
TRINITY_DN120539_c0_g1_i1	Xetrov90000766m	Chr01	36457341	36457341	2.42262419973452	-0.163467951624148	-0.617070347922145	1.98176272535699	0.687535767308087	0.243095585500277	1.13470329803788e-05	1	0.605280505920906	4.11444639268317e-05
TRINITY_DN131589_c8_g2_i1	spcs3	Chr01	38518783	38518783	4.94808349540316	0.278879049212098	0.399593964043296	-1.27836374120471	0.234851954512473	0.114481811585051	4.91671343086907e-08	1	0.434066113401323	2.68706428717311e-07
TRINITY_DN129285_c0_g1_i3	hand2	Chr01	39412802	39412802	3.92293122856565	0.526450171146065	1.15122689173966	2.94577181559406	0.41385037538203	0.242884416472202	8.69110377269349e-08	1	0.604962527789723	4.57690638098098e-07
TRINITY_DN111985_c0_g2_i1	nek1	Chr01	40766102	40766102	1.60100155608375	-0.773700546051438	1.00682325410122	1.66377630796746	0.108843042129651	0.0584570383576172	0.000801748708684171	1	0.310310102234106	0.00198390959322612
TRINITY_DN121407_c0_g1_i1	LOC100488610	Chr01	41360546	41360546	4.77553488515157	-0.121403025183954	0.00705170051207162	-2.11192648654024	0.725967745416399	0.984509190552167	1.91345984283361e-09	1	1	1.27587700300962e-08
TRINITY_DN125805_c1_g1_i1	spock3	Chr01	41555975	41555975	4.19198777846977	-0.309642339016205	-0.152931872018807	1.31374220956616	0.264774340094763	0.608377111340863	3.29702777739894e-06	1	0.867748194608355	1.3369484905941e-05
TRINITY_DN108182_c0_g2_i1	LOC100493543	Chr01	43628302	43628302	5.42916743095193	-0.341345456353995	0	5.17443792385408	0.79223243376637	1	0.00152655337950377	1	1	0.00357582436666801
TRINITY_DN126133_c2_g1_i1	fnip2-like	Chr01	43643926	43643926	4.6191932584251	-0.04926279876762	-0.118042686551628	-1.66596801438717	0.826710096325364	0.642748785180044	7.7199056755538e-14	1	0.886264497637097	8.80475041122403e-13
TRINITY_DN125304_c0_g1_i1	glrb	Chr01	44226997	44226997	4.65971146348774	0.914924717745215	-1.88529601154575	-4.16503269528944	0.0560080236325151	0.0161147766465464	1.29085282945156e-21	1	0.164541960408095	3.29823317914475e-20
TRINITY_DN118707_c0_g1_i1	asic5	Chr01	44585322	44585322	7.2077544720425	0.22843549676646	1.04836431814968	-1.69667711808589	0.375679362388408	0.000115289180168932	1.45999361106744e-10	1	0.0077936065136812	1.13136889705558e-09
TRINITY_DN128905_c8_g2_i1	LOC101730283	Chr01	45285232	45285232	2.96381955217464	-0.0833011092528791	-0.756908986387524	-2.54842209348583	0.812053758562863	0.100543532206658	3.3035220630322e-12	1	0.407643214095095	3.09367424663701e-11
TRINITY_DN115448_c1_g1_i1	mnd1	Chr01	45875149	45875149	3.41695381677367	-0.226193334183422	0.250832455802996	-1.36356342280408	0.46676156643776	0.438748140387051	2.39934232400073e-05	1	0.763975091836721	8.12617135287509e-05
TRINITY_DN99547_c0_g1_i3	ercc8	Chr01	46198772	46198772	-0.00262322669427681	0.242338092561608	-5.79692007634355	0.947872179297144	0.614000324320715	0.000248330187788366	0.105560561985741	1	0.0131243518741084	0.157215993369851
TRINITY_DN105698_c0_g1_i1	pet112	Chr01	46772336	46772336	1.17064701322927	0.293890134901225	-0.794103089246535	2.18301973567074	0.697996216308766	0.35952175219046	0.00629362689449365	1	0.712070865671537	0.0129348431438661
TRINITY_DN135460_c2_g3_i2	ednra	Chr01	48225092	48225092	3.94694433752623	0	-1.53348063014656	4.07536219828509	1	0.00723448515464601	0.000519829724463609	1	0.106130765041304	0.00133901567608362
TRINITY_DN131635_c0_g1_i2	usp38	Chr01	49976472	49976472	3.53074421311924	-0.19890841712271	1.26482718979418	2.27461468399896	0.708369027132128	0.0324372745412855	5.15828587821778e-05	1	0.232293018773832	0.000163621411876267
TRINITY_DN125440_c1_g1_i1	rnf150	Chr01	50883857	50883857	2.2114803527613	0.120440894714484	-0.19410886609537	-1.94363694197407	0.756801671201852	0.691392635749826	1.22259621705894e-05	1	0.911696012103922	4.40406362564877e-05
TRINITY_DN122980_c0_g2_i2	naa15	Chr01	51694092	51694092	5.43014363492727	-0.0895086246886418	0.705353345441869	2.22738800469909	0.836467007653069	0.272732063612945	2.23630365093857e-06	1	0.635367232791262	9.35007765788691e-06
TRINITY_DN116374_c0_g1_i2	pcdh18	Chr01	52732382	52732382	4.60904019794421	-0.00174620236703838	-0.136867961158309	1.44169233318137	0.995285719914097	0.666650573359766	1.78480085909549e-06	1	0.898524536585364	7.59210547256349e-06
TRINITY_DN118699_c0_g1_i6	LOC100498452	Chr01	54941710	54941710	2.1694941572074	-0.071167220531816	0.228999548716357	1.2877736084515	0.851535235177148	0.590659736127735	0.00310992603336876	1	0.85873231387208	0.00685503522265988
TRINITY_DN130626_c2_g1_i3	cyp2u1	Chr01	57523715	57523715	1.73650657630882	0.00268009017389668	0.375777914446194	1.87608842880172	0.993342281438017	0.319702994666954	4.55975825327678e-08	1	0.679565504203882	2.50521331028e-07
TRINITY_DN125389_c0_g4_i1	LOC101733401-like	Chr01	58228452	58228452	2.92218351994599	-0.778454769522053	-0.629801620179332	-2.93310741257591	0.34723253883881	0.474775423862765	0.000807933053431578	1	0.790331170254331	0.00199829369393056
TRINITY_DN116467_c0_g1_i2	sec24b	Chr01	58234143	58234143	1.55868066193318	-0.0453491130156578	-0.463847075326537	-1.06937161920189	0.908982835586925	0.302145475319321	0.0059284336238152	1	0.661920914801246	0.0122544949791601
TRINITY_DN133220_c5_g1_i1	ccdc109b	Chr01	58289293	58289293	3.19063315921962	0.151323680317438	-0.293630871319614	1.155054332448	0.565793805183186	0.328670796635446	1.72011059064421e-05	1	0.68775329804633	6.00799369612911e-05
TRINITY_DN127850_c0_g1_i1	enpep	Chr01	58901065	58901065	1.68182901198708	1.22416547054389	1.36897140334216	-7.79612637568339	0.148546311288539	0.013434389464442	1.71728075532681e-23	1	0.150203418814154	5.2030899461788e-22
TRINITY_DN116040_c0_g1_i1	prss12-like	Chr01	60992714	60992714	6.59935893023959	-0.0402979838457263	0.225443348316813	-1.28499336805608	0.867941188338209	0.378893291027112	1.22414649332312e-07	1	0.719019549310857	6.30588960422335e-07
TRINITY_DN131820_c1_g1_i1	Xetrov90001129m	Chr01	61281695	61281695	1.46534343110124	-0.543972544808798	-0.0222032603620706	1.55399128764238	0.23796016305653	0.961117073869206	0.0051822874315884	1	1	0.0108683017652885
TRINITY_DN130872_c8_g5_i1	fabp2	Chr01	61428301	61428301	10.9907745176908	-0.0469946553376194	0.19961282517468	2.25639020582353	0.918683616372435	0.681987693725777	2.84643774318061e-06	1	0.906400263737602	1.16849874092576e-05
TRINITY_DN128935_c0_g2_i1	mad2l1	Chr01	61633139	61633139	2.8256603388618	-0.101142308232347	-2.49747433111706	1.92311134836129	0.826565437765761	0.00196068596954752	0.000605874677597004	1	0.0489807390999778	0.0015392878376532
TRINITY_DN96535_c0_g2_i1	ndnf	Chr01	62015214	62015214	2.88995318050175	-0.243272917124729	1.2331098877483	10.6583361333668	0.79797715956532	0.226629326837922	6.93122508859608e-12	1	0.585787495299671	6.26839028600597e-11
TRINITY_DN127745_c0_g1_i1	cxxc4	Chr01	63487626	63487626	4.66769147858779	-0.269623721470098	-0.168502569703708	1.24257070860199	0.352154897193479	0.62686434159544	2.00348899621314e-05	1	0.878924395356421	6.90632561731128e-05
TRINITY_DN120338_c0_g3_i1	tacr3	Chr01	63787145	63787145	0.963282113803368	0.317762138313595	-0.264534823414479	1.74351529591117	0.450888858506266	0.560182250728442	3.02329439993542e-05	1	0.842229866211162	0.000100298071307352
TRINITY_DN119306_c0_g1_i2	cenpe-like	Chr01	64038939	64038939	1.078285895619	0.188048318529584	0.725346061322675	1.09631718504721	0.634939667686377	0.118310185314915	0.00635264932297703	1	0.440025241318666	0.0130382203093063
TRINITY_DN135701_c6_g1_i1	cisd2	Chr01	64144545	64144545	1.45216808587774	-0.0396366676688446	-0.303603450255025	-1.23915926010954	0.921307728381281	0.412171346751058	0.0014741470597827	1	0.743986009839471	0.00346210951845789
TRINITY_DN124894_c7_g3_i3	ube2d3	Chr01	64172619	64172619	1.69289882952611	0.0407436754982024	1.22683259605322	-0.154850728347025	0.900170418852792	0.000526406951123311	0.663094445079657	1	0.0214590591211707	0.731230266614811
TRINITY_DN111380_c0_g1_i1	nfkb1	Chr01	64228708	64228708	1.54098598157903	0.209091443976418	-0.963644258697543	-1.08142224418233	0.590835939357503	0.0389519245632281	0.00850120092338841	1	0.255174465637607	0.0169601669022516
TRINITY_DN118043_c0_g3_i1	h2afz	Chr01	65008501	65008501	2.30975290456261	0.208479127650286	0.207263833154979	-1.92648592429472	0.604098867949101	0.616647439128814	3.74317503316404e-06	1	0.873339305365018	1.50346979716086e-05
TRINITY_DN121138_c0_g1_i1	dapp1	Chr01	65208909	65208909	1.09179197474667	0.317708516550741	-1.42803182468939	-3.39608969900855	0.665178935169011	0.0824890173428824	4.62230326774726e-05	1	0.369648069888449	0.00014798080606704
TRINITY_DN128027_c3_g2_i2	LOC100487777	Chr01	65368064	65368064	0.96087033314256	0	0	3.99856088342152	1	1	6.97580400204224e-09	1	1	4.28600152260668e-08
TRINITY_DN115971_c0_g1_i1	LOC100487939	Chr01	65386604	65386604	2.04756943578831	-0.332665046442621	-0.498329222737217	2.25712784843618	0.393622059821678	0.324290064330514	1.14220636685224e-07	1	0.683725740993064	5.90414261290288e-07
TRINITY_DN131201_c5_g3_i7	pdlim5	Chr01	67033425	67033425	3.8343578871098	0.276654967860703	-0.438077598314085	-2.01945397676808	0.40755024563301	0.384180614867032	5.33146381205851e-09	1	0.723278947799139	3.32737262499268e-08
TRINITY_DN200018_c0_g1_i1	LOC100485437	Chr01	67211793	67211793	0.353882671159888	-4.50525745043272	-5.03820828940386	-6.872759179095	0.0028079306424136	0.0274806694770942	5.87767789002783e-05	0.152165481722873	0.214433704257895	0.000183796982370059
TRINITY_DN136208_c0_g1_i3	mmrn1	Chr01	68973451	68973451	3.65846885381163	-0.157054147658085	0.884137603108568	2.59089170866311	0.579047717136674	0.00269044330049965	2.23808586787839e-18	1	0.0588985980471465	4.11309428109755e-17
TRINITY_DN190001_c0_g1_i1	snca	Chr01	69061906	69061906	1.3611273311776	-0.114767439007878	-1.20320560977918	-1.14287563479585	0.74548651975691	0.0720089181679678	0.0134488797636929	1	0.345408325754421	0.0255393922954657
TRINITY_DN127257_c3_g1_i5	mob1b	Chr01	69566339	69566339	3.25204549891979	-0.182912234312947	-0.033245403242637	1.91039144473376	0.652268953590303	0.939455699830446	6.85265241185642e-06	1	1	2.60079860545912e-05
TRINITY_DN135835_c0_g1_i3	g3bp2	Chr01	70058310	70058310	5.5438016376167	0.236094701010888	0.403145799909497	-6.67453251850701	0.394714511602666	0.254127153034507	7.38382462748283e-87	1	0.61760747288914	7.64083852317022e-84
TRINITY_DN128559_c0_g1_i1	uso1-like	Chr01	70085904	70085904	3.72713775071431	0.0140146662034918	2.21287422299379	-2.69542352831144	0.975727929851842	0.00283150586441539	2.15008880339929e-07	1	0.0606059389674592	1.06593217717815e-06
TRINITY_DN132319_c0_g1_i1	LOC100489127-like	Chr01	73332739	73332739	1.24013331685798	-0.1208562835841	-0.749467912535296	1.13761751655358	0.758201195969462	0.072748695591626	0.00512399986691541	1	0.347594326921097	0.0107586402699671
TRINITY_DN123048_c0_g1_i8	timm44	Chr01	73395692	73395692	5.49548855336829	-0.126276574987441	-0.485950919717	-1.68904515048146	0.518806847838273	0.034319231807829	4.0619371344048e-17	1	0.238964526860673	6.57955560512711e-16
TRINITY_DN112264_c1_g2_i1	sppl2b	Chr01	73880850	73880850	0.0640193318316867	0.861373110216479	0	9.36647542501273	0.415834654935721	1	4.25355232973648e-14	1	1	4.98006202922367e-13
TRINITY_DN130629_c1_g3_i5	tmprss9	Chr01	73951201	73951201	5.02900937394695	1.02146134344675	0.837171464684225	1.82093047310922	0.033500450439225	0.0873449356019516	0.000232148976401889	0.773673492761673	0.380076903181386	0.000642324990754096
TRINITY_DN118840_c0_g1_i1	dapk3	Chr01	74262644	74262644	-0.221569079139709	-0.584493174967886	0.0214805469430312	3.23470576012437	0.178320088267383	0.976530278082311	5.25633286194769e-09	1	1	3.28658228330705e-08
TRINITY_DN134393_c11_g2_i1	LOC100487248-like	Chr01	74854551	74854551	3.30685252660226	0.15464499420701	0.491185445527075	-1.51688760993779	0.558627068216028	0.49204036876966	9.23744309359554e-08	1	0.801061728291644	4.84470577842472e-07
TRINITY_DN129953_c1_g1_i1	ints10-like	Chr01	77111628	77111628	6.4894017947817	-0.0350442921653001	-0.210394409000653	1.12569980633534	0.894115907611599	0.456962119902421	2.13308927625752e-05	1	0.777546536552912	7.30813281264593e-05
TRINITY_DN129825_c1_g3_i3	rexo1-like	Chr01	79366314	79366314	1.3427266768258	0.0642705110257104	-0.426023279809503	-1.25856784396366	0.868436865075425	0.336756362585754	0.00175955904515355	1	0.695655371748878	0.00407163809321892
TRINITY_DN133342_c2_g9_i4	atp8b3	Chr01	79408984	79408984	4.40506493806709	0.0800075644974602	-0.0856687497498223	1.82795175241607	0.811505928250675	0.81010258238406	1.98283408061929e-07	1	0.963393298225032	9.89578017790059e-07
TRINITY_DN136448_c0_g6_i1	LOC100492289	Chr01	79798399	79798399	3.36824828819762	-0.0693130186047442	-0.297925564809622	1.15114555590048	0.847068820006606	0.463403901505738	0.00257718206742408	1	0.781826971695854	0.00576816267565469
TRINITY_DN125270_c0_g2_i2	dazap1	Chr01	80534503	80534503	4.95927052350411	0.0737495502251359	0.538800889871037	1.70678485896288	0.763220612238457	0.0435990508466984	1.98567591162439e-10	1	0.270011040934536	1.51731355871214e-09
TRINITY_DN127647_c0_g1_i3	gamt	Chr01	80577632	80577632	9.82285096155588	-0.140673500613135	-0.120992545678616	3.37587835220919	0.686183595754151	0.743272893057151	8.81902223013459e-19	1	0.936874635747015	1.6972517389254e-17
TRINITY_DN136175_c0_g1_i4	cirbp	Chr01	81003945	81003945	5.9145467575397	0.0146895806555257	0.0436742401567888	1.32438193074399	0.951909610278213	0.867507497799912	1.26960929456646e-07	1	0.98277830093882	6.52259653815361e-07
TRINITY_DN122238_c0_g4_i1	LOC100124991	Chr01	81112251	81112251	2.56099206128125	0.0253810257063462	0.519802045891024	-1.70058666356909	0.934243635767798	0.152572725944671	1.62964857843259e-08	1	0.491789767765828	9.50893407129233e-08
TRINITY_DN130320_c0_g7_i1	stk11	Chr01	81121898	81121898	1.63194739514515	0.213086364592088	-0.756043665007586	1.19973493714174	0.653557678967355	0.211000653453129	0.0237785652897453	1	0.568663986893363	0.0424527073072726
TRINITY_DN126871_c1_g2_i4	med16	Chr01	81842115	81842115	2.88591505676129	-0.111647912138812	-0.359673994129021	2.44322685376587	0.739209218053342	0.339977739076166	2.1952158314034e-11	1	0.697907428663374	1.87916900871487e-10
