gid	gname	chr	start	end	logCPM	logFC.XY23.XX23	logFC.XY27.XX27	logFC.XY31.XX31	logFC.XY43.XX43	logFC.XY46.XX46	PV.XY23.XX23	PV.XY27.XX27	PV.XY31.XX31	PV.XY43.XX43	PV.XY46.XX46	FDR.XY23.XX23	FDR.XY27.XX27	FDR.XY31.XX31	FDR.XY43.XX43	FDR.XY46.XX46
TRINITY_DN129939_c4_g4_i3	NA	NA	NA	NA	0.394171116189151	0.208305436827649	0.346425205533948	0.449390865090764	-2.59251688947703	-6.92600568512265	0.738311307254532	0.589066697382014	0.438660696082265	0.000112835579158667	2.79265749051931e-17	1	1	1	0.0125599188177783	2.03420968990717e-15
TRINITY_DN118833_c0_g1_i2	calml4	Chr03	116497001	116497001	3.14582725849149	-0.0683698593933828	-0.344829710910848	0.187057667128333	-1.28549447379231	-3.04166899868175	0.842004687782288	0.341061414522647	0.56632542365738	0.000255945415460122	5.25261981013234e-15	1	1	1	0.0259099388493155	2.64824731721437e-13
TRINITY_DN126930_c1_g3_i1	NA	NA	NA	NA	3.37397742041483	-0.065970967624509	0.00402452795345822	-0.00848027458107582	-0.715855314396977	-3.41346967685413	0.856411174127531	0.991245168355592	0.97810238686853	0.0561099546974346	6.91026038079771e-16	1	1	1	0.82490295319333	4.12258759098496e-14
TRINITY_DN129009_c1_g1_i3	NA	NA	NA	NA	4.12794254978566	0.100590606874688	0.0577840868884791	-0.0180711130906408	-0.417900986722771	-3.89988527284972	0.801012379427656	0.885632614094649	0.956701227202953	0.300648150624556	1.08227391219155e-16	1	1	1	0.926589558912132	7.17229616087151e-15
TRINITY_DN126025_c7_g3_i1	NA	NA	NA	NA	3.84768428391326	0.0446574603854334	-0.178835030372593	0.197504246776568	-0.125558168772034	-3.32611419553396	0.890132040649912	0.579340290293036	0.466614362001146	0.697558735382227	1.42853609193804e-19	1	1	1	0.969365080810087	1.44046856988247e-17
TRINITY_DN128683_c0_g1_i2	NA	NA	NA	NA	7.5214191456408	0.170246670550199	-0.152241238300502	0.115792588240025	3.08003849012895	4.60639122603774	0.852019661062115	0.867503273875135	0.877455826792975	0.0019814700473963	0.000284538130111685	1	1	1	0.138074632327103	0.00251506666880775
TRINITY_DN122315_c2_g2_i3	NA	NA	NA	NA	1.85407128915752	0.180541087096367	-0.0469739533905788	0.0244211087764361	-0.966845393641423	-3.37813517065671	0.628947984996697	0.902120207175974	0.943536131315003	0.0108876664472432	7.51185007987346e-16	1	1	1	0.429967690039252	4.44028048514451e-14
TRINITY_DN126672_c0_g1_i2	NA	NA	NA	NA	4.62607136833666	2.03253660710036	0.332861348692549	0.224263577550452	0.394380294570047	-4.65430655457888	0.0111062270051891	0.606693930024862	0.673898279407034	0.550983949347853	4.19564821420688e-08	1	1	1	0.95044286334599	7.87464981984683e-07
TRINITY_DN125519_c4_g4_i2	NA	NA	NA	NA	1.3617714130039	0.11569137555608	-0.700729395002641	-1.72574156622467	-4.39865628037504	-10.664887619223	0.889575603924631	0.47104732426858	0.19586952925724	2.3417592364318e-06	7.72787912531397e-16	1	1	1	0.00041242229620802	4.5470699301876e-14
TRINITY_DN114784_c0_g1_i2	NA	NA	NA	NA	2.79167964267023	0.0777496809445824	-0.343891906619189	-0.369075012477345	-0.389721985807212	-3.51671735172585	0.817414779726413	0.316150559963826	0.183152103088896	0.227151737223184	1.62397106119436e-21	1	1	1	0.924001874065281	2.18623915688432e-19
TRINITY_DN109791_c0_g2_i1	NA	NA	NA	NA	1.58064726470812	-2.29008644610859	-2.12047402205474	-1.79503131657851	-3.05546556112724	-5.20052448646478	0.0392545298717415	0.0561364961017363	0.0415434155271917	0.00773958461412772	7.80612262416291e-05	1	1	1	0.360045716259098	0.000785284941451882
TRINITY_DN129896_c0_g2_i2	NA	NA	NA	NA	3.02607520409096	0.0512696200196841	-0.0552709687040627	0.182121345027501	-0.435052745015494	-4.02103220942027	0.889776792997903	0.882192376233249	0.55883889229115	0.244396996614242	2.26777460827887e-20	1	1	1	0.924001874065281	2.60318252244083e-18
TRINITY_DN133726_c0_g3_i2	NA	NA	NA	NA	0.298529499174772	0.734141900424803	-0.251385666954205	0.0270389659160355	-0.142414194369298	-4.10787190297924	0.191279518599038	0.654154995741058	0.9548884641391	0.807656870651557	2.57966295304568e-10	1	1	1	0.981069591603528	7.03126727931966e-09
TRINITY_DN121931_c0_g1_i1	NA	NA	NA	NA	2.39182762255883	-0.122377851988385	0.209809947631695	-0.133298156557282	-0.564899911580613	-3.03285108834045	0.740262419468666	0.582115779537183	0.666432705380531	0.12802930178144	5.43599132397244e-13	1	1	1	0.9124216842312	2.14379823486661e-11
TRINITY_DN101751_c0_g1_i1	NA	NA	NA	NA	3.17533357101294	-0.0838501373181046	-0.0735281021789112	0.0612554555897155	-0.446097843032687	-3.00711143278584	0.818237150059172	0.842068060056599	0.843049823370007	0.231172791022282	8.8313125131749e-13	1	1	1	0.924001874065281	3.39431298432386e-11
TRINITY_DN122125_c0_g1_i2	Xetrov90028290m	scaffold_36	11837	11837	1.10901206772435	-0.0342110329043732	-0.065737422897043	-0.0254177376420277	0.0279405780806065	-3.01475346699665	0.928329964189104	0.863337784891473	0.939332512927103	0.943902526575988	8.41605033447207e-12	1	1	1	0.99671037977809	2.83619793250695e-10
TRINITY_DN112226_c0_g2_i2	NA	NA	NA	NA	2.18247827543891	0.0880933890286009	0.48723534778276	-0.143230257162371	-0.0729469031568958	-3.86437789378131	0.835689765220511	0.252079250114864	0.6888732421832	0.865710962722358	1.23025715795185e-14	1	1	1	0.988176318660643	5.81500042323821e-13
TRINITY_DN128881_c4_g2_i1	NA	NA	NA	NA	2.78373902363304	0.00769167086783796	-0.129731382420223	0.0162937662508208	-0.880672068081886	-3.46499894928141	0.978934434377432	0.658686775702318	0.947817705948472	0.00305541264797869	2.18652412850361e-25	1	1	1	0.187503163287532	5.4059706650205e-23
TRINITY_DN122678_c0_g1_i1	NA	NA	NA	NA	3.46729220511524	0.410682849601029	0.241629958331396	0.45295515566213	0.113944882929516	-3.07716484927336	0.153992097915033	0.406085287674017	0.0681777003002498	0.694640225444825	3.25254183340765e-21	1	1	1	0.969355221644391	4.14022812685202e-19
TRINITY_DN130820_c7_g1_i3	NA	NA	NA	NA	4.5143379679278	-0.100898927423982	-0.237128231184352	-0.0538581744540313	0.148220459180014	-3.41052640112098	0.807585762262038	0.567567533767652	0.87550413229908	0.722437725173928	1.14038877763289e-12	1	1	1	0.97176332221012	4.33769476912346e-11
TRINITY_DN116805_c0_g1_i1	NA	NA	NA	NA	1.48932283560946	0.482217351349206	-1.90408666152556	-0.490254306665363	-1.19548746470648	6.90352131978938	0.664692415782657	0.100800859511324	0.589717816074713	0.287375631739529	0.0015887396051824	1	1	1	0.926589558912132	0.0116518144518126
TRINITY_DN127178_c0_g3_i8	NA	NA	NA	NA	5.9349407915364	0.0143040841383205	-0.165132665211527	0.311251784369651	-1.6974220801581	-5.07954148474545	0.973689238944411	0.70370522296889	0.388347736201415	0.000146503830906416	1.37224933952366e-21	1	1	1	0.0158729789365413	1.87844916720677e-19
TRINITY_DN120254_c0_g1_i1	NA	NA	NA	NA	1.99262939820133	0.298353645881426	0.256035996096555	0.971273082841519	-1.02545114045257	-5.22259303461791	0.516483427788328	0.596396449659342	0.0216620877175497	0.0276245314393891	9.16386182579225e-21	1	1	1	0.672976453712099	1.11146405248394e-18
TRINITY_DN94938_c0_g2_i1	LOC100496418	Chr09	77533602	77533602	0.463245515639553	0.277973733155413	-0.0477109714288182	0.962004597561703	-1.17086477348479	-3.80279227302956	0.629640473458391	0.936222805502917	0.0823364807012444	0.0566019201089686	1.61353257333578e-07	1	1	1	0.826791776649913	2.77516809753733e-06
TRINITY_DN109669_c1_g2_i1	NA	NA	NA	NA	6.17610573094514	-0.0395131385826694	-0.2366939819518	0.222243410110719	-1.63874849170258	-5.45562688955294	0.921556485572899	0.555920225111628	0.505023808754923	7.33473860257127e-05	1.15350751082699e-27	1	1	1	0.00865129053614289	4.11946369804091e-25
TRINITY_DN132630_c5_g3_i1	NA	NA	NA	NA	0.439820311424604	-0.0779388525822653	-0.107436314502042	-0.866645879507213	-0.409632087595208	7.15547865682503	0.960107982297497	0.944996714874371	0.49649188179467	0.792469958208402	0.00866437827237501	1	1	1	0.97991300393956	0.0496738369046998
TRINITY_DN87383_c0_g1_i1	NA	NA	NA	NA	4.58517473419214	-0.0425160337010145	-0.0755109853217065	0.0372326089458258	-0.314312771672574	-3.18861670930683	0.860139864494122	0.756400235815422	0.853159630908256	0.192030113505845	1.37318649368084e-31	1	1	1	0.924001874065281	8.82718607800385e-29
TRINITY_DN117179_c0_g1_i1	NA	NA	NA	NA	2.56757150532747	0.0151631183557902	-0.163236756992407	0.381813056060346	-0.344202779202256	-3.43559068297357	0.970763455152873	0.699162289647362	0.290687748005268	0.416785465382023	9.51893559591025e-13	1	1	1	0.930262683204651	3.63685573518039e-11
TRINITY_DN109666_c0_g1_i1	NA	NA	NA	NA	4.64217983563789	-1.86173356049102	0	-0.414503224963069	-5.94734695733878	-12.1742392537202	0.162712156477655	1	0.753632381688461	4.67261784390036e-10	7.47521959191253e-22	1	1	1	2.31051966577327e-07	1.07380067802708e-19
TRINITY_DN120849_c0_g1_i1	NA	NA	NA	NA	0.75234348504272	-0.332193536109083	-0.257736259260517	-0.221548019265503	-0.686933483267468	-3.62241657911919	0.429213102061256	0.543225251964195	0.552567764635502	0.113272385188965	5.43318315363941e-14	1	1	1	0.90125447550178	2.41284004196079e-12
TRINITY_DN133117_c1_g2_i4	ankef1	Chr05	22507747	22507747	2.55057251020107	0.547321691029712	-0.883701943714351	0.0112892483538618	-2.29143076740408	-4.22652301368268	0.518437720113625	0.312324164824326	0.987042546580024	0.00345878120250329	1.18489529312689e-06	1	1	1	0.205394090207776	1.75300418136776e-05
TRINITY_DN108709_c0_g1_i2	Xetrov90021653m	Chr08	87436053	87436053	3.40541115388634	0.793101645524821	0.693947379661109	0.373038767646031	-3.2994312005693	-7.05767406157582	0.241430495674315	0.359226808402994	0.502720681333879	8.2013758930628e-07	5.02260453698596e-18	1	1	1	0.000164751545576815	4.1260776504639e-16
TRINITY_DN132480_c0_g2_i5	NA	NA	NA	NA	3.20166039130792	-1.63356707858107	1.22462885095754	0.649959036218403	-2.33350651803169	-4.5690089697054	0.0041686422513492	0.0374620554013764	0.184053682078925	5.23118950971656e-05	2.95524564697014e-12	1	1	1	0.00637486141532425	1.05980796820841e-10
TRINITY_DN93628_c0_g1_i1	NA	NA	NA	NA	1.67754196553178	3.68625846309578	0.0802904154779087	1.03094744816147	0.561549813480995	0.856288083078671	1.31390974106872e-06	0.904252919830367	0.0695862797417595	0.400108718623852	0.263187777528236	0.00375384013023334	1	1	0.930262683204651	0.503635284928447
TRINITY_DN126729_c2_g1_i2	bmper	Chr06	25560793	25560793	2.38943137529718	0.288724998928433	-0.163466541617851	-1.36329453305578	-4.63015941057888	-10.65317714954	0.77383234975359	0.866551243082975	0.0760809043722769	1.07647665408827e-08	8.51178226179095e-24	1	1	1	3.45993052582147e-06	1.50940315377538e-21
TRINITY_DN134660_c1_g2_i1	spsb4-like	Chr05	120232446	120232446	3.85047345265636	0.142287058631853	0.451978151167574	0.3533015986481	0.730981831447387	-3.44824933858251	0.756185375078865	0.322530003352165	0.348702654653866	0.116389850882076	6.79456834975802e-11	1	1	1	0.90150654736132	2.00584082637575e-09
TRINITY_DN129733_c3_g5_i1	NA	NA	NA	NA	1.06904569595846	4.4512782742253	0.392486760978391	3.21370465307524	3.48526493373254	4.15654930128757	2.78838773019704e-09	0.540324014277644	1.3940612968718e-07	9.99834394449929e-07	4.06741577580556e-06	3.58489068532783e-05	1	0.00051207854466378	0.000196249937286191	5.38822575184381e-05
TRINITY_DN135230_c0_g1_i5	NA	NA	NA	NA	4.12869515040257	0.266191276434242	0.028065489318237	0.29177769000171	-2.72477257074178	-7.04212259569544	0.528649702823776	0.947003998060513	0.405932337896298	3.25727848161962e-09	5.08432311101155e-35	1	1	1	1.18196680037283e-06	7.69018824431999e-32
TRINITY_DN119678_c0_g1_i2	c1orf35	Chr06	2077898	2077898	1.65011579284229	0.375375515350392	-0.377667026528079	0.19114062058028	-0.750203926363746	-3.20983170415447	0.286368400617844	0.282098033471793	0.534680898714734	0.0328556062728351	2.28641749549467e-16	1	1	1	0.711124750920377	1.43742428023605e-14
TRINITY_DN125009_c0_g1_i1	LOC100491437-like	Chr03	121658493	121658493	3.04268721170278	-0.247571074422039	0.225016169340707	0.13930461217029	-0.687148402984974	-4.51896714087828	0.595274498733154	0.631271235004661	0.739291895098423	0.155074213064848	1.17559348107228e-15	1	1	1	0.920099185414933	6.58562857926178e-14
TRINITY_DN61433_c0_g1_i1	neurog3	Chr07	51843407	51843407	2.70457429759488	-0.0467370704917897	-0.205726528682221	-0.103538469435389	-1.0404332639772	-4.11664976614959	0.891036521025642	0.552661931202373	0.723254846889174	0.00347411572577132	5.58100979120098e-24	1	1	1	0.205555763790925	1.02503217686536e-21
TRINITY_DN117257_c0_g2_i1	NA	NA	NA	NA	2.36219989933382	-0.323974510343024	0.146085999232611	0.921628816453543	-0.124856652603471	-6.65310361423232	0.548870126758596	0.789004824166578	0.0389817539279376	0.811434232117472	1.01245374830903e-21	1	1	1	0.982132093615784	1.41484908860163e-19
TRINITY_DN116063_c0_g1_i2	Xetrov90004663m	Chr02	46410681	46410681	3.01363178886657	0.203925702732813	-0.223688725985202	0.211188558650821	-0.309207970746561	-3.11379397163088	0.526731222574998	0.494549254087737	0.441813032585833	0.345514509542663	5.12455380579853e-17	1	1	1	0.926589558912132	3.59039923728876e-15
TRINITY_DN128784_c3_g1_i2	tmem53	Chr04	83170778	83170778	1.45956393704886	-0.333195310483468	-0.381996818881292	0.374485545662411	-0.949476320924798	-6.49454124855268	0.719291147298661	0.596025438009391	0.544315779346436	0.190999740823574	5.71786766192219e-13	1	1	1	0.924001874065281	2.24407801079968e-11
TRINITY_DN133473_c0_g8_i4	NA	NA	NA	NA	2.89204145001885	0.20418688111248	-0.107548824053602	0.200688114891224	-0.791509762632518	-3.15490811001725	0.499364283963919	0.722966907810497	0.425689832073405	0.0104600945742495	5.603501712069e-20	1	1	1	0.42355970360264	6.00345164676792e-18
TRINITY_DN133823_c0_g2_i1	NA	NA	NA	NA	4.53003123181859	1.09207307348809	-0.106851986518556	0.707589802495899	-4.94134281988779	-10.8155336048936	0.151181029346117	0.906152105627535	0.529175313280004	5.61665920851092e-10	5.97809298632646e-25	1	1	1	2.67446589311928e-07	1.32512676687424e-22
TRINITY_DN129499_c0_g1_i2	pdcl	Chr08	15461459	15461459	3.93585789383101	-0.119733140482424	0.348233918474628	0.0193895294772262	-0.17599737740265	-3.06952687795965	0.811544124844572	0.492139173216354	0.963055548139051	0.727895017850967	8.33951904375873e-08	1	1	1	0.972898562155759	1.50058819574645e-06
TRINITY_DN123147_c0_g1_i1	NA	NA	NA	NA	1.25520070788139	3.45546556158486	0.0937605187938946	2.1853250471744	-7.75878045627894	-12.8516281287083	0.0285317325901167	0.959086169015616	0.156583244673124	1.83171550360207e-08	5.03976465331761e-17	1	1	1	5.41366675219772e-06	3.55034160358235e-15
TRINITY_DN136330_c1_g1_i2	NA	NA	NA	NA	2.75981023485207	0.435142484360978	0.0453006976990728	0.344036415131586	-0.687091618364406	-4.02559774479625	0.287755555961283	0.90847701266674	0.302539660344597	0.0730897260885903	5.2520096205098e-20	1	1	1	0.857905940389329	5.69809803258095e-18
TRINITY_DN101072_c0_g2_i2	NA	NA	NA	NA	4.46574754690927	-0.146659000455472	-0.497885500117868	-0.713643905339671	-5.98997757354818	-11.4798297535009	0.881250798855834	0.585707364608149	0.375547741993969	1.70167429692156e-09	1.86900993696341e-19	1	1	1	7.17297560602362e-07	1.84129703100154e-17
TRINITY_DN135450_c0_g1_i9	NA	NA	NA	NA	8.14162717180615	0.0708875100484144	0.0234403732173364	-0.00176956015417152	-0.418810637828563	-3.47805220052016	0.885402436628081	0.961997026811388	0.996507918965641	0.395619486046317	8.61327030020363e-10	1	1	1	0.930262683204651	2.14190540840557e-08
TRINITY_DN135315_c3_g4_i2	NA	NA	NA	NA	2.48017272888445	-1.50472196769281	0.792881570951413	2.73221822841644	-5.31076623673911	-10.7792511136015	0.175315198702325	0.59596965233505	0.0845182981422668	1.48874948606356e-06	7.81261509073977e-15	1	1	1	0.000279417631643447	3.81912113741809e-13
TRINITY_DN132924_c0_g3_i1	kcng3-like.1	Chr05	13219503	13219503	8.93885593488977	1.60557725555178	0.155462067979129	0.379141450725197	4.50840784061363	-0.326085364328718	0.139211435023048	0.88336855206514	0.665111989222278	0.000236624813121994	0.817340819547444	1	1	1	0.0240487502759124	0.909572309838617
TRINITY_DN111236_c0_g1_i1	NA	NA	NA	NA	2.82617303557201	-0.181537851595957	0.240593616808501	-0.0789547465035273	-3.74338534664939	-6.28462030022501	0.725573216955587	0.66070610024193	0.893349339168986	1.08949116001384e-12	2.10540331406742e-26	1	1	1	1.75088038733974e-09	5.88437341463214e-24
TRINITY_DN126177_c8_g1_i1	nuak1	Chr03	42150649	42150649	0.654465382989559	-0.43211318206966	-0.249725815272179	0.083912073197334	-1.83186649214828	-5.95773796052381	0.431882958298447	0.683749015591194	0.861594379279674	0.00112936429839675	7.98571598140472e-19	1	1	1	0.0907479506396113	7.10507664463182e-17
TRINITY_DN130511_c0_g2_i2	edf1	Chr08	369259	369259	3.95666077078061	0.10315945941791	-0.00401901900005171	0.310995498172956	0.0459062050487462	-3.17208787504683	0.792171608515512	0.991830678967326	0.343008915857569	0.907083611290322	1.47383107830586e-12	1	1	1	0.992699301667472	5.50023490805203e-11
TRINITY_DN122337_c0_g3_i1	zfat	Chr06	126159347	126159347	0.671962590620707	-0.0190307479629528	-0.0584299255368792	-0.235806647124985	-0.513411889470781	-3.53359332599398	0.965597716118316	0.899573645879825	0.578810691026319	0.2793825818821	3.53607410117505e-11	1	1	1	0.926589558912132	1.09678013707496e-09
TRINITY_DN123157_c0_g1_i1	NA	NA	NA	NA	8.12192177402485	1.0163325407076	-0.257455229026421	-0.595018104615553	4.33433765100952	0.829430413958628	0.36246920842285	0.795087000792725	0.462766679554262	0.000147373543971213	0.495704728454299	1	1	1	0.0158729789365413	0.69927658120088
TRINITY_DN128589_c4_g2_i2	ogfod2	Chr01	152771504	152771504	2.70469088048388	0.492941390950282	1.28356713547328	-0.227144370825009	-2.65332463160331	-7.68058219373692	0.511621642299779	0.123316751197424	0.709095696376238	0.000179054650973631	4.1617370106111e-19	1	1	1	0.0187919683285101	3.87720086064649e-17
TRINITY_DN126092_c0_g2_i2	NA	NA	NA	NA	3.00032501663401	0.12993949868532	-0.200883409039707	0.0162318935506761	-0.755219441782037	-3.31980915441028	0.720363341786504	0.58675123035687	0.957608062086281	0.0386934946068033	1.15757850366265e-15	1	1	1	0.747653897066841	6.49886813639249e-14
TRINITY_DN115324_c0_g1_i4	NA	NA	NA	NA	0.870580772034812	0.048855017513707	-0.0605885859868696	-0.455275026631988	-0.642923613472719	-3.83946206157488	0.903887974523695	0.892147673001002	0.219799692829396	0.110988711515434	5.78993382966786e-16	1	1	1	0.90125447550178	3.50297808381764e-14
TRINITY_DN118804_c0_g3_i3	LOC101732387-like	Chr09	3111846	3111846	5.88277339716221	-0.152694523691536	-0.0238369982145219	-0.0654434065575151	-1.08657213814441	-3.5296614576046	0.643861249535116	0.942531691500742	0.810109093597238	0.00120120679322056	2.00143148316378e-20	1	1	1	0.09445452683205	2.30774922540764e-18
TRINITY_DN119683_c0_g3_i1	fam83h	scaffold_4151	545	545	0.0938975484045666	-0.433045441213054	-0.347893430920017	0.0966087181322921	-1.28999771422411	-3.82098914560349	0.408071094052133	0.528615213186847	0.855489547143269	0.0400192145050229	6.57579507717209e-09	1	1	1	0.753085830064031	1.42566120421017e-07
TRINITY_DN122749_c0_g1_i3	NA	NA	NA	NA	5.76634099466995	-0.0410234172154084	0.131885348582803	-0.609834260493062	-0.407844201882596	-3.54114055594381	0.8850985147089	0.641369433045959	0.00855028837765947	0.151601562912146	3.43919893112915e-27	1	1	1	0.91766442806279	1.09175459402622e-24
TRINITY_DN123456_c0_g4_i1	LOC100495123	Chr08	23492471	23492471	3.43894776755423	0.875647533582949	-0.572937378857709	0.555180909662082	-3.13389111986354	-5.76843977200023	0.290237875796455	0.471160603242686	0.400232158283735	0.000283519221793404	6.90809581553712e-09	1	1	1	0.0283662636185751	1.48776642554243e-07
TRINITY_DN124389_c0_g1_i1	NA	NA	NA	NA	1.84854975379101	0.103251729434417	-0.633883901780713	-0.305272894765907	-5.46142215491284	-13.3786423477254	0.905114497334028	0.500864278458315	0.805448132807363	2.69480837965729e-09	2.86318144047975e-22	1	1	1	1.04987284645648e-06	4.25554823000322e-20
TRINITY_DN129243_c2_g1_i1	NA	NA	NA	NA	1.85124758282367	-0.267757386283408	-0.319133971778348	0.306356317301565	-0.50860483133557	-4.62844580918224	0.588373428368609	0.534457773058346	0.471437123147934	0.315060669480979	7.07486642696043e-15	1	1	1	0.926589558912132	3.49596633043611e-13
TRINITY_DN128042_c2_g1_i1	NA	NA	NA	NA	5.93081760457247	-0.145646033007717	-0.0877327777017166	0.323875166052593	-0.475021521661332	-3.15045549177606	0.689153757734952	0.809773989519017	0.283756281834232	0.194946003349096	3.8092383984395e-14	1	1	1	0.924001874065281	1.72138746817355e-12
TRINITY_DN132268_c0_g1_i1	NA	NA	NA	NA	4.21992402270005	0.0402346969080171	-0.0429152183121387	0.0986779126389436	0.293172442499849	-3.15369896551314	0.893832453105739	0.887240792984464	0.692780927770592	0.333052599268368	4.26706841834468e-20	1	1	1	0.926589558912132	4.77039696699551e-18
