ID	Am2_463	Am2_464	Am4_461	Am5_461	Am6_462	Am6_464
TRINITY_DN82326_c0_g1_i1	75.5102	64.2381	150.311	127.959	117.327	83.0664
TRINITY_DN133040_c1_g1_i1	149	146	172	273	272	256
TRINITY_DN96224_c0_g1_i1	9.96259	12.283	21.5992	34.8352	16.3162	13.2447
TRINITY_DN59369_c0_g1_i1	15.468	15.7036	21.1426	12.339	25.794	27.0658
TRINITY_DN67391_c0_g1_i1	0	3	0	0	1	5
TRINITY_DN132873_c0_g8_i1	12.5037	7.06488	21.3556	22.1201	13.2146	19.1374
TRINITY_DN63532_c0_g1_i1	4.86051	3	3	16	11	4.5
TRINITY_DN67320_c0_g1_i1	2	0	8	0	2	3
TRINITY_DN71215_c0_g1_i1	0	2	1	0	1	1
TRINITY_DN64198_c0_g1_i1	21	6	13	18	42	23
TRINITY_DN96905_c0_g3_i1	5.10088	0	1.13793	4.76388	0	2.31361
TRINITY_DN4698_c0_g1_i1	1	3	1	0	2	2
TRINITY_DN69475_c0_g1_i1	1.01952	0	1.01412	2.01524	0	1.00403
TRINITY_DN90195_c0_g2_i1	1	3	1	1	2	2
TRINITY_DN78109_c0_g1_i2	246	411	281	292	266	413
TRINITY_DN76021_c0_g3_i1	3	2.05017	5	14	5	13
TRINITY_DN22167_c0_g1_i1	8	10	25	26	43	25
TRINITY_DN132638_c6_g3_i3	32	24	69	66	55	55
TRINITY_DN53312_c0_g1_i1	3	1	4	9	8	10
TRINITY_DN98235_c0_g1_i1	3	0	4	1	2	2
TRINITY_DN24599_c0_g1_i1	0	0	0	0	0	0
TRINITY_DN47351_c0_g1_i1	1	0	3	3	0	1
TRINITY_DN95636_c0_g2_i1	0	0	1	3	2	4
TRINITY_DN48748_c0_g1_i1	1	20	2	0	2	19
TRINITY_DN74880_c0_g1_i1	7.25853	11.0584	23.3661	24.2983	22.4069	16.1134
TRINITY_DN132600_c0_g1_i3	114.215	66.2802	176.525	169.91	94.8073	132.988
TRINITY_DN49812_c0_g1_i1	32	18	78	116	56	42
TRINITY_DN28257_c0_g1_i1	0	0	2	1	1	0
TRINITY_DN99818_c0_g3_i1	1	2	0	0	2	6.05569
TRINITY_DN77832_c0_g1_i1	2	0	11	8	10	6
TRINITY_DN20017_c0_g2_i1	70.4719	49.5447	27.2286	61.9846	10.0138	32.592
TRINITY_DN127268_c2_g7_i1	8.37647	7.20809	17.9833	16.041	11.8128	7.34664
TRINITY_DN95066_c0_g2_i1	1	3	3	5	3	1
TRINITY_DN134184_c4_g8_i2	176	161	267.92	348	325	341
TRINITY_DN134529_c3_g1_i2	315.338	264	873.953	650.292	594.115	623.278
TRINITY_DN58659_c0_g1_i1	1	0	0	4	0	0
TRINITY_DN77023_c0_g2_i1	1	0	0	0	0	2
TRINITY_DN1451_c0_g1_i1	3392	2891	5654	5371	4847	5062
TRINITY_DN132805_c6_g3_i1	3.66033	1	2	1	5	3
TRINITY_DN28287_c0_g2_i1	5.71701	0	0.00115435	0	6.58838e-05	0
TRINITY_DN1360_c0_g1_i1	45.671	28.192	189.109	40.4576	29.1993	374.12
TRINITY_DN132624_c0_g1_i1	36.4583	105	51.9294	38.533	42	59
TRINITY_DN36702_c0_g1_i1	0	1	0	0	0	0
TRINITY_DN130784_c3_g1_i5	48	68	62	87	54.1819	110
TRINITY_DN76411_c0_g1_i1	0	2	1	0	0	0
TRINITY_DN88548_c0_g1_i1	275	342	682	344	1	0
TRINITY_DN98083_c0_g2_i1	2	0	2	6	5	1
TRINITY_DN132844_c0_g3_i1	17	29	31.5727	28	15	31.6123
TRINITY_DN73131_c0_g1_i1	3	0	2	2	1	1
TRINITY_DN94888_c0_g1_i1	45.2169	47.9913	105.672	125.614	73.8229	75.6633
TRINITY_DN134157_c4_g9_i1	0	0	33.9234	67.1582	25.2667	0
TRINITY_DN62183_c0_g1_i1	10.1374	4.22871	0	0	0	0
TRINITY_DN73510_c0_g1_i1	4503	1710	14675	16887	3634	8908
TRINITY_DN74609_c0_g2_i1	0	0	0	0	0	0
TRINITY_DN87598_c0_g1_i1	0	0	0	3	0	0
TRINITY_DN38783_c0_g1_i1	316	118	7	329	286	308
TRINITY_DN55778_c0_g2_i1	0	0	3	2	2	2
TRINITY_DN85438_c0_g1_i1	23	17	46	83	64	31
TRINITY_DN82636_c0_g1_i1	22	22	35	61	51	45
TRINITY_DN34353_c0_g1_i1	0	0	0	0	0	0
TRINITY_DN133793_c1_g4_i1	34	30	41	134	38	37
TRINITY_DN130733_c2_g5_i1	0.00646951	0.0152942	5.8171	0	0.00498155	0
TRINITY_DN84652_c0_g1_i1	10	7	21	23	18	20
TRINITY_DN98810_c0_g1_i1	2	1	5	2	0	0
TRINITY_DN71856_c0_g1_i1	0	1	3	1	0	3
TRINITY_DN97010_c0_g1_i2	0	0	6	1	0	0
TRINITY_DN61133_c0_g2_i1	12	3.34288	0	0	0	1
TRINITY_DN132618_c0_g1_i4	2760	2305	4386	5426	4447	4884
TRINITY_DN116560_c0_g1_i1	203	139	331	252	317	197
TRINITY_DN73704_c0_g2_i1	0	2.56811	1	0	1	1
TRINITY_DN91466_c0_g1_i1	1.3215	8.40982	0	3.41538	5.00835	6.19627
TRINITY_DN53426_c0_g2_i1	1.99961	0.999856	1.99852	0	0	1.99956
TRINITY_DN906_c0_g1_i1	1	1	8	5	1	0
TRINITY_DN9498_c0_g2_i1	0	1	3	3.03541	2	4
TRINITY_DN93335_c0_g2_i1	115	169.022	519.799	262.158	352	318.992
TRINITY_DN79902_c0_g2_i1	0.5	2	4	3	4	7
TRINITY_DN14929_c0_g1_i1	5	4	15	15	6	16
TRINITY_DN97245_c0_g2_i3	229.024	116.952	312.727	667.334	343.941	321.048
TRINITY_DN90365_c0_g1_i1	0	0	5	1	2	1
TRINITY_DN83018_c0_g1_i1	1	11	1	4	28	3
TRINITY_DN44631_c0_g1_i1	4	3	11	7	5	1
TRINITY_DN66597_c0_g1_i1	1	2	6	1	2	1
TRINITY_DN7473_c0_g2_i1	0	0	4	4	0	2
TRINITY_DN69260_c0_g1_i1	20.4619	14.0921	34.488	52.3339	30.1816	38.1624
TRINITY_DN83515_c0_g1_i1	6	2	2	7	5	3
TRINITY_DN97406_c0_g1_i1	0	1	0	0	0	1
TRINITY_DN68994_c0_g1_i1	0	1	0	0	0	0
TRINITY_DN33026_c0_g1_i1	1.00611	0	0	1.04046	4.09776	1.02716
TRINITY_DN92643_c0_g1_i1	15	8	13	10	10	17
TRINITY_DN78046_c0_g2_i1	0	3	0	0	1	0
TRINITY_DN97002_c0_g1_i2	3	7	18	17	4	14
TRINITY_DN46953_c0_g1_i1	1.0007	1.00115	2	0	4	1.00048
TRINITY_DN94801_c0_g1_i1	12	14	28	25	24	25
TRINITY_DN11210_c0_g1_i1	3	1	1	1	1	0
TRINITY_DN94387_c0_g1_i1	32.262	8.14683	33.1634	39.7542	44.3206	21.1405
TRINITY_DN49673_c0_g2_i1	0	9	2	3	1	20
TRINITY_DN92997_c0_g1_i1	1261.53	4255.76	2184.49	2116	2010.02	5348.96
TRINITY_DN75266_c0_g3_i1	0	0	17.6694	2.9695	4.01201	6.66496
TRINITY_DN132864_c0_g3_i1	220	673	526	534	391	1059
TRINITY_DN89037_c0_g1_i1	0	0	1	3	0	1
TRINITY_DN28133_c0_g1_i1	4	1	1	2	0	1
TRINITY_DN62151_c0_g1_i1	0.130251	0.0473572	16	0.175826	0.144026	0.154857
TRINITY_DN53910_c0_g1_i1	0	0	0	0	1	0
TRINITY_DN24326_c0_g1_i1	32	20	87	137	51	35
TRINITY_DN2177_c0_g1_i1	20	8	42	23	53	14
TRINITY_DN83787_c0_g2_i1	0	1	2	0	0	1
TRINITY_DN118035_c0_g1_i4	39	5	16	57	35	26
TRINITY_DN74026_c0_g1_i1	0	0	0	0	0	0
TRINITY_DN132834_c1_g2_i1	0	0	0	5.28885	1.4549	0
TRINITY_DN3055_c0_g1_i1	0	0	0	0	0	0
TRINITY_DN79494_c0_g1_i1	4	0	4	0	1	0
TRINITY_DN70539_c0_g3_i1	12	0	7	0	9	1
TRINITY_DN90615_c0_g1_i1	4	0	0	6	4	1
TRINITY_DN17405_c0_g1_i1	3	0	9	0	0	3
TRINITY_DN39900_c0_g1_i1	3.73121	2.23962	14.2917	11.5336	9.94262	8.28003
TRINITY_DN77326_c0_g1_i2	3	1	7	4	3	7
TRINITY_DN87791_c0_g4_i1	1	4	0	0	0	3
TRINITY_DN93131_c0_g1_i1	6	5	2	2	2	3
TRINITY_DN89311_c0_g1_i1	0	0	0	0	0	0
TRINITY_DN70843_c0_g1_i1	9	11	15	33	24	7
TRINITY_DN79517_c0_g2_i1	40.3216	35.7772	0.0599643	19.0247	4	29.8602
TRINITY_DN127260_c0_g6_i1	0	0	0	0	0	0
TRINITY_DN65257_c0_g1_i1	1	1	2	1	0	2
TRINITY_DN59877_c0_g1_i1	2	0	3	2	2	0
TRINITY_DN5956_c0_g1_i1	1	6	2	4	4	6
TRINITY_DN27263_c0_g2_i1	0	0	0	0	0	0
TRINITY_DN96601_c0_g1_i1	7	8	31	39	25	8
TRINITY_DN134165_c3_g3_i2	220	178	475	510	459	358
TRINITY_DN79365_c0_g3_i1	50.2428	46.5451	60.352	67.5169	47.4068	81.1431
TRINITY_DN99075_c0_g2_i1	19.8843	79.0347	65.1862	62.8396	35.2466	88.607
TRINITY_DN50772_c0_g1_i1	2	6	13	6	3	4
TRINITY_DN17985_c0_g1_i1	2	0	2	0	3	0
TRINITY_DN64875_c0_g1_i1	2	1	9	6	3	10
TRINITY_DN98373_c0_g2_i1	5	3	0	5	6	3
TRINITY_DN91240_c0_g1_i1	6.00787	4.00485	2	4.00101	3	6
TRINITY_DN1276_c0_g1_i1	0	1	0	0	0	0
TRINITY_DN94462_c0_g1_i1	18.0105	1.42994	14.6425	5.13739	7.13876	2.22144
TRINITY_DN94143_c0_g2_i1	28.7526	91.1955	28.5191	42.4052	68.3736	181.493
TRINITY_DN97489_c0_g1_i1	3	0	3	2	3	4
TRINITY_DN48720_c0_g1_i1	5	0	9	5	3	1
TRINITY_DN134867_c2_g1_i1	256	93	489	703	345	786
TRINITY_DN133789_c3_g3_i1	3376	1646	12135	1974	3139	1464
TRINITY_DN78105_c0_g1_i1	23	17	15	44	49	24
TRINITY_DN134131_c2_g5_i1	42.2999	42	104	72	52	35
TRINITY_DN85311_c0_g1_i1	19	4	45	55	26	44
TRINITY_DN69999_c0_g2_i1	13.018	9.00645	39.1359	47.114	23.065	19.0187
TRINITY_DN76446_c0_g1_i1	4.01821	6.03594	5	2.00584	2	2
TRINITY_DN133034_c0_g5_i1	0	1	0	0	0	0
TRINITY_DN29805_c0_g1_i1	4	0	6	3	6	0
TRINITY_DN99463_c0_g1_i1	13	7	30	17	11	8
TRINITY_DN82877_c0_g1_i1	0	1	1	1	0	1
TRINITY_DN18278_c0_g1_i1	0	0	0	1	0	1
TRINITY_DN133738_c1_g7_i2	42	20	202	239	122	47
TRINITY_DN76401_c0_g2_i1	0	0	0	0	0	0
TRINITY_DN4253_c0_g1_i1	15.5749	6.45167	21.6165	27.1338	13.5904	14.236
TRINITY_DN69788_c0_g3_i1	0	0	1.50818	0	0	0
TRINITY_DN97356_c0_g2_i1	35.2756	18.3133	76.773	54.8117	44.3272	44.3751
TRINITY_DN89790_c0_g1_i1	3.7276	1.44219	6.04535	1.78231	0	0
TRINITY_DN127243_c2_g1_i1	42	28	82	64	60	74
TRINITY_DN132611_c0_g5_i1	4	7	0	3	2	2
TRINITY_DN73334_c0_g1_i1	1	0	1	1	2	1
TRINITY_DN28043_c0_g1_i1	5	2	5	1	4	0
TRINITY_DN89883_c0_g1_i1	22	18.9655	20	28	20.4451	29.2118
TRINITY_DN51794_c0_g1_i1	10.4463	0	0	0	0	0
TRINITY_DN133074_c8_g2_i1	96	73	157	195	219	177
TRINITY_DN87120_c0_g1_i1	0	0	0	0	0	0
TRINITY_DN132836_c0_g2_i2	497	342	848	1169	771	665
TRINITY_DN47622_c0_g1_i1	5	8	25	5	23	16
TRINITY_DN68305_c0_g1_i1	30	20	53	34	55	38
TRINITY_DN50881_c0_g1_i1	13.0366	6	20	35	16	16
TRINITY_DN133020_c0_g1_i1	43	36	92	136	130	100
TRINITY_DN88853_c0_g1_i1	21	18	109	91	43	53
TRINITY_DN90338_c0_g1_i1	11	5	11	7	13	5
TRINITY_DN15483_c0_g2_i1	13	4	6	0	0	6
TRINITY_DN16277_c0_g1_i1	2	3	12	0	9	5
TRINITY_DN134871_c2_g1_i1	0	1	0	1	1	0
TRINITY_DN87787_c0_g2_i1	19.8026	2.87013	430.289	23.0624	406.347	162.366
TRINITY_DN99431_c0_g1_i1	7	5	23	11	7	6
TRINITY_DN127282_c0_g1_i2	412	288	798	794	534	678
TRINITY_DN118066_c1_g1_i1	332	536	550	574	576	543
TRINITY_DN80518_c0_g2_i1	1	0	1	1	0	0
TRINITY_DN92983_c0_g1_i1	2	1	0	0	0	0
TRINITY_DN134115_c0_g11_i1	0	2.22243	3.32733	0	0	0
TRINITY_DN132800_c0_g1_i1	67.1966	50.7514	142.414	144.847	112.324	48.1044
TRINITY_DN88075_c0_g2_i1	7	7	2	4	1	0
TRINITY_DN133771_c0_g2_i1	3.08908	1.16391	10.177	11.4924	6.31633	3.73877
TRINITY_DN74648_c0_g1_i1	546	227	768	2654	1649	2738
TRINITY_DN28116_c0_g2_i1	0	0	2	1.5	0	0.5
TRINITY_DN130746_c0_g1_i3	108	140	278	286	241	149
TRINITY_DN46401_c0_g1_i1	11	13	28	33	40	15
TRINITY_DN75931_c0_g1_i1	0	0	3	1	2	0
TRINITY_DN91122_c0_g1_i1	1	0	0	1	2	3
TRINITY_DN133781_c0_g1_i1	46	91	63	74	73	125
TRINITY_DN74868_c0_g1_i1	3	0	2	2	3	3
TRINITY_DN98586_c0_g1_i2	0	2	0	0	0	1.05262
TRINITY_DN79114_c0_g1_i1	5	3	17	13	14	5
TRINITY_DN5109_c0_g1_i1	0	0	0	3	0	0
TRINITY_DN7326_c0_g1_i1	22	4	8	5	33	28
TRINITY_DN129427_c0_g4_i1	7.39838	0	2.3732	0	5.19567	4.09917
TRINITY_DN134137_c1_g12_i1	0	0	2	6	1	0
TRINITY_DN61443_c0_g1_i1	1	1	1	1	1	2
TRINITY_DN167439_c0_g1_i1	0	0	0	0	0	0
TRINITY_DN132832_c1_g5_i6	409.001	895.574	623.031	563.653	557.141	1378.73
TRINITY_DN116566_c0_g3_i1	0	1	0	0	1	1
TRINITY_DN38701_c0_g1_i1	3	0	7	3	5	4
TRINITY_DN132883_c2_g1_i1	163.999	111.344	267.517	389.905	226.887	166.832
TRINITY_DN74935_c0_g1_i1	8	17	10	7	9	5
TRINITY_DN87034_c0_g1_i1	9	7	63.5317	20.0644	30	13.3436
TRINITY_DN7679_c0_g1_i1	5	6	7	15	12	9
TRINITY_DN45432_c0_g1_i1	0	0	1	0	0	4
TRINITY_DN74478_c0_g2_i1	1	1	0	0	2	1
TRINITY_DN44666_c0_g1_i1	1	1	1	10	5	10
TRINITY_DN23403_c0_g1_i1	29	13	62	53	38	40
TRINITY_DN50186_c0_g1_i1	0	32.4931	5.99994e-08	0	31.1417	0
TRINITY_DN96749_c0_g2_i1	40	16	97	114	105	64
TRINITY_DN93918_c0_g1_i1	18	8	47	43	40	33.3122
TRINITY_DN27430_c0_g1_i1	0	0	0	0	0	2
TRINITY_DN76192_c0_g1_i1	1	0	3	1	5	0
TRINITY_DN129408_c7_g2_i3	230.675	187.044	387.35	314.465	373.543	199.756
TRINITY_DN87679_c0_g2_i1	1	1	3	1	2	4
TRINITY_DN30418_c0_g1_i1	0	0	0	0	0	0
TRINITY_DN98228_c0_g1_i1	103.43	114.662	176.589	188.596	123.508	164.689
TRINITY_DN97063_c0_g1_i1	3	1	6	15	7	2
TRINITY_DN160406_c0_g1_i1	3.62008	0	2.38333	2	0	3
TRINITY_DN95443_c0_g1_i2	0	2	5	7	1	6
TRINITY_DN64859_c0_g1_i1	1	3	4	3	3	3
TRINITY_DN96964_c0_g3_i1	5.02653	0	14.0784	6.01825	3.00944	5
TRINITY_DN95924_c0_g1_i1	0	0	2	1	1	0
TRINITY_DN13955_c0_g1_i1	5	3	2	2	4	8
TRINITY_DN78402_c0_g1_i1	3	2	4	4	3	4
TRINITY_DN4065_c0_g2_i1	0	1.90699	1.60658	7	0	0
TRINITY_DN25695_c0_g1_i1	0	0	0	0	1	2
TRINITY_DN88523_c0_g1_i1	0	1	0	2	1	1
TRINITY_DN59101_c0_g1_i1	0	5	0	0	1	1
TRINITY_DN181433_c0_g1_i1	0	0	0	0	0	0
TRINITY_DN74423_c0_g1_i1	4	1	5	16	3	4
TRINITY_DN44992_c0_g1_i1	2	0	3	6	0	1
TRINITY_DN93980_c0_g1_i1	0	0	0	0	1	2
TRINITY_DN134512_c2_g1_i1	16.5801	10.4	69.847	57.8281	63.3438	43.3896
TRINITY_DN116372_c0_g1_i1	8	7	21	18	40	15
TRINITY_DN94379_c0_g1_i1	4	1	1	5	8	6
TRINITY_DN134573_c4_g4_i1	0	15.456	11.5888	0	13.1567	9
TRINITY_DN127261_c2_g1_i2	186	257	397	301	481	446
TRINITY_DN41049_c0_g2_i1	0	0	0	0	0	1
TRINITY_DN23385_c0_g2_i1	51	491	109	88	32	264
TRINITY_DN47034_c0_g1_i1	0	0	1	0	0	0
TRINITY_DN132632_c0_g1_i2	191.642	140	280	487	217	168
TRINITY_DN84774_c0_g1_i1	66	264	219	142	190	552
TRINITY_DN85725_c0_g1_i1	0	0	0	0	0	0
TRINITY_DN75599_c0_g1_i1	0	1	0	0	0	4
TRINITY_DN90799_c0_g1_i1	9	7	20	21	25	25
TRINITY_DN130738_c0_g1_i10	342	237	654	507	566	431
TRINITY_DN86592_c0_g1_i1	136	79.8173	234	336	273	176
TRINITY_DN89969_c1_g2_i1	0	0	4.16193	0	4	0
TRINITY_DN86575_c0_g2_i1	4.94736	11.5866	12.8712	13.0595	13.0204	6.51938
TRINITY_DN54481_c0_g2_i1	5.34525	2.54354	16.4954	16.2148	23.9478	2.39243
TRINITY_DN89118_c0_g3_i1	7	6	12	19	9	3
TRINITY_DN73978_c0_g1_i1	0	0	0	0	0	0
TRINITY_DN63532_c0_g2_i1	4.86051	3	3	0	0	4.5
TRINITY_DN118042_c1_g2_i8	257	417	623	412	472	972
TRINITY_DN130752_c0_g2_i9	202.048	138.571	461.857	416.605	387.019	343.54
TRINITY_DN132644_c5_g1_i1	694	930	1101	1174	1033	1272
TRINITY_DN69862_c0_g1_i1	13	8	14	21	11	13
TRINITY_DN91304_c0_g1_i2	3.00194	8	2	4	1	1
TRINITY_DN22148_c0_g1_i1	4	2	42	23	26	12
TRINITY_DN69050_c0_g1_i1	0	1	3	3	3	3
TRINITY_DN7620_c0_g1_i1	3	2	3	12	6	4
TRINITY_DN26273_c0_g1_i1	2	2	3	1	2	2
TRINITY_DN59989_c0_g1_i1	2.04209	1	2.0202	1.00653	2.0287	3.02493
TRINITY_DN67030_c0_g1_i1	55	42	106	93	103	79
TRINITY_DN20810_c0_g2_i1	41.8937	46.9692	105.876	115.964	89	102.909
TRINITY_DN37661_c0_g1_i1	83.1756	39.2569	144.517	178.989	184.495	102.285
TRINITY_DN49687_c0_g1_i1	6	0	1	1	2	4
TRINITY_DN74637_c0_g1_i1	7	0	4	8	9	3
TRINITY_DN49226_c0_g1_i1	0	0	2	0	0	0
TRINITY_DN21949_c0_g1_i1	15	14	35	37	48	29
TRINITY_DN82201_c0_g1_i1	0	0	0	1	2	0
TRINITY_DN134524_c3_g1_i2	39.1391	37.1949	76.0286	93.6701	93.2701	51.52
TRINITY_DN134132_c0_g8_i1	64.7589	57.5651	130.586	126	112.699	143.752
TRINITY_DN74871_c0_g1_i1	1161	2546	2068	2381	1857	3425
TRINITY_DN132820_c6_g1_i4	443	335	990	914	571	561
TRINITY_DN81929_c0_g1_i1	2	1	3	1	3	2
TRINITY_DN118942_c0_g7_i1	16.7653	11.7673	53.1669	70.2328	36.7055	25.0909
TRINITY_DN79907_c0_g1_i1	3	5	11	4	5	3
TRINITY_DN75928_c0_g2_i1	17	10	9	40	58	23
