ID	Am2_314	Am2_315	Am2_316	Am2_318	Am4_314	Am4_317	Am5_311	Am5_312	Am5_313
TRINITY_DN129472_c0_g1_i2	135.597	127.641	134.912	88.3242	82.2099	106.592	150.961	219.586	153.904
TRINITY_DN125890_c4_g2_i3	190	250	148	143	164	211	170	311	259
TRINITY_DN113558_c0_g1_i1	54	113	132	64	2	0	10	60	49
TRINITY_DN114523_c0_g1_i1	3	6	4.08733	2.07339	2	6	5	6	30
TRINITY_DN185470_c0_g1_i1	4	8	2	10	14	0	0	0	0
TRINITY_DN130699_c6_g2_i2	681	1008	525	561	882	659	1230	1298	969
TRINITY_DN110967_c0_g1_i1	17	18	12	5	8	5	3	16	12
TRINITY_DN131911_c1_g2_i2	369	630	417	293	71	537	398	473	589
TRINITY_DN126449_c0_g4_i1	3	20	6	3	5	15	11	16	16
TRINITY_DN103233_c0_g1_i1	0	0	1	0	0	1	0	0	0
TRINITY_DN86604_c0_g1_i1	1	0	0	0	1	0	2	0	1
TRINITY_DN180563_c0_g1_i1	12	23.3859	12.0241	6.55278	7	7	14.5139	26.5769	49.0256
TRINITY_DN200940_c0_g1_i1	0	0	0	0	0	0	0	0	0
TRINITY_DN115264_c0_g1_i3	1	0	1	0	1	3	1	1	1
TRINITY_DN119436_c0_g1_i1	341	579	309	310	410	369	456	685	482
TRINITY_DN133854_c2_g1_i1	271	394	230	229.918	329	167	305	269	332
TRINITY_DN208164_c0_g1_i1	0	1	2	2	3	1	1	0	6
TRINITY_DN130733_c2_g4_i1	0	2.96996	3.44744	0	0	0	0	3.75998	0
TRINITY_DN110778_c0_g1_i1	175	281	216	109	164	143	161	254	194
TRINITY_DN130538_c0_g2_i1	707	1273	668	559	680	670	416	737	733
TRINITY_DN122891_c0_g2_i5	458	660	411	324	436	464	617	964	643
TRINITY_DN132838_c0_g1_i9	351	426	307	208	466	482	434	662	454
TRINITY_DN182715_c0_g1_i1	1	5	1.01062	0	0	1	1	1	0
TRINITY_DN206453_c0_g1_i1	1	1	0	0	3	1	0	2	3
TRINITY_DN120387_c2_g7_i1	0	0	0	0	0	0	0	0	0
TRINITY_DN130631_c0_g1_i1	726	1219	833	522	588	839	1321	1721	1083
TRINITY_DN129431_c3_g2_i3	283	517	329	230	315	347	402	716	382
TRINITY_DN131966_c3_g3_i5	562.661	765.773	461.302	376.073	395.103	451.505	467.312	642.941	579.025
TRINITY_DN110349_c0_g3_i1	246.658	303.854	198.884	128.135	153.21	137.545	162.755	139.38	163.501
TRINITY_DN123415_c0_g1_i1	3896	5047	3396	3183	2662	2898	3406	6042	5569
TRINITY_DN98182_c0_g1_i1	0	0	0	0	0	0	0	0	0
TRINITY_DN135830_c0_g1_i1	0	0	0	1	0	0	0	3	0
TRINITY_DN214961_c0_g1_i1	12	20	19	9	2	0	6	31	19
TRINITY_DN120255_c1_g2_i1	3	16	7	5	5	13	2	23	4
TRINITY_DN104748_c0_g1_i1	15.9974	57.0022	0	0	0.00378665	0	0.00101303	0	2.01828e-05
TRINITY_DN29501_c0_g1_i1	15	15	9	4	0	0	3	23	10
TRINITY_DN14446_c0_g1_i1	11.1318	14.1633	7.1081	2.98669	7.0714	18.7934	19.4239	22.1152	13.3753
TRINITY_DN118568_c0_g1_i1	12.5241	19.2832	6.26913	7.07243	20.2416	0	13.1476	17.0103	5.31263
TRINITY_DN8717_c0_g1_i1	0	0	0	0	0	0	1	0	1
TRINITY_DN169039_c0_g1_i1	35.626	43	28.6744	19.4455	44.5955	55.0812	23	67.5884	52.5407
TRINITY_DN91338_c0_g1_i1	0	0	0	0	0	0	0	0	0
TRINITY_DN207347_c0_g1_i1	245	608	523	347	23	0	164	509	641
TRINITY_DN112755_c0_g1_i1	0	1	1	1	0	1	0	2	0
TRINITY_DN135277_c9_g3_i3	64.9128	134.794	46.4183	47.5892	67.003	68.0918	58.2089	124.016	79.5479
TRINITY_DN79815_c0_g1_i1	66	28	19	12	10	19	58	82	6
TRINITY_DN77616_c0_g2_i1	0	0	0	0	0	0	0	0	0
TRINITY_DN124860_c8_g1_i1	1592	2468	1941	1259	1095	1400	1595	2434	1775
TRINITY_DN133418_c1_g2_i2	194	320	104	136	209	97	209	259	180
TRINITY_DN95941_c0_g1_i1	0	0	0	1	1	0	1	2	2
TRINITY_DN132219_c3_g1_i1	4633	7117	5502	3216	3370	4321	4723	7287	6041
TRINITY_DN100637_c0_g1_i1	7	3	1	4	1	0	5	2	6
TRINITY_DN127910_c1_g1_i3	126	174	134	78	60	131	196	409	118
TRINITY_DN23574_c0_g1_i1	21	45	54	32	0	0	35	104	71
TRINITY_DN3217_c0_g2_i1	8	15	14	8	1	0	5	17	13
TRINITY_DN78041_c0_g1_i1	0	0	0	0	0	0	0	0	0
TRINITY_DN111667_c0_g1_i1	15	43	20	26	40	24	23	35	22
TRINITY_DN78781_c0_g1_i1	0	0	0	0	0	0	0	0	0
TRINITY_DN129125_c0_g1_i2	8.0217	36.0739	27.0138	13	20.1406	8.00819	26	34.0613	18
TRINITY_DN90214_c0_g2_i1	0	0	0	0	0	0	0	0	0
TRINITY_DN22944_c0_g1_i1	0	2	6	1	0	0	1	0	3
TRINITY_DN119633_c8_g2_i1	6	21	9	9	22	12	19	27	9
TRINITY_DN96445_c0_g1_i1	0	7	2	1	3	4	0	1	3
TRINITY_DN90509_c0_g2_i1	0	0	0	0	0	0	0	0	0
TRINITY_DN117518_c0_g1_i1	117	285	291	146	11	1	159	561	362
TRINITY_DN85405_c0_g1_i1	0	0	0	0	0	0	0	0	0
TRINITY_DN208461_c0_g1_i1	183	282	364	176	0	0	38	160	125
TRINITY_DN101912_c0_g1_i1	2	15	5	3	3	1	3	5	1
TRINITY_DN133677_c1_g1_i1	97	106	115	44	95	80	672	2115	183
TRINITY_DN127300_c5_g1_i3	367.229	483.972	244.291	287.213	431.73	319.174	414.145	474.605	423.724
TRINITY_DN130782_c0_g2_i4	2	16	10	5	9	1	18	35	21
TRINITY_DN46002_c0_g1_i1	2	1	0	0	0	0	0	1	1
TRINITY_DN62219_c0_g1_i1	0	0	0	0	0	0	0	0	0
TRINITY_DN24945_c0_g1_i1	1	0	1	0	0	0	0	4	0
TRINITY_DN134020_c1_g1_i34	165	223	125	127	189	160	191	197	171
TRINITY_DN162210_c0_g1_i1	0	0	0	0	0	0	0	0	0
TRINITY_DN128130_c3_g1_i3	35	47.2783	35.3298	23.3101	24.5641	30	32.6809	32	44
TRINITY_DN131278_c0_g2_i2	3	8	18	1	14	9	9	5	23
TRINITY_DN195177_c0_g1_i1	12	22	16	10	2	0	9	31	20
TRINITY_DN132344_c0_g1_i2	39	25	35	17	28	36	71	154	35
TRINITY_DN31804_c0_g1_i1	2	1	0	0	0	0	1	3	0
TRINITY_DN216870_c0_g1_i1	156.317	65.6438	32.9003	78.2915	30.0266	43.6033	45.8179	88.0499	49.1588
TRINITY_DN169135_c0_g1_i1	28	43	63	38	7	1	39	154	119
TRINITY_DN133140_c4_g1_i1	2731.15	5021.23	3489.72	2380.78	2471.54	2351.24	2152.55	3168.95	2527.58
TRINITY_DN118382_c0_g1_i2	273	488	313.619	227	118.303	216	257.412	407.771	347.106
TRINITY_DN120444_c1_g1_i1	1850	3051	2031	1342	1448	1484	1236	2027	2036
TRINITY_DN211581_c0_g1_i1	0	0	0	0	0	0	0	0	0
TRINITY_DN5146_c0_g1_i1	0	0	0	0	0	0	0	0	0
TRINITY_DN206239_c0_g1_i1	2	1	1	0	0	0	0	1	1
TRINITY_DN47070_c0_g1_i1	0	0	0	0	0	0	0	1	0
TRINITY_DN61012_c0_g1_i1	0	0	0	0	0	0	0	0	0
TRINITY_DN47153_c0_g2_i1	1	0	3	3	1	1	0	2	1
TRINITY_DN140701_c0_g1_i1	0	1	0	0	2	0	0	12	1
TRINITY_DN121663_c2_g1_i1	17	53	31	17	22	20	63	119	28
TRINITY_DN140267_c0_g1_i1	0	0	0	0	0	0	0	0	0
TRINITY_DN177011_c0_g1_i1	3	7	6	6	0	0	0	8	10
TRINITY_DN125430_c6_g3_i4	14.0317	27.1204	14.0662	16.0458	4.01126	10.0285	75.1433	169.175	19.1092
TRINITY_DN118185_c0_g1_i2	19.014	32.0038	22.0331	12.0062	24.0142	23.0284	27.0098	39.0388	35.0218
TRINITY_DN137183_c0_g1_i1	8	27	17	11	0	0	15	32	26
TRINITY_DN181563_c0_g1_i1	1.01393	2.01574	2.01152	1.00823	4.03357	1.00927	3.00963	7.05233	4.04445
TRINITY_DN104857_c0_g1_i1	0	0	0	0	0	0	0	0	0
TRINITY_DN130945_c0_g16_i1	49.0552	104.133	50.0032	49.7817	68.9392	27.9523	125.226	122.472	68.371
TRINITY_DN166779_c0_g1_i1	84	172	149	68	20	0	62	120	68
TRINITY_DN52068_c0_g1_i1	5	1	0	0	0	2	0	1	0
TRINITY_DN154172_c0_g1_i1	80	135	138	79	1	1	39	38	20
TRINITY_DN139458_c0_g1_i1	17	42	31	9	1	0	9	35	22
TRINITY_DN131715_c2_g1_i2	8	21	10	8	4	3	17	30	7
TRINITY_DN136128_c0_g4_i1	193	315	208	121	268	157	266	421	274
TRINITY_DN122736_c0_g2_i2	89	104.353	74	67	70	71	121	148	100
TRINITY_DN172112_c0_g1_i1	7	20	11	5	2	0	6	17	10
TRINITY_DN137694_c0_g1_i1	0	0	0	0	0	0	0	0	0
TRINITY_DN122966_c0_g1_i1	32	47	37	9	18	19	43	44	20
TRINITY_DN88493_c0_g1_i1	0	0.431579	0.410477	3	0.425741	3	1.64383	0.733404	0.432665
TRINITY_DN173068_c0_g1_i1	0	1	1	1	0	1	1	0	0
TRINITY_DN105987_c0_g1_i1	0	0	0	0	0	0	0	0	0
TRINITY_DN123207_c0_g3_i1	31	21	9	11	11	20	14	43	8
TRINITY_DN83646_c0_g4_i1	0	0	0	0	0	0	0	0	0
TRINITY_DN96721_c0_g2_i1	73.0274	134.578	93.9607	52.2873	95.4298	72.6934	128.024	157.44	114.819
TRINITY_DN134960_c2_g1_i1	372	714	476	356	350	394.999	567	867	534
TRINITY_DN187777_c0_g1_i1	2.73813	5.47877	2.81266	0	3.20447	3	0	1	0
TRINITY_DN123903_c0_g2_i4	15	18	14	11	15	27	24	60	34
TRINITY_DN201610_c0_g1_i1	0	0	1	0	0	0	2	4	0
TRINITY_DN162354_c0_g1_i1	1	0	0	0	0	0	0	2	0
TRINITY_DN147956_c0_g1_i1	0	0	0	0	0	0	0	0	0
TRINITY_DN32399_c0_g1_i1	2.90197	6	7	0	9.50354	15	0	5	0
TRINITY_DN72409_c0_g1_i1	0	0	0	0	1	1	0	0	0
TRINITY_DN66839_c0_g1_i1	8	5	7	2	5	7	1	11	2
TRINITY_DN46231_c0_g1_i1	0	0	1	0	0	1	0	1	0
TRINITY_DN128458_c2_g1_i4	9.22711	10.7609	20.2913	2.62003	12.7732	12.6063	22.3967	33.7948	13.1598
TRINITY_DN86682_c0_g3_i1	7.57664	22.5421	6.89761	7.14815	11.0227	9.54595	13.9089	16.8447	9.38382
TRINITY_DN134393_c9_g2_i1	0	0	0	0	0	0	0	0	0
TRINITY_DN126738_c1_g7_i3	364	672	411	342	361	513	512	1338	639
TRINITY_DN125663_c7_g4_i1	444.55	650.396	547.296	331.412	281.007	325.277	393.05	673.729	380.888
TRINITY_DN122924_c0_g1_i1	8	3	2	4	5	1	9	15	6
TRINITY_DN132924_c1_g3_i1	6	1	3	0	5	8	107	233	2
TRINITY_DN62994_c0_g1_i1	0	2	0	1	3	1	3	5	0
TRINITY_DN67194_c0_g1_i1	0	1	0	0	1	0	0	0	2
TRINITY_DN136437_c4_g1_i1	1	10	2	5	3	2	3	5	9
TRINITY_DN68116_c0_g3_i1	0	0	0	0	0	0	0	0	0
TRINITY_DN169379_c0_g1_i1	11	13	32	10	1	0	17	57	26
TRINITY_DN131173_c3_g1_i1	628	1067	586	509	805	757	845	1530	825
TRINITY_DN126559_c1_g5_i1	1	2	0	0	0	0	1	2	1
TRINITY_DN116076_c0_g1_i3	0	0	2	0	0	0	1	2	0
TRINITY_DN85945_c0_g4_i1	7	38	20	11	1	0	8	48	30
TRINITY_DN129784_c1_g7_i1	103	240	280	170	133	499	309	390	297
TRINITY_DN132338_c1_g5_i2	548.82	857.64	356.444	343.015	598.249	469.817	578.574	703.086	624.131
TRINITY_DN154971_c0_g1_i1	0	0	0	0	0	0	0	0	0
TRINITY_DN130763_c0_g2_i1	523	921	642	411	341	467	547	841	507
TRINITY_DN182108_c0_g1_i1	7	39	35	32	0	0	8	16	10
TRINITY_DN211036_c0_g1_i1	11.0279	19.0172	5.01469	4.03926	9.03237	3.01841	9	14.1985	7.02421
TRINITY_DN123617_c0_g1_i1	620.042	999.334	778.76	452.445	626.416	862.286	1041.75	1645.07	1006.39
TRINITY_DN79605_c0_g2_i1	0	0	0	0	0	0	0	0	0
TRINITY_DN132457_c0_g2_i2	16	31	20	18	19	18	42	77	16
TRINITY_DN184043_c0_g1_i1	0	0	0	0	0	0	0	0	0
TRINITY_DN82034_c0_g1_i1	2	1	0	0	0	1	0	0	0
TRINITY_DN84280_c0_g2_i1	0	7.73017	5.11825	9.32622	3.71934	3.01941	15.2359	11.9661	11.0692
TRINITY_DN22084_c0_g2_i1	0	1	0	1	1	1	0	5	0
TRINITY_DN195454_c0_g1_i1	0	0	0	0	0	0	0	0	0
TRINITY_DN119971_c0_g5_i1	1	6	1	0	2	1	12	17	2
TRINITY_DN73040_c0_g2_i1	3	34	20	6	0	0	11	17	30
TRINITY_DN14159_c0_g1_i1	7	13	14	4	0	0	15	82	56
TRINITY_DN127001_c4_g3_i2	215	292	179	159	263	187	339	942	188
TRINITY_DN151375_c0_g1_i1	3	7	1	0	0	0	3	4	2
TRINITY_DN56306_c0_g1_i1	2	3	0	0	8	0	22	73	30
TRINITY_DN133971_c1_g2_i2	35	29	19	22	36	63	48	77	32
TRINITY_DN76621_c0_g2_i1	0	0	0	0	0	0	0	0	0
TRINITY_DN151008_c0_g1_i1	0	0	0	1	0	1	1	0	2
TRINITY_DN126902_c0_g4_i4	14.0033	26.367	15.7598	4.48297	13.6246	13.5289	50.6059	114.187	15.7396
TRINITY_DN94846_c0_g1_i1	4	4	2	1	1	1	3	7	3
TRINITY_DN99466_c0_g1_i2	2	4	0	5	2	2	1	1	1
TRINITY_DN127093_c0_g4_i1	0	108.069	0	0	0	0	0	0	0
TRINITY_DN123456_c0_g7_i2	17	43	10	10	15	13	12	24	23
TRINITY_DN156155_c0_g1_i1	9.47278	2.54529	2.34437	3.29722	6.54253	4.58351	9.74404	5.55993	6.73884
TRINITY_DN135682_c1_g1_i2	335	543	299	195	265	271	321	364	336
TRINITY_DN66064_c0_g1_i1	0	0	0	0	0	0	0	0	0
TRINITY_DN124959_c1_g1_i1	124	197	113	154	134	167	177	324	208
TRINITY_DN120962_c5_g1_i4	255	423	226	156	259	278	243	321	326
TRINITY_DN100214_c0_g1_i1	0	0	0	0	0	0	0	0	0
TRINITY_DN43187_c0_g1_i1	12	15	9	6	10	6	17	44	8
TRINITY_DN129826_c4_g2_i2	67	148	60	53	87	105	112	135	103
TRINITY_DN126131_c2_g1_i8	797	589	537	339	283	401	620	1075	535
TRINITY_DN104434_c0_g1_i1	0	0	1	1	0	1	2	0	1
TRINITY_DN1486_c0_g1_i1	24	21	21	13	22	14	11	18	20
TRINITY_DN133504_c2_g1_i1	32.2416	32.0918	50.3552	29.1383	22.3338	25.1429	56.2072	75.5168	30.1716
TRINITY_DN154903_c0_g1_i1	2	2	4	3	0	0	2	2	2
TRINITY_DN49356_c0_g1_i1	25.7878	29.4055	7.22401	12.0579	28.7724	25.4306	32.5604	49.7993	36.4053
TRINITY_DN138585_c0_g1_i1	0	3	2	0	1	79	0	1	3
TRINITY_DN109108_c0_g4_i1	73	184	157	79	1	0	36	111	51
TRINITY_DN68724_c0_g1_i1	281	525	375	119	1	0	10	2	1
TRINITY_DN128156_c1_g2_i4	232	330	230	157	276	252	260	433	290
TRINITY_DN130947_c1_g6_i1	9302	9755	5908	5235	4107	8811	7001	14488	11686
TRINITY_DN117870_c0_g5_i2	47.5858	66.8328	12.3143	12.6535	12.3606	38.4008	12.8643	29.4161	0
TRINITY_DN137870_c0_g1_i1	7	9	8	2	0	0	6	22	9
TRINITY_DN128434_c1_g5_i1	0	0	0	0	0	1	1	0	2
TRINITY_DN100756_c0_g1_i1	0	0	0	1	1	1	11	9	0
TRINITY_DN119839_c0_g5_i2	962.264	1038.68	813.008	652.832	797.524	795.606	765.225	1624.53	1048.21
TRINITY_DN128894_c0_g4_i2	106.095	185.683	121.935	101.054	139.259	133.985	131.16	244.432	175.379
TRINITY_DN169428_c0_g1_i1	0	0	0	0	0	0	0	0	0
TRINITY_DN126672_c0_g1_i2	924	785	813	429	347	649	852	1753	946
TRINITY_DN21833_c0_g2_i1	0	0	0	0	0	0	0	0	0
TRINITY_DN182399_c0_g1_i1	0	0	0	0	0	0	0	0	0
TRINITY_DN180185_c0_g1_i1	0	0	0	0	0	0	0	0	0
TRINITY_DN170960_c0_g1_i1	0	0	0	0	0	0	0	0	0
TRINITY_DN136086_c0_g3_i2	381	660	431	179	402	419	723	1223	659
TRINITY_DN134419_c0_g1_i3	344	550	421	241	238	423	556	935	526
TRINITY_DN118039_c0_g1_i2	649	739	550	432	426	445	536	753	676
TRINITY_DN193524_c0_g1_i1	8	20	14	6	0	0	2	14	5
TRINITY_DN133367_c4_g2_i1	616.455	863.799	446.242	397.345	530.762	594.295	578.421	898.274	672.515
TRINITY_DN159496_c0_g1_i1	9	8	2	2	51	6	67	336	65
TRINITY_DN132403_c1_g1_i1	3	6.48236	0	7	12	5	8	9	7
TRINITY_DN14114_c0_g1_i1	0	5	1	2	0	0	0	4	3
TRINITY_DN132079_c8_g1_i1	0	1	3	1	6	2	4	8	2
TRINITY_DN130536_c4_g1_i1	76	81	60	48	70	95	159	273	151
TRINITY_DN213579_c0_g1_i1	11	18	14	8	0	0	4	15	12
TRINITY_DN126232_c5_g1_i1	397.294	620.79	275.77	306.66	331.375	506.831	510.207	815.748	564.893
TRINITY_DN114889_c0_g1_i2	97	115	53	84	78	78	88	103	100
TRINITY_DN183630_c0_g1_i1	0	0	0	0	0	0	0	0	0
TRINITY_DN51845_c0_g1_i1	0	0	0	0	0	0	0	0	0
TRINITY_DN135762_c3_g1_i1	1478	2525	859	1195	1970	1562	7748	10184	3428
TRINITY_DN179291_c0_g1_i1	0	0	0	0	0	0	0	0	0
TRINITY_DN185196_c0_g1_i1	1	0	1	0	0	1	0	0	3
TRINITY_DN78402_c0_g1_i1	0	4	1	1	3	2	1	4	1
TRINITY_DN127211_c0_g1_i1	11	31	38	10	17	48	117	295	75
TRINITY_DN124932_c0_g2_i2	24	69	56	26	24	25	36	59	21
TRINITY_DN98054_c0_g1_i1	4	4	1	2	4	5	2	6	13
TRINITY_DN97959_c0_g1_i2	2	1	2	3	6	2	3	4	4
TRINITY_DN68795_c0_g1_i1	0	0	0	0	0	0	0	0	0
TRINITY_DN73631_c0_g1_i1	0	0	0	0	0	0	0	0	0
TRINITY_DN29590_c0_g1_i1	13	28	19	17	1	0	7	11	7
TRINITY_DN130945_c0_g5_i1	3.77348	4.95873	0	0	5.30302	0	125.226	178.997	15.7779
TRINITY_DN16221_c0_g1_i1	7	4	1	3	3	4	8	6	7
TRINITY_DN117363_c0_g1_i1	547	1048	795	452	592	628	387	813	729
TRINITY_DN211695_c0_g1_i1	4	6	5	5	34	4	5	12	5
TRINITY_DN134963_c2_g1_i1	60.3047	116.654	59.4323	28.1003	17.53	12.9791	15.1799	26.0105	61.0242
TRINITY_DN152866_c0_g1_i1	0	0	0	0	0	0	0	0	0
TRINITY_DN69291_c0_g1_i1	0	0	0	0	0	0	0	0	0
TRINITY_DN20295_c0_g1_i1	5	5	5	1	0	0	8	13	5
TRINITY_DN118700_c1_g2_i1	0	0	0	0	0	0	0	0	0
TRINITY_DN207874_c0_g1_i1	17	53	55	30	1	0	7	19	9
TRINITY_DN133619_c5_g1_i1	59	77	45	35	105	72	77	79	85
TRINITY_DN126819_c1_g2_i1	640	1005	440	596	769	604	755	1224	653
TRINITY_DN48786_c0_g1_i1	27	51	55	22	2	0	9	30	16
TRINITY_DN130597_c4_g6_i7	634	851	636	455	691	738	811	1396	787
TRINITY_DN102894_c0_g3_i1	0	1	1	2	0	0	0	0	0
TRINITY_DN64337_c0_g1_i1	0	0	0	0	0	0	0	0	0
TRINITY_DN124728_c6_g7_i1	0	28.4212	0	0	0	29.1512	0	35.9823	0
TRINITY_DN68007_c0_g1_i1	0	0	0	0	0	0	0	0	0
TRINITY_DN80782_c0_g1_i1	98	282	303	69	214	305	369	729	450
TRINITY_DN133079_c0_g1_i1	50	90	63	49	91	57	82	158	71
TRINITY_DN134126_c1_g8_i1	14.9664	25.8049	9.89151	17.9356	22.1826	17.2378	15.6709	16.6992	7.77905
TRINITY_DN79065_c0_g1_i1	0	1	0	0	1	0	2	3	0
TRINITY_DN108146_c0_g1_i2	2953.31	4631	3149	3016.78	2884.56	3278	4285	4858	4227
TRINITY_DN22304_c0_g1_i1	0	0	1	2	0	0	0	1	2
