stage	trans
G46	TRINITY_DN135728_c6_g1_i1
G46	TRINITY_DN106183_c0_g1_i1
G46	TRINITY_DN134995_c0_g1_i1
G46	TRINITY_DN130408_c2_g6_i1
G46	TRINITY_DN125283_c5_g3_i3
G46	TRINITY_DN129128_c4_g1_i5
G46	TRINITY_DN128540_c3_g8_i1
G46	TRINITY_DN128313_c5_g2_i1
G46	TRINITY_DN129004_c0_g3_i2
G46	TRINITY_DN129671_c1_g5_i2
G46	TRINITY_DN136373_c4_g8_i1
G46	TRINITY_DN127528_c0_g1_i2
G46	TRINITY_DN131972_c3_g4_i3
G46	TRINITY_DN130034_c2_g2_i1
G46	TRINITY_DN134026_c0_g2_i6
G46	TRINITY_DN134836_c4_g1_i1
G46	TRINITY_DN132814_c0_g1_i5
G46	TRINITY_DN136339_c3_g3_i1
G46	TRINITY_DN126419_c5_g1_i1
G46	TRINITY_DN125398_c5_g2_i1
G46	TRINITY_DN133949_c2_g3_i2
G46	TRINITY_DN129034_c7_g7_i3
G46	TRINITY_DN124099_c3_g1_i1
G46	TRINITY_DN122177_c1_g1_i1
G46	TRINITY_DN131510_c9_g1_i1
G46	TRINITY_DN125867_c6_g4_i1
G46	TRINITY_DN76422_c0_g1_i1
G46	TRINITY_DN134409_c0_g6_i1
G46	TRINITY_DN119592_c2_g1_i2
G46	TRINITY_DN121093_c3_g5_i3
G46	TRINITY_DN129329_c6_g2_i1
G46	TRINITY_DN61744_c0_g2_i1
G46	TRINITY_DN101728_c0_g2_i1
G46	TRINITY_DN108376_c0_g1_i4
G46	TRINITY_DN128644_c0_g2_i5
G46	TRINITY_DN125260_c4_g1_i9
G46	TRINITY_DN125138_c7_g3_i10
G46	TRINITY_DN131314_c0_g2_i2
G46	TRINITY_DN126986_c0_g1_i1
G46	TRINITY_DN132993_c1_g1_i1
G46	TRINITY_DN126900_c0_g6_i1
G46	TRINITY_DN128194_c3_g1_i3
G46	TRINITY_DN95761_c0_g1_i1
G46	TRINITY_DN127372_c3_g2_i2
G46	TRINITY_DN119733_c1_g1_i9
G46	TRINITY_DN133143_c0_g1_i1
G46	TRINITY_DN125745_c5_g1_i4
G46	TRINITY_DN131220_c7_g1_i1
G46	TRINITY_DN125124_c5_g1_i1
G46	TRINITY_DN105307_c0_g1_i1
G46	TRINITY_DN100684_c0_g3_i1
G46	TRINITY_DN134530_c9_g1_i1
G46	TRINITY_DN128174_c4_g1_i1
G46	TRINITY_DN126268_c0_g1_i2
G46	TRINITY_DN136741_c9_g1_i1
G46	TRINITY_DN122038_c0_g1_i2
G46	TRINITY_DN128286_c2_g1_i2
G46	TRINITY_DN128513_c1_g2_i6
G46	TRINITY_DN122657_c3_g1_i1
G46	TRINITY_DN115612_c0_g2_i2
G46	TRINITY_DN128854_c0_g1_i2
G46	TRINITY_DN123534_c0_g1_i2
G46	TRINITY_DN134219_c1_g1_i3
G46	TRINITY_DN128813_c2_g3_i1
G46	TRINITY_DN134053_c4_g1_i1
G46	TRINITY_DN125884_c1_g1_i5
G46	TRINITY_DN134074_c0_g5_i2
G46	TRINITY_DN115114_c1_g1_i1
G46	TRINITY_DN128205_c1_g3_i4
G46	TRINITY_DN132602_c3_g2_i2
G46	TRINITY_DN131978_c0_g1_i1
G46	TRINITY_DN131925_c1_g2_i3
G46	TRINITY_DN134342_c3_g2_i1
G46	TRINITY_DN136079_c1_g2_i5
G46	TRINITY_DN129661_c1_g6_i1
G46	TRINITY_DN131503_c1_g3_i4
G46	TRINITY_DN130068_c0_g10_i1
G46	TRINITY_DN134068_c1_g9_i6
G46	TRINITY_DN207170_c0_g1_i1
G46	TRINITY_DN128660_c0_g1_i3
G46	TRINITY_DN112641_c0_g1_i2
G46	TRINITY_DN135623_c1_g2_i3
G46	TRINITY_DN125938_c4_g5_i1
G46	TRINITY_DN120135_c0_g1_i1
G46	TRINITY_DN136441_c1_g1_i2
G46	TRINITY_DN131321_c3_g2_i1
G46	TRINITY_DN133268_c0_g1_i3
G46	TRINITY_DN124536_c0_g2_i2
G46	TRINITY_DN135787_c3_g1_i2
G46	TRINITY_DN124948_c0_g1_i6
G46	TRINITY_DN122876_c3_g1_i10
G46	TRINITY_DN136000_c1_g1_i2
G46	TRINITY_DN104546_c0_g1_i1
G46	TRINITY_DN128659_c2_g1_i2
G46	TRINITY_DN110181_c0_g1_i1
G46	TRINITY_DN120010_c0_g1_i1
G46	TRINITY_DN128941_c3_g5_i2
G46	TRINITY_DN126424_c0_g2_i6
G46	TRINITY_DN136124_c0_g1_i1
G46	TRINITY_DN129648_c0_g1_i3
G46	TRINITY_DN132634_c5_g2_i2
G46	TRINITY_DN131848_c0_g1_i3
G46	TRINITY_DN130770_c0_g2_i2
G46	TRINITY_DN106189_c0_g2_i1
G46	TRINITY_DN135861_c3_g9_i3
G46	TRINITY_DN131236_c0_g1_i1
G46	TRINITY_DN124181_c0_g1_i1
G46	TRINITY_DN126295_c0_g1_i7
G46	TRINITY_DN124049_c5_g2_i1
G46	TRINITY_DN128381_c1_g3_i2
G46	TRINITY_DN130646_c1_g1_i2
G46	TRINITY_DN133577_c1_g4_i3
G46	TRINITY_DN133247_c2_g3_i5
G46	TRINITY_DN134451_c0_g1_i4
G46	TRINITY_DN130792_c5_g2_i3
G46	TRINITY_DN119670_c0_g1_i4
G46	TRINITY_DN134330_c0_g1_i3
G46	TRINITY_DN134283_c1_g2_i1
G46	TRINITY_DN133896_c0_g1_i3
G46	TRINITY_DN122908_c0_g1_i1
G46	TRINITY_DN135223_c2_g3_i2
G46	TRINITY_DN125174_c0_g8_i1
G46	TRINITY_DN135264_c5_g1_i1
G46	TRINITY_DN132456_c6_g1_i1
G46	TRINITY_DN130408_c2_g3_i12
G46	TRINITY_DN136227_c3_g1_i1
G46	TRINITY_DN136035_c9_g7_i3
G46	TRINITY_DN130898_c0_g2_i1
G46	TRINITY_DN126598_c0_g1_i2
G46	TRINITY_DN136352_c4_g1_i1
G46	TRINITY_DN132528_c3_g3_i1
G46	TRINITY_DN133677_c1_g1_i1
G46	TRINITY_DN121418_c2_g1_i1
G46	TRINITY_DN2947_c0_g2_i1
G46	TRINITY_DN130932_c0_g4_i5
G46	TRINITY_DN130250_c2_g1_i1
G46	TRINITY_DN134247_c0_g1_i1
G46	TRINITY_DN102579_c0_g1_i1
G46	TRINITY_DN129043_c1_g6_i3
G46	TRINITY_DN127647_c0_g1_i3
G46	TRINITY_DN132134_c7_g3_i2
G46	TRINITY_DN123549_c0_g1_i2
G46	TRINITY_DN124731_c3_g1_i2
G46	TRINITY_DN136488_c1_g26_i1
G46	TRINITY_DN97438_c0_g1_i1
G46	TRINITY_DN114792_c0_g1_i1
G46	TRINITY_DN132647_c1_g1_i3
G46	TRINITY_DN122351_c0_g1_i2
G46	TRINITY_DN124180_c0_g7_i1
G46	TRINITY_DN136561_c3_g4_i2
G46	TRINITY_DN121243_c0_g1_i4
G46	TRINITY_DN119901_c0_g2_i2
G46	TRINITY_DN130880_c4_g2_i7
G46	TRINITY_DN126384_c1_g6_i1
G46	TRINITY_DN133496_c0_g1_i3
G46	TRINITY_DN134068_c1_g10_i4
G46	TRINITY_DN135164_c2_g1_i3
G46	TRINITY_DN116643_c1_g1_i1
G46	TRINITY_DN210686_c0_g1_i1
G46	TRINITY_DN120395_c0_g1_i1
G46	TRINITY_DN133357_c2_g3_i2
G46	TRINITY_DN132304_c3_g1_i6
G46	TRINITY_DN129108_c0_g5_i7
G46	TRINITY_DN197948_c0_g1_i1
G46	TRINITY_DN133616_c0_g1_i1
G46	TRINITY_DN135306_c0_g2_i5
G46	TRINITY_DN125552_c1_g2_i2
G46	TRINITY_DN118874_c0_g1_i1
G46	TRINITY_DN132547_c1_g4_i1
G46	TRINITY_DN123637_c0_g1_i2
G46	TRINITY_DN118899_c0_g1_i1
G46	TRINITY_DN133735_c0_g1_i9
G46	TRINITY_DN128955_c5_g1_i1
G46	TRINITY_DN125609_c0_g1_i2
G46	TRINITY_DN211734_c0_g1_i1
G46	TRINITY_DN134349_c1_g2_i1
G46	TRINITY_DN131091_c6_g3_i1
G46	TRINITY_DN128911_c0_g1_i2
G46	TRINITY_DN126878_c0_g1_i1
G46	TRINITY_DN131133_c0_g1_i1
G46	TRINITY_DN135877_c0_g2_i3
G46	TRINITY_DN126267_c3_g1_i1
G46	TRINITY_DN131259_c12_g3_i1
G46	TRINITY_DN131760_c0_g1_i4
G46	TRINITY_DN136279_c3_g2_i1
G46	TRINITY_DN146124_c0_g1_i1
G46	TRINITY_DN98218_c0_g1_i2
G46	TRINITY_DN124076_c2_g2_i3
G46	TRINITY_DN127994_c1_g1_i1
G46	TRINITY_DN124623_c3_g3_i1
G46	TRINITY_DN116347_c0_g1_i1
G46	TRINITY_DN124346_c9_g1_i1
G46	TRINITY_DN124217_c2_g4_i3
G46	TRINITY_DN135536_c0_g3_i7
G46	TRINITY_DN115715_c2_g3_i1
G46	TRINITY_DN100754_c0_g1_i1
G46	TRINITY_DN131144_c0_g2_i3
G46	TRINITY_DN129435_c2_g1_i1
G46	TRINITY_DN132370_c0_g1_i1
G46	TRINITY_DN134385_c4_g1_i9
G46	TRINITY_DN124538_c2_g3_i2
G46	TRINITY_DN131369_c1_g1_i1
G46	TRINITY_DN132850_c1_g1_i2
G46	TRINITY_DN125503_c0_g1_i1
G46	TRINITY_DN116288_c1_g1_i1
G46	TRINITY_DN125272_c0_g1_i3
G46	TRINITY_DN130164_c2_g10_i1
G46	TRINITY_DN121797_c0_g1_i2
G46	TRINITY_DN127966_c0_g1_i3
G46	TRINITY_DN135065_c0_g1_i7
G46	TRINITY_DN80005_c0_g2_i1
G46	TRINITY_DN136050_c1_g2_i1
G46	TRINITY_DN135505_c7_g1_i1
G46	TRINITY_DN121322_c0_g1_i2
G46	TRINITY_DN106256_c0_g3_i3
G46	TRINITY_DN133577_c1_g1_i5
G46	TRINITY_DN120528_c0_g1_i2
G46	TRINITY_DN129653_c1_g3_i2
G46	TRINITY_DN124983_c3_g1_i1
G46	TRINITY_DN128260_c1_g5_i6
G46	TRINITY_DN126469_c1_g1_i1
G46	TRINITY_DN114406_c0_g1_i1
G46	TRINITY_DN135981_c3_g3_i2
G46	TRINITY_DN113131_c0_g1_i5
G46	TRINITY_DN131472_c0_g1_i1
G46	TRINITY_DN124990_c0_g3_i2
G46	TRINITY_DN51310_c0_g2_i1
G46	TRINITY_DN126259_c0_g2_i4
G46	TRINITY_DN131269_c13_g15_i1
G46	TRINITY_DN133409_c1_g3_i1
G46	TRINITY_DN131856_c3_g2_i2
G46	TRINITY_DN127303_c2_g3_i3
G46	TRINITY_DN126877_c0_g1_i1
G46	TRINITY_DN136417_c0_g1_i2
G46	TRINITY_DN135765_c6_g2_i2
G46	TRINITY_DN132465_c3_g1_i1
G46	TRINITY_DN126527_c2_g1_i1
G46	TRINITY_DN124623_c3_g1_i1
G46	TRINITY_DN130860_c2_g2_i1
G46	TRINITY_DN113584_c0_g1_i1
G46	TRINITY_DN136190_c9_g1_i4
G46	TRINITY_DN134483_c0_g1_i1
G46	TRINITY_DN69581_c0_g1_i1
G46	TRINITY_DN116233_c0_g1_i1
G46	TRINITY_DN118565_c0_g1_i1
G46	TRINITY_DN133534_c2_g6_i1
G46	TRINITY_DN127361_c15_g1_i3
G46	TRINITY_DN123854_c0_g4_i5
G46	TRINITY_DN126398_c0_g1_i1
G46	TRINITY_DN131299_c0_g2_i2
G46	TRINITY_DN129910_c0_g1_i2
G46	TRINITY_DN126460_c0_g5_i1
G46	TRINITY_DN131104_c0_g1_i2
G46	TRINITY_DN132741_c0_g1_i1
G46	TRINITY_DN128883_c0_g1_i2
G46	TRINITY_DN119765_c0_g1_i7
G46	TRINITY_DN116593_c2_g1_i4
G46	TRINITY_DN116728_c0_g1_i2
G46	TRINITY_DN126091_c1_g2_i1
G46	TRINITY_DN125793_c1_g7_i4
G46	TRINITY_DN130527_c4_g4_i1
G46	TRINITY_DN114616_c0_g1_i1
G46	TRINITY_DN135314_c1_g4_i4
G46	TRINITY_DN127268_c1_g2_i1
G46	TRINITY_DN207176_c0_g1_i1
G46	TRINITY_DN132075_c0_g1_i5
G46	TRINITY_DN126149_c3_g1_i1
G46	TRINITY_DN127303_c2_g2_i1
G46	TRINITY_DN126836_c2_g1_i2
G46	TRINITY_DN133322_c1_g2_i1
G46	TRINITY_DN112721_c0_g1_i1
G46	TRINITY_DN124284_c0_g1_i4
G46	TRINITY_DN95094_c0_g1_i1
G46	TRINITY_DN132475_c1_g1_i2
G46	TRINITY_DN128353_c0_g4_i3
G46	TRINITY_DN121497_c2_g2_i2
G46	TRINITY_DN129039_c0_g1_i1
G46	TRINITY_DN134738_c1_g2_i2
G46	TRINITY_DN116614_c0_g1_i2
G46	TRINITY_DN136721_c2_g4_i2
G46	TRINITY_DN129084_c8_g2_i1
G46	TRINITY_DN127623_c0_g1_i8
G46	TRINITY_DN134725_c1_g2_i7
G46	TRINITY_DN133096_c6_g5_i1
G46	TRINITY_DN104018_c1_g1_i1
G46	TRINITY_DN131868_c0_g11_i1
G46	TRINITY_DN125353_c3_g2_i2
G46	TRINITY_DN131144_c0_g3_i1
G46	TRINITY_DN118284_c0_g1_i1
G46	TRINITY_DN129017_c1_g1_i1
G46	TRINITY_DN125900_c0_g1_i1
G46	TRINITY_DN131589_c8_g3_i1
G46	TRINITY_DN132087_c0_g1_i2
G46	TRINITY_DN118457_c0_g3_i1
G46	TRINITY_DN108517_c0_g1_i1
G46	TRINITY_DN132444_c9_g1_i3
G46	TRINITY_DN122600_c2_g2_i1
G46	TRINITY_DN136070_c9_g2_i1
G46	TRINITY_DN92427_c0_g1_i2
G46	TRINITY_DN126808_c0_g1_i1
G46	TRINITY_DN121846_c0_g2_i2
G46	TRINITY_DN127236_c4_g3_i2
G46	TRINITY_DN115056_c0_g1_i4
G46	TRINITY_DN135666_c0_g3_i1
G46	TRINITY_DN126614_c0_g1_i1
G46	TRINITY_DN124561_c0_g1_i1
G46	TRINITY_DN121909_c0_g4_i1
G46	TRINITY_DN131264_c0_g1_i4
G46	TRINITY_DN126593_c2_g1_i4
G46	TRINITY_DN138946_c0_g1_i1
G46	TRINITY_DN128511_c3_g1_i1
G46	TRINITY_DN131030_c6_g1_i1
G46	TRINITY_DN105870_c0_g1_i1
G46	TRINITY_DN128988_c1_g1_i4
G46	TRINITY_DN98180_c0_g1_i1
G46	TRINITY_DN96905_c0_g4_i1
G46	TRINITY_DN124205_c0_g1_i1
G46	TRINITY_DN130777_c4_g10_i1
G46	TRINITY_DN135828_c4_g4_i1
G46	TRINITY_DN131607_c2_g2_i8
G46	TRINITY_DN126497_c1_g7_i1
G46	TRINITY_DN128639_c3_g3_i1
G46	TRINITY_DN131697_c5_g2_i1
G46	TRINITY_DN131507_c3_g2_i1
G46	TRINITY_DN107711_c0_g1_i1
G46	TRINITY_DN133219_c0_g2_i1
G46	TRINITY_DN114644_c0_g2_i1
G46	TRINITY_DN116685_c1_g1_i2
G46	TRINITY_DN129653_c1_g2_i1
G46	TRINITY_DN128811_c0_g2_i1
G46	TRINITY_DN117885_c0_g1_i3
G46	TRINITY_DN120448_c1_g1_i3
G46	TRINITY_DN98787_c0_g1_i1
G46	TRINITY_DN132602_c3_g1_i2
G46	TRINITY_DN125213_c1_g1_i3
G46	TRINITY_DN123298_c0_g2_i2
G46	TRINITY_DN126460_c0_g2_i1
G46	TRINITY_DN129836_c0_g2_i1
G46	TRINITY_DN106277_c0_g1_i2
G46	TRINITY_DN135226_c0_g2_i1
G46	TRINITY_DN117156_c0_g1_i1
G46	TRINITY_DN125906_c5_g3_i1
G46	TRINITY_DN135507_c0_g1_i1
G46	TRINITY_DN129794_c4_g1_i1
G46	TRINITY_DN80615_c0_g1_i1
G46	TRINITY_DN136085_c1_g2_i1
G46	TRINITY_DN134296_c1_g1_i2
G46	TRINITY_DN130851_c2_g3_i1
G46	TRINITY_DN120044_c0_g2_i2
G46	TRINITY_DN135336_c6_g3_i3
G46	TRINITY_DN127236_c4_g6_i1
G46	TRINITY_DN126783_c1_g10_i1
G46	TRINITY_DN132741_c0_g3_i1
G46	TRINITY_DN208125_c0_g1_i1
G46	TRINITY_DN130777_c3_g1_i1
G46	TRINITY_DN133210_c0_g1_i4
G46	TRINITY_DN121490_c3_g1_i3
G46	TRINITY_DN136334_c3_g3_i1
G46	TRINITY_DN121675_c2_g1_i3
G46	TRINITY_DN117755_c0_g1_i1
G46	TRINITY_DN109948_c0_g1_i1
G46	TRINITY_DN124233_c1_g1_i3
G46	TRINITY_DN134805_c7_g1_i8
G46	TRINITY_DN124744_c0_g1_i1
G46	TRINITY_DN124423_c0_g1_i3
G46	TRINITY_DN122162_c1_g1_i2
G46	TRINITY_DN134060_c0_g1_i1
G46	TRINITY_DN127236_c4_g7_i4
G46	TRINITY_DN130851_c1_g5_i1
G46	TRINITY_DN119358_c1_g2_i4
G46	TRINITY_DN133818_c1_g1_i2
G46	TRINITY_DN132623_c1_g1_i1
G46	TRINITY_DN125266_c2_g2_i2
G46	TRINITY_DN131379_c2_g1_i2
G46	TRINITY_DN116614_c0_g2_i1
G46	TRINITY_DN129065_c3_g2_i2
G46	TRINITY_DN118266_c0_g1_i1
G46	TRINITY_DN112592_c0_g1_i1
G46	TRINITY_DN201779_c0_g1_i1
G46	TRINITY_DN131764_c8_g2_i2
G46	TRINITY_DN128633_c6_g7_i2
G46	TRINITY_DN123513_c0_g1_i2
G46	TRINITY_DN133059_c0_g2_i2
G46	TRINITY_DN131187_c2_g1_i1
G46	TRINITY_DN133001_c0_g1_i1
G46	TRINITY_DN130449_c0_g1_i2
G46	TRINITY_DN123748_c0_g1_i1
G46	TRINITY_DN134049_c0_g5_i1
G46	TRINITY_DN120002_c1_g1_i1
G46	TRINITY_DN124151_c5_g6_i3
G46	TRINITY_DN134409_c0_g5_i4
G46	TRINITY_DN126497_c1_g8_i3
G46	TRINITY_DN120714_c0_g1_i1
G46	TRINITY_DN117640_c0_g1_i2
G46	TRINITY_DN135247_c0_g5_i4
G46	TRINITY_DN44160_c0_g1_i1
G46	TRINITY_DN135018_c1_g1_i1
G46	TRINITY_DN133151_c2_g1_i1
G46	TRINITY_DN2177_c0_g1_i1
G46	TRINITY_DN116299_c0_g1_i2
G46	TRINITY_DN121524_c0_g1_i2
G46	TRINITY_DN124136_c0_g3_i1
G46	TRINITY_DN114195_c0_g1_i1
G46	TRINITY_DN124412_c0_g5_i9
G46	TRINITY_DN121660_c4_g4_i1
G46	TRINITY_DN125325_c9_g1_i1
G46	TRINITY_DN114884_c0_g2_i1
G46	TRINITY_DN131465_c3_g1_i3
G46	TRINITY_DN131174_c1_g4_i1
G46	TRINITY_DN130326_c1_g3_i1
G46	TRINITY_DN129309_c1_g1_i4
G46	TRINITY_DN79339_c0_g2_i1
G46	TRINITY_DN133738_c1_g7_i2
G46	TRINITY_DN134134_c0_g1_i2
G46	TRINITY_DN133575_c2_g1_i3
G46	TRINITY_DN120481_c0_g1_i2
G46	TRINITY_DN104073_c1_g1_i1
G46	TRINITY_DN67847_c0_g1_i1
G46	TRINITY_DN134920_c8_g1_i1
G46	TRINITY_DN133789_c3_g3_i1
G46	TRINITY_DN127648_c1_g6_i1
G46	TRINITY_DN96202_c0_g1_i1
G46	TRINITY_DN110378_c0_g4_i1
G46	TRINITY_DN131670_c2_g3_i1
G46	TRINITY_DN134948_c4_g6_i1
G46	TRINITY_DN134430_c2_g3_i2
G46	TRINITY_DN117942_c0_g1_i2
G46	TRINITY_DN116209_c0_g1_i1
G46	TRINITY_DN142384_c0_g1_i1
G46	TRINITY_DN135522_c0_g2_i1
G46	TRINITY_DN118393_c0_g1_i3
G46	TRINITY_DN130543_c0_g1_i1
G46	TRINITY_DN121909_c0_g2_i1
G46	TRINITY_DN120731_c0_g1_i5
G46	TRINITY_DN123790_c0_g1_i2
G46	TRINITY_DN121065_c0_g1_i2
G46	TRINITY_DN116707_c0_g1_i1
G46	TRINITY_DN122630_c10_g2_i2
G46	TRINITY_DN129671_c1_g9_i1
G46	TRINITY_DN134257_c1_g7_i1
G46	TRINITY_DN132578_c3_g4_i2
G46	TRINITY_DN132309_c1_g3_i6
G46	TRINITY_DN108203_c0_g2_i1
G46	TRINITY_DN111082_c0_g1_i1
G46	TRINITY_DN135436_c3_g1_i1
G46	TRINITY_DN129289_c0_g1_i19
G46	TRINITY_DN131299_c0_g1_i4
G46	TRINITY_DN177482_c0_g1_i1
G46	TRINITY_DN131756_c6_g1_i1
G46	TRINITY_DN127421_c2_g1_i1
G46	TRINITY_DN133219_c0_g7_i1
G46	TRINITY_DN126442_c0_g1_i1
G46	TRINITY_DN151454_c0_g1_i1
G46	TRINITY_DN136592_c3_g1_i2
G46	TRINITY_DN76458_c0_g3_i1
G46	TRINITY_DN119358_c1_g1_i1
G46	TRINITY_DN68322_c0_g2_i1
G46	TRINITY_DN128587_c0_g1_i3
G46	TRINITY_DN135488_c0_g3_i1
G46	TRINITY_DN136373_c3_g1_i3
G46	TRINITY_DN112596_c0_g1_i1
G46	TRINITY_DN112201_c0_g1_i1
G46	TRINITY_DN134143_c0_g1_i1
G46	TRINITY_DN130923_c0_g2_i2
G46	TRINITY_DN16306_c0_g2_i1
G46	TRINITY_DN127998_c1_g5_i6
G46	TRINITY_DN113982_c0_g1_i1
G46	TRINITY_DN122807_c0_g1_i1
G46	TRINITY_DN103086_c1_g1_i1
G46	TRINITY_DN118731_c3_g2_i1
G46	TRINITY_DN122160_c0_g4_i1
G46	TRINITY_DN116761_c0_g1_i4
G46	TRINITY_DN135178_c0_g3_i1
G46	TRINITY_DN126349_c0_g1_i2
G46	TRINITY_DN108998_c0_g1_i1
G46	TRINITY_DN123208_c0_g1_i1
G46	TRINITY_DN124820_c0_g1_i1
G46	TRINITY_DN103284_c0_g1_i2
G46	TRINITY_DN126598_c0_g2_i1
G46	TRINITY_DN136100_c0_g1_i2
G46	TRINITY_DN131994_c0_g3_i1
G46	TRINITY_DN133085_c1_g1_i3
G46	TRINITY_DN98269_c1_g4_i2
G46	TRINITY_DN152850_c0_g1_i1
G46	TRINITY_DN116797_c0_g2_i1
G46	TRINITY_DN127146_c0_g1_i1
G46	TRINITY_DN125647_c0_g1_i9
G46	TRINITY_DN124081_c0_g8_i1
G46	TRINITY_DN132335_c6_g7_i1
G46	TRINITY_DN114543_c0_g2_i1
G46	TRINITY_DN114220_c0_g1_i1
G46	TRINITY_DN132778_c1_g2_i1
G46	TRINITY_DN95094_c0_g3_i1
G46	TRINITY_DN79991_c0_g1_i1
G46	TRINITY_DN90841_c0_g2_i1
G46	TRINITY_DN132634_c3_g2_i1
G46	TRINITY_DN128607_c0_g2_i1
G46	TRINITY_DN122909_c5_g5_i1
G46	TRINITY_DN115474_c0_g1_i1
G46	TRINITY_DN111011_c1_g2_i1
G46	TRINITY_DN130627_c3_g1_i1
G46	TRINITY_DN132014_c1_g3_i2
G46	TRINITY_DN495_c0_g1_i1
G46	TRINITY_DN205013_c0_g1_i1
G46	TRINITY_DN134565_c0_g1_i4
G46	TRINITY_DN108683_c0_g1_i2
G46	TRINITY_DN110260_c0_g2_i1
G46	TRINITY_DN108998_c0_g2_i1
G46	TRINITY_DN105987_c0_g2_i2
