gid	gname	chr	start	end	logCPM	logFC.M46.F46	PV.M46.F46	FDR.M46.F46
TRINITY_DN134686_c3_g2_i1	LOC100145581	Chr01	134198372	134198372	1.13165177469493	-2.66533731415767	6.28126272798367e-07	8.61512952382549e-06
TRINITY_DN122436_c6_g1_i1	wdr36	Chr01	135270707	135270707	0.803202124504864	-3.10366584408322	7.92437145892967e-08	1.24310508654672e-06
TRINITY_DN130037_c1_g4_i6	pus1	Chr01	148124216	148124216	1.97503022777348	-2.1344059982066	3.47134171322822e-06	4.16489236967336e-05
TRINITY_DN120743_c0_g1_i1	vps37b	Chr01	152844919	152844919	5.7380990449725	-3.23340453653404	2.9297708611968e-24	2.07783945195075e-22
TRINITY_DN112501_c0_g1_i7	zcchc8	Chr01	153110233	153110233	3.50598901606891	-2.41536897997508	1.9398254043246e-09	3.82809348496449e-08
TRINITY_DN120569_c0_g1_i1	csnk1g3	Chr01	160600427	160600427	1.82211591332436	-6.44031805485783	9.12608396038753e-15	3.30902398789127e-13
TRINITY_DN135835_c0_g1_i3	LOC101732630	Chr01	163694682	163694682	7.49091917825248	-7.34529114264378	5.93700791237888e-64	1.85579139917927e-61
TRINITY_DN110156_c0_g1_i1	LOC100494836	Chr01	164238376	164238376	6.3343112530972	-2.88407720924403	5.11143275851594e-19	2.63577120189135e-17
TRINITY_DN131869_c0_g1_i1	slc30a5	Chr01	173689269	173689269	3.13258254254094	-2.69677031333031	1.26938225143595e-11	3.2795397167456e-10
TRINITY_DN131094_c4_g2_i3	mrps30	Chr01	181453885	181453885	3.1590136382394	-4.43565188432828	4.2798652473958e-24	3.01843755428452e-22
TRINITY_DN131052_c1_g4_i2	atp5a1	Chr01	193286350	193286350	7.15786129269945	-2.83749755408124	1.35467668890301e-14	4.81728357954149e-13
TRINITY_DN135198_c0_g4_i3	sh3bgr	Chr02	7614259	7614259	1.52305026018363	-2.49970123711179	0.00122448265567913	0.008234442592069
TRINITY_DN124370_c0_g1_i1	nsun3-like	Chr02	17600060	17600060	7.86723475174047	-2.63279855804	2.25734850435894e-12	6.32932522501263e-11
TRINITY_DN121562_c0_g1_i6	LOC100493838-like	Chr02	30395779	30395779	3.70239954526334	-9.95574785025988	5.77610742173566e-57	1.39281203629453e-54
TRINITY_DN129361_c4_g3_i2	ptchd1	Chr02	40685252	40685252	7.06055095633869	-2.03912907897984	7.67909198596813e-10	1.58586402930446e-08
TRINITY_DN113308_c0_g1_i2	hip1	Chr02	44481656	44481656	1.83073280991832	-8.04522565533776	1.79769329316896e-14	6.33043066616758e-13
TRINITY_DN115331_c0_g1_i2	LOC100145338	Chr02	46369017	46369017	2.26362764543476	-7.07717067266509	3.4851414724308e-19	1.82314663100156e-17
TRINITY_DN120396_c0_g1_i4	cisd3	Chr02	51509213	51509213	3.67319029817613	-3.88998198819597	6.65110182748168e-15	2.42650212060531e-13
TRINITY_DN132253_c2_g15_i1	dhdds	Chr02	51700887	51700887	3.13314156319397	-3.0549283577271	1.05925825470807e-07	1.62738833440253e-06
TRINITY_DN129633_c3_g2_i1	arid1a	Chr02	51910250	51910250	2.58583421632706	-5.63867149654745	1.04325936373619e-28	9.7111337611899e-27
TRINITY_DN118297_c0_g1_i1	pigv-like	Chr02	51959792	51959792	2.7271032599663	-2.43951238727691	8.08090146941852e-09	1.48584128035009e-07
TRINITY_DN129105_c3_g1_i3	ahdc1	Chr02	52307907	52307907	2.51840157104442	-2.24608223140103	5.3659253265944e-07	7.44437607364623e-06
TRINITY_DN128042_c2_g1_i1	eya3	Chr02	53585329	53585329	6.24180901024984	-3.14879264514759	5.56678692326261e-20	3.09090960767733e-18
TRINITY_DN108162_c0_g1_i1	mycbp	Chr02	54679253	54679253	3.77157830322843	2.25566527934599	0.000589193288718069	0.004347940797742
TRINITY_DN123204_c8_g1_i1	rhbdl2	Chr02	54722616	54722616	0.220291566668718	-2.21748589740311	0.00130990982999884	0.00872659311606544
TRINITY_DN124749_c0_g1_i1	pnrc2	Chr02	54849501	54849501	5.19389718348536	-2.32801181403879	5.29209043688881e-14	1.75380154151293e-12
TRINITY_DN121638_c0_g1_i3	grhl3	Chr02	55205102	55205102	6.36286374546939	-2.64014659374171	7.58211904639192e-13	2.25849026041879e-11
TRINITY_DN102412_c0_g1_i1	psma5	Chr02	63117655	63117655	0.867652378733509	-2.48430244121634	4.70277004676534e-06	5.48960049857316e-05
TRINITY_DN125155_c0_g3_i1	dstyk	Chr02	64180245	64180245	2.22666711130173	-2.12510703441326	1.16766708751765e-06	1.53341094340557e-05
TRINITY_DN121209_c1_g1_i1	tspan2	Chr02	66403265	66403265	5.25600497770194	-3.02625650733157	2.17221894095985e-23	1.45498442767625e-21
TRINITY_DN126630_c4_g2_i1	med14-like	Chr02	70152404	70152404	4.01976153407266	-3.67711561506897	5.43599089619745e-24	3.80204015195645e-22
TRINITY_DN125285_c2_g1_i3	ppp1r12b	Chr02	76740527	76740527	5.3067771819865	-9.90102273663448	6.2165417937412e-72	2.53865518831828e-69
TRINITY_DN128742_c10_g2_i3	tbc1d22b	Chr02	78440676	78440676	2.6871200075378	-2.19461472293044	1.84798730863337e-08	3.18510487864455e-07
TRINITY_DN120619_c0_g1_i2	csmd2	Chr02	83971527	83971527	4.30818578646173	-3.98512441234037	4.02016470760539e-31	4.24110625966087e-29
TRINITY_DN112760_c0_g1_i2	eef1a1o	Chr02	86678917	86678917	1.38314193761719	2.23427241596832	0.000159834696540757	0.00134985146154617
TRINITY_DN23385_c0_g2_i1	tubd1	Chr02	87400017	87400017	3.18983701068604	-2.80034760946422	4.93227289991098e-07	6.88424573058688e-06
TRINITY_DN126838_c0_g1_i1	tyw1	Chr02	94372374	94372374	6.21512207185765	-2.49152798727137	5.09358042328867e-13	1.5444833860748e-11
TRINITY_DN117820_c0_g3_i1	txnl4b	Chr02	101546333	101546333	0.434494427345157	3.47796369961309	1.9020644894985e-05	0.000197469890435864
TRINITY_DN135567_c0_g1_i3	eif5b-like	Chr02	109082024	109082024	2.47098573272287	-3.13005910132052	4.3748058664419e-14	1.47099216112142e-12
TRINITY_DN121381_c0_g2_i3	fkbp11	Chr02	132850812	132850812	1.65238058277089	-2.06901394396882	4.71202043910683e-05	0.000448172973319857
TRINITY_DN123052_c0_g1_i2	cs	Chr02	134044635	134044635	4.61181381915073	-9.24772462550266	8.93286859305597e-59	2.355951040704e-56
TRINITY_DN121990_c1_g1_i1	nabp2	Chr02	134183476	134183476	1.40019612580624	-3.15346484616418	3.66178315293982e-06	4.3711781069912e-05
TRINITY_DN109646_c1_g1_i3	timeless	Chr02	135230911	135230911	5.89237667943302	-4.41812033480191	2.17575320050354e-37	2.83958223111078e-35
TRINITY_DN125578_c3_g4_i3	slc11a2	Chr02	138877851	138877851	5.67322134627477	-2.24837304030994	1.47787070240179e-12	4.26661440297729e-11
TRINITY_DN128607_c0_g1_i1	tfcp2	Chr02	138973022	138973022	3.70880063247101	2.24611198098137	0.000225099657657625	0.00183021780097412
TRINITY_DN129463_c4_g4_i2	copz1	Chr02	142395009	142395009	0.796544397895917	-2.58999747198608	0.000206006826931726	0.00169292010746003
TRINITY_DN92528_c0_g1_i2	hoxc3	Chr02	142746879	142746879	0.321634306079178	-2.11278917942211	0.000226797455914307	0.00184283850651295
TRINITY_DN52336_c0_g1_i1	hoxc4	Chr02	142841915	142841915	0.277374682632329	8.468644064041	8.25061890355754e-11	1.9596380864838e-09
TRINITY_DN131496_c5_g1_i2	mre11a	Chr02	162106321	162106321	7.17137869324098	-2.15630477443638	1.50256026289287e-10	3.46163087317422e-09
TRINITY_DN113820_c0_g1_i1	aqp11	Chr02	167342468	167342468	5.23145159533241	-4.57853069884451	5.9801268079335e-32	6.44301407021568e-30
TRINITY_DN125592_c5_g2_i2	ankrd42-like	Chr02	168374536	168374536	0.988814244423079	-3.1674663290991	2.005906025112e-07	2.9665616033768e-06
TRINITY_DN131473_c0_g2_i4	slc6a7	Chr03	7409802	7409802	3.29139765027086	-6.68796541835879	2.18137015452621e-39	3.13807448536642e-37
TRINITY_DN136338_c11_g2_i1	ckap4	Chr03	11775639	11775639	1.10452494989835	2.4635623277648	0.00747533576355984	0.0383677328598361
TRINITY_DN132102_c3_g1_i4	camlg-like	Chr03	17159051	17159051	1.03754377810411	-2.24083131848297	1.60095170956597e-05	0.000168472553343727
TRINITY_DN133473_c0_g8_i4	LOC100492943	Chr03	19205778	19205778	3.62061158392606	-3.151840182895	5.42820644040873e-15	2.00345129540391e-13
TRINITY_DN128435_c1_g4_i3	arap3	Chr03	19220593	19220593	0.606606064176531	-2.49492765668828	3.33075460788065e-05	0.000327373353714791
TRINITY_DN133864_c7_g2_i2	matr3	Chr03	21858680	21858680	5.50968555396208	-2.21086570837594	1.3801673459551e-11	3.55126595856069e-10
TRINITY_DN136128_c0_g4_i1	irf1	Chr03	27040487	27040487	4.25523955556533	-2.06365684259031	3.16958652474351e-10	6.9481178545438e-09
TRINITY_DN103834_c0_g12_i1	kctd16	Chr03	29511750	29511750	1.50646091204931	-3.47559569652288	1.84943362450669e-05	0.000192721549106722
TRINITY_DN33369_c0_g1_i1	cdhr2	Chr03	37945525	37945525	5.67923278054543	-4.57831599909203	2.17443730380268e-38	2.95992355349355e-36
TRINITY_DN119032_c0_g1_i2	lta4h	Chr03	40900814	40900814	2.76134919647686	-2.27002347741619	0.000397502030167176	0.00307027269731627
TRINITY_DN128335_c3_g2_i1	srgap1	Chr03	47804252	47804252	5.23861355577749	-2.1902707035927	2.60051606228351e-10	5.76553994579302e-09
TRINITY_DN123289_c4_g7_i1	tbc1d15	Chr03	50591619	50591619	0.137130532824697	-3.5076225038351	5.55388175910692e-08	8.95090593627168e-07
TRINITY_DN133690_c2_g1_i1	amigo2-like	Chr03	54006187	54006187	3.23163269310574	-2.25437300280465	1.65785325402898e-08	2.89484045094895e-07
TRINITY_DN125466_c2_g2_i1	cpne8	Chr03	65325755	65325755	0.859255541081275	-2.4729466955276	0.00580850229114299	0.0311513385955199
TRINITY_DN128861_c3_g1_i1	sypl1	Chr03	67308429	67308429	0.151061419117659	-4.99537543162896	5.6601595402158e-10	1.19524253043139e-08
TRINITY_DN133117_c1_g2_i4	fgl2	Chr03	68520190	68520190	4.93562238210073	-4.22005982060815	3.54366199034889e-09	6.79711954042754e-08
TRINITY_DN74421_c0_g3_i1	rsbn1l	Chr03	68752572	68752572	0.975046301495157	-2.64644295991719	3.82745158937002e-05	0.000371355921409332
TRINITY_DN112955_c0_g1_i2	tmem60	Chr03	68783257	68783257	0.619432032584527	-2.72285074688818	1.90224362246958e-05	0.000197469890435864
TRINITY_DN134960_c2_g2_i1	echdc3-like	Chr03	72869909	72869909	2.81553116747823	7.56667424192803	0.00237941239865765	0.0147045014697615
TRINITY_DN123953_c1_g2_i2	cpa1	Chr03	77126839	77126839	5.09573247669824	-2.65486488105659	2.84853388761914e-15	1.0748439567903e-13
TRINITY_DN122940_c0_g4_i1	LOC101733204	Chr03	79379822	79379822	2.63902152404549	-2.24714682750679	2.01122746680274e-07	2.96922846833695e-06
TRINITY_DN134499_c2_g2_i15	LOC101731285	Chr03	80615558	80615558	4.83204866832431	-2.36526417575114	1.12769089891014e-11	2.93443020241582e-10
TRINITY_DN130305_c0_g2_i1	cib2	Chr03	81482528	81482528	1.921346393041	-2.26342873252846	3.56206120993807e-07	5.05820682974885e-06
TRINITY_DN120772_c0_g1_i1	nr2e3	Chr03	82335009	82335009	3.10868610123847	-2.84817909602925	1.2855972113259e-11	3.31804646213665e-10
TRINITY_DN40678_c0_g1_i1	myo9a	Chr03	82351034	82351034	0.229833967009903	-2.27020618153338	0.0043199919772486	0.0243494828299103
TRINITY_DN126559_c1_g4_i2	LOC101734605	Chr03	82842692	82842692	7.11776897832339	-2.63237289904745	1.4104893134416e-14	5.00872074712873e-13
TRINITY_DN132511_c0_g1_i1	rps17-like	Chr03	85059674	85059674	3.96092705457913	-2.08823953857181	4.24390026796064e-06	4.9884545443127e-05
TRINITY_DN45107_c0_g2_i1	LOC100494761	Chr03	85691741	85691741	3.27107654339181	-12.1604553030461	1.62805612572598e-45	2.72985119518252e-43
TRINITY_DN121452_c0_g1_i3	pdia3	Chr03	97524834	97524834	5.00111211105671	-2.46456752483763	9.83738941410485e-17	4.20021690684183e-15
TRINITY_DN132030_c0_g1_i2	hapln3	Chr03	99845585	99845585	3.07333368749311	-3.32316056761593	2.68045753499095e-10	5.93238674199615e-09
TRINITY_DN128402_c0_g1_i2	klhl25	Chr03	101602293	101602293	8.38947330114807	-12.6782681312389	7.53142786369169e-98	3.8137644416162e-94
TRINITY_DN134955_c0_g1_i2	LOC100498095-like	Chr03	106897192	106897192	5.09251911963951	-3.08731517477561	1.51198574951629e-23	1.03185895396234e-21
TRINITY_DN129466_c1_g3_i1	gpat2	Chr03	109286340	109286340	4.83140252471092	-3.7608193157209	1.13662270590294e-23	7.84145784489277e-22
TRINITY_DN129378_c1_g1_i1	mob1a	Chr03	112987550	112987550	0.479344589173872	-2.32372956192947	0.000630927402209574	0.00460757164596026
TRINITY_DN124238_c0_g1_i1	aagab-like	Chr03	116739985	116739985	5.18853257466942	-2.97607178623425	8.75901070669349e-22	5.48914464680335e-20
TRINITY_DN105987_c0_g2_i2	cilp	Chr03	117793133	117793133	1.00360159046307	2.09270955960152	0.0100295151170894	0.0488838589363681
TRINITY_DN134366_c2_g2_i4	bmp1	Chr03	119335522	119335522	5.41344890119217	-2.16563187685295	3.13374042924865e-10	6.88742829237383e-09
TRINITY_DN102702_c0_g1_i1	pin1	Chr03	126320129	126320129	4.03155353041608	-2.26305467559573	4.72881710040637e-11	1.15123961697297e-09
TRINITY_DN194375_c0_g2_i1	accs	Chr04	3277600	3277600	0.990043546010478	3.21498245458014	0.00204836792706518	0.012905817869358
TRINITY_DN134736_c2_g1_i5	cd82	Chr04	3606094	3606094	0.182352742085701	-3.63224730729623	3.70548220332927e-06	4.4212584310129e-05
TRINITY_DN130857_c2_g1_i1	ddb1-like	Chr04	14691079	14691079	4.13615571148936	-2.04169782669345	4.60284311112781e-10	9.85117368813568e-09
TRINITY_DN121956_c0_g1_i6	znf507	Chr04	21520780	21520780	3.76783555280819	-2.68699667716576	1.67973548373237e-13	5.29356206014011e-12
TRINITY_DN132891_c7_g2_i3	LOC101731749	Chr04	23281296	23281296	3.71816176186295	-2.18736529004877	6.41017592457973e-08	1.02396999516993e-06
TRINITY_DN165190_c0_g1_i1	vac14	Chr04	27232761	27232761	4.65463104736902	-10.8939020692772	1.82120443894065e-74	8.0896623139541e-72
TRINITY_DN135352_c3_g3_i2	c1orf52	Chr04	29187197	29187197	3.01205438240636	2.30778588515993	7.47852724616332e-05	0.000684709441565239
TRINITY_DN117075_c0_g1_i1	lpar3	Chr04	29443833	29443833	5.96290866071629	-3.55284559928423	1.6095907582232e-17	7.3165580623794e-16
TRINITY_DN132659_c0_g1_i2	brms1	Chr04	37368877	37368877	6.73249841039748	-4.58480687985467	2.80223459808424e-26	2.35713547471411e-24
TRINITY_DN130296_c2_g1_i3	efemp2	Chr04	37822660	37822660	0.639822239745712	-6.33348556947406	1.69572888762837e-15	6.54484141857662e-14
TRINITY_DN120758_c3_g1_i1	LOC100496229	Chr04	39739544	39739544	2.81228031447494	2.11731780064109	5.67070030396766e-06	6.53511429204174e-05
TRINITY_DN114147_c0_g2_i4	chka	Chr04	42129159	42129159	1.45301455637023	-2.65027444051174	1.09062356002244e-06	1.44573287519414e-05
TRINITY_DN126418_c2_g4_i16	znf423	Chr04	46965827	46965827	1.88293144477033	2.26504414367792	3.47203877363706e-06	4.16489236967336e-05
TRINITY_DN6466_c0_g1_i1	LOC100498042	Chr04	60490172	60490172	0.264145832809993	2.74107330218218	0.00180364207072331	0.0115728366925098
TRINITY_DN118139_c0_g1_i2	rnf166	Chr04	60722355	60722355	7.30097424010139	-2.29249027110859	9.48980307045727e-11	2.24343906574143e-09
TRINITY_DN133002_c6_g5_i3	gas8	Chr04	61830409	61830409	3.73643011423115	-2.73535761074868	4.56950479910921e-13	1.39224178109081e-11
TRINITY_DN113177_c0_g1_i2	ap1g1-like	Chr04	61940876	61940876	1.453599470585	-2.50503004262129	1.03579941195137e-06	1.37955840669104e-05
TRINITY_DN132703_c8_g1_i1	wwp2	Chr04	62451845	62451845	3.14218095488302	-2.57229624342297	6.26003345760753e-11	1.51238346482028e-09
TRINITY_DN115634_c1_g1_i5	foxc2	Chr04	63959102	63959102	3.34389022807491	-4.32717535258582	2.78192362345954e-25	2.09629536376108e-23
TRINITY_DN129270_c0_g2_i5	kcng4	Chr04	64926255	64926255	4.51450994831851	-3.77352263353702	1.23933727146658e-28	1.14940587458837e-26
TRINITY_DN111011_c1_g2_i1	mysm1	Chr04	76796649	76796649	2.62558067123934	2.03870862537993	1.40745188114665e-05	0.000149665158247594
TRINITY_DN121021_c0_g3_i1	frem1	Chr04	77277148	77277148	3.35585219570127	-2.24567749593135	4.61181364747683e-09	8.7074205623017e-08
TRINITY_DN117339_c0_g3_i1	lrrc41	Chr04	81114219	81114219	0.685386727359834	-3.3939099837065	1.17372568184026e-08	2.0972166929085e-07
TRINITY_DN46536_c0_g1_i1	zcchc11	Chr04	86567588	86567588	2.0547017497118	-2.2192562611972	0.00123574935329405	0.00828819546385485
TRINITY_DN129163_c6_g2_i4	Xetrov90011930m	Chr04	87259647	87259647	0.112568188458462	-2.57980812700212	1.58123427492828e-05	0.00016646682165035
TRINITY_DN130516_c2_g2_i1	mrps14	Chr04	87973514	87973514	1.86793311790931	-5.53445745360263	1.29857276517086e-21	8.01916191252707e-20
TRINITY_DN79346_c0_g2_i1	acbd6	Chr04	90825827	90825827	0.220153038646987	2.8109746626956	0.000301923655495251	0.00239621340320116
TRINITY_DN130933_c7_g1_i2	vamp4	Chr04	97463792	97463792	6.25406450046991	-6.34352537429244	2.25475080432338e-37	2.92759156998275e-35
TRINITY_DN121596_c6_g1_i1	gprc5a	Chr04	106090661	106090661	6.05687885439267	-2.6704983075752	3.18825679884661e-17	1.41124954353142e-15
TRINITY_DN123184_c1_g4_i1	sec22b	Chr04	107751288	107751288	0.977384010340114	-2.6293669172648	1.39161667101546e-06	1.80134675324338e-05
TRINITY_DN115294_c0_g1_i4	mgst3	Chr04	108870716	108870716	2.4400884494548	-7.26707170747179	1.02498027903641e-29	1.00198747818235e-27
TRINITY_DN125710_c0_g2_i2	polr2f	Chr04	111796972	111796972	4.61118830849907	-2.268129044893	5.93049848355044e-11	1.43587548385995e-09
TRINITY_DN123456_c0_g6_i3	sh3bp1	Chr04	112382439	112382439	6.78116366867628	2.52731281947169	0.000315613926683425	0.0024952829138902
TRINITY_DN122194_c3_g1_i2	nicn1	Chr04	115518373	115518373	2.83289261011029	-5.79550682954216	2.66124195451049e-33	3.03513446154284e-31
TRINITY_DN45789_c0_g2_i1	Xetrov90012580m	Chr04	116811648	116811648	0.0247026005130631	2.22989017505935	0.00094214884055912	0.00656057934381638
TRINITY_DN105601_c0_g1_i1	bglap2	Chr04	117957392	117957392	6.69140082495793	-5.00832155627822	2.07914616070809e-40	3.06057567691675e-38
TRINITY_DN121123_c0_g1_i2	mgp-like	Chr04	117966634	117966634	1.35710255951027	-2.05605886364192	2.9383947253439e-05	0.000292441886992855
TRINITY_DN132491_c0_g1_i2	ppp4r2	Chr04	129403439	129403439	0.879496493239842	-2.10022679700417	0.000188136690691803	0.00156130833179181
TRINITY_DN132433_c1_g3_i2	lmod3	Chr04	131342974	131342974	5.23968652768707	-3.04886090129162	8.03168589784134e-21	4.61120760198288e-19
TRINITY_DN133028_c0_g1_i1	thoc7	Chr04	132655439	132655439	1.99504192080871	-2.0627064569316	1.87818921812227e-05	0.000195373347632036
TRINITY_DN123010_c0_g2_i1	dtl	Chr05	10944941	10944941	2.97498506932119	-3.09902043523647	2.81122599618616e-15	1.06234971637966e-13
TRINITY_DN109275_c0_g1_i1	haao	Chr05	13379087	13379087	6.17880137925707	-2.90546603437215	1.53334224019022e-19	8.19044138805407e-18
TRINITY_DN128589_c4_g2_i2	ppm1b	Chr05	14775298	14775298	5.16081731479331	-7.63959763021007	3.32546203728464e-56	7.7245296625697e-54
TRINITY_DN94938_c0_g2_i1	six3	Chr05	15240965	15240965	0.541012748358344	-3.79492235384895	3.27509874921279e-09	6.29151936504693e-08
TRINITY_DN134408_c0_g2_i2	efemp1	Chr05	25985534	25985534	4.71921328196301	-2.50150501406557	2.91186291591363e-15	1.09710501738121e-13
TRINITY_DN136525_c2_g5_i1	commd1	Chr05	27990909	27990909	3.05585477212561	-2.29889926239895	3.86532034532889e-07	5.47349249571489e-06
TRINITY_DN126783_c1_g5_i3	srd5a2	Chr05	40636572	40636572	4.27552801885926	-9.65466602822423	7.19051446191552e-65	2.30451437545872e-62
TRINITY_DN109528_c0_g2_i1	tmem181	Chr05	42110260	42110260	1.95206177556157	2.19526113054222	0.00264926654774301	0.016159185671478
TRINITY_DN110644_c0_g3_i1	ctgf	Chr05	44460345	44460345	4.12738780372996	-8.02103228286988	1.29061875524565e-59	3.43970276463837e-57
TRINITY_DN109669_c1_g2_i1	LOC100487326	Chr05	46163937	46163937	7.31764398077923	-5.45245532199711	1.06038520500273e-42	1.64711000033522e-40
TRINITY_DN131285_c6_g1_i2	LOC100216148	Chr05	51768766	51768766	0.93800338593098	-3.1845378535602	4.87453783107048e-08	7.91651208113365e-07
TRINITY_DN127070_c0_g1_i3	rdh13	Chr05	53138669	53138669	5.27970566176211	-7.55894715327171	3.72120062358446e-67	1.23969840248072e-64
TRINITY_DN133064_c1_g5_i1	ttc27	Chr05	56423508	56423508	0.335672566782925	8.59376600370256	1.61356706940806e-05	0.000169729558082022
TRINITY_DN133927_c1_g1_i1	LOC100491219-like	Chr05	60993378	60993378	3.21796784043414	-3.04856783341489	1.50074320943708e-13	4.75560917643774e-12
TRINITY_DN114642_c0_g1_i2	mrps36	Chr05	63122423	63122423	3.57428651984205	-2.6300002037846	5.1585433073737e-13	1.55858183770161e-11
TRINITY_DN130593_c0_g2_i5	gopc	Chr05	70073588	70073588	3.43198730066939	-2.0173629364554	3.3939423716185e-06	4.08418378835593e-05
