gid	gname	chr	start	end	logCPM	logFC.M46.F46	PV.M46.F46	FDR.M46.F46
TRINITY_DN52336_c0_g1_i1	hoxc4	Chr02	142841915	142841915	0.277374682632329	8.468644064041	8.25061890355754e-11	1.9596380864838e-09
TRINITY_DN113820_c0_g1_i1	aqp11	Chr02	167342468	167342468	5.23145159533241	-4.57853069884451	5.9801268079335e-32	6.44301407021568e-30
TRINITY_DN125592_c5_g2_i2	ankrd42-like	Chr02	168374536	168374536	0.988814244423079	-3.1674663290991	2.005906025112e-07	2.9665616033768e-06
TRINITY_DN131473_c0_g2_i4	slc6a7	Chr03	7409802	7409802	3.29139765027086	-6.68796541835879	2.18137015452621e-39	3.13807448536642e-37
TRINITY_DN133473_c0_g8_i4	LOC100492943	Chr03	19205778	19205778	3.62061158392606	-3.151840182895	5.42820644040873e-15	2.00345129540391e-13
TRINITY_DN103834_c0_g12_i1	kctd16	Chr03	29511750	29511750	1.50646091204931	-3.47559569652288	1.84943362450669e-05	0.000192721549106722
TRINITY_DN33369_c0_g1_i1	cdhr2	Chr03	37945525	37945525	5.67923278054543	-4.57831599909203	2.17443730380268e-38	2.95992355349355e-36
TRINITY_DN123289_c4_g7_i1	tbc1d15	Chr03	50591619	50591619	0.137130532824697	-3.5076225038351	5.55388175910692e-08	8.95090593627168e-07
TRINITY_DN128861_c3_g1_i1	sypl1	Chr03	67308429	67308429	0.151061419117659	-4.99537543162896	5.6601595402158e-10	1.19524253043139e-08
TRINITY_DN133117_c1_g2_i4	fgl2	Chr03	68520190	68520190	4.93562238210073	-4.22005982060815	3.54366199034889e-09	6.79711954042754e-08
TRINITY_DN134960_c2_g2_i1	echdc3-like	Chr03	72869909	72869909	2.81553116747823	7.56667424192803	0.00237941239865765	0.0147045014697615
TRINITY_DN45107_c0_g2_i1	LOC100494761	Chr03	85691741	85691741	3.27107654339181	-12.1604553030461	1.62805612572598e-45	2.72985119518252e-43
TRINITY_DN132030_c0_g1_i2	hapln3	Chr03	99845585	99845585	3.07333368749311	-3.32316056761593	2.68045753499095e-10	5.93238674199615e-09
TRINITY_DN128402_c0_g1_i2	klhl25	Chr03	101602293	101602293	8.38947330114807	-12.6782681312389	7.53142786369169e-98	3.8137644416162e-94
TRINITY_DN134955_c0_g1_i2	LOC100498095-like	Chr03	106897192	106897192	5.09251911963951	-3.08731517477561	1.51198574951629e-23	1.03185895396234e-21
TRINITY_DN129466_c1_g3_i1	gpat2	Chr03	109286340	109286340	4.83140252471092	-3.7608193157209	1.13662270590294e-23	7.84145784489277e-22
TRINITY_DN194375_c0_g2_i1	accs	Chr04	3277600	3277600	0.990043546010478	3.21498245458014	0.00204836792706518	0.012905817869358
TRINITY_DN134736_c2_g1_i5	cd82	Chr04	3606094	3606094	0.182352742085701	-3.63224730729623	3.70548220332927e-06	4.4212584310129e-05
TRINITY_DN165190_c0_g1_i1	vac14	Chr04	27232761	27232761	4.65463104736902	-10.8939020692772	1.82120443894065e-74	8.0896623139541e-72
TRINITY_DN117075_c0_g1_i1	lpar3	Chr04	29443833	29443833	5.96290866071629	-3.55284559928423	1.6095907582232e-17	7.3165580623794e-16
TRINITY_DN132659_c0_g1_i2	brms1	Chr04	37368877	37368877	6.73249841039748	-4.58480687985467	2.80223459808424e-26	2.35713547471411e-24
TRINITY_DN130296_c2_g1_i3	efemp2	Chr04	37822660	37822660	0.639822239745712	-6.33348556947406	1.69572888762837e-15	6.54484141857662e-14
TRINITY_DN115634_c1_g1_i5	foxc2	Chr04	63959102	63959102	3.34389022807491	-4.32717535258582	2.78192362345954e-25	2.09629536376108e-23
TRINITY_DN129270_c0_g2_i5	kcng4	Chr04	64926255	64926255	4.51450994831851	-3.77352263353702	1.23933727146658e-28	1.14940587458837e-26
TRINITY_DN117339_c0_g3_i1	lrrc41	Chr04	81114219	81114219	0.685386727359834	-3.3939099837065	1.17372568184026e-08	2.0972166929085e-07
TRINITY_DN130516_c2_g2_i1	mrps14	Chr04	87973514	87973514	1.86793311790931	-5.53445745360263	1.29857276517086e-21	8.01916191252707e-20
TRINITY_DN130933_c7_g1_i2	vamp4	Chr04	97463792	97463792	6.25406450046991	-6.34352537429244	2.25475080432338e-37	2.92759156998275e-35
TRINITY_DN115294_c0_g1_i4	mgst3	Chr04	108870716	108870716	2.4400884494548	-7.26707170747179	1.02498027903641e-29	1.00198747818235e-27
TRINITY_DN122194_c3_g1_i2	nicn1	Chr04	115518373	115518373	2.83289261011029	-5.79550682954216	2.66124195451049e-33	3.03513446154284e-31
TRINITY_DN105601_c0_g1_i1	bglap2	Chr04	117957392	117957392	6.69140082495793	-5.00832155627822	2.07914616070809e-40	3.06057567691675e-38
TRINITY_DN132433_c1_g3_i2	lmod3	Chr04	131342974	131342974	5.23968652768707	-3.04886090129162	8.03168589784134e-21	4.61120760198288e-19
TRINITY_DN123010_c0_g2_i1	dtl	Chr05	10944941	10944941	2.97498506932119	-3.09902043523647	2.81122599618616e-15	1.06234971637966e-13
TRINITY_DN128589_c4_g2_i2	ppm1b	Chr05	14775298	14775298	5.16081731479331	-7.63959763021007	3.32546203728464e-56	7.7245296625697e-54
TRINITY_DN94938_c0_g2_i1	six3	Chr05	15240965	15240965	0.541012748358344	-3.79492235384895	3.27509874921279e-09	6.29151936504693e-08
TRINITY_DN126783_c1_g5_i3	srd5a2	Chr05	40636572	40636572	4.27552801885926	-9.65466602822423	7.19051446191552e-65	2.30451437545872e-62
TRINITY_DN110644_c0_g3_i1	ctgf	Chr05	44460345	44460345	4.12738780372996	-8.02103228286988	1.29061875524565e-59	3.43970276463837e-57
TRINITY_DN109669_c1_g2_i1	LOC100487326	Chr05	46163937	46163937	7.31764398077923	-5.45245532199711	1.06038520500273e-42	1.64711000033522e-40
TRINITY_DN131285_c6_g1_i2	LOC100216148	Chr05	51768766	51768766	0.93800338593098	-3.1845378535602	4.87453783107048e-08	7.91651208113365e-07
TRINITY_DN127070_c0_g1_i3	rdh13	Chr05	53138669	53138669	5.27970566176211	-7.55894715327171	3.72120062358446e-67	1.23969840248072e-64
TRINITY_DN133064_c1_g5_i1	ttc27	Chr05	56423508	56423508	0.335672566782925	8.59376600370256	1.61356706940806e-05	0.000169729558082022
TRINITY_DN133927_c1_g1_i1	LOC100491219-like	Chr05	60993378	60993378	3.21796784043414	-3.04856783341489	1.50074320943708e-13	4.75560917643774e-12
TRINITY_DN136699_c6_g5_i2	nt5e	Chr05	87495640	87495640	1.56399443670402	-10.448741925285	3.85283093323816e-21	2.26860061392226e-19
TRINITY_DN133387_c1_g4_i1	ndufb5	Chr05	95226544	95226544	3.59346845660295	-4.04392142621465	2.35440785281868e-10	5.24285421508498e-09
TRINITY_DN99366_c0_g2_i1	acap2-like	Chr05	97630113	97630113	5.52812398119696	-6.00097763828369	1.88160857982519e-10	4.28036366869666e-09
TRINITY_DN117798_c2_g1_i1	LOC100497276-like	Chr05	97714889	97714889	0.4772160249882	-4.92750418439518	1.99903033174206e-10	4.52309642264318e-09
TRINITY_DN121615_c0_g1_i1	Xetrov90014462m	Chr05	101421268	101421268	4.60480515743474	-3.00334975259838	1.74474489490638e-21	1.06446255407553e-19
TRINITY_DN126794_c4_g2_i1	dhx36	Chr05	105593851	105593851	1.06738637377678	-5.88545083682464	1.01925661843617e-14	3.67614790914323e-13
TRINITY_DN122749_c0_g1_i3	igsf10	Chr05	106577328	106577328	6.2249599513769	-3.53879499910244	2.58699287279149e-27	2.27430807452111e-25
TRINITY_DN4687_c0_g1_i1	plod2-like	Chr05	117568590	117568590	5.21407678593909	8.28828268319947	1.50195190835615e-05	0.000158647978171337
TRINITY_DN96776_c0_g2_i1	LOC100145345	Chr05	122157289	122157289	6.19266997593494	14.5014925202922	5.36154782158714e-08	8.66852038919315e-07
TRINITY_DN119494_c0_g1_i1	cpsf3	Chr05	133887094	133887094	5.13928953672397	-9.01413133341573	1.46080508130263e-75	6.72474979154570e-73
TRINITY_DN122337_c0_g1_i2	kcnf1	Chr05	134701410	134701410	2.53577895901297	-4.02083554143521	4.09689564014761e-20	2.2898300378123e-18
TRINITY_DN123297_c0_g2_i5	map3k8	Chr06	15573627	15573627	2.67153266571136	-3.29432725932971	6.66608750263963e-11	1.60435997603929e-09
TRINITY_DN91264_c0_g1_i2	gpr158	Chr06	17190681	17190681	5.23330509178168	-3.68459690584333	3.68855219329814e-30	3.72073517857034e-28
TRINITY_DN130945_c0_g5_i1	plxdc2	Chr06	19240874	19240874	0.0763977920898713	3.42970447084762	0.0010501029981613	0.00722291709058567
TRINITY_DN112272_c0_g1_i1	c1ql3	Chr06	20614204	20614204	3.31991771949887	-9.02317203922348	6.66287340157713e-39	9.32029235660394e-37
TRINITY_DN121580_c0_g1_i1	thrb	Chr06	77459361	77459361	0.140838126731352	3.89165325921958	4.20797667901105e-07	5.9288681989917e-06
TRINITY_DN123796_c0_g1_i1	ndufv2	Chr06	89344871	89344871	3.73803310793473	-3.03477890103439	5.14009240222028e-10	1.08948165983195e-08
TRINITY_DN122661_c0_g1_i5	rspo2	Chr06	116533015	116533015	0.888469408387697	-3.89292349644348	2.13572794475768e-10	4.81089820581135e-09
TRINITY_DN120463_c0_g1_i1	Xetrov90017218m	Chr06	130103986	130103986	5.8073943342236	-10.6258863232935	5.33775817769585e-85	3.75407498058559e-82
TRINITY_DN126672_c0_g1_i2	LOC100036725	Chr07	964038	964038	0.739857677819822	-4.6376795564864	3.70452221707617e-10	8.06490094704656e-09
TRINITY_DN112755_c0_g2_i1	ncapd2	Chr07	1656845	1656845	1.79482649223679	-4.25752367194418	6.59291988273388e-16	2.64123636884397e-14
TRINITY_DN129746_c0_g2_i1	c8orf76	Chr07	4855114	4855114	3.0763780266414	-3.0177942441174	2.52751594441869e-14	8.70669063901182e-13
TRINITY_DN67991_c0_g1_i1	oat.1	Chr07	11393739	11393739	6.41520295976179	8.87590658055629	4.63332554376013e-44	7.28640803990452e-42
TRINITY_DN123184_c1_g1_i1	ventx3.2	Chr07	18597030	18597030	3.70423131146643	-3.03299790901749	2.15541355368804e-17	9.69323548238498e-16
TRINITY_DN122678_c0_g1_i1	sfxn2	Chr07	20774054	20774054	4.68543848479494	-3.075102203064	2.72597873892392e-21	1.62016562654495e-19
TRINITY_DN112375_c0_g4_i1	rufy2	Chr07	30491749	30491749	0.451505795627688	3.91573656795505	0.00531891396741451	0.0289238794546753
TRINITY_DN133450_c2_g1_i8	pga4	Chr07	35701551	35701551	2.66460734739735	-4.09849594069381	5.07599692985641e-21	2.96127111214365e-19
TRINITY_DN135160_c6_g2_i1	prr12-like	Chr07	102861401	102861401	0.111629141734302	-6.99193605972811	1.75713493162224e-14	6.19622553394757e-13
TRINITY_DN135230_c0_g1_i5	ribc1	Chr08	2306442	2306442	5.5223547021883	-7.04643893039848	8.82547127143077e-69	3.14721277635712e-66
TRINITY_DN129488_c0_g1_i2	cel-like.1	Chr08	7200652	7200652	4.86698309703828	-3.74213355674108	1.09145181562509e-30	1.12793749060456e-28
TRINITY_DN111329_c0_g1_i2	gjb1	Chr08	23152513	23152513	2.44281065169772	-4.8826528991149	2.58765758015841e-14	8.86561600433433e-13
TRINITY_DN151548_c0_g1_i1	asb12.2	Chr08	25321754	25321754	6.38171506411919	-10.3966874761086	2.26572516347814e-89	1.97813432462424e-86
TRINITY_DN119678_c0_g1_i2	tnmd	Chr08	31443738	31443738	2.73650207298253	-3.21194400332299	4.69905268792979e-12	1.26839355016732e-10
TRINITY_DN110734_c0_g1_i1	gpr101	Chr08	48199238	48199238	0.910339923252166	-6.17968837490268	1.97700302412619e-16	8.24641508531317e-15
TRINITY_DN112822_c0_g1_i1	LOC100496861	Chr08	57578898	57578898	1.73480473894572	-3.2013074176406	8.2355302789532e-11	1.95789099655226e-09
TRINITY_DN112243_c1_g1_i1	alkbh6	Chr08	59362640	59362640	1.67281036966532	-4.28621192823365	2.98851375341967e-16	1.22635623537816e-14
TRINITY_DN128981_c1_g4_i1	rps6ka5	Chr08	65876801	65876801	3.09709463605556	-3.05477759020982	6.37103577248244e-13	1.90897342868027e-11
TRINITY_DN124907_c0_g1_i1	asb2-like	Chr08	67059586	67059586	2.89124494270108	-5.83503147105916	5.84235981479247e-31	6.13787170749919e-29
TRINITY_DN128175_c8_g3_i2	rtn1	Chr08	82589838	82589838	0.482156779118545	-9.31330014881251	4.76961802804997e-18	2.29149827044018e-16
TRINITY_DN118674_c0_g1_i2	slc35f4-like	Chr08	83473917	83473917	5.56185261222771	-5.08028592426408	3.5138537309349e-12	9.64937772381136e-11
TRINITY_DN118665_c1_g1_i1	sipa1l1-like	Chr08	86477804	86477804	3.96558970360177	-6.1955579548009	2.79307240220409e-29	2.64860674724364e-27
TRINITY_DN110915_c0_g1_i1	aqr	Chr08	91389644	91389644	2.13596268487907	-11.0118667750059	9.98359096146897e-37	1.25135910670016e-34
TRINITY_DN120454_c1_g2_i1	mmp25	Chr09	6964801	6964801	1.97810585049505	-4.23097948154708	9.95043681587167e-18	4.6311601055341e-16
TRINITY_DN121548_c0_g1_i1	LOC101732662	Chr09	7912216	7912216	4.58545718601596	-10.8397789313811	3.08780919339447e-71	1.2409562058342e-68
TRINITY_DN135315_c3_g5_i3	heatr2-like	Chr09	22213840	22213840	2.58758583677584	-11.4722141133045	1.33777462683107e-38	1.8308711230668e-36
TRINITY_DN125672_c1_g1_i2	hspe1	Chr09	38204917	38204917	6.52463289108766	-3.04816019440183	1.59598847295134e-17	7.26777556594515e-16
TRINITY_DN119556_c0_g19_i1	ag1	Chr09	55633147	55633147	1.01784500951047	3.51512090724618	6.87488751253336e-06	7.79513107612324e-05
TRINITY_DN126082_c1_g2_i1	nr4a2	Chr09	69422789	69422789	0.387224516525436	8.53324455410382	0.000652027059619612	0.00474114678992216
TRINITY_DN112287_c0_g1_i1	ttll4	Chr09	77814176	77814176	3.2670258362568	-4.51860028628291	4.83786619742233e-18	2.31988511841924e-16
TRINITY_DN116337_c0_g1_i3	ubp1	Chr10	3345795	3345795	2.52694186761246	-8.77648971924293	9.64549007067885e-35	1.1465453666644e-32
TRINITY_DN98838_c0_g1_i2	hoxb5	Chr10	5080375	5080375	5.70401673414403	-6.54985682866511	2.69950289811924e-52	5.60235359651484e-50
TRINITY_DN126312_c0_g1_i4	cdc27	Chr10	7038474	7038474	6.69595530001739	-5.33059681044177	3.36317322845616e-45	5.5293625306027e-43
TRINITY_DN121214_c0_g2_i1	map3k3	Chr10	7297667	7297667	4.78233700275732	-3.27078506909308	4.01353018959044e-25	2.98878149618354e-23
TRINITY_DN124339_c4_g3_i4	Xetrov90025024m	Chr10	14967726	14967726	3.78477830149891	-6.51790844236753	6.96476854126426e-44	1.08852453516216e-41
TRINITY_DN129291_c3_g7_i3	dgke	Chr10	18307218	18307218	1.1446464146614	-3.39490777142027	2.53808091820128e-10	5.63204827063437e-09
TRINITY_DN128259_c0_g1_i1	sox9	Chr10	22455490	22455490	3.84090548840751	-4.02135727491763	5.41204516867731e-26	4.36393540209365e-24
TRINITY_DN127341_c11_g1_i1	LOC100485278	Chr10	24700728	24700728	3.13088278927823	-3.44617237341045	8.41635616696139e-18	3.95350133193498e-16
TRINITY_DN129466_c1_g2_i3	dhx35	Chr10	31959493	31959493	4.44479496714677	-7.3069711107917	4.37923152571653e-52	8.87022103996934e-50
TRINITY_DN128868_c0_g3_i1	ict1	Chr10	35723029	35723029	2.40387214185935	-9.44583401493068	4.99037847753653e-25	3.67300560095196e-23
TRINITY_DN123462_c3_g1_i1	LOC733456	Chr10	37105820	37105820	5.00163030469249	-10.3680643474752	2.93234869302664e-91	3.22800593733659e-88
TRINITY_DN120912_c0_g1_i3	ogfod3	Chr10	37593861	37593861	3.62239752783397	-6.76085165706793	5.71010601440524e-41	8.50436318698389e-39
TRINITY_DN123809_c0_g1_i2	slc22a15.1	scaffold_1146	131	131	3.53507772718188	-7.26162963483518	4.48883368141513e-19	2.33373264845482e-17
TRINITY_DN125119_c3_g3_i1	gata1	scaffold_1716	2265	2265	1.32934047969324	-10.1981146572873	1.34085860744684e-23	9.20032495445706e-22
TRINITY_DN127315_c0_g1_i2	rxra	scaffold_19	717735	717735	0.699917914718947	-3.33126056143554	1.72515412807545e-06	2.19603707233496e-05
TRINITY_DN127164_c6_g1_i1	LOC100485050	scaffold_1933	2530	2530	3.34834752214819	-6.9419957402122	1.35009406861627e-37	1.78968752477987e-35
TRINITY_DN122300_c0_g1_i3	mrvi1	scaffold_203	255729	255729	6.34469491034287	-6.20117543050324	2.87373859115795e-52	5.91546238939254e-50
TRINITY_DN127464_c0_g2_i1	sepn1	scaffold_24	421021	421021	1.54805413222624	9.81817495743922	4.9492538124787e-20	2.75406939072853e-18
TRINITY_DN121554_c1_g10_i1	parp12	scaffold_269	18562	18562	2.24063064587342	-4.01900786826289	1.49980902829006e-13	4.75560917643774e-12
TRINITY_DN136054_c1_g1_i2	tm9sf4	scaffold_284	901	901	3.36974797382889	-3.82967697410018	1.82273117810599e-15	7.00299403618597e-14
TRINITY_DN124438_c0_g1_i1	cln3-like	scaffold_318	151386	151386	5.58459977798069	-8.16109670195143	2.22347543885986e-76	1.04252175252764e-73
TRINITY_DN109050_c0_g1_i1	mul1-like	scaffold_352	22045	22045	0.730532459374882	-6.48759204530181	4.47830966677717e-11	1.09235378085868e-09
TRINITY_DN131787_c2_g1_i1	LOC100486545	scaffold_4016	1017	1017	1.76067227850918	-3.3036626823358	2.19747024993324e-11	5.51414759742911e-10
TRINITY_DN117098_c1_g2_i2	cacna1c-like	scaffold_41	567763	567763	0.771547686707136	-4.27345597725582	1.1919104959264e-11	3.08568321537428e-10
TRINITY_DN129649_c3_g2_i1	LOC100491976-like	scaffold_424	46750	46750	6.06712065751287	-12.3086945094502	8.04614119513412e-87	5.99177202704708e-84
TRINITY_DN129848_c0_g1_i1	Xetrov90028790m	scaffold_430	120046	120046	2.78347498856936	-5.5940889774778	6.56935357771463e-08	1.0454397437722e-06
TRINITY_DN125015_c1_g1_i1	soho1	scaffold_52	217598	217598	4.77401543026786	-3.59779505454401	3.48264080205463e-25	2.60109092823662e-23
TRINITY_DN114784_c0_g1_i2	Xetrov90029418m	scaffold_546	69350	69350	4.3385274699352	-3.51389959150868	3.48649645114522e-22	2.22915665774106e-20
TRINITY_DN125925_c5_g1_i1	mrps33-like	scaffold_584	63041	63041	2.01561289132508	3.405208702969	1.13006451373804e-05	0.000122430908957353
TRINITY_DN107450_c0_g3_i2	LOC100497344-like	scaffold_83	18008	18008	3.5593763082956	-3.16826750870055	1.92780495038021e-17	8.71608813190652e-16
TRINITY_DN79738_c0_g1_i1	asb14	scaffold_87	179786	179786	1.77339679583346	-10.6307726623227	1.88252906757066e-29	1.79863220610648e-27
TRINITY_DN117011_c0_g1_i1	pxk	scaffold_87	303710	303710	3.76686848281919	-3.37434433560709	1.00370250814262e-17	4.66288877131429e-16
TRINITY_DN124951_c0_g3_i3	NA	NA	NA	NA	2.49730964611397	-5.41998050315728	2.44831367355236e-25	1.8504135492738e-23
TRINITY_DN126693_c0_g1_i1	NA	NA	NA	NA	4.0037411492543	-3.01128057158088	2.05738578374153e-18	1.02541241453842e-16
TRINITY_DN125075_c1_g2_i3	NA	NA	NA	NA	1.07560370133746	3.50056256292278	0.000603629065233707	0.00443894403213832
TRINITY_DN103897_c0_g3_i1	NA	NA	NA	NA	3.48592663405228	-7.51589274686967	4.77336111387483e-06	5.5566312663079e-05
TRINITY_DN135947_c1_g1_i1	NA	NA	NA	NA	4.96788111388082	-6.37036877162454	4.27244357713291e-13	1.30385759755768e-11
TRINITY_DN115691_c0_g3_i4	NA	NA	NA	NA	0.403079813539986	-5.41034078610658	1.63236766233454e-10	3.7470459512827e-09
TRINITY_DN116966_c0_g1_i1	NA	NA	NA	NA	7.05822161703064	-9.32395463364317	5.97930142745453e-83	3.88179314978772e-80
TRINITY_DN131601_c5_g1_i1	NA	NA	NA	NA	2.79693462128024	-3.13625316691614	4.13373890973191e-12	1.12782473551188e-10
TRINITY_DN121030_c0_g1_i1	NA	NA	NA	NA	4.31256741404085	-7.29658738670508	9.2238768714495e-20	5.01157378773026e-18
TRINITY_DN122385_c2_g1_i3	NA	NA	NA	NA	4.17475831205243	-3.39607353196122	2.33629449769823e-23	1.55664843124267e-21
TRINITY_DN123427_c1_g1_i1	NA	NA	NA	NA	3.8069840966914	-4.02133850851211	1.06339037408923e-22	6.97512458071639e-21
TRINITY_DN122009_c0_g1_i1	NA	NA	NA	NA	4.53934420199008	-4.18138430175261	2.2324875253216e-17	1.0004310027189e-15
TRINITY_DN120854_c0_g1_i3	NA	NA	NA	NA	4.50056592981709	-3.330441268395	2.2727090105736e-25	1.72800959275414e-23
TRINITY_DN105578_c0_g1_i1	NA	NA	NA	NA	1.65291699876059	-4.70429880795219	1.81008870881847e-15	6.96499027637916e-14
TRINITY_DN117235_c0_g3_i1	NA	NA	NA	NA	5.05811018826038	-4.06157418354851	2.73538300022083e-35	3.28232996126025e-33
TRINITY_DN52793_c0_g2_i1	NA	NA	NA	NA	0.0310555100246608	-3.24008469007085	5.57116361606605e-05	0.00052495828654699
TRINITY_DN127464_c0_g7_i1	NA	NA	NA	NA	1.38724419441201	9.65758745273747	1.68892215628562e-16	7.10329237126175e-15
TRINITY_DN112907_c0_g2_i1	NA	NA	NA	NA	6.71081924429416	-3.39197934104927	1.48349220805556e-23	1.01514970853402e-21
TRINITY_DN114630_c0_g1_i1	NA	NA	NA	NA	2.70841757308118	-3.22112847085948	8.58654342459687e-14	2.78721401240215e-12
TRINITY_DN121355_c0_g1_i4	NA	NA	NA	NA	4.15743259609566	-9.51772373468467	1.45108169216332e-70	5.74061521310674e-68
