ID	Tissue_specific_index	Tissue_name
973	TRINITY_DN127151_c1_g2_i1	0.0698989756596921	Testis_mean
994	TRINITY_DN108146_c0_g1_i2	0.17875631184614	Brain_mean
1000	TRINITY_DN127509_c3_g6_i4	0.179964344810251	Brain_mean
1007	TRINITY_DN132501_c4_g2_i1	0.178624706417452	G43_M_mean
1030	TRINITY_DN131686_c3_g3_i1	0.180800184426883	Brain_mean
1059	TRINITY_DN116935_c0_g1_i1	0.163584444414193	Ovary_mean
1105	TRINITY_DN125885_c4_g3_i1	0.180844176015249	G23_mean
1120	TRINITY_DN118126_c0_g1_i1	0.156935585958514	G23_mean
1145	TRINITY_DN120786_c0_g1_i4	0.191479725345621	G23_mean
1153	TRINITY_DN133862_c1_g2_i1	0.191699048368354	G43_M_mean
1159	TRINITY_DN113777_c0_g1_i1	0.194399330985851	Brain_mean
1198	TRINITY_DN131409_c0_g1_i2	0.106263872469469	Testis_mean
1203	TRINITY_DN132719_c0_g1_i3	0.139498789773886	Brain_mean
1225	TRINITY_DN104919_c0_g1_i1	0.0909940778045893	Testis_mean
1274	TRINITY_DN136596_c10_g1_i1	0.0864999910092679	G23_mean
1323	TRINITY_DN127680_c4_g2_i3	0.0898264355738343	Testis_mean
1429	TRINITY_DN128810_c1_g5_i4	0.169775524576304	Testis_mean
1474	TRINITY_DN131122_c2_g1_i4	0.164732305012263	Brain_mean
1476	TRINITY_DN131756_c3_g1_i1	0.18990951881396	G31_mean
1478	TRINITY_DN134806_c13_g3_i4	0.190413908250647	Ovary_mean
1506	TRINITY_DN115111_c0_g1_i1	0.0934121484873042	G43_F_mean
1512	TRINITY_DN164802_c0_g1_i1	0.191409981634431	Ovary_mean
1529	TRINITY_DN122150_c0_g2_i1	0.194504938933035	G43_M_mean
1538	TRINITY_DN135574_c5_g5_i2	0.129393294764044	Brain_mean
1553	TRINITY_DN159917_c0_g1_i1	0.168152674947938	G43_M_mean
1556	TRINITY_DN123719_c0_g1_i4	0.141198157207927	G27_mean
1585	TRINITY_DN129170_c1_g2_i2	0.0875826017761978	Testis_mean
1587	TRINITY_DN133866_c2_g2_i1	0.165370171880472	Ovary_mean
1627	TRINITY_DN124133_c1_g7_i1	0.168492702979599	G43_M_mean
1628	TRINITY_DN128741_c0_g1_i7	0.167085580343973	G43_M_mean
1635	TRINITY_DN127031_c0_g2_i3	0.0716201372462642	Liver_mean
1639	TRINITY_DN119686_c0_g1_i1	0.0454934158826718	G43_F_mean
1641	TRINITY_DN111338_c0_g1_i1	0.166943451980544	G43_F_mean
1642	TRINITY_DN131158_c5_g3_i1	0.126637114848181	G43_M_mean
1650	TRINITY_DN117533_c1_g1_i2	0.199298941661596	G43_M_mean
1665	TRINITY_DN121671_c0_g1_i1	0.137077123146771	G27_mean
1722	TRINITY_DN117288_c0_g1_i1	0.196711383335896	G43_F_mean
1733	TRINITY_DN132091_c0_g2_i1	0.0870417477957771	Testis_mean
1745	TRINITY_DN128018_c0_g2_i1	0.160765533587522	G23_mean
1757	TRINITY_DN109124_c0_g2_i2	0.193236080302636	Brain_mean
1767	TRINITY_DN119900_c0_g3_i1	0.194323137155773	G43_F_mean
1770	TRINITY_DN118575_c0_g1_i2	0.159739000953982	G23_mean
1811	TRINITY_DN126559_c1_g1_i1	0.184189009588566	Brain_mean
1819	TRINITY_DN125990_c2_g2_i7	0.110041397035665	G43_M_mean
1830	TRINITY_DN127011_c1_g2_i4	0.106829052549563	Testis_mean
1842	TRINITY_DN119340_c0_g1_i1	0.184160955126954	Ovary_mean
1849	TRINITY_DN134321_c0_g1_i2	0.0821367488733256	Testis_mean
1869	TRINITY_DN117131_c0_g2_i2	0.110765216223608	Ovary_mean
1873	TRINITY_DN132883_c2_g3_i1	0.161967817510376	G43_M_mean
1889	TRINITY_DN126585_c0_g1_i1	0.181942007903826	G43_M_mean
1894	TRINITY_DN128433_c0_g1_i2	0.155243240787695	Liver_mean
1906	TRINITY_DN131707_c0_g8_i1	0.110249808505506	Testis_mean
1907	TRINITY_DN134498_c1_g2_i3	0.199723172524725	Ovary_mean
1980	TRINITY_DN126015_c0_g1_i5	0.108189953057021	G27_mean
1994	TRINITY_DN133758_c1_g6_i4	0.123876550712023	G46_M_mean
1996	TRINITY_DN132977_c0_g1_i4	0.147373314272966	G23_mean
2009	TRINITY_DN126586_c0_g1_i1	0.151428307605708	Ovary_mean
2027	TRINITY_DN208714_c0_g1_i1	0.156168569043436	G43_F_mean
2035	TRINITY_DN134751_c2_g1_i2	0.094504334262796	Testis_mean
2096	TRINITY_DN127844_c2_g2_i2	0.179923243161737	G23_mean
2100	TRINITY_DN101610_c0_g2_i1	0.15578920487875	G43_F_mean
2109	TRINITY_DN128082_c2_g11_i1	0.194190072974682	Brain_mean
2126	TRINITY_DN121635_c0_g1_i1	0.14817351534858	Ovary_mean
2130	TRINITY_DN124890_c0_g1_i3	0.196570547943401	Testis_mean
2160	TRINITY_DN130264_c0_g5_i6	0.161861457719219	Brain_mean
2197	TRINITY_DN120524_c0_g2_i6	0.138367206042252	Brain_mean
2212	TRINITY_DN124021_c0_g1_i8	0.129045977929066	Brain_mean
2254	TRINITY_DN123612_c1_g1_i5	0.139989131149831	G23_mean
2268	TRINITY_DN134383_c0_g2_i1	0.0823916959035512	Testis_mean
2276	TRINITY_DN130631_c0_g1_i1	0.12015322075578	G46_F_mean
2287	TRINITY_DN121320_c0_g1_i1	0.167229366651819	Liver_mean
2295	TRINITY_DN128487_c0_g1_i2	0.169684751205191	Ovary_mean
2304	TRINITY_DN126413_c0_g2_i1	0.183161146063969	Testis_mean
2333	TRINITY_DN133583_c0_g1_i3	0.185975578795175	G23_mean
2340	TRINITY_DN129889_c3_g1_i5	0.113039679540297	G27_mean
2354	TRINITY_DN135738_c6_g1_i1	0.118890311540708	Ovary_mean
2355	TRINITY_DN134001_c2_g2_i1	0.129963984855831	Brain_mean
2356	TRINITY_DN133031_c0_g1_i3	0.195995499637772	Brain_mean
2369	TRINITY_DN123703_c1_g1_i1	0.194991453059114	Ovary_mean
2380	TRINITY_DN127714_c1_g1_i1	0.131728661462324	Brain_mean
2400	TRINITY_DN121590_c0_g1_i1	0.0850698230796617	Ovary_mean
2422	TRINITY_DN111683_c1_g1_i1	0.154965063891116	G23_mean
2432	TRINITY_DN134510_c3_g1_i1	0.180022258948856	Ovary_mean
2446	TRINITY_DN121384_c0_g1_i7	0.165680884633792	Ovary_mean
2497	TRINITY_DN123745_c0_g1_i2	0.112410108848048	Brain_mean
2508	TRINITY_DN126390_c2_g1_i4	0.142728384855197	Ovary_mean
2509	TRINITY_DN112798_c0_g1_i1	0.16611945513161	Ovary_mean
2517	TRINITY_DN122909_c5_g4_i5	0.166593644577361	G23_mean
2523	TRINITY_DN119297_c0_g1_i1	0.182392147109821	Brain_mean
2530	TRINITY_DN126533_c4_g2_i1	0.190400080983842	G23_mean
2533	TRINITY_DN128948_c4_g4_i1	0.1869069513895	G23_mean
2542	TRINITY_DN120746_c0_g3_i1	0.148140174895467	Ovary_mean
2556	TRINITY_DN132365_c2_g1_i2	0.188127755433678	G43_M_mean
2561	TRINITY_DN118313_c2_g8_i1	0.155836507331654	G43_M_mean
2575	TRINITY_DN119569_c0_g7_i1	0.18193792756823	G46_F_mean
2578	TRINITY_DN134180_c0_g3_i2	0.132793296874555	Ovary_mean
2590	TRINITY_DN122628_c5_g2_i1	0.199809514102153	Brain_mean
2593	TRINITY_DN135577_c6_g6_i1	0.175341829845202	G31_mean
2601	TRINITY_DN132129_c1_g1_i1	0.103824652807685	G46_M_mean
2603	TRINITY_DN38261_c0_g1_i1	0.127972865080207	Testis_mean
2610	TRINITY_DN67030_c0_g1_i1	0.180981244517529	Brain_mean
2636	TRINITY_DN133810_c1_g3_i11	0.192211019850718	G46_M_mean
2648	TRINITY_DN131583_c4_g2_i3	0.0825591340151988	Testis_mean
2663	TRINITY_DN134416_c7_g5_i2	0.112728274047	Brain_mean
2678	TRINITY_DN132666_c1_g1_i2	0.142155662339042	G43_F_mean
2686	TRINITY_DN131469_c12_g1_i1	0.181131508740436	G46_M_mean
2714	TRINITY_DN126652_c0_g1_i1	0.163414559974044	G27_mean
2716	TRINITY_DN135770_c6_g2_i2	0.151800024669102	G43_M_mean
2721	TRINITY_DN128172_c3_g5_i1	0.160837803859497	Brain_mean
2731	TRINITY_DN135790_c25_g1_i1	0.18283416949489	G23_mean
2736	TRINITY_DN129573_c0_g1_i2	0.147121979476883	Brain_mean
2765	TRINITY_DN123687_c3_g3_i3	0.197331449606649	G43_F_mean
2775	TRINITY_DN124987_c0_g1_i1	0.162095356237965	Brain_mean
2778	TRINITY_DN136311_c2_g2_i1	0.0746949180258674	G23_mean
2779	TRINITY_DN135880_c16_g3_i1	0.176029631627508	G46_F_mean
2780	TRINITY_DN128927_c0_g1_i1	0.182900004061504	Brain_mean
2782	TRINITY_DN103236_c0_g2_i1	0.141307058877527	Brain_mean
2792	TRINITY_DN129042_c6_g1_i1	0.197478372597098	Testis_mean
2795	TRINITY_DN134952_c0_g3_i1	0.11536870698962	Ovary_mean
2798	TRINITY_DN132588_c3_g1_i1	0.18716200709468	G23_mean
2803	TRINITY_DN120566_c0_g1_i2	0.130879259504016	Testis_mean
2828	TRINITY_DN131807_c5_g2_i2	0.188618122878704	G23_mean
2854	TRINITY_DN128848_c3_g1_i2	0.161398866516743	Ovary_mean
2905	TRINITY_DN128730_c3_g1_i1	0.165968712663945	G43_F_mean
2924	TRINITY_DN123055_c7_g1_i4	0.105109086466006	Ovary_mean
2955	TRINITY_DN125601_c4_g2_i1	0.185370406542237	Ovary_mean
2958	TRINITY_DN131216_c6_g3_i1	0.135536256345936	G27_mean
2959	TRINITY_DN126049_c0_g3_i1	0.157559391496688	G23_mean
2987	TRINITY_DN134666_c4_g1_i1	0.138673585311755	G23_mean
3024	TRINITY_DN118977_c1_g1_i4	0.17306933747765	G23_mean
3058	TRINITY_DN125942_c2_g3_i6	0.175696692370567	G23_mean
3065	TRINITY_DN118596_c0_g1_i3	0.178939765606491	G23_mean
3067	TRINITY_DN130789_c3_g1_i1	0.194571982633046	G23_mean
3079	TRINITY_DN105324_c0_g1_i5	0.0539616351067453	Testis_mean
3082	TRINITY_DN126675_c0_g1_i5	0.0916553507624032	G27_mean
3097	TRINITY_DN129264_c1_g1_i1	0.0614570690853378	Testis_mean
3139	TRINITY_DN46317_c0_g1_i1	0.153719906933284	Ovary_mean
3154	TRINITY_DN128724_c0_g1_i3	0.0658166734150592	Testis_mean
3159	TRINITY_DN114238_c0_g1_i2	0.1509492147336	Testis_mean
3165	TRINITY_DN133808_c0_g1_i2	0.177391588243236	Testis_mean
3183	TRINITY_DN69512_c0_g1_i2	0.146995726350165	Ovary_mean
3206	TRINITY_DN135912_c4_g3_i1	0.195025262511176	Testis_mean
3209	TRINITY_DN116066_c0_g1_i2	0.0851531248355515	G46_F_mean
3219	TRINITY_DN117298_c0_g1_i1	0.17727090326501	Ovary_mean
3236	TRINITY_DN77605_c0_g1_i1	0.150362934701585	G23_mean
3237	TRINITY_DN122396_c0_g1_i1	0.169692494259355	G23_mean
3274	TRINITY_DN52775_c0_g1_i1	0.179841032100935	G43_M_mean
3278	TRINITY_DN126036_c6_g4_i2	0.0787929414808187	G27_mean
3282	TRINITY_DN134750_c8_g6_i3	0.138342615713183	G23_mean
3295	TRINITY_DN129425_c1_g1_i1	0.143031171512093	G43_F_mean
3333	TRINITY_DN123039_c0_g1_i1	0.18851873946957	G23_mean
3387	TRINITY_DN124346_c12_g4_i4	0.0958597177244892	Testis_mean
3414	TRINITY_DN131961_c0_g1_i3	0.149717583922638	Brain_mean
3428	TRINITY_DN170512_c0_g1_i1	0.185092592713168	G43_M_mean
3435	TRINITY_DN124436_c6_g1_i1	0.0989041174754847	G23_mean
3444	TRINITY_DN133994_c4_g2_i1	0.13722678163957	G43_M_mean
3497	TRINITY_DN130646_c2_g1_i2	0.150384627222691	Brain_mean
3508	TRINITY_DN120904_c0_g2_i3	0.168476844341258	G23_mean
3519	TRINITY_DN129919_c0_g2_i13	0.150863815641403	Ovary_mean
3523	TRINITY_DN129540_c3_g1_i3	0.131409757361871	Brain_mean
3532	TRINITY_DN118583_c0_g1_i2	0.114989594326182	Liver_mean
3533	TRINITY_DN127248_c0_g2_i2	0.199589243615032	Testis_mean
3586	TRINITY_DN127861_c1_g3_i1	0.199671583693135	Testis_mean
3591	TRINITY_DN72771_c0_g2_i1	0.193798660501595	Ovary_mean
3605	TRINITY_DN133378_c1_g3_i2	0.163313002527209	G43_F_mean
3609	TRINITY_DN129099_c3_g4_i5	0.194910961494373	Brain_mean
3621	TRINITY_DN193994_c0_g1_i1	0.109921960949725	Liver_mean
3625	TRINITY_DN132199_c4_g14_i1	0.129873627612644	G43_M_mean
3629	TRINITY_DN134377_c4_g1_i5	0.193799965008458	Ovary_mean
3642	TRINITY_DN127734_c0_g1_i3	0.0845458054349821	Ovary_mean
3688	TRINITY_DN119650_c0_g2_i1	0.116432956098331	G27_mean
3715	TRINITY_DN124385_c4_g1_i3	0.190608562759862	G23_mean
3725	TRINITY_DN125568_c2_g2_i1	0.151583889230302	Ovary_mean
3751	TRINITY_DN118707_c0_g1_i1	0.133567630707839	G46_M_mean
3794	TRINITY_DN128763_c4_g1_i2	0.164362485107081	Testis_mean
3796	TRINITY_DN119824_c0_g1_i2	0.181209106897378	G43_M_mean
3799	TRINITY_DN125256_c2_g1_i2	0.161915222006586	G23_mean
3825	TRINITY_DN50186_c0_g2_i1	0.167335304484737	Brain_mean
3835	TRINITY_DN130721_c1_g2_i1	0.0926093333624483	Testis_mean
3862	TRINITY_DN128119_c1_g1_i2	0.0840835085617542	Testis_mean
3873	TRINITY_DN131266_c3_g3_i1	0.160415996809673	Brain_mean
3880	TRINITY_DN130478_c6_g9_i1	0.14783915264545	Testis_mean
3893	TRINITY_DN119803_c0_g1_i2	0.0828385622772328	Ovary_mean
3926	TRINITY_DN128734_c3_g2_i3	0.179133612558626	Ovary_mean
3939	TRINITY_DN117307_c2_g1_i1	0.136543333213117	Brain_mean
3944	TRINITY_DN131595_c1_g3_i5	0.139597011484146	Testis_mean
3956	TRINITY_DN172119_c0_g1_i1	0.176728931614721	G46_F_mean
4007	TRINITY_DN132618_c0_g1_i4	0.154917993382778	Brain_mean
4012	TRINITY_DN127575_c4_g3_i2	0.18573855424938	G23_mean
4042	TRINITY_DN110588_c0_g1_i1	0.180627062709755	Brain_mean
4058	TRINITY_DN115800_c0_g2_i1	0.148233251141502	G23_mean
4059	TRINITY_DN153995_c0_g1_i1	0.159965124109984	Testis_mean
4068	TRINITY_DN128817_c0_g2_i8	0.185449091121085	Brain_mean
4083	TRINITY_DN135514_c1_g1_i3	0.182734878073461	Ovary_mean
4086	TRINITY_DN2377_c0_g1_i1	0.0997799458267212	Testis_mean
4087	TRINITY_DN96332_c0_g1_i1	0.17461163444195	Brain_mean
4115	TRINITY_DN106231_c0_g2_i2	0.112529284918481	G23_mean
4130	TRINITY_DN122480_c0_g2_i2	0.189226499926049	Ovary_mean
4159	TRINITY_DN127818_c1_g2_i1	0.11472611003384	Brain_mean
4164	TRINITY_DN119488_c0_g1_i1	0.172172251840677	G23_mean
4212	TRINITY_DN96578_c0_g1_i1	0.177600988257825	G43_M_mean
4298	TRINITY_DN123976_c0_g1_i1	0.177936951666822	G23_mean
4346	TRINITY_DN130904_c1_g1_i8	0.0658589924670265	G43_M_mean
4358	TRINITY_DN131218_c0_g2_i1	0.18377873888735	Ovary_mean
4388	TRINITY_DN209494_c0_g1_i1	0.132626169625758	G27_mean
4402	TRINITY_DN135369_c3_g1_i1	0.17852545650291	Brain_mean
4437	TRINITY_DN108012_c0_g1_i1	0.190579919736198	G43_M_mean
4447	TRINITY_DN134363_c2_g4_i1	0.143173923853273	G43_F_mean
4452	TRINITY_DN124459_c0_g2_i1	0.199269683317418	G23_mean
4480	TRINITY_DN128094_c1_g2_i9	0.147441604102666	Ovary_mean
4528	TRINITY_DN125651_c4_g1_i1	0.0750986715749909	G31_mean
4531	TRINITY_DN134802_c8_g6_i1	0.193803678579859	Ovary_mean
4538	TRINITY_DN133121_c4_g2_i1	0.119647769216894	G43_F_mean
4548	TRINITY_DN122935_c0_g1_i1	0.154180836461405	G43_F_mean
4572	TRINITY_DN136560_c7_g1_i1	0.197694599887639	Testis_mean
4613	TRINITY_DN67966_c0_g2_i1	0.177206496360316	Brain_mean
4625	TRINITY_DN124755_c2_g2_i3	0.195106356097093	Ovary_mean
4630	TRINITY_DN117974_c0_g1_i3	0.103263927615548	G23_mean
4654	TRINITY_DN121970_c0_g1_i6	0.15807596470092	G23_mean
4655	TRINITY_DN123269_c0_g1_i1	0.0837954646269349	Brain_mean
4660	TRINITY_DN126971_c0_g4_i1	0.163328934160959	Brain_mean
4668	TRINITY_DN119451_c0_g1_i1	0.19380481461753	G23_mean
4703	TRINITY_DN128445_c0_g3_i2	0.176176169073487	Ovary_mean
4721	TRINITY_DN134197_c7_g2_i4	0.112694244860891	G23_mean
4730	TRINITY_DN125789_c3_g1_i2	0.175731846821813	G43_F_mean
4733	TRINITY_DN98949_c0_g2_i1	0.179406559745525	Brain_mean
4737	TRINITY_DN115656_c0_g1_i1	0.127509421189428	G23_mean
4741	TRINITY_DN115275_c0_g1_i1	0.0724799440566162	G27_mean
4758	TRINITY_DN135176_c2_g1_i3	0.191350271406952	G43_M_mean
4763	TRINITY_DN130664_c0_g9_i3	0.164050281043083	G27_mean
4779	TRINITY_DN130761_c6_g3_i1	0.194198431235508	G43_F_mean
4793	TRINITY_DN126824_c0_g1_i3	0.165755970744322	Ovary_mean
4847	TRINITY_DN134224_c4_g2_i1	0.137086948074941	Ovary_mean
4851	TRINITY_DN124395_c0_g2_i2	0.165143271887387	Ovary_mean
4858	TRINITY_DN115563_c0_g1_i1	0.146932735370017	G43_M_mean
4861	TRINITY_DN129335_c5_g2_i1	0.160553129008853	G43_F_mean
4864	TRINITY_DN125392_c6_g1_i13	0.140831654921305	G23_mean
4910	TRINITY_DN132278_c2_g1_i2	0.195307553773323	G27_mean
4913	TRINITY_DN133390_c2_g2_i1	0.114070066215951	Testis_mean
4919	TRINITY_DN120525_c0_g1_i2	0.132209735241485	Testis_mean
4920	TRINITY_DN117632_c0_g2_i2	0.178990356274511	G43_M_mean
4928	TRINITY_DN131230_c2_g1_i17	0.175258034742144	Testis_mean
4964	TRINITY_DN103851_c0_g1_i1	0.100680541663052	Brain_mean
4993	TRINITY_DN134922_c4_g1_i5	0.183578803237318	G31_mean
4995	TRINITY_DN132338_c1_g2_i1	0.099990168188352	G23_mean
5000	TRINITY_DN130881_c3_g4_i2	0.165874321347406	Ovary_mean
5011	TRINITY_DN121142_c0_g1_i2	0.0860074382101517	Ovary_mean
5012	TRINITY_DN129328_c0_g2_i1	0.106616891114818	Liver_mean
5043	TRINITY_DN132840_c4_g6_i1	0.144832772937155	G27_mean
5068	TRINITY_DN173586_c0_g1_i1	0.172969315214673	Ovary_mean
5108	TRINITY_DN125538_c3_g7_i1	0.152896605561123	G27_mean
5111	TRINITY_DN133367_c3_g1_i4	0.147069774014257	G43_M_mean
5129	TRINITY_DN124622_c3_g2_i2	0.151470398576194	G31_mean
5155	TRINITY_DN108912_c0_g1_i3	0.091014902100346	Ovary_mean
5183	TRINITY_DN135912_c4_g2_i1	0.149559500989926	G23_mean
5207	TRINITY_DN118700_c1_g1_i2	0.155038914777143	G23_mean
5225	TRINITY_DN115697_c0_g1_i2	0.166454595581522	Ovary_mean
5235	TRINITY_DN124782_c0_g3_i3	0.163457950723846	G43_M_mean
5251	TRINITY_DN126384_c1_g3_i1	0.174185451527424	Brain_mean
5269	TRINITY_DN135448_c5_g1_i4	0.116334181834032	G23_mean
5279	TRINITY_DN128125_c2_g2_i1	0.108975894010735	Brain_mean
5280	TRINITY_DN120617_c0_g1_i1	0.137596535701751	G23_mean
5343	TRINITY_DN132322_c0_g1_i3	0.133202669362115	G43_M_mean
5380	TRINITY_DN120038_c0_g2_i1	0.119451458361728	G27_mean
5394	TRINITY_DN124806_c0_g5_i2	0.147325948747392	G43_F_mean
5401	TRINITY_DN127525_c3_g1_i1	0.186836737613994	Brain_mean
5406	TRINITY_DN218759_c0_g1_i1	0.182574694740582	G43_M_mean
5432	TRINITY_DN126193_c2_g5_i3	0.177672459207193	Ovary_mean
5439	TRINITY_DN130806_c0_g2_i3	0.156185234384806	G43_M_mean
5457	TRINITY_DN135690_c1_g1_i1	0.118685910019775	G23_mean
5479	TRINITY_DN134490_c0_g1_i3	0.193977558525528	G23_mean
5480	TRINITY_DN128627_c2_g1_i1	0.19920218304528	Brain_mean
5484	TRINITY_DN132600_c0_g8_i1	0.0744998841885789	Testis_mean
5496	TRINITY_DN133982_c4_g1_i1	0.16502129274183	G23_mean
5505	TRINITY_DN41598_c0_g2_i1	0.175171817418135	Brain_mean
5520	TRINITY_DN127118_c0_g2_i7	0.179773119369312	Liver_mean
5524	TRINITY_DN146514_c0_g1_i1	0.156923739245801	G46_M_mean
5555	TRINITY_DN101074_c0_g1_i1	0.194238418883487	G23_mean
5563	TRINITY_DN84520_c0_g1_i1	0.191744264613631	Brain_mean
5582	TRINITY_DN135538_c0_g1_i1	0.17376481832407	Brain_mean
5597	TRINITY_DN129138_c3_g3_i1	0.184673345803834	Brain_mean
5608	TRINITY_DN130439_c0_g1_i5	0.190121321555288	Ovary_mean
5636	TRINITY_DN136295_c9_g5_i1	0.182502488717569	G43_M_mean
5648	TRINITY_DN132688_c0_g1_i2	0.156758465972045	Ovary_mean
5656	TRINITY_DN132139_c5_g1_i3	0.148278135433585	Ovary_mean
5688	TRINITY_DN127117_c5_g2_i2	0.132624909917964	G27_mean
5701	TRINITY_DN127631_c8_g6_i1	0.10432091444684	G23_mean
5716	TRINITY_DN129631_c6_g2_i1	0.127907685867826	Brain_mean
5717	TRINITY_DN117721_c0_g2_i1	0.187718175773286	Brain_mean
5731	TRINITY_DN125752_c5_g1_i2	0.140184645884821	G23_mean
5758	TRINITY_DN116983_c0_g1_i1	0.187010596173286	G27_mean
5784	TRINITY_DN131543_c5_g2_i1	0.176668790101615	Brain_mean
5802	TRINITY_DN131669_c2_g2_i1	0.130638047300961	G43_F_mean
5880	TRINITY_DN136052_c1_g1_i3	0.191701693916625	G43_M_mean
5897	TRINITY_DN134383_c0_g1_i1	0.0957744389423093	Testis_mean
5956	TRINITY_DN131184_c1_g2_i2	0.110799437475874	Ovary_mean
6039	TRINITY_DN127882_c5_g1_i1	0.148755451986145	G43_F_mean
6050	TRINITY_DN131091_c9_g1_i1	0.175531956069288	G43_M_mean
6051	TRINITY_DN131470_c5_g3_i4	0.195166890937865	G31_mean
6053	TRINITY_DN134769_c1_g1_i1	0.182034727646185	G43_F_mean
6059	TRINITY_DN122698_c3_g2_i1	0.191004272930459	Brain_mean
6062	TRINITY_DN136374_c4_g1_i3	0.192698306522683	G23_mean
6063	TRINITY_DN125344_c2_g1_i11	0.0949867451938419	G23_mean
6072	TRINITY_DN95701_c0_g1_i1	0.177352475238301	Brain_mean
6085	TRINITY_DN130487_c13_g1_i2	0.139123361047824	Brain_mean
6112	TRINITY_DN134853_c4_g2_i3	0.110768930052879	G43_F_mean
6123	TRINITY_DN128285_c5_g1_i1	0.174254853834423	Testis_mean
6137	TRINITY_DN116224_c0_g1_i1	0.155775879162761	Testis_mean
6141	TRINITY_DN128465_c0_g5_i9	0.183943348218708	G46_M_mean
6151	TRINITY_DN135433_c1_g3_i3	0.175835627039731	Testis_mean
6202	TRINITY_DN115011_c0_g1_i6	0.157164491515367	Ovary_mean
6228	TRINITY_DN119635_c0_g1_i3	0.178198295525292	Testis_mean
6276	TRINITY_DN131606_c1_g1_i11	0.190099095506934	G43_M_mean
6283	TRINITY_DN128197_c6_g1_i1	0.173249043831447	Ovary_mean
6317	TRINITY_DN142426_c0_g1_i1	0.134227763226243	Ovary_mean
6348	TRINITY_DN134655_c0_g1_i1	0.130780321220591	G43_M_mean
6369	TRINITY_DN119224_c0_g1_i1	0.198655843573303	Testis_mean
6401	TRINITY_DN127865_c0_g1_i3	0.100699622002347	G43_M_mean
6412	TRINITY_DN127914_c0_g1_i7	0.18037444984296	G43_M_mean
