gid	gname	chr	start	end	logCPM	logFC.XY27.XX27	PV.XY27.XX27	FDR.XY27.XX27	tau	tissue	stage
TRINITY_DN100681_c0_g1_i1	NA	NA	NA	NA	5.335017759	-0.024921605	0.926655358	0.999929563	0.141796895	Brain_fmean	G27
TRINITY_DN100684_c0_g1_i1	NA	NA	NA	NA	6.141984427	-0.701665116	0.374996358	0.999929563	0.434386206	G23_fmean	G27
TRINITY_DN100684_c0_g3_i1	serpinc1	Chr04	87912474	87912474	7.964465584	0.099767668	0.818391801	0.999929563	0.380993312	G27_mmean	G27
TRINITY_DN100706_c0_g3_i1	NA	NA	NA	NA	2.539293179	-0.447085334	0.484856745	0.999929563	0.1456891	Brain_fmean	G27
TRINITY_DN100730_c0_g1_i1	NA	NA	NA	NA	0.234869164	0.354766744	0.615932116	0.999929563	0.683425316	Brain_mmean	G27
TRINITY_DN100779_c0_g1_i1	NA	NA	NA	NA	7.982521884	-0.071419805	0.844206284	0.999929563	0.582069999	G27_mmean	G27
TRINITY_DN100784_c0_g2_i1	NA	NA	NA	NA	5.201181672	-0.854885159	0.039757957	0.999929563	0.60984036	G31_mmean	G27
TRINITY_DN100788_c0_g1_i1	vps13b	Chr06	113372992	113372992	0.47636213	-0.189210993	0.828675411	0.999929563	0.345261534	G23_fmean	G27
TRINITY_DN100835_c0_g1_i1	NA	NA	NA	NA	6.846289243	-0.087946011	0.763590825	0.999929563	0.437639948	G27_mmean	G27
TRINITY_DN100846_c0_g1_i2	NA	NA	NA	NA	1.328354138	-0.685332019	0.151545095	0.999929563	0.646753634	Liver_mmean	G27
TRINITY_DN100856_c0_g1_i1	znf710	Chr03	98545883	98545883	2.558336041	0.035248908	0.924444251	0.999929563	0.280627776	Brain_mmean	G27
TRINITY_DN100856_c0_g2_i1	NA	NA	NA	NA	1.368021113	0.066798838	0.885037776	0.999929563	0.20354166	Brain_mmean	G27
TRINITY_DN100882_c0_g1_i1	NA	NA	NA	NA	4.286020906	0.006485277	0.981276398	0.999929563	0.326273107	Ovary_mean	G27
TRINITY_DN100945_c0_g2_i1	NA	NA	NA	NA	0.735571915	0.372547307	0.439367709	0.999929563	0.660510955	G23_mmean	G27
TRINITY_DN100998_c0_g1_i1	LOC100492205	scaffold_360	43876	43876	4.661079052	-0.371300591	0.222424077	0.999929563	0.214017864	G43_F_mean	G27
TRINITY_DN101035_c0_g3_i1	NA	NA	NA	NA	0.858299312	0.031850668	0.942821228	0.999929563	0.600830486	Ovary_mean	G27
TRINITY_DN101042_c0_g2_i1	NA	NA	NA	NA	1.960367348	-0.100872695	0.791280919	0.999929563	0.606357753	Ovary_mean	G27
TRINITY_DN101047_c0_g1_i2	znf414	Chr01	83053518	83053518	1.608505242	-0.345310689	0.44245009	0.999929563	0.719096943	Ovary_mean	G27
TRINITY_DN101074_c0_g1_i1	NA	NA	NA	NA	1.432743436	0.259354644	0.560311908	0.999929563	0.209076279	G23_fmean	G27
TRINITY_DN101087_c0_g1_i1	NA	NA	NA	NA	3.881610169	0.071833766	0.808507165	0.999929563	0.273916653	Ovary_mean	G27
TRINITY_DN101111_c0_g1_i2	NA	NA	NA	NA	0.408889216	0.289477214	0.543837888	0.999929563	0.473016121	Ovary_mean	G27
TRINITY_DN101150_c0_g1_i1	NA	NA	NA	NA	5.531462788	0.24811509	0.463017565	0.999929563	0.472543558	G23_mmean	G27
TRINITY_DN101150_c0_g2_i1	NA	NA	NA	NA	2.325309462	-0.083849155	0.860893718	0.999929563	0.452904283	Ovary_mean	G27
TRINITY_DN101193_c0_g1_i1	cdc45-like	Chr01	145780872	145780872	3.179886043	0.270595711	0.489210081	0.999929563	0.530143701	G31_mmean	G27
TRINITY_DN101232_c0_g1_i1	NA	NA	NA	NA	3.731473856	-0.088161521	0.7768937	0.999929563	0.675159323	Brain_mmean	G27
TRINITY_DN101244_c0_g1_i1	ldb3-like.2	Chr07	45770011	45770011	1.897410321	-0.86725527	0.094133277	0.999929563	0.378557799	Ovary_mean	G27
TRINITY_DN101247_c0_g3_i1	NA	NA	NA	NA	0.454465346	0.960695696	0.056551502	0.999929563	0.653078653	Brain_mmean	G27
TRINITY_DN101269_c0_g1_i5	NA	NA	NA	NA	0.713051051	-0.305137149	0.541786282	0.999929563	0.466858407	G23_fmean	G27
TRINITY_DN101269_c0_g2_i1	dcun1d1	Chr05	96565489	96565489	1.981533883	-0.034472437	0.929573022	0.999929563	0.288124765	Brain_fmean	G27
TRINITY_DN101292_c0_g1_i3	NA	NA	NA	NA	0.146868379	0.008557968	0.986658427	0.999929563	0.876163604	Brain_fmean	G27
TRINITY_DN101294_c0_g1_i1	NA	NA	NA	NA	1.90958732	-0.081754296	0.83342757	0.999929563	0.287104048	Brain_mmean	G27
TRINITY_DN101326_c0_g1_i1	NA	NA	NA	NA	1.658679054	0.398648618	0.385417468	0.999929563	0.531050733	G31_mmean	G27
TRINITY_DN101332_c0_g1_i1	NA	NA	NA	NA	1.70588991	0.07532483	0.848628863	0.999929563	0.359279261	G46_M_mean	G27
TRINITY_DN101356_c0_g1_i1	mycn	Chr05	136942812	136942812	2.297259693	0.125589867	0.734239869	0.999929563	0.654838779	Ovary_mean	G27
TRINITY_DN101361_c0_g1_i2	NA	NA	NA	NA	6.778357623	0.008463561	0.984667831	0.999929563	0.451788343	G23_mmean	G27
TRINITY_DN101409_c0_g1_i1	NA	NA	NA	NA	3.524572457	0.015045868	0.9648398	0.999929563	0.396156883	G31_mmean	G27
TRINITY_DN101430_c0_g1_i1	NA	NA	NA	NA	1.402680112	0.153494026	0.77169069	0.999929563	0.902106171	G27_mmean	G27
TRINITY_DN101432_c0_g2_i1	pla2g1b	Chr01	143115482	143115482	2.781208146	-0.090621616	0.801708056	0.999929563	0.319922517	G27_mmean	G27
TRINITY_DN101437_c0_g1_i1	arhgap17-like	Chr09	14157183	14157183	4.933362789	-0.159349384	0.546439922	0.999929563	0.235972827	Ovary_mean	G27
TRINITY_DN101457_c0_g1_i1	mfi2	Chr05	97920904	97920904	5.042977919	-0.121271884	0.674001923	0.999929563	0.484065879	Ovary_mean	G27
TRINITY_DN101472_c0_g1_i1	adra2c	scaffold_52	45195	45195	1.488334168	0.501551669	0.261476673	0.999929563	0.463317315	Ovary_mean	G27
TRINITY_DN101477_c0_g1_i2	NA	NA	NA	NA	1.562892722	-0.093982274	0.893332983	0.999929563	0.379893771	G46_M_mean	G27
TRINITY_DN101481_c0_g1_i2	NA	NA	NA	NA	0.637703777	0.286113814	0.531046075	0.999929563	0.333703367	Brain_fmean	G27
TRINITY_DN101488_c0_g2_i2	NA	NA	NA	NA	5.956127286	-0.124359605	0.661951128	0.999929563	0.170045449	G23_mmean	G27
TRINITY_DN101542_c0_g1_i1	NA	NA	NA	NA	6.934073308	0.026132316	0.938317736	0.999929563	0.253323869	Ovary_mean	G27
TRINITY_DN101558_c0_g1_i1	NA	NA	NA	NA	1.59065612	-0.022175464	0.955820341	0.999929563	0.434258624	Ovary_mean	G27
TRINITY_DN101610_c0_g2_i1	NA	NA	NA	NA	7.880745169	-0.125803289	0.693131766	0.999929563	0.176829961	G43_F_mean	G27
TRINITY_DN101728_c0_g2_i1	NA	NA	NA	NA	4.656129002	-0.19453864	0.489149531	0.999929563	0.459006234	G43_F_mean	G27
TRINITY_DN101739_c1_g1_i2	NA	NA	NA	NA	0.429501451	-0.014242133	0.9768327	0.999929563	0.334721874	G43_M_mean	G27
TRINITY_DN101751_c0_g1_i1	NA	NA	NA	NA	3.05717238	-0.074721718	0.834725291	0.999929563	0.51580006	Ovary_mean	G27
TRINITY_DN101758_c0_g1_i1	NA	NA	NA	NA	6.945837208	-0.255327225	0.383533116	0.999929563	0.098486839	G27_fmean	G27
TRINITY_DN101809_c0_g1_i2	NA	NA	NA	NA	3.656295298	-0.063480171	0.830783789	0.999929563	0.412454283	Brain_fmean	G27
TRINITY_DN101813_c0_g1_i1	NA	NA	NA	NA	6.186202436	-0.07478353	0.804290306	0.999929563	0.500209223	G27_mmean	G27
TRINITY_DN101821_c0_g1_i1	prkx-like	Chr02	33832090	33832090	3.39405869	-0.049263797	0.880097599	0.999929563	0.703153505	Brain_mmean	G27
TRINITY_DN101833_c0_g1_i1	NA	NA	NA	NA	4.125121739	0.129274579	0.700443195	0.999929563	0.394024284	Ovary_mean	G27
TRINITY_DN101867_c0_g1_i1	NA	NA	NA	NA	1.161024564	-0.366712256	0.462744411	0.999929563	0.261813566	G23_mmean	G27
TRINITY_DN101869_c0_g1_i1	NA	NA	NA	NA	0.21549562	0.584843712	0.30335385	0.999929563	0.609127914	Brain_mmean	G27
TRINITY_DN101895_c0_g1_i1	LOC101733902	Chr05	127848583	127848583	1.874408725	0.050086912	0.905217713	0.999929563	0.32010738	G31_mmean	G27
TRINITY_DN101897_c0_g1_i1	NA	NA	NA	NA	1.00580795	0.002160775	0.996336193	0.999929563	0.399599534	Brain_mmean	G27
TRINITY_DN101901_c0_g1_i2	NA	NA	NA	NA	1.159848579	0.009152839	0.982901384	0.999929563	0.436273168	G31_mmean	G27
TRINITY_DN101903_c0_g1_i1	NA	NA	NA	NA	4.489438281	0.086433052	0.761553577	0.999929563	0.455250056	Ovary_mean	G27
TRINITY_DN101903_c0_g2_i2	NA	NA	NA	NA	4.060287729	0.023889174	0.933753286	0.999929563	0.469207272	Ovary_mean	G27
TRINITY_DN101919_c0_g1_i1	Xetrov90021593m	Chr08	84608178	84608178	0.205983282	-0.421118036	0.46216206	0.999929563	0.415215728	G43_M_mean	G27
TRINITY_DN101924_c0_g1_i2	NA	NA	NA	NA	1.91076075	0.117339749	0.753259053	0.999929563	0.257230037	G23_mmean	G27
TRINITY_DN101935_c0_g2_i1	NA	NA	NA	NA	0.137301459	-0.317029603	0.628408718	0.999929563	0.553789112	Brain_mmean	G27
TRINITY_DN101945_c0_g2_i1	ints4-like	Chr02	165602099	165602099	0.55486394	-0.189904621	0.735713381	0.999929563	0.521161325	G31_fmean	G27
TRINITY_DN101950_c0_g1_i1	NA	NA	NA	NA	0.645107409	-0.226687773	0.630916993	0.999929563	0.735070975	Brain_mmean	G27
TRINITY_DN101953_c0_g1_i3	NA	NA	NA	NA	1.800468132	-0.202838005	0.610445117	0.999929563	0.428111172	Ovary_mean	G27
TRINITY_DN101967_c0_g1_i4	NA	NA	NA	NA	0.301698399	-0.024579389	0.958910501	0.999929563	0.620008627	Brain_mmean	G27
TRINITY_DN101988_c0_g1_i1	NA	NA	NA	NA	4.880962085	-0.122309952	0.723381523	0.999929563	0.536554319	G43_F_mean	G27
TRINITY_DN102000_c0_g1_i1	kiaa1324l	Chr03	71543214	71543214	2.472877772	-0.100450128	0.802545447	0.999929563	0.411657529	Testis_mean	G27
TRINITY_DN10201_c0_g1_i1	NA	NA	NA	NA	1.417883983	-0.058949223	0.884746938	0.999929563	0.774695299	G46_F_mean	G27
TRINITY_DN102010_c0_g1_i1	NA	NA	NA	NA	0.388442966	-0.093672662	0.854570836	0.999929563	0.649104963	G43_F_mean	G27
TRINITY_DN102016_c0_g1_i1	ddx54	Chr01	132712923	132712923	5.287416973	-0.04067762	0.879790152	0.999929563	0.331308297	Ovary_mean	G27
TRINITY_DN102026_c0_g1_i2	NA	NA	NA	NA	1.086789517	0.183115616	0.686572044	0.999929563	0.577737791	Brain_fmean	G27
TRINITY_DN102032_c0_g1_i1	NA	NA	NA	NA	0.438175639	-0.013171696	0.978271905	0.999929563	0.7996036	Brain_mmean	G27
TRINITY_DN102065_c0_g1_i1	LOC100486229	Chr08	87767206	87767206	5.240792378	-0.089882693	0.754898056	0.999929563	0.434214696	Ovary_mean	G27
TRINITY_DN102065_c0_g2_i1	NA	NA	NA	NA	0.986020057	-0.300085097	0.627204415	0.999929563	0.758044704	Testis_mean	G27
TRINITY_DN102067_c0_g2_i1	NA	NA	NA	NA	3.320794054	-0.136302693	0.660479918	0.999929563	0.462382496	Testis_mean	G27
TRINITY_DN102070_c0_g3_i2	NA	NA	NA	NA	1.719825698	0.076138983	0.846494874	0.999929563	0.739712783	G46_F_mean	G27
TRINITY_DN102078_c0_g1_i1	NA	NA	NA	NA	5.633422129	-0.031483589	0.912078863	0.999929563	0.261237667	Ovary_mean	G27
TRINITY_DN102078_c0_g2_i1	NA	NA	NA	NA	4.264185351	-0.344301562	0.299317239	0.999929563	0.245801134	Ovary_mean	G27
TRINITY_DN102085_c0_g1_i1	NA	NA	NA	NA	3.745071831	-0.261205292	0.431123438	0.999929563	0.22164913	Ovary_mean	G27
TRINITY_DN102094_c0_g1_i1	NA	NA	NA	NA	1.652866975	-0.572066302	0.521542175	0.999929563	0.843226352	Brain_fmean	G27
TRINITY_DN102094_c0_g2_i1	NA	NA	NA	NA	0.333461999	0.638395606	0.331065911	0.999929563	0.85066817	Brain_fmean	G27
TRINITY_DN102094_c0_g3_i1	LOC101734726	scaffold_48	898547	898547	2.802512105	0.025389221	0.946656627	0.999929563	0.761298496	Brain_fmean	G27
TRINITY_DN102104_c0_g1_i1	NA	NA	NA	NA	2.504001127	-0.044991681	0.909814774	0.999929563	0.322697995	G43_F_mean	G27
TRINITY_DN102108_c0_g1_i1	arhgef18-like	Chr01	84157660	84157660	0.564493142	0.027975514	0.956963622	0.999929563	0.486775433	Ovary_mean	G27
TRINITY_DN102142_c0_g1_i1	NA	NA	NA	NA	1.992123259	-0.063327677	0.864042782	0.999929563	0.538210506	G27_mmean	G27
TRINITY_DN102150_c0_g1_i3	NA	NA	NA	NA	0.796575221	-0.413841866	0.378042433	0.999929563	0.582724802	Liver_fmean	G27
TRINITY_DN102158_c0_g1_i1	cnot6l	Chr01	91263426	91263426	6.269755807	-0.069525368	0.82849099	0.999929563	0.208238663	Ovary_mean	G27
TRINITY_DN102159_c0_g1_i2	NA	NA	NA	NA	4.810059061	-0.280230712	0.320906538	0.999929563	0.46068713	Liver_fmean	G27
TRINITY_DN102162_c0_g1_i1	pus10	Chr05	27603344	27603344	3.148529029	-0.305054961	0.408856185	0.999929563	0.497457845	Ovary_mean	G27
TRINITY_DN102167_c0_g1_i2	NA	NA	NA	NA	5.46597646	0.05029317	0.856432525	0.999929563	0.29869715	Ovary_mean	G27
TRINITY_DN102186_c0_g1_i2	NA	NA	NA	NA	3.316940666	-0.639944849	0.064786257	0.999929563	0.616356934	G43_F_mean	G27
TRINITY_DN102192_c0_g1_i1	mrps7	Chr10	35798037	35798037	0.548014136	0.236687896	0.769898179	0.999929563	0.435739261	Brain_fmean	G27
TRINITY_DN102193_c0_g2_i1	NA	NA	NA	NA	3.118421812	0.142048405	0.656542112	0.999929563	0.445715317	Brain_fmean	G27
TRINITY_DN102201_c0_g1_i1	NA	NA	NA	NA	1.166470847	-0.003941174	0.992947504	0.999929563	0.385276075	Brain_mmean	G27
TRINITY_DN102246_c0_g4_i1	dtx2	Chr02	90305202	90305202	3.20944933	-0.189041317	0.777387317	0.999929563	0.679996531	G27_fmean	G27
TRINITY_DN102246_c0_g5_i1	NA	NA	NA	NA	1.580677593	0.186568157	0.823771575	0.999929563	0.72595272	G23_mmean	G27
TRINITY_DN102252_c0_g2_i1	serpina10	Chr08	67211588	67211588	3.675063179	-0.045641762	0.894449955	0.999929563	0.443087166	G23_mmean	G27
TRINITY_DN102272_c0_g1_i1	NA	NA	NA	NA	3.531102512	0.018632514	0.950742575	0.999929563	0.448244822	Ovary_mean	G27
TRINITY_DN102276_c0_g1_i1	NA	NA	NA	NA	1.274605242	0.008855624	0.983331003	0.999929563	0.683653075	G43_F_mean	G27
TRINITY_DN102279_c0_g1_i1	NA	NA	NA	NA	5.660288015	-0.008824834	0.979339328	0.999929563	0.148778968	G23_mmean	G27
TRINITY_DN102279_c0_g2_i1	nmur2	Chr03	4341388	4341388	4.832482776	0.055808537	0.869887166	0.999929563	0.17047988	G23_fmean	G27
TRINITY_DN102288_c0_g1_i1	NA	NA	NA	NA	2.373461365	-0.092747076	0.788951353	0.999929563	0.636104975	Ovary_mean	G27
TRINITY_DN102300_c0_g1_i1	NA	NA	NA	NA	2.427509659	0.133265541	0.69898975	0.999929563	0.403244184	G23_fmean	G27
TRINITY_DN102312_c0_g1_i1	NA	NA	NA	NA	8.81873428	0.09001991	0.771712892	0.999929563	0.552689326	G27_mmean	G27
TRINITY_DN102326_c0_g3_i1	NA	NA	NA	NA	1.717489219	0.180211401	0.690816355	0.999929563	0.56589888	G46_M_mean	G27
TRINITY_DN102362_c0_g1_i1	NA	NA	NA	NA	5.761631248	-0.152330804	0.61675507	0.999929563	0.225177242	Ovary_mean	G27
TRINITY_DN102365_c0_g1_i1	NA	NA	NA	NA	3.750883933	-0.126361211	0.700397689	0.999929563	0.507290717	Ovary_mean	G27
TRINITY_DN102367_c0_g1_i2	NA	NA	NA	NA	0.833880517	0.458810645	0.410357653	0.999929563	0.489053518	G43_M_mean	G27
TRINITY_DN102386_c0_g1_i3	NA	NA	NA	NA	0.417492218	0.049587303	0.922120583	0.999929563	0.420420617	G46_M_mean	G27
TRINITY_DN102393_c0_g1_i1	NA	NA	NA	NA	7.169070684	-0.10525281	0.727318772	0.999929563	0.632102805	G27_mmean	G27
TRINITY_DN102400_c0_g1_i1	NA	NA	NA	NA	5.866530943	-0.142731496	0.626789508	0.999929563	0.174012021	Testis_mean	G27
TRINITY_DN102407_c0_g1_i1	NA	NA	NA	NA	1.76700979	0.242497489	0.817126711	0.999929563	0.346573817	Brain_fmean	G27
TRINITY_DN102412_c0_g1_i1	NA	NA	NA	NA	0.059119437	0.324880085	0.514205566	0.999929563	0.698316855	G46_F_mean	G27
TRINITY_DN102425_c0_g1_i1	NA	NA	NA	NA	0.70685491	-0.025817718	0.95836627	0.999929563	0.662027149	Brain_mmean	G27
TRINITY_DN102429_c0_g1_i2	NA	NA	NA	NA	2.187106941	-0.258245728	0.529865016	0.999929563	0.314321121	G43_F_mean	G27
TRINITY_DN102444_c0_g1_i1	b3galt1	Chr09	64355431	64355431	5.692460965	-0.091004781	0.754251023	0.999929563	0.360773137	Ovary_mean	G27
TRINITY_DN102449_c0_g1_i1	NA	NA	NA	NA	1.779197682	0.238884023	0.550373917	0.999929563	0.431321007	G43_F_mean	G27
TRINITY_DN102455_c0_g1_i1	NA	NA	NA	NA	4.216519409	-0.225190837	0.474757901	0.999929563	0.185950609	Ovary_mean	G27
TRINITY_DN102456_c0_g1_i1	NA	NA	NA	NA	1.370697561	0.14972901	0.715720821	0.999929563	0.48595209	Liver_mmean	G27
TRINITY_DN102458_c0_g1_i1	NA	NA	NA	NA	1.787492209	0.281854869	0.509992348	0.999929563	0.637275108	G31_mmean	G27
TRINITY_DN102459_c0_g1_i1	NA	NA	NA	NA	1.086502788	-0.051034991	0.912361055	0.999929563	0.616896586	Brain_mmean	G27
TRINITY_DN102469_c0_g1_i1	NA	NA	NA	NA	1.756113423	-0.266362018	0.497517471	0.999929563	0.524397524	Liver_fmean	G27
TRINITY_DN10248_c0_g1_i1	NA	NA	NA	NA	0.039262553	-0.464680827	0.442610603	0.999929563	0.703047648	Brain_mmean	G27
TRINITY_DN102489_c0_g2_i1	NA	NA	NA	NA	0.094191311	0.524786559	0.59702482	0.999929563	0.684117608	G46_M_mean	G27
TRINITY_DN102489_c0_g3_i1	afmid	Chr10	18357026	18357026	1.803146816	-0.047348244	0.91284749	0.999929563	0.515521103	G43_M_mean	G27
TRINITY_DN102493_c0_g1_i1	NA	NA	NA	NA	5.804903448	0.026045723	0.936131884	0.999929563	0.203652497	Ovary_mean	G27
TRINITY_DN102496_c0_g1_i1	NA	NA	NA	NA	8.214065091	-0.104844087	0.719706173	0.999929563	0.146281621	G23_mmean	G27
TRINITY_DN102500_c0_g1_i1	NA	NA	NA	NA	3.953509705	-0.097888402	0.73458818	0.999929563	0.54774587	G23_fmean	G27
TRINITY_DN102529_c0_g1_i1	NA	NA	NA	NA	0.098370579	-0.388425672	0.467574468	0.999929563	0.417875652	G43_F_mean	G27
TRINITY_DN102531_c0_g1_i1	NA	NA	NA	NA	0.029964621	-0.341078357	0.507851201	0.999929563	0.607882066	Brain_mmean	G27
TRINITY_DN102539_c0_g1_i1	anp32e	Chr08	107884937	107884937	4.846117492	0.161919141	0.551175908	0.999929563	0.350280171	Brain_mmean	G27
TRINITY_DN102559_c0_g2_i1	NA	NA	NA	NA	2.683013724	0.147346882	0.765348576	0.999929563	0.490634631	Ovary_mean	G27
TRINITY_DN102578_c0_g1_i1	NA	NA	NA	NA	2.286418167	-0.022571996	0.960687289	0.999929563	0.450145714	G23_mmean	G27
TRINITY_DN102584_c0_g1_i1	rasa3	Chr02	108477528	108477528	0.295572773	0.455107368	0.359919727	0.999929563	0.375609887	Brain_fmean	G27
TRINITY_DN102595_c0_g1_i2	Mar-09	Chr02	138460225	138460225	1.035022054	0.11967284	0.790112157	0.999929563	0.592060982	G43_M_mean	G27
TRINITY_DN102616_c0_g1_i1	NA	NA	NA	NA	1.020667587	0.115740781	0.790987065	0.999929563	0.238162136	Brain_fmean	G27
TRINITY_DN102643_c0_g1_i1	kansl2	Chr02	132393410	132393410	0.064727243	-0.043836951	0.942226691	0.999929563	0.26672218	G43_M_mean	G27
TRINITY_DN102646_c0_g1_i1	nkiras2	Chr10	2283277	2283277	0.286864901	-0.04998155	0.925030144	0.999929563	0.597730243	Brain_fmean	G27
TRINITY_DN102661_c0_g1_i1	NA	NA	NA	NA	2.324354395	-0.111278029	0.787112451	0.999929563	0.259109979	G23_fmean	G27
TRINITY_DN102667_c0_g1_i1	NA	NA	NA	NA	5.17106923	-0.174715161	0.496038051	0.999929563	0.17431997	Brain_fmean	G27
TRINITY_DN102702_c0_g1_i1	NA	NA	NA	NA	2.486118403	-0.025611212	0.939621751	0.999929563	0.39105166	Ovary_mean	G27
TRINITY_DN102865_c0_g1_i2	NA	NA	NA	NA	3.716187135	-0.370643049	0.33160988	0.999929563	0.194483358	Brain_mmean	G27
TRINITY_DN102903_c0_g1_i1	slc6a14.2	Chr08	45450466	45450466	0.869091703	-0.176527113	0.749303429	0.999929563	0.262633434	Brain_fmean	G27
TRINITY_DN102912_c0_g1_i1	man1a2	scaffold_587	42954	42954	1.93881312	-0.000924342	0.998027529	0.999929563	0.445675969	G31_mmean	G27
TRINITY_DN102914_c0_g1_i1	NA	NA	NA	NA	0.808240777	-0.559990016	0.209888894	0.999929563	0.853989817	Brain_mmean	G27
TRINITY_DN102923_c0_g1_i1	NA	NA	NA	NA	1.16920832	-0.057839896	0.895593734	0.999929563	0.200318895	Brain_fmean	G27
TRINITY_DN102938_c0_g1_i1	NA	NA	NA	NA	1.745194981	0.426619374	0.38081544	0.999929563	0.237453564	Ovary_mean	G27
TRINITY_DN102989_c0_g1_i1	NA	NA	NA	NA	0.089445339	-0.325374275	0.519424234	0.999929563	0.423435521	Brain_fmean	G27
TRINITY_DN103024_c0_g1_i2	NA	NA	NA	NA	1.498414623	0.325088427	0.472389113	0.999929563	0.292296804	Brain_mmean	G27
TRINITY_DN103049_c0_g4_i1	NA	NA	NA	NA	3.630961281	-0.183988851	0.595004221	0.999929563	0.443236246	G46_M_mean	G27
TRINITY_DN103059_c0_g1_i1	brd3	scaffold_19	447826	447826	7.638300588	-0.19125904	0.517510153	0.999929563	0.083164472	G27_fmean	G27
TRINITY_DN103065_c0_g1_i1	NA	NA	NA	NA	1.588805536	-0.156414725	0.724502879	0.999929563	0.23086557	G46_M_mean	G27
TRINITY_DN103107_c0_g1_i1	NA	NA	NA	NA	6.400664807	-0.061959824	0.828632957	0.999929563	0.139536702	Ovary_mean	G27
TRINITY_DN103145_c0_g1_i1	elmod2	Chr01	51080887	51080887	0.176278131	0.339391723	0.50130783	0.999929563	0.666608103	Brain_fmean	G27
TRINITY_DN103150_c0_g1_i1	oprd1	Chr02	52800257	52800257	2.245439571	0.047190796	0.89994356	0.999929563	0.375544167	Testis_mean	G27
TRINITY_DN103157_c0_g1_i2	NA	NA	NA	NA	1.78263543	0.355073107	0.360707063	0.999929563	0.568647296	Brain_mmean	G27
TRINITY_DN103192_c0_g1_i1	pld3	Chr08	56757738	56757738	4.061617534	-0.011051757	0.97022994	0.999929563	0.218716679	Testis_mean	G27
TRINITY_DN103196_c0_g1_i2	NA	NA	NA	NA	5.386102741	-0.181306532	0.531601332	0.999929563	0.272730276	Ovary_mean	G27
