gid	gname	chr	start	end	logCPM	logFC.XY31.XX31	PV.XY31.XX31	FDR.XY31.XX31	tau	tissue	stage
TRINITY_DN100706_c0_g3_i1	Xetrov90021787m	Chr08	94228144	94228144	2.701676152	0.005987969	0.983277114	0.999896172	0.1456891	Brain_fmean	G31
TRINITY_DN100779_c0_g1_i1	NA	NA	NA	NA	7.323435472	-0.486381401	0.098167534	0.999896172	0.582069999	G27_mmean	G31
TRINITY_DN100784_c0_g2_i1	NA	NA	NA	NA	6.438795315	0.249143491	0.459349404	0.999896172	0.60984036	G31_mmean	G31
TRINITY_DN100835_c0_g1_i1	NA	NA	NA	NA	6.615599818	0.168432582	0.588700048	0.999896172	0.437639948	G27_mmean	G31
TRINITY_DN100846_c0_g1_i2	NA	NA	NA	NA	0.814180262	-0.686010079	0.214384299	0.999896172	0.646753634	Liver_mmean	G31
TRINITY_DN100856_c0_g1_i1	NA	NA	NA	NA	2.959999652	0.146538729	0.650266285	0.999896172	0.280627776	Brain_mmean	G31
TRINITY_DN100856_c0_g2_i1	mad2l1	Chr01	61633139	61633139	1.564000295	-0.120844192	0.761030324	0.999896172	0.20354166	Brain_mmean	G31
TRINITY_DN100882_c0_g1_i1	NA	NA	NA	NA	4.352425322	0.175816765	0.511580376	0.999896172	0.326273107	Ovary_mean	G31
TRINITY_DN100998_c0_g1_i1	NA	NA	NA	NA	4.630378488	0.019601472	0.931362398	0.999896172	0.214017864	G43_F_mean	G31
TRINITY_DN101035_c0_g3_i1	NA	NA	NA	NA	0.578915703	-0.335847248	0.407575644	0.999896172	0.600830486	Ovary_mean	G31
TRINITY_DN101042_c0_g2_i1	NA	NA	NA	NA	1.793458248	0.2275082	0.556724204	0.999896172	0.606357753	Ovary_mean	G31
TRINITY_DN101047_c0_g1_i2	NA	NA	NA	NA	1.288179958	0.361131372	0.385267897	0.999896172	0.719096943	Ovary_mean	G31
TRINITY_DN101050_c0_g1_i2	psmg1	Chr02	7806389	7806389	0.053136863	-0.823825509	0.060711799	0.999896172	0.610235315	G31_fmean	G31
TRINITY_DN101074_c0_g1_i1	NA	NA	NA	NA	0.66143034	-0.222981357	0.548891318	0.999896172	0.209076279	G23_fmean	G31
TRINITY_DN101087_c0_g1_i1	cln6	Chr03	116488040	116488040	3.649496919	0.245050156	0.385052167	0.999896172	0.273916653	Ovary_mean	G31
TRINITY_DN101111_c0_g1_i2	LOC100492679	Chr07	102938459	102938459	0.28970652	0.060447978	0.884111285	0.999896172	0.473016121	Ovary_mean	G31
TRINITY_DN101150_c0_g1_i1	NA	NA	NA	NA	3.512232739	0.497127568	0.117780958	0.999896172	0.472543558	G23_mmean	G31
TRINITY_DN101150_c0_g2_i1	NA	NA	NA	NA	1.459563241	0.952252312	0.25027232	0.999896172	0.452904283	Ovary_mean	G31
TRINITY_DN101193_c0_g1_i1	cdc40	Chr05	74458972	74458972	3.274120947	0.493117987	0.126450723	0.999896172	0.530143701	G31_mmean	G31
TRINITY_DN101217_c0_g1_i1	NA	NA	NA	NA	0.094986178	-0.090042148	0.840958294	0.999896172	0.346337874	Brain_fmean	G31
TRINITY_DN101232_c0_g1_i1	NA	NA	NA	NA	3.389630988	-0.376528257	0.15125561	0.999896172	0.675159323	Brain_mmean	G31
TRINITY_DN101244_c0_g1_i1	NA	NA	NA	NA	1.755701129	-0.053375737	0.868708587	0.999896172	0.378557799	Ovary_mean	G31
TRINITY_DN101269_c0_g1_i5	NA	NA	NA	NA	0.266244399	0.037837834	0.953968597	0.999896172	0.466858407	G23_fmean	G31
TRINITY_DN101269_c0_g2_i1	NA	NA	NA	NA	1.909631818	0.227331509	0.479627751	0.999896172	0.288124765	Brain_fmean	G31
TRINITY_DN101294_c0_g1_i1	usp46	Chr08	25999899	25999899	2.291236906	-0.147056933	0.649880127	0.999896172	0.287104048	Brain_mmean	G31
TRINITY_DN101326_c0_g1_i1	NA	NA	NA	NA	2.8794881	-0.078682518	0.891364364	0.999896172	0.531050733	G31_mmean	G31
TRINITY_DN101332_c0_g1_i1	NA	NA	NA	NA	1.839796796	0.051671359	0.891122585	0.999896172	0.359279261	G46_M_mean	G31
TRINITY_DN101356_c0_g1_i1	NA	NA	NA	NA	1.290249973	0.467204129	0.186805828	0.999896172	0.654838779	Ovary_mean	G31
TRINITY_DN101361_c0_g1_i2	NA	NA	NA	NA	4.756893246	0.423775947	0.142990007	0.999896172	0.451788343	G23_mmean	G31
TRINITY_DN101409_c0_g1_i1	ptk2b	Chr05	146480597	146480597	3.915300095	-0.134041609	0.721643692	0.999896172	0.396156883	G31_mmean	G31
TRINITY_DN101430_c0_g1_i1	zcchc24	Chr07	41627961	41627961	0.135053033	0.625391068	0.307615495	0.999896172	0.902106171	G27_mmean	G31
TRINITY_DN101432_c0_g2_i1	NA	NA	NA	NA	2.457368493	0.294728422	0.345494943	0.999896172	0.319922517	G27_mmean	G31
TRINITY_DN101437_c0_g1_i1	NA	NA	NA	NA	4.829635148	-0.114618883	0.60841272	0.999896172	0.235972827	Ovary_mean	G31
TRINITY_DN101457_c0_g1_i1	NA	NA	NA	NA	4.593945432	-0.015333573	0.950928567	0.999896172	0.484065879	Ovary_mean	G31
TRINITY_DN101472_c0_g1_i1	LOC100486185	Chr02	143976998	143976998	0.505797041	0.597805863	0.215132302	0.999896172	0.463317315	Ovary_mean	G31
TRINITY_DN101477_c0_g1_i2	gskip	Chr08	68168236	68168236	1.021290032	1.199272399	0.067433281	0.999896172	0.379893771	G46_M_mean	G31
TRINITY_DN101481_c0_g1_i2	NA	NA	NA	NA	0.627637191	0.11432583	0.795561519	0.999896172	0.333703367	Brain_fmean	G31
TRINITY_DN101488_c0_g2_i2	NA	NA	NA	NA	5.866983887	-0.233050136	0.349393817	0.999896172	0.170045449	G23_mmean	G31
TRINITY_DN101542_c0_g1_i1	NA	NA	NA	NA	6.320135902	0.079647088	0.746087937	0.999896172	0.253323869	Ovary_mean	G31
TRINITY_DN101558_c0_g1_i1	NA	NA	NA	NA	1.555953303	-0.163109698	0.652732565	0.999896172	0.434258624	Ovary_mean	G31
TRINITY_DN101610_c0_g2_i1	NA	NA	NA	NA	8.094926439	0.138772441	0.530064766	0.999896172	0.176829961	G43_F_mean	G31
TRINITY_DN101728_c0_g2_i1	NA	NA	NA	NA	3.939667925	-0.199815211	0.522069525	0.999896172	0.459006234	G43_F_mean	G31
TRINITY_DN101739_c1_g1_i2	NA	NA	NA	NA	1.393669781	0.174711115	0.649525599	0.999896172	0.334721874	G43_M_mean	G31
TRINITY_DN101751_c0_g1_i1	NA	NA	NA	NA	2.441197473	0.05582673	0.868938486	0.999896172	0.51580006	Ovary_mean	G31
TRINITY_DN101758_c0_g1_i1	NA	NA	NA	NA	6.372360372	-0.250179166	0.32383209	0.999896172	0.098486839	G27_fmean	G31
TRINITY_DN101809_c0_g1_i2	NA	NA	NA	NA	2.938251606	0.068387991	0.856373562	0.999896172	0.412454283	Brain_fmean	G31
TRINITY_DN101813_c0_g1_i1	NA	NA	NA	NA	4.40245685	-0.332497354	0.191550171	0.999896172	0.500209223	G27_mmean	G31
TRINITY_DN101821_c0_g1_i1	NA	NA	NA	NA	3.08422333	-0.462679889	0.081586886	0.999896172	0.703153505	Brain_mmean	G31
TRINITY_DN101833_c0_g1_i1	NA	NA	NA	NA	3.649052974	0.145750255	0.584298184	0.999896172	0.394024284	Ovary_mean	G31
TRINITY_DN101867_c0_g1_i1	NA	NA	NA	NA	0.809575779	0.114228951	0.77214569	0.999896172	0.261813566	G23_mmean	G31
TRINITY_DN101895_c0_g1_i1	NA	NA	NA	NA	2.977987062	-0.029496029	0.913057709	0.999896172	0.32010738	G31_mmean	G31
TRINITY_DN101897_c0_g1_i1	NA	NA	NA	NA	1.71299639	-0.210087562	0.547512009	0.999896172	0.399599534	Brain_mmean	G31
TRINITY_DN101901_c0_g1_i2	NA	NA	NA	NA	2.709354147	-0.068277137	0.823230528	0.999896172	0.436273168	G31_mmean	G31
TRINITY_DN101903_c0_g1_i1	NA	NA	NA	NA	4.064343495	0.318241036	0.19547037	0.999896172	0.455250056	Ovary_mean	G31
TRINITY_DN101903_c0_g2_i2	fsbp-like	Chr06	112934619	112934619	3.405096308	0.383736108	0.165411955	0.999896172	0.469207272	Ovary_mean	G31
TRINITY_DN101924_c0_g1_i2	ap1s3	Chr05	121860746	121860746	1.915104077	0.039561171	0.919585839	0.999896172	0.257230037	G23_mmean	G31
TRINITY_DN101945_c0_g2_i1	NA	NA	NA	NA	1.699006622	-0.264018317	0.562423819	0.999896172	0.521161325	G31_fmean	G31
TRINITY_DN101950_c0_g1_i1	NA	NA	NA	NA	1.678720419	-0.476718379	0.184195888	0.999896172	0.735070975	Brain_mmean	G31
TRINITY_DN101953_c0_g1_i3	NA	NA	NA	NA	1.186421707	0.243975792	0.51349056	0.999896172	0.428111172	Ovary_mean	G31
TRINITY_DN101967_c0_g1_i4	NA	NA	NA	NA	1.982763889	-0.622527679	0.103968977	0.999896172	0.620008627	Brain_mmean	G31
TRINITY_DN101988_c0_g1_i1	NA	NA	NA	NA	5.525883524	-0.628780315	0.01847585	0.999896172	0.536554319	G43_F_mean	G31
TRINITY_DN102000_c0_g1_i1	NA	NA	NA	NA	1.883087286	-0.063564775	0.865043814	0.999896172	0.411657529	Testis_mean	G31
TRINITY_DN102010_c0_g1_i1	NA	NA	NA	NA	1.252437295	0.209432302	0.614427788	0.999896172	0.774695299	G46_F_mean	G31
TRINITY_DN102016_c0_g1_i1	nnt	Chr01	181902473	181902473	5.114480621	0.076067418	0.734080573	0.999896172	0.649104963	G43_F_mean	G31
TRINITY_DN10201_c0_g1_i1	NA	NA	NA	NA	1.234563127	-0.107629246	0.766582684	0.999896172	0.331308297	Ovary_mean	G31
TRINITY_DN102065_c0_g1_i1	NA	NA	NA	NA	4.657233174	0.016437405	0.952386366	0.999896172	0.434214696	Ovary_mean	G31
TRINITY_DN102067_c0_g2_i1	LOC100496715	scaffold_178	54918	54918	3.371499005	-0.007959671	0.974660335	0.999896172	0.462382496	Testis_mean	G31
TRINITY_DN102070_c0_g3_i2	NA	NA	NA	NA	2.25580635	0.849756254	0.020305466	0.999896172	0.739712783	G46_F_mean	G31
TRINITY_DN102078_c0_g1_i1	NA	NA	NA	NA	5.702351703	-0.055282336	0.812992738	0.999896172	0.261237667	Ovary_mean	G31
TRINITY_DN102078_c0_g2_i1	NA	NA	NA	NA	5.011956432	-0.400315576	0.0747021	0.999896172	0.245801134	Ovary_mean	G31
TRINITY_DN102085_c0_g1_i1	NA	NA	NA	NA	4.237776289	-0.079211681	0.757288298	0.999896172	0.22164913	Ovary_mean	G31
TRINITY_DN102094_c0_g1_i1	NA	NA	NA	NA	1.156167589	-0.570026508	0.453435282	0.999896172	0.843226352	Brain_fmean	G31
TRINITY_DN102094_c0_g2_i1	NA	NA	NA	NA	0.871014714	-1.016266696	0.022514445	0.999896172	0.85066817	Brain_fmean	G31
TRINITY_DN102094_c0_g3_i1	NA	NA	NA	NA	2.89930185	-0.343840891	0.283398384	0.999896172	0.761298496	Brain_fmean	G31
TRINITY_DN102104_c0_g1_i1	NA	NA	NA	NA	3.355910205	0.034916823	0.894861195	0.999896172	0.322697995	G43_F_mean	G31
TRINITY_DN102108_c0_g1_i1	LOC100491602-like	Chr05	123674116	123674116	0.185933618	-0.255710734	0.618923778	0.999896172	0.486775433	Ovary_mean	G31
TRINITY_DN102142_c0_g1_i1	NA	NA	NA	NA	1.09113911	0.341731771	0.461168019	0.999896172	0.538210506	G27_mmean	G31
TRINITY_DN102158_c0_g1_i1	NA	NA	NA	NA	5.126402225	0.056788498	0.829550061	0.999896172	0.208238663	Ovary_mean	G31
TRINITY_DN102159_c0_g1_i2	NA	NA	NA	NA	5.048514402	-0.006015992	0.979300836	0.999896172	0.46068713	Liver_fmean	G31
TRINITY_DN102162_c0_g1_i1	NA	NA	NA	NA	3.234446611	-0.119553263	0.641749342	0.999896172	0.497457845	Ovary_mean	G31
TRINITY_DN102167_c0_g1_i2	NA	NA	NA	NA	5.880237573	0.153480078	0.499097021	0.999896172	0.29869715	Ovary_mean	G31
TRINITY_DN102186_c0_g1_i2	NA	NA	NA	NA	6.258807174	-0.390391594	0.16053567	0.999896172	0.616356934	G43_F_mean	G31
TRINITY_DN102192_c0_g1_i1	dars	Chr09	76835925	76835925	1.170418173	0.223268752	0.537294175	0.999896172	0.435739261	Brain_fmean	G31
TRINITY_DN102193_c0_g2_i1	NA	NA	NA	NA	2.746101362	-0.03726937	0.900885715	0.999896172	0.445715317	Brain_fmean	G31
TRINITY_DN102201_c0_g1_i1	phactr3	Chr10	839054	839054	0.428178669	0.051339102	0.91397333	0.999896172	0.385276075	Brain_mmean	G31
TRINITY_DN102246_c0_g4_i1	LOC100489842-like	Chr05	110956536	110956536	2.374918778	-0.69774164	0.171192542	0.999896172	0.679996531	G27_fmean	G31
TRINITY_DN102246_c0_g5_i1	NA	NA	NA	NA	0.47969902	0.102823431	0.91811015	0.999896172	0.72595272	G23_mmean	G31
TRINITY_DN102252_c0_g2_i1	NA	NA	NA	NA	2.67520608	0.179839101	0.541789413	0.999896172	0.443087166	G23_mmean	G31
TRINITY_DN102272_c0_g1_i1	NA	NA	NA	NA	3.704557919	0.03210609	0.906332153	0.999896172	0.448244822	Ovary_mean	G31
TRINITY_DN102276_c0_g1_i1	NA	NA	NA	NA	2.944651522	-0.156573428	0.602076669	0.999896172	0.683653075	G43_F_mean	G31
TRINITY_DN102279_c0_g1_i1	prepl	Chr05	14827503	14827503	5.804310356	0.02652408	0.918023927	0.999896172	0.148778968	G23_mmean	G31
TRINITY_DN102279_c0_g2_i1	NA	NA	NA	NA	4.872635905	0.110156795	0.653694056	0.999896172	0.17047988	G23_fmean	G31
TRINITY_DN102288_c0_g1_i1	slc7a15	Chr05	139253777	139253777	1.92443397	0.438338647	0.212614943	0.999896172	0.636104975	Ovary_mean	G31
TRINITY_DN102300_c0_g1_i1	NA	NA	NA	NA	2.201576115	-0.103651691	0.736565106	0.999896172	0.403244184	G23_fmean	G31
TRINITY_DN102312_c0_g1_i1	NA	NA	NA	NA	6.431521122	0.192609182	0.643999409	0.999896172	0.552689326	G27_mmean	G31
TRINITY_DN102326_c0_g3_i1	NA	NA	NA	NA	0.163815871	-0.231705178	0.698686472	0.999896172	0.56589888	G46_M_mean	G31
TRINITY_DN102362_c0_g1_i1	NA	NA	NA	NA	5.462043378	-0.014018589	0.953807574	0.999896172	0.225177242	Ovary_mean	G31
TRINITY_DN102365_c0_g1_i1	NA	NA	NA	NA	2.783335714	0.577897825	0.087194603	0.999896172	0.507290717	Ovary_mean	G31
TRINITY_DN102367_c0_g1_i2	NA	NA	NA	NA	1.204834483	0.11844515	0.78514537	0.999896172	0.489053518	G43_M_mean	G31
TRINITY_DN102386_c0_g1_i3	NA	NA	NA	NA	1.266436674	0.309745059	0.415673895	0.999896172	0.420420617	G46_M_mean	G31
TRINITY_DN102393_c0_g1_i1	NA	NA	NA	NA	5.666132081	-0.284314897	0.355964975	0.999896172	0.632102805	G27_mmean	G31
TRINITY_DN102400_c0_g1_i1	NA	NA	NA	NA	5.594333303	-0.027158413	0.904028936	0.999896172	0.174012021	Testis_mean	G31
TRINITY_DN102407_c0_g1_i1	NA	NA	NA	NA	2.383592791	-0.519959182	0.331183954	0.999896172	0.346573817	Brain_fmean	G31
TRINITY_DN102429_c0_g1_i2	bmp4	Chr08	74087738	74087738	1.475377942	0.410810344	0.300658587	0.999896172	0.314321121	G43_F_mean	G31
TRINITY_DN102444_c0_g1_i1	psme3	Chr10	11076502	11076502	5.224579815	0.088110402	0.721777405	0.999896172	0.360773137	Ovary_mean	G31
TRINITY_DN102449_c0_g1_i1	LOC100491026	Chr04	87550430	87550430	2.532243632	0.034888406	0.916081365	0.999896172	0.431321007	G43_F_mean	G31
TRINITY_DN102455_c0_g1_i1	NA	NA	NA	NA	3.90637506	0.240536265	0.372280828	0.999896172	0.185950609	Ovary_mean	G31
TRINITY_DN102456_c0_g1_i1	NA	NA	NA	NA	1.379423256	-0.462536137	0.308437257	0.999896172	0.48595209	Liver_mmean	G31
TRINITY_DN102458_c0_g1_i1	ubr2	Chr05	11422705	11422705	2.15316933	0.08728748	0.800448072	0.999896172	0.637275108	G31_mmean	G31
TRINITY_DN102459_c0_g1_i1	NA	NA	NA	NA	1.147634662	-0.613286095	0.121460907	0.999896172	0.616896586	Brain_mmean	G31
TRINITY_DN102469_c0_g1_i1	NA	NA	NA	NA	1.165684798	-0.229815669	0.554263122	0.999896172	0.524397524	Liver_fmean	G31
TRINITY_DN102489_c0_g2_i1	NA	NA	NA	NA	0.362790958	3.378417737	0.000319723	0.172628739	0.703047648	Brain_mmean	G31
TRINITY_DN102489_c0_g3_i1	NA	NA	NA	NA	0.744299781	-1.465426121	0.156293088	0.999896172	0.684117608	G46_M_mean	G31
TRINITY_DN10248_c0_g1_i1	NA	NA	NA	NA	1.673168482	-0.11266524	0.757909659	0.999896172	0.515521103	G43_M_mean	G31
TRINITY_DN102493_c0_g1_i1	NA	NA	NA	NA	4.874038425	0.238177936	0.453034069	0.999896172	0.203652497	Ovary_mean	G31
TRINITY_DN102496_c0_g1_i1	NA	NA	NA	NA	7.874896432	0.016365412	0.93817635	0.999896172	0.146281621	G23_mmean	G31
TRINITY_DN102496_c0_g2_i1	NA	NA	NA	NA	0.637122557	-0.241313081	0.572899663	0.999896172	0.578183823	G43_M_mean	G31
TRINITY_DN102500_c0_g1_i1	NA	NA	NA	NA	3.411238021	-0.123847927	0.613746898	0.999896172	0.54774587	G23_fmean	G31
TRINITY_DN102529_c0_g1_i1	NA	NA	NA	NA	0.439930477	-0.014636739	0.971345998	0.999896172	0.417875652	G43_F_mean	G31
TRINITY_DN102531_c0_g1_i1	NA	NA	NA	NA	0.541393375	-0.106382515	0.775099088	0.999896172	0.607882066	Brain_mmean	G31
TRINITY_DN102539_c0_g1_i1	LOC100485773	Chr01	190259195	190259195	4.907590014	0.187502867	0.41669807	0.999896172	0.350280171	Brain_mmean	G31
TRINITY_DN102559_c0_g2_i1	NA	NA	NA	NA	2.344357295	0.568955402	0.301083753	0.999896172	0.490634631	Ovary_mean	G31
TRINITY_DN102578_c0_g1_i1	NA	NA	NA	NA	0.992725894	0.190304477	0.625796632	0.999896172	0.450145714	G23_mmean	G31
TRINITY_DN102584_c0_g1_i1	NA	NA	NA	NA	1.057185334	-0.266101609	0.459311232	0.999896172	0.375609887	Brain_fmean	G31
TRINITY_DN102595_c0_g1_i2	chst8	Chr04	19880030	19880030	2.077604055	-0.18954	0.546082452	0.999896172	0.592060982	G43_M_mean	G31
TRINITY_DN102616_c0_g1_i1	NA	NA	NA	NA	0.943556046	0.018875795	0.958077273	0.999896172	0.238162136	Brain_fmean	G31
TRINITY_DN102643_c0_g1_i1	cenpa	Chr08	54197691	54197691	0.230566169	-0.324403258	0.519936788	0.999896172	0.26672218	G43_M_mean	G31
TRINITY_DN102646_c0_g1_i1	cxxc4	Chr01	63487626	63487626	0.128446531	-0.118293604	0.779058752	0.999896172	0.597730243	Brain_fmean	G31
TRINITY_DN102661_c0_g1_i1	NA	NA	NA	NA	2.07962452	-0.112229736	0.764688926	0.999896172	0.259109979	G23_fmean	G31
TRINITY_DN102667_c0_g1_i1	rhbdd3	Chr01	132535016	132535016	5.06494991	-0.169136258	0.450674987	0.999896172	0.17431997	Brain_fmean	G31
TRINITY_DN102702_c0_g1_i1	NA	NA	NA	NA	2.837989106	-0.100742059	0.710793267	0.999896172	0.39105166	Ovary_mean	G31
TRINITY_DN102760_c0_g1_i1	NA	NA	NA	NA	0.455630276	-0.39390984	0.412986221	0.999896172	0.543421012	Brain_mmean	G31
TRINITY_DN102865_c0_g1_i2	NA	NA	NA	NA	4.525407358	-0.067922211	0.807515154	0.999896172	0.194483358	Brain_mmean	G31
TRINITY_DN102903_c0_g1_i1	NA	NA	NA	NA	0.61233333	0.362830019	0.379907553	0.999896172	0.262633434	Brain_fmean	G31
TRINITY_DN102912_c0_g1_i1	gemin5-like	Chr03	10940905	10940905	2.587969941	-0.153950516	0.645146614	0.999896172	0.445675969	G31_mmean	G31
TRINITY_DN102914_c0_g1_i1	NA	NA	NA	NA	0.342635026	0.526518254	0.217898842	0.999896172	0.853989817	Brain_mmean	G31
TRINITY_DN102923_c0_g1_i1	NA	NA	NA	NA	0.788604853	-0.365701925	0.370828825	0.999896172	0.200318895	Brain_fmean	G31
TRINITY_DN102938_c0_g1_i1	LOC100485912	Chr08	117133503	117133503	1.291460687	0.580854183	0.141685801	0.999896172	0.237453564	Ovary_mean	G31
TRINITY_DN102987_c0_g1_i1	slc35e2b	Chr07	70975572	70975572	1.501626134	1.923764565	0.002689824	0.608591809	0.969536948	G31_mmean	G31
TRINITY_DN102989_c0_g1_i1	NA	NA	NA	NA	0.055054303	0.068796819	0.865986861	0.999896172	0.423435521	Brain_fmean	G31
TRINITY_DN103024_c0_g1_i2	NA	NA	NA	NA	1.904166945	-0.139047179	0.699296363	0.999896172	0.292296804	Brain_mmean	G31
TRINITY_DN103049_c0_g4_i1	NA	NA	NA	NA	2.728702511	-0.335733455	0.336784389	0.999896172	0.443236246	G46_M_mean	G31
TRINITY_DN103059_c0_g1_i1	NA	NA	NA	NA	7.292689222	-0.109548591	0.617863302	0.999896172	0.083164472	G27_fmean	G31
TRINITY_DN103065_c0_g1_i1	NA	NA	NA	NA	1.192878599	0.142139925	0.701123397	0.999896172	0.23086557	G46_M_mean	G31
TRINITY_DN103107_c0_g1_i1	NA	NA	NA	NA	6.827550029	-0.114223958	0.623926358	0.999896172	0.139536702	Ovary_mean	G31
TRINITY_DN103150_c0_g1_i1	NA	NA	NA	NA	1.627429976	-0.03200304	0.926120189	0.999896172	0.375544167	Testis_mean	G31
TRINITY_DN103157_c0_g1_i2	NA	NA	NA	NA	1.474820747	-0.018652356	0.960940264	0.999896172	0.568647296	Brain_mmean	G31
TRINITY_DN103187_c0_g1_i2	NA	NA	NA	NA	0.337560387	-0.492999691	0.202762962	0.999896172	0.457716697	G46_M_mean	G31
TRINITY_DN103192_c0_g1_i1	NA	NA	NA	NA	3.411903836	0.035917605	0.894652492	0.999896172	0.218716679	Testis_mean	G31
TRINITY_DN103196_c0_g1_i2	NA	NA	NA	NA	4.600732406	-0.116502211	0.601960928	0.999896172	0.272730276	Ovary_mean	G31
TRINITY_DN103199_c0_g1_i1	LOC100493251	Chr05	42364186	42364186	1.357922454	-0.367297508	0.298705435	0.999896172	0.570891556	Brain_mmean	G31
TRINITY_DN103200_c0_g1_i1	NA	NA	NA	NA	2.620389874	0.734241972	0.031035778	0.999896172	0.545221353	Liver_fmean	G31
TRINITY_DN103209_c0_g3_i2	NA	NA	NA	NA	6.225044594	-0.16622451	0.456421839	0.999896172	0.139736082	Ovary_mean	G31
TRINITY_DN103214_c0_g1_i1	NA	NA	NA	NA	0.996179839	-0.242131348	0.560627796	0.999896172	0.508233663	Brain_mmean	G31
TRINITY_DN103236_c0_g2_i1	NA	NA	NA	NA	2.92783899	0.21879834	0.486425107	0.999896172	0.219464026	Brain_mmean	G31
TRINITY_DN103267_c0_g1_i1	Xetrov90003474m	Chr01	172631775	172631775	0.625411163	0.090943194	0.837282678	0.999896172	0.459804173	Brain_mmean	G31
TRINITY_DN103287_c0_g1_i1	NA	NA	NA	NA	2.885685983	-0.255597472	0.490006691	0.999896172	0.71250102	G46_M_mean	G31
