ID	Tissue_specific_index	Tissue_name
TRINITY_DN88878_c0_g2_i1	1	Ovary_mean
TRINITY_DN209049_c0_g1_i1	1	Ovary_mean
TRINITY_DN54218_c0_g2_i1	1	Ovary_mean
TRINITY_DN160051_c0_g1_i1	1	Ovary_mean
TRINITY_DN2093_c0_g1_i1	1	Ovary_mean
TRINITY_DN169381_c0_g1_i1	1	Ovary_mean
TRINITY_DN37463_c0_g1_i1	1	Ovary_mean
TRINITY_DN115979_c0_g1_i1	1	Liver_fmean
TRINITY_DN76339_c0_g3_i1	1	Testis_mean
TRINITY_DN116863_c0_g2_i1	1	Liver_fmean
TRINITY_DN27005_c0_g1_i1	1	Liver_fmean
TRINITY_DN212561_c0_g1_i1	1	Ovary_mean
TRINITY_DN111713_c0_g1_i1	1	Ovary_mean
TRINITY_DN7291_c0_g2_i1	1	Ovary_mean
TRINITY_DN42504_c0_g1_i1	1	Ovary_mean
TRINITY_DN165389_c0_g1_i1	1	Testis_mean
TRINITY_DN32290_c0_g1_i1	1	Ovary_mean
TRINITY_DN27430_c0_g1_i1	1	Ovary_mean
TRINITY_DN15800_c0_g1_i1	1	Ovary_mean
TRINITY_DN5017_c0_g1_i1	1	Ovary_mean
TRINITY_DN96323_c0_g1_i1	1	Ovary_mean
TRINITY_DN159187_c0_g1_i1	1	Testis_mean
TRINITY_DN143667_c0_g1_i1	1	Ovary_mean
TRINITY_DN21830_c0_g2_i1	1	Ovary_mean
TRINITY_DN152763_c0_g1_i1	1	Ovary_mean
TRINITY_DN170084_c0_g1_i1	1	Liver_fmean
TRINITY_DN102467_c0_g1_i1	1	Ovary_mean
TRINITY_DN94289_c0_g3_i1	1	Ovary_mean
TRINITY_DN89311_c0_g1_i1	1	Ovary_mean
TRINITY_DN129802_c0_g7_i1	1	Testis_mean
TRINITY_DN166418_c0_g1_i1	1	Ovary_mean
TRINITY_DN140224_c0_g1_i1	1	Ovary_mean
TRINITY_DN128648_c7_g1_i1	1	Ovary_mean
TRINITY_DN24927_c0_g2_i1	1	Ovary_mean
TRINITY_DN142806_c0_g1_i1	1	Ovary_mean
TRINITY_DN9570_c0_g1_i1	1	Ovary_mean
TRINITY_DN111471_c0_g1_i2	1	Ovary_mean
TRINITY_DN123962_c3_g1_i1	1	Ovary_mean
TRINITY_DN92329_c0_g1_i1	1	Ovary_mean
TRINITY_DN33437_c0_g1_i1	1	Ovary_mean
TRINITY_DN153445_c0_g1_i1	1	Ovary_mean
TRINITY_DN160744_c0_g1_i1	1	Ovary_mean
TRINITY_DN15800_c0_g2_i1	1	Ovary_mean
TRINITY_DN203759_c0_g1_i1	1	Ovary_mean
TRINITY_DN98586_c0_g1_i2	1	Ovary_mean
TRINITY_DN186670_c0_g1_i1	1	Ovary_mean
TRINITY_DN8624_c0_g1_i1	1	Ovary_mean
TRINITY_DN16362_c0_g1_i1	1	Ovary_mean
TRINITY_DN46430_c0_g2_i1	1	Ovary_mean
TRINITY_DN153194_c0_g1_i1	1	Ovary_mean
TRINITY_DN177856_c0_g1_i1	1	Brain_fmean
TRINITY_DN80419_c0_g2_i1	1	Ovary_mean
TRINITY_DN17889_c0_g1_i1	1	Ovary_mean
TRINITY_DN20629_c0_g1_i1	1	Ovary_mean
TRINITY_DN188692_c0_g1_i1	1	Ovary_mean
TRINITY_DN60423_c0_g2_i1	1	Ovary_mean
TRINITY_DN154522_c0_g1_i1	1	Testis_mean
TRINITY_DN139613_c0_g1_i1	1	Ovary_mean
TRINITY_DN177366_c0_g1_i1	1	Ovary_mean
TRINITY_DN76960_c0_g2_i1	1	Ovary_mean
TRINITY_DN7291_c0_g1_i1	1	Ovary_mean
TRINITY_DN103549_c0_g3_i1	1	Ovary_mean
TRINITY_DN51246_c0_g1_i1	1	Ovary_mean
TRINITY_DN170856_c0_g1_i1	1	Ovary_mean
TRINITY_DN106792_c0_g2_i1	1	Testis_mean
TRINITY_DN198609_c0_g2_i1	1	Ovary_mean
TRINITY_DN156102_c0_g1_i1	1	Ovary_mean
TRINITY_DN98505_c0_g1_i1	1	Brain_fmean
TRINITY_DN103637_c0_g3_i1	1	Ovary_mean
TRINITY_DN146529_c0_g1_i1	1	Testis_mean
TRINITY_DN143707_c0_g1_i1	1	Ovary_mean
TRINITY_DN57819_c0_g1_i1	1	Ovary_mean
TRINITY_DN19312_c0_g2_i1	1	Ovary_mean
TRINITY_DN129121_c4_g14_i1	1	Ovary_mean
TRINITY_DN142362_c0_g1_i1	1	Ovary_mean
TRINITY_DN190237_c0_g1_i1	1	Ovary_mean
TRINITY_DN92371_c1_g1_i1	1	Ovary_mean
TRINITY_DN24599_c0_g2_i1	1	Ovary_mean
TRINITY_DN165_c0_g2_i1	1	Ovary_mean
TRINITY_DN142711_c0_g1_i1	1	Ovary_mean
TRINITY_DN151922_c0_g1_i1	1	Ovary_mean
TRINITY_DN82185_c0_g2_i1	1	Ovary_mean
TRINITY_DN155250_c0_g1_i1	1	Ovary_mean
TRINITY_DN87000_c0_g1_i1	1	Ovary_mean
TRINITY_DN130995_c3_g2_i1	1	Ovary_mean
TRINITY_DN40893_c0_g1_i1	1	Ovary_mean
TRINITY_DN155398_c0_g1_i1	1	Ovary_mean
TRINITY_DN209650_c0_g1_i1	1	Ovary_mean
TRINITY_DN193723_c0_g1_i1	1	Ovary_mean
TRINITY_DN72354_c0_g1_i1	1	Testis_mean
TRINITY_DN27150_c0_g1_i1	1	Ovary_mean
TRINITY_DN137082_c0_g1_i1	1	Ovary_mean
TRINITY_DN188440_c0_g1_i1	1	Ovary_mean
TRINITY_DN23451_c0_g1_i1	1	Liver_fmean
TRINITY_DN22630_c0_g1_i1	1	Ovary_mean
TRINITY_DN52430_c0_g2_i1	1	Ovary_mean
TRINITY_DN75599_c0_g1_i1	1	Ovary_mean
TRINITY_DN75647_c0_g1_i1	1	Ovary_mean
TRINITY_DN2458_c0_g1_i1	1	Ovary_mean
TRINITY_DN102894_c0_g3_i1	1	Ovary_mean
TRINITY_DN157675_c0_g1_i1	1	Ovary_mean
TRINITY_DN198186_c0_g1_i1	1	Ovary_mean
TRINITY_DN109302_c0_g1_i1	1	Ovary_mean
TRINITY_DN211833_c0_g1_i1	1	Ovary_mean
TRINITY_DN86592_c0_g2_i1	1	Ovary_mean
TRINITY_DN97439_c0_g1_i1	1	Ovary_mean
TRINITY_DN134002_c4_g4_i1	1	Liver_mmean
TRINITY_DN146183_c0_g1_i1	1	Ovary_mean
TRINITY_DN56819_c0_g1_i1	1	Ovary_mean
TRINITY_DN147051_c0_g1_i1	1	Ovary_mean
TRINITY_DN47738_c0_g2_i1	1	Brain_mmean
TRINITY_DN201239_c0_g1_i1	1	Testis_mean
TRINITY_DN98761_c0_g2_i1	1	Ovary_mean
TRINITY_DN95319_c0_g2_i1	1	Ovary_mean
TRINITY_DN76339_c0_g1_i1	1	Testis_mean
TRINITY_DN210552_c0_g1_i1	1	Ovary_mean
TRINITY_DN165079_c0_g1_i1	1	Ovary_mean
TRINITY_DN110958_c0_g2_i1	1	Testis_mean
TRINITY_DN137663_c0_g1_i1	1	Ovary_mean
TRINITY_DN194257_c0_g1_i1	1	Ovary_mean
TRINITY_DN177557_c0_g1_i1	1	G46_M_mean
TRINITY_DN9996_c0_g1_i1	1	Ovary_mean
TRINITY_DN71038_c0_g1_i1	1	Testis_mean
TRINITY_DN203128_c0_g1_i1	1	Ovary_mean
TRINITY_DN155787_c0_g1_i1	1	Testis_mean
TRINITY_DN180571_c0_g1_i1	1	Ovary_mean
TRINITY_DN77512_c0_g1_i1	1	Ovary_mean
TRINITY_DN154978_c0_g1_i1	1	Brain_fmean
TRINITY_DN156492_c0_g1_i1	1	Ovary_mean
TRINITY_DN73978_c0_g1_i1	1	Ovary_mean
TRINITY_DN24651_c0_g1_i1	1	Ovary_mean
TRINITY_DN198042_c0_g1_i1	1	Ovary_mean
TRINITY_DN193781_c0_g1_i1	1	Ovary_mean
TRINITY_DN91654_c0_g2_i1	1	Ovary_mean
TRINITY_DN666_c0_g1_i1	1	Ovary_mean
TRINITY_DN134522_c4_g1_i1	1	Ovary_mean
TRINITY_DN154997_c0_g1_i1	1	Ovary_mean
TRINITY_DN81206_c0_g1_i1	1	Ovary_mean
TRINITY_DN116454_c0_g1_i2	1	Testis_mean
TRINITY_DN109936_c0_g1_i1	1	Ovary_mean
TRINITY_DN87901_c1_g1_i1	1	Ovary_mean
TRINITY_DN102893_c0_g1_i1	1	Ovary_mean
TRINITY_DN23967_c0_g2_i1	1	Ovary_mean
TRINITY_DN154926_c0_g1_i1	1	Ovary_mean
TRINITY_DN112264_c0_g1_i1	1	Testis_mean
TRINITY_DN168999_c0_g1_i1	1	Ovary_mean
TRINITY_DN45969_c0_g1_i1	1	Ovary_mean
TRINITY_DN13877_c0_g1_i1	1	Ovary_mean
TRINITY_DN113341_c0_g2_i1	1	Ovary_mean
TRINITY_DN111208_c0_g2_i1	1	Testis_mean
TRINITY_DN208239_c0_g1_i1	1	Ovary_mean
TRINITY_DN126410_c3_g6_i1	1	Ovary_mean
TRINITY_DN204827_c0_g1_i1	1	G46_M_mean
TRINITY_DN50185_c0_g1_i1	1	Brain_mmean
TRINITY_DN194757_c0_g1_i1	1	Ovary_mean
TRINITY_DN76339_c0_g2_i1	1	Testis_mean
TRINITY_DN97108_c0_g1_i1	1	Ovary_mean
TRINITY_DN46255_c0_g1_i1	1	Ovary_mean
TRINITY_DN35372_c0_g1_i1	1	Testis_mean
TRINITY_DN96472_c0_g1_i1	1	Ovary_mean
TRINITY_DN154994_c0_g1_i1	1	Ovary_mean
TRINITY_DN85092_c0_g2_i1	1	Ovary_mean
TRINITY_DN71970_c0_g1_i1	1	Ovary_mean
TRINITY_DN49245_c0_g2_i1	1	Brain_fmean
TRINITY_DN42269_c0_g1_i1	1	Liver_mmean
TRINITY_DN123234_c0_g2_i1	1	Ovary_mean
TRINITY_DN210136_c0_g1_i1	1	Ovary_mean
TRINITY_DN87791_c0_g4_i1	1	Ovary_mean
TRINITY_DN25324_c0_g1_i1	1	Ovary_mean
TRINITY_DN12943_c0_g2_i1	1	Testis_mean
TRINITY_DN67380_c0_g2_i1	1	Testis_mean
TRINITY_DN182149_c0_g1_i1	1	Ovary_mean
TRINITY_DN133674_c1_g1_i2	1	Ovary_mean
TRINITY_DN71278_c0_g2_i1	1	Ovary_mean
TRINITY_DN195307_c0_g1_i1	1	Ovary_mean
TRINITY_DN182760_c0_g1_i1	1	Ovary_mean
TRINITY_DN138389_c0_g1_i1	1	Ovary_mean
TRINITY_DN92825_c0_g3_i1	1	Ovary_mean
TRINITY_DN126410_c3_g2_i1	1	Ovary_mean
TRINITY_DN132364_c3_g1_i1	1	Ovary_mean
TRINITY_DN198331_c0_g1_i1	1	Ovary_mean
TRINITY_DN78438_c0_g3_i1	1	Liver_fmean
TRINITY_DN195820_c0_g1_i1	1	Ovary_mean
TRINITY_DN202415_c0_g1_i1	1	Ovary_mean
TRINITY_DN209925_c0_g1_i1	1	Ovary_mean
TRINITY_DN90966_c0_g1_i1	1	Ovary_mean
TRINITY_DN202429_c0_g1_i1	1	Ovary_mean
TRINITY_DN195_c0_g1_i1	1	Ovary_mean
TRINITY_DN79827_c0_g1_i1	1	G46_M_mean
TRINITY_DN3749_c0_g2_i1	1	Testis_mean
TRINITY_DN106792_c0_g1_i1	1	Testis_mean
TRINITY_DN182914_c0_g1_i1	1	Ovary_mean
TRINITY_DN106792_c0_g3_i1	1	Testis_mean
TRINITY_DN272_c0_g1_i1	1	Ovary_mean
TRINITY_DN111203_c1_g1_i1	1	Ovary_mean
TRINITY_DN59738_c0_g1_i1	1	Ovary_mean
TRINITY_DN46255_c0_g2_i1	1	Ovary_mean
TRINITY_DN85228_c0_g2_i2	1	Testis_mean
TRINITY_DN155605_c0_g1_i1	1	Ovary_mean
TRINITY_DN56593_c0_g1_i1	1	Ovary_mean
TRINITY_DN101425_c0_g1_i1	1	Ovary_mean
TRINITY_DN140002_c0_g1_i1	1	Ovary_mean
TRINITY_DN124848_c1_g1_i1	1	Ovary_mean
TRINITY_DN140678_c0_g1_i1	1	Ovary_mean
TRINITY_DN137515_c0_g1_i1	1	Ovary_mean
TRINITY_DN133674_c1_g2_i1	1	Ovary_mean
TRINITY_DN31174_c0_g1_i1	1	Brain_fmean
TRINITY_DN213868_c0_g1_i1	1	Ovary_mean
TRINITY_DN114454_c0_g2_i1	1	Testis_mean
TRINITY_DN99742_c0_g1_i1	1	Ovary_mean
TRINITY_DN142998_c0_g1_i1	1	Liver_fmean
TRINITY_DN11090_c0_g2_i1	1	Brain_mmean
TRINITY_DN176940_c0_g1_i1	1	Ovary_mean
TRINITY_DN64817_c0_g1_i1	1	Ovary_mean
TRINITY_DN66832_c0_g1_i1	1	Ovary_mean
TRINITY_DN209893_c0_g1_i1	1	Ovary_mean
TRINITY_DN207750_c0_g1_i1	1	Ovary_mean
TRINITY_DN155687_c0_g1_i1	1	Ovary_mean
TRINITY_DN95344_c0_g1_i1	1	Ovary_mean
TRINITY_DN127149_c1_g2_i1	1	Ovary_mean
TRINITY_DN46350_c0_g1_i1	1	Ovary_mean
TRINITY_DN86724_c0_g1_i1	1	Ovary_mean
TRINITY_DN3379_c0_g1_i1	1	Ovary_mean
TRINITY_DN71621_c0_g1_i1	1	Liver_fmean
TRINITY_DN101489_c0_g1_i1	1	Ovary_mean
TRINITY_DN136506_c0_g1_i1	1	Brain_mmean
TRINITY_DN179391_c0_g1_i1	1	Ovary_mean
TRINITY_DN32122_c0_g1_i1	1	Ovary_mean
TRINITY_DN101072_c0_g1_i1	1	Ovary_mean
TRINITY_DN152712_c0_g1_i1	1	Ovary_mean
TRINITY_DN106704_c0_g2_i1	1	Ovary_mean
TRINITY_DN158639_c0_g1_i1	1	Ovary_mean
TRINITY_DN128_c0_g2_i1	1	Ovary_mean
TRINITY_DN79778_c0_g1_i1	1	Ovary_mean
TRINITY_DN206243_c0_g1_i1	1	Ovary_mean
TRINITY_DN171342_c0_g1_i1	1	Ovary_mean
TRINITY_DN181918_c0_g1_i1	1	Ovary_mean
TRINITY_DN3191_c0_g2_i1	1	Ovary_mean
TRINITY_DN133595_c5_g6_i1	1	Ovary_mean
TRINITY_DN153449_c0_g1_i1	1	Ovary_mean
TRINITY_DN162210_c0_g1_i1	1	Ovary_mean
TRINITY_DN53122_c0_g2_i1	1	Ovary_mean
TRINITY_DN142894_c0_g1_i1	1	Ovary_mean
TRINITY_DN175484_c0_g1_i1	1	Ovary_mean
TRINITY_DN143593_c0_g1_i1	1	Ovary_mean
TRINITY_DN50971_c0_g2_i1	1	Ovary_mean
TRINITY_DN124613_c2_g1_i1	1	Ovary_mean
TRINITY_DN16403_c0_g1_i1	1	Ovary_mean
TRINITY_DN217529_c0_g1_i1	1	Ovary_mean
TRINITY_DN18859_c0_g1_i1	1	G23_fmean
TRINITY_DN80623_c0_g2_i1	1	Brain_fmean
TRINITY_DN13679_c0_g2_i1	1	Ovary_mean
TRINITY_DN167774_c0_g1_i1	1	Liver_fmean
TRINITY_DN46415_c0_g1_i1	1	Ovary_mean
TRINITY_DN169766_c0_g1_i1	1	Ovary_mean
TRINITY_DN51646_c0_g2_i1	1	Ovary_mean
TRINITY_DN135058_c4_g14_i1	1	Ovary_mean
TRINITY_DN124385_c0_g1_i1	1	Ovary_mean
TRINITY_DN124848_c3_g5_i1	1	Ovary_mean
TRINITY_DN102898_c0_g2_i1	1	Ovary_mean
TRINITY_DN157105_c0_g1_i1	1	Liver_fmean
TRINITY_DN156059_c0_g1_i1	1	G43_M_mean
TRINITY_DN66375_c0_g1_i1	1	Ovary_mean
TRINITY_DN24461_c0_g1_i1	1	Ovary_mean
TRINITY_DN218223_c0_g1_i1	1	Ovary_mean
TRINITY_DN70925_c0_g1_i1	1	Ovary_mean
TRINITY_DN16010_c0_g1_i1	1	Liver_mmean
TRINITY_DN211858_c0_g1_i1	1	Ovary_mean
TRINITY_DN114454_c0_g1_i2	1	Testis_mean
TRINITY_DN201345_c0_g1_i1	1	Ovary_mean
TRINITY_DN88109_c0_g2_i1	1	Ovary_mean
TRINITY_DN33238_c0_g1_i1	1	Ovary_mean
TRINITY_DN130947_c1_g1_i1	1	Ovary_mean
TRINITY_DN161199_c0_g1_i1	1	Ovary_mean
TRINITY_DN133748_c2_g1_i1	1	Brain_fmean
TRINITY_DN209207_c0_g1_i1	1	Ovary_mean
TRINITY_DN140102_c0_g1_i1	1	Ovary_mean
TRINITY_DN146434_c0_g1_i1	1	Ovary_mean
TRINITY_DN184417_c0_g1_i1	1	Ovary_mean
TRINITY_DN69927_c0_g2_i1	1	Liver_mmean
TRINITY_DN183533_c0_g1_i1	1	Ovary_mean
TRINITY_DN6834_c0_g1_i1	1	Ovary_mean
TRINITY_DN168106_c0_g1_i1	1	Ovary_mean
TRINITY_DN84443_c0_g1_i1	1	Ovary_mean
TRINITY_DN48033_c0_g1_i1	1	Brain_fmean
TRINITY_DN137467_c0_g1_i1	1	Ovary_mean
TRINITY_DN211687_c0_g1_i1	1	Liver_mmean
TRINITY_DN198018_c0_g1_i1	1	Ovary_mean
TRINITY_DN158071_c0_g1_i1	1	Ovary_mean
TRINITY_DN120485_c1_g1_i1	1	Ovary_mean
TRINITY_DN29431_c0_g1_i1	1	Ovary_mean
TRINITY_DN4133_c0_g2_i1	1	Ovary_mean
TRINITY_DN77520_c0_g1_i1	1	Ovary_mean
TRINITY_DN53510_c0_g1_i1	1	Ovary_mean
TRINITY_DN200257_c0_g1_i1	1	Ovary_mean
TRINITY_DN108238_c0_g1_i1	1	Ovary_mean
TRINITY_DN122079_c2_g1_i1	1	Brain_mmean
TRINITY_DN195279_c0_g1_i1	1	Ovary_mean
TRINITY_DN158272_c0_g1_i1	1	Ovary_mean
TRINITY_DN154867_c0_g1_i1	1	Ovary_mean
TRINITY_DN14713_c0_g1_i1	1	Ovary_mean
TRINITY_DN211268_c0_g1_i1	1	Ovary_mean
TRINITY_DN112104_c0_g3_i1	1	G31_fmean
TRINITY_DN124401_c0_g1_i1	1	Ovary_mean
TRINITY_DN186950_c0_g1_i1	1	Ovary_mean
TRINITY_DN150911_c0_g1_i1	1	Ovary_mean
TRINITY_DN154211_c0_g1_i1	1	Ovary_mean
TRINITY_DN94686_c0_g1_i1	1	Ovary_mean
TRINITY_DN205600_c0_g1_i1	1	Ovary_mean
TRINITY_DN145459_c0_g1_i1	1	Ovary_mean
TRINITY_DN74527_c0_g1_i1	1	Testis_mean
TRINITY_DN27094_c0_g1_i1	1	Liver_mmean
TRINITY_DN80258_c0_g1_i1	1	Ovary_mean
TRINITY_DN49872_c0_g1_i1	1	G46_M_mean
TRINITY_DN186123_c0_g1_i1	1	Brain_fmean
TRINITY_DN191016_c0_g1_i1	1	Ovary_mean
TRINITY_DN68921_c0_g1_i1	1	Ovary_mean
TRINITY_DN19500_c0_g2_i1	1	Testis_mean
TRINITY_DN166466_c0_g1_i1	1	Ovary_mean
TRINITY_DN48093_c0_g1_i1	1	Ovary_mean
TRINITY_DN123537_c0_g5_i1	1	Ovary_mean
TRINITY_DN135640_c2_g6_i1	1	Brain_fmean
TRINITY_DN343_c0_g2_i1	1	Testis_mean
TRINITY_DN110958_c0_g1_i1	1	Testis_mean
TRINITY_DN65531_c0_g1_i1	1	Ovary_mean
TRINITY_DN47165_c0_g1_i1	1	Ovary_mean
TRINITY_DN109470_c0_g2_i1	1	Testis_mean
TRINITY_DN4276_c0_g1_i1	1	Ovary_mean
TRINITY_DN151537_c0_g1_i1	1	Ovary_mean
TRINITY_DN29653_c0_g1_i1	1	Ovary_mean
TRINITY_DN146714_c0_g1_i1	1	Liver_fmean
TRINITY_DN48260_c0_g1_i1	1	Testis_mean
TRINITY_DN91390_c0_g1_i1	1	Ovary_mean
TRINITY_DN104497_c0_g1_i2	1	Ovary_mean
TRINITY_DN114305_c0_g1_i1	1	Ovary_mean
TRINITY_DN117523_c0_g1_i1	1	Ovary_mean
TRINITY_DN155307_c0_g1_i1	1	Ovary_mean
TRINITY_DN14266_c0_g2_i1	1	G43_M_mean
TRINITY_DN55408_c0_g1_i1	1	Brain_fmean
TRINITY_DN17345_c0_g1_i1	1	Ovary_mean
TRINITY_DN129209_c5_g1_i1	1	Ovary_mean
TRINITY_DN68476_c0_g1_i1	1	Ovary_mean
TRINITY_DN8011_c0_g1_i1	1	Ovary_mean
TRINITY_DN122666_c4_g1_i3	1	Testis_mean
TRINITY_DN94385_c0_g1_i1	1	Ovary_mean
TRINITY_DN16897_c0_g1_i1	1	Ovary_mean
TRINITY_DN208375_c0_g1_i1	1	Ovary_mean
TRINITY_DN183780_c0_g1_i1	1	Ovary_mean
TRINITY_DN21526_c0_g1_i1	1	Ovary_mean
TRINITY_DN128042_c2_g2_i1	1	Testis_mean
TRINITY_DN135195_c0_g1_i1	1	Ovary_mean
TRINITY_DN98441_c0_g1_i1	1	Ovary_mean
TRINITY_DN145329_c0_g1_i1	1	Ovary_mean
TRINITY_DN47573_c0_g1_i1	1	Liver_mmean
TRINITY_DN126815_c0_g2_i1	1	Ovary_mean
TRINITY_DN63183_c0_g1_i1	1	Testis_mean
TRINITY_DN39769_c0_g1_i1	1	Brain_fmean
TRINITY_DN85998_c0_g2_i1	1	Testis_mean
TRINITY_DN84634_c0_g1_i1	1	Ovary_mean
TRINITY_DN83209_c0_g2_i1	1	Brain_fmean
TRINITY_DN17873_c0_g1_i1	1	Liver_fmean
TRINITY_DN98967_c0_g3_i1	1	Brain_fmean
TRINITY_DN129088_c5_g1_i1	1	Ovary_mean
TRINITY_DN112535_c0_g1_i3	1	Ovary_mean
TRINITY_DN146256_c0_g1_i1	1	Ovary_mean
TRINITY_DN157327_c0_g1_i1	1	Ovary_mean
TRINITY_DN124302_c1_g4_i1	1	Ovary_mean
TRINITY_DN217772_c0_g1_i1	1	Liver_fmean
TRINITY_DN43691_c0_g1_i1	1	Ovary_mean
TRINITY_DN143493_c0_g1_i1	1	Ovary_mean
TRINITY_DN96966_c0_g1_i1	1	G46_F_mean
TRINITY_DN111024_c0_g1_i1	1	Brain_mmean
TRINITY_DN119205_c0_g3_i1	1	Testis_mean
TRINITY_DN135699_c6_g2_i1	1	Ovary_mean
TRINITY_DN213402_c0_g1_i1	1	Ovary_mean
TRINITY_DN22158_c0_g1_i1	1	Testis_mean
TRINITY_DN74527_c0_g2_i1	1	Testis_mean
TRINITY_DN131710_c5_g4_i1	1	Testis_mean
TRINITY_DN116454_c0_g2_i1	1	Testis_mean
TRINITY_DN212660_c0_g1_i1	1	Ovary_mean
TRINITY_DN18669_c0_g1_i1	1	Ovary_mean
TRINITY_DN68007_c0_g1_i1	1	Ovary_mean
TRINITY_DN78278_c0_g2_i1	1	Ovary_mean
TRINITY_DN42221_c0_g1_i1	1	Ovary_mean
TRINITY_DN96380_c0_g1_i1	1	Liver_fmean
TRINITY_DN178485_c0_g1_i1	1	Ovary_mean
