ID	tau	tissue
TRINITY_DN102661_c0_g1_i1	0.265085616140042	G23_mean
TRINITY_DN102667_c0_g1_i1	0.132277248838512	Brain_mean
TRINITY_DN102702_c0_g1_i1	0.361097661465348	Ovary_mean
TRINITY_DN102772_c0_g1_i1	0.380186353042517	Ovary_mean
TRINITY_DN102923_c0_g1_i1	0.167352174675057	Ovary_mean
TRINITY_DN102938_c0_g1_i1	0.240538881765537	Ovary_mean
TRINITY_DN103024_c0_g1_i2	0.249860859276358	Brain_mean
TRINITY_DN103059_c0_g1_i1	0.08358136006879	G27_mean
TRINITY_DN103065_c0_g1_i1	0.213525083527482	G46_M_mean
TRINITY_DN103107_c0_g1_i1	0.135045064975612	Ovary_mean
TRINITY_DN103150_c0_g1_i1	0.328031284613432	Testis_mean
TRINITY_DN103157_c0_g1_i2	0.523378907814298	Brain_mean
TRINITY_DN103159_c1_g1_i1	0.322786729699047	Brain_mean
TRINITY_DN103209_c0_g3_i2	0.142706310843901	Ovary_mean
TRINITY_DN103236_c0_g2_i1	0.141307058877527	Brain_mean
TRINITY_DN103303_c0_g1_i2	0.322745401006166	Brain_mean
TRINITY_DN103324_c0_g1_i1	0.294889435172517	Brain_mean
TRINITY_DN103334_c0_g1_i1	0.321827147497058	Brain_mean
TRINITY_DN103500_c0_g1_i1	0.283480735490773	Ovary_mean
TRINITY_DN103511_c0_g1_i2	0.497091623959268	Brain_mean
TRINITY_DN103557_c0_g3_i1	0.303562802897559	Ovary_mean
TRINITY_DN103558_c0_g1_i1	0.251870844535103	G27_mean
TRINITY_DN103618_c0_g1_i1	0.611846532600795	Brain_mean
TRINITY_DN103637_c0_g3_i1	0.975209394785716	Ovary_mean
TRINITY_DN103657_c0_g2_i2	0.863685051784585	Brain_mean
TRINITY_DN103658_c0_g1_i1	0.147786589538303	G23_mean
TRINITY_DN103662_c0_g1_i1	0.414935689710907	Liver_mean
TRINITY_DN103664_c1_g1_i1	0.416269510583214	G43_F_mean
TRINITY_DN103666_c0_g1_i1	0.740506086948361	Brain_mean
TRINITY_DN103714_c0_g1_i2	0.107659979826145	Liver_mean
TRINITY_DN103714_c0_g2_i1	0.438118862784016	Liver_mean
TRINITY_DN103720_c0_g1_i2	0.446706953765343	Ovary_mean
TRINITY_DN103727_c0_g1_i1	0.41284043637267	G23_mean
TRINITY_DN103733_c0_g2_i1	0.103378309073594	G27_mean
TRINITY_DN103744_c0_g2_i1	0.590875948155594	Ovary_mean
TRINITY_DN103759_c0_g2_i3	0.89038641585678	Ovary_mean
TRINITY_DN103812_c0_g1_i2	0.28178985948072	G46_F_mean
TRINITY_DN103813_c0_g1_i1	0.312051644781059	G43_F_mean
TRINITY_DN103832_c0_g1_i1	0.29104023122375	G43_F_mean
TRINITY_DN103834_c0_g12_i1	0.534394985571354	G46_F_mean
TRINITY_DN103834_c0_g13_i1	0.337424340611519	Ovary_mean
TRINITY_DN103834_c0_g2_i1	0.572016361784347	Ovary_mean
TRINITY_DN103834_c0_g4_i1	0.520487004623414	G46_F_mean
TRINITY_DN103834_c0_g6_i1	0.501984219323035	Brain_mean
TRINITY_DN103834_c0_g7_i1	0.314832895462959	Brain_mean
TRINITY_DN103834_c0_g8_i1	0.637590787663729	Brain_mean
TRINITY_DN103834_c0_g9_i1	0.332019356883403	Brain_mean
TRINITY_DN103851_c0_g1_i1	0.100680541663052	Brain_mean
TRINITY_DN103879_c0_g1_i2	0.833821137348164	Liver_mean
TRINITY_DN103890_c0_g1_i2	0.671118944629486	Brain_mean
TRINITY_DN103896_c0_g1_i2	0.580831564815284	G23_mean
TRINITY_DN103986_c0_g1_i1	0.329670221760877	Brain_mean
TRINITY_DN103989_c0_g1_i1	0.253272653599933	Ovary_mean
TRINITY_DN104020_c2_g1_i1	0.561423818741028	Ovary_mean
TRINITY_DN104090_c1_g1_i1	0.26907431365385	G46_F_mean
TRINITY_DN104110_c1_g1_i1	0.292505141802088	Ovary_mean
TRINITY_DN104201_c0_g1_i1	0.759662628309232	Brain_mean
TRINITY_DN104207_c0_g1_i1	0.692934561937111	Ovary_mean
TRINITY_DN104240_c0_g1_i1	0.222010423477025	Ovary_mean
TRINITY_DN104253_c0_g1_i1	0.340565004108737	Brain_mean
TRINITY_DN104287_c1_g1_i1	0.47666653109021	Brain_mean
TRINITY_DN104331_c0_g1_i1	0.130668138172284	G43_F_mean
TRINITY_DN104334_c0_g1_i1	0.364539828852184	Ovary_mean
TRINITY_DN104339_c0_g1_i2	0.437249278357703	Ovary_mean
TRINITY_DN104365_c0_g2_i1	0.479528902586592	Ovary_mean
TRINITY_DN104365_c0_g3_i1	0.42780553379623	Ovary_mean
TRINITY_DN104383_c0_g4_i1	0.694805292203545	Ovary_mean
TRINITY_DN104387_c0_g3_i3	0.69665894482872	Testis_mean
TRINITY_DN104463_c0_g1_i1	0.466391725083502	Ovary_mean
TRINITY_DN104490_c0_g2_i1	0.569550814530371	Brain_mean
TRINITY_DN104527_c0_g1_i1	0.289440305865957	Ovary_mean
TRINITY_DN104580_c0_g1_i1	0.201685913299311	G23_mean
TRINITY_DN104583_c0_g1_i1	0.409888579526068	Brain_mean
TRINITY_DN104597_c0_g1_i1	0.516707715836542	Ovary_mean
TRINITY_DN104597_c0_g2_i1	0.651494909385261	Ovary_mean
TRINITY_DN104640_c0_g1_i1	0.389574186335536	Testis_mean
TRINITY_DN104654_c0_g1_i1	0.632622505789773	Ovary_mean
TRINITY_DN104656_c0_g1_i1	0.50303148292466	Brain_mean
TRINITY_DN104658_c0_g2_i1	0.732931999566178	Ovary_mean
TRINITY_DN104677_c0_g2_i1	0.151308921747455	G27_mean
TRINITY_DN104694_c0_g1_i1	0.3534499488136	Ovary_mean
TRINITY_DN104699_c0_g2_i1	0.343815092868096	Ovary_mean
TRINITY_DN104719_c0_g1_i2	0.13549330233127	Brain_mean
TRINITY_DN104737_c1_g1_i2	0.26998142034044	Brain_mean
TRINITY_DN104754_c0_g1_i4	0.575432906791348	Ovary_mean
TRINITY_DN104778_c0_g1_i1	0.424937511933466	G27_mean
TRINITY_DN104801_c0_g1_i1	0.523571394010107	Brain_mean
TRINITY_DN104835_c0_g1_i2	0.225475585341768	G46_F_mean
TRINITY_DN104906_c0_g1_i1	0.363758766294492	Ovary_mean
TRINITY_DN104912_c0_g2_i1	0.290383197389904	Brain_mean
TRINITY_DN104919_c0_g1_i1	0.0909940778045893	Testis_mean
TRINITY_DN104972_c0_g1_i2	0.0961629532616532	G27_mean
TRINITY_DN105001_c1_g3_i2	0.222293711779405	Brain_mean
TRINITY_DN105060_c0_g2_i3	0.567829548796645	Brain_mean
TRINITY_DN105106_c0_g1_i2	0.328142968637553	Brain_mean
TRINITY_DN105140_c0_g1_i1	0.427258851648458	G46_F_mean
TRINITY_DN105140_c0_g2_i1	0.507574261494588	Ovary_mean
TRINITY_DN105184_c0_g1_i2	0.262449022201161	Brain_mean
TRINITY_DN105219_c0_g2_i1	0.566318462153704	Brain_mean
TRINITY_DN105269_c0_g1_i1	0.384972838834246	G43_F_mean
TRINITY_DN105286_c0_g2_i1	0.362261632355081	Brain_mean
TRINITY_DN105307_c0_g1_i1	0.297450830810378	Liver_mean
TRINITY_DN105309_c0_g2_i1	0.305918982357771	G43_M_mean
TRINITY_DN105372_c0_g2_i1	0.251352149802331	G46_M_mean
TRINITY_DN105385_c0_g1_i2	0.22613783796675	Brain_mean
TRINITY_DN105386_c0_g2_i1	0.509795859377396	Ovary_mean
TRINITY_DN105400_c0_g1_i3	0.231737257449228	Ovary_mean
TRINITY_DN105428_c0_g1_i2	0.174775421644185	G23_mean
TRINITY_DN105472_c0_g3_i2	0.277518007337507	Ovary_mean
TRINITY_DN105509_c0_g1_i1	0.26030181206295	Brain_mean
TRINITY_DN105513_c0_g1_i1	0.369512087802128	Brain_mean
TRINITY_DN105534_c0_g1_i1	0.719828887220638	Brain_mean
TRINITY_DN105556_c0_g1_i1	0.222850181670701	G43_F_mean
TRINITY_DN105561_c0_g1_i1	0.3307247863715	Brain_mean
TRINITY_DN105592_c1_g1_i2	0.247918508365554	G43_F_mean
TRINITY_DN105629_c0_g2_i1	0.30480846368349	G43_F_mean
TRINITY_DN105635_c0_g1_i1	0.299108731939713	Ovary_mean
TRINITY_DN105682_c0_g3_i1	0.384512991957076	Ovary_mean
TRINITY_DN105686_c0_g2_i1	0.722570518550051	Ovary_mean
TRINITY_DN105705_c0_g1_i1	0.417280643804623	G46_F_mean
TRINITY_DN105726_c0_g1_i1	0.526746595416145	Ovary_mean
TRINITY_DN105744_c0_g1_i1	0.575719638818234	Brain_mean
TRINITY_DN105756_c0_g1_i1	0.486363664617856	Testis_mean
TRINITY_DN105809_c0_g1_i1	0.152024156684539	Liver_mean
TRINITY_DN105833_c0_g1_i1	0.332831225026455	G46_M_mean
TRINITY_DN105838_c0_g2_i3	0.18732746822603	G23_mean
TRINITY_DN105848_c0_g1_i1	0.461896478450087	G43_M_mean
TRINITY_DN105873_c0_g1_i1	0.109503765147362	G23_mean
TRINITY_DN105879_c0_g1_i1	0.541134967928866	Ovary_mean
TRINITY_DN105900_c1_g1_i1	0.318157585850859	Brain_mean
TRINITY_DN105902_c0_g1_i1	0.81511498951103	Brain_mean
TRINITY_DN105964_c0_g1_i1	0.319847224657193	Ovary_mean
TRINITY_DN106051_c0_g1_i1	0.294437373600951	G23_mean
TRINITY_DN106059_c0_g1_i1	0.38432057946722	Brain_mean
TRINITY_DN106060_c0_g1_i1	0.359154551687727	Brain_mean
TRINITY_DN106061_c0_g1_i2	0.373254338147538	Brain_mean
TRINITY_DN106080_c0_g1_i1	0.322607852567113	Brain_mean
TRINITY_DN106101_c0_g1_i1	0.125290042080382	Ovary_mean
TRINITY_DN106110_c0_g1_i1	0.281858147520921	Brain_mean
TRINITY_DN106132_c0_g1_i1	0.428060343449884	G43_F_mean
TRINITY_DN106146_c0_g1_i1	0.345782633963829	G43_M_mean
TRINITY_DN106155_c0_g1_i2	0.139013708755597	G43_M_mean
TRINITY_DN106178_c0_g1_i1	0.162954369104297	Brain_mean
TRINITY_DN106183_c0_g1_i1	0.284297910973658	G43_F_mean
TRINITY_DN106189_c0_g2_i1	0.584198537614047	Liver_mean
TRINITY_DN106196_c0_g1_i1	0.79374570470745	Ovary_mean
TRINITY_DN106229_c0_g1_i2	0.388430394707971	G23_mean
TRINITY_DN106240_c0_g1_i2	0.276610435438068	Brain_mean
TRINITY_DN106246_c1_g1_i1	0.272880689863024	Liver_mean
TRINITY_DN106265_c0_g1_i2	0.16366470190177	Brain_mean
TRINITY_DN106296_c0_g1_i1	0.540364022563148	Ovary_mean
TRINITY_DN106356_c3_g1_i1	0.247224179894624	G43_F_mean
TRINITY_DN106392_c0_g2_i2	0.28621919605475	Ovary_mean
TRINITY_DN106392_c0_g3_i1	0.309941172774732	G43_M_mean
TRINITY_DN106429_c0_g1_i1	0.150748580767022	Ovary_mean
TRINITY_DN106447_c0_g1_i1	0.222445621007842	Ovary_mean
TRINITY_DN106470_c0_g1_i1	0.379059361211306	Ovary_mean
TRINITY_DN106470_c0_g3_i1	0.426391609553227	Brain_mean
TRINITY_DN106496_c0_g1_i1	0.218092495639997	Brain_mean
TRINITY_DN106502_c0_g1_i1	0.318850849641749	G46_M_mean
TRINITY_DN106503_c0_g2_i2	0.810355736439105	Testis_mean
TRINITY_DN106518_c0_g4_i2	0.717817484402725	Brain_mean
TRINITY_DN106653_c0_g1_i1	0.213583685836325	Ovary_mean
TRINITY_DN106653_c0_g2_i1	0.342182817367574	Ovary_mean
TRINITY_DN106656_c0_g1_i1	0.387047226359196	G23_mean
TRINITY_DN106671_c0_g1_i1	0.296680413866368	G43_F_mean
TRINITY_DN106700_c0_g2_i1	0.395304894716575	Ovary_mean
TRINITY_DN106767_c0_g1_i1	0.427118094502436	Brain_mean
TRINITY_DN106844_c0_g1_i1	0.495913598043545	Brain_mean
TRINITY_DN106850_c0_g1_i1	0.18500480997471	Ovary_mean
TRINITY_DN106881_c0_g1_i4	0.185048952608633	Ovary_mean
TRINITY_DN106899_c0_g2_i1	0.609371313544005	Ovary_mean
TRINITY_DN106992_c0_g1_i1	0.191463003697683	G43_F_mean
TRINITY_DN107012_c1_g1_i1	0.516458016934761	Ovary_mean
TRINITY_DN107012_c1_g2_i1	0.406474983955511	G46_F_mean
TRINITY_DN107064_c0_g1_i2	0.502604843999874	Ovary_mean
TRINITY_DN107071_c0_g1_i1	0.368154807327988	G23_mean
TRINITY_DN107073_c0_g2_i1	0.45409806163584	Brain_mean
TRINITY_DN107081_c0_g1_i1	0.131132461213561	G23_mean
TRINITY_DN107170_c0_g1_i1	0.849127643184735	Testis_mean
TRINITY_DN107234_c0_g1_i1	0.471320409964696	Ovary_mean
TRINITY_DN107323_c0_g1_i2	0.249279579867992	G27_mean
TRINITY_DN107337_c0_g1_i1	0.395917971680363	Brain_mean
TRINITY_DN107353_c1_g2_i1	0.133840876660381	G23_mean
TRINITY_DN107368_c0_g1_i1	0.195886161316572	Brain_mean
TRINITY_DN107396_c0_g1_i2	0.331983432662673	Brain_mean
TRINITY_DN107450_c0_g1_i1	0.462225550048624	Brain_mean
TRINITY_DN107496_c0_g1_i2	0.400064602597139	Brain_mean
TRINITY_DN107501_c0_g1_i1	0.158529993079196	Brain_mean
TRINITY_DN107524_c0_g1_i2	0.308872036412465	Ovary_mean
TRINITY_DN107527_c0_g1_i1	0.451624227655153	Brain_mean
TRINITY_DN107548_c0_g1_i1	0.684300487105305	Ovary_mean
TRINITY_DN107611_c0_g1_i2	0.266521637162059	Liver_mean
TRINITY_DN107625_c0_g2_i1	0.712014984508536	Ovary_mean
TRINITY_DN107694_c0_g1_i2	0.296067786162144	G23_mean
TRINITY_DN107702_c1_g1_i2	0.349652940746891	Ovary_mean
TRINITY_DN107747_c0_g1_i1	0.226563244294786	G23_mean
TRINITY_DN107750_c0_g1_i2	0.295214803418674	G43_F_mean
TRINITY_DN107753_c0_g1_i1	0.390573557077896	Brain_mean
TRINITY_DN107774_c0_g1_i2	0.22896556920548	Ovary_mean
TRINITY_DN107777_c0_g1_i1	0.454093660199256	Ovary_mean
TRINITY_DN107777_c0_g6_i1	0.392783523307157	Ovary_mean
TRINITY_DN107777_c0_g9_i1	0.304131851363126	Brain_mean
TRINITY_DN107814_c0_g2_i1	0.344155493461346	G43_M_mean
TRINITY_DN107843_c0_g2_i1	0.222097681421494	Brain_mean
TRINITY_DN107843_c0_g5_i1	0.326407100334664	G43_M_mean
TRINITY_DN107879_c0_g1_i1	0.374342171364071	G43_M_mean
TRINITY_DN107886_c0_g1_i1	0.386756267121644	Brain_mean
TRINITY_DN107898_c0_g1_i1	0.297317259472147	Ovary_mean
TRINITY_DN107928_c0_g1_i1	0.5407372826979	Brain_mean
TRINITY_DN107932_c0_g1_i1	0.842871589127307	Ovary_mean
TRINITY_DN107936_c0_g1_i2	0.209558967656336	Ovary_mean
TRINITY_DN107940_c0_g1_i1	0.552818455782645	Brain_mean
TRINITY_DN107950_c0_g1_i1	0.521720893923771	Ovary_mean
TRINITY_DN107971_c0_g2_i2	0.659213786733371	Brain_mean
TRINITY_DN107977_c0_g1_i1	0.340069622910216	G23_mean
TRINITY_DN108026_c0_g1_i1	0.32548895963184	G43_M_mean
TRINITY_DN108061_c0_g1_i1	0.163126495674909	Ovary_mean
TRINITY_DN108079_c0_g1_i1	0.294960229655328	Brain_mean
TRINITY_DN108081_c0_g2_i1	0.618147370852498	Ovary_mean
TRINITY_DN108106_c0_g2_i1	0.21963358548704	G23_mean
TRINITY_DN10812_c0_g1_i1	0.326180619714197	G27_mean
TRINITY_DN10812_c0_g2_i1	0.114847786472321	Brain_mean
TRINITY_DN108146_c0_g2_i1	0.214152287816024	Brain_mean
TRINITY_DN108170_c0_g1_i1	0.245037741033655	G23_mean
TRINITY_DN108196_c0_g1_i1	0.321595844989859	Ovary_mean
TRINITY_DN108200_c0_g2_i1	0.212232569948128	G23_mean
TRINITY_DN108204_c0_g1_i1	0.222068881411321	Brain_mean
TRINITY_DN108211_c0_g1_i1	0.289462543850827	G27_mean
TRINITY_DN108215_c0_g1_i2	0.322735855023133	Ovary_mean
TRINITY_DN108220_c0_g1_i1	0.84128071346722	Brain_mean
TRINITY_DN108227_c0_g1_i1	0.27869769713074	Ovary_mean
TRINITY_DN108243_c0_g2_i1	0.325661537920895	Ovary_mean
TRINITY_DN108256_c0_g1_i2	0.603598942662589	Brain_mean
TRINITY_DN108302_c0_g1_i3	0.200315964543721	G23_mean
TRINITY_DN108308_c1_g2_i1	0.333418140323492	Brain_mean
TRINITY_DN108314_c0_g1_i2	0.371428080340824	Brain_mean
TRINITY_DN108322_c0_g3_i1	0.43881802799088	G23_mean
TRINITY_DN108331_c0_g1_i1	0.152833340309433	Ovary_mean
TRINITY_DN108336_c0_g1_i2	0.277171919355136	Ovary_mean
TRINITY_DN108339_c0_g1_i1	0.784000071335011	G43_M_mean
TRINITY_DN108356_c0_g2_i2	0.233071470260827	G27_mean
TRINITY_DN108383_c0_g3_i1	0.178840128065368	G23_mean
TRINITY_DN108384_c0_g1_i2	0.432486673000539	Ovary_mean
TRINITY_DN108409_c0_g1_i1	0.47989725066028	Brain_mean
TRINITY_DN108474_c0_g1_i1	0.237444045250401	Brain_mean
TRINITY_DN108477_c0_g1_i2	0.584756010332595	Brain_mean
TRINITY_DN108505_c0_g1_i1	0.225755704160083	Brain_mean
TRINITY_DN108539_c0_g1_i2	0.177139529171641	Ovary_mean
TRINITY_DN108558_c2_g1_i2	0.572729046954849	Ovary_mean
TRINITY_DN108573_c0_g1_i1	0.350423367103904	G43_M_mean
TRINITY_DN108580_c0_g1_i1	0.331756998853522	Brain_mean
TRINITY_DN108588_c0_g1_i1	0.287791849315544	G43_M_mean
TRINITY_DN108613_c0_g1_i1	0.672627469125726	Ovary_mean
TRINITY_DN108632_c0_g1_i1	0.106772994745827	Brain_mean
TRINITY_DN108653_c0_g1_i2	0.466564676861845	Ovary_mean
TRINITY_DN108683_c0_g3_i1	0.126919823179541	G23_mean
TRINITY_DN108703_c0_g10_i1	0.292042469145154	Ovary_mean
TRINITY_DN108703_c0_g5_i1	0.570725661558912	G23_mean
TRINITY_DN108726_c0_g1_i1	0.145170451846068	G23_mean
TRINITY_DN108732_c0_g1_i1	0.196793710783913	G46_F_mean
TRINITY_DN108738_c0_g1_i1	0.100491866005799	Brain_mean
TRINITY_DN108746_c0_g3_i1	0.391906730755604	Brain_mean
TRINITY_DN108750_c0_g1_i2	0.681173933808644	Brain_mean
TRINITY_DN108757_c0_g1_i1	0.261967944368665	Brain_mean
TRINITY_DN108791_c0_g1_i1	0.531563012434713	Brain_mean
TRINITY_DN108791_c0_g2_i1	0.552171897558996	Brain_mean
TRINITY_DN108836_c0_g1_i1	0.270223884201383	Brain_mean
TRINITY_DN108842_c0_g1_i1	0.262511689394866	Ovary_mean
TRINITY_DN108865_c0_g2_i1	0.0688621771119861	Ovary_mean
TRINITY_DN108877_c0_g1_i2	0.51484706651349	G43_M_mean
TRINITY_DN108890_c1_g4_i1	0.617406448449706	G43_F_mean
TRINITY_DN108912_c0_g1_i3	0.091014902100346	Ovary_mean
TRINITY_DN108925_c0_g1_i2	0.433140319571651	Brain_mean
TRINITY_DN108927_c0_g4_i1	0.317319052755116	Ovary_mean
TRINITY_DN108938_c0_g1_i1	0.59377077247262	G46_M_mean
TRINITY_DN108942_c0_g1_i1	0.19918179449668	G46_M_mean
TRINITY_DN108993_c0_g1_i1	0.50926015419263	Testis_mean
TRINITY_DN109022_c0_g1_i1	0.317666147955824	G43_M_mean
TRINITY_DN109036_c0_g1_i1	0.197845677091422	Brain_mean
TRINITY_DN109098_c0_g1_i1	0.3046857829783	Ovary_mean
TRINITY_DN109101_c0_g2_i1	0.433884283930239	Ovary_mean
TRINITY_DN109103_c0_g1_i1	0.557803879912636	Brain_mean
TRINITY_DN109124_c0_g2_i2	0.193236080302636	Brain_mean
TRINITY_DN109130_c0_g1_i1	0.244733589068186	Brain_mean
TRINITY_DN109138_c0_g1_i2	0.346740727200571	Brain_mean
TRINITY_DN109157_c0_g1_i1	0.2350295666356	Ovary_mean
TRINITY_DN109193_c0_g1_i1	0.53306117826652	Ovary_mean
TRINITY_DN109193_c0_g4_i1	0.588917801862454	Ovary_mean
TRINITY_DN109201_c0_g1_i1	0.192429293670115	Ovary_mean
TRINITY_DN109236_c0_g1_i1	0.371764067163538	Brain_mean
TRINITY_DN109242_c0_g2_i1	0.203431790435272	Ovary_mean
TRINITY_DN109244_c0_g1_i1	0.46833593444983	Testis_mean
TRINITY_DN109252_c0_g1_i2	0.544702935602569	Ovary_mean
TRINITY_DN109277_c0_g2_i3	0.278600965858696	G23_mean
TRINITY_DN109295_c0_g1_i1	0.360006229678923	G23_mean
TRINITY_DN109303_c0_g2_i2	0.0774615228198154	G27_mean
TRINITY_DN109308_c0_g1_i1	0.508356506923166	Ovary_mean
TRINITY_DN109320_c0_g2_i1	0.107194173059382	Ovary_mean
TRINITY_DN109324_c0_g1_i2	0.228780751571484	Brain_mean
TRINITY_DN109362_c0_g2_i1	0.239687764828448	G23_mean
TRINITY_DN109365_c0_g1_i1	0.1706670185276	Testis_mean
TRINITY_DN109454_c0_g1_i2	0.263110565335974	Ovary_mean
TRINITY_DN109500_c0_g1_i1	0.171750692451719	G23_mean
TRINITY_DN109500_c0_g4_i1	0.671439453001301	G23_mean
TRINITY_DN109506_c0_g1_i2	0.61239370850327	Brain_mean
TRINITY_DN109510_c0_g1_i1	0.443475797518474	Brain_mean
TRINITY_DN109510_c0_g2_i1	0.504055629594452	Ovary_mean
TRINITY_DN109511_c0_g1_i1	0.544332911370009	Brain_mean
TRINITY_DN109554_c0_g1_i1	0.58402826461974	Brain_mean
TRINITY_DN109554_c0_g2_i1	0.551649225889746	Brain_mean
TRINITY_DN109559_c0_g1_i1	0.436438364086604	Liver_mean
TRINITY_DN109575_c0_g1_i1	0.228089964743643	G23_mean
TRINITY_DN109577_c0_g2_i1	0.315500903984492	G27_mean
TRINITY_DN10958_c0_g1_i1	0.315991230800685	Brain_mean
TRINITY_DN109611_c0_g1_i2	0.329895112545834	G43_F_mean
TRINITY_DN109641_c0_g1_i2	0.532601043502784	Brain_mean
