gid	gname	chr	start	end	logCPM	logFC.XYtestis.XXovary	PV.XYtestis.XXovary	FDR.XYtestis.XXovary
TRINITY_DN104411_c0_g3_i1	NA	NA	NA	NA	1.09906897	-9.020018157	5.23E-19	1.13E-17
TRINITY_DN104428_c0_g1_i2	slc41a2	Chr03	40671470	40671470	4.666377687	-1.311862547	2.18E-05	8.00E-05
TRINITY_DN104434_c0_g1_i1	NA	NA	NA	NA	0.117112671	-2.951635636	1.17E-06	5.39E-06
TRINITY_DN104434_c0_g2_i1	NA	NA	NA	NA	1.771946631	-2.868916072	2.59E-09	1.82E-08
TRINITY_DN104441_c0_g2_i1	NA	NA	NA	NA	2.474915654	-3.057921627	7.07E-08	3.95E-07
TRINITY_DN104496_c0_g2_i1	ccdc11	Chr01	191964060	191964060	1.625083138	-5.154043702	2.87E-18	5.83E-17
TRINITY_DN104550_c0_g2_i1	NA	NA	NA	NA	5.02983798	-2.595546092	5.19E-15	7.58E-14
TRINITY_DN104666_c0_g2_i1	NA	NA	NA	NA	0.737357496	-2.699500342	0.000238946	0.000715222
TRINITY_DN104740_c0_g1_i2	NA	NA	NA	NA	5.585085148	-2.24163101	9.16E-14	1.17E-12
TRINITY_DN104749_c0_g1_i1	LOC100487226	scaffold_749	1732	1732	0.165911668	-2.099108043	0.004998553	0.011121041
TRINITY_DN104751_c0_g1_i2	NA	NA	NA	NA	5.638665358	-2.283459332	1.90E-15	2.93E-14
TRINITY_DN104838_c0_g1_i1	NA	NA	NA	NA	2.719531501	-1.792631462	0.000281992	0.000830813
TRINITY_DN104965_c0_g2_i1	NA	NA	NA	NA	0.280717096	-3.246999699	5.18E-08	2.96E-07
TRINITY_DN105030_c0_g1_i1	cdkn1a	Chr02	67900893	67900893	0.48921171	-1.694779559	0.015348936	0.030160439
TRINITY_DN105215_c0_g1_i1	NA	NA	NA	NA	5.962341102	-1.376540282	2.91E-07	1.48E-06
TRINITY_DN105352_c0_g4_i1	NA	NA	NA	NA	0.719658256	-4.193317671	2.05E-11	1.94E-10
TRINITY_DN105413_c0_g1_i1	NA	NA	NA	NA	6.879226698	-1.368777417	1.11E-06	5.12E-06
TRINITY_DN105440_c0_g1_i1	NA	NA	NA	NA	4.881650087	-2.221296958	2.52E-12	2.67E-11
TRINITY_DN105453_c0_g1_i1	NA	NA	NA	NA	8.08886123	-1.678326984	7.88E-09	5.09E-08
TRINITY_DN105455_c0_g3_i1	incenp	Chr04	13644807	13644807	3.118498746	-1.924845592	6.92E-06	2.76E-05
TRINITY_DN105525_c0_g1_i1	NA	NA	NA	NA	3.416032953	-6.420009996	5.76E-34	3.44E-32
TRINITY_DN105578_c0_g1_i1	NA	NA	NA	NA	2.793838966	-2.148793105	1.64E-06	7.33E-06
TRINITY_DN105601_c0_g1_i1	NA	NA	NA	NA	7.958586831	-4.548541026	1.15E-58	1.84E-56
TRINITY_DN105624_c0_g1_i1	myo5a-like	Chr03	91966608	91966608	7.478292133	-11.60949289	1.62E-102	1.01E-99
TRINITY_DN105647_c0_g2_i1	vwa5a-like	scaffold_138	345924	345924	8.968091357	-11.35528165	5.46E-130	1.37E-126
TRINITY_DN105777_c1_g1_i1	NA	NA	NA	NA	1.577825084	-1.28234214	0.005554959	0.012231102
TRINITY_DN105826_c0_g1_i2	NA	NA	NA	NA	2.624521195	-2.643650481	3.45E-08	2.02E-07
TRINITY_DN105850_c0_g2_i1	NA	NA	NA	NA	5.748560391	-2.168245909	1.10E-16	1.95E-15
TRINITY_DN105886_c0_g1_i2	NA	NA	NA	NA	5.845173834	-1.851407342	5.26E-10	4.08E-09
TRINITY_DN105940_c0_g1_i2	pofut2	Chr09	50738397	50738397	3.180477478	-1.211834269	0.002197924	0.005323723
TRINITY_DN105941_c0_g1_i1	NA	NA	NA	NA	3.85186051	-1.376295706	0.000678547	0.001839464
TRINITY_DN105955_c0_g1_i2	thbs1	Chr08	98520838	98520838	0.288235389	-3.626213199	1.34E-06	6.07E-06
TRINITY_DN106065_c0_g1_i2	sass6	Chr01	124600137	124600137	6.823913387	-1.536839044	1.09E-10	9.29E-10
TRINITY_DN106090_c0_g2_i1	NA	NA	NA	NA	6.422139207	-1.354660205	2.22E-05	8.12E-05
TRINITY_DN106124_c0_g2_i1	NA	NA	NA	NA	0.002387292	-2.245339535	0.004528448	0.010182575
TRINITY_DN106219_c0_g3_i1	rtn1	Chr08	82589838	82589838	6.917951826	-1.086895857	5.85E-05	0.000197597
TRINITY_DN106366_c0_g4_i1	LOC100494546	Chr02	42407522	42407522	4.010450686	-5.68569209	4.47E-24	1.53E-22
TRINITY_DN106366_c0_g5_i1	nkx6-1	Chr01	92538054	92538054	6.411438668	-5.069764019	2.29E-50	2.81E-48
TRINITY_DN106372_c0_g1_i1	NA	NA	NA	NA	3.874777994	-1.115997028	0.009806424	0.020277337
TRINITY_DN106459_c0_g1_i1	Xetrov90026410m	scaffold_147	378361	378361	3.031317457	-1.440455412	0.015985724	0.031291795
TRINITY_DN106464_c0_g2_i1	NA	NA	NA	NA	1.474093393	-2.374486129	2.16E-06	9.43E-06
TRINITY_DN106615_c0_g1_i1	rab11fip2	scaffold_169	184723	184723	4.279299203	-2.581065171	3.63E-14	4.83E-13
TRINITY_DN106620_c0_g1_i1	NA	NA	NA	NA	6.207187061	-2.855106392	5.58E-27	2.34E-25
TRINITY_DN106674_c0_g1_i1	NA	NA	NA	NA	3.222385577	-6.082526631	6.67E-08	3.74E-07
TRINITY_DN106700_c0_g5_i1	NA	NA	NA	NA	2.843230226	-1.0758901	0.01187832	0.024048721
TRINITY_DN106704_c0_g2_i1	brap	Chr01	154430859	154430859	0.608668767	-8.481519911	5.28E-19	1.14E-17
TRINITY_DN106780_c0_g1_i1	NA	NA	NA	NA	0.025176942	-1.288106872	0.015654987	0.030719015
TRINITY_DN106815_c0_g2_i2	NA	NA	NA	NA	7.692337192	-2.320241606	5.33E-12	5.43E-11
TRINITY_DN106873_c0_g1_i2	LOC496670	Chr03	35140799	35140799	5.100321454	-4.461288864	3.14E-34	1.91E-32
TRINITY_DN106923_c0_g1_i1	sertad1	Chr08	57074571	57074571	2.084492465	-2.251205055	2.39E-06	1.03E-05
TRINITY_DN106942_c0_g1_i1	kdm8	Chr09	25889994	25889994	4.158369025	-1.77674507	5.87E-08	3.32E-07
TRINITY_DN107038_c0_g1_i1	gria4	Chr02	157660626	157660626	1.797320387	-3.677024286	9.48E-10	7.12E-09
TRINITY_DN107083_c0_g2_i1	LOC100496819	scaffold_1712	2	2	-0.029837171	-1.654647049	0.001127133	0.002920087
TRINITY_DN107087_c0_g1_i1	NA	NA	NA	NA	0.888525138	-3.531774917	1.34E-09	9.82E-09
TRINITY_DN107134_c0_g1_i2	ccdc146	Chr03	68541057	68541057	1.742544907	-5.696890383	7.90E-16	1.27E-14
TRINITY_DN107178_c0_g3_i1	NA	NA	NA	NA	5.748213952	-1.121635269	2.69E-05	9.70E-05
TRINITY_DN107215_c0_g1_i1	NA	NA	NA	NA	0.162582396	-2.422688437	0.000120763	0.000384586
TRINITY_DN107229_c0_g1_i1	NA	NA	NA	NA	3.683620377	-3.932370133	2.53E-06	1.09E-05
TRINITY_DN107251_c0_g1_i2	ccdc82-like	Chr02	161125555	161125555	0.497627236	-2.701419079	9.80E-05	0.000317203
TRINITY_DN107289_c0_g1_i1	NA	NA	NA	NA	0.457873494	-2.590997662	7.59E-07	3.61E-06
TRINITY_DN107294_c0_g1_i2	NA	NA	NA	NA	0.290627089	-2.687657092	2.18E-05	7.99E-05
TRINITY_DN107308_c0_g1_i1	NA	NA	NA	NA	4.82610265	-1.403345428	2.05E-05	7.55E-05
TRINITY_DN107311_c0_g1_i1	NA	NA	NA	NA	3.55313863	-4.168561041	6.83E-19	1.46E-17
TRINITY_DN107361_c0_g1_i2	NA	NA	NA	NA	0.401946576	-1.71593821	0.002639257	0.006286068
TRINITY_DN107365_c0_g1_i1	NA	NA	NA	NA	0.45747671	-2.631864938	0.018211189	0.035081926
TRINITY_DN107371_c0_g1_i1	NA	NA	NA	NA	0.785639247	-1.294446346	0.010225429	0.021061415
TRINITY_DN107374_c0_g2_i1	NA	NA	NA	NA	4.236174906	-2.522890726	6.39E-15	9.24E-14
TRINITY_DN107450_c0_g3_i2	NA	NA	NA	NA	5.148279992	-3.177637005	2.33E-23	7.34E-22
TRINITY_DN107473_c0_g2_i2	NA	NA	NA	NA	2.87155615	-2.107771112	0.000589098	0.001619553
TRINITY_DN107487_c0_g1_i1	NA	NA	NA	NA	3.880965871	-7.436554962	1.04E-41	8.95E-40
TRINITY_DN107522_c0_g2_i2	gyltl1b	Chr04	5589270	5589270	4.407352723	-1.006747536	0.026890667	0.049173499
TRINITY_DN107530_c1_g1_i1	NA	NA	NA	NA	8.083055322	-1.5819096	5.62E-08	3.19E-07
TRINITY_DN107645_c0_g1_i1	ube2i	Chr09	22917092	22917092	6.428201841	-1.013694696	0.001389194	0.003523352
TRINITY_DN107693_c0_g1_i1	NA	NA	NA	NA	0.034698162	-2.337265315	0.000630159	0.001722573
TRINITY_DN107696_c0_g1_i4	NA	NA	NA	NA	5.796435419	-2.248876587	1.38E-17	2.64E-16
TRINITY_DN107727_c0_g1_i1	NA	NA	NA	NA	6.025938824	-2.33861706	2.07E-15	3.16E-14
TRINITY_DN107740_c0_g1_i1	NA	NA	NA	NA	5.438153899	-2.521128149	8.75E-21	2.21E-19
TRINITY_DN107748_c0_g3_i1	NA	NA	NA	NA	1.133053771	-5.369390281	6.60E-17	1.20E-15
TRINITY_DN107777_c0_g3_i1	ppp2r2d	Chr07	12973710	12973710	3.209854645	-1.572555001	0.000142654	0.000446671
TRINITY_DN107787_c0_g1_i1	cyp3a5	Chr06	73744779	73744779	6.416478001	-1.38345678	1.96E-07	1.02E-06
TRINITY_DN107852_c0_g1_i2	sirt3.1	Chr04	14651574	14651574	6.667218231	-1.052454094	2.38E-05	8.65E-05
TRINITY_DN107990_c0_g1_i1	NA	NA	NA	NA	5.920789231	-1.206767703	1.53E-06	6.87E-06
TRINITY_DN108052_c0_g1_i1	hap1	Chr10	1919847	1919847	2.011837599	-5.903093829	2.66E-08	1.59E-07
TRINITY_DN108208_c0_g1_i3	NA	NA	NA	NA	6.763403059	-7.907084367	3.02E-82	8.86E-80
TRINITY_DN108305_c0_g1_i1	NA	NA	NA	NA	0.436301099	-4.18340806	2.53E-10	2.05E-09
TRINITY_DN108305_c0_g2_i1	NA	NA	NA	NA	0.1162862	-2.315731865	0.002040701	0.004979258
TRINITY_DN108427_c0_g3_i5	NA	NA	NA	NA	6.587827832	-2.299274528	2.17E-12	2.33E-11
TRINITY_DN108429_c0_g1_i1	NA	NA	NA	NA	4.815292273	-1.099479237	0.004814734	0.010760886
TRINITY_DN108429_c0_g2_i1	NA	NA	NA	NA	5.94082865	-1.641254156	1.16E-09	8.60E-09
TRINITY_DN108434_c0_g2_i2	NA	NA	NA	NA	3.821039407	-3.168191234	1.97E-09	1.41E-08
TRINITY_DN108436_c0_g1_i2	NA	NA	NA	NA	7.230912246	-1.546252816	4.24E-09	2.87E-08
TRINITY_DN108450_c0_g1_i2	NA	NA	NA	NA	6.42563874	-1.185381359	0.000895018	0.002364632
TRINITY_DN108450_c0_g4_i1	lig4	Chr02	114361671	114361671	6.644280114	-1.085054759	0.001138046	0.002944977
TRINITY_DN108541_c0_g1_i1	NA	NA	NA	NA	6.229506298	-2.427446322	1.18E-23	3.84E-22
TRINITY_DN108556_c0_g1_i1	NA	NA	NA	NA	1.644070474	-1.235949738	0.008655535	0.018171308
TRINITY_DN108604_c0_g1_i1	NA	NA	NA	NA	3.05844425	-1.070368362	0.01118707	0.022806822
TRINITY_DN108668_c0_g1_i1	slc35c1	Chr04	5695930	5695930	2.459780475	-3.864104527	1.63E-12	1.79E-11
TRINITY_DN108683_c0_g1_i2	rusc2	scaffold_794	41026	41026	0.469649033	-1.903732333	0.002598005	0.006198286
TRINITY_DN108688_c0_g1_i1	NA	NA	NA	NA	3.504191059	-2.054246154	1.59E-07	8.43E-07
TRINITY_DN108703_c0_g8_i1	sh2d3c-like	Chr08	2323004	2323004	2.363462121	-1.063489245	0.02070038	0.039210796
TRINITY_DN108714_c0_g1_i1	LOC101734605	Chr03	82842692	82842692	1.056214515	-1.975472233	0.000224436	0.000676252
TRINITY_DN108717_c0_g1_i5	mapk8ip3	Chr09	16648701	16648701	2.5341617	-4.55535968	4.64E-16	7.69E-15
TRINITY_DN108717_c0_g3_i1	NA	NA	NA	NA	2.432445435	-1.089729241	0.00606196	0.013227375
TRINITY_DN108930_c0_g1_i3	NA	NA	NA	NA	3.547111327	-2.833300561	1.36E-07	7.24E-07
TRINITY_DN108932_c0_g1_i1	NA	NA	NA	NA	7.64378475	-1.480020018	3.24E-07	1.63E-06
TRINITY_DN108991_c0_g1_i1	NA	NA	NA	NA	0.947271442	-1.481746301	0.001282579	0.003276523
TRINITY_DN109047_c0_g1_i1	NA	NA	NA	NA	0.168204881	-2.185553331	1.46E-05	5.49E-05
TRINITY_DN109050_c0_g1_i1	NA	NA	NA	NA	2.228670162	-5.823206272	2.97E-16	5.03E-15
TRINITY_DN109077_c0_g1_i1	NA	NA	NA	NA	4.955161745	-2.112134938	2.79E-11	2.59E-10
TRINITY_DN109099_c0_g2_i2	NA	NA	NA	NA	2.723964149	-7.018575647	3.97E-28	1.75E-26
TRINITY_DN109253_c0_g1_i1	NA	NA	NA	NA	2.775968309	-5.838673841	3.09E-13	3.72E-12
TRINITY_DN109275_c0_g1_i1	NA	NA	NA	NA	7.902782099	-1.831547701	3.94E-13	4.68E-12
TRINITY_DN109288_c0_g1_i1	NA	NA	NA	NA	2.846169692	-2.001208825	1.08E-06	5.02E-06
TRINITY_DN109292_c0_g1_i1	NA	NA	NA	NA	0.767427217	-1.762652624	0.000651908	0.001774927
TRINITY_DN109302_c0_g2_i1	NA	NA	NA	NA	2.193134657	-4.039211726	4.55E-10	3.56E-09
TRINITY_DN109332_c0_g1_i1	xpc-like	Chr04	122474147	122474147	6.938417068	-1.700286398	2.10E-06	9.18E-06
TRINITY_DN109352_c0_g2_i1	rbm15b	Chr04	116944407	116944407	0.229800841	-1.350853957	0.021949583	0.041262476
TRINITY_DN109401_c0_g1_i1	LOC100125044	Chr08	26076960	26076960	0.310461752	-1.863926362	0.003309699	0.007700786
TRINITY_DN109430_c0_g1_i1	NA	NA	NA	NA	0.724269085	-3.165894705	0.000318745	0.000928935
TRINITY_DN109430_c0_g5_i1	NA	NA	NA	NA	5.648088733	-2.027842879	1.04E-13	1.31E-12
TRINITY_DN109440_c0_g1_i1	NA	NA	NA	NA	4.042812777	-1.964619316	8.99E-07	4.22E-06
TRINITY_DN109459_c0_g1_i1	LOC100487782	Chr01	90567902	90567902	5.710971201	-1.153171158	1.06E-05	4.08E-05
TRINITY_DN109541_c0_g2_i1	dis3l	Chr03	117066135	117066135	7.183685116	-1.506847776	0.000339513	0.00098248
TRINITY_DN109560_c0_g1_i1	NA	NA	NA	NA	6.174580935	-1.536025999	1.29E-08	8.10E-08
TRINITY_DN109586_c0_g1_i1	NA	NA	NA	NA	5.813411934	-1.313500979	7.16E-06	2.85E-05
TRINITY_DN109596_c0_g1_i1	NA	NA	NA	NA	6.611466196	-8.211740506	6.90E-76	1.71E-73
TRINITY_DN109615_c0_g1_i1	dnajb5-like	scaffold_138	303837	303837	0.882513178	-1.762510739	0.000678769	0.001839624
TRINITY_DN109617_c1_g2_i1	NA	NA	NA	NA	1.206954744	-1.523911175	0.007217387	0.015464361
TRINITY_DN109619_c0_g1_i1	NA	NA	NA	NA	3.865075938	-1.306456141	0.000618163	0.00169224
TRINITY_DN109646_c1_g1_i3	NA	NA	NA	NA	7.996742298	-2.382142529	6.69E-08	3.75E-07
TRINITY_DN109666_c0_g1_i1	mmp13	Chr02	158768110	158768110	7.877089338	-12.70137726	2.31E-115	2.61E-112
TRINITY_DN109667_c0_g1_i2	LOC100498256	Chr07	44337616	44337616	6.929251128	-1.486093548	9.12E-10	6.86E-09
TRINITY_DN109669_c1_g2_i1	lclat1	Chr05	3060827	3060827	8.394540413	-2.25723105	2.15E-11	2.04E-10
TRINITY_DN109713_c0_g1_i1	oplah	Chr06	135092103	135092103	3.205757938	-2.744222874	4.27E-06	1.77E-05
TRINITY_DN109721_c0_g2_i5	parvb	scaffold_220	183006	183006	1.63806515	-1.1020854	0.021211919	0.040065379
TRINITY_DN109790_c0_g1_i1	NA	NA	NA	NA	6.9261714	-1.915034426	1.96E-12	2.12E-11
TRINITY_DN109823_c0_g1_i2	NA	NA	NA	NA	1.341808114	-1.298568791	0.00513668	0.01140685
TRINITY_DN109864_c0_g1_i1	ggt1	Chr01	144154082	144154082	6.293427453	-1.069690161	0.000176638	0.000543651
TRINITY_DN109883_c0_g1_i1	atr	Chr05	116280008	116280008	3.050181404	-6.02006484	1.01E-26	4.15E-25
TRINITY_DN109901_c0_g1_i1	NA	NA	NA	NA	0.140023172	-1.187812938	0.021615925	0.040729581
TRINITY_DN109913_c0_g1_i1	NA	NA	NA	NA	3.829657383	-7.930868341	5.11E-44	4.91E-42
TRINITY_DN109913_c0_g2_i1	NA	NA	NA	NA	3.003155987	-10.97800037	1.24E-38	9.22E-37
