Tissue_specific_index	Tissue_name
TRINITY_DN126356_c1_g3_i1	4.04882464482735	Ovary.3
TRINITY_DN136578_c3_g3_i1	4.09173079306722	G43_M.2
TRINITY_DN72899_c0_g1_i1	2.88220717867342	Ovary.3
TRINITY_DN43882_c0_g1_i1	5.29362411327246	Brain.5
TRINITY_DN129347_c0_g6_i2	4.65822388859211	Brain.8
TRINITY_DN169041_c0_g1_i1	5.18730204431606	G27.5
TRINITY_DN106031_c0_g1_i1	3.32654980421421	G43_M.1
TRINITY_DN115163_c0_g1_i1	2.67496030902011	G27.3
TRINITY_DN125613_c5_g2_i2	2.77190891456208	G46_M.2
TRINITY_DN133680_c0_g2_i1	6.37760619603948	Ovary.4
TRINITY_DN120182_c0_g1_i4	2.21703643749991	Testis.2
TRINITY_DN125473_c4_g2_i1	3.84145227026537	Brain.8
TRINITY_DN200103_c0_g1_i1	6.22800020713049	G31.7
TRINITY_DN123330_c0_g1_i1	3.64334372945835	Ovary
TRINITY_DN113795_c0_g1_i4	1.26599661323122	Brain.5
TRINITY_DN87787_c0_g1_i1	6.5867786580624	G43_M
TRINITY_DN128975_c2_g1_i4	2.24400615116675	Ovary.3
TRINITY_DN136539_c9_g1_i2	3.80506436448602	Ovary.1
TRINITY_DN128408_c3_g6_i1	4.10571782151522	Brain.7
TRINITY_DN106096_c0_g1_i1	5.96181655336053	Ovary
TRINITY_DN127931_c1_g1_i5	3.05506443186136	Ovary.3
TRINITY_DN118561_c1_g1_i1	4.89513543843877	Ovary.1
TRINITY_DN102559_c0_g3_i1	4.92004722894487	Ovary
TRINITY_DN123863_c0_g1_i1	5.01957179059552	G46_M
TRINITY_DN135224_c9_g6_i1	3.18488573835141	G27.1
TRINITY_DN136458_c4_g3_i1	4.14551274159852	Brain.8
TRINITY_DN53268_c0_g1_i1	6.51704645334475	Brain.1
TRINITY_DN135322_c0_g2_i1	2.85673643559603	Brain.3
TRINITY_DN197055_c0_g1_i1	6.70266173606962	Brain.7
TRINITY_DN213402_c0_g1_i1	6.55431211244595	Ovary.1
TRINITY_DN115885_c0_g2_i1	5.92578903126666	Brain.8
TRINITY_DN121957_c0_g1_i4	4.32000724001479	Ovary.2
TRINITY_DN112444_c0_g1_i3	4.73091896710315	G23.4
TRINITY_DN132485_c2_g2_i9	3.18156514670089	G27
TRINITY_DN113630_c0_g1_i1	3.98105125485928	Testis.2
TRINITY_DN190696_c0_g1_i1	4.57771298889242	Brain.8
TRINITY_DN75107_c0_g1_i1	6.69733534241385	Ovary.4
TRINITY_DN131877_c0_g6_i1	3.68367973636605	Brain.8
TRINITY_DN159347_c0_g1_i1	4.17997479792598	Liver.1
TRINITY_DN127271_c1_g3_i7	2.55858455238139	G23
TRINITY_DN91229_c0_g2_i1	6.41885416788073	Liver.3
TRINITY_DN127075_c0_g2_i1	5.3583046552238	Testis.1
TRINITY_DN120931_c0_g1_i5	2.54048363052592	G43_M.2
TRINITY_DN124990_c0_g2_i1	5.14537526202921	Liver.8
TRINITY_DN110378_c0_g1_i1	5.27129768167732	G46_M.1
TRINITY_DN130109_c5_g4_i1	5.1152800656207	G46_M.2
TRINITY_DN128849_c0_g1_i1	3.8629176943254	Ovary
TRINITY_DN114256_c0_g1_i1	2.36708761450626	Ovary
TRINITY_DN111938_c0_g1_i1	2.10722031347852	G43_M.2
TRINITY_DN114600_c0_g1_i1	0.966946322036158	G43_M.1
TRINITY_DN90799_c0_g1_i1	3.62107845188868	G43_F.1
TRINITY_DN115547_c0_g2_i1	3.09357709796908	Brain.8
TRINITY_DN104964_c0_g2_i1	6.06327395939546	G46_F.1
TRINITY_DN119813_c0_g5_i1	5.01988609846056	Ovary.3
TRINITY_DN119539_c0_g2_i1	5.76353401251377	G43_F.2
TRINITY_DN127929_c0_g1_i1	3.3752731184796	Ovary.3
TRINITY_DN154119_c0_g1_i1	5.81413733397193	Ovary.4
TRINITY_DN102573_c0_g1_i1	4.97278888546225	Brain.8
TRINITY_DN141373_c0_g1_i1	6.53514754004729	Ovary
TRINITY_DN146443_c0_g1_i1	5.15644909679451	G46_M.1
TRINITY_DN132347_c2_g2_i1	2.51229002179531	Testis.1
TRINITY_DN136118_c3_g2_i3	2.48808234736481	Ovary.3
TRINITY_DN116326_c0_g1_i1	5.53385762541268	G27.5
TRINITY_DN135554_c4_g1_i1	5.02545112686397	Brain.7
TRINITY_DN125414_c1_g3_i6	3.61831659180085	Brain.1
TRINITY_DN125956_c0_g1_i1	1.95069937118587	Testis.2
TRINITY_DN95726_c0_g1_i1	5.02785030756476	Ovary.3
TRINITY_DN97518_c0_g1_i1	3.70463210131935	Brain.1
TRINITY_DN136377_c0_g1_i5	3.06724427336347	Brain.8
TRINITY_DN73297_c0_g2_i1	5.23614402721467	Brain.8
TRINITY_DN130368_c4_g4_i1	3.48536134955133	Ovary.3
TRINITY_DN127797_c4_g1_i1	3.54769466338427	G43_F.2
TRINITY_DN133690_c1_g1_i2	3.76024046830252	Brain.7
TRINITY_DN112840_c0_g1_i1	5.12955866168706	G43_F.1
TRINITY_DN128515_c0_g1_i7	2.22060296101526	Testis.3
TRINITY_DN83402_c0_g1_i1	4.64687075666489	G31
TRINITY_DN134984_c0_g1_i1	4.54060555084367	G27.1
TRINITY_DN69587_c0_g2_i1	5.83678966156859	Brain.1
TRINITY_DN133028_c0_g1_i1	4.88787589754791	Ovary.3
TRINITY_DN119379_c0_g1_i1	2.48511936606945	Testis.2
TRINITY_DN128976_c1_g1_i1	1.45157142788799	Testis.2
TRINITY_DN135551_c0_g2_i1	4.08683183583766	Brain.7
TRINITY_DN123426_c1_g4_i1	1.68080559348858	Ovary.3
TRINITY_DN128847_c0_g1_i11	2.55833694852931	Brain.8
TRINITY_DN135460_c2_g3_i2	4.64897817580412	Liver.5
TRINITY_DN130494_c1_g1_i1	5.80385552095698	Brain.2
TRINITY_DN98835_c0_g3_i1	3.49671510457034	Ovary
TRINITY_DN96847_c0_g1_i1	4.35308007319421	Brain.2
TRINITY_DN133003_c3_g1_i1	3.67332936217193	G43_M
TRINITY_DN114720_c1_g3_i1	4.9312195713458	Ovary.3
TRINITY_DN135455_c2_g9_i1	5.96234492936649	Brain.4
TRINITY_DN134318_c0_g3_i1	3.84652048974312	G23.1
TRINITY_DN130367_c5_g5_i2	3.59272207010334	Ovary.3
TRINITY_DN116635_c0_g1_i1	4.7954960869365	G27.4
TRINITY_DN121157_c4_g3_i1	6.32394384566985	Ovary.4
TRINITY_DN127727_c1_g2_i3	4.61988714001326	Ovary.1
TRINITY_DN130895_c0_g1_i1	3.69200328956697	Ovary.2
TRINITY_DN122149_c0_g2_i1	3.11008176103026	Brain.2
TRINITY_DN128113_c3_g1_i1	2.48021320004097	G43_F.2
TRINITY_DN132947_c0_g1_i4	3.6417885161271	Ovary.1
TRINITY_DN134257_c1_g9_i5	0.879447184381062	G43_F
TRINITY_DN110298_c0_g2_i1	1.57258569581801	G46_F
TRINITY_DN129504_c3_g4_i1	3.7074499828447	G43_F.1
TRINITY_DN125638_c0_g1_i3	2.47161618815583	Brain.3
TRINITY_DN119027_c0_g1_i5	5.71490080839686	G43_F
TRINITY_DN117235_c0_g3_i1	4.46640296386779	Ovary.3
TRINITY_DN132821_c9_g1_i1	3.41705408993	Ovary.3
TRINITY_DN133256_c3_g3_i1	3.5001212521158	Ovary.1
TRINITY_DN34093_c0_g1_i1	5.98815703505475	Brain.6
TRINITY_DN97690_c0_g5_i1	5.92627945963961	Ovary.2
TRINITY_DN131085_c9_g2_i1	2.50416657383578	Ovary.3
TRINITY_DN133682_c1_g1_i3	4.38132898570519	Ovary.3
TRINITY_DN102940_c0_g1_i1	5.04222677787	G43_M.1
TRINITY_DN109562_c0_g2_i1	4.93489069269666	Brain.8
TRINITY_DN123602_c3_g8_i2	3.15580569294243	Ovary.1
TRINITY_DN22029_c0_g1_i1	5.90116672154329	Brain.9
TRINITY_DN120342_c3_g4_i1	4.46164052191667	Testis.4
TRINITY_DN116764_c0_g1_i2	3.51000383969201	Ovary.3
TRINITY_DN134311_c3_g2_i1	4.05026526622509	Brain.8
TRINITY_DN126007_c1_g4_i4	3.81117419129638	Liver.6
TRINITY_DN119788_c0_g1_i2	1.08153758850535	Liver.3
TRINITY_DN22340_c0_g1_i1	5.84171259663484	Brain.7
TRINITY_DN135454_c0_g10_i2	2.3734854893676	Ovary.1
TRINITY_DN119400_c0_g1_i4	5.34938198432535	Brain.8
TRINITY_DN131118_c1_g1_i1	6.06792600398752	Brain.2
TRINITY_DN118108_c0_g2_i1	3.21183341908532	Ovary.4
TRINITY_DN215485_c0_g1_i1	5.11107549054749	Brain.1
TRINITY_DN129374_c0_g1_i1	5.844307651136	Brain.3
TRINITY_DN128414_c0_g1_i5	3.60320022091603	Liver
TRINITY_DN115491_c0_g3_i1	4.73530895988551	Ovary.3
TRINITY_DN23600_c0_g2_i1	5.14038601973585	Brain.7
TRINITY_DN129757_c0_g1_i1	3.79187196501617	Ovary.3
TRINITY_DN115664_c0_g1_i1	4.52828597105926	Brain.9
TRINITY_DN124580_c0_g5_i1	4.50442130158597	Ovary.1
TRINITY_DN376_c0_g1_i1	5.48143983414989	Liver.6
TRINITY_DN127046_c1_g11_i1	2.77041549693469	G46_M
TRINITY_DN122996_c0_g2_i1	5.28197077407082	Ovary.4
TRINITY_DN114451_c0_g1_i2	5.38355712112339	G43_F.2
TRINITY_DN120501_c0_g1_i2	1.92996807483148	Ovary.3
TRINITY_DN124655_c3_g4_i1	5.75990239559679	Liver.6
TRINITY_DN106408_c0_g1_i1	3.10952596629013	Brain.2
TRINITY_DN134539_c1_g2_i10	5.22672072919189	G46_M.2
TRINITY_DN134750_c8_g2_i1	1.97746348728954	Ovary.3
TRINITY_DN82541_c0_g1_i1	5.72884394642322	G46_M.1
TRINITY_DN217062_c0_g1_i1	5.05390174301165	Brain.8
TRINITY_DN114610_c0_g1_i1	6.02953292509495	G46_M.2
TRINITY_DN117721_c0_g1_i1	6.40060841634172	Brain.4
TRINITY_DN135049_c7_g1_i1	3.65389729277267	Brain.3
TRINITY_DN122139_c2_g2_i3	2.9455805685261	Testis.3
TRINITY_DN132176_c6_g7_i1	6.71115121479659	Ovary.3
TRINITY_DN133278_c0_g1_i1	4.06155965778754	Brain.8
TRINITY_DN131962_c1_g8_i4	3.23418627903044	G46_M.1
TRINITY_DN127692_c0_g1_i1	3.55109632872417	G43_F
TRINITY_DN75750_c0_g1_i1	6.07568041865381	Brain.3
TRINITY_DN133900_c0_g3_i1	5.34110162636071	Ovary.3
TRINITY_DN183163_c0_g1_i1	6.62766843218791	Ovary.3
TRINITY_DN114327_c0_g1_i1	3.09380398621401	Brain.8
TRINITY_DN111302_c0_g1_i1	4.80140736796406	G43_F
TRINITY_DN96955_c0_g1_i1	5.11143774347888	Ovary.3
TRINITY_DN132388_c0_g6_i3	3.11430089512083	Ovary.1
TRINITY_DN71975_c0_g2_i1	6.10498713150664	G31.2
TRINITY_DN130648_c3_g1_i1	2.9039129172123	G43_M.1
TRINITY_DN65712_c0_g2_i1	4.45257680047396	G43_M.2
TRINITY_DN138517_c0_g1_i1	5.13463543231258	Brain.8
TRINITY_DN128435_c3_g1_i1	2.69818726575298	Brain.8
TRINITY_DN175919_c0_g1_i1	5.18866231991835	Brain.8
TRINITY_DN127386_c0_g1_i14	2.78447131289889	Testis.1
TRINITY_DN118485_c0_g1_i3	4.52610998525713	Liver.6
TRINITY_DN131521_c0_g1_i1	4.05447798809651	Brain.9
TRINITY_DN107791_c0_g1_i1	6.52217183722197	Brain.3
TRINITY_DN124410_c0_g1_i1	3.85273364977837	G43_F.1
TRINITY_DN104645_c0_g2_i1	6.26987716931836	Brain.8
TRINITY_DN109468_c0_g1_i1	3.47612739995911	G43_F.2
TRINITY_DN85725_c0_g1_i1	6.28050866791962	G23.3
TRINITY_DN136319_c7_g1_i1	4.26142215217824	G43_F
TRINITY_DN136717_c7_g2_i2	2.89307090728172	Ovary.1
TRINITY_DN128830_c1_g2_i5	4.74089272653912	Brain.3
TRINITY_DN66703_c0_g1_i1	6.42104229995638	G46_M.2
TRINITY_DN130996_c0_g6_i1	4.47833905332639	Ovary.3
TRINITY_DN127557_c7_g3_i3	5.95049658005268	G46_F
TRINITY_DN154039_c0_g1_i1	4.21361921533695	Brain.8
TRINITY_DN92427_c0_g1_i2	3.80396422540432	G43_F.1
TRINITY_DN128674_c1_g3_i6	3.8091178110592	Testis.2
TRINITY_DN110698_c0_g1_i1	4.32245236270125	Brain.8
TRINITY_DN136252_c11_g2_i1	3.67211006733917	Brain.7
TRINITY_DN123519_c5_g9_i1	4.87496125374013	Brain.1
TRINITY_DN117322_c0_g1_i1	1.28004530233584	Brain.1
TRINITY_DN121960_c3_g2_i1	2.95372945402125	Brain.8
TRINITY_DN128891_c1_g1_i1	3.28486735053111	Ovary.4
TRINITY_DN92982_c0_g1_i1	4.06117525425464	G43_M.1
TRINITY_DN135829_c0_g1_i5	4.21248418145377	Ovary.3
TRINITY_DN109907_c0_g1_i1	1.9922294794573	Testis.2
TRINITY_DN122119_c0_g2_i1	5.53317574649809	G43_M.2
TRINITY_DN134342_c3_g1_i5	6.01079445713632	G31.1
TRINITY_DN108742_c0_g1_i1	2.6834088951079	Testis.2
TRINITY_DN134205_c3_g1_i1	6.33869353311033	G46_M
TRINITY_DN125397_c2_g2_i1	5.56742124303377	G43_M.2
TRINITY_DN68581_c0_g2_i1	6.79623245524792	G43_M.1
TRINITY_DN128184_c1_g1_i1	3.81296530073959	Brain.3
TRINITY_DN121057_c0_g2_i4	3.3549680968406	Brain.9
TRINITY_DN147824_c0_g1_i1	5.46063782271089	Testis.1
TRINITY_DN136457_c10_g1_i5	4.55580186011308	Brain.8
TRINITY_DN114914_c0_g1_i1	3.3933293405468	Brain.8
TRINITY_DN127184_c4_g1_i1	2.22549276190717	G43_M.2
TRINITY_DN42968_c0_g1_i1	2.22449247550217	Brain.5
TRINITY_DN135791_c2_g4_i3	3.65748244246129	Ovary.3
TRINITY_DN181977_c0_g1_i1	6.29631805601655	Ovary
TRINITY_DN132193_c0_g1_i6	5.00659687254166	Brain.8
TRINITY_DN127561_c5_g1_i1	2.6625658086179	Brain.8
TRINITY_DN165261_c0_g1_i1	6.6480108558816	Ovary.4
TRINITY_DN132077_c1_g3_i1	6.13045557819301	Testis.2
TRINITY_DN107071_c0_g1_i1	3.25578125441363	G43_M.1
TRINITY_DN131931_c3_g4_i1	3.44962802956321	Brain.4
TRINITY_DN105644_c1_g1_i1	5.67956586740586	G46_M.2
TRINITY_DN127913_c0_g1_i1	5.77168482133229	Brain.4
TRINITY_DN188190_c0_g1_i1	2.70554039982759	G43_F.1
TRINITY_DN126796_c0_g13_i2	2.9911542936285	Ovary.1
TRINITY_DN129107_c0_g2_i2	5.38426567951491	Brain.6
TRINITY_DN79653_c0_g2_i1	4.25204198504221	G31.7
TRINITY_DN120263_c0_g1_i1	5.65278053466524	G43_M.1
TRINITY_DN129434_c2_g2_i1	5.86675703387131	Brain.9
TRINITY_DN126902_c0_g6_i1	5.23515017209477	Testis.2
TRINITY_DN124520_c5_g1_i1	4.19231727299022	Brain.8
TRINITY_DN152712_c0_g1_i1	6.6552177446847	Ovary.2
TRINITY_DN132547_c1_g8_i2	3.61851557526172	Brain.3
TRINITY_DN122956_c3_g1_i1	3.66483214249344	Ovary.1
TRINITY_DN121239_c1_g1_i1	5.04868349940379	G27.3
TRINITY_DN117539_c0_g1_i1	3.97937881622732	G43_M
TRINITY_DN135869_c1_g3_i2	2.99798185741739	G46_M.2
TRINITY_DN155323_c0_g1_i1	6.35164634123448	Ovary.2
TRINITY_DN180681_c0_g1_i1	6.13507031480161	G23.1
TRINITY_DN124921_c5_g1_i1	6.60735529162994	Ovary
TRINITY_DN98734_c0_g1_i1	6.71196931560883	Ovary.3
TRINITY_DN175895_c0_g1_i1	3.46997294077709	Brain.8
TRINITY_DN82397_c0_g2_i1	6.46444610792143	Brain.4
TRINITY_DN135734_c2_g3_i1	6.07944079495447	Brain.8
TRINITY_DN129930_c1_g3_i2	2.10422380768482	Ovary
TRINITY_DN124502_c0_g2_i8	2.86915918324746	Ovary.3
TRINITY_DN102549_c0_g1_i1	6.18698717380338	Ovary.4
TRINITY_DN134421_c3_g3_i2	5.77400176404707	Brain.8
TRINITY_DN133692_c2_g4_i1	3.51757256800962	Ovary
TRINITY_DN121327_c0_g1_i1	3.89962441950187	G46_F.1
TRINITY_DN128653_c3_g3_i1	4.33414331036834	G43_F.2
TRINITY_DN115109_c2_g1_i1	3.43984069837773	G43_F.2
TRINITY_DN127877_c4_g5_i1	4.43869239109338	Brain.8
TRINITY_DN123553_c0_g1_i1	1.2846625874194	G43_M.2
TRINITY_DN133113_c0_g3_i1	3.57720810781237	Brain.8
TRINITY_DN113233_c0_g1_i1	6.25313090494082	G43_M.2
TRINITY_DN133890_c0_g2_i4	1.90833197268459	G23.2
TRINITY_DN128521_c1_g1_i4	2.34380093986558	Ovary.3
TRINITY_DN124585_c0_g1_i1	4.60413872136981	G46_M.2
TRINITY_DN128334_c1_g2_i2	3.11683966358972	G46_M.1
TRINITY_DN123379_c0_g1_i2	3.64423841960967	Ovary.2
TRINITY_DN119521_c1_g1_i5	3.98236406414573	Brain.5
TRINITY_DN131211_c4_g3_i2	2.96392125161664	Brain.3
TRINITY_DN113560_c0_g1_i1	5.26226882045151	G23.3
TRINITY_DN134756_c0_g1_i1	2.6193577692555	Liver.3
TRINITY_DN170004_c0_g1_i1	4.6279678187675	Liver.6
TRINITY_DN92316_c0_g1_i1	5.99311011136385	G46_M.2
TRINITY_DN117897_c2_g4_i3	2.11422125471822	Liver.7
TRINITY_DN117073_c0_g1_i1	2.1086157971495	Brain.1
TRINITY_DN151045_c0_g1_i1	5.11821300336652	Brain.8
TRINITY_DN134124_c0_g2_i1	5.49249410210697	Brain.1
TRINITY_DN109892_c0_g1_i1	3.55318748313217	G43_F
TRINITY_DN134606_c0_g3_i1	4.30025678045475	Ovary.1
TRINITY_DN127392_c3_g3_i5	3.75580609573445	Brain.3
TRINITY_DN133865_c5_g1_i1	4.11165607690949	G43_F.2
TRINITY_DN4687_c0_g1_i1	5.35994270136679	G46_M
TRINITY_DN133633_c2_g2_i1	6.61395162639266	Ovary.2
TRINITY_DN125281_c1_g3_i5	3.9564413869944	Brain.2
TRINITY_DN52781_c0_g2_i1	5.2902245491697	G31.4
TRINITY_DN67882_c0_g1_i1	4.75843188813717	Ovary.2
TRINITY_DN126582_c1_g1_i4	1.63564678101134	Liver.1
TRINITY_DN44076_c0_g2_i1	3.2283297219332	Ovary
TRINITY_DN86910_c0_g3_i1	6.52564330833783	G23
TRINITY_DN98183_c0_g1_i2	5.91958366847704	Ovary.3
TRINITY_DN125645_c0_g1_i6	3.09719266203204	Brain.3
TRINITY_DN130672_c2_g3_i5	2.79775735196991	G27
TRINITY_DN121229_c0_g1_i4	4.10953111495623	Liver.7
TRINITY_DN136418_c2_g4_i1	6.20891838736723	G46_M.1
TRINITY_DN123530_c0_g2_i3	3.95048709211197	Ovary
TRINITY_DN123398_c4_g2_i4	0.875949089589776	G23
TRINITY_DN128921_c0_g2_i1	3.97527327288239	Brain.7
TRINITY_DN129701_c1_g3_i2	2.61052951249415	G43_F.1
TRINITY_DN86323_c0_g1_i1	4.07409163350099	Brain.8
TRINITY_DN102279_c0_g2_i1	2.18797482765554	G27.1
TRINITY_DN130964_c0_g1_i5	3.14824572031529	Testis.2
TRINITY_DN93884_c0_g1_i1	6.50845966220462	Ovary.3
TRINITY_DN134428_c0_g1_i1	6.52987004687055	Liver.6
TRINITY_DN111534_c0_g1_i1	5.02761164146913	G31
TRINITY_DN131742_c0_g1_i1	4.75320293635114	G46_M.1
TRINITY_DN128130_c4_g11_i1	4.63429834875779	Brain.8
TRINITY_DN23766_c0_g1_i1	6.10203257422866	Brain.5
TRINITY_DN113584_c0_g2_i1	5.70325768002783	G27.3
TRINITY_DN49909_c0_g1_i1	5.62029857121471	Brain.3
TRINITY_DN4294_c0_g2_i1	6.40533126435981	Brain.2
TRINITY_DN116460_c1_g2_i1	4.45090873920383	Brain.8
TRINITY_DN128128_c0_g3_i1	2.53574292482298	Liver.6
TRINITY_DN130550_c0_g1_i3	5.96085663911197	G46_M.2
TRINITY_DN107794_c0_g1_i2	5.21711484665459	G31.6
TRINITY_DN181704_c0_g1_i1	5.87426841984694	G46_M
TRINITY_DN134724_c7_g3_i1	4.87402495163913	Brain.6
TRINITY_DN121948_c0_g1_i1	2.68024501203179	Ovary.2
TRINITY_DN117817_c0_g1_i1	0.980814948132143	G27.3
TRINITY_DN127631_c0_g1_i3	3.35112005643493	Ovary.1
TRINITY_DN126880_c2_g1_i1	2.84053889273433	Brain.3
TRINITY_DN126281_c6_g3_i1	6.20345348847208	Brain.8
TRINITY_DN208415_c0_g1_i1	5.72809621902254	Ovary
TRINITY_DN175719_c0_g1_i1	5.55789893806775	Ovary
TRINITY_DN131201_c5_g4_i1	5.77572142661188	Ovary.2
TRINITY_DN134150_c3_g6_i1	6.2360076069827	Brain.4
TRINITY_DN25345_c0_g2_i1	6.00338621572164	Ovary
TRINITY_DN117651_c0_g1_i7	4.64541621887027	Ovary.3
TRINITY_DN135455_c2_g3_i1	6.20793789814201	Brain.7
TRINITY_DN95739_c0_g1_i1	6.04854494666511	Brain.7
TRINITY_DN132278_c0_g1_i3	1.77611040463545	Ovary.2
TRINITY_DN120954_c1_g1_i1	4.65163397468753	Brain.9
TRINITY_DN132931_c0_g1_i1	6.25663130921956	Ovary.3
TRINITY_DN121564_c0_g1_i2	4.18120433791213	Ovary.4
TRINITY_DN128104_c1_g6_i1	4.27979263383881	Brain.8
TRINITY_DN99079_c1_g1_i3	5.90043156444968	G31
TRINITY_DN126940_c4_g3_i1	3.42620162927541	Ovary.1
