gid	gname	chr	start	end	logCPM	logFC.XY43.XX43	PV.XY43.XX43	FDR.XY43.XX43	Am1_434	Am2_433	Am2_434	Am4_434	Am4_435	Am5_433
TRINITY_DN105372_c0_g2_i1	mfap3l-like	Chr01	40665017	40665017	3.806146261	0.281123284	0.707109276	0.999875411	3.928667979	3.397938677	4.054634038	3.824749579	4.721035466	-0.04000587
TRINITY_DN105441_c0_g1_i1	grk4	Chr01	16126243	16126243	3.160870079	-0.628674775	0.260797166	0.999875411	1.888460859	3.959226592	3.291704127	2.928946202	2.527070956	3.488570031
TRINITY_DN105635_c0_g1_i1	mfsd12	Chr01	74074214	74074214	3.934361875	-0.715064865	0.121256931	0.999875411	3.216997959	4.002708843	3.498983311	3.824749579	4.125211063	4.553701688
TRINITY_DN106189_c0_g2_i1	pptc7	Chr01	154213561	154213561	2.91547688	0.252022173	0.647880491	0.999875411	2.671460745	2.243250183	3.594352982	2.615744473	3.436281574	2.354556235
TRINITY_DN106961_c0_g1_i1	btbd2	Chr01	83969265	83969265	4.631028952	-0.499167563	0.25207646	0.999875411	4.237261378	4.948560605	4.681655684	4.096262237	4.581548488	5.009887613
TRINITY_DN107111_c0_g1_i1	psat1	Chr01	120348962	120348962	1.963030682	0.10050509	0.872408036	0.999875411	2.163713098	1.793052661	2.453876818	1.089656827	2.600189048	0.808826584
TRINITY_DN107748_c0_g1_i1	LOC100486222	Chr01	35569041	35569041	3.480837966	-0.328529395	0.491305531	0.999875411	2.73708558	3.790853816	3.594352982	3.455345959	3.665556378	3.423893133
TRINITY_DN107750_c0_g1_i2	intu	Chr01	54888126	54888126	7.428745259	-0.751081863	0.309968131	0.999875411	8.19308797	7.886551781	5.676043888	5.377409771	6.531876269	8.3186324
TRINITY_DN107817_c0_g1_i1	rax	Chr01	188176311	188176311	1.463553204	0.309896861	0.605427698	0.999875411	1.288270751	0.672177273	1.06945001	2.203245852	1.663100377	1.408137077
TRINITY_DN107912_c0_g1_i1	LOC100488302-like	Chr01	31743645	31743645	0.428105004	0.121722073	0.862812089	0.999875411	1.024807916	-0.570589923	-0.694858071	0.638435121	0.587072501	0.774653353
TRINITY_DN108191_c0_g1_i1	LOC100494891	Chr01	142219253	142219253	4.025762658	-0.018999835	0.965366367	0.999875411	3.838108184	4.044918809	4.130842324	4.063756746	4.160558526	3.88674976
TRINITY_DN108331_c0_g1_i1	lppr3	Chr01	81892404	81892404	2.543484801	-0.109568656	0.836177576	0.999875411	2.521230336	2.458412388	2.428219072	2.513547585	2.148019003	3.041051796
TRINITY_DN108613_c0_g1_i1	fam53a	Chr01	13456936	13456936	0.892249303	0.026493257	0.96666807	0.999875411	0.286127334	0.934149425	0.829205304	1.39155646	1.322537618	0.131816393
TRINITY_DN108717_c0_g3_i1	marveld2	Chr01	167456191	167456191	0.701022657	0.377252016	0.55125397	0.999875411	0.286127334	0.700621494	1.216598829	0.954347186	0.767203592	-0.102149501
TRINITY_DN109068_c0_g1_i1	rmnd5a	Chr01	11449164	11449164	0.480989439	-0.215212137	0.730089941	0.999875411	0.70223694	0.387270961	0.220386392	0.136669582	0.343837403	0.937957864
TRINITY_DN109310_c0_g2_i2	fbxw8	Chr01	156166963	156166963	2.575044177	0.281100734	0.605223729	0.999875411	2.830244021	2.744550644	2.962870421	2.226926247	2.568148712	1.813562329
TRINITY_DN109394_c0_g1_i1	zcchc8	Chr01	153110233	153110233	5.616402243	-1.015083076	0.091179497	0.999875411	5.906816953	5.808386598	4.508829892	3.881803089	4.924540761	6.787401514
TRINITY_DN109577_c0_g1_i2	mast3-like	Chr01	85017763	85017763	2.690549289	-0.62633123	0.282955811	0.999875411	2.620205743	2.875069333	0.954322731	2.847269391	3.136499999	2.873567699
TRINITY_DN109817_c0_g1_i1	ctbp1	Chr01	14365424	14365424	2.842918909	0.24729904	0.616091544	0.999875411	3.078287667	2.515565421	2.772087598	3.01307178	2.778786718	2.832630253
TRINITY_DN109975_c0_g1_i1	kcnn1	Chr01	99413404	99413404	3.188221109	-0.324276504	0.499281758	0.999875411	2.792156314	3.177876178	3.319883599	2.884969353	3.320847714	3.50429615
TRINITY_DN110298_c0_g1_i1	ociad1	Chr01	29964939	29964939	2.231322192	0.070324848	0.897637457	0.999875411	1.931146348	1.639906971	2.410856843	2.403555638	2.27254049	2.538908045
TRINITY_DN110445_c1_g1_i3	rnf4	Chr01	11979280	11979280	4.618327011	-0.2333257	0.607271633	0.999875411	3.983778527	4.555697276	4.488283888	4.882082861	4.451472285	5.097164767
TRINITY_DN110831_c0_g1_i1	tet2	Chr01	63209689	63209689	0.187429376	0.118152858	0.865115278	0.999875411	0.766507058	0.834993217	-0.089732689	-0.137913027	-0.316541231	-0.544558394
TRINITY_DN110840_c0_g1_i1	Xetrov90001099m	Chr01	59453619	59453619	2.770275861	-0.677631875	0.295917626	0.999875411	2.424952176	1.216136887	1.660377136	2.862467798	3.108926532	3.829641255
TRINITY_DN110930_c0_g1_i1	dab2-like	Chr01	183607385	183607385	5.649889906	-0.374812761	0.491252643	0.999875411	6.33142437	5.243790877	4.755729578	4.564273639	6.269580615	5.781884753
TRINITY_DN111028_c0_g1_i1	fam172a	Chr01	171646628	171646628	2.51979108	-6.455165359	1.77E-08	9.31E-06	-3.216855271	4.557642338	-1.349524517	-3.826343306	3.136499999	0.509674746
TRINITY_DN111251_c0_g1_i1	cbr4	Chr01	40971260	40971260	0.628057077	0.336598298	0.611427941	0.999875411	0.490225094	0.200721639	0.663162745	1.11525992	1.160076975	-0.46075017
TRINITY_DN111318_c0_g1_i3	LOC101734044	Chr01	172561627	172561627	2.206890102	-0.568241284	0.287943668	0.999875411	2.026092821	2.824269835	1.826722795	1.838456847	2.27254049	2.195749646
TRINITY_DN111385_c0_g2_i1	smpd4	Chr01	144232941	144232941	3.084474493	0.780386337	0.173619722	0.999875411	2.910657294	2.153502519	3.388014364	3.820864575	3.471351534	1.690659327
TRINITY_DN111428_c0_g1_i1	cdkn2b	Chr01	108984313	108984313	1.993491851	-0.219180281	0.735262228	0.999875411	2.127463228	1.725448892	0.775953231	2.317942352	1.071427718	2.897583941
TRINITY_DN111530_c0_g1_i1	specc1l	Chr01	143988432	143988432	2.694039633	-0.459322095	0.405815362	0.999875411	2.845201946	3.152361118	2.419564076	1.942239337	2.092786204	3.21677984
TRINITY_DN111582_c0_g1_i1	letm1	Chr01	12657347	12657347	2.429727495	0.170079497	0.76248884	0.999875411	2.753035746	2.948064457	2.254178357	2.484371757	1.585196661	2.169688478
TRINITY_DN111861_c0_g1_i1	cpeb2-like	Chr01	17123704	17123704	0.937945522	-0.24395746	0.690477544	0.999875411	0.766507058	1.049217875	1.091412682	0.528392195	1.502844911	0.379296964
TRINITY_DN111910_c0_g1_i1	atxn2	Chr01	154471748	154471748	0.172614585	0.400385773	0.544173551	0.999875411	0.668995303	0.455622633	0.179960539	0.136669582	-0.65173164	-0.102149501
TRINITY_DN111942_c0_g2_i1	prdm8	Chr01	76503565	76503565	2.285021338	-0.613947956	0.302492394	0.999875411	2.444728684	3.089218419	0.954322731	2.078637092	2.047025105	2.319429379
TRINITY_DN111968_c1_g1_i1	c2cd4c	Chr01	86414425	86414425	2.258021229	0.679615864	0.324196911	0.999875411	1.799103333	2.336829752	3.324527126	2.039054479	2.330989821	-0.04000587
TRINITY_DN112005_c0_g1_i1	etnppl	Chr01	57862643	57862643	3.320740549	-0.077208744	0.885957171	0.999875411	3.650741898	2.837138385	2.575736902	3.414682487	2.792718018	4.063449495
TRINITY_DN112117_c1_g1_i4	nnt	Chr01	181902473	181902473	0.179658325	-0.134715195	0.849788201	0.999875411	-0.368402889	0.90999193	0.09554309	0.489763459	0.225573236	-1.057194444
TRINITY_DN112337_c1_g3_i1	pus1	Chr01	148124216	148124216	0.151146871	0.253665465	0.759953331	0.999875411	-0.762832149	-0.640225572	1.236446432	-0.639155036	1.001172385	-1.327162033
TRINITY_DN112353_c0_g1_i1	ugt8	Chr01	60230590	60230590	0.094359325	0.749764546	0.37988596	0.999875411	-1.064442243	-0.060547111	1.313214078	-0.021737764	0.343837403	-2.369475751
TRINITY_DN112773_c0_g1_i1	Xetrov90002881m	Chr01	143481864	143481864	7.891358009	-0.472787119	0.522805365	0.999875411	8.822253443	8.391154398	5.438613669	6.652959438	7.364420788	8.355043761
TRINITY_DN112928_c0_g1_i2	etfdh	Chr01	43724131	43724131	2.740562281	0.156021998	0.759810391	0.999875411	2.502481862	2.424707317	2.792341989	3.092560989	2.962552707	2.538908045
TRINITY_DN112953_c0_g1_i2	apc2	Chr01	80479519	80479519	2.693151468	-0.308453538	0.548012072	0.999875411	2.244913706	2.84352987	2.366514516	2.89977775	2.820183419	2.849144886
TRINITY_DN113233_c0_g2_i1	smtn	Chr01	131544498	131544498	6.027714028	-0.439933268	0.625623914	0.999875411	5.428289745	4.425420375	0.978094903	6.920462025	6.137987206	7.059891807
TRINITY_DN113341_c0_g1_i2	map3k1	Chr01	178057194	178057194	3.37672225	-0.520595751	0.280161357	0.999875411	3.234145737	3.712708311	3.09918762	2.936147093	3.046343509	3.937828245
TRINITY_DN113363_c0_g1_i1	fhdc1	Chr01	46032260	46032260	1.527235671	0.018565964	0.97418566	0.999875411	1.768043759	1.274067335	1.839756564	0.773207195	1.415506273	1.813562329
TRINITY_DN113396_c0_g1_i1	LOC100485616	Chr01	145759872	145759872	1.00049436	-0.523666824	0.425044909	0.999875411	1.453561528	0.957909062	0.220386392	0.085775495	0.679947559	1.813562329
TRINITY_DN113403_c0_g2_i2	tnks-like	Chr01	78868911	78868911	2.683542231	-0.213864914	0.738863904	0.999875411	2.966446941	2.309387661	1.196474362	2.957536594	1.874361954	3.59521449
TRINITY_DN113508_c0_g1_i1	hmgb2	Chr01	39547683	39547683	1.087935915	0.463413672	0.445513829	0.999875411	1.584123215	1.38338463	1.256024688	0.98244343	0.709623156	0.18482543
TRINITY_DN113566_c0_g1_i3	cxxc4	Chr01	63487626	63487626	0.680513326	0.427622653	0.55157301	0.999875411	1.076428423	-0.159326736	0.802824955	0.707394335	1.433402114	-0.939059465
TRINITY_DN113630_c0_g1_i1	ptprd	Chr01	113906640	113906640	0.470326777	-0.62588727	0.365367364	0.999875411	0.527795285	-0.379830767	0.051406729	-0.264269308	1.468541293	0.550640946
TRINITY_DN113894_c0_g1_i1	lpcat4	Chr01	130496211	130496211	5.252315892	-0.392770709	0.713709779	0.999875411	4.380192009	0.613549025	1.331784283	6.240260016	3.427379243	6.877202647
TRINITY_DN113924_c0_g1_i1	abce1	Chr01	49660265	49660265	5.140986776	-0.227637343	0.601496766	0.999875411	5.181037733	5.005245515	4.630072062	5.189828679	5.05308463	5.610846306
TRINITY_DN114051_c0_g1_i1	c1qtnf7	Chr01	17071229	17071229	1.002456621	0.525452264	0.363277356	0.999875411	1.309997789	0.583316548	1.176065198	1.213356922	0.709623156	0.874836511
TRINITY_DN114117_c0_g1_i3	chd1	Chr01	173594979	173594979	2.081322129	-1.3916335	0.059171711	0.999875411	1.65374625	0.278259145	0.335281554	1.43286769	2.518713164	3.509500325
TRINITY_DN114153_c0_g3_i1	s100z	Chr01	164876388	164876388	7.522872396	-0.5413362	0.68243295	0.999875411	5.765556967	2.77830389	-1.349524517	8.624609766	6.277032834	9.153955346
TRINITY_DN114278_c2_g1_i2	fbxo4	Chr01	182569616	182569616	1.776001672	-0.701100916	0.190519914	0.999875411	1.373282034	2.243250183	1.236446432	1.550145181	2.047025105	1.926812211
TRINITY_DN114531_c1_g1_i2	LOC100494506-like	Chr01	82847293	82847293	2.235042717	-0.123883208	0.824947643	0.999875411	1.619354684	1.882672537	2.583506304	2.154686091	2.743358297	2.116109825
TRINITY_DN114799_c0_g1_i1	dmrt1	Chr01	116443467	116443467	4.267689668	-0.376531364	0.386416157	0.999875411	4.106800193	4.41472929	4.068541255	4.027133924	4.249108431	4.639278608
TRINITY_DN114889_c0_g1_i2	ncln	Chr01	102251284	102251284	2.384349415	-0.033691516	0.952286926	0.999875411	2.36394211	2.194081116	1.488963289	2.914435691	2.592245427	2.388848109
TRINITY_DN114904_c0_g1_i7	snapc3	Chr01	111742968	111742968	2.981186629	-0.124179348	0.798176269	0.999875411	3.033280595	3.303735049	2.889556213	2.824167289	2.764719579	3.004658439
TRINITY_DN114938_c0_g1_i3	hspb8	Chr01	157247053	157247053	3.663536301	-0.429105782	0.360032882	0.999875411	3.558455885	4.131039797	3.543478288	3.167898289	3.38202446	3.968385324
TRINITY_DN114950_c0_g1_i1	smn2	Chr01	167230057	167230057	5.191991349	-0.487836163	0.255924682	0.999875411	4.701143006	5.273680671	4.670756259	5.316632984	5.443638124	5.517068422
TRINITY_DN114998_c0_g1_i3	hvcn1	Chr01	154285507	154285507	3.094076989	0.048428153	0.930881025	0.999875411	3.788670219	3.380462996	3.09918762	1.868878551	2.771770294	2.98984009
TRINITY_DN115003_c0_g1_i1	Sep-05	Chr01	145941070	145941070	1.323090004	-0.209980272	0.718198344	0.999875411	1.22105456	1.683311845	1.06945001	1.349027332	0.679947559	1.690659327
TRINITY_DN115214_c4_g2_i1	fgf5	Chr01	76571118	76571118	2.399883887	0.529407012	0.373034709	0.999875411	1.859285678	1.654520841	2.832017157	2.985571392	2.820183419	1.473508348
TRINITY_DN115257_c0_g1_i2	rab35	Chr01	142942379	142942379	0.406696076	0.61179152	0.438374838	0.999875411	-0.762832149	-0.958203299	1.275340808	0.805020981	1.071427718	-0.829870069
TRINITY_DN115282_c0_g1_i1	rfc1	Chr01	26473514	26473514	1.090717289	0.157953183	0.796923837	0.999875411	1.829508298	0.885423027	0.663162745	0.673326711	0.849481898	1.267775347
TRINITY_DN115288_c0_g1_i1	tmem144	Chr01	43946688	43946688	4.11390222	-0.372884358	0.430687175	0.999875411	3.900302605	4.850424243	4.040591454	3.797332257	3.603681301	4.135906648
TRINITY_DN115326_c3_g2_i1	elovl6	Chr01	58980391	58980391	0.372365115	-0.187932798	0.78691333	0.999875411	-0.004332937	0.75588086	0.475494076	0.323991957	0.952359807	-1.057194444
TRINITY_DN115381_c0_g1_i1	pde8b-like	Chr01	164709774	164709774	5.749552433	0.073034108	0.869359643	0.999875411	6.014120257	5.90551216	5.704823384	5.605675544	5.360729033	5.814838527
TRINITY_DN115410_c0_g1_i1	tjp3-like	Chr01	74416130	74416130	4.969977692	-0.166384143	0.730484779	0.999875411	5.247287349	4.909494252	3.837908656	5.183791342	4.814472983	5.366029497
TRINITY_DN115414_c0_g1_i1	dimt1	Chr01	176073443	176073443	6.194058647	-0.054956661	0.91361901	0.999875411	6.295798837	6.598524911	6.540323886	5.453402712	5.599376095	6.293427112
TRINITY_DN115448_c1_g1_i1	pstpip2	Chr01	193249262	193249262	1.095553905	0.46145117	0.476104707	0.999875411	2.026092821	1.196298021	0.855111925	0.60267872	1.04838733	0.076785102
TRINITY_DN115695_c0_g3_i3	nf2	Chr01	132339470	132339470	2.567711194	-0.158132119	0.774136207	0.999875411	2.151730727	2.702975891	1.975856007	3.079613221	2.27254049	2.889622866
TRINITY_DN115890_c0_g1_i2	LOC100485437	Chr01	67211793	67211793	1.588463243	-0.366073562	0.527435037	0.999875411	1.799103333	1.595155605	1.294401719	0.98244343	1.202439187	2.271222218
TRINITY_DN115911_c0_g1_i1	lrrc14b	Chr01	74050331	74050331	0.563484229	0.181541829	0.770196798	0.999875411	0.943739589	0.728515735	0.572377801	0.367254489	0.649648705	-0.102149501
TRINITY_DN115988_c0_g1_i1	sub1	Chr01	187102751	187102751	4.832124336	-0.326394278	0.436836578	0.999875411	4.590095606	4.998101478	4.715637115	4.671711599	4.73011342	5.192463305
TRINITY_DN116067_c0_g1_i1	tcn2	Chr01	157819690	157819690	1.988104257	-0.896218628	0.132847162	0.999875411	0.766507058	2.798183176	2.056224335	1.327283195	1.616864714	2.433338383
TRINITY_DN116139_c0_g1_i1	txnl1	Chr01	189343310	189343310	0.194966542	-0.506828774	0.487913634	0.999875411	0.148194744	0.613549025	0.540800654	-1.74114428	0.003983405	0.550640946
TRINITY_DN116278_c0_g1_i1	LOC100495146-like	Chr01	147162306	147162306	2.482997604	-0.911678253	0.123061463	0.999875411	1.902830141	2.252886058	2.056224335	1.927862578	2.070087085	3.689938671
TRINITY_DN116332_c0_g3_i1	LOC100493155	Chr01	144748531	144748531	2.366939449	1.032409446	0.084262903	0.999875411	2.55801181	2.458412388	3.049565752	2.711178419	0.587072501	1.690659327
TRINITY_DN116338_c0_g1_i1	ogfod2	Chr01	152771504	152771504	2.846922402	0.077415481	0.879585252	0.999875411	3.369632175	2.905934023	2.673614992	2.444529513	2.799633543	2.711410704
TRINITY_DN116393_c0_g1_i2	ctsv	Chr01	123183730	123183730	3.605551518	-0.563829859	0.256257056	0.999875411	3.526333706	3.622673073	3.157606506	3.180080716	3.211014699	4.4573507
TRINITY_DN116538_c1_g2_i1	myl2	Chr01	154883763	154883763	0.572998172	0.470786002	0.52708434	0.999875411	-0.956745815	0.200721639	1.256024688	1.165142032	0.976972529	-0.633537059
TRINITY_DN116580_c1_g2_i1	cep44	Chr01	39130121	39130121	0.240129372	0.698984953	0.292642154	0.999875411	0.099122361	0.118779013	1.134359742	0.085775495	-0.377636857	-0.167090915
TRINITY_DN116599_c0_g2_i1	sirt4	Chr01	144350512	144350512	7.550532549	0.125879616	0.850769518	0.999875411	8.51761152	7.50605927	5.394025095	7.479035805	7.254208193	7.668642165
TRINITY_DN116622_c0_g1_i1	psme1	Chr01	127231566	127231566	1.490460237	0.155135124	0.788821214	0.999875411	0.943739589	1.155782614	1.386102375	2.117162631	1.433402114	1.615422661
TRINITY_DN116662_c0_g1_i1	LOC100493056	Chr01	97780944	97780944	3.975314644	0.415440238	0.43902996	0.999875411	3.152319216	3.637461665	4.741910385	4.189602655	4.332536183	2.974867955
TRINITY_DN116753_c0_g1_i1	pxn	Chr01	143026286	143026286	2.545511679	0.410779214	0.50044409	0.999875411	2.332441462	3.023185146	3.333769581	2.273151928	2.211622788	1.192117424
TRINITY_DN116838_c0_g1_i1	fam175a	Chr01	123992821	123992821	2.289776722	0.11442223	0.830768708	0.999875411	2.530513991	2.407554817	1.939992919	2.494162738	1.925838354	2.319429379
TRINITY_DN116854_c0_g1_i3	exoc6b-like	Chr01	8355256	8355256	4.288772486	-0.327713007	0.463052335	0.999875411	4.131414795	4.596002834	4.250353793	3.950975438	3.983605058	4.658146296
TRINITY_DN116859_c0_g1_i1	helq-like	Chr01	91722512	91722512	2.12274364	0.82917669	0.157031197	0.999875411	3.140241439	1.806201417	1.615610949	2.261733621	1.779607161	1.339662537
TRINITY_DN116909_c0_g1_i3	gtf2h3	Chr01	152363125	152363125	2.055607113	0.843678681	0.146333361	0.999875411	2.163713098	2.057799266	2.812315956	2.154686091	1.647852539	0.739650977
TRINITY_DN116944_c0_g1_i1	cope	Chr01	100431498	100431498	5.009627729	-0.376349552	0.423196379	0.999875411	5.23314181	5.525981884	4.77790722	4.254407454	4.509565079	5.332653084
TRINITY_DN117049_c0_g3_i5	kank1	Chr01	116514172	116514172	0.95227829	0.991928194	0.414509663	0.999875411	-3.216855271	-0.321465578	1.91557914	1.913341109	1.616864714	-3.826343306
TRINITY_DN117082_c0_g2_i2	MGC107849	Chr01	145217604	145217604	4.638550739	-0.015906902	0.973510513	0.999875411	3.680237089	4.431797203	4.628195239	5.200333605	4.822983305	4.658146296
TRINITY_DN117085_c0_g2_i1	LOC101734664	Chr01	152353361	152353361	2.065050952	-0.489894882	0.401684212	0.999875411	2.256149516	2.578225623	1.865476079	1.03704584	1.552817843	2.518403089
TRINITY_DN117203_c0_g3_i1	ubxn6	Chr01	74902024	74902024	3.561761905	0.267163908	0.564969991	0.999875411	3.646478639	3.757396329	3.895217817	3.494894649	3.179549884	3.260649545
TRINITY_DN117214_c0_g1_i1	sall2	Chr01	129520618	129520618	0.933880121	0.209315106	0.731658953	0.999875411	0.915671887	0.583316548	0.633531352	1.43286769	0.521658532	1.267775347
TRINITY_DN117251_c1_g7_i1	vsig10	Chr01	156752619	156752619	4.23127248	-0.564195434	0.335856355	0.999875411	4.905838275	4.915573747	2.503862657	3.302145035	4.111381899	4.301068088
TRINITY_DN117253_c1_g2_i3	kank3	Chr01	82339047	82339047	4.415809584	0.06302408	0.890466107	0.999875411	4.503174055	4.594108842	4.853752777	3.789402072	4.301204355	4.230336454
TRINITY_DN117293_c0_g1_i1	bbs7	Chr01	57409675	57409675	4.383380891	-0.195602808	0.649551484	0.999875411	4.176464934	4.522223566	4.437745741	4.219420709	4.286510768	4.605654497
TRINITY_DN117430_c0_g1_i1	sec11c	Chr01	188226104	188226104	0.172872019	-0.678032879	0.352141703	0.999875411	-0.439129903	-0.713393598	-0.360798464	0.185829284	0.003983405	1.339662537
TRINITY_DN117433_c0_g1_i4	htt	Chr01	16029872	16029872	1.549489225	-0.411170421	0.484316328	0.999875411	1.174438399	1.625143553	1.813570201	0.836148331	2.23221582	1.139380586
TRINITY_DN117501_c0_g1_i1	metap1	Chr01	65478331	65478331	2.295324454	0.010064599	0.985890951	0.999875411	2.233589703	2.652907532	2.629264041	1.956474241	2.535380608	1.362850376
TRINITY_DN117521_c0_g1_i1	g3bp2	Chr01	70058310	70058310	2.907955273	-0.95589501	0.183971623	0.999875411	3.521685877	2.122301552	1.134359742	0.773207195	3.7248865	3.59521449
TRINITY_DN117550_c0_g1_i1	arap2	Chr01	24463234	24463234	6.879855159	0.085988339	0.886630639	0.999875411	7.35907599	6.233958981	5.396232418	7.299792083	6.753740778	7.318580345
TRINITY_DN117575_c0_g2_i1	rufy3	Chr01	69610566	69610566	1.950147783	0.24641774	0.692554257	0.999875411	2.256149516	1.176182538	1.113046015	2.494162738	1.243592908	2.588930537
TRINITY_DN117629_c0_g1_i1	tapt1	Chr01	16782031	16782031	2.774107834	-0.445654259	0.494721219	0.999875411	3.176175603	3.197968224	0.335281554	2.831909167	2.510306671	3.131589743
TRINITY_DN117707_c0_g1_i1	setd1b	Chr01	153526852	153526852	6.107074406	-0.302663903	0.534453799	0.999875411	5.513859472	6.108219196	5.695891308	6.454124007	5.984097078	6.586601768
TRINITY_DN117732_c0_g2_i1	pcsk4	Chr01	80419484	80419484	0.731036558	2.079584567	0.087075047	0.999875411	1.150553029	0.455622633	-3.826343306	2.50388772	-2.866853778	-0.939059465
TRINITY_DN117817_c0_g1_i1	car15	Chr01	144942381	144942381	6.404324779	-0.417636533	0.375789914	0.999875411	6.213172621	6.492707412	6.167120263	6.161038894	6.634553788	6.660980281
TRINITY_DN117822_c0_g1_i1	bcr	Chr01	143946646	143946646	0.454676583	-0.559580087	0.424467386	0.999875411	0.564411868	0.315519182	0.475494076	-1.030136683	0.140976241	1.339662537
TRINITY_DN117864_c0_g1_i1	prss12-like	Chr01	60992714	60992714	4.22506625	0.305779235	0.514069271	0.999875411	4.100580359	4.06146297	4.697851963	4.239932614	4.503224641	3.434875982
TRINITY_DN117988_c0_g1_i1	LOC100494841-like	Chr01	161269104	161269104	4.171356885	-0.042224838	0.932678108	0.999875411	4.788859467	4.270389484	3.167978572	4.057166828	4.388650391	3.866612384
TRINITY_DN117998_c0_g1_i1	arl14epl-like	Chr01	163243296	163243296	0.123529423	-0.86929964	0.192520007	0.999875411	-0.004332937	0.700621494	-0.246192133	-0.922018636	0.051107929	0.590475934
TRINITY_DN117998_c2_g1_i1	tmem171	Chr01	166721771	166721771	3.519166106	0.127313112	0.834189658	0.999875411	2.394769625	3.083829628	2.883275144	4.540847043	4.114158357	2.824301499
TRINITY_DN117998_c2_g2_i2	dnajc21	Chr01	185980774	185980774	2.767769452	-0.11082207	0.845267264	0.999875411	2.052110964	2.363759584	2.111007193	3.48510865	3.120019238	2.881617616
TRINITY_DN118027_c0_g2_i3	Xetrov90000594m	Chr01	27050817	27050817	0.817514158	0.392406117	0.605150567	0.999875411	0.099122361	0.160332023	-0.30235757	2.039054479	-0.044732534	1.339662537
TRINITY_DN118062_c0_g1_i1	tbc1d14-like	Chr01	20379605	20379605	0.456557636	0.098402139	0.879720409	0.999875411	0.099122361	-0.060547111	0.179960539	1.03704584	0.266081413	0.874836511
TRINITY_DN118083_c0_g1_i1	tm6sf2	Chr01	101904360	101904360	2.407839695	-0.167802998	0.76080558	0.999875411	2.052110964	2.16375467	1.890745101	2.839609721	2.377951423	2.8409112
TRINITY_DN118251_c0_g1_i4	fastkd5	Chr01	6365286	6365286	3.605995999	0.132091098	0.787425055	0.999875411	3.849280313	4.069664444	3.841152931	3.239495963	3.266976159	3.076549639
TRINITY_DN118406_c0_g1_i2	ccdc64	Chr01	142899975	142899975	6.909702178	-0.072593275	0.88701648	0.999875411	6.967074247	6.916458697	6.425602857	7.135128213	6.797580178	7.105713245
