gid	gname	chr	start	end	logCPM	logFC.XYbrain.XXrain	PV.XYbrain.XXrain	FDR.XYbrain.XXrain
TRINITY_DN129658_c2_g4_i1	tmed4	Chr03	107880347	107880347	4.71833630797527	0.972258804318902	1.98709479788233e-05	0.00606520716755923
TRINITY_DN132642_c5_g2_i1	znf703	Chr03	114950704	114950704	0.32651936692169	7.92417635423385	1.83537623211322e-11	5.41537953819629e-08
TRINITY_DN132765_c1_g1_i7	lrrc8c	Chr04	95532979	95532979	1.56098540226169	3.34202376600046	4.75024532096104e-05	0.0111630765042585
TRINITY_DN122660_c2_g2_i4	myl12b	Chr06	91881117	91881117	5.44084281049255	0.924277877326639	1.48631791027058e-05	0.0048202300122957
TRINITY_DN135864_c0_g11_i1	LOC100489188	Chr09	55654910	55654910	3.49861509995237	8.0542939134509	1.44830442809982e-55	3.84597240881906e-51
TRINITY_DN125115_c2_g1_i1	NA	NA	NA	NA	4.00738562689927	3.1649483136024	4.25909607364974e-05	0.0106698392675254
TRINITY_DN114504_c0_g2_i2	NA	NA	NA	NA	1.78972192250851	1.86774696007208	0.000282092065157353	0.0480031526571265
TRINITY_DN105267_c0_g2_i2	NA	NA	NA	NA	2.52504962365578	1.30416748788166	8.22379721507491e-06	0.00319705979017103
TRINITY_DN98734_c0_g1_i1	NA	NA	NA	NA	2.36976206438883	-5.4555945584874	9.33193561452614e-06	0.00339465137320194
TRINITY_DN38445_c0_g1_i1	NA	NA	NA	NA	1.58038183341939	4.4627162924194	5.98595850532407e-07	0.000384648066558794
TRINITY_DN134769_c2_g1_i4	NA	NA	NA	NA	4.34694293061423	-5.37443904830429	2.58456978739998e-09	5.27948082341589e-06
TRINITY_DN132104_c0_g2_i3	NA	NA	NA	NA	2.72759329565098	2.34071268017929	0.000125089873168962	0.0246056413481615
TRINITY_DN135618_c2_g1_i1	NA	NA	NA	NA	6.0497912300492	1.10878878170487	1.0552030775604e-05	0.00365144232021205
TRINITY_DN90720_c0_g1_i1	NA	NA	NA	NA	2.44469336359501	-4.65168099562191	1.53709049629882e-06	0.000800341924102258
TRINITY_DN87722_c1_g1_i1	NA	NA	NA	NA	1.82898840793938	-5.57703338898131	3.27668886507554e-08	4.83402626733783e-05
TRINITY_DN131925_c1_g2_i3	NA	NA	NA	NA	3.130557008731	1.92925784154266	0.000229624405131063	0.0409240005252039
TRINITY_DN127055_c1_g7_i1	NA	NA	NA	NA	3.77324221662701	1.85676422152399	0.000106203076719158	0.0216940207867479
TRINITY_DN133064_c1_g2_i1	NA	NA	NA	NA	0.32328660142461	7.87906565468908	8.31611182163663e-08	0.000100379249737982
TRINITY_DN177856_c0_g1_i1	NA	NA	NA	NA	0.89928301782242	-8.57759859578402	2.8639323975976e-13	1.26752874697007e-09
TRINITY_DN125892_c0_g1_i1	NA	NA	NA	NA	1.89164088989699	2.36868919655742	5.65832241988279e-05	0.012953168263792
TRINITY_DN139125_c0_g1_i1	NA	NA	NA	NA	0.148883040019893	-3.37463162534966	1.59198266108172e-05	0.00503274994821728
TRINITY_DN87264_c0_g1_i1	NA	NA	NA	NA	0.773322147981128	-4.73829475237901	1.50556974550826e-05	0.0048202300122957
TRINITY_DN83284_c0_g2_i1	NA	NA	NA	NA	0.095372807529887	-5.61363137034325	2.57683306386422e-09	5.27948082341589e-06
TRINITY_DN127888_c0_g2_i1	NA	NA	NA	NA	0.96677400350444	3.56412889845329	7.66040724663464e-07	0.000452049143187517
TRINITY_DN123754_c0_g1_i2	NA	NA	NA	NA	2.91199896096188	1.26190285221846	1.10555972594222e-05	0.00376386391312766
TRINITY_DN113301_c1_g1_i1	NA	NA	NA	NA	6.67108300699266	1.09394576233385	7.56334933834696e-05	0.0164626837442462
TRINITY_DN20122_c0_g1_i1	NA	NA	NA	NA	1.47119941896296	6.34109289587126	1.35094819848304e-08	2.24215183816983e-05
TRINITY_DN108200_c0_g1_i1	NA	NA	NA	NA	0.413545291864981	-4.13610405216501	0.000280640579549072	0.0480031526571265
TRINITY_DN134318_c0_g3_i1	rab3a	Chr01	84848892	84848892	3.12587199011032	0.84618154873318	0.000296666981043994	0.0492374480101454
TRINITY_DN129262_c0_g1_i1	pcsk5	Chr01	119429662	119429662	5.97287781759919	-0.957571367943958	7.31304265785064e-07	0.000441358744952781
TRINITY_DN134235_c0_g1_i1	hlcs-like	Chr02	8640763	8640763	2.02171881948573	2.55968871995048	6.19008996673451e-05	0.0139303253446301
TRINITY_DN127989_c2_g1_i1	samsn1	Chr02	22431665	22431665	0.761116907587193	-4.59874813569838	1.45659875243237e-07	0.000124774128615618
TRINITY_DN115328_c0_g1_i1	nfyc	Chr02	83728547	83728547	4.7270491828105	1.08962723618439	0.00013785938504545	0.0265176464773175
TRINITY_DN131251_c3_g6_i1	eif5b-like	Chr02	109082024	109082024	1.96533713376263	-4.86971848165142	5.53424212578348e-05	0.0127792869261026
TRINITY_DN106700_c0_g1_i1	mdh1	Chr05	28656970	28656970	1.00027175162991	-5.45027273995648	1.01896488271818e-06	0.000575715158735771
TRINITY_DN115904_c0_g3_i2	vsx1	Chr05	49372262	49372262	7.16673595100258	1.03431080786901	0.000103847390066231	0.0214544584024349
TRINITY_DN115861_c0_g1_i2	LOC101731073	Chr07	95710986	95710986	4.00011214883206	-1.36246871936448	9.78586249026892e-06	0.00346484771238788
TRINITY_DN106368_c0_g2_i1	trmt12-like	Chr08	17532617	17532617	4.47082948487836	0.908564456717348	5.52393108254005e-06	0.00232838079201351
TRINITY_DN90220_c0_g1_i1	nrm	Chr08	52369033	52369033	3.24070675523352	-4.96820491531822	1.73016489898414e-06	0.000883548632548534
TRINITY_DN123024_c0_g1_i1	LOC100496861	Chr08	57578898	57578898	2.4164902244286	-4.54884829989435	0.000196738086481589	0.0357834238802643
TRINITY_DN95196_c0_g3_i1	NA	NA	NA	NA	1.12485203053778	-4.52558923835065	3.78485732596806e-06	0.00167511477151803
TRINITY_DN110034_c0_g2_i1	NA	NA	NA	NA	0.262974039965404	-2.23323827770308	0.00023993965127608	0.042477316264242
TRINITY_DN134524_c3_g3_i1	NA	NA	NA	NA	4.22732321914172	3.93472523170357	2.77451671608204e-05	0.00792282657657129
TRINITY_DN123398_c4_g3_i2	NA	NA	NA	NA	1.83643791371071	-5.24004196242934	2.90228548985388e-05	0.00811265170348104
TRINITY_DN173093_c0_g1_i1	NA	NA	NA	NA	1.93509264103886	3.79795220143976	1.0587876432172e-05	0.00365144232021205
TRINITY_DN91309_c0_g1_i2	NA	NA	NA	NA	0.486422699043689	2.21137577566892	0.00011242933081287	0.0226178854525436
TRINITY_DN135896_c2_g3_i1	NA	NA	NA	NA	10.896448930901	4.5825998647315	1.13048619840106e-05	0.00380000772133419
TRINITY_DN129581_c0_g1_i5	NA	NA	NA	NA	4.23026082790492	-1.01034426318779	5.02545728073775e-07	0.000342182097666644
TRINITY_DN26128_c0_g1_i1	NA	NA	NA	NA	2.10827450744005	-5.5739552793583	1.43472363025789e-07	0.000124774128615618
TRINITY_DN120797_c1_g2_i1	NA	NA	NA	NA	0.26736405621996	-5.31016603231016	1.1991452357974e-06	0.000644537190244909
TRINITY_DN25753_c0_g2_i1	NA	NA	NA	NA	3.52219727821154	-1.3269580929832	2.53989498412864e-05	0.00757830464084675
TRINITY_DN117646_c0_g2_i1	NA	NA	NA	NA	2.0626327082725	1.83269384203519	8.16853244911479e-05	0.0176353966818084
TRINITY_DN123054_c2_g2_i2	NA	NA	NA	NA	2.2047810932459	1.29097297308807	4.03018097205598e-05	0.0102905245877833
TRINITY_DN209985_c0_g1_i1	NA	NA	NA	NA	1.42688985871337	2.85194685644041	6.39532295570181e-13	2.42611144412374e-09
TRINITY_DN117446_c0_g1_i2	NA	NA	NA	NA	1.60529223282634	1.96979141713391	7.60363033252069e-06	0.00301364781313562
TRINITY_DN114180_c0_g1_i1	NA	NA	NA	NA	2.22618886815291	-1.21562826957173	0.000144285132024882	0.0271736998646861
TRINITY_DN132560_c1_g7_i1	NA	NA	NA	NA	0.10333790298114	3.95296064169224	0.000137157260835313	0.0265176464773175
TRINITY_DN131144_c0_g8_i1	NA	NA	NA	NA	0.87173944917481	1.82236904582167	6.47961549707594e-05	0.0144593436575506
TRINITY_DN126126_c1_g3_i1	NA	NA	NA	NA	2.0102121019943	-5.61408834038501	3.33297698627259e-07	0.00024066216738896
TRINITY_DN114651_c0_g1_i3	NA	NA	NA	NA	4.30622518114782	-1.14899415905571	3.75367594710619e-08	5.24625604081078e-05
TRINITY_DN122118_c0_g1_i1	NA	NA	NA	NA	7.82257594143084	1.59723512520755	3.89989575432289e-05	0.0101531109564749
TRINITY_DN110989_c1_g2_i1	NA	NA	NA	NA	1.13345188442269	3.76496536352564	1.21358913621711e-06	0.000644537190244909
TRINITY_DN130680_c2_g1_i1	NA	NA	NA	NA	1.74139423630243	-3.03545485821083	0.0001121010569071	0.0226178854525436
TRINITY_DN132667_c0_g6_i1	NA	NA	NA	NA	3.54880003328165	-1.15449061050238	7.11314147578998e-05	0.0156107001561655
TRINITY_DN133888_c1_g5_i1	NA	NA	NA	NA	2.36316468660278	-4.77498805471596	3.20082222520338e-05	0.00876087113391069
TRINITY_DN127522_c0_g1_i1	NA	NA	NA	NA	4.23188443883385	-1.10414815661593	1.17204948806937e-07	0.000113656144509482
TRINITY_DN131753_c0_g4_i1	NA	NA	NA	NA	2.25409733792933	3.4083138132014	2.20616032628199e-05	0.00665733948459299
TRINITY_DN126027_c5_g2_i1	ccdc92	Chr01	152187591	152187591	1.27957586259226	-4.88094963136391	3.52848633730003e-06	0.00158811787605089
TRINITY_DN130067_c1_g1_i1	shf	Chr03	86229697	86229697	2.99093171071199	-2.29533528439222	1.14818210929252e-06	0.000635207831505476
TRINITY_DN100360_c0_g1_i1	mphosph6	Chr04	66339509	66339509	2.22709752714836	-4.79351047460482	8.53316726924772e-05	0.0179839886376883
TRINITY_DN126288_c0_g1_i3	rdh10	Chr06	106259393	106259393	0.621453489680653	-1.91148810275092	3.9990478215331e-05	0.0102905245877833
TRINITY_DN135966_c1_g1_i10	pak3	Chr08	30378107	30378107	5.2275976939213	0.718413301497774	8.48029907212427e-05	0.0179839886376883
TRINITY_DN86341_c0_g2_i1	mreg	Chr09	53806422	53806422	1.49827317269023	9.17268585971253	1.18661746908394e-28	1.5755313445762e-24
TRINITY_DN117550_c0_g1_i1	NA	NA	NA	NA	4.67044303851804	1.01454826078149	0.000138690176634284	0.0265176464773175
TRINITY_DN93345_c0_g1_i1	NA	NA	NA	NA	1.99248123298669	-4.69123526665195	0.000138804476006294	0.0265176464773175
TRINITY_DN125999_c6_g3_i1	NA	NA	NA	NA	0.545563650738075	-5.62399233354686	1.19840785022237e-07	0.000113656144509482
TRINITY_DN132123_c0_g1_i2	NA	NA	NA	NA	4.1299712371291	1.03269970543967	3.43621401348792e-05	0.00921703667961331
TRINITY_DN109305_c0_g2_i2	NA	NA	NA	NA	2.82596225294303	3.28503585989721	4.74979152016709e-05	0.0111630765042585
TRINITY_DN129474_c1_g1_i2	NA	NA	NA	NA	4.00416801644302	-0.866085900330489	2.64496717694269e-05	0.00780412259819036
TRINITY_DN22653_c0_g1_i1	NA	NA	NA	NA	0.566319069816139	-5.28593836456621	2.45519767313517e-07	0.000191758159441484
TRINITY_DN126719_c0_g1_i3	NA	NA	NA	NA	4.18998590846678	5.45971542366247	8.33041415042405e-10	2.21214147764511e-06
TRINITY_DN120105_c0_g1_i1	NA	NA	NA	NA	4.43653643522979	-0.687678832091287	0.000259377271916415	0.0447257367255871
TRINITY_DN131144_c0_g4_i3	NA	NA	NA	NA	0.898108994052378	2.41430365613083	6.80910492731987e-05	0.0150679817787483
TRINITY_DN120979_c0_g1_i3	NA	NA	NA	NA	8.13847464606793	1.50754518323562	4.18874480377667e-06	0.00179406642361757
TRINITY_DN131220_c7_g1_i1	NA	NA	NA	NA	6.08834423930211	1.14525737371872	0.000246860224963685	0.0434130680391435
TRINITY_DN123918_c0_g2_i1	NA	NA	NA	NA	3.64253475834327	2.56855379642839	2.77488359178345e-05	0.00792282657657129
TRINITY_DN122389_c1_g3_i1	NA	NA	NA	NA	2.77333507220133	-1.75121921746549	9.58416593896469e-06	0.00343929089877307
TRINITY_DN128095_c4_g3_i3	NA	NA	NA	NA	3.23707641860259	2.11444686384403	4.73938277446349e-05	0.0111630765042585
TRINITY_DN123558_c0_g1_i1	NA	NA	NA	NA	4.28148708307273	1.30149814278171	0.000295912648718747	0.0492374480101454
TRINITY_DN91825_c0_g1_i1	NA	NA	NA	NA	2.37667107932903	-4.60547409247633	6.14877300598979e-07	0.000384648066558794
TRINITY_DN134062_c1_g1_i3	NA	NA	NA	NA	2.23669566254005	3.99220566683686	9.51322482767178e-05	0.0198916287636869
TRINITY_DN136506_c0_g1_i1	NA	NA	NA	NA	0.055919858261291	2.75855691954375	0.000207140291773683	0.0374191186942187
TRINITY_DN132431_c2_g3_i1	NA	NA	NA	NA	1.01454329443114	-2.92422658930191	0.00025551345236952	0.0443474492004744
TRINITY_DN129733_c3_g5_i1	NA	NA	NA	NA	1.09417483737259	2.10110306739801	6.5697643298985e-08	8.72300458902273e-05
TRINITY_DN60182_c0_g2_i1	NA	NA	NA	NA	0.662883113433082	-8.31257986299799	7.15825467699969e-12	2.37609316184658e-08
TRINITY_DN98620_c0_g2_i1	NA	NA	NA	NA	4.96611506625003	-4.98551234924122	9.30761764876875e-07	0.000537312579702291
TRINITY_DN106674_c0_g1_i1	NA	NA	NA	NA	3.80581245631556	-4.98707723988863	9.11466408771792e-08	0.000100849960353896
TRINITY_DN121505_c1_g3_i1	NA	NA	NA	NA	2.55359798579292	1.51175212670386	0.000114937181381962	0.0229485477563759
TRINITY_DN120963_c0_g1_i2	NA	NA	NA	NA	2.07003827138142	3.60248691071478	2.69738767368287e-06	0.00132646536434535
TRINITY_DN128884_c3_g1_i1	pcsk4	Chr01	80419484	80419484	3.76737494911743	1.39771339027568	8.29287509180384e-05	0.0177594595211976
TRINITY_DN100108_c0_g1_i1	LOC100485641	Chr02	135882898	135882898	4.29217000393506	-5.15880273021139	1.5066055018661e-05	0.0048202300122957
TRINITY_DN113348_c0_g3_i1	wdfy2	Chr02	147090182	147090182	0.565283230788207	6.75772549672082	1.37266040317173e-20	9.1127492515563e-17
TRINITY_DN127631_c8_g3_i1	ctu2	Chr04	60737862	60737862	3.88894474769217	-4.61307009397688	0.000104222373711697	0.0214544584024349
TRINITY_DN122048_c0_g1_i1	NA	NA	NA	NA	3.40843999813416	-5.12887724509418	3.13207233343864e-06	0.00145916106692041
TRINITY_DN136241_c3_g1_i3	NA	NA	NA	NA	2.75556828821632	1.42130481380742	2.66261623113175e-07	0.000202016497193439
TRINITY_DN49280_c0_g1_i1	NA	NA	NA	NA	0.168461804141145	-4.59113835588462	8.30717851710794e-06	0.00319705979017103
TRINITY_DN125191_c6_g2_i1	NA	NA	NA	NA	3.58116755573149	-3.08976850009379	1.00467130968826e-07	0.000106716186515087
TRINITY_DN133748_c2_g1_i1	NA	NA	NA	NA	1.15316484577235	-4.34077063887124	0.00014889439699223	0.0278443007896384
TRINITY_DN130164_c2_g10_i1	NA	NA	NA	NA	1.99223466874711	-1.18959068775594	0.000212334889978453	0.0380983311039041
TRINITY_DN131154_c3_g9_i2	NA	NA	NA	NA	3.39102406053563	1.02352674029641	0.000253420201959149	0.0442735096251659
TRINITY_DN127864_c2_g3_i1	NA	NA	NA	NA	3.39340177328288	-3.96104622113042	2.55022691630682e-06	0.00127775992004769
TRINITY_DN130300_c0_g1_i3	NA	NA	NA	NA	3.19242769094609	3.07542687922336	0.00015050864080587	0.0279493493468524
TRINITY_DN122261_c0_g1_i1	NA	NA	NA	NA	1.95873106418251	3.06524828128084	3.88076354881448e-05	0.0101531109564749
TRINITY_DN135666_c0_g3_i1	NA	NA	NA	NA	4.81134877778558	0.767251058457194	0.00028380700309429	0.0480031526571265
TRINITY_DN134497_c1_g3_i1	NA	NA	NA	NA	1.09228179968627	-5.84666798172736	1.92473911608918e-07	0.000154883173417418
