gid	gname	chr	start	end	logCPM	logFC.XY46.SR46	PV.XY46.SR46	FDR.XY46.SR46	Am2_463	Am4_461	Am5_461	Am6_462	average	ward.D
TRINITY_DN113301_c1_g1_i1	cyth2	Chr10	15271968	15271968	6.42481339137778	2.33467342911328	1.20200665780691e-05	0.00378185197297941	6.8070064971833	6.92489974593284	4.41707893621063	6.47444260193326	1	1
TRINITY_DN113348_c0_g3_i1	NA	NA	NA	NA	0.526287936060514	8.54061252680312	1.98803231985276e-08	1.43495003416196e-05	1.05886641792187	0.889701934847597	-3.65094566624525	0.895467271872881	1	1
TRINITY_DN113704_c0_g2_i1	NA	NA	NA	NA	0.410683998330207	8.41097714487681	7.82833742124021e-08	4.57417211082515e-05	0.413498398348778	0.97025320531736	-3.65094566624525	0.981025435267681	1	1
TRINITY_DN115526_c0_g1_i1	NA	NA	NA	NA	1.76994794556423	3.42232844534069	1.39042181101707e-06	0.000559382650232295	2.46653040423206	1.74082788277075	-1.05720831760866	2.16165914110283	1	1
TRINITY_DN115726_c0_g4_i1	NA	NA	NA	NA	2.15476307011993	-2.47819702082279	0.000196289212843762	0.0383277873957464	0.19417039243294	0.00239904542116966	3.50331196816852	2.03401815857125	2	2
TRINITY_DN116959_c0_g6_i1	wif1	Chr03	48342839	48342839	5.08420168355943	13.1493715448286	1.76423855497836e-05	0.0052885757991319	5.7513045563589	-2.42663348316373	-3.65094566624525	6.35399342492558	1	1
TRINITY_DN117586_c0_g1_i1	ccdc51	Chr04	128899350	128899350	1.1322044797028	4.32451142019952	6.17794381418639e-05	0.0153144362771665	0.479775713631729	2.34482588788648	-2.22932203258049	1.0084532504572	1	1
TRINITY_DN117967_c0_g1_i1	NA	NA	NA	NA	2.7102372115925	10.7478037375914	0.00011219014064037	0.0248041283013992	-3.65094566624525	4.19997708029247	-3.65094566624525	2.88585772909662	1	1
TRINITY_DN119005_c4_g1_i1	NA	NA	NA	NA	2.4854217825392	-2.28171365641128	3.3444660212087e-06	0.0012435839488861	2.0087611147962	1.43505369923234	3.76678375964417	0.953066053616252	2	2
TRINITY_DN119281_c1_g1_i1	NA	NA	NA	NA	1.22792214713155	3.63234442891713	1.79306960915213e-05	0.0052885757991319	0.922539166880419	1.6459260986725	-1.67347542900788	2.00707661658314	1	1
TRINITY_DN119416_c2_g1_i1	NA	NA	NA	NA	2.88191197313314	2.87312362605292	5.29103700276578e-07	0.000240458035342361	3.56696900289183	3.0042278676298	0.432203732572213	3.07933326641033	1	1
TRINITY_DN119920_c0_g2_i1	LOC100495295	Chr01	147079676	147079676	1.5511662353381	3.18805090316342	2.12734884927924e-05	0.00607061257094904	1.73794533012932	2.37472845426885	-1.05720831760866	1.46960319753788	1	1
TRINITY_DN121083_c0_g1_i2	NA	NA	NA	NA	1.89485397545504	-3.82640056722217	4.48026998373897e-14	1.09950305670938e-10	0.112968160877382	-0.628101766917677	3.56977242274554	0.0380678974899894	2	2
TRINITY_DN121226_c0_g1_i3	NA	NA	NA	NA	3.76590836396429	4.59226236468824	6.02640254922736e-06	0.00202594445151491	4.40042262003945	2.04350922911206	-0.295679092707571	4.83639272301604	1	1
TRINITY_DN121359_c1_g3_i1	emc7	Chr08	98084890	98084890	3.54581479113477	4.3605556979569	0.000132170610030328	0.0288176389768996	2.53046788386104	5.12682561540941	-0.295679092707571	2.33415897001918	1	1
TRINITY_DN121465_c5_g5_i1	NA	NA	NA	NA	1.19945804794841	9.23559828258038	7.51297141318121e-11	8.38071961140364e-08	1.76477626815267	1.47240964348605	-3.65094566624525	1.61943119206891	1	1
TRINITY_DN122900_c0_g1_i1	nphp3	Chr06	71316892	71316892	3.75980594415712	3.70776611687738	5.22478727378864e-07	0.000240458035342361	3.12441155078062	4.81592711403295	0.50194209789895	3.98203218145209	1	1
TRINITY_DN123443_c0_g2_i1	NA	NA	NA	NA	1.91303177558084	2.7381778702486	1.60308162587565e-05	0.00491765327257678	1.98613772865677	2.29356832402451	-0.356095816634823	2.44871766591268	1	1
TRINITY_DN123957_c6_g2_i1	rrn3	Chr09	28434670	28434670	3.42182338761274	3.3229363238679	2.50764891377893e-07	0.000128208774985518	3.16526317731218	4.34045248014476	0.535586556428758	3.60466286954303	1	1
TRINITY_DN124034_c2_g15_i1	NA	NA	NA	NA	1.10666886040733	5.26390152847028	7.22136161809757e-06	0.00233183467723332	0.603840885555521	0.943899360371561	-2.77168365264808	2.32327897130137	1	1
TRINITY_DN124256_c0_g2_i2	fam151a	Chr04	87497533	87497533	4.21465285445632	12.2772897134878	1.05061042971746e-26	1.2891515277848e-22	4.25187136021471	4.95767735737224	-3.65094566624525	4.59089091811471	1	1
TRINITY_DN124256_c0_g4_i2	st8sia2	Chr03	102272282	102272282	1.39253731858461	9.43702326157747	1.27170919003624e-10	1.35691370576867e-07	2.21739104319856	1.27513380590988	-3.65094566624525	1.8339208273523	1	1
TRINITY_DN124439_c0_g2_i1	NA	NA	NA	NA	6.04769733035565	2.01690607663108	8.66818502406216e-05	0.0200684838373122	6.19897755828437	6.64817850837728	4.33586157346661	6.14358979517144	1	1
TRINITY_DN124874_c1_g1_i1	NA	NA	NA	NA	5.09836012366769	2.51836217055783	1.01144844099189e-07	5.7725479512516e-05	5.58248416070005	5.29784927532889	2.9255211376522	5.40332250357591	1	1
TRINITY_DN124950_c0_g3_i1	Xetrov90025606m	Chr10	36888393	36888393	4.21090462974621	2.06474968143767	5.93321648395678e-05	0.0150110377044107	4.29852361572112	4.9444452445029	2.4662066329484	4.17895070508167	1	1
TRINITY_DN125283_c5_g3_i3	LOC100492997-like	Chr02	146585783	146585783	5.55327901149486	2.43921500340192	9.15098223895788e-05	0.0209882481426416	5.87958991968565	6.42640188487619	3.45137700741515	5.00416889163843	1	1
TRINITY_DN125523_c6_g3_i1	sde2	Chr05	4513000	4513000	4.302006869478	2.13493016937618	1.5540633910987e-05	0.00482762907353837	4.54673761553627	4.96424817947322	2.49214224750129	4.22935811491006	1	1
TRINITY_DN126089_c1_g1_i2	uggt1-like	Chr05	129409251	129409251	1.20459215985955	-3.2403533371019	6.43919425465268e-08	3.95060665508579e-05	-0.784559041511689	-0.887270359550772	2.74315648129825	0.236680785584649	2	2
TRINITY_DN126137_c6_g8_i3	heca	Chr05	65738236	65738236	3.60128428044895	-1.83842679844823	4.99898773911796e-06	0.0017525736872242	2.69295323132871	2.70011544683227	4.71379510629882	3.19724517687797	2	2
TRINITY_DN126202_c0_g2_i1	NA	NA	NA	NA	0.655210011860362	8.6643473526094	3.67552625477227e-08	2.50558582828795e-05	0.479775713631729	1.04654382582408	-3.65094566624525	1.46960319753788	1	1
TRINITY_DN126588_c4_g7_i1	NA	NA	NA	NA	0.103273479053822	8.12588810326467	6.97614707709148e-06	0.00228268833891869	1.29806299232513	0.439677775644076	-3.65094566624525	-0.626188432992631	1	1
TRINITY_DN126590_c4_g3_i1	NA	NA	NA	NA	2.68138474935259	2.92027296706309	2.32572452888312e-05	0.00637335363293268	3.06087972970664	2.22955408931854	0.20014831167123	3.53564353363364	1	1
TRINITY_DN126739_c1_g1_i1	NA	NA	NA	NA	3.34139533064624	11.400562515712	4.89579250180089e-08	3.16178009964989e-05	3.53615276440859	0.548626497767251	-3.65094566624525	4.78180522146518	1	1
TRINITY_DN127055_c1_g5_i1	NA	NA	NA	NA	0.743643046616838	8.7647584237766	7.30169770267802e-07	0.000325801751493493	1.26085062215794	1.80079593174673	-3.65094566624525	-0.256163033404116	1	1
TRINITY_DN127236_c4_g3_i2	NA	NA	NA	NA	7.40437983922963	2.79341194583836	6.59651794610952e-05	0.0161885146915474	7.85060309103049	8.23305776843901	4.96132156424191	6.84435617590475	1	1
TRINITY_DN127281_c1_g1_i3	cd3g	Chr07	84912675	84912675	5.0704897030306	3.04281469681225	8.46983355986954e-05	0.0197960176564532	5.39340884892277	6.16779181549405	2.4038130096694	3.93277680752705	1	1
TRINITY_DN127377_c4_g2_i1	NA	NA	NA	NA	3.87445893034551	-1.51228120960613	9.46946204457504e-05	0.0215175988922145	3.55164316217014	3.200658310297	4.83020708220083	3.20319195925638	2	2
TRINITY_DN127436_c2_g1_i1	NA	NA	NA	NA	2.68255989638364	2.36971757053257	0.000136728630628611	0.0294338361776908	2.48278237937769	3.48281586273659	0.692958483232127	2.86350161926374	1	1
TRINITY_DN127464_c0_g2_i1	NA	NA	NA	NA	1.8842098246574	9.93231710952514	2.30432028153944e-14	6.28336933658439e-11	2.46653040423206	2.24042232821654	-3.65094566624525	2.19784865065148	1	1
TRINITY_DN127464_c0_g7_i1	NA	NA	NA	NA	1.71707783669749	9.76647329966293	6.41528115923417e-12	9.26102440757445e-09	2.5614044967632	1.49073104369483	-3.65094566624525	2.19784865065148	1	1
TRINITY_DN127748_c1_g2_i1	NA	NA	NA	NA	0.860108286311095	8.89391034143934	3.13866539334304e-06	0.00118501519104664	1.65432197218774	1.85837046734936	-3.65094566624525	-0.805621780863631	1	1
TRINITY_DN127857_c2_g7_i1	NA	NA	NA	NA	2.52333477085316	2.66120364606711	6.85101560931479e-06	0.00227203748740803	2.78757113973728	2.66827444840053	0.281718410495769	3.10497031180594	1	1
TRINITY_DN128376_c2_g5_i2	NA	NA	NA	NA	3.46566105780043	11.5275041711385	1.39246063664163e-07	7.59386144084938e-05	3.9985445206508	0.101100985131719	-3.65094566624525	4.76782940328564	1	1
TRINITY_DN128639_c3_g3_i1	NA	NA	NA	NA	4.88176131515434	2.57094716396739	5.25673921782231e-05	0.0134380872025601	5.14545637053602	5.85158911737084	2.66170301001199	4.21176767644234	1	1
TRINITY_DN128882_c4_g1_i1	mrpl35	Chr01	15165528	15165528	2.85906431324207	5.31881827717697	6.59332060924871e-14	1.47096982792339e-10	3.02803290052526	3.14968334342113	-1.67347542900788	3.55437393621959	1	1
TRINITY_DN128927_c0_g1_i1	NA	NA	NA	NA	1.1335927157385	9.16142808615015	2.32897753083523e-09	1.90518125280758e-06	1.2226529382487	2.05586698931315	-3.65094566624525	1.16289595832157	1	1
TRINITY_DN128941_c3_g5_i2	NA	NA	NA	NA	5.49724162388445	5.55056155512297	4.82681615554786e-19	1.69221278961857e-15	6.11805316805361	5.70922586835844	0.432203732572213	5.85152128496324	1	1
TRINITY_DN128966_c0_g1_i1	NA	NA	NA	NA	1.67644321601601	-2.43317833220278	1.77296853900558e-05	0.0052885757991319	0.112968160877382	0.0525939370052289	2.99971758304303	1.30239246629351	2	2
TRINITY_DN129279_c4_g4_i1	NA	NA	NA	NA	1.8045428865046	9.85377040207195	1.25233483397912e-11	1.61755521898324e-08	2.46653040423206	1.35730846955524	-3.65094566624525	2.58248355336571	1	1
TRINITY_DN129342_c0_g1_i2	NA	NA	NA	NA	2.83003990142823	-2.43611377229659	4.01536127886867e-08	2.663269760668e-05	1.18341633960923	1.99299164447969	4.17704795548375	1.95163551438756	2	2
TRINITY_DN129443_c5_g4_i10	rpl18	Chr07	95689464	95689464	1.14588081451805	3.79323473295496	7.10972989951379e-05	0.01702547226495	2.29306953763965	1.02155920611344	-1.83606618309664	0.953066053616252	1	1
TRINITY_DN129504_c3_g3_i1	runx1t1	Chr06	111998532	111998532	4.16837101440692	12.2309106436667	3.74438986626586e-25	2.29727679270076e-21	4.71095200382911	4.04433336041609	-3.65094566624525	4.87415675855911	1	1
TRINITY_DN129733_c3_g5_i1	eif6	Chr10	6210596	6210596	1.57666623492491	3.81103836563961	1.78384450339344e-07	9.31432509739968e-05	2.05297062546946	1.94064074011743	-1.52736669763288	1.89397843366309	1	1
TRINITY_DN129842_c2_g4_i1	LOC101733250	scaffold_1446	10342	10342	0.247726238878496	8.24452930724541	1.61488456464078e-07	8.61540915235854e-05	0.543141518494478	0.583188050420972	-3.65094566624525	0.835472918153225	1	1
TRINITY_DN130045_c0_g3_i2	NA	NA	NA	NA	3.92878810434486	2.34193144911937	0.000145336282609271	0.0310147627088185	4.6293562178002	4.52732631912484	1.93426661610813	3.24414690893596	1	1
TRINITY_DN130174_c0_g1_i1	NA	NA	NA	NA	2.19604987473337	-2.01032300210325	2.97290044969642e-05	0.00781096535547959	0.874075488044748	1.43505369923234	3.36979141058392	1.70574118137663	2	2
TRINITY_DN130291_c2_g1_i1	NA	NA	NA	NA	0.850922006744919	3.03800812496675	0.000155787492147719	0.0323404031080625	0.874075488044748	1.39670472152274	-1.52736669763288	1.28005972614964	1	1
TRINITY_DN130497_c4_g6_i3	fancf	Chr08	55031119	55031119	5.07407986646756	-1.70612033376056	6.76807611184615e-05	0.0164450847386947	4.91336334952546	3.90100220217586	6.12954130685643	4.29208131035429	2	2
TRINITY_DN131043_c1_g4_i4	NA	NA	NA	NA	4.35621240180193	1.6406193037309	0.000257528281621061	0.0482442867119272	4.72468318794235	4.40707930795542	2.99367822561413	4.72300270295483	1	1
TRINITY_DN131071_c0_g1_i1	NA	NA	NA	NA	1.18326010912012	-2.41107616361864	2.19185250625148e-05	0.00618278762711696	0.0269214253648017	0.548626497767251	2.48354874422834	-0.256163033404116	2	2
TRINITY_DN131144_c0_g1_i1	NA	NA	NA	NA	2.37153576469331	4.6306301379176	1.67729279149732e-10	1.71510176650566e-07	2.51474719532615	2.89841333756226	-1.52736669763288	2.85597192931957	1	1
TRINITY_DN131435_c1_g2_i1	NA	NA	NA	NA	1.68558139514424	9.73053518589371	7.6294010347952e-13	1.44025485226853e-09	2.21739104319856	2.33471903108384	-3.65094566624525	1.68888732990088	1	1
TRINITY_DN131669_c1_g5_i1	gmcl1	Chr03	111833197	111833197	1.20706933870451	9.24421534455213	3.79578449763069e-10	3.72609389425419e-07	1.84239903818751	1.84419080320896	-3.65094566624525	1.08774028428092	1	1
TRINITY_DN131744_c0_g4_i2	NA	NA	NA	NA	2.75192999882571	5.68676809328464	6.15530821036359e-12	9.26102440757445e-09	2.94835062354163	2.62745877748352	-2.01933597148273	3.68759888642453	1	1
TRINITY_DN131900_c3_g4_i4	plod2-like	Chr05	117568590	117568590	4.15780213368072	3.05669904790597	2.08122534573644e-06	0.000810719860471712	5.15309277449648	4.33539255992176	1.4954162662982	3.71282872692749	1	1
TRINITY_DN132156_c4_g2_i1	NA	NA	NA	NA	3.74800734416496	-1.99860391739518	8.79131497835344e-07	0.000385263680149592	2.82629612370766	3.26061012406701	4.93161878807619	2.67096520931811	2	2
TRINITY_DN132472_c0_g2_i4	NA	NA	NA	NA	2.88077821506317	2.48680789631021	2.45574037112446e-06	0.000941661319496333	3.29976888605478	3.2282183436627	0.77975015155926	3.11130901645034	1	1
TRINITY_DN132560_c1_g3_i1	zmym4	Chr02	56393008	56393008	0.633963485478846	8.6524744465649	2.87777167515708e-08	2.01781127657228e-05	1.18341633960923	1.33719943003568	-3.65094566624525	0.52954619842687	1	1
TRINITY_DN132653_c3_g3_i1	NA	NA	NA	NA	1.98134534446096	10.0308511284046	9.71123864442398e-07	0.000410902599263464	2.3113847477633	-0.551118298205244	-3.65094566624525	3.34978371650061	1	1
TRINITY_DN132876_c2_g4_i1	NA	NA	NA	NA	5.86748475697877	1.98557770543781	4.62868506777784e-05	0.011957111605088	6.07983459238025	6.33872505340062	4.18502039091696	6.06249589793579	1	1
TRINITY_DN133025_c0_g2_i6	NA	NA	NA	NA	2.66600973982205	-3.62170468331027	1.87502607104566e-09	1.70425980776043e-06	-0.380117624938416	0.148030016960949	4.32628161253102	1.6545772018117	2	2
TRINITY_DN133071_c2_g1_i1	NA	NA	NA	NA	2.54938648425761	2.77860220827974	0.000166908345321974	0.0334856291737264	2.65042262523754	3.58013949695251	0.20014831167123	2.02061027648627	1	1
TRINITY_DN133071_c2_g6_i2	stk33	scaffold_352	96873	96873	3.71475946243588	3.11138532818531	2.27671050892084e-05	0.00634917643175298	4.02652940137974	4.74900707083426	1.01260331507746	2.88585772909662	1	1
TRINITY_DN133151_c2_g1_i1	NA	NA	NA	NA	4.22929676273348	4.93339264050849	1.50633010469625e-09	1.42180181151349e-06	3.52834474487075	4.41429586801527	-0.181944126409244	5.36537536110542	1	1
TRINITY_DN133376_c1_g1_i7	LOC100490428-like	Chr05	121921042	121921042	1.42959636821625	-2.17067520446215	0.00016778138737939	0.0334856291737264	1.14308272882991	-0.103554756234127	2.64638621410468	0.369532675042975	2	2
TRINITY_DN133387_c1_g5_i6	ngef-like	Chr05	123131367	123131367	2.51100724560042	3.96583847973168	1.1407689645098e-06	0.000466593519300582	3.144981954517	3.33854386105406	-0.869367959076263	1.78717781032737	1	1
TRINITY_DN133534_c2_g6_i1	NA	NA	NA	NA	5.08773597116488	2.50648331432435	0.000224052942929434	0.042956900565869	4.67957050215967	6.23182175159167	2.9255211376522	4.78577357076655	1	1
TRINITY_DN134026_c0_g2_i6	NA	NA	NA	NA	7.09694079712598	2.38429404292243	0.000235754810885997	0.044850068325219	7.18211244763206	7.9955157839088	5.04108348305071	6.83624737811623	1	1
TRINITY_DN134053_c4_g1_i1	NA	NA	NA	NA	4.26790300835811	-1.46474359994424	0.000160613004334198	0.0328466978280462	3.71188774754733	3.45041984319399	5.20164330952396	4.00944104415311	2	2
TRINITY_DN134065_c2_g5_i3	NA	NA	NA	NA	9.91007640147382	-1.81924679813518	0.000110864070877975	0.0247337742128762	9.58330037369798	9.00368769419174	11.022338441826	8.93074653718523	2	2
TRINITY_DN134399_c1_g1_i11	NA	NA	NA	NA	0.239046190927975	4.34160162251034	0.00015133141250289	0.032015725812357	-0.380117624938416	1.18799432980793	-2.77168365264808	0.566922557813274	1	1
TRINITY_DN134404_c1_g17_i1	ccdc64b	Chr09	6894864	6894864	5.33006868400332	13.3943034326304	1.95363292292229e-26	1.59813685204786e-22	5.17576241710244	5.5577925566974	-3.65094566624525	6.27784956521112	1	1
TRINITY_DN134505_c1_g8_i1	NA	NA	NA	NA	3.00677588253116	-1.91866774158693	2.99185340212331e-05	0.00781096535547959	2.78757113973728	1.92725071284747	4.14743287939546	1.86426212340824	2	2
TRINITY_DN134711_c7_g13_i1	NA	NA	NA	NA	1.82989473812924	9.88009107152644	1.67893477095453e-11	2.06013691069976e-08	2.62135596352679	2.5066206945323	-3.65094566624525	1.32438476173932	1	1
TRINITY_DN134877_c3_g1_i4	NA	NA	NA	NA	4.16677157294325	1.88773154399322	0.000167830666573014	0.0334856291737264	4.57354208176761	4.73178053717289	2.58343916277007	3.96112830631021	1	1
TRINITY_DN134963_c2_g10_i1	NA	NA	NA	NA	0.677270149721147	8.6906613957867	1.01482051952123e-08	7.54688193017289e-06	0.718076722546576	1.18799432980793	-3.65094566624525	1.28005972614964	1	1
TRINITY_DN135448_c5_g1_i4	NA	NA	NA	NA	2.99515483115282	2.99056026626269	5.0776942275775e-06	0.00175509428223915	2.78757113973728	3.95148126318457	0.432203732572213	3.02665058813262	1	1
TRINITY_DN135454_c0_g9_i1	NA	NA	NA	NA	3.04414292482763	11.1023381362051	4.80201961716973e-22	2.35692726849925e-18	3.40585079579054	3.57155825241462	-3.65094566624525	3.39724484617976	1	1
TRINITY_DN135683_c1_g1_i1	rab24	Chr03	36729895	36729895	1.91141683642246	9.95637686734286	1.59161322621957e-12	2.7899842989039e-09	1.81698601689916	2.06811979445347	-3.65094566624525	2.86350161926374	1	1
TRINITY_DN135828_c4_g4_i1	NA	NA	NA	NA	1.5615942861936	9.60232487716764	2.58648588048825e-12	4.23166333287082e-09	1.71060592467773	1.85837046734936	-3.65094566624525	2.29013783305138	1	1
TRINITY_DN135840_c1_g7_i1	NA	NA	NA	NA	0.287659037508186	3.44364438225457	0.000196785021468728	0.0383277873957464	0.718076722546576	0.889701934847597	-2.22932203258049	0.326593803174878	1	1
TRINITY_DN135864_c0_g11_i1	NA	NA	NA	NA	2.46796849359342	10.521659535267	4.44214999318878e-17	1.36268503728557e-13	2.72062600679773	3.07271970919392	-3.65094566624525	2.83314415533424	1	1
TRINITY_DN136429_c4_g4_i2	odc1	Chr05	134523414	134523414	5.02995650258296	13.0955493063898	2.41359735973917e-13	4.93600773377991e-10	6.01566002409768	3.13228342944118	-3.65094566624525	5.8448799101473	1	1
TRINITY_DN141165_c0_g1_i1	NA	NA	NA	NA	3.68071017380058	3.32774176574843	7.85240357695092e-09	6.02205738068602e-06	4.07020587414453	3.59715036210531	0.77975015155926	4.37870670687392	1	1
TRINITY_DN144998_c0_g1_i1	nipal3	Chr02	55286764	55286764	2.23813222742858	3.68249697854967	1.01109818091515e-06	0.000420565431488793	2.70685596804388	3.05436026246005	-0.869367959076263	1.84917123732362	1	1
TRINITY_DN155175_c0_g1_i1	rrp12	Chr07	24558206	24558206	0.205409844891834	8.20871836439751	4.89875006355261e-07	0.000234717855410902	0.922539166880419	0.804385823501347	-3.65094566624525	0.0380678974899894	1	1
TRINITY_DN1740_c0_g1_i1	NA	NA	NA	NA	1.17768925389198	-2.58428285207513	0.0002456044669993	0.0463644555740755	0.0269214253648017	-1.46069718724255	2.53435831697722	0.77287504565694	2	2
TRINITY_DN194007_c0_g1_i1	LOC100489200-like	Chr01	90799468	90799468	0.930600606164183	8.96241181068158	3.66980917617923e-09	2.90518667718111e-06	1.65432197218774	1.47240964348605	-3.65094566624525	0.835472918153225	1	1
TRINITY_DN209985_c0_g1_i1	NA	NA	NA	NA	1.18633641827301	3.4017855809705	1.15728447388384e-05	0.00368843094462122	1.71060592467773	1.57900244637992	-1.52736669763288	1.38841897710778	1	1
TRINITY_DN27210_c0_g1_i1	NA	NA	NA	NA	3.22806267800509	6.88076653468256	3.84932417069031e-20	1.57443774121518e-16	3.75266925348873	3.5055184364981	-2.47516484010455	3.65759534949491	1	1
TRINITY_DN39540_c0_g1_i1	allc	Chr05	131431919	131431919	3.9367933287322	11.998518469778	6.70581718848357e-11	7.83654569631311e-08	4.19382128489678	2.04350922911206	-3.65094566624525	5.2807356510526	1	1
TRINITY_DN41677_c0_g2_i1	lrrc4	Chr03	79005896	79005896	2.11255047504394	10.1634526041202	1.13600466687594e-11	1.54881614054458e-08	2.51474719532615	1.54433926073445	-3.65094566624525	3.12390348237829	1	1
TRINITY_DN63832_c0_g1_i1	Xetrov90028445m	scaffold_384	7659	7659	0.535297493092942	8.59563708723996	5.32597710566491e-06	0.00181534450208503	2.0087611147962	-0.103554756234127	-3.65094566624525	0.189531682106213	1	1
TRINITY_DN654_c0_g1_i1	mtbp	Chr06	123050202	123050202	1.43806915303928	9.4439319848637	0.00015681952527849	0.0323404031080625	-3.65094566624525	2.01847154173453	-3.65094566624525	2.68802849544981	1	1
TRINITY_DN67991_c0_g1_i1	NA	NA	NA	NA	6.77571498151259	14.8411381697007	4.00305726424455e-30	9.82390283218255e-26	7.15701351516896	6.77459139558188	-3.65094566624525	7.54019648075193	1	1
TRINITY_DN78129_c0_g1_i2	rin2	Chr05	24400012	24400012	0.66645644757555	4.81470656080594	9.54962162505502e-07	0.000410902599263464	0.922539166880419	1.11900196622007	-2.77168365264808	1.13827653405094	1	1
TRINITY_DN81092_c0_g1_i1	mtf1	Chr02	57938225	57938225	2.28068853142511	-2.37954720234362	2.7460754444772e-05	0.00732515624814294	0.603840885555521	0.649922238219419	3.5979130644893	2.00707661658314	2	2
TRINITY_DN81405_c0_g1_i1	NA	NA	NA	NA	0.139188516402915	8.12628120995526	4.97344382110219e-07	0.000234717855410902	0.344029078732237	0.943899360371561	-3.65094566624525	0.236680785584649	1	1
TRINITY_DN92151_c0_g2_i1	NA	NA	NA	NA	2.68311482091324	10.7400481485217	0.000220149690608863	0.0425408941514339	3.05001366928857	-3.65094566624526	-3.65094566624525	4.12044689269688	1	1
TRINITY_DN93145_c0_g1_i1	NA	NA	NA	NA	1.68288993694518	-1.8593824935798	0.000132691952422055	0.0288176389768996	1.18341633960923	0.861820083825671	2.7787132114169	0.835472918153225	2	2
TRINITY_DN94325_c0_g2_i1	NA	NA	NA	NA	1.07454656479643	3.96661613454809	4.41212050691129e-06	0.00159232131411926	1.71060592467773	1.09525131832034	-2.01933597148273	1.54646132942702	1	1
