gid	logFC.XYtestis.XXovary
TRINITY_DN89944_c0_g1_i1	-2.41991811733832
TRINITY_DN131690_c0_g1_i2	-6.40431583709523
TRINITY_DN130851_c1_g5_i1	1.7004192865716
TRINITY_DN132184_c0_g2_i1	-2.9777089123557
TRINITY_DN136221_c4_g1_i1	-1.21512493429296
TRINITY_DN133878_c1_g2_i1	-3.13516315472743
TRINITY_DN118819_c0_g1_i1	3.45659588512684
TRINITY_DN128376_c3_g6_i2	-3.03751245959847
TRINITY_DN136394_c9_g1_i1	2.0405111705405
TRINITY_DN126066_c2_g1_i1	-4.32284833730907
TRINITY_DN122615_c0_g2_i1	-2.90101045176023
TRINITY_DN124874_c1_g1_i1	3.06912710488715
TRINITY_DN130487_c8_g1_i1	-2.17578230260481
TRINITY_DN111523_c0_g1_i1	1.5509531908762
TRINITY_DN101489_c0_g1_i1	-8.31435529784466
TRINITY_DN113089_c0_g1_i1	5.43250770440182
TRINITY_DN130553_c2_g5_i1	-1.69250084991349
TRINITY_DN108668_c0_g1_i1	-3.86410452723135
TRINITY_DN133490_c0_g3_i3	-1.28006644027006
TRINITY_DN4063_c0_g1_i1	2.46329180900993
TRINITY_DN138660_c0_g1_i1	-5.85183940288845
TRINITY_DN134054_c8_g8_i3	-2.46992507339518
TRINITY_DN134911_c5_g1_i2	2.42806378255
TRINITY_DN132963_c0_g5_i1	1.46520022118535
TRINITY_DN87377_c0_g1_i1	-1.54649459845083
TRINITY_DN130282_c1_g2_i1	2.97230486306268
TRINITY_DN135599_c4_g1_i1	-3.017927085153
TRINITY_DN125707_c0_g1_i1	-1.46147278247206
TRINITY_DN136189_c1_g1_i5	2.14052068487876
TRINITY_DN96956_c0_g1_i1	-4.32189765176744
TRINITY_DN132037_c1_g3_i1	-1.66276936167109
TRINITY_DN57905_c0_g2_i1	-5.47117383022245
TRINITY_DN124855_c0_g8_i1	-3.76788018318664
TRINITY_DN117374_c0_g1_i1	4.30273523596655
TRINITY_DN133698_c1_g2_i2	1.09946698093361
TRINITY_DN118258_c0_g1_i2	-3.07935918271319
TRINITY_DN120153_c0_g1_i3	-1.6991378826148
TRINITY_DN127869_c0_g1_i2	2.79564631211051
TRINITY_DN132600_c0_g1_i3	-1.19841340795583
TRINITY_DN179808_c0_g1_i1	-1.20188331952807
TRINITY_DN126777_c3_g2_i1	1.67839688150402
TRINITY_DN86548_c0_g1_i1	-2.15369264867949
TRINITY_DN115563_c0_g1_i1	1.17853401935547
TRINITY_DN130160_c0_g1_i3	-1.74740455632405
TRINITY_DN124913_c0_g1_i4	-2.52095026004556
TRINITY_DN118926_c0_g1_i6	-2.94252165946226
TRINITY_DN109352_c0_g2_i1	-1.35085395699548
TRINITY_DN121889_c0_g2_i1	-3.29209619423298
TRINITY_DN133570_c0_g1_i3	2.92316258135657
TRINITY_DN126186_c7_g2_i2	2.65043803045189
TRINITY_DN128612_c9_g1_i2	-1.6083387676202
TRINITY_DN128113_c6_g2_i3	4.20517912459812
TRINITY_DN130644_c1_g1_i1	1.4484201965679
TRINITY_DN117288_c0_g1_i1	1.81518702856316
TRINITY_DN208554_c0_g1_i1	-5.80708824428185
TRINITY_DN121091_c0_g1_i3	-3.88752760121142
TRINITY_DN126409_c1_g1_i3	1.36228192242903
TRINITY_DN133652_c0_g19_i1	2.79577487122202
TRINITY_DN134767_c1_g1_i3	2.36293119838334
TRINITY_DN127631_c8_g3_i1	-8.25205526178033
TRINITY_DN127303_c3_g3_i5	1.46894972265116
TRINITY_DN132212_c1_g1_i1	-2.0842715829078
TRINITY_DN136085_c1_g2_i1	2.2395885390895
TRINITY_DN127546_c0_g1_i2	2.12695750909993
TRINITY_DN132788_c4_g2_i1	-1.53194361807808
TRINITY_DN179433_c0_g1_i1	1.73577273168769
TRINITY_DN136036_c1_g1_i1	-1.63099282964461
TRINITY_DN61452_c0_g1_i1	1.69944349181696
TRINITY_DN134068_c1_g4_i1	2.32810352247336
TRINITY_DN116201_c0_g2_i1	1.38544535978325
TRINITY_DN109134_c0_g1_i1	1.02868156415409
TRINITY_DN129842_c2_g17_i3	-1.02028029354116
TRINITY_DN120406_c0_g2_i1	1.03793782451801
TRINITY_DN118921_c0_g2_i1	1.67227401238408
TRINITY_DN128203_c3_g1_i2	-2.85930655032739
TRINITY_DN128344_c4_g1_i1	-1.18063540859311
TRINITY_DN136348_c3_g2_i4	-3.04979665542839
TRINITY_DN120068_c0_g2_i1	3.98239683517889
TRINITY_DN134662_c0_g1_i6	-3.00377853885525
TRINITY_DN128858_c0_g1_i1	-2.66950618774059
TRINITY_DN133048_c3_g1_i3	1.33364927159887
TRINITY_DN128233_c1_g1_i1	-1.31890641032149
TRINITY_DN130063_c0_g1_i3	2.54386747695461
TRINITY_DN130941_c3_g2_i1	-6.07833947479649
TRINITY_DN130540_c0_g1_i1	-4.18247263575881
TRINITY_DN121943_c0_g1_i2	-1.24746735810462
TRINITY_DN126394_c1_g1_i1	-1.80681026080672
TRINITY_DN122251_c0_g1_i2	1.61524838101945
TRINITY_DN95462_c0_g1_i2	-2.5810157321767
TRINITY_DN135755_c5_g1_i1	1.63835340247538
TRINITY_DN120852_c0_g1_i3	-1.9946769715962
TRINITY_DN124065_c0_g1_i1	-7.3166776945867
TRINITY_DN125119_c3_g4_i1	-6.93118788778463
TRINITY_DN121669_c0_g2_i1	-1.25303714347108
TRINITY_DN132639_c0_g1_i4	1.62214230581286
TRINITY_DN126047_c5_g5_i7	-1.71348704781221
TRINITY_DN119050_c1_g1_i1	1.14810793265167
TRINITY_DN124226_c0_g1_i1	-4.60613878069427
TRINITY_DN129233_c0_g2_i1	1.02161055879224
TRINITY_DN121169_c0_g1_i1	-2.01860867415311
TRINITY_DN125668_c3_g2_i1	2.81268950499113
TRINITY_DN123050_c0_g2_i1	1.82056719321198
TRINITY_DN136134_c4_g7_i1	1.91947315094737
TRINITY_DN126490_c0_g3_i1	-1.15309450213099
TRINITY_DN121921_c1_g2_i1	1.56519878876475
TRINITY_DN124568_c0_g1_i1	-1.25230857932444
TRINITY_DN130868_c1_g1_i1	-3.24740691369895
TRINITY_DN121436_c0_g1_i1	5.63071180713463
TRINITY_DN131080_c0_g1_i2	-1.0576027237241
TRINITY_DN123285_c0_g2_i2	4.20020414024492
TRINITY_DN135543_c0_g1_i4	1.65262537055394
TRINITY_DN128175_c8_g5_i1	-5.73591410819988
TRINITY_DN107214_c0_g1_i1	2.18166761420522
TRINITY_DN117542_c0_g1_i2	1.55106136110075
TRINITY_DN128972_c3_g1_i2	-2.20005874918223
TRINITY_DN109424_c0_g2_i2	5.18280825509837
TRINITY_DN117528_c0_g3_i1	1.57293686922674
TRINITY_DN116903_c1_g2_i3	-3.22886800945052
TRINITY_DN128798_c0_g1_i3	2.00301976413376
TRINITY_DN136309_c8_g3_i1	1.31617873075229
TRINITY_DN132803_c2_g1_i12	-2.61447900513303
TRINITY_DN135226_c0_g2_i1	1.18850977172486
TRINITY_DN134174_c0_g2_i3	-2.48596024577834
TRINITY_DN123476_c2_g8_i1	1.898639633298
TRINITY_DN114502_c0_g1_i2	-1.46777844776615
TRINITY_DN120426_c3_g2_i2	1.42144581745339
TRINITY_DN128182_c0_g2_i4	-2.19134374819419
TRINITY_DN126184_c0_g2_i2	7.20624646401463
TRINITY_DN127950_c0_g1_i2	-1.50938922234207
TRINITY_DN135673_c3_g1_i1	1.95298766988702
TRINITY_DN118132_c0_g2_i1	-3.66521318617499
TRINITY_DN120522_c0_g1_i1	-1.18783588973454
TRINITY_DN110881_c0_g1_i1	-4.23925037406028
TRINITY_DN110371_c0_g1_i1	-2.12529738666444
TRINITY_DN4550_c0_g1_i1	1.18117894433126
TRINITY_DN121118_c0_g3_i6	2.6712471987788
TRINITY_DN131409_c0_g2_i1	2.1226535373319
TRINITY_DN132968_c1_g1_i1	1.52865379849078
TRINITY_DN120744_c0_g1_i4	2.71230842204818
TRINITY_DN98355_c0_g1_i1	-5.2642410749166
TRINITY_DN127491_c0_g1_i1	-2.73501696639503
TRINITY_DN136422_c3_g1_i2	2.25049689746877
TRINITY_DN124548_c5_g1_i2	1.68245154957935
TRINITY_DN125531_c0_g1_i1	-1.01213492335867
TRINITY_DN103284_c0_g1_i2	1.48457187276917
TRINITY_DN129108_c0_g7_i2	-1.35296414556357
TRINITY_DN114471_c0_g1_i1	-3.81103025061422
TRINITY_DN129329_c6_g2_i1	1.08174107104465
TRINITY_DN124622_c2_g3_i3	2.60881501534402
TRINITY_DN134852_c1_g1_i1	2.75396052355474
TRINITY_DN135800_c2_g1_i4	2.71220396654865
TRINITY_DN120168_c0_g1_i6	-2.3035478645371
TRINITY_DN132960_c3_g1_i1	-1.03635251116143
TRINITY_DN109621_c1_g1_i1	2.81167002098131
TRINITY_DN125710_c0_g3_i1	-2.59293465970536
TRINITY_DN134675_c5_g5_i2	-1.19123527618971
TRINITY_DN134012_c5_g2_i1	2.48870552502653
TRINITY_DN159187_c0_g1_i1	6.35762898502453
TRINITY_DN135082_c3_g3_i1	-2.23795878181946
TRINITY_DN111232_c0_g2_i1	-6.32619817497942
TRINITY_DN96237_c0_g1_i1	-1.65491908429555
TRINITY_DN121216_c0_g1_i3	1.48628226255091
TRINITY_DN126323_c0_g1_i2	1.67269736455501
TRINITY_DN122754_c2_g4_i4	2.45041654523848
TRINITY_DN134419_c0_g2_i4	1.07551190322118
TRINITY_DN115520_c0_g1_i2	-3.10265746901849
TRINITY_DN132138_c1_g1_i3	2.19956838519678
TRINITY_DN121933_c2_g8_i2	-1.24017926278644
TRINITY_DN128230_c0_g2_i1	-1.1576881440737
TRINITY_DN132846_c6_g3_i2	-8.20875137627514
TRINITY_DN135214_c3_g4_i1	1.19051229765229
TRINITY_DN127596_c3_g1_i3	-1.62989797902493
TRINITY_DN167549_c0_g1_i1	-1.75508088660989
TRINITY_DN122229_c0_g1_i1	-1.53720242676755
TRINITY_DN128228_c0_g2_i1	1.8973157078802
TRINITY_DN126031_c3_g1_i1	-3.1997284255273
TRINITY_DN74421_c0_g1_i1	-7.04811859969358
TRINITY_DN127311_c0_g1_i1	-1.36347144427303
TRINITY_DN136311_c2_g2_i1	1.3051020747078
TRINITY_DN101809_c0_g1_i2	2.34938448865497
TRINITY_DN125191_c6_g1_i4	2.6638653911751
TRINITY_DN127194_c0_g1_i3	4.24423581121234
TRINITY_DN112243_c0_g1_i1	-1.75660015779698
TRINITY_DN131011_c0_g1_i2	-1.29903492656243
TRINITY_DN124793_c10_g1_i1	3.63023992761675
TRINITY_DN93894_c0_g2_i1	3.65827445891449
TRINITY_DN126178_c1_g2_i1	1.30431432502204
TRINITY_DN124336_c0_g2_i1	-3.46447986357396
TRINITY_DN117377_c0_g2_i3	-1.57469188680593
TRINITY_DN130615_c4_g1_i2	2.62185769659169
TRINITY_DN131982_c0_g3_i1	1.16666677071057
TRINITY_DN79738_c0_g1_i1	-9.65354274257165
TRINITY_DN124109_c0_g2_i3	-2.2974058409061
TRINITY_DN134494_c3_g1_i1	-1.23433369279482
TRINITY_DN136267_c1_g13_i1	2.25213253881184
TRINITY_DN128209_c1_g2_i5	2.32885071939107
TRINITY_DN129575_c2_g1_i5	-2.59873100673849
TRINITY_DN133651_c2_g4_i1	1.52800274957008
TRINITY_DN122981_c1_g1_i4	1.91436260993791
TRINITY_DN126245_c5_g1_i1	1.12278853088518
TRINITY_DN130979_c4_g1_i1	-1.61926774241969
TRINITY_DN134109_c1_g2_i2	-1.39080379426956
TRINITY_DN120661_c1_g1_i2	2.08903904943666
TRINITY_DN78049_c0_g2_i1	4.47700179052398
TRINITY_DN126533_c4_g2_i1	-1.42109646521268
TRINITY_DN114238_c0_g1_i2	1.50583917433481
TRINITY_DN135580_c5_g2_i3	2.99384575987086
TRINITY_DN126262_c3_g3_i1	-1.80599143112048
TRINITY_DN130263_c6_g1_i9	1.52062691969438
TRINITY_DN111315_c0_g1_i1	-3.63128407225549
TRINITY_DN55058_c0_g1_i1	-1.55243080746372
TRINITY_DN125555_c1_g1_i2	2.31023572180193
TRINITY_DN124883_c0_g1_i1	-1.95512476086472
TRINITY_DN125626_c0_g1_i1	-2.93148336917723
TRINITY_DN132986_c0_g3_i10	-1.84254741388696
TRINITY_DN119717_c0_g1_i2	-6.34235663030435
TRINITY_DN131105_c0_g1_i1	-2.03895394014326
TRINITY_DN103834_c0_g11_i1	-1.11754820296321
TRINITY_DN125337_c3_g1_i1	-1.62459384184775
TRINITY_DN133622_c0_g1_i6	-4.36892702462011
TRINITY_DN97036_c0_g1_i1	-2.16441978589832
TRINITY_DN127527_c3_g1_i1	-2.53123413850567
TRINITY_DN127013_c6_g1_i2	-2.26065724091285
TRINITY_DN117122_c0_g1_i4	3.03541880485927
TRINITY_DN134707_c0_g6_i1	2.10149580426989
TRINITY_DN131121_c3_g4_i2	5.94703377415365
TRINITY_DN119570_c0_g2_i5	-2.82496607505438
TRINITY_DN115069_c0_g2_i1	1.74135558696484
TRINITY_DN114128_c0_g1_i1	-3.57803527886727
TRINITY_DN134425_c0_g2_i3	-2.0147107512798
TRINITY_DN130492_c2_g4_i4	-1.98847180547853
TRINITY_DN136056_c8_g2_i1	1.51504604752208
TRINITY_DN122406_c2_g1_i2	3.00393176712527
TRINITY_DN117034_c0_g1_i1	-1.94823721351099
TRINITY_DN130708_c1_g2_i5	-2.45889288559838
TRINITY_DN125619_c0_g1_i4	-1.16458874635685
TRINITY_DN126645_c10_g2_i2	1.30766070040502
TRINITY_DN111035_c0_g1_i1	1.09679369217776
TRINITY_DN116802_c0_g2_i1	-3.33283234490639
TRINITY_DN126428_c0_g1_i1	3.44778225991048
TRINITY_DN129482_c0_g1_i2	3.91463143316717
TRINITY_DN116213_c0_g1_i2	-1.25323615353486
TRINITY_DN126944_c2_g6_i2	-1.62674191922982
TRINITY_DN128861_c2_g1_i1	2.04460163343573
TRINITY_DN128566_c0_g1_i3	2.39418530475353
TRINITY_DN117614_c0_g1_i1	-1.077907428318
TRINITY_DN134340_c0_g2_i1	-2.46126516726243
TRINITY_DN120429_c3_g1_i1	3.95188790940168
TRINITY_DN133324_c7_g1_i2	-1.42012640924046
TRINITY_DN116149_c0_g2_i1	1.81056708166078
TRINITY_DN95878_c0_g1_i2	-7.06305768692907
TRINITY_DN119586_c0_g3_i1	2.21943318062526
TRINITY_DN101907_c0_g2_i1	2.55796468797168
TRINITY_DN123695_c0_g4_i2	-4.56782734029349
TRINITY_DN130525_c4_g3_i17	-1.03991964490659
TRINITY_DN123791_c1_g1_i1	-1.03473489166829
TRINITY_DN123926_c0_g3_i1	-1.80806520561699
TRINITY_DN129884_c3_g1_i1	-3.02700226992197
TRINITY_DN133418_c1_g2_i2	-1.02808230887466
TRINITY_DN102365_c0_g1_i1	-1.24232132435044
TRINITY_DN81198_c0_g1_i2	-1.9420148483802
TRINITY_DN127309_c3_g2_i2	-2.2231901397743
TRINITY_DN136052_c0_g1_i3	-1.93260779781586
TRINITY_DN118868_c0_g1_i1	-2.19765861580138
TRINITY_DN118139_c0_g1_i2	-1.82621397310041
TRINITY_DN121594_c0_g3_i2	1.83658767828249
TRINITY_DN118179_c0_g1_i1	-5.26447467966994
TRINITY_DN127751_c6_g2_i1	3.08607776765415
TRINITY_DN115766_c0_g2_i1	2.57773006174671
TRINITY_DN129239_c8_g1_i2	1.4142148440049
TRINITY_DN12495_c0_g1_i2	1.74947483521092
TRINITY_DN131597_c2_g3_i1	12.5182621068546
TRINITY_DN118231_c0_g3_i1	1.33626927812687
TRINITY_DN133369_c0_g1_i1	1.50224603935457
TRINITY_DN129992_c0_g1_i1	-2.66662962891882
TRINITY_DN135596_c1_g1_i1	1.49309706006337
TRINITY_DN118043_c0_g1_i1	-1.60266248354704
TRINITY_DN132139_c6_g1_i1	-1.67971303456089
TRINITY_DN131617_c2_g1_i1	1.87307371441409
TRINITY_DN207750_c0_g1_i1	-3.96028127642513
TRINITY_DN108450_c0_g1_i2	-1.18538135925527
TRINITY_DN125664_c0_g2_i1	1.40106633259342
TRINITY_DN118530_c0_g2_i5	-1.7706252888376
TRINITY_DN124063_c2_g1_i2	1.50142530307277
TRINITY_DN126350_c0_g2_i1	1.00447992925721
TRINITY_DN128880_c4_g1_i2	-1.12199545824167
TRINITY_DN130182_c1_g1_i1	2.77457522935813
TRINITY_DN126693_c0_g2_i1	-3.02529422434541
TRINITY_DN122956_c4_g7_i1	2.03906089104832
TRINITY_DN128954_c1_g1_i4	3.7896785737122
TRINITY_DN129667_c3_g1_i1	2.68972979712941
TRINITY_DN126855_c0_g1_i3	1.79731808149802
TRINITY_DN129273_c5_g3_i1	1.49516420346525
TRINITY_DN124241_c0_g2_i2	-1.925352214053
TRINITY_DN132433_c1_g3_i2	-3.7415019417531
TRINITY_DN37661_c0_g1_i1	1.74617443788789
TRINITY_DN130203_c0_g1_i1	2.58308604532095
TRINITY_DN134014_c0_g1_i2	-1.19546682390546
TRINITY_DN112306_c0_g1_i1	-4.41911308722267
TRINITY_DN135178_c0_g14_i1	1.72759083292821
TRINITY_DN124582_c0_g2_i1	-1.15481885905442
TRINITY_DN117813_c0_g1_i1	1.76111260080846
TRINITY_DN127807_c0_g1_i3	1.262401118441
TRINITY_DN114075_c0_g2_i1	-2.51117647855644
TRINITY_DN116607_c0_g1_i1	-5.95843690290387
TRINITY_DN135542_c0_g2_i2	-1.56220306176903
TRINITY_DN130457_c6_g3_i1	2.14516597878891
TRINITY_DN131265_c3_g5_i1	-1.20096352056069
TRINITY_DN126190_c0_g1_i6	-3.25651862988436
TRINITY_DN91466_c0_g3_i1	-2.49022804749017
TRINITY_DN105352_c0_g4_i1	-4.1933176713658
TRINITY_DN96535_c0_g2_i1	10.8543059881424
TRINITY_DN116746_c0_g1_i1	-1.65738131983447
TRINITY_DN112103_c0_g1_i1	-1.25075098573001
TRINITY_DN126536_c4_g2_i2	-1.50558650147577
TRINITY_DN124514_c4_g5_i4	1.14639740450739
TRINITY_DN121898_c1_g1_i1	2.37561467625273
TRINITY_DN134848_c4_g4_i8	-1.85734025392452
TRINITY_DN117861_c0_g2_i2	-4.45661483840449
TRINITY_DN131026_c3_g5_i2	1.71934317891697
TRINITY_DN130738_c0_g1_i10	3.74303094113663
TRINITY_DN134948_c4_g1_i1	3.90925075802979
TRINITY_DN134342_c3_g2_i1	1.20511811289773
TRINITY_DN126894_c0_g1_i4	1.26027442243052
TRINITY_DN132107_c1_g1_i2	3.57468832376191
TRINITY_DN124650_c4_g3_i2	-2.27134200041961
TRINITY_DN126142_c0_g1_i4	1.10116229086479
TRINITY_DN111428_c0_g1_i1	2.37685956344166
TRINITY_DN127502_c1_g2_i1	1.77508235004983
TRINITY_DN129451_c0_g1_i2	-1.81627258679792
TRINITY_DN126832_c11_g2_i1	1.21047936970969
TRINITY_DN130962_c1_g3_i2	1.48186295517566
TRINITY_DN90201_c0_g1_i1	1.38943875035331
TRINITY_DN123875_c0_g2_i1	-1.0536871239407
TRINITY_DN136477_c5_g1_i4	-1.80906820783346
TRINITY_DN128902_c5_g1_i1	-1.93883264878179
TRINITY_DN116740_c0_g1_i2	1.10686118267192
TRINITY_DN131187_c0_g1_i2	1.60633054586075
TRINITY_DN129508_c1_g3_i2	1.85309753797185
TRINITY_DN136085_c2_g4_i2	1.94049795338367
TRINITY_DN119692_c0_g1_i1	1.44375978996482
TRINITY_DN135157_c2_g2_i1	-2.08572632205946
TRINITY_DN119122_c0_g1_i3	-5.89216433777985
TRINITY_DN114835_c0_g1_i1	-4.64583413556544
TRINITY_DN133965_c9_g1_i1	1.34180391584017
TRINITY_DN115289_c0_g1_i3	1.82377471906514
TRINITY_DN135336_c6_g3_i3	1.95376079949005
TRINITY_DN126164_c0_g1_i1	-2.16169713537597
TRINITY_DN111247_c0_g1_i1	1.49394918571625
TRINITY_DN126038_c0_g1_i2	-1.87259217608509
TRINITY_DN122435_c0_g1_i2	-1.91039789801119
TRINITY_DN128254_c2_g5_i1	1.72546031053136
TRINITY_DN119886_c0_g2_i5	-1.53693605916539
TRINITY_DN101150_c0_g1_i1	-2.091770350573
TRINITY_DN135636_c4_g6_i2	2.17474344194069
TRINITY_DN125645_c0_g1_i6	1.49707708932188
TRINITY_DN120545_c4_g1_i4	-1.41793403355293
TRINITY_DN120936_c0_g1_i1	-1.1515626104189
TRINITY_DN116688_c0_g2_i1	-2.18235131112133
TRINITY_DN128479_c0_g2_i1	1.78841601389749
TRINITY_DN124951_c0_g3_i3	2.14496854269689
TRINITY_DN135819_c3_g3_i1	-2.53049815353304
TRINITY_DN131166_c2_g1_i3	-1.37893906979426
TRINITY_DN132849_c2_g5_i1	-1.0370446436066
TRINITY_DN129401_c5_g1_i1	1.48229778707556
TRINITY_DN126846_c0_g3_i1	1.6205610016452
TRINITY_DN127684_c3_g4_i1	7.57294430443197
TRINITY_DN132611_c0_g3_i1	1.13381611305822
TRINITY_DN126432_c0_g3_i1	2.49085277723401
TRINITY_DN126512_c1_g2_i2	2.24218401016029
TRINITY_DN118925_c0_g1_i1	-2.3448347898472
TRINITY_DN123541_c0_g1_i1	1.50917961103814
TRINITY_DN130947_c1_g6_i1	-3.20620078784498
TRINITY_DN128219_c3_g5_i1	1.45874177716626
TRINITY_DN135187_c1_g1_i4	-1.94387311602537
TRINITY_DN129469_c0_g2_i4	-1.12713042696546
TRINITY_DN132739_c0_g2_i4	-2.73179782122773
TRINITY_DN120443_c0_g1_i3	5.49876070019211
TRINITY_DN125938_c4_g5_i1	2.42271041281262
TRINITY_DN126363_c6_g1_i1	-1.16589369712198
TRINITY_DN115448_c1_g1_i1	-1.29513455303885
TRINITY_DN132771_c1_g1_i1	-1.09744704979394
TRINITY_DN131316_c1_g6_i5	-1.72865746811205
TRINITY_DN128745_c0_g1_i2	-1.21588091634043
TRINITY_DN133530_c1_g2_i1	-1.9565272611858
TRINITY_DN129572_c0_g1_i1	1.99977893267989
TRINITY_DN129841_c1_g1_i2	2.97155414571357
TRINITY_DN213100_c0_g1_i1	-1.11653004682243
TRINITY_DN131116_c0_g15_i1	1.56699689455678
TRINITY_DN128429_c0_g1_i1	-1.88027369344949
TRINITY_DN133199_c6_g2_i1	-1.84403146745357
TRINITY_DN66254_c0_g1_i1	-1.73632379434505
TRINITY_DN101903_c0_g1_i1	-2.36359707860798
TRINITY_DN124333_c0_g1_i1	-7.11924164439687
TRINITY_DN128882_c5_g4_i1	2.18665870077827
TRINITY_DN126644_c2_g1_i1	1.71202732958464
TRINITY_DN127732_c1_g2_i2	-1.57075113521428
TRINITY_DN195573_c0_g1_i1	-1.38483721684595
TRINITY_DN127623_c0_g3_i1	1.74429901455046
TRINITY_DN122373_c0_g1_i2	-2.81495024976604
TRINITY_DN126856_c0_g1_i2	-1.87123591767796
TRINITY_DN133213_c0_g2_i33	2.10854260922368
TRINITY_DN126256_c5_g1_i6	1.04343649591559
TRINITY_DN108604_c0_g1_i1	-1.07036836170916
TRINITY_DN134661_c0_g1_i3	2.24509303382931
TRINITY_DN110081_c0_g1_i1	2.85130627087514
TRINITY_DN132931_c1_g1_i6	1.39833915998658
TRINITY_DN127594_c4_g2_i1	1.35034018130601
TRINITY_DN130988_c1_g2_i2	1.37823974813273
TRINITY_DN128172_c3_g2_i1	-3.07967295938585
TRINITY_DN103990_c0_g1_i2	2.44374858530938
TRINITY_DN127882_c7_g3_i1	1.34265404172933
TRINITY_DN131961_c0_g1_i3	-1.15295719777946
