gid	gname	chr	start	end	logCPM	logFC.M46.SR46	PV.M46.SR46	FDR.M46.SR46
TRINITY_DN100846_c0_g1_i2	ccz1b	Chr09	19791836	19791836	4.07632628718845	2.19925614200995	0.000169595580728511	0.0342856614330832
TRINITY_DN135448_c5_g1_i4	uncx	Chr09	23392661	23392661	2.98522510003876	2.99042817652947	8.12146866909301e-06	0.00257707565312435
TRINITY_DN128927_c0_g1_i1	utp18	Chr10	12796430	12796430	1.12435303783069	9.16089607728975	6.03619577412459e-09	4.45045163722809e-06
TRINITY_DN41677_c0_g2_i1	rpn2	Chr10	31131080	31131080	2.10425224800228	10.1637918909686	2.41969171068027e-11	2.70733012767854e-08
TRINITY_DN127464_c0_g2_i1	sepn1	scaffold_24	421021	421021	1.87636966678042	9.93294186256566	1.31877283772642e-13	2.361356964009e-10
TRINITY_DN113301_c1_g1_i1	Xetrov90029739m	scaffold_6020	588	588	6.41489974696949	2.33459689953532	1.13689297862149e-05	0.00339281347477186
TRINITY_DN133534_c2_g6_i1	NA	NA	NA	NA	5.07773475211102	2.5064452511055	0.000234090099114704	0.0444558379136924
TRINITY_DN132653_c3_g3_i1	NA	NA	NA	NA	1.97325061441409	10.0313234143111	1.27226230944337e-06	0.000514404380211718
TRINITY_DN127464_c0_g7_i1	NA	NA	NA	NA	1.7141589255793	9.7714181072236	2.48398727208419e-11	2.70733012767854e-08
TRINITY_DN132156_c4_g2_i1	NA	NA	NA	NA	3.7376323093891	-1.99844048319591	8.58143923595641e-07	0.000370895722011992
TRINITY_DN119005_c4_g1_i1	NA	NA	NA	NA	2.47476020933054	-2.28081537849895	5.6885948099031e-06	0.00190458929593244
TRINITY_DN103720_c0_g1_i2	NA	NA	NA	NA	2.92227047920687	-1.98600460902685	6.79497990583044e-06	0.00221216306856308
TRINITY_DN126202_c0_g2_i1	NA	NA	NA	NA	0.645840193733405	8.66339508682194	1.00648172983751e-07	5.36818808586523e-05
TRINITY_DN127748_c1_g2_i1	NA	NA	NA	NA	0.853294672162529	8.89403316354864	4.57311006957111e-06	0.00159220448922234
TRINITY_DN115817_c2_g3_i1	NA	NA	NA	NA	0.136282521402733	-3.92735670887035	9.81275650613994e-06	0.00303686642093723
TRINITY_DN124874_c1_g1_i1	NA	NA	NA	NA	5.08891100478909	2.51866047841264	1.35224446970204e-07	7.06209674301891e-05
TRINITY_DN128639_c3_g3_i1	NA	NA	NA	NA	4.8720000751722	2.57098553384425	5.65569191546283e-05	0.0133751778242285
TRINITY_DN131435_c1_g2_i1	NA	NA	NA	NA	1.67738349947124	9.730756246898	5.31654634734787e-12	7.4041768797398e-09
TRINITY_DN129504_c3_g3_i1	NA	NA	NA	NA	4.15924810877414	12.231166760023	6.91544171693516e-25	2.47651847085901e-21
TRINITY_DN113348_c0_g3_i1	NA	NA	NA	NA	0.509364343978443	8.53101048031141	6.92960683073545e-08	4.1359853341161e-05
TRINITY_DN102489_c0_g3_i1	NA	NA	NA	NA	2.41116554914378	10.4559892044036	0.000102414963775527	0.0217571043383468
TRINITY_DN106855_c0_g1_i1	NA	NA	NA	NA	4.17531142455122	4.07318590970032	7.45005694590084e-05	0.0168961283530746
TRINITY_DN134877_c3_g1_i4	NA	NA	NA	NA	4.15727959568394	1.88791130512883	0.000192142284403552	0.0376298655111582
TRINITY_DN94325_c0_g2_i1	NA	NA	NA	NA	1.06748450232108	3.96745385568071	9.16440334214443e-06	0.00287166578726096
TRINITY_DN121359_c1_g3_i1	NA	NA	NA	NA	3.53411075734555	4.35918787717014	0.000136614936255858	0.0280710100169004
TRINITY_DN131144_c0_g1_i1	NA	NA	NA	NA	2.36229526300739	4.63066852997788	4.43388785000607e-10	3.83271381461904e-07
TRINITY_DN99286_c0_g1_i1	NA	NA	NA	NA	0.576463307448375	8.59766616638585	5.54237903353404e-07	0.000252611559295693
TRINITY_DN119281_c1_g1_i1	NA	NA	NA	NA	1.21813595112665	3.63193115717309	3.09798930296185e-05	0.00817477851017345
TRINITY_DN134065_c2_g5_i3	NA	NA	NA	NA	9.90020076654228	-1.81909114092665	0.000107451884886105	0.0224466987527072
TRINITY_DN654_c0_g1_i1	NA	NA	NA	NA	1.4260687081627	9.44383356610807	0.0001875929808023	0.0371171351843048
TRINITY_DN105911_c1_g4_i1	NA	NA	NA	NA	4.62085541171682	-1.67025109520067	2.58422605392139e-05	0.00696573964727971
TRINITY_DN130045_c0_g3_i2	NA	NA	NA	NA	3.91871579171098	2.34122897678112	0.000169491915136035	0.0342856614330832
TRINITY_DN134026_c0_g2_i6	NA	NA	NA	NA	7.08702455977424	2.38426402827953	0.000217857835666639	0.0423353505774519
TRINITY_DN124929_c0_g6_i1	NA	NA	NA	NA	0.862149188291025	-2.8485348249878	3.0200491968552e-06	0.00108747884178189
TRINITY_DN95094_c0_g3_i1	NA	NA	NA	NA	4.12083230412645	3.35120669557386	8.41319048836295e-08	4.79322407187005e-05
TRINITY_DN131744_c0_g4_i2	NA	NA	NA	NA	2.74290511303213	5.6870557386049	2.09563331238689e-11	2.50158742261498e-08
TRINITY_DN132560_c1_g3_i1	NA	NA	NA	NA	0.626598681586325	8.65275342788397	8.40230875645086e-08	4.79322407187005e-05
TRINITY_DN27210_c0_g1_i1	NA	NA	NA	NA	3.21774391151197	6.87971186658102	1.84330784980847e-19	4.2007310162726e-16
TRINITY_DN131435_c1_g4_i1	NA	NA	NA	NA	0.578645505688456	-3.47300013408897	1.04438536805737e-05	0.00319276248859294
TRINITY_DN100376_c0_g3_i1	NA	NA	NA	NA	0.814793840735963	8.83525076565299	2.27661816414145e-07	0.000111902478703329
TRINITY_DN128714_c1_g1_i1	NA	NA	NA	NA	4.58619707314465	-9.53771041217801	7.01448056380395e-64	1.75838998773437e-59
TRINITY_DN126588_c4_g7_i1	NA	NA	NA	NA	0.100323404777629	8.12863488965704	1.54664481835071e-05	0.00445647038004778
TRINITY_DN124256_c0_g4_i2	NA	NA	NA	NA	1.38593137064624	9.43807017905054	4.8543347418816e-10	4.05628211031626e-07
TRINITY_DN134711_c7_g13_i1	NA	NA	NA	NA	1.82226844999436	9.88047623857129	5.11564045017359e-11	4.93226441557506e-08
TRINITY_DN108182_c0_g5_i1	NA	NA	NA	NA	2.29741842138093	10.3911610521109	1.89352370345683e-05	0.00527409468869509
TRINITY_DN111328_c0_g1_i1	NA	NA	NA	NA	2.00296776303572	-6.9088228380236	4.0705784127277e-22	1.27551574562822e-18
TRINITY_DN112947_c0_g1_i2	NA	NA	NA	NA	2.08386463495886	3.07955809353393	2.82839873612163e-06	0.00104268087525143
TRINITY_DN133071_c2_g1_i1	NA	NA	NA	NA	2.5397111929626	2.77852475438444	0.000219646120511383	0.0423545303767643
TRINITY_DN121226_c0_g1_i3	NA	NA	NA	NA	3.75718950777341	4.59281385593184	6.01811631455769e-06	0.00198502815491227
TRINITY_DN92151_c0_g2_i1	NA	NA	NA	NA	2.66915674527804	10.7348819351609	0.000231789208836249	0.0443548999015809
TRINITY_DN127236_c4_g3_i2	NA	NA	NA	NA	7.39401451493774	2.79288868329548	6.00600797599478e-05	0.0140708979385268
TRINITY_DN155175_c0_g1_i1	NA	NA	NA	NA	0.199222648197041	8.20998619701898	1.60317633573244e-06	0.000637911498160967
TRINITY_DN133387_c1_g5_i6	NA	NA	NA	NA	2.26377118353559	4.07162380421104	1.83118129563363e-06	0.000695515950287028
TRINITY_DN129733_c3_g5_i1	NA	NA	NA	NA	1.56849817810737	3.81152982644202	8.03747292096303e-07	0.000353479598566143
TRINITY_DN78129_c0_g1_i2	NA	NA	NA	NA	0.658176806865341	4.81446581784227	3.03668098471088e-06	0.00108747884178189
TRINITY_DN116959_c0_g6_i1	NA	NA	NA	NA	5.07523762071558	13.1498850931592	1.78227606097686e-05	0.00507705639733725
TRINITY_DN124256_c0_g2_i2	NA	NA	NA	NA	4.20500138275199	12.2773000010575	1.73905309719355e-26	8.71891660808959e-23
TRINITY_DN119416_c2_g1_i1	NA	NA	NA	NA	2.87334172039979	2.87372533132427	1.2242666346311e-06	0.000508883773801669
TRINITY_DN111958_c0_g1_i1	NA	NA	NA	NA	1.64129503960575	3.56731133805204	1.19460662630607e-05	0.00352310575391066
TRINITY_DN127857_c2_g7_i1	NA	NA	NA	NA	2.50978633448134	2.65665946980284	1.26783619810648e-05	0.00369559509466667
TRINITY_DN209985_c0_g1_i1	NA	NA	NA	NA	1.17855902608817	3.40227021328582	2.17808587611797e-05	0.0060000282134643
TRINITY_DN128882_c4_g1_i1	NA	NA	NA	NA	2.84984410736615	5.31896055511878	2.91685055725341e-13	4.56997561057678e-10
TRINITY_DN121465_c5_g5_i1	NA	NA	NA	NA	1.18041379488934	9.2243540541151	2.97492333020604e-10	2.66340635862875e-07
TRINITY_DN135683_c1_g1_i1	NA	NA	NA	NA	1.90212321090629	9.95616702245845	5.87541672744198e-12	7.75183929071135e-09
TRINITY_DN111790_c1_g2_i1	NA	NA	NA	NA	1.58027023458925	-3.42617066672962	4.42561694031369e-05	0.0109842936098796
TRINITY_DN95726_c0_g1_i1	NA	NA	NA	NA	5.4361085875315	13.5077930023408	6.09640164632111e-05	0.014150425599072
TRINITY_DN37225_c0_g1_i1	NA	NA	NA	NA	0.822779834316904	-10.3631652196688	1.57922331323269e-21	4.39866333512411e-18
TRINITY_DN124950_c0_g3_i1	NA	NA	NA	NA	4.20119711097449	2.0648560208404	6.63551392940193e-05	0.0152604645121328
TRINITY_DN119920_c0_g2_i1	NA	NA	NA	NA	1.54200200526617	3.18774568604625	5.25362747252385e-05	0.0126632628347335
TRINITY_DN106825_c0_g1_i1	NA	NA	NA	NA	1.50472982303945	-3.22013690401752	1.39422406669098e-08	9.19747602731832e-06
TRINITY_DN135864_c0_g11_i1	NA	NA	NA	NA	2.45884304096671	10.5216039433906	1.83559904895912e-16	3.53959976610056e-13
TRINITY_DN129842_c2_g4_i1	NA	NA	NA	NA	0.239914584152838	8.24415161745944	6.96369062146245e-07	0.000311724636605037
TRINITY_DN135828_c4_g4_i1	NA	NA	NA	NA	1.55276556599836	9.60197537616218	1.94903070736067e-11	2.44291508860587e-08
TRINITY_DN126137_c6_g8_i3	NA	NA	NA	NA	3.58983512260805	-1.84068544895332	5.67816847238985e-06	0.00190458929593244
TRINITY_DN126089_c1_g1_i2	NA	NA	NA	NA	1.19142931218004	-3.24084279851393	1.69843241685789e-07	8.51526076515873e-05
TRINITY_DN134053_c4_g1_i1	NA	NA	NA	NA	4.257919222991	-1.46442173610364	0.000183790138714858	0.0368580095784325
TRINITY_DN136429_c4_g4_i2	NA	NA	NA	NA	5.02020996935533	13.0951443645758	2.70458317312335e-13	4.51989939892374e-10
TRINITY_DN124034_c2_g15_i1	NA	NA	NA	NA	1.09689601971023	5.26383434783489	1.11936035109806e-05	0.00338073798570196
TRINITY_DN112881_c0_g1_i2	NA	NA	NA	NA	2.73293013835333	3.35684318196726	2.96972669064193e-05	0.00791969241287362
TRINITY_DN123957_c6_g2_i1	NA	NA	NA	NA	3.41191597042941	3.3229822184478	2.85171258487709e-07	0.000134880624674903
TRINITY_DN127055_c1_g5_i1	NA	NA	NA	NA	0.735740263358837	8.76467656341236	1.23830820974556e-06	0.000508883773801669
TRINITY_DN129443_c5_g4_i10	NA	NA	NA	NA	1.14100469266234	3.79447041573641	0.000105829885976612	0.0222936435433756
TRINITY_DN81092_c0_g1_i1	NA	NA	NA	NA	2.2692036983998	-2.37948774888702	3.72658881774063e-05	0.0095324620901145
TRINITY_DN117586_c0_g1_i1	NA	NA	NA	NA	1.12125810878463	4.32383504935867	9.21798014881819e-05	0.0199361094982981
TRINITY_DN99021_c0_g2_i1	NA	NA	NA	NA	1.23023107238818	-10.7980186937539	2.67606561990266e-26	1.11806021599533e-22
TRINITY_DN125523_c6_g3_i1	NA	NA	NA	NA	4.29239368605823	2.13506794240404	1.86588422490402e-05	0.00525550401684201
TRINITY_DN113704_c0_g2_i1	NA	NA	NA	NA	0.412198334341709	8.42067892551921	2.5268818651179e-07	0.000121815143451491
TRINITY_DN135454_c0_g9_i1	NA	NA	NA	NA	3.03500155289031	11.1023886375343	3.50749382974099e-21	8.79258553239471e-18
TRINITY_DN126590_c4_g3_i1	NA	NA	NA	NA	2.67263506614917	2.92071959690918	3.29943285215316e-05	0.00861564403518494
TRINITY_DN130497_c4_g6_i3	NA	NA	NA	NA	5.06427495822181	-1.70572192637944	7.48153122383627e-05	0.0168961283530746
TRINITY_DN130174_c0_g1_i1	NA	NA	NA	NA	2.18465416641816	-2.01080540595002	5.34478482934346e-05	0.0127602920097125
TRINITY_DN127377_c4_g2_i1	NA	NA	NA	NA	3.86445605910321	-1.51199748680251	9.64372462581227e-05	0.0206622981982788
TRINITY_DN115526_c0_g1_i1	NA	NA	NA	NA	1.76237317005383	3.42334311521655	4.01702549157733e-06	0.00141829288764592
TRINITY_DN194007_c0_g1_i1	NA	NA	NA	NA	0.923797925727287	8.96303993267823	9.5411232485758e-09	6.46423993500806e-06
TRINITY_DN132472_c0_g2_i4	NA	NA	NA	NA	2.87173911792301	2.48713554321372	5.69826859721289e-06	0.00190458929593244
TRINITY_DN131900_c3_g4_i4	NA	NA	NA	NA	4.14889063789309	3.0570276429376	2.41917659054725e-06	0.00090513311599759
TRINITY_DN134505_c1_g8_i1	NA	NA	NA	NA	2.9966185108113	-1.91775218229159	4.8134157120879e-05	0.0117148257350116
TRINITY_DN131669_c1_g5_i1	NA	NA	NA	NA	1.19959023231581	9.24452393613706	9.12627961953171e-10	7.3799218549168e-07
TRINITY_DN128941_c3_g5_i2	NA	NA	NA	NA	5.48751941792947	5.55055464848594	4.37986047021072e-19	9.14952852227019e-16
TRINITY_DN129279_c4_g4_i1	NA	NA	NA	NA	1.78683057536825	9.84394745631253	4.29187074104891e-11	4.30354462946456e-08
TRINITY_DN112291_c0_g1_i1	NA	NA	NA	NA	3.77274567220769	2.0770776328272	8.25714526983237e-05	0.018481260502157
TRINITY_DN133025_c0_g2_i6	NA	NA	NA	NA	2.6543324457524	-3.62189367769329	3.42319401737763e-09	2.6003826553825e-06
TRINITY_DN127281_c1_g1_i3	NA	NA	NA	NA	5.06068751094198	3.04280773848829	8.92754780414236e-05	0.019631207750372
TRINITY_DN127436_c2_g1_i1	NA	NA	NA	NA	2.67267144461897	2.36961158469332	0.000188043568230681	0.0371171351843048
TRINITY_DN131626_c4_g3_i1	NA	NA	NA	NA	0.724339163004023	-3.50731304221545	4.7891639783354e-08	3.0013690652228e-05
TRINITY_DN39540_c0_g1_i1	NA	NA	NA	NA	3.9277854200445	11.9989582098316	7.57724092264502e-11	7.03504723884687e-08
TRINITY_DN63832_c0_g1_i1	NA	NA	NA	NA	0.534237196999189	8.59714319236958	7.74600581046064e-06	0.00248944709816189
TRINITY_DN131907_c0_g25_i6	NA	NA	NA	NA	2.08816447336264	-8.93305376089286	1.20897463544487e-34	1.5153288080666e-30
TRINITY_DN124256_c0_g1_i2	NA	NA	NA	NA	0.254105687829426	-5.24460939229802	3.58290225242723e-11	3.74234140266025e-08
TRINITY_DN129342_c0_g1_i2	NA	NA	NA	NA	2.81890686729261	-2.43657814554486	9.61672787729182e-08	5.24069857452068e-05
TRINITY_DN128966_c0_g1_i1	NA	NA	NA	NA	1.66437810841895	-2.43379409973648	4.1429088203576e-05	0.0103854438308724
TRINITY_DN125283_c5_g3_i3	NA	NA	NA	NA	5.54353124869525	2.43929140700053	9.22526209431378e-05	0.0199361094982981
TRINITY_DN133151_c2_g1_i1	NA	NA	NA	NA	4.2195827706785	4.93369495223096	1.73342104467349e-09	1.35791871087109e-06
TRINITY_DN141165_c0_g1_i1	NA	NA	NA	NA	3.67156097243214	3.32810171844216	9.12664282987464e-09	6.35518562386937e-06
