gid	gname	chr	start	end	logCPM	logFC.M46.SR46	PV.M46.SR46	FDR.M46.SR46	Am2_463	Am4_461	Am5_461	Am6_462	average	ward.D
TRINITY_DN123957_c6_g2_i1	NA	NA	NA	NA	3.41191597042941	3.3229822184478	2.85171258487709e-07	0.000134880624674903	3.15597044486021	4.33005034055614	0.525697196959408	3.59543089491681	1	1
TRINITY_DN124034_c2_g15_i1	NA	NA	NA	NA	1.09689601971023	5.26383434783489	1.11936035109806e-05	0.00338073798570196	0.594527334729543	0.933521105213043	-2.78150976457723	2.31404195481862	1	1
TRINITY_DN124256_c0_g1_i2	NA	NA	NA	NA	0.254105687829426	-5.24460939229802	3.58290225242723e-11	3.74234140266025e-08	-2.29691760880852	-2.43676520502965	2.01006674423595	-2.69564797740382	2	2
TRINITY_DN124256_c0_g2_i2	NA	NA	NA	NA	4.20500138275199	12.2773000010575	1.73905309719355e-26	8.71891660808959e-23	4.24258087451741	4.94727434549474	-3.6607127223962	4.58166068858319	1	1
TRINITY_DN124256_c0_g4_i2	NA	NA	NA	NA	1.38593137064624	9.43807017905054	4.8543347418816e-10	4.05628211031626e-07	2.20809436599737	1.26475013694818	-3.6607127223962	1.82468035179417	1	1
TRINITY_DN124439_c0_g2_i1	csdc2	Chr04	104033084	104033084	6.03798801299283	2.01707398894568	8.48879840510749e-05	0.0188316104795783	6.1896885534333	6.63777436892371	4.32596561666893	6.13436073815909	1	1
TRINITY_DN124874_c1_g1_i1	NA	NA	NA	NA	5.08891100478909	2.51866047841264	1.35224446970204e-07	7.06209674301891e-05	5.57319487941221	5.2874459202797	2.9156260267281	5.39409303999829	1	1
TRINITY_DN124929_c0_g6_i1	NA	NA	NA	NA	0.862149188291025	-2.8485348249878	3.0200491968552e-06	0.00108747884178189	-0.646132761473281	-0.169948118687189	2.29007096681948	-0.553492043445761	2	2
TRINITY_DN124950_c0_g3_i1	NA	NA	NA	NA	4.20119711097449	2.0648560208404	6.63551392940193e-05	0.0152604645121328	4.2892331936424	4.93404224767866	2.45631203039183	4.16971988767176	1	1
TRINITY_DN125283_c5_g3_i3	NA	NA	NA	NA	5.54353124869525	2.43929140700053	9.22526209431378e-05	0.0199361094982981	5.87030078634917	6.41599782953136	3.44148148228119	4.99493910520234	1	1
TRINITY_DN125523_c6_g3_i1	NA	NA	NA	NA	4.29239368605823	2.13506794240404	1.86588422490402e-05	0.00525550401684201	4.53744749942302	4.95384516017169	2.48224761172719	4.22012737876666	1	1
TRINITY_DN126089_c1_g1_i2	NA	NA	NA	NA	1.19142931218004	-3.24084279851393	1.69843241685789e-07	8.51526076515873e-05	-0.793913144620458	-0.89758110339317	2.73326155309146	0.227415951567645	2	2
TRINITY_DN126137_c6_g8_i3	NA	NA	NA	NA	3.58983512260805	-1.84068544895332	5.67816847238985e-06	0.00190458929593244	2.6836588542344	2.68971861346229	4.70389903192513	3.18204063647021	2	2
TRINITY_DN126202_c0_g2_i1	NA	NA	NA	NA	0.645840193733405	8.66339508682194	1.00648172983751e-07	5.36818808586523e-05	0.470459911960734	1.03616375829785	-3.6607127223962	1.46035926753081	1	1
TRINITY_DN126588_c4_g7_i1	NA	NA	NA	NA	0.100323404777629	8.12863488965704	1.54664481835071e-05	0.00445647038004778	1.2887590151164	0.429310560998688	-3.6607127223962	-0.635483053005403	1	1
TRINITY_DN126590_c4_g3_i1	NA	NA	NA	NA	2.67263506614917	2.92071959690918	3.29943285215316e-05	0.00861564403518494	3.05158667864836	2.21916026871921	0.19026081266137	3.52641138631984	1	1
TRINITY_DN126739_c1_g1_i1	kiaa0020	Chr01	115761863	115761863	3.33253233213518	11.4010393733795	5.3787721596584e-08	3.28866001215407e-05	3.52686099452596	0.538256560556805	-3.6607127223962	4.77257521242701	1	1
TRINITY_DN127055_c1_g5_i1	NA	NA	NA	NA	0.735740263358837	8.76467656341236	1.23830820974556e-06	0.000508883773801669	1.25154624018344	1.79040585739042	-3.6607127223962	-0.265442683579081	1	1
TRINITY_DN127236_c4_g3_i2	NA	NA	NA	NA	7.39401451493774	2.79288868329548	6.00600797599478e-05	0.0140708979385268	7.84131443965237	8.22095184870136	4.95142542797041	6.8360783392135	1	1
TRINITY_DN127281_c1_g1_i3	NA	NA	NA	NA	5.06068751094198	3.04280773848829	8.92754780414236e-05	0.019631207750372	5.38411945631731	6.15738787603493	2.39391848951409	3.92354554976115	1	1
TRINITY_DN127377_c4_g2_i1	NA	NA	NA	NA	3.86445605910321	-1.51199748680251	9.64372462581227e-05	0.0206622981982788	3.54235142735468	3.19025918669865	4.82031097739228	3.19395885394292	2	2
TRINITY_DN127436_c2_g1_i1	NA	NA	NA	NA	2.67267144461897	2.36961158469332	0.000188043568230681	0.0371171351843048	2.47348707846394	3.47241575820961	0.683068389253205	2.85426727820151	1	1
TRINITY_DN127464_c0_g2_i1	sepn1	scaffold_24	421021	421021	1.87636966678042	9.93294186256566	1.31877283772642e-13	2.361356964009e-10	2.45723502611796	2.21916026871921	-3.6607127223962	2.20047514194102	1	1
TRINITY_DN127464_c0_g7_i1	NA	NA	NA	NA	1.7141589255793	9.7714181072236	2.48398727208419e-11	2.70733012767854e-08	2.55210955728366	1.49843588150539	-3.6607127223962	2.18861085610437	1	1
TRINITY_DN127748_c1_g2_i1	NA	NA	NA	NA	0.853294672162529	8.89403316354864	4.57311006957111e-06	0.00159220448922234	1.645021384585	1.84797982294174	-3.6607127223962	-0.814925164510222	1	1
TRINITY_DN127857_c2_g7_i1	NA	NA	NA	NA	2.50978633448134	2.65665946980284	1.26783619810648e-05	0.00369559509466667	2.77827713658677	2.64168991296923	0.271830418505768	3.0957368785554	1	1
TRINITY_DN128376_c2_g5_i2	LOC101730599	Chr03	112813926	112813926	3.45707233563543	11.5279934517848	1.45147341094749e-07	7.42561948278198e-05	3.989253651173	0.0907436711361997	-3.6607127223962	4.75859937907741	1	1
TRINITY_DN128639_c3_g3_i1	NA	NA	NA	NA	4.8720000751722	2.57098553384425	5.65569191546283e-05	0.0133751778242285	5.13616680798868	5.84118535095533	2.6518081711822	4.20253691226172	1	1
TRINITY_DN128714_c1_g1_i1	NA	NA	NA	NA	4.58619707314465	-9.53771041217801	7.01448056380395e-64	1.75838998773437e-59	-3.6607127223962	-1.33660796211453	6.57266873394873	-3.6607127223962	2	2
TRINITY_DN128882_c4_g1_i1	NA	NA	NA	NA	2.84984410736615	5.31896055511878	2.91685055725341e-13	4.56997561057678e-10	3.01873974434681	3.13928441842067	-1.68333903297778	3.54514183658932	1	1
TRINITY_DN128927_c0_g1_i1	utp18	Chr10	12796430	12796430	1.12435303783069	9.16089607728975	6.03619577412459e-09	4.45045163722809e-06	1.21334812978837	2.04547455363356	-3.6607127223962	1.15364836151466	1	1
TRINITY_DN128941_c3_g5_i2	NA	NA	NA	NA	5.48751941792947	5.55055464848594	4.37986047021072e-19	9.14952852227019e-16	6.10876413328724	5.69882219312641	0.422314901114535	5.84134519334562	1	1
TRINITY_DN128966_c0_g1_i1	NA	NA	NA	NA	1.66437810841895	-2.43379409973648	4.1429088203576e-05	0.0103854438308724	0.103644451427006	0.0422382414468185	2.98982240414151	1.2931466340861	2	2
TRINITY_DN129279_c4_g4_i1	NA	NA	NA	NA	1.78683057536825	9.84394745631253	4.29187074104891e-11	4.30354462946456e-08	2.44079780544432	1.34692363918005	-3.6607127223962	2.56409378793112	1	1
TRINITY_DN129342_c0_g1_i2	NA	NA	NA	NA	2.81890686729261	-2.43657814554486	9.61672787729182e-08	5.24069857452068e-05	1.17411108114657	1.98259975269559	4.16715205805479	1.9423959810284	2	2
TRINITY_DN129443_c5_g4_i10	NA	NA	NA	NA	1.14100469266234	3.79447041573641	0.000105829885976612	0.0222936435433756	2.28377327902695	1.01117956793436	-1.84592586671325	0.943815459418791	1	1
TRINITY_DN129504_c3_g3_i1	NA	NA	NA	NA	4.15924810877414	12.231166760023	6.91544171693516e-25	2.47651847085901e-21	4.70166206305526	4.03393179179325	-3.6607127223962	4.86492684615331	1	1
TRINITY_DN129733_c3_g5_i1	NA	NA	NA	NA	1.56849817810737	3.81152982644202	8.03747292096303e-07	0.000353479598566143	2.04367295950014	1.93024931962725	-1.53723346678318	1.88473844841322	1	1
TRINITY_DN129842_c2_g4_i1	NA	NA	NA	NA	0.239914584152838	8.24415161745944	6.96369062146245e-07	0.000311724636605037	0.533826890607224	0.572817291617679	-3.6607127223962	0.826220443434591	1	1
TRINITY_DN130045_c0_g3_i2	NA	NA	NA	NA	3.91871579171098	2.34122897678112	0.000169491915136035	0.0342856614330832	4.6200661923964	4.51470347532305	1.92437284484325	3.23491393390084	1	1
TRINITY_DN130174_c0_g1_i1	NA	NA	NA	NA	2.18465416641816	-2.01080540595002	5.34478482934346e-05	0.0127602920097125	0.864766218645921	1.42466782930445	3.35989594024665	1.69649958853213	2	2
TRINITY_DN130497_c4_g6_i3	NA	NA	NA	NA	5.06427495822181	-1.70572192637944	7.48153122383627e-05	0.0168961283530746	4.90407359914076	3.89060095495198	6.1196449870344	4.28285067144746	2	2
TRINITY_DN131071_c0_g1_i1	lipe	Chr07	99514031	99514031	1.170788284848	-2.41140691536246	4.1204873956414e-05	0.0103854438308724	0.017595551159279	0.538256560556805	2.47365411939445	-0.265442683579081	2	2
TRINITY_DN131144_c0_g1_i1	NA	NA	NA	NA	2.36229526300739	4.63066852997788	4.43388785000607e-10	3.83271381461904e-07	2.50545204373808	2.88801550093211	-1.53723346678318	2.8467375574337	1	1
TRINITY_DN131435_c1_g2_i1	NA	NA	NA	NA	1.67738349947124	9.730756246898	5.31654634734787e-12	7.4041768797398e-09	2.20809436599737	2.32432444947368	-3.6607127223962	1.6796455826255	1	1
TRINITY_DN131435_c1_g4_i1	NA	NA	NA	NA	0.578645505688456	-3.47300013408897	1.04438536805737e-05	0.00319276248859294	-0.38945568636094	-2.74189409349364	2.13521845761022	-0.913775116860192	2	2
TRINITY_DN131626_c4_g3_i1	NA	NA	NA	NA	0.724339163004023	-3.50731304221545	4.7891639783354e-08	3.0013690652228e-05	-0.958577079891904	-0.719747481523287	2.29982667079564	-1.39509444723136	2	2
TRINITY_DN131669_c1_g5_i1	NA	NA	NA	NA	1.19959023231581	9.24452393613706	9.12627961953171e-10	7.3799218549168e-07	1.83309992966715	1.83380029709138	-3.6607127223962	1.07849166363111	1	1
TRINITY_DN131744_c0_g4_i2	NA	NA	NA	NA	2.74290511303213	5.6870557386049	2.09563331238689e-11	2.50158742261498e-08	2.93905720218511	2.61706234762656	-2.02919067270309	3.67836710866865	1	1
TRINITY_DN131900_c3_g4_i4	NA	NA	NA	NA	4.14889063789309	3.0570276429376	2.41917659054725e-06	0.00090513311599759	5.14380321763057	4.32499042913788	1.48552345342111	3.70359700685048	1	1
TRINITY_DN131907_c0_g25_i6	NA	NA	NA	NA	2.08816447336264	-8.93305376089286	1.20897463544487e-34	1.5153288080666e-30	-2.82332932521262	-3.12936043801042	4.03321041961649	-3.6607127223962	2	2
TRINITY_DN132156_c4_g2_i1	NA	NA	NA	NA	3.7376323093891	-1.99844048319591	8.58143923595641e-07	0.000370895722011992	2.81700226667028	3.25021077570167	4.92172265868392	2.66173002727179	2	2
TRINITY_DN132472_c0_g2_i4	NA	NA	NA	NA	2.87173911792301	2.48713554321372	5.69826859721289e-06	0.00190458929593244	3.2904765315834	3.21781911557773	0.769859685490071	3.10207560504369	1	1
TRINITY_DN132560_c1_g3_i1	NA	NA	NA	NA	0.626598681586325	8.65275342788397	8.40230875645086e-08	4.79322407187005e-05	1.17411108114657	1.32681487778765	-3.6607127223962	0.520288048862459	1	1
TRINITY_DN132653_c3_g3_i1	NA	NA	NA	NA	1.97325061441409	10.0313234143111	1.27226230944337e-06	0.000514404380211718	2.30208858719714	-0.56144855890528	-3.6607127223962	3.34055106091276	1	1
TRINITY_DN132876_c2_g4_i1	mmgt1	Chr08	47592356	47592356	5.85782785389009	1.98578521378854	4.47637940264481e-05	0.0110013606730882	6.07054554289154	6.32832103504089	4.17512449034932	6.05326680586298	1	1
TRINITY_DN133025_c0_g2_i6	NA	NA	NA	NA	2.6543324457524	-3.62189367769329	3.42319401737763e-09	2.6003826553825e-06	-0.38945568636094	0.137671188123992	4.31638565913236	1.64533513452445	2	2
TRINITY_DN133071_c2_g1_i1	NA	NA	NA	NA	2.5397111929626	2.77852475438444	0.000219646120511383	0.0423545303767643	2.64112807189876	3.56973909619008	0.19026081266137	2.01137126052338	1	1
TRINITY_DN133071_c2_g6_i2	dock5	Chr03	106582469	106582469	3.7051283005331	3.11140877763781	2.28632477543707e-05	0.00622973798594093	4.0172385776836	4.73860431320351	1.00271195457679	2.87662347860944	1	1
TRINITY_DN133151_c2_g1_i1	NA	NA	NA	NA	4.2195827706785	4.93369495223096	1.73342104467349e-09	1.35791871087109e-06	3.51905295716909	4.40389360338469	-0.19182890606812	5.356145870531	1	1
TRINITY_DN133387_c1_g5_i6	NA	NA	NA	NA	2.26377118353559	4.07162380421104	1.83118129563363e-06	0.000695515950287028	2.95071343303741	3.04396172820337	-1.17104813142718	1.55580976927363	1	1
TRINITY_DN133534_c2_g6_i1	NA	NA	NA	NA	5.07773475211102	2.5064452511055	0.000234090099114704	0.0444558379136924	4.67028052940256	6.221417781477	2.9156260267281	4.7765435660091	1	1
TRINITY_DN134026_c0_g2_i6	NA	NA	NA	NA	7.08702455977424	2.38426402827953	0.000217857835666639	0.0423353505774519	7.17282369898391	7.98491084444584	5.03118732899191	6.82701855230654	1	1
TRINITY_DN134053_c4_g1_i1	NA	NA	NA	NA	4.257919222991	-1.46442173610364	0.000183790138714858	0.0368580095784325	3.70259635423268	3.44001984179152	5.1917471225081	4.00020993166287	2	2
TRINITY_DN134065_c2_g5_i3	NA	NA	NA	NA	9.90020076654228	-1.81909114092665	0.000107451884886105	0.0224466987527072	9.57377630085585	8.99308378721406	11.0123956276964	8.92140599343852	2	2
TRINITY_DN134404_c1_g17_i1	ctcf	Chr04	43765400	43765400	5.32018077725525	13.3941669213404	1.73196832638076e-26	8.71891660808959e-23	5.16647287692654	5.54630241404226	-3.6607127223962	6.26862056208291	1	1
TRINITY_DN134505_c1_g8_i1	NA	NA	NA	NA	2.9966185108113	-1.91775218229159	4.8134157120879e-05	0.0117148257350116	2.77827713658677	1.91685941567396	4.13753699377875	1.85502189810626	2	2
TRINITY_DN134711_c7_g13_i1	NA	NA	NA	NA	1.82226844999436	9.88047623857129	5.11564045017359e-11	4.93226441557506e-08	2.61206128671354	2.49622498245415	-3.6607127223962	1.31513919248702	1	1
TRINITY_DN134877_c3_g1_i4	NA	NA	NA	NA	4.15727959568394	1.88791130512883	0.000192142284403552	0.0376298655111582	4.56425199565494	4.72137780222081	2.5735444147041	3.95189710317086	1	1
TRINITY_DN134963_c2_g10_i1	hoxc5	Chr02	142885834	142885834	0.668357014009547	8.68980212411469	3.49064930073442e-08	2.24368196591822e-05	0.708765079856113	1.17761196688218	-3.6607127223962	1.2708136227827	1	1
TRINITY_DN135448_c5_g1_i4	uncx	Chr09	23392661	23392661	2.98522510003876	2.99042817652947	8.12146866909301e-06	0.00257707565312435	2.77827713658677	3.94107989910919	0.422314901114535	3.01741687691322	1	1
TRINITY_DN135454_c0_g9_i1	NA	NA	NA	NA	3.03500155289031	11.1023886375343	3.50749382974099e-21	8.79258553239471e-18	3.39655871553878	3.56115787697607	-3.6607127223962	3.38801232667399	1	1
TRINITY_DN135683_c1_g1_i1	NA	NA	NA	NA	1.90212321090629	9.95616702245845	5.87541672744198e-12	7.75183929071135e-09	1.80768671961122	2.05772725551446	-3.6607127223962	2.85426727820151	1	1
TRINITY_DN135828_c4_g4_i1	NA	NA	NA	NA	1.55276556599836	9.60197537616218	1.94903070736067e-11	2.44291508860587e-08	1.70130580009328	1.84797982294174	-3.6607127223962	2.28090061751863	1	1
TRINITY_DN135864_c0_g11_i1	NA	NA	NA	NA	2.45884304096671	10.5216039433906	1.83559904895912e-16	3.53959976610056e-13	2.71133174161906	3.06232109765822	-3.6607127223962	2.82390968901107	1	1
TRINITY_DN136429_c4_g4_i2	NA	NA	NA	NA	5.02020996935533	13.0951443645758	2.70458317312335e-13	4.51989939892374e-10	6.00637094899362	3.12188457385297	-3.6607127223962	5.83374754793043	1	1
TRINITY_DN141165_c0_g1_i1	NA	NA	NA	NA	3.67156097243214	3.32810171844216	9.12664282987464e-09	6.35518562386937e-06	4.06091512014944	3.58674991158564	0.769859685490071	4.36947619549303	1	1
TRINITY_DN144998_c0_g1_i1	LOC100498514	Chr08	37558504	37558504	2.22928745071569	3.68262988324176	1.694628974687e-06	0.000663764986522715	2.69756164744404	3.04396172820337	-0.87924560478165	1.8399308882093	1	1
TRINITY_DN155175_c0_g1_i1	NA	NA	NA	NA	0.199222648197041	8.20998619701898	1.60317633573244e-06	0.000637911498160967	0.913230584044068	0.794010247834906	-3.6607127223962	0.0287976934106882	1	1
TRINITY_DN194007_c0_g1_i1	NA	NA	NA	NA	0.923797925727287	8.96303993267823	9.5411232485758e-09	6.46423993500806e-06	1.645021384585	1.46202329363928	-3.6607127223962	0.826220443434591	1	1
TRINITY_DN209985_c0_g1_i1	NA	NA	NA	NA	1.17855902608817	3.40227021328582	2.17808587611797e-05	0.0060000282134643	1.70130580009328	1.56861479349697	-1.53723346678318	1.37917415105627	1	1
TRINITY_DN27210_c0_g1_i1	NA	NA	NA	NA	3.21774391151197	6.87971186658102	1.84330784980847e-19	4.2007310162726e-16	3.74337794119652	3.49060625062132	-2.48500402270701	3.6483635018208	1	1
TRINITY_DN37225_c0_g1_i1	NA	NA	NA	NA	0.822779834316904	-10.3631652196688	1.57922331323269e-21	4.39866333512411e-18	-3.6607127223962	-3.6607127223962	2.71878981985302	-3.6607127223962	2	2
TRINITY_DN39540_c0_g1_i1	NA	NA	NA	NA	3.9277854200445	11.9989582098316	7.57724092264502e-11	7.03504723884687e-08	4.18453071711069	2.03311689846848	-3.6607127223962	5.2715060976422	1	1
TRINITY_DN41677_c0_g2_i1	rpn2	Chr10	31131080	31131080	2.10425224800228	10.1637918909686	2.41969171068027e-11	2.70733012767854e-08	2.50545204373808	1.53395202107249	-3.6607127223962	3.11467011408985	1	1
TRINITY_DN63832_c0_g1_i1	NA	NA	NA	NA	0.534237196999189	8.59714319236958	7.74600581046064e-06	0.00248944709816189	1.99946316317405	-0.113904856490777	-3.6607127223962	0.180265639375179	1	1
TRINITY_DN654_c0_g1_i1	NA	NA	NA	NA	1.4260687081627	9.44383356610807	0.0001875929808023	0.0371171351843048	-3.6607127223962	2.00807942667931	-3.6607127223962	2.67879339254955	1	1
TRINITY_DN67991_c0_g1_i1	oat.1	Chr07	11393739	11393739	6.76423801928099	14.8393761205089	2.48672009474377e-30	2.0779033111679e-26	7.14772476191758	6.75622102226346	-3.6607127223962	7.53096779979999	1	1
TRINITY_DN78129_c0_g1_i2	NA	NA	NA	NA	0.658176806865341	4.81446581784227	3.03668098471088e-06	0.00108747884178189	0.913230584044068	1.10862069477587	-2.78150976457723	1.12902860771093	1	1
TRINITY_DN81092_c0_g1_i1	NA	NA	NA	NA	2.2692036983998	-2.37948774888702	3.72658881774063e-05	0.0095324620901145	0.594527334729543	0.639549947644782	3.58801744838949	1.99783750104216	2	2
TRINITY_DN81405_c0_g1_i1	cds2	Chr03	111271933	111271933	0.130690122140872	8.12513312292695	1.81588615382045e-06	0.000695515950287028	0.334710582069217	0.933521105213043	-3.6607127223962	0.227415951567645	1	1
TRINITY_DN92151_c0_g2_i1	NA	NA	NA	NA	2.66915674527804	10.7348819351609	0.000231789208836249	0.0443548999015809	3.02977202601853	-3.6607127223962	-3.6607127223962	4.10807011162029	1	1
TRINITY_DN94325_c0_g2_i1	NA	NA	NA	NA	1.06748450232108	3.96745385568071	9.16440334214443e-06	0.00287166578726096	1.70130580009328	1.08487043485972	-2.02919067270309	1.53721820249069	1	1
TRINITY_DN95094_c0_g3_i1	NA	NA	NA	NA	4.12083230412645	3.35120669557386	8.41319048836295e-08	4.79322407187005e-05	4.64897374545146	3.67688474869326	1.18220787443845	4.88711973249075	1	1
